index,textnum,dockey,sideline,locus,level,inscobj,fs80,dir,posnum,signnum,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,strict,exclusion_reasons
258,1253,1253,1,18,-3,1,13,1,7,7,373,373,302,343,253,230,342,,,,,,,,1,
259,1253,1253,2,18,-3,1,13,1,4,4,89,245,245,132,,,,,,,,,,,1,
260,1254,1254,0,25,-5,1,13,1,2,2,72,211,,,,,,,,,,,,,1,
261,1255,1255,0,18,-1,1,13,9,2,1,*391,0,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
262,1257,1257,0,17,-7,1,13,1,3,3,103,403,342,,,,,,,,,,,,1,
263,1260,1260,0,25,-1,1,11,9,2,1,35,0,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
264,1261,1261,0,28,-6,1,13,1,2,2,72,211,,,,,,,,,,,,,1,
265,1262,1262,0,25,-4,1,13,1,4,4,202,51,342,316,,,,,,,,,,,1,
266,1263,1263,0,18,-2,1,13,1,4,4,86,67,294,342,,,,,,,,,,,1,
267,1265,1265,0,27,-5,1,351,1,5,4,0,86,249,400,402,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
268,1266,1266,0,17,-5,1,13,1,4,4,106,17,391,87,,,,,,,,,,,1,
269,1267,1267,0,27,-2,1,13,1,3,3,86,98,130,,,,,,,,,,,,1,
270,1268,1268,0,25,-4,1,13,1,2,2,173,12,,,,,,,,,,,,,1,
271,1269,1269,0,24,-16,1,13,1,3,3,65,216,254,,,,,,,,,,,,1,
272,1270,1270,0,25,-4,1,11,1,2,2,102,162,,,,,,,,,,,,,1,
273,1271,1271,0,24,-5,1,13,1,3,2,327,*017,0,,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
274,1272,1272,0,12,0,1,12,1,2,2,293,342,,,,,,,,,,,,,1,
275,1273,1273,0,24,-10,1,13,1,2,2,120,87,,,,,,,,,,,,,1,
276,1274,1274,0,25,-5,1,11,1,3,3,267,99,207,,,,,,,,,,,,1,
277,1275,1275,0,13,-3,1,351,1,4,3,0,102,287,342,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
278,1276,1276,0,18,0,1,11,1,3,2,56,95,0,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
279,1277,1277,0,28,-1,1,13,1,4,4,65,171,59,211,,,,,,,,,,,1,
280,1278,1278,1,22,-9,1,13,1,5,5,267,99,343,100,*081,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
281,1278,1278,2,22,-9,1,13,1,3,3,87,162,375,,,,,,,,,,,,1,
282,1279,1279,0,30,-2,1,13,1,2,2,48,342,,,,,,,,,,,,,1,
283,1281,1281,0,27,-3,1,351,1,3,2,0,*100,169,,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
284,1282,1282,0,25,-5,1,13,1,4,3,102,216,245,0,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
285,1283,1283,0,17,-2,1,13,1,3,3,65,135,342,,,,,,,,,,,,1,
286,1285,1285,0,16,-4,1,13,1,3,3,284,124,342,,,,,,,,,,,,1,
287,1286,1286,0,18,-2,1,13,1,6,6,355,343,86,175,176,211,,,,,,,,,1,
288,1287,1287,0,25,-4,1,13,1,2,2,86,15,,,,,,,,,,,,,1,
289,1288,1288,0,25,-4,1,13,1,2,2,28,1,,,,,,,,,,,,,1,
290,1289,1289,0,26,-6,1,11,1,5,4,84,343,204,230,0,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
291,1290,1290,0,27,-7,1,13,9,3,1,0,72,0,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
292,1291,1291,0,22,-3,1,13,1,3,2,267,99,0,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
293,1292,1292,0,28,-3,1,13,3,1,1,250,,,,,,,,,,,,,,1,
294,1293,1293,0,17,-4,1,13,1,3,2,216,123,0,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
295,1294,1294,0,25,-2,1,11,1,4,4,284,99,348,342,,,,,,,,,,,1,
296,1295,1295,0,22,0,1,13,1,4,4,72,48,342,1,,,,,,,,,,,1,
297,1296,1296,0,28,-7,1,13,1,2,2,289,342,,,,,,,,,,,,,1,
298,1297,1297,0,1,0,1,13,1,4,3,267,402,0,*015,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
299,1298,1298,0,17,-6,1,351,1,4,3,0,*135,347,342,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
300,1299,1299,0,17,-4,1,351,1,4,3,0,*065,387,342,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
301,1300,1300,0,28,-6,1,351,1,4,3,0,249,162,342,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
302,1301,1301,0,25,-5,1,351,1,3,3,17,106,162,,,,,,,,,,,,1,
303,1302,1302,1,24,-2,1,138,1,4,4,293,*233,342,175,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
304,1302,1302,2,24,-2,1,138,1,2,2,214,342,,,,,,,,,,,,,1,
305,1303,1303,1,25,-5,1,137,3,1,1,167,,,,,,,,,,,,,,1,
306,1303,1303,2,25,-5,1,137,1,3,3,15,409,96,,,,,,,,,,,,1,
307,1305,1305,0,17,-3,1,65,1,3,3,28,267,342,,,,,,,,,,,,1,
308,1306,1306,0,17,-5,1,65,1,9,9,244,81,99,98,72,65,53,342,224,,,,,,1,
309,1307,1307,0,12,-4,1,352,9,2,1,0,*012,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
310,1308,1308,0,25,0,1,45,1,3,3,70,72,388,,,,,,,,,,,,1,
311,1309,1309,0,17,-4,1,41,1,5,5,109,169,97,51,182,,,,,,,,,,1,
312,1310,1310,0,25,-8,1,45,1,6,6,249,336,99,171,8,342,,,,,,,,,1,
313,1311,1311,10,18,0,1,45,1,4,4,284,106,287,342,,,,,,,,,,,1,
314,1311,1311,29,18,0,1,821,0,0,0,,,,,,,,,,,,,,,0,no_text|direction_not_in_strict_set
315,1312,1312,0,22,-6,1,45,9,2,1,0,10,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
316,1313,1313,0,20,-2,1,45,1,3,2,67,72,0,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
317,1314,1314,0,20,-3,1,45,1,6,6,216,173,99,109,59,211,,,,,,,,,1,
318,1315,1315,0,20,-2,1,45,1,6,6,403,400,99,249,162,12,,,,,,,,,1,
319,1316,1316,0,14,-4,1,45,3,1,1,66,,,,,,,,,,,,,,1,
320,1317,1317,0,16,-3,1,45,1,6,6,267,99,72,65,204,*342,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
321,1318,1318,0,17,-4,1,45,1,5,4,391,0,*171,*008,342,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
322,1319,1319,0,17,-10,1,45,1,5,5,54,180,97,226,254,,,,,,,,,,1,
323,1320,1320,0,16,-5,1,45,1,4,4,67,65,159,342,,,,,,,,,,,1,
324,1321,1321,1,25,-4,1,45,1,9,9,293,98,65,59,211,150,123,135,342,,,,,,1,
325,1321,1321,2,25,-4,1,45,1,4,4,104,39,229,404,,,,,,,,,,,1,
326,1322,1322,0,17,-2,1,45,1,8,8,267,99,175,230,53,171,8,342,,,,,,,1,
327,1323,1323,0,17,-2,1,45,1,5,4,0,65,59,294,342,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
328,1324,1324,0,18,-6,1,45,1,7,7,238,267,99,87,59,67,211,,,,,,,,1,
329,1325,1325,11,24,-2,1,45,1,6,6,403,187,342,171,8,342,,,,,,,,,1,
330,1325,1325,12,24,-2,1,45,3,1,1,374,,,,,,,,,,,,,,1,
331,1325,1325,20,24,-2,1,0,1,3,3,25,409,96,,,,,,,,,,,,1,
332,1326,1326,0,25,-2,1,45,1,7,7,267,99,72,65,336,89,211,,,,,,,,1,
333,1327,1327,0,25,-4,1,31,1,4,4,391,99,70,211,,,,,,,,,,,1,
334,1328,1328,0,25,-2,1,31,1,5,5,267,99,72,192,342,,,,,,,,,,1,
335,1329,1329,1,17,-3,1,31,1,5,5,182,58,343,98,211,,,,,,,,,,1,
336,1329,1329,2,17,-3,1,31,1,3,3,175,214,282,,,,,,,,,,,,1,
337,1330,1330,0,25,-4,1,31,1,5,5,395,99,59,296,342,,,,,,,,,,1,
338,1331,1331,0,20,-5,1,31,1,6,6,293,123,343,100,17,342,,,,,,,,,1,
339,1332,1332,1,1,0,1,31,1,4,4,216,123,72,388,,,,,,,,,,,1,
340,1332,1332,2,1,0,1,31,3,1,1,393,,,,,,,,,,,,,,1,
341,1333,1333,0,20,-7,1,31,1,5,5,150,297,345,53,342,,,,,,,,,,1,
342,1334,1334,0,28,-6,1,31,1,5,5,267,99,41,245,342,,,,,,,,,,1,
343,1335,1335,0,18,0,1,31,1,4,4,391,123,223,342,,,,,,,,,,,1,
344,1336,1336,0,27,0,1,31,1,6,6,215,86,175,176,342,1,,,,,,,,,1,
345,1337,1337,0,24,-9,1,31,1,6,6,244,336,347,252,391,98,,,,,,,,,1,
346,1338,1338,0,17,-5,1,31,1,3,3,76,76,284,,,,,,,,,,,,1,
347,1339,1339,0,24,-3,1,31,1,4,4,102,17,8,342,,,,,,,,,,,1,
348,1340,1340,1,17,-3,1,31,1,5,5,267,99,341,336,307,,,,,,,,,,1,
349,1340,1340,2,17,-3,1,31,1,2,2,197,326,,,,,,,,,,,,,1,
350,1341,1341,1,11,0,1,112,1,4,4,391,99,173,342,,,,,,,,,,,1,
351,1341,1341,2,11,0,1,112,3,1,1,242,,,,,,,,,,,,,,1,
352,1342,1342,0,17,-4,1,113,1,7,7,87,186,344,70,78,347,342,,,,,,,,1,
353,1343,1343,0,17,-2,1,113,1,6,5,0,25,176,342,253,230,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
354,1344,1344,0,25,-4,1,113,1,5,5,391,99,112,194,342,,,,,,,,,,1,
355,1345,1345,0,17,-4,1,113,1,7,7,391,123,65,72,336,89,211,,,,,,,,1,
356,1346,1346,0,17,-8,1,113,1,5,5,253,230,99,106,162,,,,,,,,,,1,
357,1347,1347,0,28,-4,1,113,1,6,6,37,342,98,86,67,211,,,,,,,,,1,
358,1348,1348,0,22,-4,1,351,1,4,4,17,293,197,60,,,,,,,,,,,1,
359,1349,1349,0,25,-3,1,351,1,6,5,376,*402,99,65,*375,0,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
360,1350,1350,0,25,-3,1,95,1,5,5,65,72,222,254,176,,,,,,,,,,1,
361,1351,1351,0,25,-5,1,95,1,5,5,267,99,67,296,342,,,,,,,,,,1,
362,1355,1355,1,24,-3,1,730,1,4,4,216,97,135,342,,,,,,,,,,,1,
363,1355,1355,2,24,-3,1,730,3,1,1,242,,,,,,,,,,,,,,1,
364,1357,1357,0,20,-5,1,670,1,5,3,0,180,227,*087,0,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
365,1358,1358,0,25,-1,1,0,1,4,2,0,1,*245,0,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
366,1360,1360,0,26,-3,1,361,1,4,4,263,343,173,12,,,,,,,,,,,1,
367,1361,1361,0,24,-5,1,361,1,4,4,293,123,102,162,,,,,,,,,,,1,
368,1362,1362,0,28,0,1,71,1,5,4,0,387,70,211,262,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
369,1365,1365,0,17,-3,1,71,1,3,3,102,59,211,,,,,,,,,,,,1,
370,1366,1366,0,18,-3,1,71,1,3,3,103,403,342,,,,,,,,,,,,1,
371,1367,1367,0,22,-4,1,71,1,5,5,267,99,67,175,206,,,,,,,,,,1,
372,1368,1368,0,25,-4,1,71,1,3,3,*059,*342,139,,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
373,1369,1369,0,25,-5,1,75,1,6,6,267,99,65,403,87,342,,,,,,,,,1,
374,1370,1370,0,17,-3,1,71,1,5,5,72,51,130,149,342,,,,,,,,,,1,
375,1372,1372,0,17,-3,1,71,1,4,3,267,99,*171,0,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
376,1373,1373,0,17,-8,1,71,1,7,7,17,293,61,100,67,135,342,,,,,,,,1,
377,1374,1374,0,17,-2,1,71,1,3,3,65,348,342,,,,,,,,,,,,1,
378,1376,1376,0,17,-6,1,202,1,3,3,102,59,342,,,,,,,,,,,,1,
379,1379,1379,0,17,-4,1,0,1,4,3,65,67,51,0,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
380,1380,1380,0,17,-6,1,251,1,3,3,65,70,211,,,,,,,,,,,,1,
381,1381,1381,0,20,-5,1,251,1,3,2,17,403,0,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
382,1382,1382,0,11,0,1,302,3,1,1,165,,,,,,,,,,,,,,1,
383,1383,1383,0,27,-3,1,340,9,2,1,17,0,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
384,1385,1385,0,3,-2,1,231,1,4,4,86,98,347,342,,,,,,,,,,,1,
385,1386,1386,0,25,-4,1,330,1,6,5,267,99,0,342,1,242,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
386,1387,1387,0,24,-5,1,280,1,5,5,286,123,59,211,242,,,,,,,,,,1,
387,1388,1388,0,20,-9,1,11,1,5,5,197,249,343,67,211,,,,,,,,,,1,
388,1389,1389,1,26,0,1,0,1,4,4,233,336,375,252,,,,,,,,,,,1,
389,1389,1389,2,26,0,1,0,1,3,2,0,187,*233,,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
390,1390,1390,0,2,-9,1,0,1,4,3,0,*130,149,342,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
391,1391,1391,0,25,-2,1,0,1,7,6,199,99,*153,153,*347,342,0,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
392,1392,1392,0,20,-2,1,0,1,3,2,0,338,162,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
393,1393,1393,0,17,-3,1,0,1,5,5,112,194,8,140,342,,,,,,,,,,1,
394,1394,1394,0,25,-7,1,0,1,3,3,394,402,98,,,,,,,,,,,,1,
395,1395,1395,0,20,-6,1,0,1,6,6,343,74,400,99,104,162,,,,,,,,,1,
396,1396,1396,1,17,-4,1,999,1,4,3,284,99,65,0,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
397,1396,1396,2,17,-4,1,999,1,3,3,150,307,267,,,,,,,,,,,,1,
398,1397,1397,0,22,-12,1,0,1,6,5,0,*341,336,180,163,404,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
399,1398,1398,0,25,-9,1,0,1,3,2,53,70,0,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
400,1399,1399,0,1,0,1,0,1,4,3,*053,171,59,0,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
401,1400,1400,1,17,-3,1,0,1,6,6,391,99,65,67,70,211,,,,,,,,,1,
402,1400,1400,2,17,-3,1,0,1,4,4,179,336,347,342,,,,,,,,,,,1,
403,1400,1400,3,17,-3,1,0,1,7,7,89,375,180,28,162,267,*051,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
404,1401,1401,0,16,-8,1,0,1,8,8,391,97,389,67,178,389,8,342,,,,,,,1,
405,1402,1402,0,18,-8,1,0,1,6,6,249,342,345,97,106,169,,,,,,,,,1,
406,1403,1403,0,26,0,1,0,1,8,8,28,303,100,66,407,169,334,342,,,,,,,1,
407,1404,1404,0,20,-7,1,0,1,8,8,249,342,345,65,67,121,135,342,,,,,,,1,
408,1405,1405,0,16,-3,1,0,1,5,5,391,97,234,8,342,,,,,,,,,,1,
409,1406,1406,0,2,-8,1,0,1,8,8,17,293,391,87,28,189,252,176,,,,,,,1,
410,1407,1407,0,24,-3,1,0,1,5,5,391,99,*171,8,342,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
411,1408,1408,0,28,-2,1,0,1,4,2,0,192,358,0,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
412,1409,1409,0,24,-3,1,0,1,4,3,0,59,407,169,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
413,1410,1410,0,22,-4,1,0,1,4,4,18,211,126,169,,,,,,,,,,,1,
414,1411,1411,0,26,-5,1,0,1,2,2,102,169,,,,,,,,,,,,,1,
415,1412,1412,10,27,-2,1,0,1,2,2,182,149,,,,,,,,,,,,,1,
416,1412,1412,20,27,-2,1,0,1,4,4,216,123,149,342,,,,,,,,,,,1,
417,1414,1414,0,4,-4,1,0,1,5,5,65,336,89,121,342,,,,,,,,,,1,
418,1415,1415,0,26,-5,1,0,1,4,4,72,121,358,342,,,,,,,,,,,1,
419,1416,1416,0,26,-2,1,0,1,5,5,286,99,204,230,342,,,,,,,,,,1,
420,1417,1417,0,18,-4,1,0,1,4,3,28,233,343,0,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
421,1418,1418,0,25,-3,1,0,1,7,7,65,249,169,342,97,104,169,,,,,,,,1,
422,1419,1419,0,17,-3,1,0,1,8,7,344,389,171,59,341,294,8,0,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
423,1420,1420,0,18,-8,1,0,1,7,7,175,230,344,53,65,233,342,,,,,,,,1,
424,1421,1421,0,20,-3,1,0,1,10,10,216,123,65,244,58,294,375,72,244,56,,,,,1,
425,1422,1422,0,17,-6,1,0,1,2,2,106,169,,,,,,,,,,,,,1,
426,1423,1423,0,25,-2,1,0,1,4,4,345,*249,169,342,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
427,1424,1424,0,26,-5,1,0,1,6,6,267,99,98,25,245,245,,,,,,,,,1,
428,1425,1425,0,18,-6,1,0,1,5,5,66,336,89,124,169,,,,,,,,,,1,
429,1426,1426,0,16,-3,1,0,1,7,7,341,309,267,99,48,8,342,,,,,,,,1,
430,1427,1427,0,24,-4,1,0,2,3,3,41,104,*162,,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
431,1429,1429,0,27,-9,1,0,1,11,11,267,99,53,171,59,336,89,360,249,169,342,,,,1,
432,1430,1430,0,16,-6,1,0,1,6,6,391,99,389,249,169,342,,,,,,,,,1,
433,1431,1431,0,16,-1,1,0,1,7,7,80,89,344,67,72,403,162,,,,,,,,1,
434,1432,1432,0,18,-4,1,0,1,6,5,0,99,98,87,284,342,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
435,1433,1433,0,17,-4,1,0,1,6,6,267,99,65,249,162,342,,,,,,,,,1,
436,1434,1434,0,20,-3,1,0,1,4,3,297,345,53,0,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
437,1435,1435,10,23,-5,1,0,1,5,5,53,112,197,342,139,,,,,,,,,,1,
438,1435,1435,20,23,-5,1,0,2,3,3,197,342,139,,,,,,,,,,,,1,
439,1436,1436,0,18,-4,1,0,1,6,6,391,99,98,178,389,15,,,,,,,,,1,
440,1437,1437,0,25,-3,1,0,1,3,3,25,245,245,,,,,,,,,,,,1,
441,1438,1438,0,28,-1,1,0,1,6,6,391,97,48,258,193,342,,,,,,,,,1,
442,1439,1439,0,25,-8,1,0,1,5,5,296,342,98,109,169,,,,,,,,,,1,
443,1441,1441,0,18,-5,1,0,1,2,2,106,169,,,,,,,,,,,,,1,
444,1442,1442,0,18,-3,1,0,1,6,5,293,123,343,112,*197,0,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
445,1443,1443,0,18,-2,1,0,1,3,2,0,*169,342,,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
446,1444,1444,0,20,-2,1,0,1,5,5,391,123,247,258,302,,,,,,,,,,1,
447,1445,1445,0,15,-5,1,0,1,4,3,284,99,389,0,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
448,1446,1446,0,16,-3,1,0,1,3,2,0,*327,342,,,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
449,1447,1447,0,20,-6,1,0,1,5,5,53,67,70,222,254,,,,,,,,,,1,
450,1448,1448,0,18,-10,1,0,1,5,4,0,197,342,124,169,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
451,1449,1449,0,25,-6,1,0,1,4,4,40,97,104,169,,,,,,,,,,,1,
452,1450,1450,0,25,-4,1,0,1,5,5,171,59,17,261,86,,,,,,,,,,1,
453,1451,1451,0,22,-3,1,0,1,4,4,267,99,155,169,,,,,,,,,,,1,
454,1452,1452,0,24,-3,1,0,1,6,5,239,293,338,97,*001,0,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
455,1453,1453,0,18,-3,1,0,1,2,2,104,*169,,,,,,,,,,,,,0,doubtful_sign|not_all_undoubted_1_to_417
456,1454,1454,0,15,0,1,0,1,6,4,0,70,389,102,287,0,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
457,1455,1455,0,18,-4,1,0,1,5,4,391,97,70,72,0,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
458,1456,1456,0,25,-6,1,0,1,7,7,267,99,72,336,89,216,254,,,,,,,,1,
459,1457,1457,0,20,-10,1,0,1,6,6,293,245,344,301,155,211,,,,,,,,,1,
460,1458,1458,0,5,-8,1,0,1,6,5,0,53,171,59,407,169,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
461,1459,1459,0,22,-3,1,0,1,5,4,0,345,204,230,342,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
462,1460,1460,0,20,-10,1,0,1,3,3,106,287,342,,,,,,,,,,,,1,
463,1461,1461,0,18,-2,1,0,1,5,4,*202,240,345,294,0,,,,,,,,,,0,lost_or_illegible_passage|doubtful_sign|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
464,1462,1462,0,17,-6,1,0,1,5,4,293,123,344,387,0,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
465,1463,1463,0,22,-4,1,0,1,4,3,336,391,252,0,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
466,1464,1464,0,18,-2,1,0,1,4,4,336,341,327,15,,,,,,,,,,,1,
467,1465,1465,0,20,-1,1,0,1,4,4,267,99,174,342,,,,,,,,,,,1,
468,1466,1466,0,25,-1,1,0,1,5,5,267,99,204,110,342,,,,,,,,,,1,
469,1467,1467,0,25,-4,1,0,1,4,4,389,72,407,169,,,,,,,,,,,1,
470,1468,1468,0,18,-4,1,0,1,7,7,391,99,87,59,72,8,342,,,,,,,,1,
471,1469,1469,0,18,-10,1,0,1,6,6,293,123,345,171,8,342,,,,,,,,,1,
472,1470,1470,0,18,-2,1,0,1,5,5,121,65,72,259,342,,,,,,,,,,1,
473,1471,1471,11,16,-9,9,0,1,3,3,240,302,156,,,,,,,,,,,,1,
474,1471,1471,12,16,-9,9,0,1,3,3,104,205,107,,,,,,,,,,,,1,
475,1471,1471,20,16,-9,9,0,1,2,2,98,287,,,,,,,,,,,,,1,
476,1471,1471,30,16,-9,9,0,1,4,4,287,136,323,287,,,,,,,,,,,1,
477,1471,1471,40,16,-9,9,0,3,1,1,102,,,,,,,,,,,,,,1,
478,1474,1474,0,26,-4,1,0,1,3,3,59,341,342,,,,,,,,,,,,1,
479,1475,1475,10,28,-3,1,0,1,4,4,328,328,267,99,,,,,,,,,,,1,
480,1475,1475,20,28,-3,1,0,1,2,2,48,15,,,,,,,,,,,,,1,
481,1477,1477,0,25,0,1,0,1,4,4,328,328,267,99,,,,,,,,,,,1,
482,1478,1478,0,20,-5,1,0,1,8,7,391,123,100,375,17,250,121,0,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
483,1479,1479,0,4,-5,1,0,1,4,3,0,216,211,176,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
484,1480,1480,0,28,0,1,0,9,2,1,0,60,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
485,1482,1482,0,16,-9,1,0,3,1,1,7,,,,,,,,,,,,,,1,
486,1483,1483,0,24,0,1,0,5,2,2,1,1,,,,,,,,,,,,,0,direction_not_in_strict_set
487,1484,1484,0,29,-4,1,0,9,3,1,0,59,0,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
488,1486,1486,0,25,-2,1,0,9,2,1,267,0,,,,,,,,,,,,,0,direction_not_in_strict_set|lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
489,1487,1487,0,18,0,1,11,1,2,2,48,342,,,,,,,,,,,,,1,
490,1488,1488,0,24,-8,1,0,1,3,2,0,347,342,,,,,,,,,,,,0,lost_or_illegible_passage|not_all_undoubted_1_to_417|position_or_legible_count_mismatch
