"corpus","system_class","sequence_id","description","document_type","region","class_or_group","length","duplicate_weight","tokens","source_ids"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03031","TER: 2011/9/11 12:1:51 GMT","Weather Icon Sequence","","","5","1","sunny | mostlysunny | mostlysunny | sunny | chancetstorms","Weather_icons_07537"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03032","TER: 2011/9/15 12:1:48 GMT","Weather Icon Sequence","","","5","1","mostlysunny | rain | sunny | mostlysunny | mostlysunny","Weather_icons_07538"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03033","TER: 2011/9/18 12:1:50 GMT","Weather Icon Sequence","","","5","2","chancetstorms | chancerain | sunny | sunny | mostlysunny","Weather_icons_07539|Weather_icons_07886"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03034","TER: 2011/9/22 12:1:59 GMT","Weather Icon Sequence","","","5","1","chancerain | mostlysunny | chancetstorms | mostlysunny | mostlysunny","Weather_icons_07540"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03035","TER: 2011/9/29 12:1:55 GMT","Weather Icon Sequence","","","5","1","mostlysunny | chancerain | chancerain | chancetstorms | mostlysunny","Weather_icons_07542"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03036","TER: 2011/10/9 12:1:51 GMT","Weather Icon Sequence","","","5","1","chancetstorms | hazy | hazy | hazy | hazy","Weather_icons_07545"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03037","TER: 2011/10/13 12:1:51 GMT","Weather Icon Sequence","","","5","1","hazy | mostlysunny | mostlysunny | hazy | hazy","Weather_icons_07546"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03038","TER: 2011/10/16 12:1:47 GMT","Weather Icon Sequence","","","5","1","hazy | chancetstorms | mostlysunny | mostlysunny | mostlysunny","Weather_icons_07547"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03039","TER: 2011/10/30 12:1:49 GMT","Weather Icon Sequence","","","5","1","mostlysunny | hazy | hazy | mostlysunny | mostlysunny","Weather_icons_07551"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03040","TER: 2011/11/3 12:1:50 GMT","Weather Icon Sequence","","","5","1","hazy | chancerain | cloudy | chancetstorms | chancerain","Weather_icons_07552"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03041","TER: 2011/11/6 13:1:52 GMT","Weather Icon Sequence","","","5","1","chancerain | partlycloudy | chancerain | hazy | chancerain","Weather_icons_07553"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03042","TER: 2011/11/17 13:1:48 GMT","Weather Icon Sequence","","","5","1","chancerain | partlycloudy | chancerain | sunny | partlycloudy","Weather_icons_07556"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03043","TER: 2011/11/20 13:1:49 GMT","Weather Icon Sequence","","","5","1","mostlysunny | mostlysunny | chancerain | hazy | mostlysunny","Weather_icons_07557"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03044","TER: 2011/11/24 13:1:49 GMT","Weather Icon Sequence","","","5","1","rain | mostlysunny | partlycloudy | partlycloudy | hazy","Weather_icons_07558"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03045","TER: 2011/11/27 13:1:49 GMT","Weather Icon Sequence","","","5","1","rain | mostlysunny | mostlysunny | mostlysunny | mostlysunny","Weather_icons_07559"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03046","TGM: 2011/4/26 4:36:10 GMT","Weather Icon Sequence","","","5","1","mostlysunny | mostlysunny | mostlysunny | chancerain | mostlysunny","Weather_icons_07560"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03047","TGM: 2011/5/19 12:1:55 GMT","Weather Icon Sequence","","","5","1","mostlysunny | chancetstorms | chancerain | chancetstorms | chancerain","Weather_icons_07567"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03048","TGM: 2011/5/29 12:1:49 GMT","Weather Icon Sequence","","","5","1","chancerain | sunny | sunny | chancetstorms | sunny","Weather_icons_07570"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03049","TGM: 2011/6/2 12:1:51 GMT","Weather Icon Sequence","","","5","1","chancetstorms | sunny | chancetstorms | chancetstorms | tstorms","Weather_icons_07571"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03050","TGM: 2011/6/5 12:1:50 GMT","Weather Icon Sequence","","","5","1","tstorms | tstorms | chancerain | chancetstorms | sunny","Weather_icons_07572"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03051","TGM: 2011/6/9 12:1:53 GMT","Weather Icon Sequence","","","5","1","chancerain | chancerain | mostlysunny | mostlysunny | chancetstorms","Weather_icons_07573"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03052","TGM: 2011/7/24 12:1:51 GMT","Weather Icon Sequence","","","5","1","chancetstorms | chancerain | sunny | chancetstorms | chancetstorms","Weather_icons_07586"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03053","TGM: 2011/8/14 12:1:52 GMT","Weather Icon Sequence","","","5","1","chancerain | cloudy | sunny | chancetstorms | sunny","Weather_icons_07592"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03054","TGM: 2011/9/8 12:1:51 GMT","Weather Icon Sequence","","","5","1","hazy | sunny | sunny | mostlysunny | chancetstorms","Weather_icons_07599"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03055","TGM: 2011/9/11 12:1:51 GMT","Weather Icon Sequence","","","5","1","hazy | cloudy | chancerain | sunny | sunny","Weather_icons_07600"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03056","TGM: 2011/9/25 12:1:48 GMT","Weather Icon Sequence","","","5","2","cloudy | sunny | sunny | mostlysunny | sunny","Weather_icons_07604|Weather_icons_09831"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03057","TGM: 2011/10/13 12:1:51 GMT","Weather Icon Sequence","","","5","1","rain | chancerain | mostlysunny | mostlysunny | chancerain","Weather_icons_07609"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03058","TGM: 2011/10/27 12:1:49 GMT","Weather Icon Sequence","","","5","1","hazy | mostlysunny | mostlysunny | sunny | sunny","Weather_icons_07613"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03059","TGM: 2011/11/24 13:1:49 GMT","Weather Icon Sequence","","","5","1","mostlysunny | partlycloudy | partlycloudy | mostlysunny | mostlysunny","Weather_icons_07621"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03060","TGM: 2011/11/27 13:1:49 GMT","Weather Icon Sequence","","","5","1","partlycloudy | mostlysunny | mostlysunny | partlycloudy | cloudy","Weather_icons_07622"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03061","THE: 2011/5/15 12:1:54 GMT","Weather Icon Sequence","","","5","1","partlycloudy | cloudy | partlycloudy | chancetstorms | tstorms","Weather_icons_07629"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03062","THE: 2011/5/26 12:2:10 GMT","Weather Icon Sequence","","","5","1","mostlysunny | chancetstorms | chancetstorms | chancetstorms | chancerain","Weather_icons_07632"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03063","THE: 2011/5/29 12:1:49 GMT","Weather Icon Sequence","","","5","1","mostlysunny | chancerain | chancerain | chancetstorms | chancerain","Weather_icons_07633"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03064","THE: 2011/6/12 12:2:0 GMT","Weather Icon Sequence","","","5","3","chancerain | chancetstorms | chancetstorms | chancetstorms | sunny","Weather_icons_07637|Weather_icons_07901|Weather_icons_09105"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03065","THE: 2011/6/26 12:1:53 GMT","Weather Icon Sequence","","","5","2","chancetstorms | chancerain | chancetstorms | sunny | sunny","Weather_icons_07641|Weather_icons_08457"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03066","THE: 2011/6/30 12:1:53 GMT","Weather Icon Sequence","","","5","1","mostlysunny | chancetstorms | chancerain | chancerain | partlycloudy","Weather_icons_07642"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03067","THE: 2011/7/10 12:1:51 GMT","Weather Icon Sequence","","","5","2","chancerain | chancetstorms | chancetstorms | sunny | sunny","Weather_icons_07645|Weather_icons_07913"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03068","THE: 2011/7/24 12:1:51 GMT","Weather Icon Sequence","","","5","1","cloudy | sunny | chancerain | mostlysunny | sunny","Weather_icons_07649"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03069","THE: 2011/8/7 12:1:52 GMT","Weather Icon Sequence","","","5","2","chancetstorms | sunny | sunny | sunny | chancerain","Weather_icons_07653|Weather_icons_09400"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03070","THE: 2011/8/11 12:1:51 GMT","Weather Icon Sequence","","","5","1","sunny | sunny | sunny | chancerain | chancetstorms","Weather_icons_07654"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03071","THE: 2011/8/14 12:1:53 GMT","Weather Icon Sequence","","","5","2","chancetstorms | chancetstorms | mostlysunny | mostlysunny | mostlysunny","Weather_icons_07655|Weather_icons_07804"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03072","THE: 2011/8/28 12:1:59 GMT","Weather Icon Sequence","","","5","1","mostlysunny | sunny | mostlysunny | chancetstorms | sunny","Weather_icons_07659"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03073","THE: 2011/10/2 12:1:50 GMT","Weather Icon Sequence","","","5","1","sunny | chancetstorms | mostlysunny | chancetstorms | mostlysunny","Weather_icons_07669"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03074","THE: 2011/10/16 12:1:48 GMT","Weather Icon Sequence","","","5","1","mostlysunny | chancetstorms | mostlysunny | chancetstorms | mostlysunny","Weather_icons_07673"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03075","THE: 2011/10/20 12:1:49 GMT","Weather Icon Sequence","","","5","1","tstorms | mostlysunny | mostlysunny | chancetstorms | chancetstorms","Weather_icons_07674"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03076","THE: 2011/10/23 12:1:49 GMT","Weather Icon Sequence","","","5","1","tstorms | tstorms | sunny | mostlysunny | chancetstorms","Weather_icons_07675"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03077","THE: 2011/11/10 13:1:49 GMT","Weather Icon Sequence","","","5","1","chancetstorms | partlycloudy | cloudy | partlycloudy | chancetstorms","Weather_icons_07680"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03078","THE: 2011/11/27 13:1:49 GMT","Weather Icon Sequence","","","5","1","mostlysunny | chancetstorms | chancetstorms | chancetstorms | mostlysunny","Weather_icons_07685"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03079","TIZ: 2011/6/26 12:1:53 GMT","Weather Icon Sequence","","","5","1","chancetstorms | chancetstorms | tstorms | chancerain | chancetstorms","Weather_icons_07704"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03080","TIZ: 2011/7/28 12:1:55 GMT","Weather Icon Sequence","","","5","1","chancerain | chancetstorms | chancetstorms | chancetstorms | mostlysunny","Weather_icons_07713"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03081","TIZ: 2011/8/25 12:1:56 GMT","Weather Icon Sequence","","","5","1","chancetstorms | chancerain | chancerain | chancerain | cloudy","Weather_icons_07721"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03082","TIZ: 2011/9/8 12:1:51 GMT","Weather Icon Sequence","","","5","1","chancetstorms | partlycloudy | chancetstorms | chancetstorms | chancerain","Weather_icons_07725"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03083","TIZ: 2011/10/23 12:1:50 GMT","Weather Icon Sequence","","","5","1","partlycloudy | mostlysunny | chancetstorms | chancetstorms | chancetstorms","Weather_icons_07738"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03084","TIZ: 2011/11/20 13:1:50 GMT","Weather Icon Sequence","","","5","2","chancetstorms | rain | chancetstorms | chancetstorms | partlycloudy","Weather_icons_07746|Weather_icons_07935"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03085","TKQ: 2011/6/19 12:1:56 GMT","Weather Icon Sequence","","","5","1","chancerain | mostlysunny | mostlysunny | mostlysunny | chancerain","Weather_icons_07765"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03086","TKQ: 2011/8/14 12:1:53 GMT","Weather Icon Sequence","","","5","1","sunny | partlycloudy | mostlysunny | partlycloudy | sunny","Weather_icons_07781"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03087","TKQ: 2011/9/18 12:1:51 GMT","Weather Icon Sequence","","","5","1","chancetstorms | chancetstorms | sunny | partlycloudy | sunny","Weather_icons_07791"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03088","TKQ: 2011/9/29 12:1:56 GMT","Weather Icon Sequence","","","5","1","chancetstorms | mostlysunny | chancerain | partlycloudy | cloudy","Weather_icons_07794"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03089","TKQ: 2011/10/6 12:1:54 GMT","Weather Icon Sequence","","","5","1","tstorms | chancetstorms | chancetstorms | sunny | chancetstorms","Weather_icons_07796"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03090","TKQ: 2011/10/9 12:1:53 GMT","Weather Icon Sequence","","","5","1","chancerain | chancetstorms | tstorms | partlycloudy | mostlysunny","Weather_icons_07797"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03091","TKQ: 2011/10/13 12:1:52 GMT","Weather Icon Sequence","","","5","1","cloudy | mostlysunny | partlycloudy | chancetstorms | partlycloudy","Weather_icons_07798"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03092","TKQ: 2011/10/27 12:1:50 GMT","Weather Icon Sequence","","","5","1","mostlysunny | cloudy | cloudy | cloudy | cloudy","Weather_icons_07802"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03093","TKQ: 2011/11/10 13:1:49 GMT","Weather Icon Sequence","","","5","1","cloudy | chancetstorms | mostlysunny | chancetstorms | chancetstorms","Weather_icons_07806"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03094","TKQ: 2011/11/24 13:1:50 GMT","Weather Icon Sequence","","","5","1","chancetstorms | chancetstorms | chancerain | cloudy | partlycloudy","Weather_icons_07810"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03095","TKQ: 2011/11/27 13:1:50 GMT","Weather Icon Sequence","","","5","1","chancetstorms | cloudy | chancerain | cloudy | partlycloudy","Weather_icons_07811"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03096","TNK: 2011/4/26 4:36:11 GMT","Weather Icon Sequence","","","5","1","chancetstorms | tstorms | partlycloudy | chancetstorms | hazy","Weather_icons_07812"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03097","TNK: 2011/5/12 12:2:4 GMT","Weather Icon Sequence","","","5","2","chancesnow | partlycloudy | partlycloudy | chancesnow | chancesnow","Weather_icons_07817|Weather_icons_09886"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03098","TNK: 2011/5/19 12:1:56 GMT","Weather Icon Sequence","","","5","2","chancesnow | chancerain | chancerain | chancerain | chancerain","Weather_icons_07819|Weather_icons_08270"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03099","TNK: 2011/5/26 12:2:11 GMT","Weather Icon Sequence","","","5","2","rain | rain | rain | chancerain | partlycloudy","Weather_icons_07821|Weather_icons_09797"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03100","TNK: 2011/6/19 12:1:56 GMT","Weather Icon Sequence","","","5","1","partlycloudy | partlycloudy | mostlycloudy | chancerain | partlycloudy","Weather_icons_07828"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03101","TNK: 2011/6/30 12:1:54 GMT","Weather Icon Sequence","","","5","1","chancerain | rain | chancerain | mostlycloudy | partlycloudy","Weather_icons_07831"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03102","TNK: 2011/7/3 12:1:52 GMT","Weather Icon Sequence","","","5","1","chancerain | chancerain | chancerain | partlycloudy | partlycloudy","Weather_icons_07832"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03103","TNK: 2011/7/31 12:1:52 GMT","Weather Icon Sequence","","","5","1","mostlycloudy | mostlycloudy | chancerain | chancerain | chancerain","Weather_icons_07840"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03104","TNK: 2011/9/11 12:1:53 GMT","Weather Icon Sequence","","","5","1","mostlycloudy | chancerain | rain | rain | chancerain","Weather_icons_07852"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03105","TNK: 2011/10/2 12:1:51 GMT","Weather Icon Sequence","","","5","1","chancerain | chancerain | partlycloudy | partlycloudy | chancesnow","Weather_icons_07858"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03106","TNK: 2011/10/6 12:1:54 GMT","Weather Icon Sequence","","","5","1","mostlycloudy | snow | partlycloudy | chancesnow | chancesnow","Weather_icons_07859"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03107","TNK: 2011/10/9 12:1:54 GMT","Weather Icon Sequence","","","5","1","rain | snow | partlycloudy | partlycloudy | partlycloudy","Weather_icons_07860"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03108","TNK: 2011/10/16 12:1:49 GMT","Weather Icon Sequence","","","5","1","chancerain | snow | chancesnow | chancesnow | chancesnow","Weather_icons_07862"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03109","TNK: 2011/10/20 12:1:50 GMT","Weather Icon Sequence","","","5","1","snow | snow | snow | chancerain | chancesnow","Weather_icons_07863"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03110","TNK: 2011/10/30 12:1:51 GMT","Weather Icon Sequence","","","5","1","partlycloudy | partlycloudy | snow | snow | chancesnow","Weather_icons_07866"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03111","TNK: 2011/11/20 13:1:51 GMT","Weather Icon Sequence","","","5","1","mostlycloudy | chancesnow | snow | chancesnow | partlycloudy","Weather_icons_07872"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03112","TNK: 2011/11/27 13:1:50 GMT","Weather Icon Sequence","","","5","1","partlycloudy | partlycloudy | partlycloudy | chancesnow | chancesnow","Weather_icons_07874"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03113","TPP: 2011/5/5 20:28:1 GMT","Weather Icon Sequence","","","5","1","chancetstorms | chancerain | sunny | chancerain | chancetstorms","Weather_icons_07878"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03114","TPP: 2011/5/8 12:1:51 GMT","Weather Icon Sequence","","","5","1","chancerain | chancerain | chancetstorms | mostlysunny | chancerain","Weather_icons_07879"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03115","TPP: 2011/6/5 12:1:52 GMT","Weather Icon Sequence","","","5","1","chancerain | chancetstorms | chancetstorms | cloudy | chancerain","Weather_icons_07887"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03116","TPP: 2011/6/9 12:1:55 GMT","Weather Icon Sequence","","","5","2","tstorms | chancerain | chancetstorms | chancetstorms | chancetstorms","Weather_icons_07888|Weather_icons_10082"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03117","TPP: 2011/6/16 12:8:15 GMT","Weather Icon Sequence","","","5","1","mostlysunny | chancetstorms | chancetstorms | chancerain | chancerain","Weather_icons_07890"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03118","TPP: 2011/7/31 12:1:52 GMT","Weather Icon Sequence","","","5","1","sunny | mostlysunny | chancerain | chancetstorms | chancerain","Weather_icons_07903"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03119","TPP: 2011/8/18 12:1:59 GMT","Weather Icon Sequence","","","5","1","sunny | mostlysunny | chancetstorms | mostlysunny | chancetstorms","Weather_icons_07908"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03120","TPP: 2011/8/25 12:1:58 GMT","Weather Icon Sequence","","","5","1","sunny | tstorms | hazy | chancetstorms | chancetstorms","Weather_icons_07910"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03121","TPP: 2011/9/8 12:1:52 GMT","Weather Icon Sequence","","","5","1","mostlysunny | mostlysunny | chancetstorms | chancetstorms | sunny","Weather_icons_07914"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03122","TPP: 2011/9/25 12:1:50 GMT","Weather Icon Sequence","","","5","1","mostlysunny | chancetstorms | chancetstorms | chancetstorms | tstorms","Weather_icons_07919"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03123","TPP: 2011/9/29 12:1:57 GMT","Weather Icon Sequence","","","5","1","tstorms | rain | chancetstorms | chancetstorms | hazy","Weather_icons_07920"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03124","TPP: 2011/10/6 12:1:54 GMT","Weather Icon Sequence","","","5","1","chancetstorms | tstorms | chancerain | hazy | chancetstorms","Weather_icons_07922"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03125","TPP: 2011/10/13 12:1:53 GMT","Weather Icon Sequence","","","5","1","rain | tstorms | cloudy | cloudy | chancetstorms","Weather_icons_07924"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03126","TPP: 2011/11/10 13:1:50 GMT","Weather Icon Sequence","","","5","1","tstorms | chancetstorms | tstorms | chancerain | chancetstorms","Weather_icons_07932"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03127","TPP: 2011/11/13 13:1:50 GMT","Weather Icon Sequence","","","5","1","mostlysunny | chancetstorms | chancetstorms | chancetstorms | hazy","Weather_icons_07933"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03128","TSJ: 2011/4/26 4:36:12 GMT","Weather Icon Sequence","","","5","1","chancetstorms | hazy | chancetstorms | chancetstorms | hazy","Weather_icons_07938"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03129","TSJ: 2011/5/5 20:28:2 GMT","Weather Icon Sequence","","","5","1","mostlysunny | cloudy | mostlysunny | sunny | mostlysunny","Weather_icons_07941"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03130","TSJ: 2011/5/15 12:1:55 GMT","Weather Icon Sequence","","","5","1","sunny | sunny | mostlysunny | cloudy | sunny","Weather_icons_07944"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03131","TSJ: 2011/5/19 12:1:57 GMT","Weather Icon Sequence","","","5","4","cloudy | sunny | sunny | sunny | chancerain","Weather_icons_07945|Weather_icons_08343|Weather_icons_09443|Weather_icons_09707"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03132","TSJ: 2011/5/29 12:1:51 GMT","Weather Icon Sequence","","","5","1","chancerain | chancerain | rain | sunny | cloudy","Weather_icons_07948"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03133","TSJ: 2011/6/5 12:1:52 GMT","Weather Icon Sequence","","","5","1","partlycloudy | mostlysunny | cloudy | partlycloudy | rain","Weather_icons_07950"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03134","TSJ: 2011/6/9 12:1:55 GMT","Weather Icon Sequence","","","5","1","cloudy | cloudy | sunny | partlycloudy | chancerain","Weather_icons_07951"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03135","TSJ: 2011/6/12 12:2:2 GMT","Weather Icon Sequence","","","5","1","rain | rain | rain | chancerain | sunny","Weather_icons_07952"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03136","TSJ: 2011/6/16 12:8:15 GMT","Weather Icon Sequence","","","5","1","cloudy | cloudy | cloudy | partlycloudy | chancerain","Weather_icons_07953"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03137","TSJ: 2011/6/19 12:1:57 GMT","Weather Icon Sequence","","","5","1","cloudy | cloudy | chancerain | chancetstorms | tstorms","Weather_icons_07954"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03138","TSJ: 2011/7/7 12:1:56 GMT","Weather Icon Sequence","","","5","1","rain | mostlysunny | chancerain | chancetstorms | chancerain","Weather_icons_07959"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03139","TSJ: 2011/7/10 12:1:53 GMT","Weather Icon Sequence","","","5","1","chancetstorms | chancetstorms | chancerain | cloudy | mostlysunny","Weather_icons_07960"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03140","TSJ: 2011/7/28 12:1:57 GMT","Weather Icon Sequence","","","5","1","sunny | chancetstorms | chancetstorms | partlycloudy | sunny","Weather_icons_07965"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03141","TSJ: 2011/8/7 12:1:54 GMT","Weather Icon Sequence","","","5","1","mostlysunny | chancetstorms | cloudy | tstorms | chancetstorms","Weather_icons_07968"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03142","TSJ: 2011/8/28 12:2:1 GMT","Weather Icon Sequence","","","5","1","partlycloudy | tstorms | hazy | hazy | hazy","Weather_icons_07974"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03143","TSJ: 2011/9/1 12:1:50 GMT","Weather Icon Sequence","","","5","1","hazy | sunny | hazy | mostlysunny | sunny","Weather_icons_07975"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03144","TSJ: 2011/9/4 12:1:51 GMT","Weather Icon Sequence","","","5","1","sunny | chancerain | cloudy | mostlysunny | partlycloudy","Weather_icons_07976"
"Weather_icons","modern_nonlinguistic_icon_sequence_system","Weather_icons_exact_03145","TSJ: 2011/9/11 12:1:53 GMT","Weather Icon Sequence","","","5","1","cloudy | sunny | chancetstorms | chancetstorms | chancetstorms","Weather_icons_07978"
