"target","shuffle_block","shuffle_fields","iteration","model","rows","labels","accuracy","macro_f1","macro_recall","block_count","shuffled_block_count","unchanged_label_share"
"horizontal_bin","global","none","0","majority","1682","4","0.39893","0.142584","0.25","1","1","0.30975"
"horizontal_bin","global","none","0","length_type_site","1682","4","0.388228","0.219271","0.25112","1","1","0.30975"
"horizontal_bin","global","none","0","material_shape","1682","4","0.414388","0.232327","0.269995","1","1","0.30975"
"horizontal_bin","global","none","0","edge_frame","1682","4","0.387634","0.212327","0.257672","1","1","0.30975"
"horizontal_bin","global","none","0","edge_class_frame","1682","4","0.399524","0.237572","0.263583","1","1","0.30975"
"horizontal_bin","global","none","0","hard_proxy","1682","4","0.397146","0.22926","0.258599","1","1","0.30975"
"horizontal_bin","global","none","0","hard_proxy_edge_class","1682","4","0.39239","0.242395","0.268562","1","1","0.30975"
"horizontal_bin","global","none","0","token_nb","1682","4","0.384661","0.241337","0.259504","1","1","0.30975"
"horizontal_bin","global","none","1","majority","1682","4","0.39893","0.142584","0.25","1","1","0.323424"
"horizontal_bin","global","none","1","length_type_site","1682","4","0.413793","0.247989","0.274481","1","1","0.323424"
"horizontal_bin","global","none","1","material_shape","1682","4","0.413793","0.215106","0.266199","1","1","0.323424"
"horizontal_bin","global","none","1","edge_frame","1682","4","0.369798","0.183436","0.241371","1","1","0.323424"
"horizontal_bin","global","none","1","edge_class_frame","1682","4","0.378121","0.221334","0.247524","1","1","0.323424"
"horizontal_bin","global","none","1","hard_proxy","1682","4","0.372176","0.238042","0.255149","1","1","0.323424"
"horizontal_bin","global","none","1","hard_proxy_edge_class","1682","4","0.373365","0.209468","0.24282","1","1","0.323424"
"horizontal_bin","global","none","1","token_nb","1682","4","0.369798","0.219373","0.242863","1","1","0.323424"
"horizontal_bin","global","none","2","majority","1682","4","0.39893","0.142584","0.25","1","1","0.328181"
"horizontal_bin","global","none","2","length_type_site","1682","4","0.40547","0.251026","0.272171","1","1","0.328181"
"horizontal_bin","global","none","2","material_shape","1682","4","0.366825","0.176475","0.233989","1","1","0.328181"
"horizontal_bin","global","none","2","edge_frame","1682","4","0.360285","0.168986","0.230189","1","1","0.328181"
"horizontal_bin","global","none","2","edge_class_frame","1682","4","0.387634","0.228303","0.256201","1","1","0.328181"
"horizontal_bin","global","none","2","hard_proxy","1682","4","0.351367","0.195705","0.226683","1","1","0.328181"
"horizontal_bin","global","none","2","hard_proxy_edge_class","1682","4","0.363258","0.210003","0.241414","1","1","0.328181"
"horizontal_bin","global","none","2","token_nb","1682","4","0.372176","0.223834","0.246477","1","1","0.328181"
"horizontal_bin","global","none","3","majority","1682","4","0.39893","0.142584","0.25","1","1","0.313317"
"horizontal_bin","global","none","3","length_type_site","1682","4","0.350773","0.222862","0.23917","1","1","0.313317"
"horizontal_bin","global","none","3","material_shape","1682","4","0.364447","0.178342","0.231456","1","1","0.313317"
"horizontal_bin","global","none","3","edge_frame","1682","4","0.381688","0.205005","0.255577","1","1","0.313317"
"horizontal_bin","global","none","3","edge_class_frame","1682","4","0.394174","0.250563","0.269373","1","1","0.313317"
"horizontal_bin","global","none","3","hard_proxy","1682","4","0.411415","0.265691","0.285473","1","1","0.313317"
"horizontal_bin","global","none","3","hard_proxy_edge_class","1682","4","0.385256","0.230795","0.262414","1","1","0.313317"
"horizontal_bin","global","none","3","token_nb","1682","4","0.369203","0.226785","0.246519","1","1","0.313317"
"horizontal_bin","global","none","4","majority","1682","4","0.39893","0.142584","0.25","1","1","0.334721"
"horizontal_bin","global","none","4","length_type_site","1682","4","0.371581","0.208385","0.239905","1","1","0.334721"
"horizontal_bin","global","none","4","material_shape","1682","4","0.370392","0.175874","0.236094","1","1","0.334721"
"horizontal_bin","global","none","4","edge_frame","1682","4","0.379905","0.188624","0.246951","1","1","0.334721"
"horizontal_bin","global","none","4","edge_class_frame","1682","4","0.419144","0.236124","0.271211","1","1","0.334721"
"horizontal_bin","global","none","4","hard_proxy","1682","4","0.366825","0.2082","0.237511","1","1","0.334721"
"horizontal_bin","global","none","4","hard_proxy_edge_class","1682","4","0.362069","0.216598","0.244162","1","1","0.334721"
"horizontal_bin","global","none","4","token_nb","1682","4","0.37396","0.222733","0.246565","1","1","0.334721"
"horizontal_bin","global","none","5","majority","1682","4","0.39893","0.142584","0.25","1","1","0.324019"
"horizontal_bin","global","none","5","length_type_site","1682","4","0.378121","0.226708","0.250561","1","1","0.324019"
"horizontal_bin","global","none","5","material_shape","1682","4","0.388823","0.177023","0.24572","1","1","0.324019"
"horizontal_bin","global","none","5","edge_frame","1682","4","0.401308","0.222798","0.268198","1","1","0.324019"
"horizontal_bin","global","none","5","edge_class_frame","1682","4","0.362069","0.212228","0.238024","1","1","0.324019"
"horizontal_bin","global","none","5","hard_proxy","1682","4","0.369203","0.219678","0.244195","1","1","0.324019"
"horizontal_bin","global","none","5","hard_proxy_edge_class","1682","4","0.345422","0.189822","0.225607","1","1","0.324019"
"horizontal_bin","global","none","5","token_nb","1682","4","0.404281","0.255871","0.273588","1","1","0.324019"
"horizontal_bin","global","none","6","majority","1682","4","0.39893","0.142584","0.25","1","1","0.328181"
"horizontal_bin","global","none","6","length_type_site","1682","4","0.406064","0.233747","0.264318","1","1","0.328181"
"horizontal_bin","global","none","6","material_shape","1682","4","0.388228","0.178358","0.245478","1","1","0.328181"
"horizontal_bin","global","none","6","edge_frame","1682","4","0.357313","0.180064","0.235117","1","1","0.328181"
"horizontal_bin","global","none","6","edge_class_frame","1682","4","0.398335","0.240648","0.264435","1","1","0.328181"
"horizontal_bin","global","none","6","hard_proxy","1682","4","0.375743","0.230101","0.253626","1","1","0.328181"
"horizontal_bin","global","none","6","hard_proxy_edge_class","1682","4","0.374554","0.230838","0.26044","1","1","0.328181"
"horizontal_bin","global","none","6","token_nb","1682","4","0.359691","0.232096","0.245686","1","1","0.328181"
"horizontal_bin","global","none","7","majority","1682","4","0.39893","0.142584","0.25","1","1","0.328775"
"horizontal_bin","global","none","7","length_type_site","1682","4","0.345422","0.205808","0.228015","1","1","0.328775"
"horizontal_bin","global","none","7","material_shape","1682","4","0.386445","0.190348","0.245404","1","1","0.328775"
"horizontal_bin","global","none","7","edge_frame","1682","4","0.370987","0.19678","0.249187","1","1","0.328775"
"horizontal_bin","global","none","7","edge_class_frame","1682","4","0.41201","0.239657","0.26837","1","1","0.328775"
"horizontal_bin","global","none","7","hard_proxy","1682","4","0.360285","0.216951","0.238666","1","1","0.328775"
"horizontal_bin","global","none","7","hard_proxy_edge_class","1682","4","0.390606","0.241719","0.266806","1","1","0.328775"
"horizontal_bin","global","none","7","token_nb","1682","4","0.356124","0.219491","0.238164","1","1","0.328775"
"horizontal_bin","global","none","8","majority","1682","4","0.39893","0.142584","0.25","1","1","0.333532"
"horizontal_bin","global","none","8","length_type_site","1682","4","0.375149","0.212444","0.244134","1","1","0.333532"
"horizontal_bin","global","none","8","material_shape","1682","4","0.396552","0.225633","0.260803","1","1","0.333532"
"horizontal_bin","global","none","8","edge_frame","1682","4","0.36088","0.168138","0.228992","1","1","0.333532"
"horizontal_bin","global","none","8","edge_class_frame","1682","4","0.372176","0.231204","0.250804","1","1","0.333532"
"horizontal_bin","global","none","8","hard_proxy","1682","4","0.384067","0.230597","0.255302","1","1","0.333532"
"horizontal_bin","global","none","8","hard_proxy_edge_class","1682","4","0.400713","0.253515","0.277644","1","1","0.333532"
"horizontal_bin","global","none","8","token_nb","1682","4","0.382283","0.241314","0.258475","1","1","0.333532"
"horizontal_bin","global","none","9","majority","1682","4","0.39893","0.142584","0.25","1","1","0.3044"
"horizontal_bin","global","none","9","length_type_site","1682","4","0.371581","0.214617","0.242811","1","1","0.3044"
"horizontal_bin","global","none","9","material_shape","1682","4","0.414388","0.238183","0.275403","1","1","0.3044"
"horizontal_bin","global","none","9","edge_frame","1682","4","0.379905","0.191042","0.248031","1","1","0.3044"
"horizontal_bin","global","none","9","edge_class_frame","1682","4","0.389417","0.228963","0.256075","1","1","0.3044"
"horizontal_bin","global","none","9","hard_proxy","1682","4","0.395363","0.237133","0.26321","1","1","0.3044"
"horizontal_bin","global","none","9","hard_proxy_edge_class","1682","4","0.391795","0.235135","0.268478","1","1","0.3044"
"horizontal_bin","global","none","9","token_nb","1682","4","0.361474","0.218074","0.239589","1","1","0.3044"
"horizontal_bin","edge_frame","edge_frame","0","majority","1682","4","0.39893","0.142584","0.25","1310","163","0.865636"
"horizontal_bin","edge_frame","edge_frame","0","length_type_site","1682","4","0.450059","0.391429","0.372016","1310","163","0.865636"
"horizontal_bin","edge_frame","edge_frame","0","material_shape","1682","4","0.454221","0.302786","0.331681","1310","163","0.865636"
"horizontal_bin","edge_frame","edge_frame","0","edge_frame","1682","4","0.4239","0.240879","0.280884","1310","163","0.865636"
"horizontal_bin","edge_frame","edge_frame","0","edge_class_frame","1682","4","0.477408","0.334216","0.338875","1310","163","0.865636"
"horizontal_bin","edge_frame","edge_frame","0","hard_proxy","1682","4","0.47503","0.390415","0.382946","1310","163","0.865636"
"horizontal_bin","edge_frame","edge_frame","0","hard_proxy_edge_class","1682","4","0.453032","0.329698","0.335461","1310","163","0.865636"
"horizontal_bin","edge_frame","edge_frame","0","token_nb","1682","4","0.426873","0.302929","0.306954","1310","163","0.865636"
"horizontal_bin","edge_frame","edge_frame","1","majority","1682","4","0.39893","0.142584","0.25","1310","163","0.857313"
"horizontal_bin","edge_frame","edge_frame","1","length_type_site","1682","4","0.489893","0.411164","0.394827","1310","163","0.857313"
"horizontal_bin","edge_frame","edge_frame","1","material_shape","1682","4","0.460761","0.314508","0.336669","1310","163","0.857313"
"horizontal_bin","edge_frame","edge_frame","1","edge_frame","1682","4","0.4239","0.240879","0.280884","1310","163","0.857313"
"horizontal_bin","edge_frame","edge_frame","1","edge_class_frame","1682","4","0.477408","0.334216","0.338875","1310","163","0.857313"
"horizontal_bin","edge_frame","edge_frame","1","hard_proxy","1682","4","0.484542","0.409115","0.395894","1310","163","0.857313"
"horizontal_bin","edge_frame","edge_frame","1","hard_proxy_edge_class","1682","4","0.452438","0.341876","0.343058","1310","163","0.857313"
"horizontal_bin","edge_frame","edge_frame","1","token_nb","1682","4","0.440547","0.310842","0.315524","1310","163","0.857313"
"horizontal_bin","edge_frame","edge_frame","2","majority","1682","4","0.39893","0.142584","0.25","1310","163","0.865636"
"horizontal_bin","edge_frame","edge_frame","2","length_type_site","1682","4","0.492271","0.420612","0.401539","1310","163","0.865636"
"horizontal_bin","edge_frame","edge_frame","2","material_shape","1682","4","0.451843","0.304461","0.330596","1310","163","0.865636"
"horizontal_bin","edge_frame","edge_frame","2","edge_frame","1682","4","0.4239","0.240879","0.280884","1310","163","0.865636"
"horizontal_bin","edge_frame","edge_frame","2","edge_class_frame","1682","4","0.477408","0.334216","0.338875","1310","163","0.865636"
"horizontal_bin","edge_frame","edge_frame","2","hard_proxy","1682","4","0.488109","0.414319","0.399974","1310","163","0.865636"
"horizontal_bin","edge_frame","edge_frame","2","hard_proxy_edge_class","1682","4","0.463734","0.342751","0.34234","1310","163","0.865636"
"horizontal_bin","edge_frame","edge_frame","2","token_nb","1682","4","0.439952","0.307586","0.313796","1310","163","0.865636"
"horizontal_bin","edge_frame","edge_frame","3","majority","1682","4","0.39893","0.142584","0.25","1310","163","0.869203"
"horizontal_bin","edge_frame","edge_frame","3","length_type_site","1682","4","0.489298","0.420415","0.400784","1310","163","0.869203"
"horizontal_bin","edge_frame","edge_frame","3","material_shape","1682","4","0.453627","0.283078","0.317377","1310","163","0.869203"
"horizontal_bin","edge_frame","edge_frame","3","edge_frame","1682","4","0.4239","0.240879","0.280884","1310","163","0.869203"
"horizontal_bin","edge_frame","edge_frame","3","edge_class_frame","1682","4","0.477408","0.334216","0.338875","1310","163","0.869203"
"horizontal_bin","edge_frame","edge_frame","3","hard_proxy","1682","4","0.48692","0.406415","0.393155","1310","163","0.869203"
"horizontal_bin","edge_frame","edge_frame","3","hard_proxy_edge_class","1682","4","0.460166","0.344686","0.344041","1310","163","0.869203"
"horizontal_bin","edge_frame","edge_frame","3","token_nb","1682","4","0.428656","0.306205","0.309768","1310","163","0.869203"
"horizontal_bin","edge_frame","edge_frame","4","majority","1682","4","0.39893","0.142584","0.25","1310","163","0.866825"
"horizontal_bin","edge_frame","edge_frame","4","length_type_site","1682","4","0.480975","0.411319","0.395401","1310","163","0.866825"
"horizontal_bin","edge_frame","edge_frame","4","material_shape","1682","4","0.454221","0.303499","0.332561","1310","163","0.866825"
"horizontal_bin","edge_frame","edge_frame","4","edge_frame","1682","4","0.4239","0.240879","0.280884","1310","163","0.866825"
"horizontal_bin","edge_frame","edge_frame","4","edge_class_frame","1682","4","0.477408","0.334216","0.338875","1310","163","0.866825"
"horizontal_bin","edge_frame","edge_frame","4","hard_proxy","1682","4","0.476219","0.399655","0.385256","1310","163","0.866825"
"horizontal_bin","edge_frame","edge_frame","4","hard_proxy_edge_class","1682","4","0.442331","0.322024","0.326287","1310","163","0.866825"
"horizontal_bin","edge_frame","edge_frame","4","token_nb","1682","4","0.440547","0.307312","0.313777","1310","163","0.866825"
"horizontal_bin","edge_frame","edge_frame","5","majority","1682","4","0.39893","0.142584","0.25","1310","163","0.861474"
"horizontal_bin","edge_frame","edge_frame","5","length_type_site","1682","4","0.483948","0.412992","0.397068","1310","163","0.861474"
"horizontal_bin","edge_frame","edge_frame","5","material_shape","1682","4","0.44887","0.309862","0.331718","1310","163","0.861474"
"horizontal_bin","edge_frame","edge_frame","5","edge_frame","1682","4","0.4239","0.240879","0.280884","1310","163","0.861474"
"horizontal_bin","edge_frame","edge_frame","5","edge_class_frame","1682","4","0.477408","0.334216","0.338875","1310","163","0.861474"
"horizontal_bin","edge_frame","edge_frame","5","hard_proxy","1682","4","0.489298","0.409994","0.396997","1310","163","0.861474"
"horizontal_bin","edge_frame","edge_frame","5","hard_proxy_edge_class","1682","4","0.447681","0.339192","0.337702","1310","163","0.861474"
"horizontal_bin","edge_frame","edge_frame","5","token_nb","1682","4","0.412604","0.29559","0.297998","1310","163","0.861474"
"horizontal_bin","edge_frame","edge_frame","6","majority","1682","4","0.39893","0.142584","0.25","1310","163","0.865636"
"horizontal_bin","edge_frame","edge_frame","6","length_type_site","1682","4","0.480975","0.412877","0.395955","1310","163","0.865636"
"horizontal_bin","edge_frame","edge_frame","6","material_shape","1682","4","0.456599","0.328489","0.347978","1310","163","0.865636"
"horizontal_bin","edge_frame","edge_frame","6","edge_frame","1682","4","0.4239","0.240879","0.280884","1310","163","0.865636"
"horizontal_bin","edge_frame","edge_frame","6","edge_class_frame","1682","4","0.477408","0.334216","0.338875","1310","163","0.865636"
"horizontal_bin","edge_frame","edge_frame","6","hard_proxy","1682","4","0.489298","0.41732","0.403476","1310","163","0.865636"
"horizontal_bin","edge_frame","edge_frame","6","hard_proxy_edge_class","1682","4","0.467301","0.358531","0.354716","1310","163","0.865636"
"horizontal_bin","edge_frame","edge_frame","6","token_nb","1682","4","0.424495","0.301731","0.305497","1310","163","0.865636"
"horizontal_bin","edge_frame","edge_frame","7","majority","1682","4","0.39893","0.142584","0.25","1310","163","0.86088"
"horizontal_bin","edge_frame","edge_frame","7","length_type_site","1682","4","0.425089","0.36563","0.354546","1310","163","0.86088"
"horizontal_bin","edge_frame","edge_frame","7","material_shape","1682","4","0.451249","0.287164","0.319366","1310","163","0.86088"
"horizontal_bin","edge_frame","edge_frame","7","edge_frame","1682","4","0.4239","0.240879","0.280884","1310","163","0.86088"
"horizontal_bin","edge_frame","edge_frame","7","edge_class_frame","1682","4","0.477408","0.334216","0.338875","1310","163","0.86088"
"horizontal_bin","edge_frame","edge_frame","7","hard_proxy","1682","4","0.432818","0.367658","0.357182","1310","163","0.86088"
"horizontal_bin","edge_frame","edge_frame","7","hard_proxy_edge_class","1682","4","0.451249","0.339214","0.340185","1310","163","0.86088"
"horizontal_bin","edge_frame","edge_frame","7","token_nb","1682","4","0.423306","0.293514","0.300657","1310","163","0.86088"
"horizontal_bin","edge_frame","edge_frame","8","majority","1682","4","0.39893","0.142584","0.25","1310","163","0.866825"
"horizontal_bin","edge_frame","edge_frame","8","length_type_site","1682","4","0.473841","0.399981","0.388028","1310","163","0.866825"
"horizontal_bin","edge_frame","edge_frame","8","material_shape","1682","4","0.451249","0.288522","0.31897","1310","163","0.866825"
"horizontal_bin","edge_frame","edge_frame","8","edge_frame","1682","4","0.4239","0.240879","0.280884","1310","163","0.866825"
"horizontal_bin","edge_frame","edge_frame","8","edge_class_frame","1682","4","0.477408","0.334216","0.338875","1310","163","0.866825"
"horizontal_bin","edge_frame","edge_frame","8","hard_proxy","1682","4","0.472652","0.395319","0.382741","1310","163","0.866825"
"horizontal_bin","edge_frame","edge_frame","8","hard_proxy_edge_class","1682","4","0.445303","0.33377","0.332835","1310","163","0.866825"
"horizontal_bin","edge_frame","edge_frame","8","token_nb","1682","4","0.436385","0.312224","0.315002","1310","163","0.866825"
"horizontal_bin","edge_frame","edge_frame","9","majority","1682","4","0.39893","0.142584","0.25","1310","163","0.874554"
"horizontal_bin","edge_frame","edge_frame","9","length_type_site","1682","4","0.500595","0.421808","0.404207","1310","163","0.874554"
"horizontal_bin","edge_frame","edge_frame","9","material_shape","1682","4","0.447681","0.32331","0.342226","1310","163","0.874554"
"horizontal_bin","edge_frame","edge_frame","9","edge_frame","1682","4","0.4239","0.240879","0.280884","1310","163","0.874554"
"horizontal_bin","edge_frame","edge_frame","9","edge_class_frame","1682","4","0.477408","0.334216","0.338875","1310","163","0.874554"
"horizontal_bin","edge_frame","edge_frame","9","hard_proxy","1682","4","0.482164","0.407286","0.394906","1310","163","0.874554"
"horizontal_bin","edge_frame","edge_frame","9","hard_proxy_edge_class","1682","4","0.429845","0.325443","0.3255","1310","163","0.874554"
"horizontal_bin","edge_frame","edge_frame","9","token_nb","1682","4","0.413793","0.294008","0.297682","1310","163","0.874554"
"horizontal_bin","edge_class_frame","edge_class_frame","0","majority","1682","4","0.39893","0.142584","0.25","187","129","0.453627"
"horizontal_bin","edge_class_frame","edge_class_frame","0","length_type_site","1682","4","0.470273","0.333862","0.337944","187","129","0.453627"
"horizontal_bin","edge_class_frame","edge_class_frame","0","material_shape","1682","4","0.386445","0.220354","0.259104","187","129","0.453627"
"horizontal_bin","edge_class_frame","edge_class_frame","0","edge_frame","1682","4","0.411415","0.243546","0.280363","187","129","0.453627"
"horizontal_bin","edge_class_frame","edge_class_frame","0","edge_class_frame","1682","4","0.477408","0.334216","0.338875","187","129","0.453627"
"horizontal_bin","edge_class_frame","edge_class_frame","0","hard_proxy","1682","4","0.450059","0.317474","0.321373","187","129","0.453627"
"horizontal_bin","edge_class_frame","edge_class_frame","0","hard_proxy_edge_class","1682","4","0.449465","0.313595","0.320981","187","129","0.453627"
"horizontal_bin","edge_class_frame","edge_class_frame","0","token_nb","1682","4","0.416171","0.285187","0.293569","187","129","0.453627"
"horizontal_bin","edge_class_frame","edge_class_frame","1","majority","1682","4","0.39893","0.142584","0.25","187","129","0.445303"
"horizontal_bin","edge_class_frame","edge_class_frame","1","length_type_site","1682","4","0.478002","0.346628","0.345791","187","129","0.445303"
"horizontal_bin","edge_class_frame","edge_class_frame","1","material_shape","1682","4","0.404875","0.224994","0.268497","187","129","0.445303"
"horizontal_bin","edge_class_frame","edge_class_frame","1","edge_frame","1682","4","0.406064","0.228048","0.270224","187","129","0.445303"
"horizontal_bin","edge_class_frame","edge_class_frame","1","edge_class_frame","1682","4","0.477408","0.334216","0.338875","187","129","0.445303"
"horizontal_bin","edge_class_frame","edge_class_frame","1","hard_proxy","1682","4","0.473841","0.358195","0.354599","187","129","0.445303"
"horizontal_bin","edge_class_frame","edge_class_frame","1","hard_proxy_edge_class","1682","4","0.451249","0.297512","0.31324","187","129","0.445303"
"horizontal_bin","edge_class_frame","edge_class_frame","1","token_nb","1682","4","0.427467","0.296801","0.303307","187","129","0.445303"
"horizontal_bin","edge_class_frame","edge_class_frame","2","majority","1682","4","0.39893","0.142584","0.25","187","129","0.458977"
"horizontal_bin","edge_class_frame","edge_class_frame","2","length_type_site","1682","4","0.470273","0.328963","0.334054","187","129","0.458977"
"horizontal_bin","edge_class_frame","edge_class_frame","2","material_shape","1682","4","0.418549","0.248379","0.283825","187","129","0.458977"
"horizontal_bin","edge_class_frame","edge_class_frame","2","edge_frame","1682","4","0.41201","0.236121","0.276572","187","129","0.458977"
"horizontal_bin","edge_class_frame","edge_class_frame","2","edge_class_frame","1682","4","0.477408","0.334216","0.338875","187","129","0.458977"
"horizontal_bin","edge_class_frame","edge_class_frame","2","hard_proxy","1682","4","0.469084","0.360935","0.361008","187","129","0.458977"
"horizontal_bin","edge_class_frame","edge_class_frame","2","hard_proxy_edge_class","1682","4","0.43044","0.301038","0.311359","187","129","0.458977"
"horizontal_bin","edge_class_frame","edge_class_frame","2","token_nb","1682","4","0.414982","0.282597","0.291869","187","129","0.458977"
"horizontal_bin","edge_class_frame","edge_class_frame","3","majority","1682","4","0.39893","0.142584","0.25","187","129","0.456599"
"horizontal_bin","edge_class_frame","edge_class_frame","3","length_type_site","1682","4","0.460166","0.341339","0.339565","187","129","0.456599"
"horizontal_bin","edge_class_frame","edge_class_frame","3","material_shape","1682","4","0.422711","0.255801","0.287267","187","129","0.456599"
