checked_date,head_after_002,cisi,row_id,site,type,symbol,cult,prev_before_002,next_after_head,tail_after_head,text
2026-05-31,111,M-95,2622.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,003,165,165,+390-003-002-111-165+
2026-05-31,368,M-99,2626.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,215,119,119,+740-215-002-368-119+
2026-05-31,861,M-100,2627.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,705,<END>,<END>,+090-740-255-705-002-861+
2026-05-31,817,M-101,2628.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,168,<END>,<END>,+390-503-740-168-002-817+
2026-05-31,820,M-103,2630.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,004,<END>,<END>,+390-004-002-820+
2026-05-31,000,M-106,2633.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,000,350,350,+740-760-000-002-000-350+
2026-05-31,940,M-107,2634.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,233,260,260,+740-565-233-002-940-260+
2026-05-31,287,M-109,2636.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,415,140,140,+740-879-220-415-002-287-140+
2026-05-31,817,M-110,2637.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,000,<END>,<END>,+000-000-002-817+
2026-05-31,297,M-114,2641.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,440,416,416,+740-760-440-002-297-416+
2026-05-31,301,M-115,2642.1,Mohenjo-daro,SEAL:S,Bull1,SAN,803,190,190,+390-844-140-176-803-002-301-190+
2026-05-31,817,M-116,2643.1,Mohenjo-daro,SEAL:S,Bull1:I,SAN,013,<END>,<END>,+740-100-176-840-013-002-817+
2026-05-31,820,M-117,2644.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,055,<END>,<END>,+520-033-705-220-803-055-002-820+
2026-05-31,861,M-118,2645.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,803,<END>,<END>,+740-772-033-705-233-803-002-861+
2026-05-31,390,M-119,2646.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,484,125,125-632-032-900-563,+151-337-484-002-390-125-632-032-900-563+
2026-05-31,144,M-130,2657.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,032,<END>,<END>,+740-094-220-032-002-144+
2026-05-31,220,M-140,2667.1,Mohenjo-daro,SEAL:S,Bull1:S,RAF,336,065,065-440-455,+740-336-002-220-065-440-455+
2026-05-31,031,M-141,2668.1,Mohenjo-daro,SEAL:S,Bull1:J,RAN,240,000,000,+817-255-636/000-000-000-240-002-031-000+
2026-05-31,861,M-142,2669.1,Mohenjo-daro,SEAL:S,Bull1:J,RAF,140,<END>,<END>,+136-140-002-861+
2026-05-31,252,M-143,2670.1,Mohenjo-daro,SEAL:S,Bull1:J,RAF,032,840,840,+740-205-032-002-252-840+
2026-05-31,817,M-144,2671.1,Mohenjo-daro,SEAL:S,Bull1:J,RBN,240,<END>,<END>,+740-100-415-240-002-817+
2026-05-31,220,M-147,2674.1,Mohenjo-daro,SEAL:S,Bull1:J,RAF,803,455,455-520,+226-803-002-220-455-520+
2026-05-31,861,M-152,2679.1,Mohenjo-daro,SEAL:S,Bull1:J,RAF,772,<END>,<END>,+740-772-002-861+
2026-05-31,257,M-154,2681.1,Mohenjo-daro,SEAL:S,Bull1:J,RBF,415,898,898,+520-220-621-415-002-257-898+
2026-05-31,820,M-160,2686.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,031,741,741,+151-243-031-002-820-741+
2026-05-31,817,M-164,2690.1,Mohenjo-daro,SEAL:S,Bull1:X,SAN,061,<END>,<END>,+740-142-061-002-817+
2026-05-31,861,M-166,2691.1,Mohenjo-daro,SEAL:S,Bull1:I,SAN,806,<END>,<END>,+390-844-240-806-002-861+
2026-05-31,820,M-174,2699.1,Mohenjo-daro,SEAL:S,Bull1:T,SAN,032,<END>,<END>,+740-923-220-032-002-820+
2026-05-31,861,M-175,2700.1,Mohenjo-daro,SEAL:S,Bull1,-,<START>,<END>,<END>,]002-861+
2026-05-31,803,M-177,2702.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,003,<END>,<END>,+390-003-002-803+
2026-05-31,295,M-181,2707.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,175,502,502,+520-175-002-295-502+
2026-05-31,817,M-198,2723.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,552,<END>,<END>,+740-760-840-552-002-817+
2026-05-31,861,M-199,2724.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,240,<END>,<END>,+090-740-100-415-240-002-861+
2026-05-31,820,M-200,2725.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,222,<END>,<END>,+740-222-002-820+
2026-05-31,817,M-204,2729.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,061,<END>,<END>,+740-061-002-817+
2026-05-31,031,M-211,2735.1,Mohenjo-daro,SEAL:S,Bull1:S,RAF,220,165,165,+090-740-100-220-002-031-165+
2026-05-31,390,M-213,2737.1,Mohenjo-daro,SEAL:S,Bull1:J,RAF,384,346,346,+740-384-002-390-346+
2026-05-31,820,M-221,2745.1,Mohenjo-daro,SEAL:S,Bull1:I,SAN,032,<END>,<END>,+740-760-335-220-032-002-820+
2026-05-31,880,M-225,2749.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,241,<END>,<END>,+241-002-880+
2026-05-31,390,M-232,2756.1,Mohenjo-daro,SEAL:S,Bull2,SAF,236,707,707,+236-002-390-707+
2026-05-31,112,M-239,2762.1,Mohenjo-daro,SEAL:S,Gaur,Trough,235,<END>,<END>,+740-760-921-235-002-112+
2026-05-31,861,M-240,2763.1,Mohenjo-daro,SEAL:S,Gaur,Trough,032,603,603,+520-240-220-032-002-861-603+
2026-05-31,301,M-242,2765.1,Mohenjo-daro,SEAL:S,Gaur,Trough,721,350,350,+740-721-002-301-350+
2026-05-31,817,M-245,2768.1,Mohenjo-daro,SEAL:S,Gaur,Trough,503,<END>,<END>,+740-760-070-921-460-503-002-817+
2026-05-31,817,M-246,2769.1,Mohenjo-daro,SEAL:S,Gaur,Trough,233,<END>,<END>,+740-503-235-233-002-817+
2026-05-31,705,M-248,2771.1,Mohenjo-daro,SEAL:S,Gaur,Trough,415,590,590,+740-100-415-002-705-590+
2026-05-31,125,M-251,2774.1,Mohenjo-daro,SEAL:S,Gaur,Trough,003,350,350,+390-003-002-125-350+
2026-05-31,368,M-253,2776.1,Mohenjo-daro,SEAL:S,Gaur,Trough,803,518,518,+527-550-803-002-368-518+
2026-05-31,861,M-258,2781.1,Mohenjo-daro,SEAL:S,Zebu,None,717,<END>,<END>,+384-575/892-706-717-002-861+
2026-05-31,817,M-259,2782.1,Mohenjo-daro,SEAL:S,Zebu,None,231,<END>,<END>,+520-231-002-817+
2026-05-31,820,M-260,2783.1,Mohenjo-daro,SEAL:S,Zebu,None,014,<END>,<END>,+090-740-220-014-002-820+
2026-05-31,679,M-267,2790.1,Mohenjo-daro,SEAL:S,Buff,Trough,155,<END>,<END>,+740-630-155-002-679+
2026-05-31,818,M-272,2793.1,Mohenjo-daro,SEAL:S,Goat:6,None,<START>,<END>,<END>,+002-818+
2026-05-31,817,M-278,2799.1,Mohenjo-daro,SEAL:S,Elep,None,004,<END>,<END>,+621-390-004-002-817+
2026-05-31,700,M-279,2800.1,Mohenjo-daro,SEAL:S,Elep,None,415,000,000,+520-220-415-002-700-000+
2026-05-31,944,M-280,2801.1,Mohenjo-daro,SEAL:S,Elep,None,240,920,920-140,+740-482-240-002-944-920-140+
2026-05-31,861,M-285,2806.1,Mohenjo-daro,SEAL:S,Elep,None,240,<END>,<END>,+504-350-240-002-861+
2026-05-31,817,M-289,2809.1,Mohenjo-daro,SEAL:S,Tigr,Trough,240,<END>,<END>,+740-176-240-002-817+
2026-05-31,861,M-295,2815.1,Mohenjo-daro,SEAL:S,Comp,None,740,<END>,<END>,+621/090-740/002-861+
2026-05-31,000,M-305,2824.1,Mohenjo-daro,SEAL:S,Anth,None,241,<END>,<END>,]000-220-241-002-000[
2026-05-31,727,M-308,2827.1,Mohenjo-daro,SEAL:S,T-M-T,None,220,317,317,+520-220-002-727-317+
2026-05-31,824,M-309,2828.1,Mohenjo-daro,SEAL:S,T-A-T,None,061,<END>,<END>,+224-740-061-002-824+
2026-05-31,368,M-311,2830.1,Mohenjo-daro,SEAL:S,Comp,None,401,165,165,+401-002-368-165+
2026-05-31,820,M-314,2832.1,Mohenjo-daro,SEAL:S,None,None,235,<END>,<END>,+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+
2026-05-31,374,M-315,2833.1,Mohenjo-daro,SEAL:S,None,None,034,228,228-741,+390-034-002-374-228-741+
2026-05-31,861,M-316,2834.1,Mohenjo-daro,SEAL:S,None,None,710,<END>,<END>,+367-390-710-002-861+
2026-05-31,031,M-318,2836.2,Mohenjo-daro,SEAL:S,Zebu,None,003,575,575,+390-003-002-031-575+
2026-05-31,850,M-325,2843.1,Mohenjo-daro,SEAL:S,Bull1:L,SAN,803,493,493,+241-803-002-850-493+
2026-05-31,850,M-325,2843.2,Mohenjo-daro,SEAL:S,Bull1:L,SAN,803,491,491,+241-803-002-850-491+
2026-05-31,861,M-327,2845.1,Mohenjo-daro,SEAL:S,Bull1:J,RAN,519,<END>,<END>,+740-519-002-861+
2026-05-31,861,M-329,2847.1,Mohenjo-daro,SEAL:S,None,None,<START>,698,698,+002-861-698+
2026-05-31,861,M-330,2848.1,Mohenjo-daro,SEAL:S,None,None,<START>,698,698,+002-861-698+
2026-05-31,906,M-354,2850.1,Mohenjo-daro,SEAL:R,None,None,236,125,125,+740-729-407-845-236-002-906-125+
2026-05-31,861,M-355,2851.1,Mohenjo-daro,SEAL:R,None,None,235,360,360-520-919-140,+740-877-032-033-705-231-235-002-861-360-520-919-140+
2026-05-31,502,M-358,2854.1,Mohenjo-daro,SEAL:R,None,None,806,031,031,+003-001-520-240-806-002-502-031+
2026-05-31,388,M-359,2855.1,Mohenjo-daro,SEAL:R,None,None,803,385,385-705-632,+740-405-590-220-235-803-002-388-385-705-632+
2026-05-31,817,M-362,2858.1,Mohenjo-daro,SEAL:R,None,None,503,<END>,<END>,+740-007-503-002-817+
2026-05-31,817,M-364,2860.1,Mohenjo-daro,SEAL:R,None,None,354,<END>,<END>,+740-354-002-817+
2026-05-31,454,M-367,2863.1,Mohenjo-daro,SEAL:R,None,None,032,<END>,<END>,+001-226-032-002-454+
2026-05-31,820,M-375,2871.1,Mohenjo-daro,SEAL:R,None,None,032,<END>,<END>,+740-100-233-220-032-002-820+
2026-05-31,861,M-376,2872.1,Mohenjo-daro,SEAL:R,None,None,176,533,533-717,+740-100-176-002-861-533-717+
2026-05-31,820,M-381,2877.1,Mohenjo-daro,SEAL:R,None,None,798,<END>,<END>,+740-055-220-032-798-002-820+
2026-05-31,820,M-384,2880.1,Mohenjo-daro,SEAL:R,None,None,803,<END>,<END>,+740-900-003-803-002-820+
2026-05-31,820,M-385,2881.1,Mohenjo-daro,SEAL:R,None,None,004,<END>,<END>,+407-004-002-820+
2026-05-31,861,M-391,2887.1,Mohenjo-daro,SEAL:R,None,None,805,533,533-717,+405-845-686-740-793-003-233-805-002-861-533-717+
2026-05-31,540,M-393,2889.1,Mohenjo-daro,SEAL:R,None,None,806,<END>,<END>,+679-740-575-017-240-806-002-540+
2026-05-31,817,M-408,2904.1,Mohenjo-daro,SEAL:R,None,None,061,<END>,<END>,+407-061-002-817+
2026-05-31,354,M-413,2909.1,Mohenjo-daro,SEAL:R,None,None,798,004,004,]415-798-002-354-004+
2026-05-31,820,M-437,2929.1,Mohenjo-daro,TAG:P,Zebu,None,590,<END>,<END>,+740-390-590-002-820+
2026-05-31,520,M-451,2936.1,Mohenjo-daro,TAB:B,Mult,-,000,000,000-000-000-906-388,+000-002-520-000-000-000-906-388+
2026-05-31,861,M-453,2938.1,Mohenjo-daro,TAB:B,Scene,None,220,<END>,<END>,+740-032-840-220-002-861+
2026-05-31,000,M-454,2939.1,Mohenjo-daro,TAB:B,Scene,-,240,<END>,<END>,+740-032-840-240-002-000+
2026-05-31,817,M-471,2956.1,Mohenjo-daro,TAB:B,None,None,191,<END>,<END>,+740-100-415-191-002-817+
2026-05-31,840,M-490,2972.1,Mohenjo-daro,TAB:B,Scene,Mult,803,016,016,+850-140-803-002-840-016+
2026-05-31,840,M-491,2973.1,Mohenjo-daro,TAB:B,Scene,Mult,803,016,016,+850-140-803-002-840-016+
2026-05-31,326,M-509,2985.2,Mohenjo-daro,TAB:C,None,None,176,<END>,<END>,+405-240-740-176-002-326+
2026-05-31,326,M-510,2986.2,Mohenjo-daro,TAB:C,None,None,176,<END>,<END>,+405-240-740-176-002-326+
2026-05-31,365,M-577,3047.1,Mohenjo-daro,TAB:C,Othr,None,004,460,460-495,+617-142-597-032-905/407-004-002-365-460-495+
2026-05-31,299,M-623,3074.1,Mohenjo-daro,SEAL:S,Bull1:W,S,798,530,530-820,+740-760-175-176-220-415-798-002-299-530-820+
2026-05-31,291,M-628,3079.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,233,690,690-564,+740-560-233-002-291-690-564+
2026-05-31,861,M-629,3080.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,798,<END>,<END>,+679-740-176-240-798-002-861+
2026-05-31,000,M-636,3085.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,032,216,216,+527-555-235-220-032-002-000-216+
2026-05-31,190,M-639,3088.1,Mohenjo-daro,SEAL:S,Bull1,-,415,751,751,+226-415-002-190-751+
2026-05-31,817,M-644,3089.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,240,090,090-370,+740-585-017-740-240-002-817-090-370+
2026-05-31,817,M-646,3090.1,Mohenjo-daro,SEAL:S,Bull1,RAN,000,<END>,<END>,+740-760-440-000-002-817+
2026-05-31,817,M-650,3094.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,519,<END>,<END>,+520-220-415-519-002-817+
2026-05-31,820,M-651,3095.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,240,<END>,<END>,+740-717-220-240-002-820+
2026-05-31,861,M-653,3096.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,235,<END>,<END>,+679-740-235-002-861+
2026-05-31,220,M-655,3097.1,Mohenjo-daro,SEAL:S,Bull1,S,233,880,880-689,+740-717-233-002-220-880-689+
2026-05-31,002,M-658,3099.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,070,817,817,]000-003-070-002-002-817+
2026-05-31,817,M-658,3099.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,002,<END>,<END>,]000-003-070-002-002-817+
2026-05-31,374,M-665,3104.1,Mohenjo-daro,SEAL:S,Bull1,R,350,575,575,+871-740-643/740-798-463-350-002-374-575+
2026-05-31,861,M-677,3115.1,Mohenjo-daro,SEAL:S,Bull1:L,SAN,242,901,901,+740-923-070-032-033-706-231-242-002-861-901+
2026-05-31,031,M-678,3116.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,806,502,502,+740-752-006-503-236-806-002-031-502+
2026-05-31,298,M-683,3119.1,Mohenjo-daro,SEAL:S,Bull1,-,231,460,460-032,+740-798-231-002-298-460-032+
2026-05-31,817,M-692,3123.1,Mohenjo-daro,SEAL:S,Bull1,-,004,000,000,+000-004-002-817-000[
2026-05-31,130,M-699,3126.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,415,035,035-171,+740-100-415-002-130-035-171+
2026-05-31,824,M-701,3128.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,000,<END>,<END>,]000-002-824+
2026-05-31,817,M-703,3130.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,235,<END>,<END>,+000-000-233-235-002-817+
2026-05-31,861,M-706,3133.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,240,031,031,+740-773-240-002-861-031+
2026-05-31,390,M-708,3134.1,Mohenjo-daro,SEAL:S,Bull1:W,S,061,140,140,+740-061-002-390-140+
2026-05-31,861,M-712,3137.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,003,<END>,<END>,+390-003-002-861+
2026-05-31,764,M-713,3138.1,Mohenjo-daro,SEAL:S,Bull1,S,717,<END>,<END>,+226-803-717-002-764+
2026-05-31,861,M-714,3139.1,Mohenjo-daro,SEAL:S,Bull1:W,-,803,603,603,+740-585-017-033-705-233-798-803-002-861-603+
2026-05-31,861,M-717,3142.1,Mohenjo-daro,SEAL:S,Bull1:J,RAF,061,<END>,<END>,+740-142-061-002-861+
2026-05-31,817,M-720,3144.1,Mohenjo-daro,SEAL:S,Bull1,-,032,<END>,<END>,+000-740-923-220-032-002-817+
2026-05-31,111,M-721,3145.1,Mohenjo-daro,SEAL:S,Bull1,-,233,700,700,]000-233-002-111-700+
2026-05-31,817,M-722,3146.1,Mohenjo-daro,SEAL:S,Bull1,-,032,<END>,<END>,+740-585-240-220-032-002-817+
2026-05-31,861,M-723,3147.1,Mohenjo-daro,SEAL:S,Bull1,-,032,<END>,<END>,+740-460-510-235-220-032-002-861+
2026-05-31,861,M-724,3148.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,790,<END>,<END>,+390-721-790-002-861+
2026-05-31,820,M-726,3150.1,Mohenjo-daro,SEAL:S,Bull1:T,SAN,803,<END>,<END>,+031-850-140-236-220-032-803-002-820+
2026-05-31,820,M-727,3151.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,415,<END>,<END>,+740-100-415-002-820+
2026-05-31,820,M-728,3152.1,Mohenjo-daro,SEAL:S,Bull1:V,HBN,017,<END>,<END>,+740-575-017-002-820+
2026-05-31,817,M-732,3156.1,Mohenjo-daro,SEAL:S,Bull1:V,RAF,350,<END>,<END>,+520-400-350-002-817+
2026-05-31,390,M-735,3159.1,Mohenjo-daro,SEAL:S,Bull1:U,HAF,235,125,125-195,+740-760-235-002-390-125-195+
2026-05-31,031,M-739,3163.1,Mohenjo-daro,SEAL:S,Bull1:J,RAF,415,350,350-550-692,+090-740-100-415-002-031-350-550-692+
2026-05-31,812,M-756,3179.1,Mohenjo-daro,SEAL:S,Bull1:W,-,176,031,031,+740-100-176-002-812-031+
2026-05-31,741,M-761,3184.1,Mohenjo-daro,SEAL:S,Bull1,-,<START>,455,455-125,]002-741-455-125+
2026-05-31,817,M-776,3190.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,017,<END>,<END>,+740-032-840-585-017-002-817+
2026-05-31,820,M-780,3194.1,Mohenjo-daro,SEAL:S,Bull1:W,SBN,156,<END>,<END>,+740-773-156-002-820+
2026-05-31,861,M-781,3195.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,706,<END>,<END>,+520-033-706-002-861+
2026-05-31,861,M-783,3197.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,061,<END>,<END>,+151-061-002-861+
2026-05-31,861,M-785,3199.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,705,<END>,<END>,+740-255-705-002-861+
2026-05-31,000,M-787,3201.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,000,<END>,<END>,+151-000-002-000+
2026-05-31,824,M-788,3202.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,235,<END>,<END>,+740-482-235-002-824+
2026-05-31,817,M-792,3206.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,017,<END>,<END>,+679-740-575-017-002-817+
2026-05-31,861,M-793,3207.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,798,<END>,<END>,+740-388-235-240-798-002-861+
2026-05-31,861,M-794,3208.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,231,<END>,<END>,+804-231-002-861+
2026-05-31,817,M-795,3209.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,260,<END>,<END>,+156-260-002-817+
2026-05-31,817,M-803,3217.1,Mohenjo-daro,SEAL:S,Bull1,SAN,005,<END>,<END>,+390-005-002-817+
2026-05-31,595,M-809,3222.1,Mohenjo-daro,SEAL:S,Bull1,SAN,495,906,906,+520-460-495-002-595-906+
2026-05-31,861,M-813,3226.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,590,<END>,<END>,+161-390-590-002-861+
2026-05-31,861,M-815,3228.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,798,<END>,<END>,+520-070-233-798-002-861+
2026-05-31,817,M-816,3229.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,255,<END>,<END>,+740-690-435-255-002-817+
2026-05-31,817,M-819,3232.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,803,<END>,<END>,+520-233-240-803-002-817+
2026-05-31,817,M-823,3236.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,061,<END>,<END>,+740-061-002-817+
2026-05-31,817,M-825,3238.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,<START>,<END>,<END>,]002-817+
2026-05-31,000,M-827,3239.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,240,<END>,<END>,+226-240-002-000[
2026-05-31,808,M-833,3245.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,240,<END>,<END>,+527-550-740-240-002-808+
2026-05-31,861,M-834,3246.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,900,<END>,<END>,+151-390-590-900-002-861+
2026-05-31,817,M-835,3247.1,Mohenjo-daro,SEAL:S,Bull1,SAN,000,<END>,<END>,+090-740-035-171-000-002-817+
2026-05-31,817,M-839,3251.1,Mohenjo-daro,SEAL:S,Bull1:L,SAN,415,<END>,<END>,+740-100-415-002-817+
2026-05-31,460,M-845,3257.1,Mohenjo-daro,SEAL:S,Bull1:W,S,061,632,632,+000-061-002-460-632+
2026-05-31,550,M-849,3261.1,Mohenjo-daro,SEAL:S,Bull1:J,RAN,350,615,615,+151-350-002-550-615+
2026-05-31,861,M-850,3262.1,Mohenjo-daro,SEAL:S,Bull1:L,RAN,415,<END>,<END>,+740-100-415-002-861+
2026-05-31,817,M-851,3263.1,Mohenjo-daro,SEAL:S,Bull1:W,RAN,590,<END>,<END>,+621-740-390-590-002-817+
2026-05-31,817,M-853,3265.1,Mohenjo-daro,SEAL:S,Bull1:S,RAN,792,<END>,<END>,+090-740-792-002-817+
2026-05-31,817,M-855,3267.1,Mohenjo-daro,SEAL:S,Bull1,-,590,690,690-544,+861-260-832-390-590-002-817-690-544+
2026-05-31,000,M-866,3277.1,Mohenjo-daro,SEAL:S,Bull1:I,SAN,233,<END>,<END>,+740-482-233-002-000+
2026-05-31,817,M-868,3278.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,220,<END>,<END>,+520-033-705-231-220-002-817+
2026-05-31,861,M-869,3279.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,415,<END>,<END>,+740-100-415-002-861+
2026-05-31,824,M-872,3281.1,Mohenjo-daro,SEAL:S,Bull1:I,SAF,016,<END>,<END>,+390-016-002-824+
2026-05-31,820,M-889,3295.1,Mohenjo-daro,SEAL:S,Bull1:I,RBF,803,<END>,<END>,+740-384-032-803-002-820+
2026-05-31,817,M-895,3300.1,Mohenjo-daro,SEAL:S,Bull1,-,048,<END>,<END>,+740-048-002-817+
2026-05-31,817,M-897,3302.1,Mohenjo-daro,SEAL:S,Bull1,-,235,<END>,<END>,+527-550-235-002-817+
2026-05-31,820,M-900,3305.1,Mohenjo-daro,SEAL:S,Bull1,-,838,<END>,<END>,+740-390-590-233-220-415-798-838-002-820+
2026-05-31,861,M-901,3306.1,Mohenjo-daro,SEAL:S,Bull1,-,125,<END>,<END>,+090-125-002-861+
2026-05-31,000,M-902,3307.1,Mohenjo-daro,SEAL:S,-,-,798,090,090,+740-798-002-000-090+
2026-05-31,817,M-903,3308.1,Mohenjo-daro,SEAL:S,Bull1,-,772,<END>,<END>,+740-772-002-817+
2026-05-31,861,M-918,3315.1,Mohenjo-daro,SEAL:S,Bull1,SAN,869,<END>,<END>,+390-869-002-861+
2026-05-31,817,M-924,3320.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,772,<END>,<END>,+000-772-002-817+
2026-05-31,861,M-934,3329.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,235,<END>,<END>,+526-555-235-002-861+
2026-05-31,900,M-937,3332.1,Mohenjo-daro,SEAL:S,Bull1:J,S,031,615,615,+740-460-503-031-002-900-615+
2026-05-31,390,-,3335.1,Unknown,SEAL:S,Bull1:J,RAF,032,590,590-032,+740-205-032-002-390-590-032+
2026-05-31,861,M-941,3336.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,031,<END>,<END>,+000-642-240-031-002-861+
2026-05-31,388,M-948,3343.1,Mohenjo-daro,SEAL:S,Bull1,S,003,031,031,+426-003-002-388-031+
2026-05-31,577,M-957,3352.1,Mohenjo-daro,SEAL:S,Bull1,-,705,<END>,<END>,+740-760-705-002-577+
2026-05-31,900,M-958,3353.1,Mohenjo-daro,SEAL:S,Bull1:J,RAF,240,003,003-590,+740-772-240-002-900-003-590+
2026-05-31,900,M-979,3372.1,Mohenjo-daro,SEAL:S,Bull1:J,RAN,240,003,003-590,+740-773-240/002-900-003-590+
2026-05-31,315,M-1002,3394.1,Mohenjo-daro,SEAL:S,Bull1,-,031,850,850,+740-373-031-002-315-850+
2026-05-31,435,M-1027,3409.1,Mohenjo-daro,SEAL:S,-,-,415,000,000,+740-176-220-415-002-435-000[
2026-05-31,861,M-1044,3421.1,Mohenjo-daro,SEAL:S,Bull,-,032,<END>,<END>,+520-220-032-002-861+
2026-05-31,820,M-1045,3422.1,Mohenjo-daro,SEAL:S,-,-,032,000,000,+740-100-415-070-032-002-820-000+
2026-05-31,000,M-1055,3430.1,Mohenjo-daro,SEAL,-,-,388,<END>,<END>,+000-850-140-388-002-000[
2026-05-31,861,M-1063,3437.1,Mohenjo-daro,SEAL:S,-,-,004,<END>,<END>,+407-004-002-861+
2026-05-31,000,M-1074,3448.1,Mohenjo-daro,SEAL,-,-,<START>,<END>,<END>,]002-000[
2026-05-31,065,M-1082,3456.1,Mohenjo-daro,SEAL:S,-,-,235,834,834,]000-235-002-065-834+
2026-05-31,817,M-1085,3459.1,Mohenjo-daro,SEAL:S,Gaur,Trough,350,<END>,<END>,+740-100-415-798-460-350-002-817+
2026-05-31,820,M-1088,3462.1,Mohenjo-daro,SEAL:S,Gaur,Trough,540,<END>,<END>,+740-540-002-820+
2026-05-31,374,M-1089,3463.1,Mohenjo-daro,SEAL:S,Gaur,Trough,590,840,840,+151-390-590-002-374-840+
2026-05-31,000,M-1107,3478.1,Mohenjo-daro,SEAL:S,Zebu,None,103,<END>,<END>,+565-740-240-103-002-000+
2026-05-31,820,M-1109,3480.1,Mohenjo-daro,SEAL:S,Zebu,-,231,<END>,<END>,+520-231-002-820+
2026-05-31,817,M-1110,3481.1,Mohenjo-daro,SEAL:S,Zebu,None,104,<END>,<END>,+740-615-104-002-817+
2026-05-31,130,M-1112,3483.1,Mohenjo-daro,SEAL:S,Zebu,None,220,035,035-171,+740-585-220/002-130-035-171+
2026-05-31,741,M-1114,3485.1,Mohenjo-daro,SEAL:S,Zebu,None,140,060,060-920,+740-140-002-741-060-920+
2026-05-31,861,M-1115,3486.1,Mohenjo-daro,SEAL:S,Zebu,-,233,<END>,<END>,+740-335-233-002-861+
2026-05-31,820,M-1119,3490.1,Mohenjo-daro,SEAL:S,Zebu,None,803,741,741,+740-803-002-820-741+
2026-05-31,817,M-1126,3495.1,Mohenjo-daro,SEAL:S,Buff,Trough,031,<END>,<END>,+820/000-000-031-002-817+
2026-05-31,400,M-1135,3502.1,Mohenjo-daro,SEAL:S,Rhin,SAN,061,703,703,+740-061-002-400-703+
2026-05-31,820,M-1136,3503.1,Mohenjo-daro,SEAL:S,Rhin,Trough,240,<END>,<END>,]740-717-240-002-820+
