"target","role","label","label_families","proxy_kind","proxy_field","top_proxy_value","top_proxy_count","proxy_total_for_label","top_proxy_share"
"symbol","iconography_anchor","Bull1:W","296","metadata","length","6","51","296","0.172297"
"symbol","iconography_anchor","Bull1:W","296","metadata","type","SEAL:S","286","296","0.966216"
"symbol","iconography_anchor","Bull1:W","296","metadata","site","Mohenjo-daro","187","296","0.631757"
"symbol","iconography_anchor","Bull1:W","296","metadata","region","Lower Indus","194","296","0.655405"
"symbol","iconography_anchor","Bull1:W","296","metadata","material","Steatite","259","267","0.970037"
"symbol","iconography_anchor","Bull1:W","296","metadata","shape","square","288","296","0.972973"
"symbol","iconography_anchor","Bull1:W","296","metadata","cult","SAN","181","284","0.637324"
"symbol","iconography_anchor","Bull1:W","296","metadata","period","Late","48","108","0.444444"
"symbol","iconography_anchor","Bull1:W","296","metadata","phase","III","41","153","0.267974"
"symbol","iconography_anchor","Bull1:W","296","metadata","direction","R/L","292","296","0.986486"
"symbol","iconography_anchor","Bull1:W","296","metadata","horizontal_bin","h_025_035","138","293","0.47099"
"symbol","iconography_anchor","Bull1:W","296","metadata","vertical_bin","v_gt_030","154","290","0.531034"
"symbol","iconography_anchor","Bull1:W","296","metadata","thickness_bin","th_007_012","76","122","0.622951"
"symbol","iconography_anchor","Bull1:W","296","metadata","area_bin","area_gt_1000","133","290","0.458621"
"symbol","iconography_anchor","Bull1:W","296","metadata","aspect_bin","aspect_squareish","286","290","0.986207"
"symbol","iconography_anchor","Bull1:W","296","sign","first_sign","740","115","296","0.388514"
"symbol","iconography_anchor","Bull1:W","296","sign","last_sign","820","25","296","0.084459"
"symbol","iconography_anchor","Bull1:W","296","sign","edge_frame","740...820","14","296","0.047297"
"symbol","iconography_anchor","Bull1:J","139","metadata","length","5","37","139","0.266187"
"symbol","iconography_anchor","Bull1:J","139","metadata","type","SEAL:S","136","139","0.978417"
"symbol","iconography_anchor","Bull1:J","139","metadata","site","Mohenjo-daro","106","139","0.76259"
"symbol","iconography_anchor","Bull1:J","139","metadata","region","Lower Indus","115","139","0.827338"
"symbol","iconography_anchor","Bull1:J","139","metadata","material","Steatite","122","126","0.968254"
"symbol","iconography_anchor","Bull1:J","139","metadata","shape","square","136","139","0.978417"
"symbol","iconography_anchor","Bull1:J","139","metadata","cult","SAN","76","138","0.550725"
"symbol","iconography_anchor","Bull1:J","139","metadata","period","Intermediate","28","68","0.411765"
"symbol","iconography_anchor","Bull1:J","139","metadata","phase","I","22","74","0.297297"
"symbol","iconography_anchor","Bull1:J","139","metadata","direction","R/L","138","139","0.992806"
"symbol","iconography_anchor","Bull1:J","139","metadata","horizontal_bin","h_025_035","72","139","0.517986"
"symbol","iconography_anchor","Bull1:J","139","metadata","vertical_bin","v_020_030","106","137","0.773723"
"symbol","iconography_anchor","Bull1:J","139","metadata","thickness_bin","th_007_012","38","74","0.513514"
"symbol","iconography_anchor","Bull1:J","139","metadata","area_bin","area_0500_1000","91","137","0.664234"
"symbol","iconography_anchor","Bull1:J","139","metadata","aspect_bin","aspect_squareish","135","137","0.985401"
"symbol","iconography_anchor","Bull1:J","139","sign","first_sign","740","69","139","0.496403"
"symbol","iconography_anchor","Bull1:J","139","sign","last_sign","817","11","139","0.079137"
"symbol","iconography_anchor","Bull1:J","139","sign","edge_frame","740...817","7","139","0.05036"
"symbol","iconography_anchor","Bull1","127","metadata","length","5","25","127","0.19685"
"symbol","iconography_anchor","Bull1","127","metadata","type","SEAL:S","99","127","0.779528"
"symbol","iconography_anchor","Bull1","127","metadata","site","Mohenjo-daro","71","127","0.559055"
"symbol","iconography_anchor","Bull1","127","metadata","region","Lower Indus","81","127","0.637795"
"symbol","iconography_anchor","Bull1","127","metadata","material","Steatite","86","108","0.796296"
"symbol","iconography_anchor","Bull1","127","metadata","shape","square","102","115","0.886957"
"symbol","iconography_anchor","Bull1","127","metadata","cult","SAN","45","74","0.608108"
"symbol","iconography_anchor","Bull1","127","metadata","period","Intermediate","19","62","0.306452"
"symbol","iconography_anchor","Bull1","127","metadata","phase","III","20","69","0.289855"
"symbol","iconography_anchor","Bull1","127","metadata","direction","R/L","125","127","0.984252"
"symbol","iconography_anchor","Bull1","127","metadata","horizontal_bin","h_015_025","53","113","0.469027"
"symbol","iconography_anchor","Bull1","127","metadata","vertical_bin","v_010_020","33","84","0.392857"
"symbol","iconography_anchor","Bull1","127","metadata","thickness_bin","th_003_007","28","62","0.451613"
"symbol","iconography_anchor","Bull1","127","metadata","area_bin","area_0200_0500","36","84","0.428571"
"symbol","iconography_anchor","Bull1","127","metadata","aspect_bin","aspect_squareish","67","84","0.797619"
"symbol","iconography_anchor","Bull1","127","sign","first_sign","740","47","127","0.370079"
"symbol","iconography_anchor","Bull1","127","sign","last_sign","817","9","127","0.070866"
"symbol","iconography_anchor","Bull1","127","sign","edge_frame","740...920","5","127","0.03937"
"symbol","iconography_anchor","Bull1:S","116","metadata","length","5","27","116","0.232759"
"symbol","iconography_anchor","Bull1:S","116","metadata","type","SEAL:S","113","116","0.974138"
"symbol","iconography_anchor","Bull1:S","116","metadata","site","Mohenjo-daro","104","116","0.896552"
"symbol","iconography_anchor","Bull1:S","116","metadata","region","Lower Indus","106","116","0.913793"
"symbol","iconography_anchor","Bull1:S","116","metadata","material","Steatite","102","104","0.980769"
"symbol","iconography_anchor","Bull1:S","116","metadata","shape","square","116","116","1"
"symbol","iconography_anchor","Bull1:S","116","metadata","cult","SAN","86","112","0.767857"
"symbol","iconography_anchor","Bull1:S","116","metadata","period","Intermediate","29","59","0.491525"
"symbol","iconography_anchor","Bull1:S","116","metadata","phase","III","26","61","0.42623"
"symbol","iconography_anchor","Bull1:S","116","metadata","direction","R/L","115","116","0.991379"
"symbol","iconography_anchor","Bull1:S","116","metadata","horizontal_bin","h_025_035","56","115","0.486957"
"symbol","iconography_anchor","Bull1:S","116","metadata","vertical_bin","v_020_030","83","114","0.72807"
"symbol","iconography_anchor","Bull1:S","116","metadata","thickness_bin","th_007_012","36","57","0.631579"
"symbol","iconography_anchor","Bull1:S","116","metadata","area_bin","area_0500_1000","72","114","0.631579"
"symbol","iconography_anchor","Bull1:S","116","metadata","aspect_bin","aspect_squareish","114","114","1"
"symbol","iconography_anchor","Bull1:S","116","sign","first_sign","740","48","116","0.413793"
"symbol","iconography_anchor","Bull1:S","116","sign","last_sign","817","12","116","0.103448"
"symbol","iconography_anchor","Bull1:S","116","sign","edge_frame","740...817","4","116","0.034483"
"symbol","iconography_anchor","Gaur","67","metadata","length","3","15","67","0.223881"
"symbol","iconography_anchor","Gaur","67","metadata","type","SEAL:S","56","67","0.835821"
"symbol","iconography_anchor","Gaur","67","metadata","site","Mohenjo-daro","51","67","0.761194"
"symbol","iconography_anchor","Gaur","67","metadata","region","Lower Indus","53","67","0.791045"
"symbol","iconography_anchor","Gaur","67","metadata","material","Steatite","54","61","0.885246"
"symbol","iconography_anchor","Gaur","67","metadata","shape","square","56","67","0.835821"
"symbol","iconography_anchor","Gaur","67","metadata","cult","Trough","60","60","1"
"symbol","iconography_anchor","Gaur","67","metadata","period","Intermediate","16","39","0.410256"
"symbol","iconography_anchor","Gaur","67","metadata","phase","I","12","41","0.292683"
"symbol","iconography_anchor","Gaur","67","metadata","direction","R/L","66","67","0.985075"
"symbol","iconography_anchor","Gaur","67","metadata","horizontal_bin","h_015_025","31","65","0.476923"
"symbol","iconography_anchor","Gaur","67","metadata","vertical_bin","v_020_030","38","63","0.603175"
"symbol","iconography_anchor","Gaur","67","metadata","thickness_bin","th_007_012","21","39","0.538462"
"symbol","iconography_anchor","Gaur","67","metadata","area_bin","area_0500_1000","34","63","0.539683"
"symbol","iconography_anchor","Gaur","67","metadata","aspect_bin","aspect_squareish","55","63","0.873016"
"symbol","iconography_anchor","Gaur","67","sign","first_sign","740","22","67","0.328358"
"symbol","iconography_anchor","Gaur","67","sign","last_sign","803","4","67","0.059701"
"symbol","iconography_anchor","Gaur","67","sign","edge_frame","740...817","3","67","0.044776"
"symbol","iconography_anchor","Bull1:I","65","metadata","length","3","13","65","0.2"
"symbol","iconography_anchor","Bull1:I","65","metadata","type","SEAL:S","60","65","0.923077"
"symbol","iconography_anchor","Bull1:I","65","metadata","site","Mohenjo-daro","35","65","0.538462"
"symbol","iconography_anchor","Bull1:I","65","metadata","region","Lower Indus","41","65","0.630769"
"symbol","iconography_anchor","Bull1:I","65","metadata","material","Steatite","50","58","0.862069"
"symbol","iconography_anchor","Bull1:I","65","metadata","shape","square","63","65","0.969231"
"symbol","iconography_anchor","Bull1:I","65","metadata","cult","SAN","30","57","0.526316"
"symbol","iconography_anchor","Bull1:I","65","metadata","period","Intermediate","14","27","0.518519"
"symbol","iconography_anchor","Bull1:I","65","metadata","phase","II","8","38","0.210526"
"symbol","iconography_anchor","Bull1:I","65","metadata","direction","R/L","62","65","0.953846"
"symbol","iconography_anchor","Bull1:I","65","metadata","horizontal_bin","h_015_025","32","65","0.492308"
"symbol","iconography_anchor","Bull1:I","65","metadata","vertical_bin","v_020_030","31","63","0.492063"
"symbol","iconography_anchor","Bull1:I","65","metadata","thickness_bin","th_003_007","18","29","0.62069"
"symbol","iconography_anchor","Bull1:I","65","metadata","area_bin","area_0200_0500","31","63","0.492063"
"symbol","iconography_anchor","Bull1:I","65","metadata","aspect_bin","aspect_squareish","63","63","1"
"symbol","iconography_anchor","Bull1:I","65","sign","first_sign","740","26","65","0.4"
"symbol","iconography_anchor","Bull1:I","65","sign","last_sign","820","6","65","0.092308"
"symbol","iconography_anchor","Bull1:I","65","sign","edge_frame","740...820","3","65","0.046154"
"symbol","iconography_anchor","Bult","38","metadata","length","2","14","38","0.368421"
"symbol","iconography_anchor","Bult","38","metadata","type","TAB:I","20","38","0.526316"
"symbol","iconography_anchor","Bult","38","metadata","site","Harappa","36","38","0.947368"
"symbol","iconography_anchor","Bult","38","metadata","region","Inter-Riverine","36","38","0.947368"
"symbol","iconography_anchor","Bult","38","metadata","material","Steatite","20","34","0.588235"
"symbol","iconography_anchor","Bult","38","metadata","shape","prism","17","36","0.472222"
"symbol","iconography_anchor","Bult","38","metadata","cult","SAN","1","2","0.5"
"symbol","iconography_anchor","Bult","38","metadata","period","3","20","20","1"
"symbol","iconography_anchor","Bult","38","metadata","phase","B/C","12","30","0.4"
"symbol","iconography_anchor","Bult","38","metadata","direction","R/L","32","38","0.842105"
"symbol","iconography_anchor","Bult","38","metadata","horizontal_bin","h_000_015","19","36","0.527778"
"symbol","iconography_anchor","Bult","38","metadata","vertical_bin","v_000_010","35","36","0.972222"
"symbol","iconography_anchor","Bult","38","metadata","thickness_bin","th_003_007","11","18","0.611111"
"symbol","iconography_anchor","Bult","38","metadata","area_bin","area_0000_0200","36","36","1"
"symbol","iconography_anchor","Bult","38","metadata","aspect_bin","aspect_very_wide","21","36","0.583333"
"symbol","iconography_anchor","Bult","38","sign","first_sign","400","10","38","0.263158"
"symbol","iconography_anchor","Bult","38","sign","last_sign","031","3","38","0.078947"
"symbol","iconography_anchor","Bult","38","sign","edge_frame","740...031","3","38","0.078947"
"symbol","iconography_anchor","Bull1:L","36","metadata","length","5","12","36","0.333333"
"symbol","iconography_anchor","Bull1:L","36","metadata","type","SEAL:S","35","36","0.972222"
"symbol","iconography_anchor","Bull1:L","36","metadata","site","Mohenjo-daro","25","36","0.694444"
"symbol","iconography_anchor","Bull1:L","36","metadata","region","Lower Indus","29","36","0.805556"
"symbol","iconography_anchor","Bull1:L","36","metadata","material","Steatite","32","34","0.941176"
"symbol","iconography_anchor","Bull1:L","36","metadata","shape","square","35","36","0.972222"
"symbol","iconography_anchor","Bull1:L","36","metadata","cult","SAN","30","35","0.857143"
"symbol","iconography_anchor","Bull1:L","36","metadata","period","Intermediate","9","19","0.473684"
"symbol","iconography_anchor","Bull1:L","36","metadata","phase","III","9","24","0.375"
"symbol","iconography_anchor","Bull1:L","36","metadata","direction","R/L","35","36","0.972222"
"symbol","iconography_anchor","Bull1:L","36","metadata","horizontal_bin","h_015_025","20","36","0.555556"
"symbol","iconography_anchor","Bull1:L","36","metadata","vertical_bin","v_020_030","19","36","0.527778"
"symbol","iconography_anchor","Bull1:L","36","metadata","thickness_bin","th_007_012","13","22","0.590909"
"symbol","iconography_anchor","Bull1:L","36","metadata","area_bin","area_0500_1000","18","36","0.5"
"symbol","iconography_anchor","Bull1:L","36","metadata","aspect_bin","aspect_squareish","36","36","1"
"symbol","iconography_anchor","Bull1:L","36","sign","first_sign","740","16","36","0.444444"
"symbol","iconography_anchor","Bull1:L","36","sign","last_sign","861","4","36","0.111111"
"symbol","iconography_anchor","Bull1:L","36","sign","edge_frame","740...861","3","36","0.083333"
"symbol","iconography_anchor","Zebu","35","metadata","length","5","10","35","0.285714"
"symbol","iconography_anchor","Zebu","35","metadata","type","SEAL:S","30","35","0.857143"
"symbol","iconography_anchor","Zebu","35","metadata","site","Mohenjo-daro","26","35","0.742857"
"symbol","iconography_anchor","Zebu","35","metadata","region","Lower Indus","27","35","0.771429"
"symbol","iconography_anchor","Zebu","35","metadata","material","Steatite","29","34","0.852941"
"symbol","iconography_anchor","Zebu","35","metadata","shape","square","31","35","0.885714"
"symbol","iconography_anchor","Zebu","35","metadata","period","Intermediate","13","22","0.590909"
"symbol","iconography_anchor","Zebu","35","metadata","phase","III","9","23","0.391304"
"symbol","iconography_anchor","Zebu","35","metadata","direction","R/L","35","35","1"
"symbol","iconography_anchor","Zebu","35","metadata","horizontal_bin","h_025_035","15","34","0.441176"
"symbol","iconography_anchor","Zebu","35","metadata","vertical_bin","v_gt_030","13","32","0.40625"
"symbol","iconography_anchor","Zebu","35","metadata","thickness_bin","th_007_012","16","24","0.666667"
"symbol","iconography_anchor","Zebu","35","metadata","area_bin","area_0500_1000","14","32","0.4375"
"symbol","iconography_anchor","Zebu","35","metadata","aspect_bin","aspect_squareish","29","32","0.90625"
"symbol","iconography_anchor","Zebu","35","sign","first_sign","740","13","35","0.371429"
"symbol","iconography_anchor","Zebu","35","sign","last_sign","817","4","35","0.114286"
"symbol","iconography_anchor","Zebu","35","sign","edge_frame","520...817","2","35","0.057143"
"symbol","iconography_anchor","Mult","33","metadata","length","4","11","33","0.333333"
"symbol","iconography_anchor","Mult","33","metadata","type","TAB:B","27","33","0.818182"
"symbol","iconography_anchor","Mult","33","metadata","site","Mohenjo-daro","18","33","0.545455"
"symbol","iconography_anchor","Mult","33","metadata","region","Lower Indus","18","33","0.545455"
"symbol","iconography_anchor","Mult","33","metadata","material","Clay","20","29","0.689655"
"symbol","iconography_anchor","Mult","33","metadata","shape","rectangular","12","31","0.387097"
"symbol","iconography_anchor","Mult","33","metadata","cult","Mult","10","16","0.625"
"symbol","iconography_anchor","Mult","33","metadata","period","3","7","14","0.5"
"symbol","iconography_anchor","Mult","33","metadata","phase","B/C","5","20","0.25"
"symbol","iconography_anchor","Mult","33","metadata","direction","R/L","32","33","0.969697"
"symbol","iconography_anchor","Mult","33","metadata","horizontal_bin","h_015_025","12","31","0.387097"
"symbol","iconography_anchor","Mult","33","metadata","vertical_bin","v_010_020","12","27","0.444444"
"symbol","iconography_anchor","Mult","33","metadata","thickness_bin","th_007_012","9","22","0.409091"
"symbol","iconography_anchor","Mult","33","metadata","area_bin","area_0200_0500","14","27","0.518519"
"symbol","iconography_anchor","Mult","33","metadata","aspect_bin","aspect_very_wide","15","27","0.555556"
"symbol","iconography_anchor","Mult","33","sign","first_sign","400","8","33","0.242424"
"symbol","iconography_anchor","Mult","33","sign","last_sign","220","2","33","0.060606"
"symbol","iconography_anchor","Mult","33","sign","edge_frame","032...001","1","33","0.030303"
"cult","iconography_anchor","SAN","496","metadata","length","5","90","496","0.181452"
"cult","iconography_anchor","SAN","496","metadata","type","SEAL:S","465","496","0.9375"
"cult","iconography_anchor","SAN","496","metadata","site","Mohenjo-daro","338","496","0.681452"
"cult","iconography_anchor","SAN","496","metadata","region","Lower Indus","361","496","0.727823"
"cult","iconography_anchor","SAN","496","metadata","material","Steatite","424","453","0.935982"
"cult","iconography_anchor","SAN","496","metadata","shape","square","470","493","0.953347"
"cult","iconography_anchor","SAN","496","metadata","symbol","Bull1:W","181","490","0.369388"
"cult","iconography_anchor","SAN","496","metadata","period","Intermediate","89","220","0.404545"
"cult","iconography_anchor","SAN","496","metadata","phase","III","87","282","0.308511"
"cult","iconography_anchor","SAN","496","metadata","direction","R/L","489","496","0.985887"
"cult","iconography_anchor","SAN","496","metadata","horizontal_bin","h_025_035","215","487","0.441478"
"cult","iconography_anchor","SAN","496","metadata","vertical_bin","v_020_030","265","482","0.549793"
"cult","iconography_anchor","SAN","496","metadata","thickness_bin","th_007_012","136","239","0.569038"
"cult","iconography_anchor","SAN","496","metadata","area_bin","area_0500_1000","224","482","0.46473"
"cult","iconography_anchor","SAN","496","metadata","aspect_bin","aspect_squareish","467","482","0.96888"
"cult","iconography_anchor","SAN","496","sign","first_sign","740","204","496","0.41129"
"cult","iconography_anchor","SAN","496","sign","last_sign","861","40","496","0.080645"
"cult","iconography_anchor","SAN","496","sign","edge_frame","740...820","20","496","0.040323"
"cult","iconography_anchor","Trough","101","metadata","length","5","27","101","0.267327"
"cult","iconography_anchor","Trough","101","metadata","type","SEAL:S","75","101","0.742574"
"cult","iconography_anchor","Trough","101","metadata","site","Mohenjo-daro","85","101","0.841584"
"cult","iconography_anchor","Trough","101","metadata","region","Lower Indus","88","101","0.871287"
"cult","iconography_anchor","Trough","101","metadata","material","Steatite","73","95","0.768421"
"cult","iconography_anchor","Trough","101","metadata","shape","square","75","101","0.742574"
"cult","iconography_anchor","Trough","101","metadata","symbol","Gaur","60","101","0.594059"
"cult","iconography_anchor","Trough","101","metadata","period","Intermediate","20","47","0.425532"
"cult","iconography_anchor","Trough","101","metadata","phase","I","13","50","0.26"
"cult","iconography_anchor","Trough","101","metadata","direction","R/L","99","101","0.980198"
"cult","iconography_anchor","Trough","101","metadata","horizontal_bin","h_025_035","45","99","0.454545"
"cult","iconography_anchor","Trough","101","metadata","vertical_bin","v_020_030","65","98","0.663265"
"cult","iconography_anchor","Trough","101","metadata","thickness_bin","th_007_012","26","49","0.530612"
"cult","iconography_anchor","Trough","101","metadata","area_bin","area_0500_1000","56","98","0.571429"
"cult","iconography_anchor","Trough","101","metadata","aspect_bin","aspect_squareish","75","98","0.765306"
"cult","iconography_anchor","Trough","101","sign","first_sign","740","35","101","0.346535"
"cult","iconography_anchor","Trough","101","sign","last_sign","817","6","101","0.059406"
"cult","iconography_anchor","Trough","101","sign","edge_frame","740...817","5","101","0.049505"
"cult","iconography_anchor","SAF","90","metadata","length","3","18","90","0.2"
"cult","iconography_anchor","SAF","90","metadata","type","SEAL:S","89","90","0.988889"
"cult","iconography_anchor","SAF","90","metadata","site","Mohenjo-daro","68","90","0.755556"
"cult","iconography_anchor","SAF","90","metadata","region","Lower Indus","70","90","0.777778"
"cult","iconography_anchor","SAF","90","metadata","material","Steatite","72","74","0.972973"
"cult","iconography_anchor","SAF","90","metadata","shape","square","89","90","0.988889"
"cult","iconography_anchor","SAF","90","metadata","symbol","Bull1:W","63","90","0.7"
"cult","iconography_anchor","SAF","90","metadata","period","Late","19","37","0.513514"
"cult","iconography_anchor","SAF","90","metadata","phase","III","13","41","0.317073"
"cult","iconography_anchor","SAF","90","metadata","direction","R/L","90","90","1"
"cult","iconography_anchor","SAF","90","metadata","horizontal_bin","h_025_035","45","90","0.5"
"cult","iconography_anchor","SAF","90","metadata","vertical_bin","v_020_030","42","90","0.466667"
"cult","iconography_anchor","SAF","90","metadata","thickness_bin","th_007_012","22","39","0.564103"
"cult","iconography_anchor","SAF","90","metadata","area_bin","area_0500_1000","42","90","0.466667"
"cult","iconography_anchor","SAF","90","metadata","aspect_bin","aspect_squareish","90","90","1"
"cult","iconography_anchor","SAF","90","sign","first_sign","740","30","90","0.333333"
"cult","iconography_anchor","SAF","90","sign","last_sign","920","7","90","0.077778"
"cult","iconography_anchor","SAF","90","sign","edge_frame","740...817","3","90","0.033333"
"cult","iconography_anchor","RAN","53","metadata","length","5","19","53","0.358491"
"cult","iconography_anchor","RAN","53","metadata","type","SEAL:S","49","53","0.924528"
"cult","iconography_anchor","RAN","53","metadata","site","Mohenjo-daro","26","53","0.490566"
"cult","iconography_anchor","RAN","53","metadata","region","Lower Indus","30","53","0.566038"
"cult","iconography_anchor","RAN","53","metadata","material","Steatite","45","48","0.9375"
"cult","iconography_anchor","RAN","53","metadata","shape","square","51","53","0.962264"
"cult","iconography_anchor","RAN","53","metadata","symbol","Bull1:J","13","53","0.245283"
"cult","iconography_anchor","RAN","53","metadata","period","Intermediate","15","26","0.576923"
"cult","iconography_anchor","RAN","53","metadata","phase","III","9","36","0.25"
"cult","iconography_anchor","RAN","53","metadata","direction","R/L","52","53","0.981132"
"cult","iconography_anchor","RAN","53","metadata","horizontal_bin","h_015_025","33","52","0.634615"
"cult","iconography_anchor","RAN","53","metadata","vertical_bin","v_020_030","35","52","0.673077"
"cult","iconography_anchor","RAN","53","metadata","thickness_bin","th_003_007","18","27","0.666667"
"cult","iconography_anchor","RAN","53","metadata","area_bin","area_0500_1000","28","52","0.538462"
"cult","iconography_anchor","RAN","53","metadata","aspect_bin","aspect_squareish","51","52","0.980769"
"cult","iconography_anchor","RAN","53","sign","first_sign","740","22","53","0.415094"
"cult","iconography_anchor","RAN","53","sign","last_sign","817","6","53","0.113208"
"cult","iconography_anchor","RAN","53","sign","edge_frame","740...032","2","53","0.037736"
"cult","iconography_anchor","RAF","43","metadata","length","5","13","43","0.302326"
"cult","iconography_anchor","RAF","43","metadata","type","SEAL:S","43","43","1"
"cult","iconography_anchor","RAF","43","metadata","site","Mohenjo-daro","37","43","0.860465"
"cult","iconography_anchor","RAF","43","metadata","region","Lower Indus","38","43","0.883721"
"cult","iconography_anchor","RAF","43","metadata","material","Steatite","35","37","0.945946"
"cult","iconography_anchor","RAF","43","metadata","shape","square","43","43","1"
"cult","iconography_anchor","RAF","43","metadata","symbol","Bull1:J","23","43","0.534884"
"cult","iconography_anchor","RAF","43","metadata","period","Intermediate","9","22","0.409091"
"cult","iconography_anchor","RAF","43","metadata","phase","II","6","22","0.272727"
"cult","iconography_anchor","RAF","43","metadata","direction","R/L","43","43","1"
"cult","iconography_anchor","RAF","43","metadata","horizontal_bin","h_025_035","25","42","0.595238"
"cult","iconography_anchor","RAF","43","metadata","vertical_bin","v_020_030","33","41","0.804878"
"cult","iconography_anchor","RAF","43","metadata","thickness_bin","th_003_007","11","24","0.458333"
"cult","iconography_anchor","RAF","43","metadata","area_bin","area_0500_1000","30","41","0.731707"
"cult","iconography_anchor","RAF","43","metadata","aspect_bin","aspect_squareish","41","41","1"
"cult","iconography_anchor","RAF","43","sign","first_sign","740","21","43","0.488372"
"cult","iconography_anchor","RAF","43","sign","last_sign","817","4","43","0.093023"
"cult","iconography_anchor","RAF","43","sign","edge_frame","740...692","2","43","0.046512"
"material","material_anchor","Steatite","1182","metadata","length","5","242","1182","0.204738"
"material","material_anchor","Steatite","1182","metadata","type","SEAL:S","867","1182","0.733503"
"material","material_anchor","Steatite","1182","metadata","site","Mohenjo-daro","744","1182","0.629442"
"material","material_anchor","Steatite","1182","metadata","region","Lower Indus","788","1182","0.666667"
"material","material_anchor","Steatite","1182","metadata","shape","square","867","1175","0.737872"
"material","material_anchor","Steatite","1182","metadata","symbol","Bull1:W","259","906","0.285872"
"material","material_anchor","Steatite","1182","metadata","cult","SAN","424","720","0.588889"
"material","material_anchor","Steatite","1182","metadata","period","Intermediate","213","586","0.363481"
"material","material_anchor","Steatite","1182","metadata","phase","III","171","754","0.22679"
"material","material_anchor","Steatite","1182","metadata","direction","R/L","1149","1182","0.972081"
"material","material_anchor","Steatite","1182","metadata","horizontal_bin","h_025_035","460","1162","0.395869"
"material","material_anchor","Steatite","1182","metadata","vertical_bin","v_020_030","460","1127","0.408163"
"material","material_anchor","Steatite","1182","metadata","thickness_bin","th_007_012","312","609","0.512315"
"material","material_anchor","Steatite","1182","metadata","area_bin","area_0500_1000","459","1123","0.408727"
"material","material_anchor","Steatite","1182","metadata","aspect_bin","aspect_squareish","824","1123","0.733749"
"material","material_anchor","Steatite","1182","sign","first_sign","740","439","1182","0.371404"
"material","material_anchor","Steatite","1182","sign","last_sign","817","86","1182","0.072758"
"material","material_anchor","Steatite","1182","sign","edge_frame","740...820","41","1182","0.034687"
"material","material_anchor","Faience","179","metadata","length","3","52","179","0.290503"
"material","material_anchor","Faience","179","metadata","type","TAB:B","163","179","0.910615"
"material","material_anchor","Faience","179","metadata","site","Harappa","156","179","0.871508"
"material","material_anchor","Faience","179","metadata","region","Inter-Riverine","157","179","0.877095"
"material","material_anchor","Faience","179","metadata","shape","rectangular","90","179","0.502793"
"material","material_anchor","Faience","179","metadata","symbol","Bult","12","67","0.179104"
"material","material_anchor","Faience","179","metadata","cult","SAN","14","26","0.538462"
"material","material_anchor","Faience","179","metadata","period","3","86","104","0.826923"
"material","material_anchor","Faience","179","metadata","phase","B/C","53","144","0.368056"
"material","material_anchor","Faience","179","metadata","direction","R/L","156","179","0.871508"
"material","material_anchor","Faience","179","metadata","horizontal_bin","h_015_025","94","163","0.576687"
"material","material_anchor","Faience","179","metadata","vertical_bin","v_000_010","97","158","0.613924"
"material","material_anchor","Faience","179","metadata","thickness_bin","th_003_007","59","103","0.572816"
"material","material_anchor","Faience","179","metadata","area_bin","area_0000_0200","105","157","0.66879"
"material","material_anchor","Faience","179","metadata","aspect_bin","aspect_wide","77","157","0.490446"
"material","material_anchor","Faience","179","sign","first_sign","400","62","179","0.346369"
"material","material_anchor","Faience","179","sign","last_sign","861","11","179","0.061453"
"material","material_anchor","Faience","179","sign","edge_frame","400...220","3","179","0.01676"
"material","material_anchor","Clay","145","metadata","length","2","39","145","0.268966"
"material","material_anchor","Clay","145","metadata","type","TAB:B","72","145","0.496552"
"material","material_anchor","Clay","145","metadata","site","Harappa","71","145","0.489655"
"material","material_anchor","Clay","145","metadata","region","Inter-Riverine","77","145","0.531034"
"material","material_anchor","Clay","145","metadata","shape","rectangular","30","101","0.29703"
"material","material_anchor","Clay","145","metadata","symbol","Mult","20","81","0.246914"
"material","material_anchor","Clay","145","metadata","cult","SAN","11","30","0.366667"
"material","material_anchor","Clay","145","metadata","period","3","44","80","0.55"
"material","material_anchor","Clay","145","metadata","phase","B/C","24","88","0.272727"
"material","material_anchor","Clay","145","metadata","direction","R/L","134","145","0.924138"
"material","material_anchor","Clay","145","metadata","horizontal_bin","h_025_035","43","103","0.417476"
"material","material_anchor","Clay","145","metadata","vertical_bin","v_010_020","45","84","0.535714"
"material","material_anchor","Clay","145","metadata","thickness_bin","th_003_007","30","64","0.46875"
"material","material_anchor","Clay","145","metadata","area_bin","area_0200_0500","40","82","0.487805"
"material","material_anchor","Clay","145","metadata","aspect_bin","aspect_very_wide","44","82","0.536585"
"material","material_anchor","Clay","145","sign","first_sign","740","42","145","0.289655"
"material","material_anchor","Clay","145","sign","last_sign","817","8","145","0.055172"
"material","material_anchor","Clay","145","sign","edge_frame","740...861","5","145","0.034483"
"material","material_anchor","Copper","57","metadata","length","4","14","57","0.245614"
"material","material_anchor","Copper","57","metadata","type","TAB:C","52","57","0.912281"
"material","material_anchor","Copper","57","metadata","site","Mohenjo-daro","52","57","0.912281"
"material","material_anchor","Copper","57","metadata","region","Lower Indus","54","57","0.947368"
"material","material_anchor","Copper","57","metadata","shape","rectangular","36","55","0.654545"
"material","material_anchor","Copper","57","metadata","symbol","Othr","14","34","0.411765"
"material","material_anchor","Copper","57","metadata","cult","Trough","18","20","0.9"
"material","material_anchor","Copper","57","metadata","period","Intermediate","10","21","0.47619"
"material","material_anchor","Copper","57","metadata","phase","I","7","21","0.333333"
