"target","role","label","label_families","proxy_kind","proxy_field","top_proxy_value","top_proxy_count","proxy_total_for_label","top_proxy_share"
"aspect_bin","dimension_anchor","aspect_squareish","986","metadata","material","Steatite","824","894","0.9217"
"aspect_bin","dimension_anchor","aspect_squareish","986","metadata","shape","square","949","983","0.965412"
"aspect_bin","dimension_anchor","aspect_squareish","986","metadata","symbol","Bull1:W","286","940","0.304255"
"aspect_bin","dimension_anchor","aspect_squareish","986","metadata","cult","SAN","467","796","0.586683"
"aspect_bin","dimension_anchor","aspect_squareish","986","metadata","period","Intermediate","196","462","0.424242"
"aspect_bin","dimension_anchor","aspect_squareish","986","metadata","phase","III","166","555","0.299099"
"aspect_bin","dimension_anchor","aspect_squareish","986","metadata","direction","R/L","959","986","0.972617"
"aspect_bin","dimension_anchor","aspect_squareish","986","metadata","horizontal_bin","h_025_035","431","986","0.43712"
"aspect_bin","dimension_anchor","aspect_squareish","986","metadata","vertical_bin","v_020_030","541","986","0.548682"
"aspect_bin","dimension_anchor","aspect_squareish","986","metadata","thickness_bin","th_007_012","265","495","0.535354"
"aspect_bin","dimension_anchor","aspect_squareish","986","metadata","area_bin","area_0500_1000","482","986","0.488844"
"aspect_bin","dimension_anchor","aspect_squareish","986","sign","first_sign","740","384","986","0.389452"
"aspect_bin","dimension_anchor","aspect_squareish","986","sign","last_sign","817","71","986","0.072008"
"aspect_bin","dimension_anchor","aspect_squareish","986","sign","edge_frame","740...820","34","986","0.034483"
"aspect_bin","dimension_anchor","aspect_very_wide","337","metadata","length","5","72","337","0.21365"
"aspect_bin","dimension_anchor","aspect_very_wide","337","metadata","type","SEAL:R","146","337","0.433234"
"aspect_bin","dimension_anchor","aspect_very_wide","337","metadata","site","Harappa","172","337","0.510386"
"aspect_bin","dimension_anchor","aspect_very_wide","337","metadata","region","Inter-Riverine","173","337","0.513353"
"aspect_bin","dimension_anchor","aspect_very_wide","337","metadata","material","Steatite","168","288","0.583333"
"aspect_bin","dimension_anchor","aspect_very_wide","337","metadata","shape","rectangular","159","331","0.480363"
"aspect_bin","dimension_anchor","aspect_very_wide","337","metadata","symbol","Bult","21","88","0.238636"
"aspect_bin","dimension_anchor","aspect_very_wide","337","metadata","cult","Mult","7","19","0.368421"
"aspect_bin","dimension_anchor","aspect_very_wide","337","metadata","period","3","74","152","0.486842"
"aspect_bin","dimension_anchor","aspect_very_wide","337","metadata","phase","B/C","47","210","0.22381"
"aspect_bin","dimension_anchor","aspect_very_wide","337","metadata","direction","R/L","316","337","0.937685"
"aspect_bin","dimension_anchor","aspect_very_wide","337","metadata","horizontal_bin","h_015_025","130","337","0.385757"
"aspect_bin","dimension_anchor","aspect_very_wide","337","metadata","vertical_bin","v_010_020","196","337","0.581602"
"aspect_bin","dimension_anchor","aspect_very_wide","337","metadata","thickness_bin","th_007_012","57","151","0.377483"
"aspect_bin","dimension_anchor","aspect_very_wide","337","metadata","area_bin","area_0200_0500","152","337","0.451039"
"aspect_bin","dimension_anchor","aspect_very_wide","337","sign","first_sign","740","109","337","0.323442"
"aspect_bin","dimension_anchor","aspect_very_wide","337","sign","last_sign","820","22","337","0.065282"
"aspect_bin","dimension_anchor","aspect_very_wide","337","sign","edge_frame","740...820","10","337","0.029674"
"aspect_bin","dimension_anchor","aspect_wide","272","metadata","length","3","87","272","0.319853"
"aspect_bin","dimension_anchor","aspect_wide","272","metadata","type","TAB:B","102","272","0.375"
"aspect_bin","dimension_anchor","aspect_wide","272","metadata","site","Harappa","196","272","0.720588"
"aspect_bin","dimension_anchor","aspect_wide","272","metadata","region","Inter-Riverine","201","272","0.738971"
"aspect_bin","dimension_anchor","aspect_wide","272","metadata","material","Steatite","130","250","0.52"
"aspect_bin","dimension_anchor","aspect_wide","272","metadata","shape","rectangular","171","265","0.645283"
"aspect_bin","dimension_anchor","aspect_wide","272","metadata","symbol","Bull1","14","90","0.155556"
"aspect_bin","dimension_anchor","aspect_wide","272","metadata","cult","Trough","19","39","0.487179"
"aspect_bin","dimension_anchor","aspect_wide","272","metadata","period","3","105","144","0.729167"
"aspect_bin","dimension_anchor","aspect_wide","272","metadata","phase","B/C","52","189","0.275132"
"aspect_bin","dimension_anchor","aspect_wide","272","metadata","direction","R/L","245","272","0.900735"
"aspect_bin","dimension_anchor","aspect_wide","272","metadata","horizontal_bin","h_015_025","121","272","0.444853"
"aspect_bin","dimension_anchor","aspect_wide","272","metadata","vertical_bin","v_000_010","144","272","0.529412"
"aspect_bin","dimension_anchor","aspect_wide","272","metadata","thickness_bin","th_000_003","62","147","0.421769"
"aspect_bin","dimension_anchor","aspect_wide","272","metadata","area_bin","area_0000_0200","172","272","0.632353"
"aspect_bin","dimension_anchor","aspect_wide","272","sign","first_sign","740","78","272","0.286765"
"aspect_bin","dimension_anchor","aspect_wide","272","sign","last_sign","235","12","272","0.044118"
"aspect_bin","dimension_anchor","aspect_wide","272","sign","edge_frame","740...240","8","272","0.029412"
