id,object,site,type,symbol,cult,full_left,left_last1,left_last2,after_002_head,after_002_tail,branch_after_390,tail_after_branch,terminal_after_branch,is_002390,source_status,text
2749.1,M-225,Mohenjo-daro,SEAL:S,Bull1:S,SAN,241,241,241,880,880,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+241-002-880+
2756.1,M-232,Mohenjo-daro,SEAL:S,Bull2,SAF,236,236,236,390,390 707,707,<END>,yes,yes,metadata_only_unbound,+236-002-390-707+
2762.1,M-239,Mohenjo-daro,SEAL:S,Gaur,Trough,740 760 921 235,235,921 235,112,112,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-921-235-002-112+
2763.1,M-240,Mohenjo-daro,SEAL:S,Gaur,Trough,520 240 220 032,032,220 032,861,861 603,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-240-220-032-002-861-603+
2765.1,M-242,Mohenjo-daro,SEAL:S,Gaur,Trough,740 721,721,740 721,301,301 350,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-721-002-301-350+
2768.1,M-245,Mohenjo-daro,SEAL:S,Gaur,Trough,740 760 070 921 460 503,503,460 503,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-070-921-460-503-002-817+
2769.1,M-246,Mohenjo-daro,SEAL:S,Gaur,Trough,740 503 235 233,233,235 233,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-503-235-233-002-817+
2771.1,M-248,Mohenjo-daro,SEAL:S,Gaur,Trough,740 100 415,415,100 415,705,705 590,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-100-415-002-705-590+
2774.1,M-251,Mohenjo-daro,SEAL:S,Gaur,Trough,390 003,003,390 003,125,125 350,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-003-002-125-350+
2776.1,M-253,Mohenjo-daro,SEAL:S,Gaur,Trough,527 550 803,803,550 803,368,368 518,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+527-550-803-002-368-518+
2781.1,M-258,Mohenjo-daro,SEAL:S,Zebu,None,384 575 892 706 717,717,706 717,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+384-575/892-706-717-002-861+
2782.1,M-259,Mohenjo-daro,SEAL:S,Zebu,None,520 231,231,520 231,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-231-002-817+
2783.1,M-260,Mohenjo-daro,SEAL:S,Zebu,None,090 740 220 014,014,220 014,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+090-740-220-014-002-820+
2790.1,M-267,Mohenjo-daro,SEAL:S,Buff,Trough,740 630 155,155,630 155,679,679,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-630-155-002-679+
2793.1,M-272,Mohenjo-daro,SEAL:S,Goat:6,None,<START>,<START>,<START>,818,818,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+002-818+
2799.1,M-278,Mohenjo-daro,SEAL:S,Elep,None,621 390 004,004,390 004,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+621-390-004-002-817+
2800.1,M-279,Mohenjo-daro,SEAL:S,Elep,None,520 220 415,415,220 415,700,700 000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-220-415-002-700-000+
2801.1,M-280,Mohenjo-daro,SEAL:S,Elep,None,740 482 240,240,482 240,944,944 920 140,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-482-240-002-944-920-140+
2806.1,M-285,Mohenjo-daro,SEAL:S,Elep,None,504 350 240,240,350 240,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+504-350-240-002-861+
2809.1,M-289,Mohenjo-daro,SEAL:S,Tigr,Trough,740 176 240,240,176 240,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-176-240-002-817+
2815.1,M-295,Mohenjo-daro,SEAL:S,Comp,None,621 090 740,740,090 740,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+621/090-740/002-861+
2824.1,M-305,Mohenjo-daro,SEAL:S,Anth,None,000 220 241,241,220 241,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-220-241-002-000[
2827.1,M-308,Mohenjo-daro,SEAL:S,T-M-T,None,520 220,220,520 220,727,727 317,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-220-002-727-317+
2828.1,M-309,Mohenjo-daro,SEAL:S,T-A-T,None,224 740 061,061,740 061,824,824,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+224-740-061-002-824+
2830.1,M-311,Mohenjo-daro,SEAL:S,Comp,None,401,401,401,368,368 165,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+401-002-368-165+
2832.1,M-314,Mohenjo-daro,SEAL:S,None,None,953 817 390 125 308 809 033 740 760 706 466 520 231 240 235,235,240 235,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+
2833.1,M-315,Mohenjo-daro,SEAL:S,None,None,390 034,034,390 034,374,374 228 741,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-034-002-374-228-741+
2834.1,M-316,Mohenjo-daro,SEAL:S,None,None,367 390 710,710,390 710,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+367-390-710-002-861+
2836.2,M-318,Mohenjo-daro,SEAL:S,Zebu,None,390 003,003,390 003,031,031 575,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-003-002-031-575+
2843.1,M-325,Mohenjo-daro,SEAL:S,Bull1:L,SAN,241 803,803,241 803,850,850 493,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+241-803-002-850-493+
2843.2,M-325,Mohenjo-daro,SEAL:S,Bull1:L,SAN,241 803,803,241 803,850,850 491,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+241-803-002-850-491+
2845.1,M-327,Mohenjo-daro,SEAL:S,Bull1:J,RAN,740 519,519,740 519,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-519-002-861+
2847.1,M-329,Mohenjo-daro,SEAL:S,None,None,<START>,<START>,<START>,861,861 698,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+002-861-698+
2848.1,M-330,Mohenjo-daro,SEAL:S,None,None,<START>,<START>,<START>,861,861 698,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+002-861-698+
2850.1,M-354,Mohenjo-daro,SEAL:R,None,None,740 729 407 845 236,236,845 236,906,906 125,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-729-407-845-236-002-906-125+
2851.1,M-355,Mohenjo-daro,SEAL:R,None,None,740 877 032 033 705 231 235,235,231 235,861,861 360 520 919 140,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-877-032-033-705-231-235-002-861-360-520-919-140+
2854.1,M-358,Mohenjo-daro,SEAL:R,None,None,003 001 520 240 806,806,240 806,502,502 031,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+003-001-520-240-806-002-502-031+
2855.1,M-359,Mohenjo-daro,SEAL:R,None,None,740 405 590 220 235 803,803,235 803,388,388 385 705 632,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-405-590-220-235-803-002-388-385-705-632+
2858.1,M-362,Mohenjo-daro,SEAL:R,None,None,740 007 503,503,007 503,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-007-503-002-817+
2860.1,M-364,Mohenjo-daro,SEAL:R,None,None,740 354,354,740 354,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-354-002-817+
2863.1,M-367,Mohenjo-daro,SEAL:R,None,None,001 226 032,032,226 032,454,454,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+001-226-032-002-454+
2871.1,M-375,Mohenjo-daro,SEAL:R,None,None,740 100 233 220 032,032,220 032,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-100-233-220-032-002-820+
2872.1,M-376,Mohenjo-daro,SEAL:R,None,None,740 100 176,176,100 176,861,861 533 717,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-100-176-002-861-533-717+
2877.1,M-381,Mohenjo-daro,SEAL:R,None,None,740 055 220 032 798,798,032 798,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-055-220-032-798-002-820+
2880.1,M-384,Mohenjo-daro,SEAL:R,None,None,740 900 003 803,803,003 803,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-900-003-803-002-820+
2881.1,M-385,Mohenjo-daro,SEAL:R,None,None,407 004,004,407 004,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+407-004-002-820+
2887.1,M-391,Mohenjo-daro,SEAL:R,None,None,405 845 686 740 793 003 233 805,805,233 805,861,861 533 717,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+405-845-686-740-793-003-233-805-002-861-533-717+
2889.1,M-393,Mohenjo-daro,SEAL:R,None,None,679 740 575 017 240 806,806,240 806,540,540,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+679-740-575-017-240-806-002-540+
2904.1,M-408,Mohenjo-daro,SEAL:R,None,None,407 061,061,407 061,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+407-061-002-817+
2909.1,M-413,Mohenjo-daro,SEAL:R,None,None,415 798,798,415 798,354,354 004,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]415-798-002-354-004+
2929.1,M-437,Mohenjo-daro,TAG:P,Zebu,None,740 390 590,590,390 590,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-390-590-002-820+
2936.1,M-451,Mohenjo-daro,TAB:B,Mult,-,000,000,000,520,520 000 000 000 906 388,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-002-520-000-000-000-906-388+
2938.1,M-453,Mohenjo-daro,TAB:B,Scene,None,740 032 840 220,220,840 220,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-032-840-220-002-861+
2939.1,M-454,Mohenjo-daro,TAB:B,Scene,-,740 032 840 240,240,840 240,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-032-840-240-002-000+
2956.1,M-471,Mohenjo-daro,TAB:B,None,None,740 100 415 191,191,415 191,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-100-415-191-002-817+
2972.1,M-490,Mohenjo-daro,TAB:B,Scene,Mult,850 140 803,803,140 803,840,840 016,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+850-140-803-002-840-016+
2973.1,M-491,Mohenjo-daro,TAB:B,Scene,Mult,850 140 803,803,140 803,840,840 016,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+850-140-803-002-840-016+
2985.2,M-509,Mohenjo-daro,TAB:C,None,None,405 240 740 176,176,740 176,326,326,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+405-240-740-176-002-326+
2986.2,M-510,Mohenjo-daro,TAB:C,None,None,405 240 740 176,176,740 176,326,326,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+405-240-740-176-002-326+
3047.1,M-577,Mohenjo-daro,TAB:C,Othr,None,617 142 597 032 905 407 004,004,407 004,365,365 460 495,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+617-142-597-032-905/407-004-002-365-460-495+
3074.1,M-623,Mohenjo-daro,SEAL:S,Bull1:W,S,740 760 175 176 220 415 798,798,415 798,299,299 530 820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-175-176-220-415-798-002-299-530-820+
3079.1,M-628,Mohenjo-daro,SEAL:S,Bull1:W,SAN,740 560 233,233,560 233,291,291 690 564,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-560-233-002-291-690-564+
3080.1,M-629,Mohenjo-daro,SEAL:S,Bull1:W,SAN,679 740 176 240 798,798,240 798,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+679-740-176-240-798-002-861+
3085.1,M-636,Mohenjo-daro,SEAL:S,Bull1:W,SAN,527 555 235 220 032,032,220 032,000,000 216,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+527-555-235-220-032-002-000-216+
3088.1,M-639,Mohenjo-daro,SEAL:S,Bull1,-,226 415,415,226 415,190,190 751,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+226-415-002-190-751+
3089.1,M-644,Mohenjo-daro,SEAL:S,Bull1:W,SAN,740 585 017 740 240,240,740 240,817,817 090 370,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-585-017-740-240-002-817-090-370+
3090.1,M-646,Mohenjo-daro,SEAL:S,Bull1,RAN,740 760 440 000,000,440 000,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-760-440-000-002-817+
3094.1,M-650,Mohenjo-daro,SEAL:S,Bull1:W,SAN,520 220 415 519,519,415 519,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-220-415-519-002-817+
3095.1,M-651,Mohenjo-daro,SEAL:S,Bull1:W,SAF,740 717 220 240,240,220 240,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-717-220-240-002-820+
3096.1,M-653,Mohenjo-daro,SEAL:S,Bull1:W,SAF,679 740 235,235,740 235,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+679-740-235-002-861+
3097.1,M-655,Mohenjo-daro,SEAL:S,Bull1,S,740 717 233,233,717 233,220,220 880 689,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-717-233-002-220-880-689+
3099.1,M-658,Mohenjo-daro,SEAL:S,Bull1:W,SAN,000 003 070,070,003 070,002,002 817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-003-070-002-002-817+
3099.1,M-658,Mohenjo-daro,SEAL:S,Bull1:W,SAN,000 003 070 002,002,070 002,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-003-070-002-002-817+
3104.1,M-665,Mohenjo-daro,SEAL:S,Bull1,R,871 740 643 740 798 463 350,350,463 350,374,374 575,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+871-740-643/740-798-463-350-002-374-575+
3115.1,M-677,Mohenjo-daro,SEAL:S,Bull1:L,SAN,740 923 070 032 033 706 231 242,242,231 242,861,861 901,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-923-070-032-033-706-231-242-002-861-901+
3116.1,M-678,Mohenjo-daro,SEAL:S,Bull1:W,SAN,740 752 006 503 236 806,806,236 806,031,031 502,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-752-006-503-236-806-002-031-502+
3119.1,M-683,Mohenjo-daro,SEAL:S,Bull1,-,740 798 231,231,798 231,298,298 460 032,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-798-231-002-298-460-032+
3123.1,M-692,Mohenjo-daro,SEAL:S,Bull1,-,000 004,004,000 004,817,817 000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-004-002-817-000[
3126.1,M-699,Mohenjo-daro,SEAL:S,Bull1:W,SAN,740 100 415,415,100 415,130,130 035 171,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-100-415-002-130-035-171+
3128.1,M-701,Mohenjo-daro,SEAL:S,Bull1:W,SAN,000,000,000,824,824,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-002-824+
3130.1,M-703,Mohenjo-daro,SEAL:S,Bull1:W,SAF,000 000 233 235,235,233 235,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-000-233-235-002-817+
3133.1,M-706,Mohenjo-daro,SEAL:S,Bull1:W,SAN,740 773 240,240,773 240,861,861 031,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-773-240-002-861-031+
3134.1,M-708,Mohenjo-daro,SEAL:S,Bull1:W,S,740 061,061,740 061,390,390 140,140,<END>,yes,yes,metadata_only_unbound,+740-061-002-390-140+
3137.1,M-712,Mohenjo-daro,SEAL:S,Bull1:W,SAF,390 003,003,390 003,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-003-002-861+
3138.1,M-713,Mohenjo-daro,SEAL:S,Bull1,S,226 803 717,717,803 717,764,764,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+226-803-717-002-764+
3139.1,M-714,Mohenjo-daro,SEAL:S,Bull1:W,-,740 585 017 033 705 233 798 803,803,798 803,861,861 603,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-585-017-033-705-233-798-803-002-861-603+
3142.1,M-717,Mohenjo-daro,SEAL:S,Bull1:J,RAF,740 142 061,061,142 061,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-142-061-002-861+
3144.1,M-720,Mohenjo-daro,SEAL:S,Bull1,-,000 740 923 220 032,032,220 032,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+000-740-923-220-032-002-817+
3145.1,M-721,Mohenjo-daro,SEAL:S,Bull1,-,000 233,233,000 233,111,111 700,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]000-233-002-111-700+
3146.1,M-722,Mohenjo-daro,SEAL:S,Bull1,-,740 585 240 220 032,032,220 032,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-585-240-220-032-002-817+
3147.1,M-723,Mohenjo-daro,SEAL:S,Bull1,-,740 460 510 235 220 032,032,220 032,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-460-510-235-220-032-002-861+
3148.1,M-724,Mohenjo-daro,SEAL:S,Bull1:J,SAN,390 721 790,790,721 790,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-721-790-002-861+
3150.1,M-726,Mohenjo-daro,SEAL:S,Bull1:T,SAN,031 850 140 236 220 032 803,803,032 803,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+031-850-140-236-220-032-803-002-820+
3151.1,M-727,Mohenjo-daro,SEAL:S,Bull1:W,SAN,740 100 415,415,100 415,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-100-415-002-820+
3152.1,M-728,Mohenjo-daro,SEAL:S,Bull1:V,HBN,740 575 017,017,575 017,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-575-017-002-820+
3156.1,M-732,Mohenjo-daro,SEAL:S,Bull1:V,RAF,520 400 350,350,400 350,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-400-350-002-817+
3159.1,M-735,Mohenjo-daro,SEAL:S,Bull1:U,HAF,740 760 235,235,760 235,390,390 125 195,125,195,no,yes,checkpoint_strict_source_visible,+740-760-235-002-390-125-195+
3163.1,M-739,Mohenjo-daro,SEAL:S,Bull1:J,RAF,090 740 100 415,415,100 415,031,031 350 550 692,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+090-740-100-415-002-031-350-550-692+
3179.1,M-756,Mohenjo-daro,SEAL:S,Bull1:W,-,740 100 176,176,100 176,812,812 031,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-100-176-002-812-031+
3184.1,M-761,Mohenjo-daro,SEAL:S,Bull1,-,<START>,<START>,<START>,741,741 455 125,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]002-741-455-125+
3185.1,M-762,Mohenjo-daro,SEAL:S,Bull1:I,-,226 140,140,226 140,<END>,<END>,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+226-140-002+
3190.1,M-776,Mohenjo-daro,SEAL:S,Bull1:J,SAN,740 032 840 585 017,017,585 017,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-032-840-585-017-002-817+
3194.1,M-780,Mohenjo-daro,SEAL:S,Bull1:W,SBN,740 773 156,156,773 156,820,820,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-773-156-002-820+
3195.1,M-781,Mohenjo-daro,SEAL:S,Bull1:S,SAN,520 033 706,706,033 706,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-033-706-002-861+
3197.1,M-783,Mohenjo-daro,SEAL:S,Bull1:S,SAN,151 061,061,151 061,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+151-061-002-861+
3199.1,M-785,Mohenjo-daro,SEAL:S,Bull1:S,SAN,740 255 705,705,255 705,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-255-705-002-861+
3201.1,M-787,Mohenjo-daro,SEAL:S,Bull1:S,SAN,151 000,000,151 000,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+151-000-002-000+
3202.1,M-788,Mohenjo-daro,SEAL:S,Bull1:J,SAN,740 482 235,235,482 235,824,824,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-482-235-002-824+
3206.1,M-792,Mohenjo-daro,SEAL:S,Bull1:S,SAN,679 740 575 017,017,575 017,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+679-740-575-017-002-817+
3207.1,M-793,Mohenjo-daro,SEAL:S,Bull1:W,SAN,740 388 235 240 798,798,240 798,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-388-235-240-798-002-861+
3208.1,M-794,Mohenjo-daro,SEAL:S,Bull1:S,SAN,804 231,231,804 231,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+804-231-002-861+
3209.1,M-795,Mohenjo-daro,SEAL:S,Bull1:W,SAN,156 260,260,156 260,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+156-260-002-817+
3217.1,M-803,Mohenjo-daro,SEAL:S,Bull1,SAN,390 005,005,390 005,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+390-005-002-817+
3222.1,M-809,Mohenjo-daro,SEAL:S,Bull1,SAN,520 460 495,495,460 495,595,595 906,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-460-495-002-595-906+
3226.1,M-813,Mohenjo-daro,SEAL:S,Bull1:S,SAN,161 390 590,590,390 590,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+161-390-590-002-861+
3228.1,M-815,Mohenjo-daro,SEAL:S,Bull1:W,SAN,520 070 233 798,798,233 798,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-070-233-798-002-861+
3229.1,M-816,Mohenjo-daro,SEAL:S,Bull1:S,SAN,740 690 435 255,255,435 255,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-690-435-255-002-817+
3232.1,M-819,Mohenjo-daro,SEAL:S,Bull1:J,SAN,520 233 240 803,803,240 803,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+520-233-240-803-002-817+
3236.1,M-823,Mohenjo-daro,SEAL:S,Bull1:S,SAN,740 061,061,740 061,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+740-061-002-817+
3238.1,M-825,Mohenjo-daro,SEAL:S,Bull1:J,SAN,<START>,<START>,<START>,817,817,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,]002-817+
3239.1,M-827,Mohenjo-daro,SEAL:S,Bull1:S,SAN,226 240,240,226 240,000,000,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+226-240-002-000[
3245.1,M-833,Mohenjo-daro,SEAL:S,Bull1:W,SAF,527 550 740 240,240,740 240,808,808,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+527-550-740-240-002-808+
3246.1,M-834,Mohenjo-daro,SEAL:S,Bull1:J,SAN,151 390 590 900,900,590 900,861,861,<NOT_002390>,<NOT_002390>,<NOT_002390>,no,not_in_002390_frame_or_metadata_only,+151-390-590-900-002-861+
