"control","iteration","stratum_kind","stratum_value","model","evaluated_rows","label_count","labels","majority_label","majority_share","accuracy","macro_f1","macro_recall"
"duplicate_matched_position_slots","3","type_site","SEAL:R@Mohenjo-daro","length","94","6","IT;LC;LP;MT;SC;SS","LP","0.191489","0.297872","0.269172","0.277317"
"duplicate_matched_position_slots","3","type_site","SEAL:R@Mohenjo-daro","edge_frame","94","6","IT;LC;LP;MT;SC;SS","LP","0.191489","0.287234","0.260782","0.267513"
"duplicate_matched_position_slots","3","type_site","SEAL:R@Mohenjo-daro","token_nb","94","6","IT;LC;LP;MT;SC;SS","LP","0.191489","0.202128","0.184816","0.194444"
"duplicate_matched_position_slots","3","type_site","SEAL:S@Harappa","majority","158","6","IT;LP;MT;SC;SP;SS","LP","0.21519","0.21519","0.059028","0.166667"
"duplicate_matched_position_slots","3","type_site","SEAL:S@Harappa","length","158","6","IT;LP;MT;SC;SP;SS","LP","0.21519","0.481013","0.365044","0.416579"
"duplicate_matched_position_slots","3","type_site","SEAL:S@Harappa","edge_frame","158","6","IT;LP;MT;SC;SP;SS","LP","0.21519","0.468354","0.360742","0.403759"
"duplicate_matched_position_slots","3","type_site","SEAL:S@Harappa","token_nb","158","6","IT;LP;MT;SC;SP;SS","LP","0.21519","0.348101","0.284693","0.302648"
"duplicate_matched_position_slots","3","type_site","SEAL:S@Mohenjo-daro","majority","681","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","IT","0.209985","0.209985","0.038565","0.111111"
"duplicate_matched_position_slots","3","type_site","SEAL:S@Mohenjo-daro","length","681","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","IT","0.209985","0.474302","0.296337","0.326411"
"duplicate_matched_position_slots","3","type_site","SEAL:S@Mohenjo-daro","edge_frame","681","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","IT","0.209985","0.453744","0.321424","0.328055"
"duplicate_matched_position_slots","3","type_site","SEAL:S@Mohenjo-daro","token_nb","681","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","IT","0.209985","0.287812","0.168304","0.19108"
"duplicate_matched_position_slots","3","type_site","TAB:B@Harappa","majority","197","5","IT;MT;SC;SP;SS","SC","0.324873","0.324873","0.098084","0.2"
"duplicate_matched_position_slots","3","type_site","TAB:B@Harappa","length","197","5","IT;MT;SC;SP;SS","SC","0.324873","0.294416","0.226614","0.309311"
