"corpus","scope","control","iteration","rows","tokens","unique_signs_or_symbols","masked_tokens","masked_top1_accuracy","masked_top5_accuracy","masked_mrr"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","16","24","118","39","118","0.118644","0.29661","0.226553"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","17","24","118","39","118","0.050847","0.279661","0.175079"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","18","24","118","39","118","0.084746","0.228814","0.179914"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","19","24","118","39","118","0.042373","0.262712","0.166664"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","20","24","118","39","118","0.050847","0.245763","0.166938"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","21","24","118","39","118","0.110169","0.355932","0.236839"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","22","24","118","39","118","0.161017","0.305085","0.254072"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","23","24","118","39","118","0.09322","0.305085","0.199095"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","24","24","118","39","118","0.067797","0.237288","0.183449"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","25","24","118","39","118","0.067797","0.262712","0.186073"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","26","24","118","39","118","0.084746","0.322034","0.219074"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","27","24","118","39","118","0.09322","0.330508","0.219162"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","28","24","118","39","118","0.110169","0.254237","0.211738"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","29","24","118","39","118","0.033898","0.254237","0.162643"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","30","24","118","39","118","0.050847","0.305085","0.192898"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","31","24","118","39","118","0.09322","0.288136","0.204295"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","32","24","118","39","118","0.09322","0.29661","0.219683"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","33","24","118","39","118","0.076271","0.237288","0.186045"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","34","24","118","39","118","0.118644","0.338983","0.236173"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","35","24","118","39","118","0.110169","0.271186","0.216809"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","36","24","118","39","118","0.110169","0.29661","0.232484"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","37","24","118","39","118","0.118644","0.305085","0.22796"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","38","24","118","39","118","0.110169","0.338983","0.225018"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","row_internal_shuffle","39","24","118","39","118","0.09322","0.245763","0.200374"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","0","24","118","39","118","0.059322","0.305085","0.199948"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","1","24","118","39","118","0.067797","0.322034","0.201916"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","2","24","118","39","118","0.076271","0.305085","0.201276"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","3","24","118","39","118","0.076271","0.338983","0.223309"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","4","24","118","39","118","0.076271","0.338983","0.211808"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","5","24","118","39","118","0.135593","0.347458","0.240267"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","6","24","118","39","118","0.135593","0.389831","0.267283"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","7","24","118","39","118","0.067797","0.313559","0.207389"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","8","24","118","39","118","0.067797","0.313559","0.204237"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","9","24","118","39","118","0.059322","0.29661","0.19506"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","10","24","118","39","118","0.110169","0.347458","0.243162"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","11","24","118","39","118","0.09322","0.338983","0.226874"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","12","24","118","39","118","0.050847","0.322034","0.191816"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","13","24","118","39","118","0.110169","0.279661","0.223574"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","14","24","118","39","118","0.059322","0.313559","0.203176"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","15","24","118","39","118","0.101695","0.29661","0.21438"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","16","24","118","39","118","0.101695","0.330508","0.225525"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","17","24","118","39","118","0.084746","0.330508","0.222815"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","18","24","118","39","118","0.09322","0.347458","0.221702"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","19","24","118","39","118","0.110169","0.330508","0.228847"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","20","24","118","39","118","0.127119","0.313559","0.240331"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","21","24","118","39","118","0.09322","0.330508","0.223169"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","22","24","118","39","118","0.118644","0.423729","0.258692"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","23","24","118","39","118","0.084746","0.305085","0.213626"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","24","24","118","39","118","0.144068","0.415254","0.273305"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","25","24","118","39","118","0.084746","0.305085","0.214213"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","26","24","118","39","118","0.135593","0.381356","0.264907"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","27","24","118","39","118","0.110169","0.364407","0.235887"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","28","24","118","39","118","0.110169","0.381356","0.256099"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","29","24","118","39","118","0.084746","0.338983","0.219821"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","30","24","118","39","118","0.127119","0.423729","0.274228"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","31","24","118","39","118","0.127119","0.40678","0.263534"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","32","24","118","39","118","0.076271","0.305085","0.208128"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","33","24","118","39","118","0.076271","0.313559","0.209761"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","34","24","118","39","118","0.101695","0.322034","0.230238"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","35","24","118","39","118","0.059322","0.279661","0.195818"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","36","24","118","39","118","0.084746","0.347458","0.22728"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","37","24","118","39","118","0.067797","0.313559","0.206772"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","38","24","118","39","118","0.101695","0.313559","0.232096"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","position_slot_shuffle","39","24","118","39","118","0.067797","0.330508","0.212952"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","0","24","118","39","118","0.059322","0.288136","0.187479"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","1","24","118","39","118","0.050847","0.228814","0.159853"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","2","24","118","39","118","0.067797","0.288136","0.186771"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","3","24","118","39","118","0.033898","0.245763","0.168392"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","4","24","118","39","118","0.059322","0.220339","0.172748"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","5","24","118","39","118","0.076271","0.347458","0.215157"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","6","24","118","39","118","0.059322","0.254237","0.180386"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","7","24","118","39","118","0.059322","0.29661","0.190725"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","8","24","118","39","118","0.050847","0.211864","0.166789"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","9","24","118","39","118","0.076271","0.322034","0.208119"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","10","24","118","39","118","0.076271","0.279661","0.192095"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","11","24","118","39","118","0.059322","0.313559","0.197149"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","12","24","118","39","118","0.076271","0.322034","0.203237"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","13","24","118","39","118","0.042373","0.237288","0.164121"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","14","24","118","39","118","0.110169","0.355932","0.253635"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","15","24","118","39","118","0.101695","0.279661","0.212951"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","16","24","118","39","118","0.067797","0.279661","0.199078"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","17","24","118","39","118","0.059322","0.288136","0.188607"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","18","24","118","39","118","0.042373","0.313559","0.18231"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","19","24","118","39","118","0.050847","0.279661","0.178524"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","20","24","118","39","118","0.059322","0.279661","0.185995"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","21","24","118","39","118","0.09322","0.322034","0.211615"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","22","24","118","39","118","0.033898","0.313559","0.165851"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","23","24","118","39","118","0.084746","0.305085","0.211764"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","24","24","118","39","118","0.118644","0.330508","0.235385"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","25","24","118","39","118","0.042373","0.211864","0.15459"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","26","24","118","39","118","0.059322","0.271186","0.180639"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","27","24","118","39","118","0.042373","0.262712","0.171075"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","28","24","118","39","118","0.084746","0.288136","0.20694"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","29","24","118","39","118","0.067797","0.254237","0.180387"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","30","24","118","39","118","0.050847","0.279661","0.178809"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","31","24","118","39","118","0.033898","0.279661","0.174279"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","32","24","118","39","118","0.042373","0.313559","0.182965"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","33","24","118","39","118","0.09322","0.305085","0.210929"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","34","24","118","39","118","0.084746","0.347458","0.217995"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","35","24","118","39","118","0.050847","0.220339","0.164614"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","36","24","118","39","118","0.110169","0.279661","0.224574"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","37","24","118","39","118","0.059322","0.279661","0.188202"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","38","24","118","39","118","0.059322","0.288136","0.186322"
"Mesopotamian_kudurru_deity_symbols","exact_collapsed_length_2_to_8","edge_frame_shuffle","39","24","118","39","118","0.067797","0.254237","0.183562"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","0","246","1123","359","1123","0.048085","0.193232","0.12849"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","1","246","1123","359","1123","0.042743","0.205699","0.127737"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","2","246","1123","359","1123","0.044524","0.213713","0.134689"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","3","246","1123","359","1123","0.057881","0.20748","0.139378"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","4","246","1123","359","1123","0.052538","0.186109","0.130896"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","5","246","1123","359","1123","0.041852","0.230632","0.132113"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","6","246","1123","359","1123","0.045414","0.194123","0.126088"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","7","246","1123","359","1123","0.061443","0.215494","0.142031"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","8","246","1123","359","1123","0.05699","0.232413","0.143726"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","9","246","1123","359","1123","0.031167","0.192342","0.11849"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","10","246","1123","359","1123","0.057881","0.221728","0.141841"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","11","246","1123","359","1123","0.065004","0.203918","0.141926"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","12","246","1123","359","1123","0.035619","0.210151","0.124351"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","13","246","1123","359","1123","0.03829","0.202137","0.122489"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","14","246","1123","359","1123","0.041852","0.223508","0.131262"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","15","246","1123","359","1123","0.041852","0.20748","0.128973"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","16","246","1123","359","1123","0.043633","0.216385","0.129713"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","17","246","1123","359","1123","0.052538","0.228851","0.138407"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","18","246","1123","359","1123","0.032057","0.18878","0.120745"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","19","246","1123","359","1123","0.053428","0.216385","0.136252"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","20","246","1123","359","1123","0.0561","0.211042","0.140072"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","21","246","1123","359","1123","0.032947","0.200356","0.123524"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","22","246","1123","359","1123","0.048085","0.204809","0.133746"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","23","246","1123","359","1123","0.048085","0.212823","0.134243"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","24","246","1123","359","1123","0.050757","0.213713","0.140659"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","25","246","1123","359","1123","0.043633","0.20837","0.13215"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","26","246","1123","359","1123","0.062333","0.222618","0.146691"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","27","246","1123","359","1123","0.045414","0.205699","0.129677"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","28","246","1123","359","1123","0.042743","0.20748","0.132287"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","29","246","1123","359","1123","0.0374","0.18878","0.122142"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","30","246","1123","359","1123","0.033838","0.206589","0.120997"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","31","246","1123","359","1123","0.063224","0.211042","0.143039"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","32","246","1123","359","1123","0.045414","0.205699","0.131422"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","33","246","1123","359","1123","0.050757","0.213713","0.135225"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","34","246","1123","359","1123","0.041852","0.216385","0.128179"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","35","246","1123","359","1123","0.030276","0.200356","0.119296"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","36","246","1123","359","1123","0.03829","0.213713","0.130006"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","37","246","1123","359","1123","0.045414","0.211042","0.132851"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","38","246","1123","359","1123","0.048085","0.209261","0.132083"
"Totem_poles","exact_collapsed_length_2_to_8","global_token_shuffle","39","246","1123","359","1123","0.063224","0.221728","0.146268"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","0","246","1123","359","1123","0.05699","0.24488","0.151059"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","1","246","1123","359","1123","0.049866","0.205699","0.135637"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","2","246","1123","359","1123","0.05699","0.219056","0.144202"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","3","246","1123","359","1123","0.051647","0.238646","0.144764"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","4","246","1123","359","1123","0.047195","0.218166","0.136468"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","5","246","1123","359","1123","0.065004","0.222618","0.147526"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","6","246","1123","359","1123","0.053428","0.225289","0.142954"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","7","246","1123","359","1123","0.049866","0.213713","0.134436"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","8","246","1123","359","1123","0.052538","0.232413","0.146439"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","9","246","1123","359","1123","0.050757","0.213713","0.134708"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","10","246","1123","359","1123","0.05699","0.209261","0.14281"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","11","246","1123","359","1123","0.062333","0.221728","0.145458"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","12","246","1123","359","1123","0.051647","0.217275","0.135341"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","13","246","1123","359","1123","0.062333","0.233304","0.148025"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","14","246","1123","359","1123","0.048085","0.222618","0.136312"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","15","246","1123","359","1123","0.063224","0.251113","0.157673"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","16","246","1123","359","1123","0.047195","0.211932","0.13472"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","17","246","1123","359","1123","0.053428","0.217275","0.141482"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","18","246","1123","359","1123","0.048976","0.219056","0.138917"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","19","246","1123","359","1123","0.052538","0.223508","0.140868"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","20","246","1123","359","1123","0.059662","0.222618","0.145785"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","21","246","1123","359","1123","0.050757","0.217275","0.140733"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","22","246","1123","359","1123","0.052538","0.22707","0.14259"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","23","246","1123","359","1123","0.054319","0.227961","0.144213"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","24","246","1123","359","1123","0.063224","0.239537","0.149922"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","25","246","1123","359","1123","0.042743","0.218166","0.133183"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","26","246","1123","359","1123","0.057881","0.214604","0.142072"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","27","246","1123","359","1123","0.051647","0.224399","0.14028"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","28","246","1123","359","1123","0.036509","0.22707","0.131568"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","29","246","1123","359","1123","0.046305","0.227961","0.138471"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","30","246","1123","359","1123","0.0561","0.229742","0.148684"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","31","246","1123","359","1123","0.049866","0.213713","0.140885"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","32","246","1123","359","1123","0.032057","0.218166","0.128523"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","33","246","1123","359","1123","0.051647","0.219056","0.138781"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","34","246","1123","359","1123","0.061443","0.20837","0.144277"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","35","246","1123","359","1123","0.046305","0.220837","0.138797"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","36","246","1123","359","1123","0.049866","0.22618","0.138603"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","37","246","1123","359","1123","0.0561","0.216385","0.142811"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","38","246","1123","359","1123","0.0561","0.228851","0.143494"
"Totem_poles","exact_collapsed_length_2_to_8","row_internal_shuffle","39","246","1123","359","1123","0.049866","0.236866","0.142393"
"Totem_poles","exact_collapsed_length_2_to_8","position_slot_shuffle","0","246","1123","359","1123","0.073019","0.252004","0.163409"
"Totem_poles","exact_collapsed_length_2_to_8","position_slot_shuffle","1","246","1123","359","1123","0.079252","0.251113","0.168762"
"Totem_poles","exact_collapsed_length_2_to_8","position_slot_shuffle","2","246","1123","359","1123","0.064114","0.254675","0.159419"
"Totem_poles","exact_collapsed_length_2_to_8","position_slot_shuffle","3","246","1123","359","1123","0.066785","0.258237","0.162854"
"Totem_poles","exact_collapsed_length_2_to_8","position_slot_shuffle","4","246","1123","359","1123","0.088157","0.26358","0.178396"
"Totem_poles","exact_collapsed_length_2_to_8","position_slot_shuffle","5","246","1123","359","1123","0.0748","0.243989","0.16088"
"Totem_poles","exact_collapsed_length_2_to_8","position_slot_shuffle","6","246","1123","359","1123","0.077471","0.261799","0.169196"
"Totem_poles","exact_collapsed_length_2_to_8","position_slot_shuffle","7","246","1123","359","1123","0.084595","0.257346","0.170938"
"Totem_poles","exact_collapsed_length_2_to_8","position_slot_shuffle","8","246","1123","359","1123","0.07569","0.252894","0.167706"
"Totem_poles","exact_collapsed_length_2_to_8","position_slot_shuffle","9","246","1123","359","1123","0.076581","0.258237","0.16777"
"Totem_poles","exact_collapsed_length_2_to_8","position_slot_shuffle","10","246","1123","359","1123","0.078362","0.257346","0.168294"
"Totem_poles","exact_collapsed_length_2_to_8","position_slot_shuffle","11","246","1123","359","1123","0.072128","0.261799","0.163568"
"Totem_poles","exact_collapsed_length_2_to_8","position_slot_shuffle","12","246","1123","359","1123","0.076581","0.24488","0.163895"
"Totem_poles","exact_collapsed_length_2_to_8","position_slot_shuffle","13","246","1123","359","1123","0.0748","0.26358","0.170782"
"Totem_poles","exact_collapsed_length_2_to_8","position_slot_shuffle","14","246","1123","359","1123","0.068566","0.257346","0.162167"
"Totem_poles","exact_collapsed_length_2_to_8","position_slot_shuffle","15","246","1123","359","1123","0.081033","0.260018","0.172455"
"Totem_poles","exact_collapsed_length_2_to_8","position_slot_shuffle","16","246","1123","359","1123","0.066785","0.248442","0.1591"
"Totem_poles","exact_collapsed_length_2_to_8","position_slot_shuffle","17","246","1123","359","1123","0.073909","0.259127","0.16585"
"Totem_poles","exact_collapsed_length_2_to_8","position_slot_shuffle","18","246","1123","359","1123","0.081033","0.246661","0.168622"
"Totem_poles","exact_collapsed_length_2_to_8","position_slot_shuffle","19","246","1123","359","1123","0.065895","0.260908","0.162047"
"Totem_poles","exact_collapsed_length_2_to_8","position_slot_shuffle","20","246","1123","359","1123","0.077471","0.26358","0.168076"
"Totem_poles","exact_collapsed_length_2_to_8","position_slot_shuffle","21","246","1123","359","1123","0.073909","0.255565","0.16412"
