id,cisi,site,type,symbol,shape,class,material,condition,text_length,text,register_key,tail_after_002_861,tail_len,tail_initial,tail_position
13.1,Ad-8,Allahdino,MISC,Elep,square,??,Clay,Fair,6,+740-440-503-002-861-000+,Allahdino|MISC|Elep|square,000,1,000,terminal_tail
18.1,-,Bakkar Buthi,POT:T:g,None,-,IM,Clay,Poor,6,+405-844-032-840-002-861+,Bakkar Buthi|POT:T:g|None|-,<END>,0,<END>,bare_terminal
62.1,C-65,Chanhu-daro,SEAL:S,Bull1:W,square,??,Steatite,Good,7,+000-100-240-220-032-002-861+,Chanhu-daro|SEAL:S|Bull1:W|square,<END>,0,<END>,bare_terminal
69.1,C-60,Chanhu-daro,SEAL:S,Bull1:W,square,SP,Steatite,Good,5,+740-176-032-002-861+,Chanhu-daro|SEAL:S|Bull1:W|square,<END>,0,<END>,bare_terminal
76.1,C-74,Chanhu-daro,SEAL:S,Gaur,square,IM,Steatite,Fair,3,+125-002-861+,Chanhu-daro|SEAL:S|Gaur|square,<END>,0,<END>,bare_terminal
132.1,-,Dholavira,SEAL:S,Tigr,square,IT,Steatite,Fair,4,+740-416-002-861+,Dholavira|SEAL:S|Tigr|square,<END>,0,<END>,bare_terminal
136.1,-,Dholavira,SEAL:R,None,rectangular,IM,Steatite,Good,4,+390-016-002-861+,Dholavira|SEAL:R|None|rectangular,<END>,0,<END>,bare_terminal
145.1,Dlv-1,Dholavira,SEAL:S,Bull1:J,square,SP,-,Poor,5,+151-382-031-002-861+,Dholavira|SEAL:S|Bull1:J|square,<END>,0,<END>,bare_terminal
259.1,H-1051,Harappa,SEAL:S,Bull1:I,square,LP,Steatite,Poor,9,+400-740-575-017-920-320-798-002-861+,Harappa|SEAL:S|Bull1:I|square,<END>,0,<END>,bare_terminal
284.1,H-1030,Harappa,SEAL:S,Bull1:W,square,IT,-,Good,5,+090-740-103-002-861+,Harappa|SEAL:S|Bull1:W|square,<END>,0,<END>,bare_terminal
303.1,H-1043,Harappa,SEAL:S,Bull1:W,square,SP,Steatite,Poor,6,+151-760-220-003-002-861+,Harappa|SEAL:S|Bull1:W|square,<END>,0,<END>,bare_terminal
409.2,H-1942,Harappa,TAB:B,Bult,prism,IM,Faience,Good,4,+405-035-002-861+,Harappa|TAB:B|Bult|prism,<END>,0,<END>,bare_terminal
476.2,H-2094,Harappa,TAB:I,None,rectangular,SS,Steatite,Fair,3,+002-861-416+,Harappa|TAB:I|None|rectangular,416,1,416,terminal_tail
488.2,H-2097,Harappa,TAB:I,None,rectangular,SS,Steatite,Good,3,+002-861-416+,Harappa|TAB:I|None|rectangular,416,1,416,terminal_tail
518.2,H-2095,Harappa,TAB:I,None,rectangular,SS,-,Fair,3,+002-861-416+,Harappa|TAB:I|None|rectangular,416,1,416,terminal_tail
537.1,H-1692,Harappa,SEAL:S,None,square,IT,Steatite,Poor,5,+740-390-590-002-861+,Harappa|SEAL:S|None|square,<END>,0,<END>,bare_terminal
594.2,H-2022,Harappa,TAB:B,Phyt,prism,IT,Clay,Fair,5,+740-752-175-002-861+,Harappa|TAB:B|Phyt|prism,<END>,0,<END>,bare_terminal
621.1,-,Harappa,TAB:I,None,rectangular,SS,Steatite,Good,3,+002-861-416+,Harappa|TAB:I|None|rectangular,416,1,416,terminal_tail
665.2,H-2096,Harappa,TAB:I,None,rectangular,SS,-,Good,3,+002-861-416+,Harappa|TAB:I|None|rectangular,416,1,416,terminal_tail
729.2,H-2010,Harappa,TAB:B,Bull1,oval,SP,Faience,Fair,5,+740-482-240-002-861+,Harappa|TAB:B|Bull1|oval,<END>,0,<END>,bare_terminal
771.2,H-1930,Harappa,TAB:B,Gavi,prism,SP,Faience,Fair,5,+408-817-920-002-861+,Harappa|TAB:B|Gavi|prism,<END>,0,<END>,bare_terminal
789.1,H-1785,Harappa,TAB:B,Phyt,rectangular-rounded,IM,Faience,Poor,4,+407-004-002-861+,Harappa|TAB:B|Phyt|rectangular-rounded,<END>,0,<END>,bare_terminal
