id,cisi,site,type,symbol,shape,class,material,condition,text_length,text,register_key,tail_after_002_861,tail_len,tail_initial,tail_position
805.1,H-1788,Harappa,TAB:B,None,rectangular,SP,Faience,Poor,5,+154-806-470-002-861+,Harappa|TAB:B|None|rectangular,<END>,0,<END>,bare_terminal
937.2,H-2011,Harappa,TAB:B,Bull1,elliptical,SP,Clay,Poor,5,+740-482-240-002-861+,Harappa|TAB:B|Bull1|elliptical,<END>,0,<END>,bare_terminal
1004.1,H-1966,Harappa,TAB:B,Gaur,rectangular,SP,Clay,Good,5,+520-233-049-002-861+,Harappa|TAB:B|Gaur|rectangular,<END>,0,<END>,bare_terminal
1024.2,H-1851,Harappa,TAB:B,None,rectangular,SP,Faience,Good,6,+740-803-892-031-002-861+,Harappa|TAB:B|None|rectangular,<END>,0,<END>,bare_terminal
1110.1,H-51,Harappa,SEAL:S,Bull1:W,square,SP,Steatite,Fair,5,+740-643-240-002-861+,Harappa|SEAL:S|Bull1:W|square,<END>,0,<END>,bare_terminal
1114.1,H-55,Harappa,SEAL:S,Bull1:X,square,IM,Steatite,Fair,5,+390-004-002-861-125+,Harappa|SEAL:S|Bull1:X|square,125,1,125,terminal_tail
1170.1,H-129,Harappa,SEAL:R,None,cuboid-convex,LP,Steatite,Good,10,+409-061-740-235-220-031-002-861-244-165+,Harappa|SEAL:R|None|cuboid-convex,244 165,2,244,terminal_tail
1175.1,H-134,Harappa,SEAL:R,None,cuboid-convex,LP,Steatite,Good,7,+740-405-590-220-003-002-861+,Harappa|SEAL:R|None|cuboid-convex,<END>,0,<END>,bare_terminal
1176.1,H-135,Harappa,SEAL:R,None,cuboid-convex,LP,Steatite,Fine,6,+740-773-231-806-002-861+,Harappa|SEAL:R|None|cuboid-convex,<END>,0,<END>,bare_terminal
1414.1,H-410,Harappa,SEAL:S,Bull1:L,square,SC,Steatite,Good,5,+368-840-830-002-861+,Harappa|SEAL:S|Bull1:L|square,<END>,0,<END>,bare_terminal
1434.1,H-444,Harappa,SEAL:S,Bull1:W,square,SP,-,Good,5,+241-220-032-002-861+,Harappa|SEAL:S|Bull1:W|square,<END>,0,<END>,bare_terminal
1436.1,H-446,Harappa,SEAL:S,Bull1:J,square,SP,Steatite,Fair,6,+740-585-798-002-861-216+,Harappa|SEAL:S|Bull1:J|square,216,1,216,terminal_tail
1540.1,H-597,Harappa,SEAL:S,Bull1:J,square,LP,Steatite,Fair,7,+740-390-590-070-032-002-861+,Harappa|SEAL:S|Bull1:J|square,<END>,0,<END>,bare_terminal
1594.1,H-688,Harappa,SEAL,None,-,SP,-,Poor,6,+520-233-002-861-831-165+,Harappa|SEAL|None|-,831 165,2,831,terminal_tail
1622.1,H-719,Harappa,TAB:B,Phyt,rectangular,IM,Faience,Fair,4,+405-004-002-861+,Harappa|TAB:B|Phyt|rectangular,<END>,0,<END>,bare_terminal
1695.1,H-806,Harappa,TAB:B,None,twisted rectangular-rounded,SP,Clay,Fair,5,+740-482-240-002-861+,Harappa|TAB:B|None|twisted rectangular-rounded,<END>,0,<END>,bare_terminal
1696.1,H-807,Harappa,TAB:B,None,twisted rectangular-rounded,SP,-,Poor,5,+740-482-240-002-861+,Harappa|TAB:B|None|twisted rectangular-rounded,<END>,0,<END>,bare_terminal
1697.1,H-808,Harappa,TAB:B,None,twisted rectangular-rounded,SP,-,Poor,5,+740-482-240-002-861+,Harappa|TAB:B|None|twisted rectangular-rounded,<END>,0,<END>,bare_terminal
1792.1,H-910,Harappa,TAB:I,None,rectangular,SS,Steatite,Poor,3,+002-861-416+,Harappa|TAB:I|None|rectangular,416,1,416,terminal_tail
1906.1,K-33,Kalibangan,SEAL:S,Buff,square,IT,Steatite,Fine,3,+226-002-861+,Kalibangan|SEAL:S|Buff|square,<END>,0,<END>,bare_terminal
1908.1,K-40,Kalibangan,SEAL:S,Elep,square,LC,Steatite,Fine,7,+760-031-002-861-791-440-717+,Kalibangan|SEAL:S|Elep|square,791 440 717,3,791,terminal_tail
1938.1,K-82,Kalibangan,TAG:L,Bull1,-,IM,-,Fair,4,+390-003-002-861+,Kalibangan|TAG:L|Bull1|-,<END>,0,<END>,bare_terminal
1940.1,K-85,Kalibangan,TAG:L,Elep,-,IT,-,Fair,4,+520-033-002-861+,Kalibangan|TAG:L|Elep|-,<END>,0,<END>,bare_terminal
1943.1,K-88,Kalibangan,TAG:L,Bull1,-,??,-,Poor,5,+740-000-460-002-861+,Kalibangan|TAG:L|Bull1|-,<END>,0,<END>,bare_terminal
2012.1,L-39,Lothal,SEAL:S,Bull1,square,SC,Steatite,Fair,5,+520-315-002-861-626+,Lothal|SEAL:S|Bull1|square,626,1,626,terminal_tail
2017.1,L-46,Lothal,SEAL:S,Gaur,square,LC,Steatite,Poor,8,+527-388-233-740-176-002-861-392+,Lothal|SEAL:S|Gaur|square,392,1,392,terminal_tail
2024.1,L-57,Lothal,SEAL:S,-,square,SC,-,Fair,3,+832-002-861+,Lothal|SEAL:S|-|square,<END>,0,<END>,bare_terminal
2043.1,L-89,Lothal,SEAL:R,None,cuboid-convex,SP,Steatite,Good,5,+527-555-235-002-861+,Lothal|SEAL:R|None|cuboid-convex,<END>,0,<END>,bare_terminal
2073.1,L-130,Lothal,TAG,Bull1,-,IT,Clay,Fair,3,+236-002-861+,Lothal|TAG|Bull1|-,<END>,0,<END>,bare_terminal
2074.1,L-131,Lothal,TAG,-,-,IT,Clay,Poor,3,+236-002-861+,Lothal|TAG|-|-,<END>,0,<END>,bare_terminal
2165.2,M-2060,Mohenjo-daro,POT:T:g,None,-,IT,Clay,Good,4,+740-176-002-861+,Mohenjo-daro|POT:T:g|None|-,<END>,0,<END>,bare_terminal
2178.1,M-1696,Mohenjo-daro,SEAL:S,Bull1:II,square,LP,Steatite,Fair,7,+520-033-705-220-415-002-861+,Mohenjo-daro|SEAL:S|Bull1:II|square,<END>,0,<END>,bare_terminal
2179.1,M-1880,Mohenjo-daro,SEAL:S,Gaur,square,IT,Steatite,Poor,4,+151-176-002-861+,Mohenjo-daro|SEAL:S|Gaur|square,<END>,0,<END>,bare_terminal
2228.1,M-1697,Mohenjo-daro,SEAL:S,Bull1:W,square,IM,Steatite,Good,4,+390-003-002-861+,Mohenjo-daro|SEAL:S|Bull1:W|square,<END>,0,<END>,bare_terminal
2240.1,M-1674,Mohenjo-daro,SEAL:S,Bull1:J,square,LP,Steatite,Good,7,+090-740-222-231-002-861-683+,Mohenjo-daro|SEAL:S|Bull1:J|square,683,1,683,terminal_tail
2251.1,M-1704,Mohenjo-daro,SEAL:S,Bull1:W,square,IT,Steatite,Good,5,+740-760-605-002-861+,Mohenjo-daro|SEAL:S|Bull1:W|square,<END>,0,<END>,bare_terminal
2256.1,M-1753,Mohenjo-daro,SEAL:S,Bull1:L,square,SP,Steatite,Good,6,+740-760-519-240-002-861+,Mohenjo-daro|SEAL:S|Bull1:L|square,<END>,0,<END>,bare_terminal
2276.1,M-1726,Mohenjo-daro,SEAL:S,Bull1:W,square,SP,Steatite,Good,6,+740-615-495-240-002-861+,Mohenjo-daro|SEAL:S|Bull1:W|square,<END>,0,<END>,bare_terminal
2277.1,M-1990,Mohenjo-daro,SEAL,None,rectangular,LP,Steatite,Poor,7,+740-760-440-240-220-002-861+,Mohenjo-daro|SEAL|None|rectangular,<END>,0,<END>,bare_terminal
2313.1,M-1763,Mohenjo-daro,SEAL:S,Bull1:W,square,LP,Faience,Fair,8,+416-001-565-740-220-032-002-861+,Mohenjo-daro|SEAL:S|Bull1:W|square,<END>,0,<END>,bare_terminal
2318.1,M-2089,Mohenjo-daro,ROD,None,-,SC,Ivory,Poor,3,+002-861-096+,Mohenjo-daro|ROD|None|-,096,1,096,terminal_tail
2323.1,M-1755,Mohenjo-daro,SEAL:S,Bull1:L,square,IT,Steatite,Fair,4,+740-176-002-861+,Mohenjo-daro|SEAL:S|Bull1:L|square,<END>,0,<END>,bare_terminal
2342.1,M-1661,Mohenjo-daro,SEAL:S,Bull1:W,square,LP,Steatite,Good,9,+520-070-219-002-861-032-520-919-140+,Mohenjo-daro|SEAL:S|Bull1:W|square,032 520 919 140,4,032,terminal_tail
2350.1,M-1899,Mohenjo-daro,SEAL:S,Zebu,square,IC,Steatite,Good,4,+924-132-002-861+,Mohenjo-daro|SEAL:S|Zebu|square,<END>,0,<END>,bare_terminal
2357.3,M-1928,Mohenjo-daro,SEAL:S,Buff,square,??,Steatite,Fair,5,+000-233-220-002-861+,Mohenjo-daro|SEAL:S|Buff|square,<END>,0,<END>,bare_terminal
2376.1,M-1842,Mohenjo-daro,SEAL:S,Bull1,square,??,Steatite,Poor,5,+520-000-235-002-861+,Mohenjo-daro|SEAL:S|Bull1|square,<END>,0,<END>,bare_terminal
2388.1,-,Mohenjo-daro,SEAL:S,Bull1:S,square,SP,Steatite,Fair,5,+740-637-240-002-861+,Mohenjo-daro|SEAL:S|Bull1:S|square,<END>,0,<END>,bare_terminal
2389.1,M-1681,Mohenjo-daro,SEAL:S,Bull1:W,square,MS,Steatite,Good,8,+520-072-233-740-798-002-861-832+,Mohenjo-daro|SEAL:S|Bull1:W|square,832,1,832,terminal_tail
2422.1,M-1954,Mohenjo-daro,SEAL:R,None,rectangular,LP,Steatite,Fair,12,+740-407-590-031-752-033-705-220-415-798-002-861+,Mohenjo-daro|SEAL:R|None|rectangular,<END>,0,<END>,bare_terminal
2450.1,M-1750,Mohenjo-daro,SEAL:S,Bull1:W,square,IM,Steatite,Fair,4,+390-004-002-861+,Mohenjo-daro|SEAL:S|Bull1:W|square,<END>,0,<END>,bare_terminal
2509.1,M-1833,Mohenjo-daro,SEAL:S,Bull1:S,square,IM,Steatite,Fair,4,+390-015-002-861+,Mohenjo-daro|SEAL:S|Bull1:S|square,<END>,0,<END>,bare_terminal
2536.1,M-7,Mohenjo-daro,SEAL:S,Bull1:W,square,LP,Steatite,Good,9,+407-845-140-740-101-923-240-002-861+,Mohenjo-daro|SEAL:S|Bull1:W|square,<END>,0,<END>,bare_terminal
2543.1,M-15,Mohenjo-daro,SEAL:S,Bull1:W,square,IT,Steatite,Good,5,+090-740-176-002-861+,Mohenjo-daro|SEAL:S|Bull1:W|square,<END>,0,<END>,bare_terminal
2548.1,M-20,Mohenjo-daro,SEAL:S,Bull1:W,square,LC,Steatite,Good,7,+390-005-002-861-036-460-513+,Mohenjo-daro|SEAL:S|Bull1:W|square,036 460 513,3,036,terminal_tail
2549.1,M-21,Mohenjo-daro,SEAL:S,Bull1:W,square,LP,Steatite,Good,8,+350-001-740-362-692-032-002-861+,Mohenjo-daro|SEAL:S|Bull1:W|square,<END>,0,<END>,bare_terminal
2556.1,M-28,Mohenjo-daro,SEAL:S,Bull1:W,square,LP,Steatite,Good,8,+892-374-740-760-840-416-002-861+,Mohenjo-daro|SEAL:S|Bull1:W|square,<END>,0,<END>,bare_terminal
2575.1,M-47,Mohenjo-daro,SEAL:S,Bull1:J,square,SP,Steatite,Poor,5,+740-760-235-002-861+,Mohenjo-daro|SEAL:S|Bull1:J|square,<END>,0,<END>,bare_terminal
2600.1,M-72,Mohenjo-daro,SEAL:S,Bull1:V,square,LP,Steatite,Poor,7,+740-255-705-140-003-002-861+,Mohenjo-daro|SEAL:S|Bull1:V|square,<END>,0,<END>,bare_terminal
2604.1,M-77,Mohenjo-daro,SEAL:S,Bull1:W,square,SC,Steatite,Good,5,+832-390-803-002-861+,Mohenjo-daro|SEAL:S|Bull1:W|square,<END>,0,<END>,bare_terminal
2618.1,M-91,Mohenjo-daro,SEAL:S,Bull1:S,square,LP,Steatite,Good,9,+740-100-798-220-032-002-861-255-416+,Mohenjo-daro|SEAL:S|Bull1:S|square,255 416,2,255,terminal_tail
2627.1,M-100,Mohenjo-daro,SEAL:S,Bull1:S,square,IT,Steatite,Good,6,+090-740-255-705-002-861+,Mohenjo-daro|SEAL:S|Bull1:S|square,<END>,0,<END>,bare_terminal
2645.1,M-118,Mohenjo-daro,SEAL:S,Bull1:W,square,LP,Steatite,Fair,8,+740-772-033-705-233-803-002-861+,Mohenjo-daro|SEAL:S|Bull1:W|square,<END>,0,<END>,bare_terminal
2669.1,M-142,Mohenjo-daro,SEAL:S,Bull1:J,square,SP,Steatite,Good,4,+136-140-002-861+,Mohenjo-daro|SEAL:S|Bull1:J|square,<END>,0,<END>,bare_terminal
2679.1,M-152,Mohenjo-daro,SEAL:S,Bull1:J,square,IT,Steatite,Good,4,+740-772-002-861+,Mohenjo-daro|SEAL:S|Bull1:J|square,<END>,0,<END>,bare_terminal
2691.1,M-166,Mohenjo-daro,SEAL:S,Bull1:I,square,SP,Steatite,Poor,6,+390-844-240-806-002-861+,Mohenjo-daro|SEAL:S|Bull1:I|square,<END>,0,<END>,bare_terminal
2724.1,M-199,Mohenjo-daro,SEAL:S,Bull1:S,square,LP,Steatite,Fair,7,+090-740-100-415-240-002-861+,Mohenjo-daro|SEAL:S|Bull1:S|square,<END>,0,<END>,bare_terminal
2763.1,M-240,Mohenjo-daro,SEAL:S,Gaur,square,LP,Steatite,Good,7,+520-240-220-032-002-861-603+,Mohenjo-daro|SEAL:S|Gaur|square,603,1,603,terminal_tail
2806.1,M-285,Mohenjo-daro,SEAL:S,Elep,square,SP,Steatite,Fine,5,+504-350-240-002-861+,Mohenjo-daro|SEAL:S|Elep|square,<END>,0,<END>,bare_terminal
2834.1,M-316,Mohenjo-daro,SEAL:S,None,square,SC,Steatite,Poor,5,+367-390-710-002-861+,Mohenjo-daro|SEAL:S|None|square,<END>,0,<END>,bare_terminal
2845.1,M-327,Mohenjo-daro,SEAL:S,Bull1:J,square,IT,Steatite,Good,4,+740-519-002-861+,Mohenjo-daro|SEAL:S|Bull1:J|square,<END>,0,<END>,bare_terminal
2847.1,M-329,Mohenjo-daro,SEAL:S,None,square,SS,Steatite,Fair,3,+002-861-698+,Mohenjo-daro|SEAL:S|None|square,698,1,698,terminal_tail
2848.1,M-330,Mohenjo-daro,SEAL:S,None,square,SS,Steatite,Fair,3,+002-861-698+,Mohenjo-daro|SEAL:S|None|square,698,1,698,terminal_tail
2851.1,M-355,Mohenjo-daro,SEAL:R,None,cuboid-convex,LP,Steatite,Good,13,+740-877-032-033-705-231-235-002-861-360-520-919-140+,Mohenjo-daro|SEAL:R|None|cuboid-convex,360 520 919 140,4,360,terminal_tail
2872.1,M-376,Mohenjo-daro,SEAL:R,None,cuboid-convex,IT,Steatite,Fair,7,+740-100-176-002-861-533-717+,Mohenjo-daro|SEAL:R|None|cuboid-convex,533 717,2,533,terminal_tail
2887.1,M-391,Mohenjo-daro,SEAL:R,None,cuboid-convex,LP,-,Good,12,+405-845-686-740-793-003-233-805-002-861-533-717+,Mohenjo-daro|SEAL:R|None|cuboid-convex,533 717,2,533,terminal_tail
2938.1,M-453,Mohenjo-daro,TAB:B,Scene,rectangular,SP,Faience,Fair,6,+740-032-840-220-002-861+,Mohenjo-daro|TAB:B|Scene|rectangular,<END>,0,<END>,bare_terminal
3080.1,M-629,Mohenjo-daro,SEAL:S,Bull1:W,square,LP,-,Fine,7,+679-740-176-240-798-002-861+,Mohenjo-daro|SEAL:S|Bull1:W|square,<END>,0,<END>,bare_terminal
3096.1,M-653,Mohenjo-daro,SEAL:S,Bull1:W,square,SP,Steatite,Poor,5,+679-740-235-002-861+,Mohenjo-daro|SEAL:S|Bull1:W|square,<END>,0,<END>,bare_terminal
3115.1,M-677,Mohenjo-daro,SEAL:S,Bull1:L,square,LP,-,Fair,11,+740-923-070-032-033-706-231-242-002-861-901+,Mohenjo-daro|SEAL:S|Bull1:L|square,901,1,901,terminal_tail
3133.1,M-706,Mohenjo-daro,SEAL:S,Bull1:W,square,SP,Steatite,Poor,6,+740-773-240-002-861-031+,Mohenjo-daro|SEAL:S|Bull1:W|square,031,1,031,terminal_tail
3137.1,M-712,Mohenjo-daro,SEAL:S,Bull1:W,square,IM,Steatite,Poor,4,+390-003-002-861+,Mohenjo-daro|SEAL:S|Bull1:W|square,<END>,0,<END>,bare_terminal
3139.1,M-714,Mohenjo-daro,SEAL:S,Bull1:W,square,LP,Steatite,Fair,11,+740-585-017-033-705-233-798-803-002-861-603+,Mohenjo-daro|SEAL:S|Bull1:W|square,603,1,603,terminal_tail
3142.1,M-717,Mohenjo-daro,SEAL:S,Bull1:J,square,IT,Steatite,Good,5,+740-142-061-002-861+,Mohenjo-daro|SEAL:S|Bull1:J|square,<END>,0,<END>,bare_terminal
3147.1,M-723,Mohenjo-daro,SEAL:S,Bull1,square,LP,Steatite,Fair,8,+740-460-510-235-220-032-002-861+,Mohenjo-daro|SEAL:S|Bull1|square,<END>,0,<END>,bare_terminal
3148.1,M-724,Mohenjo-daro,SEAL:S,Bull1:J,square,IM,-,Good,5,+390-721-790-002-861+,Mohenjo-daro|SEAL:S|Bull1:J|square,<END>,0,<END>,bare_terminal
3195.1,M-781,Mohenjo-daro,SEAL:S,Bull1:S,square,IT,Steatite,Fair,5,+520-033-706-002-861+,Mohenjo-daro|SEAL:S|Bull1:S|square,<END>,0,<END>,bare_terminal
3197.1,M-783,Mohenjo-daro,SEAL:S,Bull1:S,square,IT,Steatite,Good,4,+151-061-002-861+,Mohenjo-daro|SEAL:S|Bull1:S|square,<END>,0,<END>,bare_terminal
3199.1,M-785,Mohenjo-daro,SEAL:S,Bull1:S,square,IT,Steatite,Poor,5,+740-255-705-002-861+,Mohenjo-daro|SEAL:S|Bull1:S|square,<END>,0,<END>,bare_terminal
3207.1,M-793,Mohenjo-daro,SEAL:S,Bull1:W,square,LP,-,Poor,7,+740-388-235-240-798-002-861+,Mohenjo-daro|SEAL:S|Bull1:W|square,<END>,0,<END>,bare_terminal
3208.1,M-794,Mohenjo-daro,SEAL:S,Bull1:S,square,SP,Steatite,Good,4,+804-231-002-861+,Mohenjo-daro|SEAL:S|Bull1:S|square,<END>,0,<END>,bare_terminal
3226.1,M-813,Mohenjo-daro,SEAL:S,Bull1:S,square,IT,-,Good,5,+161-390-590-002-861+,Mohenjo-daro|SEAL:S|Bull1:S|square,<END>,0,<END>,bare_terminal
3228.1,M-815,Mohenjo-daro,SEAL:S,Bull1:W,square,SP,Faience,Good,6,+520-070-233-798-002-861+,Mohenjo-daro|SEAL:S|Bull1:W|square,<END>,0,<END>,bare_terminal
3246.1,M-834,Mohenjo-daro,SEAL:S,Bull1:J,square,IT,Faience,Good,6,+151-390-590-900-002-861+,Mohenjo-daro|SEAL:S|Bull1:J|square,<END>,0,<END>,bare_terminal
3262.1,M-850,Mohenjo-daro,SEAL:S,Bull1:L,square,IT,Steatite,Fair,5,+740-100-415-002-861+,Mohenjo-daro|SEAL:S|Bull1:L|square,<END>,0,<END>,bare_terminal
3279.1,M-869,Mohenjo-daro,SEAL:S,Bull1:S,square,IT,-,Poor,5,+740-100-415-002-861+,Mohenjo-daro|SEAL:S|Bull1:S|square,<END>,0,<END>,bare_terminal
3306.1,M-901,Mohenjo-daro,SEAL:S,Bull1,square,SP,Steatite,Poor,4,+090-125-002-861+,Mohenjo-daro|SEAL:S|Bull1|square,<END>,0,<END>,bare_terminal
3315.1,M-918,Mohenjo-daro,SEAL:S,Bull1,square,IM,-,Poor,4,+390-869-002-861+,Mohenjo-daro|SEAL:S|Bull1|square,<END>,0,<END>,bare_terminal
3329.1,M-934,Mohenjo-daro,SEAL:S,Bull1:W,square,SP,Steatite,Good,5,+526-555-235-002-861+,Mohenjo-daro|SEAL:S|Bull1:W|square,<END>,0,<END>,bare_terminal
3336.1,M-941,Mohenjo-daro,SEAL:S,Bull1:S,square,??,Steatite,Good,6,+000-642-240-031-002-861+,Mohenjo-daro|SEAL:S|Bull1:S|square,<END>,0,<END>,bare_terminal
3421.1,M-1044,Mohenjo-daro,SEAL:S,Bull,square,SP,Steatite,Poor,5,+520-220-032-002-861+,Mohenjo-daro|SEAL:S|Bull|square,<END>,0,<END>,bare_terminal
3437.1,M-1063,Mohenjo-daro,SEAL:S,-,square,IM,Steatite,Poor,4,+407-004-002-861+,Mohenjo-daro|SEAL:S|-|square,<END>,0,<END>,bare_terminal
3486.1,M-1115,Mohenjo-daro,SEAL:S,Zebu,square,SP,Steatite,Poor,5,+740-335-233-002-861+,Mohenjo-daro|SEAL:S|Zebu|square,<END>,0,<END>,bare_terminal
3509.1,M-1148,Mohenjo-daro,SEAL:S,Elep,square,SP,Steatite,Good,4,+520-220-002-861+,Mohenjo-daro|SEAL:S|Elep|square,<END>,0,<END>,bare_terminal
3513.1,M-1152,Mohenjo-daro,SEAL:S,Elep,square,SP,Steatite,Good,6,+740-032-840-235-002-861+,Mohenjo-daro|SEAL:S|Elep|square,<END>,0,<END>,bare_terminal
3520.1,M-1160,Mohenjo-daro,SEAL:S,Elep,square,??,Steatite,Fair,5,+000-136-031-002-861+,Mohenjo-daro|SEAL:S|Elep|square,<END>,0,<END>,bare_terminal
3521.1,M-1161,Mohenjo-daro,SEAL:S,Elep,square,SP,Steatite,Good,5,+520-233-031-002-861+,Mohenjo-daro|SEAL:S|Elep|square,<END>,0,<END>,bare_terminal
3556.2,M-1206,Mohenjo-daro,SEAL:S,Gaur,square,IT,Steatite,Good,6,+740-690-435-255-002-861+,Mohenjo-daro|SEAL:S|Gaur|square,<END>,0,<END>,bare_terminal
3574.1,M-1267,Mohenjo-daro,SEAL:R,None,rectangular,IT,Steatite,Poor,7,+416-001-740-720-175-002-861+,Mohenjo-daro|SEAL:R|None|rectangular,<END>,0,<END>,bare_terminal
3580.1,M-1273,Mohenjo-daro,SEAL:R,None,rectangular,IT,Steatite,Good,5,+740-055-002-861-603+,Mohenjo-daro|SEAL:R|None|rectangular,603,1,603,terminal_tail
3648.1,M-1343,Mohenjo-daro,SEAL,None,-,SP,Steatite,Poor,6,+740-390-590-235-002-861+,Mohenjo-daro|SEAL|None|-,<END>,0,<END>,bare_terminal
3711.1,M-1426,Mohenjo-daro,TAB:B,None,prism,LP,Clay,Fair,8,+740-760-036-220-415-798-002-861+,Mohenjo-daro|TAB:B|None|prism,<END>,0,<END>,bare_terminal
3844.2,M-1658,Mohenjo-daro,MISC,None,-,??,-,Poor,4,+000-016-002-861+,Mohenjo-daro|MISC|None|-,<END>,0,<END>,bare_terminal
3908.1,M-1670,Mohenjo-daro,SEAL:S,Bull1:II,square,LP,-,Good,6,+740-760-001-233-002-861+,Mohenjo-daro|SEAL:S|Bull1:II|square,<END>,0,<END>,bare_terminal
3909.1,M-1698,Mohenjo-daro,SEAL:S,Bull1:W,square,LP,-,Good,7,+740-482-033-705-002-861-803+,Mohenjo-daro|SEAL:S|Bull1:W|square,803,1,803,terminal_tail
3970.1,H-1130,Harappa,TAB:B,None,rectangular-round,SP,-,Poor,5,+740-482-240-002-861+,Harappa|TAB:B|None|rectangular-round,<END>,0,<END>,bare_terminal
3971.1,H-1131,Harappa,TAB:B,None,twisted rectangular,SP,-,Poor,5,+740-482-240-002-861+,Harappa|TAB:B|None|twisted rectangular,<END>,0,<END>,bare_terminal
4010.1,M-1973,Mohenjo-daro,SEAL:R,None,rectangular,LP,-,Fair,7,+740-575-017-233-550-002-861+,Mohenjo-daro|SEAL:R|None|rectangular,<END>,0,<END>,bare_terminal
4034.1,M-2087,Mohenjo-daro,ROD,None,-,??,Ivory,Poor,7,+820-000-032-740-904-002-861+,Mohenjo-daro|ROD|None|-,<END>,0,<END>,bare_terminal
4195.1,-,Dholavira,SEAL:S,Bull1:V,square,SP,Steatite,Good,5,+820-390-590-002-861+,Dholavira|SEAL:S|Bull1:V|square,<END>,0,<END>,bare_terminal
4272.1,-,Dholavira,SEAL:R,None,cuboid-convex,SP,Steatite,Good,4,+405-016-002-861+,Dholavira|SEAL:R|None|cuboid-convex,<END>,0,<END>,bare_terminal
