context,sign,context_rows,a,b,c,d,share,background_share,relative_rate,fisher_p
type_tab_c,470,94,0,94,4,3405,0,0.0011733646230566149,0,0.9999999999970496
type_tab_c,502,94,0,94,4,3405,0,0.0011733646230566149,0,0.9999999999970496
type_tab_c,531,94,0,94,4,3405,0,0.0011733646230566149,0,0.9999999999970496
type_tab_c,543,94,0,94,4,3405,0,0.0011733646230566149,0,0.9999999999970496
type_tab_c,637,94,0,94,4,3405,0,0.0011733646230566149,0,0.9999999999970496
type_tab_c,643,94,0,94,4,3405,0,0.0011733646230566149,0,0.9999999999970496
type_tab_c,685,94,0,94,4,3405,0,0.0011733646230566149,0,0.9999999999970496
type_tab_c,704,94,0,94,4,3405,0,0.0011733646230566149,0,0.9999999999970496
type_tab_c,879,94,0,94,4,3405,0,0.0011733646230566149,0,0.9999999999970496
type_tab_c,893,94,0,94,4,3405,0,0.0011733646230566149,0,0.9999999999970496
type_tab_c,898,94,0,94,4,3405,0,0.0011733646230566149,0,0.9999999999970496
type_tab_c,922,94,0,94,4,3405,0,0.0011733646230566149,0,0.9999999999970496
type_tab_c,019,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,049,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,098,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,103,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,132,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,139,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,153,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,159,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,160,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,201,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,242,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,244,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,272,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,279,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,285,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,323,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,362,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,442,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,443,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,472,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,521,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,564,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,600,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,603,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,634,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,710,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,842,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,868,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,871,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,890,94,0,94,5,3404,0,0.0014667057788207685,0,0.9999999999981004
type_tab_c,060,94,0,94,208,3201,0,0.061014960398943975,0,0.9999999999982003
type_tab_c,026,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,037,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,039,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,043,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,044,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,047,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,050,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,051,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,057,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,058,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,068,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,069,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,074,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,075,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,083,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,084,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,085,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,102,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,106,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,107,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,110,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,113,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,115,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,116,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,119,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,123,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,129,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,131,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,135,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,138,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,141,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,147,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,152,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,166,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,169,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,170,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,172,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,173,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,178,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,179,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,180,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,194,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,203,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,206,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,207,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,208,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,209,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,224,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,225,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,228,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,237,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,251,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,253,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,256,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,261,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,265,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,270,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,271,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,276,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,280,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,290,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,293,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,295,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,303,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,305,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,306,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,316,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,325,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,327,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,329,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,338,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,340,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,342,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,344,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,348,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,363,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,372,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,375,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,376,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,383,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,385,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,387,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,389,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,393,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,394,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,403,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,404,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,410,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,412,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,418,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,427,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,428,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,429,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,430,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,445,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,451,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,453,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,454,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,458,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,461,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,462,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,466,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,469,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,471,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,473,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,474,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,481,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,493,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,505,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,506,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,512,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,514,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,532,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,535,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,542,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,546,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,547,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,562,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,563,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,571,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,573,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,576,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,577,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,591,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,593,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,599,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,601,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,602,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,606,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,616,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,620,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,623,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,628,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,629,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,633,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,635,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,638,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,639,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,640,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,641,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,646,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,682,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,684,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,686,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,693,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,694,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,699,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,701,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,707,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,708,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,709,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,713,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,714,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,715,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,718,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,719,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,722,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,723,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,725,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,728,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,729,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,731,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,733,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,734,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,735,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,736,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,750,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,751,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,761,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,762,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,763,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,764,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,765,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,766,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,768,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,778,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,783,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,784,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,793,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,796,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,801,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,809,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,811,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,815,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,816,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,826,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,827,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,830,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,835,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,837,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,855,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,857,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,858,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,859,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,860,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,862,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,863,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,864,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,866,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,872,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,874,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,875,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,876,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,878,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,894,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,895,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,896,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,897,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,902,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,907,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,911,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,914,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,918,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,925,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,926,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,932,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,943,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,944,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,945,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,946,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,947,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,951,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,952,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,953,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,958,94,0,94,1,3408,0,0.0002933411557641537,0,0.9999999999984103
type_tab_c,014,94,0,94,8,3401,0,0.0023467292461132297,0,0.9999999999984404
type_tab_c,015,94,0,94,8,3401,0,0.0023467292461132297,0,0.9999999999984404
type_tab_c,067,94,0,94,8,3401,0,0.0023467292461132297,0,0.9999999999984404
type_tab_c,101,94,0,94,8,3401,0,0.0023467292461132297,0,0.9999999999984404
type_tab_c,137,94,0,94,8,3401,0,0.0023467292461132297,0,0.9999999999984404
type_tab_c,155,94,0,94,8,3401,0,0.0023467292461132297,0,0.9999999999984404
type_tab_c,167,94,0,94,8,3401,0,0.0023467292461132297,0,0.9999999999984404
type_tab_c,204,94,0,94,8,3401,0,0.0023467292461132297,0,0.9999999999984404
type_tab_c,260,94,0,94,8,3401,0,0.0023467292461132297,0,0.9999999999984404
type_tab_c,370,94,0,94,8,3401,0,0.0023467292461132297,0,0.9999999999984404
type_tab_c,391,94,0,94,8,3401,0,0.0023467292461132297,0,0.9999999999984404
type_tab_c,504,94,0,94,8,3401,0,0.0023467292461132297,0,0.9999999999984404
type_tab_c,626,94,0,94,8,3401,0,0.0023467292461132297,0,0.9999999999984404
type_tab_c,711,94,0,94,8,3401,0,0.0023467292461132297,0,0.9999999999984404
type_tab_c,776,94,0,94,8,3401,0,0.0023467292461132297,0,0.9999999999984404
type_tab_c,804,94,0,94,8,3401,0,0.0023467292461132297,0,0.9999999999984404
type_tab_c,808,94,0,94,8,3401,0,0.0023467292461132297,0,0.9999999999984404
type_tab_c,924,94,0,94,8,3401,0,0.0023467292461132297,0,0.9999999999984404
type_tab_c,006,94,0,94,6,3403,0,0.0017600469345849222,0,0.999999999998508
type_tab_c,007,94,0,94,6,3403,0,0.0017600469345849222,0,0.999999999998508
type_tab_c,036,94,0,94,6,3403,0,0.0017600469345849222,0,0.999999999998508
type_tab_c,048,94,0,94,6,3403,0,0.0017600469345849222,0,0.999999999998508
type_tab_c,150,94,0,94,6,3403,0,0.0017600469345849222,0,0.999999999998508
type_tab_c,219,94,0,94,6,3403,0,0.0017600469345849222,0,0.999999999998508
type_tab_c,221,94,0,94,6,3403,0,0.0017600469345849222,0,0.999999999998508
type_tab_c,234,94,0,94,6,3403,0,0.0017600469345849222,0,0.999999999998508
type_tab_c,263,94,0,94,6,3403,0,0.0017600469345849222,0,0.999999999998508
type_tab_c,346,94,0,94,6,3403,0,0.0017600469345849222,0,0.999999999998508
type_tab_c,380,94,0,94,6,3403,0,0.0017600469345849222,0,0.999999999998508
type_tab_c,392,94,0,94,6,3403,0,0.0017600469345849222,0,0.999999999998508
type_tab_c,426,94,0,94,6,3403,0,0.0017600469345849222,0,0.999999999998508
type_tab_c,436,94,0,94,6,3403,0,0.0017600469345849222,0,0.999999999998508
type_tab_c,456,94,0,94,6,3403,0,0.0017600469345849222,0,0.999999999998508
type_tab_c,572,94,0,94,6,3403,0,0.0017600469345849222,0,0.999999999998508
type_tab_c,604,94,0,94,6,3403,0,0.0017600469345849222,0,0.999999999998508
type_tab_c,611,94,0,94,6,3403,0,0.0017600469345849222,0,0.999999999998508
type_tab_c,642,94,0,94,6,3403,0,0.0017600469345849222,0,0.999999999998508
type_tab_c,698,94,0,94,6,3403,0,0.0017600469345849222,0,0.999999999998508
type_tab_c,791,94,0,94,6,3403,0,0.0017600469345849222,0,0.999999999998508
type_tab_c,825,94,0,94,6,3403,0,0.0017600469345849222,0,0.999999999998508
type_tab_c,849,94,0,94,6,3403,0,0.0017600469345849222,0,0.999999999998508
type_tab_c,869,94,0,94,6,3403,0,0.0017600469345849222,0,0.999999999998508
type_tab_c,820,94,0,94,210,3199,0,0.061601642710472276,0,0.9999999999988202
type_tab_c,012,94,0,94,3,3406,0,0.0008800234672924611,0,0.9999999999989787
type_tab_c,025,94,0,94,3,3406,0,0.0008800234672924611,0,0.9999999999989787
type_tab_c,028,94,0,94,3,3406,0,0.0008800234672924611,0,0.9999999999989787
type_tab_c,046,94,0,94,3,3406,0,0.0008800234672924611,0,0.9999999999989787
type_tab_c,056,94,0,94,3,3406,0,0.0008800234672924611,0,0.9999999999989787
type_tab_c,062,94,0,94,3,3406,0,0.0008800234672924611,0,0.9999999999989787
type_tab_c,096,94,0,94,3,3406,0,0.0008800234672924611,0,0.9999999999989787
type_tab_c,105,94,0,94,3,3406,0,0.0008800234672924611,0,0.9999999999989787
type_tab_c,118,94,0,94,3,3406,0,0.0008800234672924611,0,0.9999999999989787
type_tab_c,134,94,0,94,3,3406,0,0.0008800234672924611,0,0.9999999999989787
type_tab_c,145,94,0,94,3,3406,0,0.0008800234672924611,0,0.9999999999989787
type_tab_c,168,94,0,94,3,3406,0,0.0008800234672924611,0,0.9999999999989787
type_tab_c,177,94,0,94,3,3406,0,0.0008800234672924611,0,0.9999999999989787
type_tab_c,193,94,0,94,3,3406,0,0.0008800234672924611,0,0.9999999999989787
