policy,cisi,length,actual_minus_reversed,actual_vs_reversed,actual_minus_shuffle_mean,actual_beats_shuffle_mean
provisional_high_medium_map,M-17,5,4.356709,actual_higher,3.392038,True
provisional_high_medium_map,M-18,3,0.693147,actual_higher,-0.761922,False
provisional_high_medium_map,M-21,8,7.293018,actual_higher,5.21872,True
provisional_high_medium_map,M-24,7,9.100526,actual_higher,7.019056,True
provisional_high_medium_map,M-26,5,7.714231,actual_higher,5.417004,True
provisional_high_medium_map,M-29,9,11.29775,actual_higher,8.618641,True
provisional_high_medium_map,M-30,7,8.237479,actual_higher,6.873323,True
provisional_high_medium_map,M-31,6,6.461468,actual_higher,5.749638,True
provisional_high_medium_map,M-32,4,10.396964,actual_higher,6.889554,True
provisional_high_medium_map,M-33,7,5.886104,actual_higher,4.40159,True
provisional_high_medium_map,M-34,7,5.480639,actual_higher,4.310419,True
provisional_high_medium_map,M-35,7,8.658693,actual_higher,6.404659,True
provisional_high_medium_map,M-36,9,8.930626,actual_higher,7.714344,True
provisional_high_medium_map,M-37,3,4.941642,actual_higher,3.166473,True
provisional_high_medium_map,M-38,13,12.684044,actual_higher,10.535665,True
provisional_high_medium_map,M-40,5,0.693147,actual_higher,0.221807,True
provisional_high_medium_map,M-42,5,9.218309,actual_higher,7.256777,True
provisional_high_medium_map,M-43,6,5.192957,actual_higher,5.008445,True
provisional_high_medium_map,M-44,8,9.035987,actual_higher,7.629019,True
provisional_high_medium_map,M-46,8,11.585432,actual_higher,9.192483,True
provisional_high_medium_map,M-47,5,13.130332,actual_higher,10.538666,True
provisional_high_medium_map,M-48,6,4.644391,actual_higher,3.205683,True
provisional_high_medium_map,M-51,8,9.862666,actual_higher,7.589565,True
provisional_high_medium_map,M-52,10,5.326488,actual_higher,5.713147,True
provisional_high_medium_map,M-53,9,9.639522,actual_higher,7.386103,True
provisional_high_medium_map,M-54,7,5.411646,actual_higher,4.532641,True
provisional_high_medium_map,M-56,8,7.56008,actual_higher,5.885391,True
provisional_high_medium_map,M-57,6,1.791759,actual_higher,0.928452,True
provisional_high_medium_map,M-58,5,10.827746,actual_higher,8.246595,True
provisional_high_medium_map,M-59,5,2.079442,actual_higher,1.230248,True
provisional_high_medium_map,M-63,4,2.484907,actual_higher,1.935872,True
provisional_high_medium_map,M-64,6,4.941642,actual_higher,3.908919,True
provisional_high_medium_map,M-65,6,3.555348,actual_higher,2.764027,True
provisional_high_medium_map,M-69,5,7.649693,actual_higher,5.300099,True
provisional_high_medium_map,M-70,5,7.069874,actual_higher,4.601937,True
provisional_high_medium_map,M-71,6,2.484907,actual_higher,1.47865,True
provisional_high_medium_map,M-74,4,1.609438,actual_higher,0.980808,True
provisional_high_medium_map,M-75,5,10.981897,actual_higher,8.56925,True
provisional_high_medium_map,M-77,5,6.733402,actual_higher,5.066011,True
provisional_high_medium_map,M-78,4,5.480639,actual_higher,3.92716,True
provisional_high_medium_map,M-80,5,7.138867,actual_higher,5.269786,True
provisional_high_medium_map,M-82,6,1.455287,actual_higher,2.22172,True
provisional_high_medium_map,M-83,3,1.871802,actual_higher,1.36153,True
provisional_high_medium_map,M-84,6,6.866933,actual_higher,4.989521,True
provisional_high_medium_map,M-85,5,3.044522,actual_higher,2.602337,True
provisional_high_medium_map,M-86,7,8.39163,actual_higher,6.774085,True
provisional_high_medium_map,M-87,3,0.693147,actual_higher,0.457477,True
provisional_high_medium_map,M-88,3,1.098612,actual_higher,0.488236,True
provisional_high_medium_map,M-89,5,5.480639,actual_higher,3.957343,True
provisional_high_medium_map,M-90,6,11.520894,actual_higher,8.885648,True
provisional_high_medium_map,M-91,9,13.024971,actual_higher,10.081777,True
provisional_high_medium_map,M-92,7,7.56008,actual_higher,6.286184,True
provisional_high_medium_map,M-93,5,2.70805,actual_higher,1.965339,True
provisional_high_medium_map,M-94,5,7.56008,actual_higher,4.856506,True
provisional_high_medium_map,M-95,5,4.356709,actual_higher,3.160203,True
provisional_high_medium_map,M-96,2,2.302585,actual_higher,1.105241,True
provisional_high_medium_map,M-97,3,2.302585,actual_higher,1.69005,True
provisional_high_medium_map,M-99,5,5.192957,actual_higher,3.634992,True
provisional_high_medium_map,M-100,6,10.892285,actual_higher,7.865542,True
provisional_high_medium_map,M-101,6,7.912057,actual_higher,5.385703,True
provisional_high_medium_map,M-102,4,1.386294,actual_higher,0.554247,True
provisional_high_medium_map,M-103,4,5.337538,actual_higher,4.043671,True
provisional_high_medium_map,M-104,5,6.238325,actual_higher,4.064513,True
provisional_high_medium_map,M-107,6,4.49981,actual_higher,3.697771,True
provisional_high_medium_map,M-108,7,2.367124,actual_higher,1.842323,True
provisional_high_medium_map,M-109,7,7.783224,actual_higher,5.939473,True
provisional_high_medium_map,M-112,8,6.802395,actual_higher,5.603652,True
provisional_high_medium_map,M-113,6,6.173786,actual_higher,4.768224,True
provisional_high_medium_map,M-114,6,8.188689,actual_higher,6.485454,True
provisional_high_medium_map,M-115,8,4.644391,actual_higher,4.124691,True
provisional_high_medium_map,M-116,7,11.926359,actual_higher,9.555498,True
provisional_high_medium_map,M-117,8,7.5807,actual_higher,7.044099,True
provisional_high_medium_map,M-118,8,14.853098,actual_higher,12.598211,True
provisional_high_medium_map,M-119,10,4.564348,actual_higher,3.258182,True
provisional_high_medium_map,M-121,5,7.272398,actual_higher,5.466902,True
provisional_high_medium_map,M-122,3,6.194405,actual_higher,3.777454,True
provisional_high_medium_map,M-123,4,0.693147,actual_higher,0.198386,True
provisional_high_medium_map,M-124,4,8.188689,actual_higher,5.710573,True
provisional_high_medium_map,M-127,5,0.693147,actual_higher,-0.544485,False
provisional_high_medium_map,M-128,6,6.39693,actual_higher,4.58253,True
provisional_high_medium_map,M-129,6,5.68358,actual_higher,4.395549,True
provisional_high_medium_map,M-130,6,7.138867,actual_higher,5.451309,True
provisional_high_medium_map,M-131,6,7.56008,actual_higher,4.415972,True
provisional_high_medium_map,M-132,3,4.094345,actual_higher,2.56014,True
provisional_high_medium_map,M-133,8,1.791759,actual_higher,1.681898,True
provisional_high_medium_map,M-134,3,1.252763,actual_higher,0.75987,True
provisional_high_medium_map,M-135,4,5.501258,actual_higher,4.720322,True
provisional_high_medium_map,M-136,7,8.030084,actual_higher,5.671548,True
provisional_high_medium_map,M-138,3,5.886104,actual_higher,3.704315,True
provisional_high_medium_map,M-139,5,0,tie,-0.554518,False
provisional_high_medium_map,M-140,7,7.56008,actual_higher,6.222168,True
provisional_high_medium_map,M-142,4,6.040255,actual_higher,3.81048,True
provisional_high_medium_map,M-143,6,6.733402,actual_higher,4.76118,True
provisional_high_medium_map,M-144,6,11.926359,actual_higher,9.864318,True
provisional_high_medium_map,M-145,4,4.094345,actual_higher,2.589576,True
provisional_high_medium_map,M-146,5,7.244228,actual_higher,6.339469,True
provisional_high_medium_map,M-147,6,1.856298,actual_higher,2.915131,True
provisional_high_medium_map,M-148,3,4.094345,actual_higher,1.589492,True
provisional_high_medium_map,M-149,5,8.881836,actual_higher,6.708358,True
provisional_high_medium_map,M-150,2,3.401197,actual_higher,1.802635,True
provisional_high_medium_map,M-151,3,1.386294,actual_higher,0.970406,True
provisional_high_medium_map,M-152,4,10.827746,actual_higher,7.521906,True
provisional_high_medium_map,M-153,3,0.693147,actual_higher,0.429751,True
provisional_high_medium_map,M-154,7,4.248495,actual_higher,3.484548,True
provisional_high_medium_map,M-155,3,4.787492,actual_higher,3.089784,True
provisional_high_medium_map,M-157,7,8.253228,actual_higher,7.42885,True
provisional_high_medium_map,M-158,4,5.455321,actual_higher,3.82734,True
provisional_high_medium_map,M-159,5,4.094345,actual_higher,3.184721,True
provisional_high_medium_map,M-160,6,3.583519,actual_higher,2.290961,True
provisional_high_medium_map,M-163,5,6.615619,actual_higher,5.804156,True
provisional_high_medium_map,M-164,5,10.134599,actual_higher,7.193524,True
provisional_high_medium_map,M-166,6,9.991498,actual_higher,8.370343,True
provisional_high_medium_map,M-170,8,8.748305,actual_higher,6.902724,True
provisional_high_medium_map,M-171,8,5.857933,actual_higher,4.003535,True
provisional_high_medium_map,M-172,6,0,tie,-0.28419,False
provisional_high_medium_map,M-173,5,5.192957,actual_higher,3.693899,True
provisional_high_medium_map,M-174,6,12.214041,actual_higher,10.289531,True
provisional_high_medium_map,M-177,4,3.258097,actual_higher,3.269636,True
provisional_high_medium_map,M-178,2,2.970414,actual_higher,1.188166,True
provisional_high_medium_map,M-179,2,3.951244,actual_higher,2.054647,True
provisional_high_medium_map,M-180,2,4.094345,actual_higher,1.883398,True
provisional_high_medium_map,M-181,5,1.94591,actual_higher,2.014205,True
provisional_high_medium_map,M-183,4,3.73767,actual_higher,2.983834,True
provisional_high_medium_map,M-184,4,4.85203,actual_higher,2.851985,True
provisional_high_medium_map,M-182,2,5.192957,actual_higher,2.181042,True
mayig_observed_parpola,M-1,5,2.772589,actual_higher,1.336688,True
mayig_observed_parpola,M-3,3,-0.693147,reversed_higher,-0.558322,False
mayig_observed_parpola,M-5,6,11.387362,actual_higher,8.988526,True
mayig_observed_parpola,M-6,4,-1.504077,reversed_higher,-0.218951,False
mayig_observed_parpola,M-8,3,-0.405465,reversed_higher,-0.471496,False
mayig_observed_parpola,M-9,3,-1.098612,reversed_higher,-0.64791,False
mayig_observed_parpola,M-12,9,10.673596,actual_higher,8.646432,True
mayig_observed_parpola,M-13,3,0.693147,actual_higher,0.23567,True
mayig_observed_parpola,M-14,5,10.923057,actual_higher,8.313548,True
mayig_observed_parpola,M-15,5,12.086207,actual_higher,8.218938,True
mayig_observed_parpola,M-16,4,-1.504077,reversed_higher,-0.058349,False
mayig_observed_parpola,M-17,5,4.49981,actual_higher,3.472408,True
mayig_observed_parpola,M-18,3,0.693147,actual_higher,-0.761922,False
mayig_observed_parpola,M-21,8,6.54103,actual_higher,4.929943,True
mayig_observed_parpola,M-24,7,9.100526,actual_higher,6.783251,True
mayig_observed_parpola,M-26,5,7.714231,actual_higher,5.299169,True
mayig_observed_parpola,M-29,9,11.703215,actual_higher,8.239382,True
mayig_observed_parpola,M-30,7,9.623774,actual_higher,7.538473,True
mayig_observed_parpola,M-31,6,6.461468,actual_higher,5.749638,True
mayig_observed_parpola,M-32,4,10.635375,actual_higher,7.013255,True
mayig_observed_parpola,M-33,7,5.886104,actual_higher,4.329094,True
mayig_observed_parpola,M-34,7,7.090077,actual_higher,4.917915,True
mayig_observed_parpola,M-35,7,8.881836,actual_higher,6.548008,True
mayig_observed_parpola,M-36,9,7.677864,actual_higher,7.255471,True
mayig_observed_parpola,M-37,3,5.164786,actual_higher,3.300359,True
mayig_observed_parpola,M-38,13,12.501723,actual_higher,9.933587,True
mayig_observed_parpola,M-40,5,0.693147,actual_higher,0.172716,True
mayig_observed_parpola,M-42,5,10.412231,actual_higher,7.969393,True
mayig_observed_parpola,M-43,6,4.905275,actual_higher,4.627004,True
mayig_observed_parpola,M-44,8,10.044987,actual_higher,7.727033,True
mayig_observed_parpola,M-46,8,12.10868,actual_higher,9.469054,True
mayig_observed_parpola,M-47,5,13.407963,actual_higher,10.386044,True
mayig_observed_parpola,M-48,6,4.094345,actual_higher,3.049913,True
mayig_observed_parpola,M-51,8,9.10498,actual_higher,5.953353,True
mayig_observed_parpola,M-52,10,6.935926,actual_higher,6.334452,True
mayig_observed_parpola,M-53,9,10.332669,actual_higher,7.887913,True
mayig_observed_parpola,M-54,7,6.931472,actual_higher,5.472631,True
mayig_observed_parpola,M-56,8,6.866933,actual_higher,5.425034,True
mayig_observed_parpola,M-57,6,2.079442,actual_higher,0.958788,True
mayig_observed_parpola,M-58,5,10.923057,actual_higher,8.323751,True
mayig_observed_parpola,M-59,5,0,tie,-0.174871,False
mayig_observed_parpola,M-63,4,3.871201,actual_higher,2.693351,True
mayig_observed_parpola,M-64,6,7.021084,actual_higher,5.361516,True
mayig_observed_parpola,M-65,6,2.862201,actual_higher,2.230689,True
mayig_observed_parpola,M-69,5,6.956545,actual_higher,5.138705,True
mayig_observed_parpola,M-70,5,6.733402,actual_higher,4.748516,True
mayig_observed_parpola,M-71,6,2.70805,actual_higher,1.376638,True
mayig_observed_parpola,M-74,4,1.609438,actual_higher,0.945359,True
mayig_observed_parpola,M-75,5,11.077207,actual_higher,8.702702,True
mayig_observed_parpola,M-77,5,8.215006,actual_higher,5.38718,True
mayig_observed_parpola,M-78,4,5.480639,actual_higher,3.760805,True
mayig_observed_parpola,M-80,5,7.655391,actual_higher,5.697635,True
mayig_observed_parpola,M-82,6,0.628609,actual_higher,1.493032,True
mayig_observed_parpola,M-83,3,2.70805,actual_higher,1.893867,True
mayig_observed_parpola,M-84,6,6.173786,actual_higher,4.240922,True
mayig_observed_parpola,M-85,5,3.044522,actual_higher,2.602337,True
mayig_observed_parpola,M-86,7,8.525161,actual_higher,6.783614,True
mayig_observed_parpola,M-87,3,0.693147,actual_higher,0.457477,True
mayig_observed_parpola,M-88,3,1.386294,actual_higher,0.672353,True
mayig_observed_parpola,M-89,5,5.480639,actual_higher,3.554526,True
mayig_observed_parpola,M-90,6,11.616204,actual_higher,8.963382,True
mayig_observed_parpola,M-91,9,11.820998,actual_higher,9.862877,True
mayig_observed_parpola,M-92,7,5.480639,actual_higher,4.667888,True
mayig_observed_parpola,M-93,5,3.178054,actual_higher,2.355158,True
mayig_observed_parpola,M-94,5,7.783224,actual_higher,5.089068,True
mayig_observed_parpola,M-95,5,4.49981,actual_higher,3.226771,True
mayig_observed_parpola,M-96,2,2.484907,actual_higher,1.192755,True
mayig_observed_parpola,M-97,3,2.484907,actual_higher,1.824968,True
mayig_observed_parpola,M-99,5,5.192957,actual_higher,3.634992,True
mayig_observed_parpola,M-100,6,10.987595,actual_higher,7.801835,True
mayig_observed_parpola,M-101,6,8.843615,actual_higher,6.098257,True
mayig_observed_parpola,M-102,4,4.564348,actual_higher,2.196755,True
mayig_observed_parpola,M-103,4,5.480639,actual_higher,4.107886,True
mayig_observed_parpola,M-104,5,5.950643,actual_higher,3.425796,True
mayig_observed_parpola,M-107,6,4.49981,actual_higher,3.697771,True
mayig_observed_parpola,M-108,7,2.367124,actual_higher,1.843508,True
mayig_observed_parpola,M-109,7,8.006368,actual_higher,6.218403,True
mayig_observed_parpola,M-112,8,5.886104,actual_higher,5.078563,True
mayig_observed_parpola,M-113,6,4.787492,actual_higher,3.153191,True
mayig_observed_parpola,M-114,6,9.064158,actual_higher,7.244927,True
mayig_observed_parpola,M-115,8,6.866933,actual_higher,5.484479,True
mayig_observed_parpola,M-116,7,12.021669,actual_higher,9.58079,True
mayig_observed_parpola,M-117,8,7.714231,actual_higher,7.19884,True
mayig_observed_parpola,M-118,8,16.180552,actual_higher,13.076408,True
mayig_observed_parpola,M-119,10,6.173786,actual_higher,4.237061,True
mayig_observed_parpola,M-121,5,7.272398,actual_higher,5.29336,True
mayig_observed_parpola,M-122,3,5.63479,actual_higher,3.689882,True
mayig_observed_parpola,M-123,4,0.693147,actual_higher,0.198386,True
mayig_observed_parpola,M-124,4,7.783224,actual_higher,5.66053,True
mayig_observed_parpola,M-127,5,0.405465,actual_higher,-1.141725,False
mayig_observed_parpola,M-128,6,5.010635,actual_higher,3.778224,True
mayig_observed_parpola,M-129,6,4.990433,actual_higher,3.8341,True
mayig_observed_parpola,M-130,6,6.579251,actual_higher,5.650034,True
mayig_observed_parpola,M-131,6,7.783224,actual_higher,4.57068,True
mayig_observed_parpola,M-132,3,4.564348,actual_higher,2.890966,True
mayig_observed_parpola,M-133,8,2.890372,actual_higher,2.561216,True
mayig_observed_parpola,M-134,3,1.252763,actual_higher,0.75987,True
mayig_observed_parpola,M-135,4,5.63479,actual_higher,4.624799,True
mayig_observed_parpola,M-136,7,7.336937,actual_higher,5.095058,True
mayig_observed_parpola,M-138,3,5.886104,actual_higher,3.40769,True
mayig_observed_parpola,M-139,5,0,tie,-0.256464,False
mayig_observed_parpola,M-140,7,4.921023,actual_higher,5.046992,True
mayig_observed_parpola,M-142,4,6.135565,actual_higher,3.879148,True
mayig_observed_parpola,M-143,6,2.148434,actual_higher,2.767249,True
mayig_observed_parpola,M-144,6,12.021669,actual_higher,9.94919,True
mayig_observed_parpola,M-145,4,4.094345,actual_higher,2.589576,True
mayig_observed_parpola,M-146,5,7.649693,actual_higher,6.39165,True
mayig_observed_parpola,M-147,6,2.549445,actual_higher,3.093379,True
mayig_observed_parpola,M-148,3,4.094345,actual_higher,1.573489,True
mayig_observed_parpola,M-149,5,8.658693,actual_higher,6.690456,True
mayig_observed_parpola,M-150,2,4.094345,actual_higher,2.170003,True
mayig_observed_parpola,M-151,3,1.386294,actual_higher,0.970406,True
mayig_observed_parpola,M-152,4,11.328522,actual_higher,7.871564,True
mayig_observed_parpola,M-153,3,0.693147,actual_higher,0.429751,True
mayig_observed_parpola,M-154,7,6.55108,actual_higher,5.670344,True
mayig_observed_parpola,M-155,3,5.192957,actual_higher,3.341173,True
mayig_observed_parpola,M-157,7,8.253228,actual_higher,7.28523,True
mayig_observed_parpola,M-158,4,5.192957,actual_higher,3.993344,True
mayig_observed_parpola,M-159,5,4.094345,actual_higher,3.184721,True
mayig_observed_parpola,M-160,6,3.583519,actual_higher,2.290961,True
mayig_observed_parpola,M-163,5,6.838762,actual_higher,5.987134,True
mayig_observed_parpola,M-164,5,10.229909,actual_higher,7.262794,True
mayig_observed_parpola,M-166,6,10.229909,actual_higher,7.953646,True
mayig_observed_parpola,M-170,8,9.487972,actual_higher,6.573528,True
mayig_observed_parpola,M-171,8,8.565983,actual_higher,6.251886,True
mayig_observed_parpola,M-172,6,3.401197,actual_higher,2.924384,True
mayig_observed_parpola,M-173,5,4.787492,actual_higher,3.39202,True
mayig_observed_parpola,M-174,6,10.961278,actual_higher,9.96146,True
mayig_observed_parpola,M-177,4,10.635375,actual_higher,7.714872,True
mayig_observed_parpola,M-178,2,3.113515,actual_higher,1.245406,True
mayig_observed_parpola,M-179,2,4.094345,actual_higher,2.129059,True
mayig_observed_parpola,M-180,2,4.787492,actual_higher,2.202246,True
mayig_observed_parpola,M-181,5,3.332205,actual_higher,2.963817,True
mayig_observed_parpola,M-183,4,3.73767,actual_higher,2.983834,True
mayig_observed_parpola,M-184,4,4.85203,actual_higher,2.851985,True
mayig_observed_parpola,M-182,2,5.192957,actual_higher,2.181042,True
