date,packet_id,reviewer,blind_id,stage1_visual_token_count,stage1_single_signband_boxable_yes_no_uncertain,stage1_label_leak_yes_no,stage1_notes,stage2_after_unblind_expected_count_match_yes_no_uncertain,stage2_after_unblind_promotable_yes_no,stage2_notes
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,,D2_001,,,,,,,
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,,D2_002,,,,,,,
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,,D2_003,,,,,,,
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,,D2_004,,,,,,,
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,,D2_005,,,,,,,
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,,D2_006,,,,,,,
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,,D2_007,,,,,,,
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,,D2_008,,,,,,,
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,,D2_009,,,,,,,
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,,D2_010,,,,,,,
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,,D2_011,,,,,,,
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,,D2_012,,,,,,,
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,,D2_013,,,,,,,
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,,D2_014,,,,,,,
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,,D2_015,,,,,,,
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,,D2_016,,,,,,,
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,,D2_017,,,,,,,
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,,D2_018,,,,,,,
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,,D2_019,,,,,,,
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,,D2_020,,,,,,,
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,,D2_021,,,,,,,
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,,D2_022,,,,,,,
2026-05-29,directionality_no_overlay_packet_v2c_ocr_coord_fix_controls,,D2_023,,,,,,,
