"target_cisi","target_row_id","target_bucket","target_short_text","target_context_class","target_side_relation","target_long_token_set","target_profile","best_033_cisi","best_033_row_id","best_033_score","best_033_short_text","best_033_context_class","best_033_side_relation","best_033_long_token_set","best_033_matches","best_033_mismatches","best_032_cisi","best_032_row_id","best_032_score","best_032_short_text","best_032_context_class","best_032_side_relation","best_032_long_token_set","best_032_matches","best_032_mismatches","contrast_readiness","source_check_status"
"H-1830","773.1","A_034_no_longer_small_object","+700-034+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","Faience|rectangular|plano-convex|Period 3B/C/B/C|ETrench 11","H-1861","774.1","29","+700-033+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;shape;symbol;area_section;period_phase;excavation_prefix;aspect_bin;context_class;side_relation;order;long_token_set","cross_section:plano-convex->rectangular;h_bin:h_10_13->h_13_16;v_bin:v_lt_7->v_7_8p5;area_bin:area_lt_80->area_80_120","H-1156","270.2","26","+700-032+","single_short_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;shape;symbol;h_bin;v_bin;aspect_bin;side_relation;order;long_token_set","material:Faience->Steatite;cross_section:plano-convex->rectangular;area_section:ETrench 11->FTrench I;period_phase:Period 3B/C/B/C->Period 3B/C/Stratum V;area_bin:area_lt_80->area_80_120;context_class:all_short_or_no_longer_text->single_short_no_longer_text","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-1831","772.1","A_034_no_longer_small_object","+700-034+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","Faience|rectangular|plano-convex|Period 3B/C/B/C|ETrench 11","H-1858","392.1","28","+033-700+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;shape;cross_section;symbol;period_phase;aspect_bin;context_class;side_relation;long_token_set","area_section:ETrench 11->ETrench 54;excavation_prefix:H96->H2000;h_bin:h_10_13->h_13_16;v_bin:v_lt_7->v_7_8p5;area_bin:area_lt_80->area_80_120;order:700_first->700_last","H-802","1693.2","26","+700-032+","single_short_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;shape;symbol;v_bin;aspect_bin;side_relation;order;long_token_set","cross_section:plano-convex->rectangular;area_section:ETrench 11->FGranery;period_phase:Period 3B/C/B/C->Period 3C-3/Stratum II;h_bin:h_10_13->h_13_16;area_bin:area_lt_80->area_80_120;context_class:all_short_or_no_longer_text->single_short_no_longer_text","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-308","1330.2","B_034_400_740_176_bridge","+700-034+","single_longer_text","short_after_all_longer","176;400;740","Steatite|rectangular|rectangular|Period 3B/C/Stratum V|FTrench I","H-935","1815.2","39","+700-033+","single_longer_text","short_after_all_longer","176;400;740","type;sides;site;material;shape;cross_section;symbol;area_section;period_phase;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order;long_token_set","","H-2146","841.2","35","+700-032+","single_longer_text","short_after_all_longer","220;415;520","type;sides;site;material;shape;cross_section;symbol;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order","area_section:FTrench I->ETrench 11;period_phase:Period 3B/C/Stratum V->Period 3B/B;long_token_set:176;400;740->220;415;520","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-313","1335.2","B_034_400_740_176_bridge","+700-034+","single_longer_text","short_after_all_longer","176;400;740","Steatite|oval|rectangular|Period 3B/C/Stratum VI|FTrench I","H-1303","4077.2","39","+700-033+","single_longer_text","short_after_all_longer","176;400;740","type;sides;site;material;shape;cross_section;symbol;area_section;period_phase;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order;long_token_set","","H-315","1337.2","32","+700-032+","single_longer_text","short_after_all_longer","176;400;740","type;sides;site;material;shape;cross_section;symbol;area_section;period_phase;area_bin;context_class;side_relation;order;long_token_set","h_bin:h_13_16->h_lt_10;v_bin:v_7_8p5->v_ge_10;aspect_bin:aspect_1p5_1p9->aspect_lt_1p5","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-312","1334.2","B_034_400_740_176_bridge","+700-034+","single_longer_text","short_after_all_longer","176;400;740","Steatite|elliptical|rectangular|Period 3B/C/Stratum VI|FTrench I","H-1303","4077.2","36","+700-033+","single_longer_text","short_after_all_longer","176;400;740","type;sides;site;material;cross_section;symbol;area_section;period_phase;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order;long_token_set","shape:elliptical->oval","H-930","1810.2","32","+700-032+","single_longer_text","short_after_all_longer","004;740;900","type;sides;site;material;cross_section;symbol;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order","shape:elliptical->rectangular;area_section:FTrench I->D-;period_phase:Period 3B/C/Stratum VI->-/Stratum I;long_token_set:176;400;740->004;740;900","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-317","1339.2","B_034_400_740_176_bridge","+700-034+","single_longer_text","short_after_all_longer","176;400;740","Steatite|oval|rectangular|Period 3B/C/-|FTrench I","H-935","1815.2","34","+700-033+","single_longer_text","short_after_all_longer","176;400;740","type;sides;site;material;cross_section;symbol;area_section;h_bin;v_bin;area_bin;context_class;side_relation;order;long_token_set","shape:oval->rectangular;period_phase:Period 3B/C/-->Period 3B/C/Stratum V;aspect_bin:aspect_ge_1p9->aspect_1p5_1p9","H-1312","229.2","33","+700-032+","single_longer_text","short_after_all_longer","001;031;032;740;904","type;sides;site;material;shape;cross_section;symbol;area_section;v_bin;area_bin;aspect_bin;context_class;side_relation;order","period_phase:Period 3B/C/-->Period 3B/C/Stratum VI;h_bin:h_10_13->h_13_16;long_token_set:176;400;740->001;031;032;740;904","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-1273","265.2","B_034_400_740_176_bridge","+700-034+","single_longer_text","short_after_all_longer","176;400;740","Steatite|rectangular|rectangular|Period 3B-1/Stratum VII|FTrench III","H-900","1782.2","35","+700-033+","single_longer_text","short_after_all_longer","400;491;740;817","type;sides;site;material;shape;cross_section;symbol;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order","area_section:FTrench III->FTrench IV+V;period_phase:Period 3B-1/Stratum VII->Period 3C-1/Stratum IV;long_token_set:176;400;740->400;491;740;817","H-930","1810.2","32","+700-032+","single_longer_text","short_after_all_longer","004;740;900","type;sides;site;material;shape;cross_section;symbol;v_bin;area_bin;aspect_bin;context_class;side_relation;order","area_section:FTrench III->D-;period_phase:Period 3B-1/Stratum VII->-/Stratum I;h_bin:h_10_13->h_13_16;long_token_set:176;400;740->004;740;900","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-314","1336.2","B_034_400_740_176_bridge","+700-034+","single_longer_text","short_after_all_longer","176;400;740","Steatite|oval|rectangular|Period 3B/C/Stratum V|FTrench I","H-1302","4073.2","34","+700-033+","single_longer_text","short_after_all_longer","176;400;740","type;sides;site;material;shape;cross_section;symbol;area_section;v_bin;area_bin;context_class;side_relation;order;long_token_set","period_phase:Period 3B/C/Stratum V->Period 3B/C/Stratum VI;h_bin:h_10_13->h_13_16;aspect_bin:aspect_1p5_1p9->aspect_ge_1p9","H-315","1337.2","31","+700-032+","single_longer_text","short_after_all_longer","176;400;740","type;sides;site;material;shape;cross_section;symbol;area_section;area_bin;context_class;side_relation;order;long_token_set","period_phase:Period 3B/C/Stratum V->Period 3B/C/Stratum VI;h_bin:h_10_13->h_lt_10;v_bin:v_lt_7->v_ge_10;aspect_bin:aspect_1p5_1p9->aspect_lt_1p5","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-936","1816.2","B_034_400_740_176_bridge","+700-034+","single_longer_text","short_after_all_longer","176;400;740","Steatite|rectangular|rectangular|Period 3B/C/Stratum V|FTrench I","H-309","1331.2","30","+700-033+","single_longer_text","short_after_all_longer","176;400;740","type;sides;site;material;shape;symbol;area_section;h_bin;aspect_bin;context_class;side_relation;order;long_token_set","period_phase:Period 3B/C/Stratum V->Period 3B/C/-;v_bin:v_ge_10->v_lt_7;area_bin:area_80_120->area_lt_80","H-315","1337.2","35","+700-032+","single_longer_text","short_after_all_longer","176;400;740","type;sides;site;material;cross_section;symbol;area_section;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order;long_token_set","shape:rectangular->oval;period_phase:Period 3B/C/Stratum V->Period 3B/C/Stratum VI","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-960","1837.1","B_034_400_740_176_bridge","+700-034+","single_longer_text","short_before_all_longer","176;400;740","Steatite|oval|rectangular|Period 3B/C/Stratum V|FTrench I","H-935","1815.2","30","+700-033+","single_longer_text","short_after_all_longer","176;400;740","type;sides;site;material;cross_section;symbol;area_section;period_phase;h_bin;area_bin;context_class;order;long_token_set","shape:oval->rectangular;v_bin:v_7_8p5->v_lt_7;aspect_bin:aspect_lt_1p5->aspect_1p5_1p9;side_relation:short_before_all_longer->short_after_all_longer","H-962","1839.2","33","+700-032+","single_longer_text","short_after_all_longer","176;400;740","type;sides;site;material;shape;cross_section;symbol;area_section;v_bin;area_bin;aspect_bin;context_class;order;long_token_set","period_phase:Period 3B/C/Stratum V->Period 3B/C/Stratum VI;h_bin:h_10_13->h_lt_10;side_relation:short_before_all_longer->short_after_all_longer","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-1860","637.1","E_other_034_residue","+700-034+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","Faience|rectangular|rectangular|Period 3B/C/B/C|ETrench 10W/11","H-1861","774.1","38","+700-033+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;shape;cross_section;symbol;period_phase;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order;long_token_set","area_section:ETrench 10W/11->ETrench 11;excavation_prefix:H95->H96","H-1865","411.1","35","+700-032+","single_short_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;shape;cross_section;symbol;period_phase;h_bin;v_bin;area_bin;aspect_bin;side_relation;order;long_token_set","area_section:ETrench 10W/11->ETrench 54;excavation_prefix:H95->H2000;context_class:all_short_or_no_longer_text->single_short_no_longer_text","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-893","1775.2","E_other_034_residue","+700-034+","single_longer_text","short_after_all_longer","337;400;740","Steatite|rectangular|rectangular|Period 3B/C/Stratum VI|FTrench I","H-925","1805.2","36","+700-033+","single_longer_text","short_after_all_longer","013;740;840","type;sides;site;material;shape;cross_section;symbol;area_section;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order","period_phase:Period 3B/C/Stratum VI->Period 3C-1/Stratum IV;long_token_set:337;400;740->013;740;840","H-930","1810.2","35","+700-032+","single_longer_text","short_after_all_longer","004;740;900","type;sides;site;material;shape;cross_section;symbol;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order","area_section:FTrench I->D-;period_phase:Period 3B/C/Stratum VI->-/Stratum I;long_token_set:337;400;740->004;740;900","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-1832","415.1","E_other_034_residue","+700-034+","single_longer_text","short_before_all_longer","176;297;352;400;590;740;892","Faience|rectangular|rectangular|Period 3B/C/B/C|ETrench 54","H-1839","593.1","35","+700-033+","single_longer_text","short_before_all_longer","100;175;630;705;740","type;sides;site;material;shape;cross_section;symbol;period_phase;h_bin;v_bin;area_bin;context_class;side_relation;order","area_section:ETrench 54->ETTrench 19;excavation_prefix:H2000->H95;aspect_bin:aspect_ge_1p9->aspect_1p5_1p9;long_token_set:176;297;352;400;590;740;892->100;175;630;705;740","H-1853","386.1","35","+700-032+","single_longer_text","short_before_all_longer","400;617;829","type;sides;site;material;shape;cross_section;symbol;area_section;period_phase;excavation_prefix;h_bin;area_bin;aspect_bin;context_class;side_relation;order","v_bin:v_8p5_10->v_ge_10;long_token_set:176;297;352;400;590;740;892->400;617;829","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-1845","424.1","E_other_034_residue","+700-034+","single_longer_text","short_before_all_longer","060;240;642;692;740","Faience|rectangular|rectangular|Period 3B/C/B/C|ETrench 54","H-770","1662.2","32","+700-033+","single_longer_text","short_after_all_longer","151;416;840","type;sides;site;material;shape;cross_section;symbol;h_bin;v_bin;area_bin;context_class;order","area_section:ETrench 54->FTrench III;period_phase:Period 3B/C/B/C->Period 3B/C/Stratum VI;aspect_bin:aspect_ge_1p9->aspect_1p5_1p9;side_relation:short_before_all_longer->short_after_all_longer;long_token_set:060;240;642;692;740->151;416;840","H-1853","386.1","38","+700-032+","single_longer_text","short_before_all_longer","400;617;829","type;sides;site;material;shape;cross_section;symbol;area_section;period_phase;excavation_prefix;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order","long_token_set:060;240;642;692;740->400;617;829","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-2130","823.1","E_other_034_residue","+700-034+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","Steatite|rectangular|rectangular|Period 3C/C|FTrench 37","H-2131","732.1","40","+700-033+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;shape;cross_section;symbol;area_section;period_phase;excavation_prefix;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order;long_token_set","","H-930","1810.2","30","+700-032+","single_longer_text","short_after_all_longer","004;740;900","type;sides;site;material;shape;cross_section;symbol;h_bin;v_bin;area_bin;aspect_bin;order","area_section:FTrench 37->D-;period_phase:Period 3C/C->-/Stratum I;excavation_prefix:H96->J;context_class:all_short_or_no_longer_text->single_longer_text;side_relation:no_longer_text->short_after_all_longer;long_token_set:NO_LONGER_TEXT->004;740;900","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-1138","198.2","E_other_034_residue","+700-034+","single_longer_text","short_after_all_longer","060;240;603;692;740","Faience|rectangular|rectangular|-/-|","H-770","1662.2","35","+700-033+","single_longer_text","short_after_all_longer","151;416;840","type;sides;site;material;shape;cross_section;symbol;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order","period_phase:-/-->Period 3B/C/Stratum VI;long_token_set:060;240;603;692;740->151;416;840","H-1102","273.2","34","+700-032+","single_longer_text","short_after_all_longer","382;400;740","type;sides;site;material;shape;cross_section;symbol;h_bin;v_bin;area_bin;context_class;side_relation;order","period_phase:-/-->Period 3B/C/Stratum V;aspect_bin:aspect_1p5_1p9->aspect_ge_1p9;long_token_set:060;240;603;692;740->382;400;740","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-1817","624.1","E_other_034_residue","+700-034+","single_longer_text","short_before_all_longer","400;525;554","Faience|rectangular|rectangular|Period 3/-|ETrench 10W/11","H-1873","560.1","36","+700-033+","single_longer_text","short_before_all_longer","233;236;400","type;sides;site;material;shape;cross_section;symbol;excavation_prefix;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order","period_phase:Period 3/-->-/-;long_token_set:400;525;554->233;236;400","H-1902","922.1","33","+700-032+","single_longer_text","short_before_all_longer","003;158;494","type;sides;site;material;cross_section;symbol;period_phase;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order","shape:rectangular->rectangular-notched;excavation_prefix:H94->H98;long_token_set:400;525;554->003;158;494","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-1874","388.1","E_other_034_residue","+700-034+","single_short_no_longer_text","no_longer_text","NO_LONGER_TEXT","Faience|rectangular|rectangular|Period 3B/B|ETrench 54","H-1905","433.2","32","+700-033+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;cross_section;symbol;excavation_prefix;h_bin;v_bin;area_bin;aspect_bin;side_relation;order;long_token_set","shape:rectangular->notched oval;area_section:ETrench 54->ETrench 55;period_phase:Period 3B/B->Period 3B/C/B/C;context_class:single_short_no_longer_text->all_short_or_no_longer_text","H-1804","477.1","37","+700-032+","single_short_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;shape;cross_section;symbol;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order;long_token_set","area_section:ETrench 54->ETrench 11;period_phase:Period 3B/B->Period 3C/C;excavation_prefix:H2000->H2001","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-771","1663.2","E_other_034_residue","+700-034+","single_longer_text","short_after_all_longer","032;257;840","Faience|rectangular|rectangular|Period 3B/C/Stratum VI|FTrench I","H-789","1680.2","36","+033-700+","single_longer_text","short_after_all_longer","016;220;400;520","type;sides;site;material;shape;cross_section;symbol;area_section;period_phase;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation","order:700_first->700_last;long_token_set:032;257;840->016;220;400;520","H-1123","313.2","32","+700-032+","single_longer_text","short_after_all_longer","220;525;550","type;sides;site;material;shape;cross_section;symbol;period_phase;h_bin;area_bin;context_class;side_relation;order","area_section:FTrench I->FGranery;v_bin:v_8p5_10->v_7_8p5;aspect_bin:aspect_1p5_1p9->aspect_ge_1p9;long_token_set:032;257;840->220;525;550","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-946","1826.1","E_other_034_residue","+700-034+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","Steatite|rectangular|rectangular|Period 3B/C/Stratum VI|FTrench I","H-928","1808.1","36","+700-033+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;shape;cross_section;symbol;area_section;period_phase;v_bin;area_bin;aspect_bin;context_class;side_relation;order;long_token_set","h_bin:h_13_16->h_10_13","H-1313","4081.2","32","+700-032+","single_short_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;cross_section;symbol;area_section;h_bin;v_bin;area_bin;aspect_bin;side_relation;order;long_token_set","shape:rectangular->elliptical;period_phase:Period 3B/C/Stratum VI->Period 3B/C/Stratum V;context_class:all_short_or_no_longer_text->single_short_no_longer_text","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-983","1859.2","E_other_034_residue","+700-034+","single_longer_text","short_after_all_longer","240;400;637;740","Steatite|prism|triangular|Period 3B/C/Stratum VI|FTrench III","H-353","1372.2","35","+700-033+","single_longer_text","short_after_all_longer","176;400;740","type;sides;site;material;shape;cross_section;symbol;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order","area_section:FTrench III->FTrench I;period_phase:Period 3B/C/Stratum VI->Period 3B/C/Stratum V;long_token_set:240;400;637;740->176;400;740","H-2211","829.1","33","+700-032+","single_longer_text","short_before_all_longer","032;700;741;840","type;sides;site;material;shape;cross_section;symbol;h_bin;v_bin;area_bin;aspect_bin;context_class;order","area_section:FTrench III->ETrench 11;period_phase:Period 3B/C/Stratum VI->Period 3B/C/B/C;side_relation:short_after_all_longer->short_before_all_longer;long_token_set:240;400;637;740->032;700;741;840","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-1824","646.1","E_other_034_residue","+700-034+","single_longer_text","short_before_all_longer","031;060;176;201;740","Faience|rectangular|rectangular|Period 3B/C/B/C|ETrench 10W/11","H-1883","930.1","36","+700-033+","single_longer_text","short_before_all_longer","032;740;790","type;sides;site;material;shape;cross_section;symbol;period_phase;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order","area_section:ETrench 10W/11->ETrench 11W;excavation_prefix:H95->H98;long_token_set:031;060;176;201;740->032;740;790","H-212","1243.2","32","+032-700+","single_longer_text","short_after_all_longer","118;156;400","type;sides;site;material;shape;cross_section;symbol;h_bin;v_bin;area_bin;aspect_bin;context_class","area_section:ETrench 10W/11->FTrench I;period_phase:Period 3B/C/B/C->Period 3B/C/Stratum V;side_relation:short_before_all_longer->short_after_all_longer;order:700_first->700_last;long_token_set:031;060;176;201;740->118;156;400","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-1850","480.1","E_other_034_residue","+700-034+","single_longer_text","short_before_all_longer","382;400;740;760","Faience|rectangular|rectangular|Period 3B/C/B/C|ETrench 11","H-1842","631.1","34","+033-700+","single_longer_text","short_before_all_longer","176;233;435;690;740;803","type;sides;site;material;shape;cross_section;symbol;period_phase;h_bin;v_bin;area_bin;context_class;side_relation","area_section:ETrench 11->ETrench 10W/11;excavation_prefix:H2001->H95;aspect_bin:aspect_1p5_1p9->aspect_ge_1p9;order:700_first->700_last;long_token_set:382;400;740;760->176;233;435;690;740;803","H-1772","400.1","34","+700-032+","single_longer_text","short_before_all_longer","001;031;140;740","type;sides;site;material;shape;cross_section;period_phase;h_bin;v_bin;area_bin;context_class;side_relation;order","symbol:None->Goat:4;area_section:ETrench 11->ETrench 54;excavation_prefix:H2001->H2000;aspect_bin:aspect_1p5_1p9->aspect_ge_1p9;long_token_set:382;400;740;760->001;031;140;740","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-2102","1018.1","E_other_034_residue","+700-034+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","Steatite|rectangular|rectangular|Period 3C/C|ETrench 11W","H-2131","732.1","38","+700-033+","all_short_or_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;material;shape;cross_section;symbol;period_phase;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order;long_token_set","area_section:ETrench 11W->FTrench 37;excavation_prefix:H99->H96","H-930","1810.2","30","+700-032+","single_longer_text","short_after_all_longer","004;740;900","type;sides;site;material;shape;cross_section;symbol;h_bin;v_bin;area_bin;aspect_bin;order","area_section:ETrench 11W->D-;period_phase:Period 3C/C->-/Stratum I;excavation_prefix:H99->J;context_class:all_short_or_no_longer_text->single_longer_text;side_relation:no_longer_text->short_after_all_longer;long_token_set:NO_LONGER_TEXT->004;740;900","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-319","1341.2","E_other_034_residue","+700-034+","single_longer_text","short_after_all_longer","220;415;520","Steatite|oval|rectangular|Period 3C-1/Stratum IV|FTrench IV+V","H-1303","4077.2","35","+700-033+","single_longer_text","short_after_all_longer","176;400;740","type;sides;site;material;shape;cross_section;symbol;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order","area_section:FTrench IV+V->FTrench I;period_phase:Period 3C-1/Stratum IV->Period 3B/C/Stratum VI;long_token_set:220;415;520->176;400;740","H-930","1810.2","32","+700-032+","single_longer_text","short_after_all_longer","004;740;900","type;sides;site;material;cross_section;symbol;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order","shape:oval->rectangular;area_section:FTrench IV+V->D-;period_phase:Period 3C-1/Stratum IV->-/Stratum I;long_token_set:220;415;520->004;740;900","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-785","1676.1","E_other_034_residue","+700-034+","single_short_no_longer_text","no_longer_text","NO_LONGER_TEXT","Steatite|rectangular|rectangular|Period 3C-2/Stratum III|FTrench VI","H-798","1689.2","34","+700-033+","single_short_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;shape;cross_section;symbol;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order;long_token_set","material:Steatite->Faience;area_section:FTrench VI->FGranery;period_phase:Period 3C-2/Stratum III->Period 3B/C/Stratum VI","H-1836","497.1","33","+700-032+","single_short_no_longer_text","no_longer_text","NO_LONGER_TEXT","type;sides;site;shape;cross_section;symbol;h_bin;v_bin;area_bin;context_class;side_relation;order;long_token_set","material:Steatite->Faience;period_phase:Period 3C-2/Stratum III->Period 3/-;aspect_bin:aspect_ge_1p9->aspect_1p5_1p9","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-939","1819.1","E_other_034_residue","+700-034+","single_longer_text","short_before_all_longer","220;415;520","Steatite|rectangular|rectangular|-/Stratum IV|D-","H-916","1796.2","33","+700-033+","single_longer_text","short_after_all_longer","032;059;400;740","type;sides;site;material;shape;cross_section;symbol;h_bin;v_bin;area_bin;aspect_bin;context_class;order","area_section:D-->FTrench I;period_phase:-/Stratum IV->Period 3B/C/Stratum V;side_relation:short_before_all_longer->short_after_all_longer;long_token_set:220;415;520->032;059;400;740","H-930","1810.2","34","+700-032+","single_longer_text","short_after_all_longer","004;740;900","type;sides;site;material;shape;cross_section;symbol;area_section;excavation_prefix;h_bin;v_bin;area_bin;context_class;order","period_phase:-/Stratum IV->-/Stratum I;aspect_bin:aspect_ge_1p9->aspect_1p5_1p9;side_relation:short_before_all_longer->short_after_all_longer;long_token_set:220;415;520->004;740;900","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-1823","649.1","E_other_034_residue","+700-034+","single_longer_text","short_before_all_longer","001;365;400;415;740;798","Faience|rectangular|rectangular|Period 3B/B?|ETrench 10W/11","H-1872","751.1","35","+700-033+","single_longer_text","short_before_all_longer","220;236;400","type;sides;site;material;shape;cross_section;symbol;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order","area_section:ETrench 10W/11->FTrench 37;period_phase:Period 3B/B?->Period 3C/C;excavation_prefix:H95->H96;long_token_set:001;365;400;415;740;798->220;236;400","H-1902","922.1","32","+700-032+","single_longer_text","short_before_all_longer","003;158;494","type;sides;site;material;cross_section;symbol;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order","shape:rectangular->rectangular-notched;period_phase:Period 3B/B?->Period 3/-;excavation_prefix:H95->H98;long_token_set:001;365;400;415;740;798->003;158;494","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-1825","467.1","E_other_034_residue","+700-034+","single_longer_text","short_before_all_longer","176;220;740","Faience|rectangular|rectangular|Period 3B/B|ETrench 54","H-1872","751.1","35","+700-033+","single_longer_text","short_before_all_longer","220;236;400","type;sides;site;material;shape;cross_section;symbol;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order","area_section:ETrench 54->FTrench 37;period_phase:Period 3B/B->Period 3C/C;excavation_prefix:H2001->H96;long_token_set:176;220;740->220;236;400","H-1902","922.1","32","+700-032+","single_longer_text","short_before_all_longer","003;158;494","type;sides;site;material;cross_section;symbol;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order","shape:rectangular->rectangular-notched;period_phase:Period 3B/B->Period 3/-;excavation_prefix:H2001->H98;long_token_set:176;220;740->003;158;494","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
"H-1846","686.1","E_other_034_residue","+700-034+","single_longer_text","short_before_all_longer","060;240;603;692;740","Faience|rectangular|rectangular|-/-|ETrench 10W/11","H-770","1662.2","32","+700-033+","single_longer_text","short_after_all_longer","151;416;840","type;sides;site;material;shape;cross_section;symbol;h_bin;v_bin;area_bin;context_class;order","area_section:ETrench 10W/11->FTrench III;period_phase:-/-->Period 3B/C/Stratum VI;aspect_bin:aspect_ge_1p9->aspect_1p5_1p9;side_relation:short_before_all_longer->short_after_all_longer;long_token_set:060;240;603;692;740->151;416;840","H-1853","386.1","35","+700-032+","single_longer_text","short_before_all_longer","400;617;829","type;sides;site;material;shape;cross_section;symbol;h_bin;v_bin;area_bin;aspect_bin;context_class;side_relation;order","area_section:ETrench 10W/11->ETrench 54;period_phase:-/-->Period 3B/C/B/C;excavation_prefix:H95->H2000;long_token_set:060;240;603;692;740->400;617;829","strong_two_sibling_metadata_controls","metadata_control_mapping_only_source_images_not_validated"
