checked_date,prev_before_002,cases,top_head_after_002,top_head_x_after_002,count_390_125,count_390_095,count_390_705,count_235_390_405_tail_has_125,model_implication,examples
2026-05-31,033,2,000:1;861:1,000-031:1;861-<END>:1,0,0,0,0,background_left_qualifier,K-85:861:TAG:L:Kalibangan | M-2005:000-031:POT:T:g:Mohenjo-daro
2026-05-31,034,2,374:1;817:1,374-228:1;817-<END>:1,0,0,0,0,background_left_qualifier,H-1739:817:POT:T:s:Harappa | M-315:374-228-741:SEAL:S:Mohenjo-daro
2026-05-31,064,2,<END>:1;003:1,<END>-<END>:1;003-861:1,0,0,0,0,background_left_qualifier,-:003-861:POT:T:g:Harappa | -::BNGL:Mohenjo-daro
2026-05-31,072,2,270:1;817:1,270-633:1;817-<END>:1,0,0,0,0,background_left_qualifier,M-1961:817:SEAL:Mohenjo-daro | M-1169:270-633-032:SEAL:S:Mohenjo-daro
2026-05-31,101,2,365:1;820:1,365-287:1;820-<END>:1,0,0,0,0,background_left_qualifier,C-1:365-287-034:SEAL:S:Chanhu-daro | H-45:820:SEAL:S:Harappa
2026-05-31,103,2,000:1;861:1,000-<END>:1;861-<END>:1,0,0,0,0,background_left_qualifier,H-1030:861:SEAL:S:Harappa | M-1107:000:SEAL:S:Mohenjo-daro
2026-05-31,125,2,861:2,861-<END>:2,0,0,0,0,background_left_qualifier,C-74:861:SEAL:S:Chanhu-daro | M-901:861:SEAL:S:Mohenjo-daro
2026-05-31,136,2,298:1;861:1,298-741:1;861-<END>:1,0,0,0,0,background_left_qualifier,-:298-741:SEAL:S:Unknown | -:861:SEAL:S:Unknown
2026-05-31,137,2,820:2,820-<END>:2,0,0,0,0,background_left_qualifier,H-702:820:TAB:B:Harappa | H-706:820:TAB:B:Harappa
2026-05-31,156,2,252:1;820:1,252-692:1;820-<END>:1,0,0,0,0,background_left_qualifier,M-1901:252-692:SEAL:S:Mohenjo-daro | M-780:820:SEAL:S:Mohenjo-daro
2026-05-31,219,2,817:1;861:1,817-<END>:1;861-032:1,0,0,0,0,background_left_qualifier,H-85:817:SEAL:S:Harappa | M-1661:861-032-520-919-140:SEAL:S:Mohenjo-daro
2026-05-31,241,2,000:1;880:1,000-<END>:1;880-<END>:1,0,0,0,0,background_left_qualifier,M-225:880:SEAL:S:Mohenjo-daro | M-305:000:SEAL:S:Mohenjo-daro
2026-05-31,382,2,<END>:1;820:1,<END>-<END>:1;820-<END>:1,0,0,0,0,background_left_qualifier,H-1967:820:TAB:B:Harappa | H-285::TAB:I:Harappa
2026-05-31,391,2,365:1;527:1,365-550:1;527-475:1,0,0,0,0,background_left_qualifier,M-40:527-475-005:SEAL:S:Mohenjo-daro | -:365-550:SEAL:S:Dholavira
2026-05-31,480,2,<END>:1;570:1,<END>-<END>:1;570-<END>:1,0,0,0,0,background_left_qualifier,M-1263:570:SEAL:R:Mohenjo-daro | Ns-79::POT:T:g:Nausharo
2026-05-31,491,2,000:1;817:1,000-<END>:1;817-<END>:1,0,0,0,0,background_left_qualifier,H-1726:817:POT:T:s:Harappa | L-10:000:SEAL:S:Lothal
2026-05-31,540,2,817:1;820:1,817-<END>:1;820-<END>:1,0,0,0,0,background_left_qualifier,H-1667:817:SEAL:S:Harappa | M-1088:820:SEAL:S:Mohenjo-daro
2026-05-31,605,2,540:1;861:1,540-590:1;861-<END>:1,0,0,0,0,background_left_qualifier,L-112:540-590:SEAL:R:Lothal | M-1704:861:SEAL:S:Mohenjo-daro
2026-05-31,740,2,820:1;861:1,820-<END>:1;861-<END>:1,0,0,0,0,background_left_qualifier,M-1851:820:SEAL:S:Mohenjo-daro | M-295:861:SEAL:S:Mohenjo-daro
2026-05-31,825,2,<END>:2,<END>-<END>:2,0,0,0,0,background_left_qualifier,L-87::SEAL:R:Lothal | M-982::SEAL:S:Mohenjo-daro
2026-05-31,838,2,817:1;820:1,817-<END>:1;820-<END>:1,0,0,0,0,background_left_qualifier,M-900:820:SEAL:S:Mohenjo-daro | M-1420:817:TAB:B:Mohenjo-daro
2026-05-31,013,1,817:1,817-<END>:1,0,0,0,0,background_left_qualifier,M-116:817:SEAL:S:Mohenjo-daro
2026-05-31,014,1,820:1,820-<END>:1,0,0,0,0,background_left_qualifier,M-260:820:SEAL:S:Mohenjo-daro
2026-05-31,015,1,861:1,861-<END>:1,0,0,0,0,background_left_qualifier,M-1833:861:SEAL:S:Mohenjo-daro
2026-05-31,029,1,281:1,281-<END>:1,0,0,0,0,background_left_qualifier,-:281:SEAL:S:Lakhanjo-daro
2026-05-31,035,1,861:1,861-<END>:1,0,0,0,0,background_left_qualifier,H-1942:861:TAB:B:Harappa
2026-05-31,042,1,820:1,820-<END>:1,0,0,0,0,background_left_qualifier,M-1721:820:SEAL:S:Mohenjo-daro
2026-05-31,062,1,817:1,817-<END>:1,0,0,0,0,background_left_qualifier,H-1864:817:TAB:B:Harappa
2026-05-31,067,1,374:1,374-310:1,0,0,0,0,background_left_qualifier,Ns-9:374-310-350-495-834:SEAL:S:Nausharo
2026-05-31,093,1,252:1,252-575:1,0,0,0,0,background_left_qualifier,K-24:252-575:SEAL:S:Kalibangan
2026-05-31,097,1,817:1,817-<END>:1,0,0,0,0,background_left_qualifier,H-164:817:SEAL:R:Harappa
2026-05-31,111,1,001:1,001-250:1,0,0,0,0,background_left_qualifier,Ns-56:001-250:SEAL:S:Nausharo
2026-05-31,132,1,861:1,861-<END>:1,0,0,0,0,background_left_qualifier,M-1899:861:SEAL:S:Mohenjo-daro
2026-05-31,139,1,820:1,820-<END>:1,0,0,0,0,background_left_qualifier,H-829:820:TAB:B:Harappa
2026-05-31,150,1,055:1,055-031:1,0,0,0,0,background_left_qualifier,-:055-031-319-001-924:SEAL:CY:Susa
2026-05-31,155,1,679:1,679-<END>:1,0,0,0,0,background_left_qualifier,M-267:679:SEAL:S:Mohenjo-daro
2026-05-31,168,1,817:1,817-<END>:1,0,0,0,0,background_left_qualifier,M-101:817:SEAL:S:Mohenjo-daro
2026-05-31,190,1,798:1,798-055:1,0,0,0,0,background_left_qualifier,L-47:798-055:SEAL:S:Lothal
2026-05-31,191,1,817:1,817-<END>:1,0,0,0,0,background_left_qualifier,M-471:817:TAB:B:Mohenjo-daro
2026-05-31,215,1,368:1,368-119:1,0,0,0,0,background_left_qualifier,M-99:368-119:SEAL:S:Mohenjo-daro
2026-05-31,221,1,031:1,031-500:1,0,0,0,0,background_left_qualifier,C-6:031-500:SEAL:S:Chanhu-daro
2026-05-31,242,1,861:1,861-901:1,0,0,0,0,background_left_qualifier,M-677:861-901:SEAL:S:Mohenjo-daro
2026-05-31,260,1,817:1,817-<END>:1,0,0,0,0,background_left_qualifier,M-795:817:SEAL:S:Mohenjo-daro
2026-05-31,268,1,840:1,840-032:1,0,0,0,0,background_left_qualifier,M-1791:840-032:SEAL:S:Mohenjo-daro
2026-05-31,307,1,762:1,762-463:1,0,0,0,0,background_left_qualifier,K-18:762-463-140:SEAL:S:Kalibangan
2026-05-31,315,1,861:1,861-626:1,0,0,0,0,background_left_qualifier,L-39:861-626:SEAL:S:Lothal
2026-05-31,336,1,220:1,220-065:1,0,0,0,0,background_left_qualifier,M-140:220-065-440-455:SEAL:S:Mohenjo-daro
2026-05-31,361,1,000:1,000-317:1,0,0,0,0,background_left_qualifier,-:000-317-688:SEAL:CY:Rakhigarhi
2026-05-31,362,1,360:1,360-832:1,0,0,0,0,background_left_qualifier,K-89:360-832:TAG:L:Kalibangan
2026-05-31,368,1,<END>:1,<END>-<END>:1,0,0,0,0,background_left_qualifier,M-1400::TAB:B:Mohenjo-daro
2026-05-31,390,1,820:1,820-<END>:1,0,0,0,0,background_left_qualifier,K-78:820:TAB:B:Kalibangan
2026-05-31,401,1,368:1,368-165:1,0,0,0,0,background_left_qualifier,M-311:368-165:SEAL:S:Mohenjo-daro
2026-05-31,405,1,<END>:1,<END>-<END>:1,0,0,0,0,background_left_qualifier,H-663::SEAL:R:Harappa
2026-05-31,406,1,820:1,820-<END>:1,0,0,0,0,background_left_qualifier,K-431:820:POT:T:g:Kalibangan
2026-05-31,423,1,031:1,031-104:1,0,0,0,0,background_left_qualifier,-:031-104:SEAL:R:Dholavira
2026-05-31,440,1,297:1,297-416:1,0,0,0,0,background_left_qualifier,M-114:297-416:SEAL:S:Mohenjo-daro
2026-05-31,441,1,820:1,820-033:1,0,0,0,0,background_left_qualifier,K-23:820-033:SEAL:S:Kalibangan
2026-05-31,455,1,368:1,368-260:1,0,0,0,0,background_left_qualifier,M-1789:368-260:SEAL:S:Mohenjo-daro
2026-05-31,460,1,861:1,861-<END>:1,0,0,0,0,background_left_qualifier,K-88:861:TAG:L:Kalibangan
2026-05-31,470,1,861:1,861-<END>:1,0,0,0,0,background_left_qualifier,H-1788:861:TAB:B:Harappa
2026-05-31,482,1,820:1,820-<END>:1,0,0,0,0,background_left_qualifier,L-207:820:TAG:Lothal
2026-05-31,484,1,390:1,390-125:1,1,0,0,0,background_left_qualifier,M-119:390-125-632-032-900-563:SEAL:S:Mohenjo-daro
2026-05-31,506,1,817:1,817-<END>:1,0,0,0,0,background_left_qualifier,M-1850:817:SEAL:S:Mohenjo-daro
2026-05-31,520,1,862:1,862-032:1,0,0,0,0,background_left_qualifier,H-1033:862-032:SEAL:S:Harappa
2026-05-31,521,1,820:1,820-<END>:1,0,0,0,0,background_left_qualifier,M-1974:820:SEAL:R:Mohenjo-daro
2026-05-31,527,1,000:1,000-<END>:1,0,0,0,0,background_left_qualifier,-:000:SEAL:R:Dholavira
2026-05-31,531,1,820:1,820-<END>:1,0,0,0,0,background_left_qualifier,M-1911:820:SEAL:S:Mohenjo-daro
2026-05-31,552,1,817:1,817-<END>:1,0,0,0,0,background_left_qualifier,M-198:817:SEAL:S:Mohenjo-daro
2026-05-31,555,1,817:1,817-<END>:1,0,0,0,0,background_left_qualifier,M-940:817:SEAL:S:Mohenjo-daro
2026-05-31,606,1,820:1,820-<END>:1,0,0,0,0,background_left_qualifier,Ns-57:820:SEAL:S:Nausharo
2026-05-31,617,1,190:1,190-125:1,0,0,0,0,background_left_qualifier,M-1692:190-125-632-032:SEAL:S:Mohenjo-daro
2026-05-31,621,1,820:1,820-<END>:1,0,0,0,0,background_left_qualifier,M-1139:820:SEAL:S:Mohenjo-daro
2026-05-31,645,1,817:1,817-<END>:1,0,0,0,0,background_left_qualifier,M-2129:817:IMPL:Mohenjo-daro
2026-05-31,710,1,861:1,861-<END>:1,0,0,0,0,background_left_qualifier,M-316:861:SEAL:S:Mohenjo-daro
2026-05-31,721,1,301:1,301-350:1,0,0,0,0,background_left_qualifier,M-242:301-350:SEAL:S:Mohenjo-daro
2026-05-31,760,1,817:1,817-<END>:1,0,0,0,0,background_left_qualifier,M-1177:817:SEAL:S:Mohenjo-daro
2026-05-31,778,1,817:1,817-<END>:1,0,0,0,0,background_left_qualifier,L-11:817:SEAL:S:Lothal
2026-05-31,790,1,861:1,861-<END>:1,0,0,0,0,background_left_qualifier,M-724:861:SEAL:S:Mohenjo-daro
2026-05-31,792,1,817:1,817-<END>:1,0,0,0,0,background_left_qualifier,M-853:817:SEAL:S:Mohenjo-daro
2026-05-31,805,1,861:1,861-533:1,0,0,0,0,background_left_qualifier,M-391:861-533-717:SEAL:R:Mohenjo-daro
2026-05-31,820,1,820:1,820-<END>:1,0,0,0,0,background_left_qualifier,H-506:820:SEAL:S:Harappa
2026-05-31,830,1,861:1,861-<END>:1,0,0,0,0,background_left_qualifier,H-410:861:SEAL:S:Harappa
2026-05-31,844,1,820:1,820-<END>:1,0,0,0,0,background_left_qualifier,M-1675:820:SEAL:S:Mohenjo-daro
2026-05-31,849,1,<END>:1,<END>-<END>:1,0,0,0,0,background_left_qualifier,K-400::POT:T:g:Kalibangan
2026-05-31,850,1,<END>:1,<END>-<END>:1,0,0,0,0,background_left_qualifier,M-1233::SEAL:S:Mohenjo-daro
2026-05-31,861,1,906:1,906-003:1,0,0,0,0,background_left_qualifier,C-71:906-003:SEAL:S:Chanhu-daro
2026-05-31,869,1,861:1,861-<END>:1,0,0,0,0,background_left_qualifier,M-918:861:SEAL:S:Mohenjo-daro
2026-05-31,880,1,000:1,000-<END>:1,0,0,0,0,background_left_qualifier,H-1723:000:TAG:L:Harappa
2026-05-31,912,1,000:1,000-<END>:1,0,0,0,0,background_left_qualifier,K-419:000:POT:T:g:Kalibangan
2026-05-31,920,1,861:1,861-<END>:1,0,0,0,0,background_left_qualifier,H-1930:861:TAB:B:Harappa
2026-05-31,999,1,<END>:1,<END>-<END>:1,0,0,0,0,background_left_qualifier,K-160::POT:T:g:Kalibangan
