scope,null_model,iteration,rows,terminal_rows,accuracy,brier,logloss,closure_rows,branch_rows,closure_terminal_rate,branch_terminal_rate,closure_minus_branch
all_002_strict_dedup,y_shuffle_global,8,499,305,0.6112224448897795,0.24120133548539716,0.6756768479013454,293,48,0.6177474402730375,0.5416666666666666,0.07608077360637089
all_002_strict_dedup,y_shuffle_register,8,499,305,0.6452905811623246,0.22365286854703711,0.6388626305234577,293,48,0.6962457337883959,0.4375,0.25874573378839594
all_002_strict_dedup,independent_register_admin,8,499,316,0.6412825651302605,0.22365245067297115,0.6392646242401007,295,46,0.7050847457627119,0.45652173913043476,0.2485630066322771
all_002_strict_dedup,terminal_shuffle_global,9,499,305,0.593186372745491,0.24069231397255336,0.6745817299321082,293,48,0.6040955631399317,0.5625,0.041595563139931735
all_002_strict_dedup,terminal_shuffle_register,9,499,305,0.657314629258517,0.22184723858963384,0.6357605467838684,293,48,0.7064846416382252,0.375,0.3314846416382252
all_002_strict_dedup,y_shuffle_global,9,499,305,0.6112224448897795,0.24003801899878374,0.6733158208993131,293,48,0.6177474402730375,0.7291666666666666,-0.11141922639362911
all_002_strict_dedup,y_shuffle_register,9,499,305,0.6492985971943888,0.22425245183984058,0.6404385393073699,293,48,0.6962457337883959,0.4166666666666667,0.27957906712172925
all_002_strict_dedup,independent_register_admin,9,499,312,0.5130260521042084,0.22144946385738798,0.6349100768204661,283,60,0.7279151943462897,0.4,0.3279151943462897
all_002_strict_dedup,terminal_shuffle_global,10,499,305,0.6112224448897795,0.24138440196159427,0.6762082002966532,293,48,0.621160409556314,0.6666666666666666,-0.04550625711035261
all_002_strict_dedup,terminal_shuffle_register,10,499,305,0.627254509018036,0.23186569041973917,0.6560979078067312,293,48,0.6552901023890785,0.4166666666666667,0.2386234357224118
all_002_strict_dedup,y_shuffle_global,10,499,305,0.593186372745491,0.2409285234926739,0.6751165697080264,293,48,0.6177474402730375,0.5625,0.05524744027303752
all_002_strict_dedup,y_shuffle_register,10,499,305,0.6513026052104208,0.22760812630356417,0.6482835073533507,293,48,0.6825938566552902,0.2916666666666667,0.39092718998862347
all_002_strict_dedup,independent_register_admin,10,499,289,0.6032064128256514,0.23592195349989656,0.6647743383989703,291,46,0.6735395189003437,0.43478260869565216,0.23875691020469153
all_002_strict_dedup,terminal_shuffle_global,11,499,305,0.6112224448897795,0.24195714863321482,0.677391572473214,293,48,0.6006825938566553,0.6458333333333334,-0.045150739476678026
all_002_strict_dedup,terminal_shuffle_register,11,499,305,0.6192384769539078,0.2338493715540073,0.6607634575345018,293,48,0.6757679180887372,0.4583333333333333,0.21743458475540384
all_002_strict_dedup,y_shuffle_global,11,499,305,0.6112224448897795,0.23773121631037614,0.6685742995753802,293,48,0.590443686006826,0.75,-0.15955631399317405
all_002_strict_dedup,y_shuffle_register,11,499,305,0.6533066132264529,0.2247391106498819,0.6420050542319516,293,48,0.7064846416382252,0.4166666666666667,0.28981797497155853
all_002_strict_dedup,independent_register_admin,11,499,305,0.48697394789579157,0.22363710205574022,0.6388900156742626,285,44,0.6912280701754386,0.36363636363636365,0.327591706539075
all_002_strict_dedup,terminal_shuffle_global,12,499,305,0.625250501002004,0.23776388895971037,0.668861986089881,293,48,0.6109215017064846,0.5625,0.048421501706484626
all_002_strict_dedup,terminal_shuffle_register,12,499,305,0.6312625250501002,0.23254170498917817,0.6580465028873068,293,48,0.6791808873720137,0.3958333333333333,0.28334755403868034
all_002_strict_dedup,y_shuffle_global,12,499,305,0.6112224448897795,0.24190210953992197,0.6771979128509474,293,48,0.5972696245733788,0.6041666666666666,-0.006897042093287786
all_002_strict_dedup,y_shuffle_register,12,499,305,0.6312625250501002,0.23509902832078114,0.6634237114437673,293,48,0.6655290102389079,0.3958333333333333,0.26969567690557456
all_002_strict_dedup,independent_register_admin,12,499,308,0.48697394789579157,0.22966121963660008,0.6519960187796171,288,54,0.6979166666666666,0.46296296296296297,0.23495370370370366
all_002_strict_dedup,terminal_shuffle_global,13,499,305,0.6112224448897795,0.24067213822142988,0.6745888596794718,293,48,0.6109215017064846,0.5208333333333334,0.09008816837315126
all_002_strict_dedup,terminal_shuffle_register,13,499,305,0.627254509018036,0.2326989739159409,0.658473030811218,293,48,0.6791808873720137,0.4166666666666667,0.26251422070534697
all_002_strict_dedup,y_shuffle_global,13,499,305,0.6112224448897795,0.23737420852811847,0.6677497683528415,293,48,0.6313993174061433,0.5208333333333334,0.11056598407280993
all_002_strict_dedup,y_shuffle_register,13,499,305,0.6352705410821643,0.22964079540983376,0.6519936514274554,293,48,0.6825938566552902,0.375,0.30759385665529015
all_002_strict_dedup,independent_register_admin,13,499,303,0.6072144288577155,0.23969631324994828,0.6726814546642557,266,65,0.6541353383458647,0.5230769230769231,0.13105841526894157
all_002_strict_dedup,terminal_shuffle_global,14,499,305,0.593186372745491,0.24074840315390708,0.6747664598601577,293,48,0.6006825938566553,0.6041666666666666,-0.003484072810011285
all_002_strict_dedup,terminal_shuffle_register,14,499,305,0.6452905811623246,0.2242705819623702,0.6403107493416987,293,48,0.6996587030716723,0.4166666666666667,0.28299203640500564
all_002_strict_dedup,y_shuffle_global,14,499,305,0.6112224448897795,0.24050249467788562,0.6743215938801813,293,48,0.621160409556314,0.7083333333333334,-0.08717292377701935
all_002_strict_dedup,y_shuffle_register,14,499,305,0.4248496993987976,0.23405065889888876,0.6610892997643207,293,48,0.6757679180887372,0.5,0.17576791808873715
all_002_strict_dedup,independent_register_admin,14,499,298,0.6192384769539078,0.2329569618078558,0.6585076641823951,284,49,0.6549295774647887,0.3877551020408163,0.26717447542397244
all_002_strict_dedup,terminal_shuffle_global,15,499,305,0.6112224448897795,0.24207082263187202,0.677567695705404,293,48,0.6177474402730375,0.625,-0.007252559726962482
all_002_strict_dedup,terminal_shuffle_register,15,499,305,0.56312625250501,0.23701279157024388,0.6670128697173365,293,48,0.6655290102389079,0.5,0.16552901023890787
all_002_strict_dedup,y_shuffle_global,15,499,305,0.593186372745491,0.24034234496927454,0.6739436993657374,293,48,0.6382252559726962,0.625,0.013225255972696193
all_002_strict_dedup,y_shuffle_register,15,499,305,0.627254509018036,0.23119219917205439,0.6552468310408818,293,48,0.6791808873720137,0.4166666666666667,0.26251422070534697
all_002_strict_dedup,independent_register_admin,15,499,303,0.6472945891783567,0.22494539923285387,0.6423302431062757,276,47,0.7065217391304348,0.3829787234042553,0.3235430157261795
all_002_strict_dedup,terminal_shuffle_global,16,499,305,0.6112224448897795,0.2414024302440312,0.6762272037692415,293,48,0.6040955631399317,0.5833333333333334,0.020762229806598365
all_002_strict_dedup,terminal_shuffle_register,16,499,305,0.6232464929859719,0.23307898392137608,0.6591897500405536,293,48,0.6791808873720137,0.4375,0.24168088737201365
all_002_strict_dedup,y_shuffle_global,16,499,305,0.6112224448897795,0.23908442775609318,0.6716045445342508,293,48,0.5836177474402731,0.7291666666666666,-0.14554891922639357
all_002_strict_dedup,y_shuffle_register,16,499,305,0.6312625250501002,0.23376925181157793,0.6607303935331569,293,48,0.6552901023890785,0.3958333333333333,0.25945676905574516
all_002_strict_dedup,independent_register_admin,16,499,297,0.46893787575150303,0.23692358018496287,0.6670353377357894,294,48,0.6564625850340136,0.4375,0.21896258503401356
all_002_strict_dedup,terminal_shuffle_global,17,499,305,0.6112224448897795,0.2417061454636411,0.6768825920096577,293,48,0.6040955631399317,0.6458333333333334,-0.041737770193401635
all_002_strict_dedup,terminal_shuffle_register,17,499,305,0.6432865731462926,0.22660487143541233,0.6453453961765852,293,48,0.689419795221843,0.3333333333333333,0.35608646188850973
all_002_strict_dedup,y_shuffle_global,17,499,305,0.6112224448897795,0.24190694212286162,0.6771017534259709,293,48,0.6143344709897611,0.5625,0.05183447098976113
all_002_strict_dedup,y_shuffle_register,17,499,305,0.6372745490981964,0.22782422305621566,0.6482810368994959,293,48,0.689419795221843,0.4166666666666667,0.27275312855517636
all_002_strict_dedup,independent_register_admin,17,499,301,0.6152304609218436,0.23533903957563587,0.6637747197591567,310,43,0.6548387096774193,0.46511627906976744,0.18972243060765187
all_002_strict_dedup,terminal_shuffle_global,18,499,305,0.6112224448897795,0.24163938340189747,0.6766913177218562,293,48,0.6109215017064846,0.6666666666666666,-0.055745164960182
all_002_strict_dedup,terminal_shuffle_register,18,499,305,0.6192384769539078,0.2341849445838972,0.661494195622027,293,48,0.6689419795221843,0.4583333333333333,0.21060864618885095
all_002_strict_dedup,y_shuffle_global,18,499,305,0.6152304609218436,0.23928009556355384,0.6717214159886682,293,48,0.6484641638225256,0.4791666666666667,0.1692974971558589
all_002_strict_dedup,y_shuffle_register,18,499,305,0.6232464929859719,0.23328712209120664,0.6595289963265798,293,48,0.6825938566552902,0.4375,0.24509385665529015
all_002_strict_dedup,independent_register_admin,18,499,308,0.6212424849699398,0.23200580144599312,0.6569091601876242,300,52,0.6733333333333333,0.4807692307692308,0.19256410256410256
all_002_strict_dedup,terminal_shuffle_global,19,499,305,0.6112224448897795,0.2385895883417519,0.670169777953116,293,48,0.5733788395904437,0.6041666666666666,-0.030787827076222962
all_002_strict_dedup,terminal_shuffle_register,19,499,305,0.6492985971943888,0.22473744601221043,0.6418088357530574,293,48,0.6996587030716723,0.4166666666666667,0.28299203640500564
all_002_strict_dedup,y_shuffle_global,19,499,305,0.6112224448897795,0.24083216100814903,0.6750626008894675,293,48,0.590443686006826,0.625,-0.03455631399317405
all_002_strict_dedup,y_shuffle_register,19,499,305,0.6152304609218436,0.23817085521829495,0.6693768996380437,293,48,0.6621160409556314,0.4791666666666667,0.18294937428896468
all_002_strict_dedup,independent_register_admin,19,499,279,0.5851703406813628,0.24466042392488352,0.6825265976766661,286,56,0.6223776223776224,0.42857142857142855,0.19380619380619385
all_002_strict_dedup,terminal_shuffle_global,20,499,305,0.5450901803607214,0.23921221681797497,0.6715271385198969,293,48,0.6075085324232082,0.5,0.10750853242320824
all_002_strict_dedup,terminal_shuffle_register,20,499,305,0.6332665330661322,0.22939915724314253,0.651663972067595,293,48,0.689419795221843,0.4166666666666667,0.27275312855517636
all_002_strict_dedup,y_shuffle_global,20,499,305,0.6112224448897795,0.23981459129359262,0.6729944648608264,293,48,0.6143344709897611,0.5625,0.05183447098976113
all_002_strict_dedup,y_shuffle_register,20,499,305,0.6292585170340681,0.22986313626640978,0.6525052775985699,293,48,0.6860068259385665,0.4375,0.24850682593856654
all_002_strict_dedup,independent_register_admin,20,499,325,0.6653306613226453,0.2141187919905094,0.6185554992884925,302,51,0.7350993377483444,0.43137254901960786,0.3037267887287365
all_002_strict_dedup,terminal_shuffle_global,21,499,305,0.6112224448897795,0.23958366341623813,0.6724925784383463,293,48,0.5699658703071673,0.7083333333333334,-0.1383674630261661
all_002_strict_dedup,terminal_shuffle_register,21,499,305,0.625250501002004,0.22784148351427397,0.6472598204624261,293,48,0.6860068259385665,0.4583333333333333,0.22767349260523323
all_002_strict_dedup,y_shuffle_global,21,499,305,0.6112224448897795,0.2404007117406828,0.6741166581591833,293,48,0.5870307167235495,0.5625,0.02453071672354945
all_002_strict_dedup,y_shuffle_register,21,499,305,0.6392785571142284,0.22575678456528644,0.6437027226034798,293,48,0.6860068259385665,0.3541666666666667,0.33184015927189986
all_002_strict_dedup,independent_register_admin,21,499,295,0.6392785571142284,0.23076965344011083,0.6544497103594014,306,44,0.6666666666666666,0.4318181818181818,0.2348484848484848
all_002_strict_dedup,terminal_shuffle_global,22,499,305,0.6112224448897795,0.24015612917072998,0.6737319679629403,293,48,0.6348122866894198,0.5208333333333334,0.11397895335608643
all_002_strict_dedup,terminal_shuffle_register,22,499,305,0.6232464929859719,0.2376112182058906,0.6686503633753224,293,48,0.6313993174061433,0.4375,0.1938993174061433
all_002_strict_dedup,y_shuffle_global,22,499,305,0.6112224448897795,0.24203491317536396,0.677405380344817,293,48,0.6143344709897611,0.625,-0.010665529010238872
all_002_strict_dedup,y_shuffle_register,22,499,305,0.6152304609218436,0.2327767858929412,0.6583167999138123,293,48,0.6655290102389079,0.4791666666666667,0.18636234357224118
all_002_strict_dedup,independent_register_admin,22,499,316,0.6513026052104208,0.2207215593236681,0.6327329173131555,305,39,0.7049180327868853,0.41025641025641024,0.294661622530475
all_002_strict_dedup,terminal_shuffle_global,23,499,305,0.6112224448897795,0.23931803082868697,0.6719994681524508,293,48,0.6416382252559727,0.6666666666666666,-0.025028441410693936
all_002_strict_dedup,terminal_shuffle_register,23,499,305,0.4969939879759519,0.22709752444924586,0.6468730699188184,293,48,0.6928327645051194,0.375,0.31783276450511944
all_002_strict_dedup,y_shuffle_global,23,499,305,0.6112224448897795,0.23932609759439646,0.6721699682523876,293,48,0.5802047781569966,0.6458333333333334,-0.06562855517633681
all_002_strict_dedup,y_shuffle_register,23,499,305,0.6332665330661322,0.2254945286347648,0.6415522144778263,293,48,0.6791808873720137,0.4375,0.24168088737201365
all_002_strict_dedup,independent_register_admin,23,499,294,0.6513026052104208,0.22318661657436153,0.6389461788873597,292,47,0.684931506849315,0.23404255319148937,0.45088895365782566
all_002_strict_dedup,terminal_shuffle_global,24,499,305,0.6332665330661322,0.23353644684701375,0.6603254443580565,293,48,0.6109215017064846,0.5833333333333334,0.027588168373151256
all_002_strict_dedup,terminal_shuffle_register,24,499,305,0.6432865731462926,0.2284767528934778,0.6496255528093223,293,48,0.6860068259385665,0.3333333333333333,0.35267349260523323
all_002_strict_dedup,y_shuffle_global,24,499,305,0.6112224448897795,0.2415776848146436,0.6765968558783276,293,48,0.6109215017064846,0.5416666666666666,0.069254835039818
all_002_strict_dedup,y_shuffle_register,24,499,305,0.6192384769539078,0.23320722350944012,0.6594399491762652,293,48,0.6791808873720137,0.4583333333333333,0.22084755403868034
all_002_strict_dedup,independent_register_admin,24,499,308,0.6613226452905812,0.22177725858670244,0.6357066296321535,297,49,0.7205387205387206,0.3877551020408163,0.3327836184979043
all_002_strict_dedup,terminal_shuffle_global,25,499,305,0.6112224448897795,0.240640283500202,0.6748185588550839,293,48,0.590443686006826,0.6875,-0.09705631399317405
all_002_strict_dedup,terminal_shuffle_register,25,499,305,0.627254509018036,0.22738710518502628,0.6466316588371362,293,48,0.6825938566552902,0.4166666666666667,0.26592718998862347
all_002_strict_dedup,y_shuffle_global,25,499,305,0.6112224448897795,0.2405151887491841,0.6744748837038336,293,48,0.621160409556314,0.6666666666666666,-0.04550625711035261
all_002_strict_dedup,y_shuffle_register,25,499,305,0.6372745490981964,0.22809392791840832,0.6488115671147644,293,48,0.6928327645051194,0.4375,0.25533276450511944
all_002_strict_dedup,independent_register_admin,25,499,297,0.6152304609218436,0.2361828033435054,0.6656666577804073,276,50,0.6630434782608695,0.4,0.2630434782608695
all_002_strict_dedup,terminal_shuffle_global,26,499,305,0.6112224448897795,0.23749391516552412,0.6677024300159983,293,48,0.5938566552901023,0.6875,-0.09364334470989766
all_002_strict_dedup,terminal_shuffle_register,26,499,305,0.6533066132264529,0.2227739747381704,0.6374575550121209,293,48,0.6996587030716723,0.375,0.3246587030716723
all_002_strict_dedup,y_shuffle_global,26,499,305,0.6112224448897795,0.23973987264693394,0.6726164972605515,293,48,0.6143344709897611,0.6041666666666666,0.010167804323094498
all_002_strict_dedup,y_shuffle_register,26,499,305,0.6192384769539078,0.23071636362768014,0.6539129214930612,293,48,0.6757679180887372,0.4583333333333333,0.21743458475540384
all_002_strict_dedup,independent_register_admin,26,499,313,0.6452905811623246,0.22209777245636747,0.6356998579909316,291,53,0.7216494845360825,0.4339622641509434,0.28768722038513905
all_002_strict_dedup,terminal_shuffle_global,27,499,305,0.593186372745491,0.24128275065970817,0.6758890858228258,293,48,0.6177474402730375,0.6458333333333334,-0.028085893060295852
all_002_strict_dedup,terminal_shuffle_register,27,499,305,0.6392785571142284,0.22462698869893455,0.6411703683036227,293,48,0.6860068259385665,0.3541666666666667,0.33184015927189986
all_002_strict_dedup,y_shuffle_global,27,499,305,0.6112224448897795,0.2415000373716423,0.6762533548081633,293,48,0.6177474402730375,0.5416666666666666,0.07608077360637089
all_002_strict_dedup,y_shuffle_register,27,499,305,0.627254509018036,0.227199546569991,0.6461215015679969,293,48,0.6757679180887372,0.4166666666666667,0.25910125142207047
all_002_strict_dedup,independent_register_admin,27,499,304,0.6172344689378757,0.23593853068171713,0.6650869566342449,292,44,0.6575342465753424,0.45454545454545453,0.2029887920298879
all_002_strict_dedup,terminal_shuffle_global,28,499,305,0.6112224448897795,0.24147984549117582,0.6763848881198748,293,48,0.6109215017064846,0.625,-0.014078498293515374
all_002_strict_dedup,terminal_shuffle_register,28,499,305,0.6232464929859719,0.23486273552312167,0.6628568367244202,293,48,0.6655290102389079,0.4375,0.22802901023890787
all_002_strict_dedup,y_shuffle_global,28,499,305,0.6112224448897795,0.23975225970826272,0.6725898976687374,293,48,0.6040955631399317,0.5416666666666666,0.062428896473265105
all_002_strict_dedup,y_shuffle_register,28,499,305,0.6432865731462926,0.2312301771316275,0.6555026939169653,293,48,0.6655290102389079,0.3333333333333333,0.33219567690557456
all_002_strict_dedup,independent_register_admin,28,499,301,0.627254509018036,0.23220272800818967,0.6573516344892842,294,50,0.6802721088435374,0.38,0.3002721088435374
all_002_strict_dedup,terminal_shuffle_global,29,499,305,0.6112224448897795,0.24155841272845424,0.6766745650740357,293,48,0.5972696245733788,0.6666666666666666,-0.06939704209328779
all_002_strict_dedup,terminal_shuffle_register,29,499,305,0.627254509018036,0.23165346249984545,0.6559975908380288,293,48,0.689419795221843,0.4166666666666667,0.27275312855517636
all_002_strict_dedup,y_shuffle_global,29,499,305,0.6112224448897795,0.24032942859974937,0.6741190944298602,293,48,0.6006825938566553,0.5416666666666666,0.059015927189988715
all_002_strict_dedup,y_shuffle_register,29,499,305,0.4969939879759519,0.22583173055981415,0.643367160897977,293,48,0.7030716723549488,0.375,0.32807167235494883
all_002_strict_dedup,independent_register_admin,29,499,295,0.625250501002004,0.22924622407454823,0.6501055141059495,302,53,0.6688741721854304,0.41509433962264153,0.2537798325627889
all_002_strict_dedup,terminal_shuffle_global,30,499,305,0.6112224448897795,0.24122935849781738,0.6759230146660612,293,48,0.6040955631399317,0.6666666666666666,-0.0625711035267349
all_002_strict_dedup,terminal_shuffle_register,30,499,305,0.6332665330661322,0.22992777569644945,0.6526818846177508,293,48,0.6928327645051194,0.4375,0.25533276450511944
all_002_strict_dedup,y_shuffle_global,30,499,305,0.6112224448897795,0.241212250465356,0.6760000366766307,293,48,0.6006825938566553,0.625,-0.024317406143344655
all_002_strict_dedup,y_shuffle_register,30,499,305,0.6352705410821643,0.2327959420516163,0.6586401186327752,293,48,0.6757679180887372,0.375,0.30076791808873715
all_002_strict_dedup,independent_register_admin,30,499,302,0.6212424849699398,0.2340282892556332,0.6610639137729745,296,44,0.6554054054054054,0.4090909090909091,0.24631449631449626
all_002_strict_dedup,terminal_shuffle_global,31,499,305,0.6112224448897795,0.24083843888315465,0.6750200388841444,293,48,0.590443686006826,0.6875,-0.09705631399317405
all_002_strict_dedup,terminal_shuffle_register,31,499,305,0.6212424849699398,0.23035556771694432,0.653018178548137,293,48,0.6825938566552902,0.4791666666666667,0.20342718998862347
all_002_strict_dedup,y_shuffle_global,31,499,305,0.6112224448897795,0.24122952811333181,0.6757288495327026,293,48,0.6279863481228669,0.6041666666666666,0.02381968145620028
all_002_strict_dedup,y_shuffle_register,31,499,305,0.6372745490981964,0.22913809948342775,0.6510468436072001,293,48,0.6962457337883959,0.4375,0.25874573378839594
all_002_strict_dedup,independent_register_admin,31,499,307,0.6352705410821643,0.23386394375670372,0.6610226637333491,313,36,0.6645367412140575,0.3611111111111111,0.3034256301029464
all_002_strict_dedup,terminal_shuffle_global,32,499,305,0.6112224448897795,0.24156310645223417,0.6765211265612738,293,48,0.6245733788395904,0.6041666666666666,0.02040671217292378
all_002_strict_dedup,terminal_shuffle_register,32,499,305,0.6312625250501002,0.23141851659531687,0.6557594020782578,293,48,0.6689419795221843,0.3958333333333333,0.27310864618885095
all_002_strict_dedup,y_shuffle_global,32,499,305,0.593186372745491,0.2398463508475304,0.672783138292917,293,48,0.590443686006826,0.5833333333333334,0.0071103526734925815
all_002_strict_dedup,y_shuffle_register,32,499,305,0.6633266533066132,0.21780843211370873,0.6275819657540024,293,48,0.7064846416382252,0.22916666666666666,0.4773179749715586
all_002_strict_dedup,independent_register_admin,32,499,286,0.45490981963927857,0.23757748378820404,0.6685568574569273,279,54,0.6451612903225806,0.35185185185185186,0.29330943847072877
all_002_strict_dedup,terminal_shuffle_global,33,499,305,0.6112224448897795,0.24198298375035948,0.6774565287462463,293,48,0.6109215017064846,0.5833333333333334,0.027588168373151256
all_002_strict_dedup,terminal_shuffle_register,33,499,305,0.6412825651302605,0.22553740948288573,0.643096430754161,293,48,0.6962457337883959,0.4166666666666667,0.27957906712172925
all_002_strict_dedup,y_shuffle_global,33,499,305,0.593186372745491,0.23956200391562532,0.6722299012600119,293,48,0.6518771331058021,0.5833333333333334,0.06854379977246872
all_002_strict_dedup,y_shuffle_register,33,499,305,0.6613226452905812,0.22194044318394004,0.6361275529008072,293,48,0.7098976109215017,0.3958333333333333,0.3140642775881684
all_002_strict_dedup,independent_register_admin,33,499,300,0.6092184368737475,0.2368970915532122,0.6670229801290266,285,56,0.6596491228070176,0.4642857142857143,0.1953634085213033
