source_a,source_a_sign,source_b,top_source_b_sign,mapping_state,candidate_grade,total_aligned_positions,top_count,top_share,runner_up_sign,runner_up_count,distinct_candidate_count,position_counts,evidence_types,evidence_refs,example_artifacts,review_status,confidence,counterexamples
lipi_numeric,621,mayig_parpola,P092,uncertain,conflicted_positional_candidate,2,1,0.500000,P265,1,2,medial:1;terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-154;M-180,needs_image_or_authoritative_sign_list_validation,very_low,P265:1
lipi_numeric,717,mayig_parpola,P320,uncertain,sparse_singleton_or_doubleton,2,2,1.000000,,0,1,initial:1;terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-3;M-52,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,772,mayig_parpola,P096,uncertain,sparse_singleton_or_doubleton,2,2,1.000000,,0,1,medial:2,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-118;M-152,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,794,mayig_parpola,P358,uncertain,sparse_singleton_or_doubleton,2,2,1.000000,,0,1,medial:2,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-36;M-89,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,814,mayig_parpola,P369,uncertain,sparse_singleton_or_doubleton,2,2,1.000000,,0,1,medial:2,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-17;M-92,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,844,mayig_parpola,P349,uncertain,conflicted_positional_candidate,2,1,0.500000,P352,1,2,medial:2,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-115;M-166,needs_image_or_authoritative_sign_list_validation,very_low,P352:1
lipi_numeric,853,mayig_parpola,P359,uncertain,sparse_singleton_or_doubleton,2,2,1.000000,,0,1,terminal:2,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-104;M-184,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,880,mayig_parpola,P384,uncertain,sparse_singleton_or_doubleton,2,2,1.000000,,0,1,medial:1;terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-6;M-145,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,017,mayig_parpola,P127,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-30,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,035,mayig_parpola,P151,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-16,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,048,mayig_parpola,P136,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-159,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,070,mayig_parpola,P114,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-170,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,072,mayig_parpola,P114,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-123,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,081,mayig_parpola,P251,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-85,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,084,mayig_parpola,P253,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-92,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,093,mayig_parpola,P014,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-123,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,094,mayig_parpola,P003,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-130,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,095,mayig_parpola,P023,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-71,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,101,mayig_parpola,P010,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-184,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,104,mayig_parpola,P020,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-87,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,107,mayig_parpola,P007,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-35,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,111,mayig_parpola,P040,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-95,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,112,mayig_parpola,P041,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-33,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,119,mayig_parpola,P038,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-99,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,136,mayig_parpola,P022,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,initial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-142,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,144,mayig_parpola,P032,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-130,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,154,mayig_parpola,P004,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,initial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-102,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,165,mayig_parpola,P342,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-95,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,168,mayig_parpola,P003,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-101,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,171,mayig_parpola,P346,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-16,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,175,mayig_parpola,P193,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-181,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,202,mayig_parpola,P386,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-12,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,205,mayig_parpola,P082,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-143,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,207,mayig_parpola,P082,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-82,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,222,mayig_parpola,P053,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-82,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,243,mayig_parpola,P048,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-160,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,244,mayig_parpola,P065,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-6,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,250,mayig_parpola,P166,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-159,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,252,mayig_parpola,P170,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-143,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,257,mayig_parpola,P182,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-154,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,260,mayig_parpola,P071,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-107,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,272,mayig_parpola,P070,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-85,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,279,mayig_parpola,P108,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-71,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,287,mayig_parpola,P084,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-109,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,295,mayig_parpola,P205,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-181,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,301,mayig_parpola,P205,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-115,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,304,mayig_parpola,P205,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-13,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,311,mayig_parpola,P205,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-9,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,317,mayig_parpola,P296,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-44,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,320,mayig_parpola,P303,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-173,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,329,mayig_parpola,P307,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-36,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,337,mayig_parpola,P309,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-119,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,344,mayig_parpola,P043,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-78,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,345,mayig_parpola,P043,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-93,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,360,mayig_parpola,P293,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-129,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,361,mayig_parpola,P294,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-139,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,362,mayig_parpola,P272,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-21,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,372,mayig_parpola,P108,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-34,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,373,mayig_parpola,P360,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-43,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,374,mayig_parpola,P103,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-34,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,391,mayig_parpola,P089,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,initial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-40,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,406,mayig_parpola,P086,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-170,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,407,mayig_parpola,P086,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,initial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-171,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,413,mayig_parpola,P099,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,initial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-108,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,463,mayig_parpola,P215,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-48,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,475,mayig_parpola,P186,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-40,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,484,mayig_parpola,P195,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-119,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,500,mayig_parpola,P208,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-128,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,502,mayig_parpola,P207,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-181,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,504,mayig_parpola,P211,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-52,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,511,mayig_parpola,P275,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-31,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,521,mayig_parpola,P094,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-3,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,526,mayig_parpola,P301,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,initial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-63,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,531,mayig_parpola,P228,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-26,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,555,mayig_parpola,P230,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-63,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,556,mayig_parpola,P231,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-148,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,560,mayig_parpola,P232,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-17,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,563,mayig_parpola,P230,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-119,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,572,mayig_parpola,P285,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-112,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,579,mayig_parpola,P290,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-159,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,595,mayig_parpola,P280,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,initial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-74,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,611,mayig_parpola,P281,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-56,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,630,mayig_parpola,P270,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-36,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,684,mayig_parpola,P254,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-112,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,690,mayig_parpola,P256,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-38,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,693,mayig_parpola,P258,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-57,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,700,mayig_parpola,P310,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-86,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,704,mayig_parpola,P316,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-74,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,734,mayig_parpola,P313,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-89,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,742,mayig_parpola,P326,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-59,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,745,mayig_parpola,P327,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-9,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,752,mayig_parpola,P332,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-30,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,765,mayig_parpola,P335,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-84,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,773,mayig_parpola,P096,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-5,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,776,mayig_parpola,P117,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-14,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,786,mayig_parpola,P117,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,medial:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-172,needs_image_or_authoritative_sign_list_validation,very_low,
lipi_numeric,796,mayig_parpola,P180,uncertain,sparse_singleton_or_doubleton,1,1,1.000000,,0,1,terminal:1,same_artifact;count_matched;position_aligned;direction_R_L,data/open_prototype/reports/crosswalk_alignment_pairs.csv,M-83,needs_image_or_authoritative_sign_list_validation,very_low,
