checked_date,object,id,site,type,shape,material,scope_cell,prev_before_002,head,tail,tail_family,open,text
2026-05-31,H-55,1114.1,Harappa,SEAL:S,square,Steatite,Harappa|SEAL:S|square|Steatite,004,861,<END>,terminal,False,+390-004-002-861-125+
2026-05-31,H-74,1132.1,Harappa,SEAL:S,square,Steatite,Harappa|SEAL:S|square|Steatite,,610,032,single_032,True,+002-610-125-032+
2026-05-31,M-1692,2226.1,Mohenjo-daro,SEAL:S,square,Steatite,Mohenjo-daro|SEAL:S|square|Steatite,617,190,632 032,632032_family,True,+390-600-617-002-190-125-632-032+
2026-05-31,M-1665,2473.1,Mohenjo-daro,SEAL:S,square,Steatite,Mohenjo-daro|SEAL:S|square|Steatite,240,610,032,single_032,True,+520-033-705-233-240-002-610-125-032+
2026-05-31,M-38,2566.1,Mohenjo-daro,SEAL:S,square,Steatite,Mohenjo-daro|SEAL:S|square|Steatite,235,390,632 032,632032_family,True,+740-690-435-255-220-032-240-235-002-390-125-632-032+
2026-05-31,M-41,2569.1,Mohenjo-daro,SEAL:S,square,Steatite,Mohenjo-daro|SEAL:S|square|Steatite,235,405,820,820_cap,True,+740-636-240-233-235-002-405-125-820+
2026-05-31,M-119,2646.1,Mohenjo-daro,SEAL:S,square,Steatite,Mohenjo-daro|SEAL:S|square|Steatite,484,390,632 032 900 563,632032_family,True,+151-337-484-002-390-125-632-032-900-563+
2026-05-31,M-354,2850.1,Mohenjo-daro,SEAL:R,cuboid-convex,Steatite,Mohenjo-daro|SEAL:R|cuboid-convex|Steatite,236,906,<END>,terminal,False,+740-729-407-845-236-002-906-125+
2026-05-31,M-735,3159.1,Mohenjo-daro,SEAL:S,square,Steatite,Mohenjo-daro|SEAL:S|square|Steatite,235,390,195,singleton_tail,True,+740-760-235-002-390-125-195+
2026-05-31,Sktd-1,3875.1,Surkotada,SEAL:S,square,-,Surkotada|SEAL:S|square|-,004,390,820,820_cap,True,+390-004-002-390-125-820+
2026-05-31,M-2055,4030.1,Mohenjo-daro,TAB:C,rectangular,Copper,Mohenjo-daro|TAB:C|rectangular|Copper,,407,590 831,singleton_tail,True,+002-407-125-590-831+
