policy,sign,token_count,inscription_count,provisional_class,class_evidence,counterevidence,initial_count,medial_count,terminal_count,single_count,initial_share,medial_share,terminal_share,single_share,initial_lift_vs_global,medial_lift_vs_global,terminal_lift_vs_global,mean_normalized_position,left_neighbor_count,right_neighbor_count,left_neighbor_entropy,right_neighbor_entropy,top_left_neighbors,top_right_neighbors,example_records,review_status
raw_lipi_numeric,L072,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L368:1,</s>:1,M-123,structural_profile_only_not_semantic
raw_lipi_numeric,L081,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.75,1,1,0,0,L741:1,L272:1,M-85,structural_profile_only_not_semantic
raw_lipi_numeric,L084,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L814:1,</s>:1,M-92,structural_profile_only_not_semantic
raw_lipi_numeric,L093,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.333333,1,1,0,0,L400:1,L368:1,M-123,structural_profile_only_not_semantic
raw_lipi_numeric,L094,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.2,1,1,0,0,L740:1,L220:1,M-130,structural_profile_only_not_semantic
raw_lipi_numeric,L095,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L390:1,</s>:1,M-71,structural_profile_only_not_semantic
raw_lipi_numeric,L101,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.666667,1,1,0,0,L740:1,L853:1,M-184,structural_profile_only_not_semantic
raw_lipi_numeric,L104,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L890:1,</s>:1,M-87,structural_profile_only_not_semantic
raw_lipi_numeric,L107,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L002:1,</s>:1,M-35,structural_profile_only_not_semantic
raw_lipi_numeric,L111,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.75,1,1,0,0,L002:1,L165:1,M-95,structural_profile_only_not_semantic
raw_lipi_numeric,L112,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L002:1,</s>:1,M-33,structural_profile_only_not_semantic
raw_lipi_numeric,L119,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L368:1,</s>:1,M-99,structural_profile_only_not_semantic
raw_lipi_numeric,L136,1,1,sparse_unclassified,token_count_below_5,,1,0,0,0,1,0,0,0,5.433824,0,0,0,1,1,0,0,<s>:1,L140:1,M-142,structural_profile_only_not_semantic
raw_lipi_numeric,L144,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L002:1,</s>:1,M-130,structural_profile_only_not_semantic
raw_lipi_numeric,L154,1,1,sparse_unclassified,token_count_below_5,,1,0,0,0,1,0,0,0,5.433824,0,0,0,1,1,0,0,<s>:1,L003:1,M-102,structural_profile_only_not_semantic
raw_lipi_numeric,L165,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L111:1,</s>:1,M-95,structural_profile_only_not_semantic
raw_lipi_numeric,L168,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.6,1,1,0,0,L740:1,L002:1,M-101,structural_profile_only_not_semantic
raw_lipi_numeric,L171,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L035:1,</s>:1,M-16,structural_profile_only_not_semantic
raw_lipi_numeric,L175,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.25,1,1,0,0,L520:1,L002:1,M-181,structural_profile_only_not_semantic
raw_lipi_numeric,L202,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.75,1,1,0,0,L368:1,L892:1,M-12,structural_profile_only_not_semantic
raw_lipi_numeric,L205,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.2,1,1,0,0,L740:1,L032:1,M-143,structural_profile_only_not_semantic
raw_lipi_numeric,L207,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.6,1,1,0,0,L002:1,L550:1,M-82,structural_profile_only_not_semantic
raw_lipi_numeric,L222,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.2,1,1,0,0,L740:1,L002:1,M-82,structural_profile_only_not_semantic
raw_lipi_numeric,L243,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.2,1,1,0,0,L151:1,L031:1,M-160,structural_profile_only_not_semantic
raw_lipi_numeric,L244,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L065:1,</s>:1,M-6,structural_profile_only_not_semantic
raw_lipi_numeric,L250,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.75,1,1,0,0,L741:1,L579:1,M-159,structural_profile_only_not_semantic
raw_lipi_numeric,L252,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.8,1,1,0,0,L002:1,L840:1,M-143,structural_profile_only_not_semantic
raw_lipi_numeric,L257,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.833333,1,1,0,0,L002:1,L898:1,M-154,structural_profile_only_not_semantic
raw_lipi_numeric,L260,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L940:1,</s>:1,M-107,structural_profile_only_not_semantic
raw_lipi_numeric,L272,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L081:1,</s>:1,M-85,structural_profile_only_not_semantic
raw_lipi_numeric,L279,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.2,1,1,0,0,L151:1,L142:1,M-71,structural_profile_only_not_semantic
raw_lipi_numeric,L287,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.833333,1,1,0,0,L002:1,L140:1,M-109,structural_profile_only_not_semantic
raw_lipi_numeric,L295,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.75,1,1,0,0,L002:1,L502:1,M-181,structural_profile_only_not_semantic
raw_lipi_numeric,L301,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.857143,1,1,0,0,L002:1,L190:1,M-115,structural_profile_only_not_semantic
raw_lipi_numeric,L304,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.5,1,1,0,0,L368:1,L125:1,M-13,structural_profile_only_not_semantic
raw_lipi_numeric,L311,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.5,1,1,0,0,L031:1,L745:1,M-9,structural_profile_only_not_semantic
raw_lipi_numeric,L317,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L920:1,</s>:1,M-44,structural_profile_only_not_semantic
raw_lipi_numeric,L320,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.75,1,1,0,0,L900:1,L806:1,M-173,structural_profile_only_not_semantic
raw_lipi_numeric,L329,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L906:1,</s>:1,M-36,structural_profile_only_not_semantic
raw_lipi_numeric,L337,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.111111,1,1,0,0,L151:1,L484:1,M-119,structural_profile_only_not_semantic
raw_lipi_numeric,L344,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.333333,1,1,0,0,L740:1,L032:1,M-78,structural_profile_only_not_semantic
raw_lipi_numeric,L345,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L741:1,</s>:1,M-93,structural_profile_only_not_semantic
raw_lipi_numeric,L360,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L741:1,</s>:1,M-129,structural_profile_only_not_semantic
raw_lipi_numeric,L361,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L741:1,</s>:1,M-139,structural_profile_only_not_semantic
raw_lipi_numeric,L362,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.428571,1,1,0,0,L740:1,L692:1,M-21,structural_profile_only_not_semantic
raw_lipi_numeric,L372,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.833333,1,1,0,0,L405:1,L374:1,M-34,structural_profile_only_not_semantic
raw_lipi_numeric,L373,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L055:1,</s>:1,M-43,structural_profile_only_not_semantic
raw_lipi_numeric,L374,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L372:1,</s>:1,M-34,structural_profile_only_not_semantic
raw_lipi_numeric,L391,1,1,sparse_unclassified,token_count_below_5,,1,0,0,0,1,0,0,0,5.433824,0,0,0,1,1,0,0,<s>:1,L002:1,M-40,structural_profile_only_not_semantic
raw_lipi_numeric,L406,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.285714,1,1,0,0,L923:1,L061:1,M-170,structural_profile_only_not_semantic
raw_lipi_numeric,L407,1,1,sparse_unclassified,token_count_below_5,,1,0,0,0,1,0,0,0,5.433824,0,0,0,1,1,0,0,<s>:1,L061:1,M-171,structural_profile_only_not_semantic
raw_lipi_numeric,L413,1,1,sparse_unclassified,token_count_below_5,,1,0,0,0,1,0,0,0,5.433824,0,0,0,1,1,0,0,<s>:1,L820:1,M-108,structural_profile_only_not_semantic
raw_lipi_numeric,L463,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.4,1,1,0,0,L820:1,L060:1,M-48,structural_profile_only_not_semantic
raw_lipi_numeric,L475,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.75,1,1,0,0,L527:1,L005:1,M-40,structural_profile_only_not_semantic
raw_lipi_numeric,L484,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.222222,1,1,0,0,L337:1,L002:1,M-119,structural_profile_only_not_semantic
raw_lipi_numeric,L500,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.8,1,1,0,0,L741:1,L705:1,M-128,structural_profile_only_not_semantic
raw_lipi_numeric,L502,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L295:1,</s>:1,M-181,structural_profile_only_not_semantic
raw_lipi_numeric,L504,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.888889,1,1,0,0,L002:1,L717:1,M-52,structural_profile_only_not_semantic
raw_lipi_numeric,L511,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.4,1,1,0,0,L269:1,L233:1,M-31,structural_profile_only_not_semantic
raw_lipi_numeric,L521,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L032:1,</s>:1,M-3,structural_profile_only_not_semantic
raw_lipi_numeric,L526,1,1,sparse_unclassified,token_count_below_5,,1,0,0,0,1,0,0,0,5.433824,0,0,0,1,1,0,0,<s>:1,L555:1,M-63,structural_profile_only_not_semantic
raw_lipi_numeric,L531,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.5,1,1,0,0,L740:1,L060:1,M-26,structural_profile_only_not_semantic
raw_lipi_numeric,L555,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.333333,1,1,0,0,L526:1,L060:1,M-63,structural_profile_only_not_semantic
raw_lipi_numeric,L556,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L817:1,</s>:1,M-148,structural_profile_only_not_semantic
raw_lipi_numeric,L560,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L814:1,</s>:1,M-17,structural_profile_only_not_semantic
raw_lipi_numeric,L563,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L900:1,</s>:1,M-119,structural_profile_only_not_semantic
raw_lipi_numeric,L572,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.857143,1,1,0,0,L741:1,L684:1,M-112,structural_profile_only_not_semantic
raw_lipi_numeric,L579,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L250:1,</s>:1,M-159,structural_profile_only_not_semantic
raw_lipi_numeric,L595,1,1,sparse_unclassified,token_count_below_5,,1,0,0,0,1,0,0,0,5.433824,0,0,0,1,1,0,0,<s>:1,L575:1,M-74,structural_profile_only_not_semantic
raw_lipi_numeric,L611,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.857143,1,1,0,0,L550:1,L840:1,M-56,structural_profile_only_not_semantic
raw_lipi_numeric,L630,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.25,1,1,0,0,L794:1,L220:1,M-36,structural_profile_only_not_semantic
raw_lipi_numeric,L684,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L572:1,</s>:1,M-112,structural_profile_only_not_semantic
raw_lipi_numeric,L690,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.083333,1,1,0,0,L740:1,L435:1,M-38,structural_profile_only_not_semantic
raw_lipi_numeric,L693,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L002:1,</s>:1,M-57,structural_profile_only_not_semantic
raw_lipi_numeric,L700,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L820:1,</s>:1,M-86,structural_profile_only_not_semantic
raw_lipi_numeric,L704,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.666667,1,1,0,0,L575:1,L140:1,M-74,structural_profile_only_not_semantic
raw_lipi_numeric,L734,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.5,1,1,0,0,L794:1,L032:1,M-89,structural_profile_only_not_semantic
raw_lipi_numeric,L742,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.5,1,1,0,0,L003:1,L060:1,M-59,structural_profile_only_not_semantic
raw_lipi_numeric,L745,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L311:1,</s>:1,M-9,structural_profile_only_not_semantic
raw_lipi_numeric,L752,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.166667,1,1,0,0,L740:1,L017:1,M-30,structural_profile_only_not_semantic
raw_lipi_numeric,L765,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.2,1,1,0,0,L740:1,L240:1,M-84,structural_profile_only_not_semantic
raw_lipi_numeric,L773,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.2,1,1,0,0,L740:1,L240:1,M-5,structural_profile_only_not_semantic
raw_lipi_numeric,L776,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.25,1,1,0,0,L740:1,L503:1,M-14,structural_profile_only_not_semantic
raw_lipi_numeric,L786,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.8,1,1,0,0,L220:1,L850:1,M-172,structural_profile_only_not_semantic
raw_lipi_numeric,L796,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L018:1,</s>:1,M-83,structural_profile_only_not_semantic
raw_lipi_numeric,L812,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.714286,1,1,0,0,L255:1,L906:1,M-133,structural_profile_only_not_semantic
raw_lipi_numeric,L850,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L786:1,</s>:1,M-172,structural_profile_only_not_semantic
raw_lipi_numeric,L864,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L065:1,</s>:1,M-151,structural_profile_only_not_semantic
raw_lipi_numeric,L872,1,1,sparse_unclassified,token_count_below_5,,1,0,0,0,1,0,0,0,5.433824,0,0,0,1,1,0,0,<s>:1,L032:1,M-134,structural_profile_only_not_semantic
raw_lipi_numeric,L877,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.142857,1,1,0,0,L740:1,L032:1,M-56,structural_profile_only_not_semantic
raw_lipi_numeric,L879,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.166667,1,1,0,0,L740:1,L220:1,M-109,structural_profile_only_not_semantic
raw_lipi_numeric,L890,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.5,1,1,0,0,L400:1,L104:1,M-87,structural_profile_only_not_semantic
raw_lipi_numeric,L892,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.875,1,1,0,0,L202:1,L371:1,M-12,structural_profile_only_not_semantic
raw_lipi_numeric,L898,1,1,sparse_unclassified,token_count_below_5,,0,0,1,0,0,0,1,0,0,0,5.433824,1,1,1,0,0,L257:1,</s>:1,M-154,structural_profile_only_not_semantic
raw_lipi_numeric,L904,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.111111,1,1,0,0,L740:1,L032:1,M-52,structural_profile_only_not_semantic
raw_lipi_numeric,L908,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.833333,1,1,0,0,L031:1,L545:1,M-136,structural_profile_only_not_semantic
raw_lipi_numeric,L932,1,1,sparse_unclassified,token_count_below_5,,1,0,0,0,1,0,0,0,5.433824,0,0,0,1,1,0,0,<s>:1,L740:1,M-18,structural_profile_only_not_semantic
raw_lipi_numeric,L940,1,1,sparse_unclassified,token_count_below_5,,0,1,0,0,0,1,0,0,0,1.582441,0,0.8,1,1,0,0,L002:1,L260:1,M-107,structural_profile_only_not_semantic
p385_merge_only,L740,73,73,initial_operator_candidate,initial_share=0.822,medial_share=0.178,60,13,0,0,0.821918,0.178082,0,0,4.466157,0.281804,0,0.04744,7,45,1.006079,5.220933,<s>:60;L090:8;L001:1;L061:1;L503:1,L760:5;L923:5;L220:4;L390:4;L798:4,M-5;M-12;M-14;M-15;M-18;M-21;M-24;M-26,structural_profile_only_not_semantic
p385_merge_only,L002,60,60,medial_core_candidate,medial_share=1.000,,0,60,0,0,0,1,0,0,0,1.582441,0,0.660126,31,26,4.649792,3.79517,L032:7;L803:6;L235:4;L003:3;L231:3,P385:20;L820:6;L220:4;L390:4;L368:3,M-12;M-14;M-15;M-17;M-21;M-24;M-29;M-32,structural_profile_only_not_semantic
p385_merge_only,L220,29,29,medial_core_candidate,medial_share=0.966,edge_share=0.034,1,28,0,0,0.034483,0.965517,0,0,0.187375,1.527874,0,0.426108,18,14,3.836959,3.469544,L520:5;L002:4;L740:4;L923:2;<s>:1,L032:6;L065:4;L415:4;L016:3;L004:2,M-29;M-36;M-37;M-38;M-46;M-52;M-53;M-64,structural_profile_only_not_semantic
p385_merge_only,L390,25,24,distributed_recurrent_candidate,max_position_share=0.520,,13,11,1,0,0.52,0.44,0.04,0,2.825588,0.696274,0.217353,0.25573,6,15,1.999628,3.653661,<s>:13;L002:4;L740:4;L741:2;L550:1,L003:4;L590:4;L016:3;L125:2;L844:2,M-12;M-17;M-32;M-35;M-38;M-48;M-51;M-70,structural_profile_only_not_semantic
p385_merge_only,P385,24,24,terminal_operator_candidate,terminal_share=0.875,medial_share=0.125,0,3,21,0,0,0.125,0.875,0,0,0.197805,4.754596,0.947917,4,3,0.900022,0.658351,L002:20;L368:2;L740:1;L741:1,</s>:21;L255:2;L556:1,M-1;M-14;M-15;M-21;M-32;M-42;M-47;M-58,structural_profile_only_not_semantic
p385_merge_only,L032,21,20,medial_core_candidate,medial_share=0.905,edge_share=0.095,0,19,2,0,0,0.904762,0.095238,0,0,1.431733,0.517506,0.522109,13,13,3.368042,3.266056,L220:6;L226:2;L632:2;L740:2;L070:1,L002:7;</s>:2;L235:2;L220:1;L231:1,M-3;M-21;M-33;M-36;M-38;M-52;M-56;M-57,structural_profile_only_not_semantic
p385_merge_only,L060,17,17,medial_core_candidate,medial_share=1.000,,0,17,0,0,0,1,0,0,0,1.582441,0,0.707563,15,7,3.852169,2.581013,L233:2;L235:2;L003:1;L016:1;L231:1,L692:5;L550:4;L368:2;L820:2;L920:2,M-5;M-26;M-31;M-48;M-56;M-59;M-63;M-64,structural_profile_only_not_semantic
p385_merge_only,L520,15,15,initial_operator_candidate,initial_share=0.933,,14,0,1,0,0.933333,0,0.066667,0,5.071567,0,0.362257,0.066667,2,5,0.353359,2.041946,<s>:14;L455:1,L033:5;L220:5;L233:3;</s>:1;L175:1,M-37;M-64;M-65;M-75;M-85;M-86;M-117;M-122,structural_profile_only_not_semantic
p385_merge_only,L240,14,14,medial_core_candidate,medial_share=1.000,,0,14,0,0,0,1,0,0,0,1.582441,0,0.406293,13,7,3.664498,2.26082,L550:2;L003:1;L032:1;L055:1;L233:1,L235:7;L002:2;L001:1;L033:1;L220:1,M-5;M-24;M-29;M-30;M-38;M-42;M-46;M-54,structural_profile_only_not_semantic
p385_merge_only,L820,14,13,distributed_recurrent_candidate,max_position_share=0.571,,2,4,8,0,0.142857,0.285714,0.571429,0,0.77626,0.452126,3.105044,0.714286,7,7,2.4138,2.093069,L002:6;<s>:2;L060:2;L001:1;L390:1,</s>:8;L130:1;L220:1;L463:1;L700:1,M-6;M-16;M-31;M-48;M-54;M-86;M-103;M-108,structural_profile_only_not_semantic
p385_merge_only,L233,13,13,medial_core_candidate,medial_share=0.923,edge_share=0.077,0,12,1,0,0,0.923077,0.076923,0,0,1.460715,0.417986,0.516758,9,9,3.026987,3.026987,L520:3;L590:2;L790:2;L382:1;L388:1,L002:3;L060:2;L798:2;</s>:1;L231:1,M-12;M-31;M-33;M-35;M-85;M-88;M-107;M-118,structural_profile_only_not_semantic
p385_merge_only,L235,13,13,medial_core_candidate,medial_share=0.923,edge_share=0.077,0,12,1,0,0,0.923077,0.076923,0,0,1.460715,0.417986,0.594292,6,7,2.034941,2.623517,L240:7;L032:2;L220:1;L350:1;L415:1,L002:4;L060:2;L741:2;L806:2;</s>:1,M-5;M-24;M-29;M-30;M-38;M-46;M-47;M-51,structural_profile_only_not_semantic
p385_merge_only,L741,13,13,medial_core_candidate,medial_share=0.923,edge_share=0.077,0,12,1,0,0,0.923077,0.076923,0,0,1.460715,0.417986,0.702747,12,12,3.546594,3.546594,L235:2;L032:1;L048:1;L220:1;L233:1,L390:2;</s>:1;L060:1;L081:1;L176:1,M-51;M-85;M-93;M-112;M-113;M-127;M-128;M-129,structural_profile_only_not_semantic
p385_merge_only,L003,10,10,medial_core_candidate,medial_share=0.800,edge_share=0.200,0,8,2,0,0,0.8,0.2,0,0,1.265953,1.086765,0.45,5,7,2.046439,2.646439,L390:4;L156:3;L154:1;L220:1;L368:1,L002:3;</s>:2;L060:1;L240:1;L545:1,M-32;M-59;M-80;M-93;M-94;M-95;M-102;M-132,structural_profile_only_not_semantic
p385_merge_only,L368,10,10,medial_core_candidate,medial_share=0.800,edge_share=0.200,2,8,0,0,0.2,0.8,0,0,1.086765,1.265953,0,0.539167,5,8,2.246439,2.921928,L002:3;<s>:2;L001:2;L060:2;L093:1,L920:2;P385:2;L003:1;L072:1;L119:1,M-1;M-12;M-13;M-36;M-48;M-59;M-80;M-84,structural_profile_only_not_semantic
p385_merge_only,L798,10,10,medial_core_candidate,medial_share=0.900,edge_share=0.100,0,9,1,0,0,0.9,0.1,0,0,1.424197,0.543382,0.450238,6,8,2.321928,2.921928,L740:4;L233:2;L065:1;L100:1;L231:1,L002:2;L460:2;</s>:1;L001:1;L220:1,M-43;M-46;M-51;M-54;M-57;M-91;M-92;M-108,structural_profile_only_not_semantic
p385_merge_only,L803,10,10,medial_core_candidate,medial_share=0.900,edge_share=0.100,0,9,1,0,0,0.9,0.1,0,0,1.424197,0.543382,0.544524,10,5,3.321928,1.770951,L002:1;L176:1;L220:1;L226:1;L233:1,L002:6;</s>:1;L055:1;L231:1;L741:1,M-44;M-52;M-69;M-77;M-115;M-117;M-118;M-128,structural_profile_only_not_semantic
p385_merge_only,L033,9,9,medial_core_candidate,medial_share=0.889,edge_share=0.111,1,8,0,0,0.111111,0.888889,0,0,0.603758,1.406614,0,0.249735,5,3,1.879965,0.986427,L520:5;<s>:1;L240:1;L760:1;L772:1,L705:7;L706:1;L832:1,M-44;M-54;M-64;M-86;M-117;M-118;M-122;M-135,structural_profile_only_not_semantic
p385_merge_only,L705,9,9,medial_core_candidate,medial_share=0.778,edge_share=0.222,0,7,2,0,0,0.777778,0.222222,0,0,1.230788,1.207515,0.58254,3,8,0.986427,2.947703,L033:7;L255:1;L500:1,</s>:2;L002:1;L031:1;L220:1;L231:1,M-44;M-54;M-86;M-100;M-117;M-118;M-122;M-128,structural_profile_only_not_semantic
p385_merge_only,L090,8,8,initial_operator_candidate,initial_share=1.000,,8,0,0,0,1,0,0,0,5.433824,0,0,0,1,1,0,0,<s>:8,L740:8,M-15;M-24;M-26;M-53;M-100;M-104;M-136;M-184,structural_profile_only_not_semantic
p385_merge_only,L140,8,8,terminal_operator_candidate,terminal_share=0.625,medial_share=0.375,0,3,5,0,0,0.375,0.625,0,0,0.593415,3.39614,0.764881,8,4,3,1.548795,L136:1;L287:1;L390:1;L704:1;L706:1,</s>:5;L002:1;L176:1;L632:1,M-8;M-24;M-51;M-53;M-74;M-109;M-115;M-142,structural_profile_only_not_semantic
