"corpus","scope","holdout_policy","control","iteration","stored_win_share","mean_diff"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","35","0.486096","-0.004747"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","36","0.494994","-0.000871"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","37","0.492214","0.003081"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","38","0.478865","0.000432"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","39","0.501669","0.016426"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","40","0.46663","-0.024739"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","41","0.484983","0.002159"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","42","0.501112","0.004618"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","43","0.479978","-0.005722"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","44","0.487764","-0.017574"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","45","0.502781","0.004955"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","46","0.506118","0.009168"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","47","0.489989","-0.014637"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","48","0.472191","-0.022102"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","49","0.494994","-0.004883"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","50","0.486096","-0.002441"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","51","0.496663","0.022512"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","52","0.505006","0.006696"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","53","0.498331","0.008874"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","54","0.508899","-0.003911"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","55","0.474416","-0.003814"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","56","0.463849","-0.02231"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","57","0.506674","0.017358"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","58","0.513904","0.029627"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","59","0.525584","0.039782"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","60","0.503337","-0.001492"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","61","0.494438","0.003161"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","62","0.49277","0.01003"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","63","0.479422","-0.013962"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","64","0.478309","-0.024413"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","65","0.49277","0.009274"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","66","0.460512","-0.032545"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","67","0.508343","0.004174"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","68","0.503893","-0.006026"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","69","0.493326","0.014549"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","70","0.489433","-0.018497"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","71","0.498331","-0.000572"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","72","0.469967","-0.024776"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","73","0.479422","-0.006228"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","74","0.489989","-0.000677"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","75","0.485539","-0.00622"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","76","0.48832","-0.005329"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","77","0.498888","-0.006436"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","78","0.468298","-0.012987"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","79","0.513904","0.01562"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","80","0.49277","0.005394"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","81","0.494438","-0.004192"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","82","0.487764","-0.00673"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","83","0.491101","0.01055"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","84","0.483871","0.000469"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","85","0.508343","0.020651"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","86","0.499444","0.003466"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","87","0.489433","-0.016808"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","88","0.494438","0.011147"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","89","0.497219","-0.009288"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","90","0.5","-0.000915"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","91","0.5","0.014719"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","92","0.502225","0.012354"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","93","0.479978","-0.010789"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","94","0.497219","-0.013723"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","95","0.520022","0.025957"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","96","0.496107","0.01073"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","97","0.503337","0.01263"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","98","0.472747","-0.019681"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","99","0.527809","0.035255"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","100","0.496663","-0.001627"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","101","0.502225","0.007406"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","102","0.477753","-0.012963"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","103","0.48832","-0.008742"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","104","0.521135","0.028079"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","105","0.46218","-0.009572"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","106","0.467186","-0.026447"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","107","0.484427","-0.006685"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","108","0.494438","0.007456"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","109","0.467742","-0.0207"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","110","0.46663","-0.023231"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","111","0.497219","-0.000718"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","112","0.46218","-0.016278"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","113","0.469967","-0.0306"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","114","0.464405","-0.013552"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","115","0.494994","0.002386"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","116","0.518354","0.021446"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","117","0.482202","0.009203"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","118","0.483315","-0.012536"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","119","0.506118","0.005092"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","120","0.485539","0.000879"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","121","0.49277","0.000894"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","122","0.493326","0.011984"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","123","0.473304","-0.006702"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","124","0.502225","0.026864"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","125","0.509455","0.014657"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","126","0.528921","0.039733"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","127","0.505006","0.006755"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","128","0.481646","0.008005"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","129","0.499444","0.009478"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","130","0.496107","0.000002"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","131","0.500556","0.008675"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","132","0.494438","-0.011277"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","133","0.47386","-0.036068"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","134","0.457175","-0.030947"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","135","0.500556","0.007285"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","136","0.510567","0.020175"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","137","0.493882","0.003479"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","138","0.469967","-0.005914"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","139","0.499444","0.002964"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","140","0.487208","-0.001506"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","141","0.494994","-0.001213"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","142","0.473304","-0.025131"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","143","0.487208","0.013244"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","144","0.466073","-0.020626"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","145","0.489989","0.021422"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","146","0.501669","0.014972"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","147","0.514461","0.002343"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","148","0.497775","0.006779"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","149","0.482759","-0.002418"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","150","0.502225","0.008754"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","151","0.510011","0.026481"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","152","0.503337","0.017688"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","153","0.505562","0.009854"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","154","0.484427","0.012155"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","155","0.496107","-0.010205"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","156","0.515573","0.028812"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","157","0.486652","0.001256"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","158","0.474972","-0.026683"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","159","0.478865","-0.026499"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","160","0.493882","0.005604"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","161","0.486096","0.015419"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","162","0.490545","-0.000665"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","163","0.52614","0.03262"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","164","0.486652","-0.014924"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","165","0.493882","0.002329"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","166","0.477197","-0.002984"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","167","0.518354","0.034657"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","168","0.496663","0.012392"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","169","0.472747","-0.014652"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","170","0.472747","-0.004307"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","171","0.520578","0.029505"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","172","0.49277","0.004646"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","173","0.518354","0.022601"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","174","0.477197","-0.025251"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","175","0.505562","0.006307"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","176","0.472191","-0.00554"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","177","0.46663","-0.021776"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","178","0.505006","-0.011948"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","179","0.476641","-0.003042"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","180","0.504449","0.018484"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","181","0.483871","-0.011161"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","182","0.504449","0.01664"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","183","0.49277","-0.005429"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","184","0.504449","0.03213"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","185","0.505562","0.01599"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","186","0.511123","0.018442"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","187","0.515017","0.023124"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","188","0.492214","0.000211"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","189","0.514461","0.026563"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","190","0.472747","-0.010161"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","191","0.484427","0.010076"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","192","0.498888","0.013045"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","193","0.506674","0.016618"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","194","0.480534","-0.016421"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","195","0.497219","0.019142"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","196","0.489989","-0.001259"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","197","0.480534","-0.000768"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","198","0.506674","0.013408"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","199","0.48109","-0.003241"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","global_token_shuffle","200","0.486096","-0.013191"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","1","0.496663","0.000525"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","2","0.512236","0.018747"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","3","0.505006","0.006732"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","4","0.500556","-0.006458"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","5","0.477197","-0.031432"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","6","0.480534","-0.012686"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","7","0.493326","-0.008105"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","8","0.501669","0.00837"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","9","0.509455","0.003939"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","10","0.477197","-0.021176"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","11","0.482202","-0.005334"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","12","0.489989","0.003114"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","13","0.503337","0.006099"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","14","0.489989","-0.001528"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","15","0.489989","-0.005276"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","16","0.53337","0.038819"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","17","0.542269","0.042867"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","18","0.469967","-0.030113"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","19","0.496107","-0.014459"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","20","0.478309","-0.018316"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","21","0.498331","0.01262"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","22","0.506118","0.013498"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","23","0.486096","-0.010363"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","24","0.492214","-0.009999"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","25","0.483871","-0.011389"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","26","0.5","0.02481"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","27","0.506118","0.002309"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","28","0.505006","-0.005991"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","29","0.513904","0.019556"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","30","0.47386","-0.025534"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","31","0.47386","-0.033316"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","32","0.47386","-0.016334"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","33","0.481646","-0.025683"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","34","0.523359","0.024863"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","35","0.489989","-0.005362"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","36","0.472191","-0.009953"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","37","0.476641","-0.034566"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","38","0.50723","0.010904"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","39","0.5","0.022262"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","40","0.494438","-0.002906"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","41","0.508899","-0.001464"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","42","0.499444","0.004004"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","43","0.5","0.015195"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","44","0.515017","0.028894"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","45","0.502781","-0.001921"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","46","0.484427","-0.004736"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","47","0.461068","-0.018034"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","48","0.474416","-0.027868"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","49","0.524472","0.01383"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","50","0.493882","0.006948"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","51","0.485539","-0.023252"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","52","0.5","-0.00924"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","53","0.517241","-0.000448"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","54","0.494994","0.000586"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","55","0.510567","0.035669"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","56","0.511123","0.007146"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","57","0.476641","-0.03687"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","58","0.506118","0.015118"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","59","0.487208","-0.01854"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","60","0.46941","-0.044698"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","61","0.521691","0.039496"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","62","0.477753","-0.01861"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","63","0.497219","-0.006849"
"Indus_Lipi","exact_text_collapsed","leave_one_unit_out","row_internal_shuffle","64","0.492214","-0.009854"
