date,probe_id,route_rank,queue_rank,priority_band,source_validation_need,direction_outcome,representative_cisi,family_cisis,representative_lipi_id,site,type,symbol,direction,text,tokens,diff_per_transition,volume,page_index,page_file,source_url,route_status,source_grade_status,match_text,ocr_label_coords,local_page_path,local_context_crop,local_enhanced_crop,source_image_sha256,crop_sha256,enhanced_crop_sha256,image_width,image_height,crop_box_image_coords,notes,accepted_claims_increment
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,1,11,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,M-1320,M-1320,3625.1,Mohenjo-daro,SEAL:R,None,R/L,+527-555-231-240-798+,527 555 231 240 798,2.876525,cisi_pakistan,203,Pakistan_0203.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n203_w2000.jpg,downloaded_and_cropped,public_cisi_plate_route_candidate_needs_visual_review,M-1320,2284|1645|2448|1685,tmp/effective_unicity_directionality_public_route_probe_v2/pages/11_M_1320_cisi_pakistan_n203_1.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/11_M_1320_cisi_pakistan_n203_1_context.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/11_M_1320_cisi_pakistan_n203_1_context_enhanced_x2.jpg,d6ba1b469bd752cac59953f9a4070a3c3f28069c50419ec4592bbdb949254e90,02250d58d1665b1a3dd91d8677adf064cccaef91facfb694b218f95abadcf411,369f2841e5897057a30702593b21a9c6fa1e09ed0949279c35399dc3a11da408,3230,4566,1724|825|3168|2045,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,1,15,P1_acquire_high_positive_source,replace_non_source_grade_catalogue_hint,stored_higher,M-811,M-811,3224.1,Mohenjo-daro,SEAL:S,Bull1:J,R/L,+226-032-803+,226 032 803,2.71824,cisi_pakistan,104,Pakistan_0104.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n104_w2000.jpg,downloaded_and_cropped,public_cisi_plate_route_candidate_needs_visual_review,M 811,2557|1197|2689|1233,tmp/effective_unicity_directionality_public_route_probe_v2/pages/15_M_811_cisi_pakistan_n104_1.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/15_M_811_cisi_pakistan_n104_1_context.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/15_M_811_cisi_pakistan_n104_1_context_enhanced_x2.jpg,40e5db5ed31422400062b67d9731c73bd4c36c802fe8380c3cd5adb7a4ee473b,4cb280a7571390e6f6a32cf3accc7c13bccc96f3054b3bf33e314c32fa470f5a,bf12fb126fb0dfc49ba3966edaa839dc99fc24d0fcee5416b566af8651288e1d,3210,4546,1997|377|3210|1593,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,2,15,P1_acquire_high_positive_source,replace_non_source_grade_catalogue_hint,stored_higher,M-811,M-811,3224.1,Mohenjo-daro,SEAL:S,Bull1:J,R/L,+226-032-803+,226 032 803,2.71824,cisi_pakistan,104,Pakistan_0104.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n104_w2000.jpg,downloaded_and_cropped,public_cisi_plate_route_candidate_needs_visual_review,M-811,2557|2252|2692|2292,tmp/effective_unicity_directionality_public_route_probe_v2/pages/15_M_811_cisi_pakistan_n104_2.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/15_M_811_cisi_pakistan_n104_2_context.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/15_M_811_cisi_pakistan_n104_2_context_enhanced_x2.jpg,40e5db5ed31422400062b67d9731c73bd4c36c802fe8380c3cd5adb7a4ee473b,df3eb35a0e5bb730a745e71ef8989e41edc276b5717877070fe7b1364086bc19,7238cc2283513da8d7e3ee471b74bf93465f9e1680b647c03bf022b8486ecffc,3210,4546,1997|1432|3210|2652,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,1,16,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,M-1523,M-1523;M-1524,3776.1,Mohenjo-daro,TAB:C,Comp,R/L,+407-585-033-705-233-235-806+,407 585 033 705 233 235 806,2.698288,cisi_pakistan,253,Pakistan_0253.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n253_w2000.jpg,downloaded_and_cropped,public_cisi_plate_route_candidate_needs_visual_review,M-1523,716|3151|876|3191,tmp/effective_unicity_directionality_public_route_probe_v2/pages/16_M_1523_cisi_pakistan_n253_1.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/16_M_1523_cisi_pakistan_n253_1_context.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/16_M_1523_cisi_pakistan_n253_1_context_enhanced_x2.jpg,033c6b182b1f46e63c3151ab4ed88c767e7f546b97f7f1eb4ca6a8f6a0823b3b,902a30c5b96cc3fe5184d0c658e68392942954f8999f87f54816da7986e5a1f0,cbf4a61e838b44bf995f1a88b0270ba5be27dd36892d777c434895ce19d0fe2e,3240,4523,156|2331|1596|3551,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,1,17,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,H-152,H-152;H-670;H-681;M-1962;M-1986,1193.1,Harappa,SEAL:R,None,R/L,+154-806-468+,154 806 468,2.681647,cisi_india,237,India_0237.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n237_w2000.jpg,downloaded_and_cropped,public_cisi_plate_route_candidate_volume_mismatch_check_needed,H-152,1202|1022|1297|1053,tmp/effective_unicity_directionality_public_route_probe_v2/pages/17_H_152_cisi_india_n237_1.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/17_H_152_cisi_india_n237_1_context.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/17_H_152_cisi_india_n237_1_context_enhanced_x2.jpg,f4140ae624d063b47632587d4b78fbf7aef6d6604ffed197be41d08d1528b24f,56b4fe3f7726c056e41dfb6a2aea6bdf73f883377b2096b3a37afca064975167,62795ba6ce5e4c28c806b0acf9b367b9766a6864f5570328bf07343cc77a012a,2443,3460,642|202|2017|1413,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,2,17,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,H-152,H-152;H-670;H-681;M-1962;M-1986,1193.1,Harappa,SEAL:R,None,R/L,+154-806-468+,154 806 468,2.681647,cisi_india,668,India_0668.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n668_w2000.jpg,downloaded_and_cropped,public_cisi_late_register_or_data_route_not_source_panel,H-152,1202|1022|1297|1053,tmp/effective_unicity_directionality_public_route_probe_v2/pages/17_H_152_cisi_india_n668_2.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/17_H_152_cisi_india_n668_2_context.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/17_H_152_cisi_india_n668_2_context_enhanced_x2.jpg,f4140ae624d063b47632587d4b78fbf7aef6d6604ffed197be41d08d1528b24f,56b4fe3f7726c056e41dfb6a2aea6bdf73f883377b2096b3a37afca064975167,62795ba6ce5e4c28c806b0acf9b367b9766a6864f5570328bf07343cc77a012a,2443,3460,642|202|2017|1413,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,1,21,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,M-365,M-365,2861.1,Mohenjo-daro,SEAL:R,None,R/L,+527-550-033-705-220-415-060-550+,527 550 033 705 220 415 060 550,2.581387,cisi_india,126,India_0126.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n126_w2000.jpg,downloaded_and_cropped,public_cisi_plate_route_candidate_needs_visual_review,M-365,1711|2143|1812|2173,tmp/effective_unicity_directionality_public_route_probe_v2/pages/21_M_365_cisi_india_n126_1.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/21_M_365_cisi_india_n126_1_context.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/21_M_365_cisi_india_n126_1_context_enhanced_x2.jpg,ebbe070c2e0c496e98ad0f84065ffeaf1275dbd799d1980ad171e742fa7e0aa7,b62aeb9f503fae6da02a35985d58050395fdb2d1b90fa3c683951ad2c0893d0a,1a1230c28b3f31284626bd4aab0ada7836be9c20c726b25e87c4ecc83d5ed117,2379,3461,1151|1323|2379|2533,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,2,21,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,M-365,M-365,2861.1,Mohenjo-daro,SEAL:R,None,R/L,+527-550-033-705-220-415-060-550+,527 550 033 705 220 415 060 550,2.581387,cisi_india,557,India_0557.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n557_w2000.jpg,downloaded_and_cropped,public_cisi_late_register_or_data_route_not_source_panel,M-365,1711|2143|1812|2173,tmp/effective_unicity_directionality_public_route_probe_v2/pages/21_M_365_cisi_india_n557_2.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/21_M_365_cisi_india_n557_2_context.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/21_M_365_cisi_india_n557_2_context_enhanced_x2.jpg,ebbe070c2e0c496e98ad0f84065ffeaf1275dbd799d1980ad171e742fa7e0aa7,b62aeb9f503fae6da02a35985d58050395fdb2d1b90fa3c683951ad2c0893d0a,1a1230c28b3f31284626bd4aab0ada7836be9c20c726b25e87c4ecc83d5ed117,2379,3461,1151|1323|2379|2533,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,1,22,P1_acquire_high_positive_source,replace_non_source_grade_catalogue_hint,stored_higher,M-253,M-253,2776.1,Mohenjo-daro,SEAL:S,Gaur,R/L,+527-550-803-002-368-518+,527 550 803 002 368 518,2.52834,cisi_india,402,India_0402.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n402_w2000.jpg,downloaded_and_cropped,public_cisi_late_register_or_data_route_not_source_panel,M-253,1352|2426|1422|2447,tmp/effective_unicity_directionality_public_route_probe_v2/pages/22_M_253_cisi_india_n402_1.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/22_M_253_cisi_india_n402_1_context.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/22_M_253_cisi_india_n402_1_context_enhanced_x2.jpg,1dfe408ec0064a618656eba34041b1c9b09937240b74d9e3411db2015a17739e,beffe5f4a862bc5dfc61531113f5416c97cb9d8e7d8e1e60bfd37f80f07b42a0,a642d7b0418cf2f933b24db5de89d1a0faa97f16107e7c57d32d9bac44429e0b,2436,3441,792|1606|2142|2807,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v2_ocr_coord_fix,2,22,P1_acquire_high_positive_source,replace_non_source_grade_catalogue_hint,stored_higher,M-253,M-253,2776.1,Mohenjo-daro,SEAL:S,Gaur,R/L,+527-550-803-002-368-518+,527 550 803 002 368 518,2.52834,cisi_india,833,India_0833.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n833_w2000.jpg,downloaded_and_cropped,public_cisi_late_register_or_data_route_not_source_panel,M-253,1352|2426|1422|2447,tmp/effective_unicity_directionality_public_route_probe_v2/pages/22_M_253_cisi_india_n833_2.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/22_M_253_cisi_india_n833_2_context.jpg,tmp/effective_unicity_directionality_public_route_probe_v2/crops/22_M_253_cisi_india_n833_2_context_enhanced_x2.jpg,1dfe408ec0064a618656eba34041b1c9b09937240b74d9e3411db2015a17739e,beffe5f4a862bc5dfc61531113f5416c97cb9d8e7d8e1e60bfd37f80f07b42a0,a642d7b0418cf2f933b24db5de89d1a0faa97f16107e7c57d32d9bac44429e0b,2436,3441,792|1606|2142|2807,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
