"label_filter","shuffle_block","iteration","model","evaluated_rows","label_count","accuracy","macro_f1","macro_recall"
"all_eligible","site","15","type","1750","12","0.217143","0.056964","0.09128"
"all_eligible","site","15","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","site","15","type_site","1750","12","0.221143","0.101328","0.123206"
"all_eligible","site","15","length_type_site","1750","12","0.196","0.090522","0.101059"
"all_eligible","site","15","edge_frame","1750","12","0.192571","0.062237","0.087011"
"all_eligible","site","15","token_nb","1750","12","0.190286","0.069109","0.085269"
"all_eligible","site","16","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","site","16","length","1750","12","0.135429","0.034406","0.055358"
"all_eligible","site","16","type","1750","12","0.216571","0.059054","0.090152"
"all_eligible","site","16","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","site","16","type_site","1750","12","0.193714","0.068892","0.093311"
"all_eligible","site","16","length_type_site","1750","12","0.169143","0.088355","0.094093"
"all_eligible","site","16","edge_frame","1750","12","0.189714","0.055233","0.082319"
"all_eligible","site","16","token_nb","1750","12","0.185143","0.070479","0.084837"
"all_eligible","site","17","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","site","17","length","1750","12","0.205143","0.044059","0.082566"
"all_eligible","site","17","type","1750","12","0.211429","0.040922","0.08475"
"all_eligible","site","17","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","site","17","type_site","1750","12","0.213143","0.084107","0.113002"
"all_eligible","site","17","length_type_site","1750","12","0.192571","0.082706","0.096865"
"all_eligible","site","17","edge_frame","1750","12","0.201714","0.061006","0.087097"
"all_eligible","site","17","token_nb","1750","12","0.180571","0.064084","0.080553"
"all_eligible","site","18","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","site","18","length","1750","12","0.191429","0.035856","0.077274"
"all_eligible","site","18","type","1750","12","0.216","0.04803","0.087105"
"all_eligible","site","18","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","site","18","type_site","1750","12","0.209143","0.08525","0.114231"
"all_eligible","site","18","length_type_site","1750","12","0.200571","0.093493","0.103869"
"all_eligible","site","18","edge_frame","1750","12","0.185714","0.056364","0.083004"
"all_eligible","site","18","token_nb","1750","12","0.187429","0.070418","0.085178"
"all_eligible","site","19","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","site","19","length","1750","12","0.220571","0.052749","0.091895"
"all_eligible","site","19","type","1750","12","0.196571","0.04681","0.080638"
"all_eligible","site","19","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","site","19","type_site","1750","12","0.201714","0.08334","0.112892"
"all_eligible","site","19","length_type_site","1750","12","0.185714","0.078839","0.090808"
"all_eligible","site","19","edge_frame","1750","12","0.201143","0.060302","0.086388"
"all_eligible","site","19","token_nb","1750","12","0.182286","0.06642","0.082092"
"all_eligible","type_site","0","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","type_site","0","length","1750","12","0.216","0.051498","0.091716"
"all_eligible","type_site","0","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","type_site","0","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","type_site","0","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","type_site","0","length_type_site","1750","12","0.203429","0.107108","0.115413"
"all_eligible","type_site","0","edge_frame","1750","12","0.210286","0.073822","0.095153"
"all_eligible","type_site","0","token_nb","1750","12","0.185714","0.074191","0.086616"
"all_eligible","type_site","1","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","type_site","1","length","1750","12","0.177143","0.046913","0.073433"
"all_eligible","type_site","1","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","type_site","1","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","type_site","1","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","type_site","1","length_type_site","1750","12","0.218286","0.134495","0.141892"
"all_eligible","type_site","1","edge_frame","1750","12","0.208","0.070361","0.093694"
"all_eligible","type_site","1","token_nb","1750","12","0.200571","0.08222","0.094848"
"all_eligible","type_site","2","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","type_site","2","length","1750","12","0.223429","0.056956","0.096864"
"all_eligible","type_site","2","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","type_site","2","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","type_site","2","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","type_site","2","length_type_site","1750","12","0.2","0.119692","0.119636"
"all_eligible","type_site","2","edge_frame","1750","12","0.189714","0.059973","0.084524"
"all_eligible","type_site","2","token_nb","1750","12","0.186286","0.065459","0.082634"
"all_eligible","type_site","3","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","type_site","3","length","1750","12","0.216","0.070909","0.095334"
"all_eligible","type_site","3","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","type_site","3","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","type_site","3","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","type_site","3","length_type_site","1750","12","0.228571","0.141874","0.145194"
"all_eligible","type_site","3","edge_frame","1750","12","0.190286","0.049442","0.079201"
"all_eligible","type_site","3","token_nb","1750","12","0.193714","0.082151","0.093801"
"all_eligible","type_site","4","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","type_site","4","length","1750","12","0.222286","0.07025","0.099739"
"all_eligible","type_site","4","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","type_site","4","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","type_site","4","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","type_site","4","length_type_site","1750","12","0.202286","0.115735","0.121453"
"all_eligible","type_site","4","edge_frame","1750","12","0.2","0.066443","0.089414"
"all_eligible","type_site","4","token_nb","1750","12","0.190857","0.083515","0.09258"
"all_eligible","type_site","5","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","type_site","5","length","1750","12","0.22","0.067312","0.096198"
"all_eligible","type_site","5","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","type_site","5","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","type_site","5","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","type_site","5","length_type_site","1750","12","0.187429","0.103083","0.108223"
"all_eligible","type_site","5","edge_frame","1750","12","0.205143","0.066297","0.091932"
"all_eligible","type_site","5","token_nb","1750","12","0.180571","0.072769","0.084175"
"all_eligible","type_site","6","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","type_site","6","length","1750","12","0.136","0.031424","0.056586"
"all_eligible","type_site","6","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","type_site","6","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","type_site","6","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","type_site","6","length_type_site","1750","12","0.190857","0.112064","0.117783"
"all_eligible","type_site","6","edge_frame","1750","12","0.199429","0.061937","0.08768"
"all_eligible","type_site","6","token_nb","1750","12","0.205714","0.086474","0.09966"
"all_eligible","type_site","7","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","type_site","7","length","1750","12","0.222857","0.063901","0.095092"
"all_eligible","type_site","7","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","type_site","7","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","type_site","7","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","type_site","7","length_type_site","1750","12","0.236571","0.142386","0.144105"
"all_eligible","type_site","7","edge_frame","1750","12","0.189714","0.068698","0.08993"
"all_eligible","type_site","7","token_nb","1750","12","0.190857","0.075807","0.089036"
"all_eligible","type_site","8","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","type_site","8","length","1750","12","0.199429","0.056984","0.084533"
"all_eligible","type_site","8","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","type_site","8","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","type_site","8","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","type_site","8","length_type_site","1750","12","0.217714","0.136635","0.138095"
"all_eligible","type_site","8","edge_frame","1750","12","0.202857","0.071849","0.09459"
"all_eligible","type_site","8","token_nb","1750","12","0.176","0.069028","0.082489"
"all_eligible","type_site","9","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","type_site","9","length","1750","12","0.207429","0.056244","0.086134"
"all_eligible","type_site","9","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","type_site","9","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","type_site","9","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","type_site","9","length_type_site","1750","12","0.206857","0.105069","0.116288"
"all_eligible","type_site","9","edge_frame","1750","12","0.181714","0.048713","0.076045"
"all_eligible","type_site","9","token_nb","1750","12","0.196","0.078401","0.091816"
"all_eligible","type_site","10","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","type_site","10","length","1750","12","0.192","0.049408","0.079504"
"all_eligible","type_site","10","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","type_site","10","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","type_site","10","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","type_site","10","length_type_site","1750","12","0.192571","0.114478","0.11797"
"all_eligible","type_site","10","edge_frame","1750","12","0.201714","0.075889","0.095413"
"all_eligible","type_site","10","token_nb","1750","12","0.193143","0.074052","0.088542"
"all_eligible","type_site","11","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","type_site","11","length","1750","12","0.221714","0.054366","0.093883"
"all_eligible","type_site","11","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","type_site","11","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","type_site","11","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","type_site","11","length_type_site","1750","12","0.197143","0.105","0.116805"
"all_eligible","type_site","11","edge_frame","1750","12","0.213143","0.073826","0.097854"
"all_eligible","type_site","11","token_nb","1750","12","0.192","0.077743","0.08993"
"all_eligible","type_site","12","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","type_site","12","length","1750","12","0.221143","0.057073","0.091244"
"all_eligible","type_site","12","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","type_site","12","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","type_site","12","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","type_site","12","length_type_site","1750","12","0.206857","0.111872","0.120015"
"all_eligible","type_site","12","edge_frame","1750","12","0.197714","0.054304","0.083659"
"all_eligible","type_site","12","token_nb","1750","12","0.190857","0.081845","0.092166"
"all_eligible","type_site","13","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","type_site","13","length","1750","12","0.208","0.05119","0.085468"
"all_eligible","type_site","13","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","type_site","13","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","type_site","13","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","type_site","13","length_type_site","1750","12","0.220571","0.116413","0.125476"
"all_eligible","type_site","13","edge_frame","1750","12","0.194857","0.055919","0.083963"
"all_eligible","type_site","13","token_nb","1750","12","0.173714","0.074041","0.083352"
"all_eligible","type_site","14","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","type_site","14","length","1750","12","0.189143","0.047232","0.079421"
"all_eligible","type_site","14","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","type_site","14","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","type_site","14","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","type_site","14","length_type_site","1750","12","0.248","0.138115","0.143642"
"all_eligible","type_site","14","edge_frame","1750","12","0.201143","0.071891","0.094029"
"all_eligible","type_site","14","token_nb","1750","12","0.185714","0.071279","0.085445"
"all_eligible","type_site","15","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","type_site","15","length","1750","12","0.198857","0.058792","0.085016"
"all_eligible","type_site","15","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","type_site","15","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","type_site","15","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","type_site","15","length_type_site","1750","12","0.216571","0.124797","0.13457"
"all_eligible","type_site","15","edge_frame","1750","12","0.206857","0.074368","0.095384"
"all_eligible","type_site","15","token_nb","1750","12","0.176571","0.064982","0.079708"
"all_eligible","type_site","16","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","type_site","16","length","1750","12","0.204","0.048056","0.088905"
"all_eligible","type_site","16","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","type_site","16","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","type_site","16","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","type_site","16","length_type_site","1750","12","0.208571","0.112814","0.126953"
"all_eligible","type_site","16","edge_frame","1750","12","0.195429","0.056299","0.084565"
"all_eligible","type_site","16","token_nb","1750","12","0.201714","0.080481","0.09432"
"all_eligible","type_site","17","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","type_site","17","length","1750","12","0.219429","0.070382","0.098872"
"all_eligible","type_site","17","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","type_site","17","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","type_site","17","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","type_site","17","length_type_site","1750","12","0.164571","0.089994","0.098125"
"all_eligible","type_site","17","edge_frame","1750","12","0.197714","0.062033","0.087262"
"all_eligible","type_site","17","token_nb","1750","12","0.188","0.078927","0.090363"
"all_eligible","type_site","18","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","type_site","18","length","1750","12","0.174857","0.053839","0.075235"
"all_eligible","type_site","18","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","type_site","18","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","type_site","18","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","type_site","18","length_type_site","1750","12","0.214286","0.110068","0.11963"
"all_eligible","type_site","18","edge_frame","1750","12","0.206286","0.085097","0.101293"
"all_eligible","type_site","18","token_nb","1750","12","0.184571","0.080185","0.091129"
"all_eligible","type_site","19","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","type_site","19","length","1750","12","0.222286","0.054257","0.095771"
"all_eligible","type_site","19","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","type_site","19","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","type_site","19","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","type_site","19","length_type_site","1750","12","0.214286","0.118285","0.127253"
"all_eligible","type_site","19","edge_frame","1750","12","0.192","0.060337","0.084068"
"all_eligible","type_site","19","token_nb","1750","12","0.189143","0.088373","0.095262"
"all_eligible","length_type_site","0","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","length_type_site","0","length","1750","12","0.399429","0.195489","0.23156"
"all_eligible","length_type_site","0","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","length_type_site","0","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","length_type_site","0","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","length_type_site","0","length_type_site","1750","12","0.374286","0.221261","0.234341"
"all_eligible","length_type_site","0","edge_frame","1750","12","0.239429","0.09813","0.114388"
"all_eligible","length_type_site","0","token_nb","1750","12","0.250857","0.128915","0.143402"
"all_eligible","length_type_site","1","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","length_type_site","1","length","1750","12","0.399429","0.195489","0.23156"
"all_eligible","length_type_site","1","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","length_type_site","1","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","length_type_site","1","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","length_type_site","1","length_type_site","1750","12","0.374286","0.221261","0.234341"
"all_eligible","length_type_site","1","edge_frame","1750","12","0.248","0.111815","0.123729"
"all_eligible","length_type_site","1","token_nb","1750","12","0.266286","0.130886","0.149964"
"all_eligible","length_type_site","2","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","length_type_site","2","length","1750","12","0.399429","0.195489","0.23156"
"all_eligible","length_type_site","2","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","length_type_site","2","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","length_type_site","2","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","length_type_site","2","length_type_site","1750","12","0.374286","0.221261","0.234341"
"all_eligible","length_type_site","2","edge_frame","1750","12","0.252571","0.119416","0.132038"
"all_eligible","length_type_site","2","token_nb","1750","12","0.260571","0.130893","0.149372"
"all_eligible","length_type_site","3","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","length_type_site","3","length","1750","12","0.399429","0.195489","0.23156"
"all_eligible","length_type_site","3","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","length_type_site","3","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","length_type_site","3","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","length_type_site","3","length_type_site","1750","12","0.374286","0.221261","0.234341"
"all_eligible","length_type_site","3","edge_frame","1750","12","0.257143","0.126166","0.135883"
"all_eligible","length_type_site","3","token_nb","1750","12","0.246857","0.124588","0.142092"
"all_eligible","length_type_site","4","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","length_type_site","4","length","1750","12","0.399429","0.195489","0.23156"
"all_eligible","length_type_site","4","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","length_type_site","4","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","length_type_site","4","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","length_type_site","4","length_type_site","1750","12","0.374286","0.221261","0.234341"
"all_eligible","length_type_site","4","edge_frame","1750","12","0.269714","0.13639","0.143857"
"all_eligible","length_type_site","4","token_nb","1750","12","0.262857","0.129775","0.148144"
"all_eligible","length_type_site","5","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","length_type_site","5","length","1750","12","0.399429","0.195489","0.23156"
"all_eligible","length_type_site","5","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","length_type_site","5","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","length_type_site","5","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","length_type_site","5","length_type_site","1750","12","0.374286","0.221261","0.234341"
"all_eligible","length_type_site","5","edge_frame","1750","12","0.242857","0.113053","0.124143"
"all_eligible","length_type_site","5","token_nb","1750","12","0.242857","0.124083","0.140721"
"all_eligible","length_type_site","6","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","length_type_site","6","length","1750","12","0.399429","0.195489","0.23156"
"all_eligible","length_type_site","6","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","length_type_site","6","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","length_type_site","6","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","length_type_site","6","length_type_site","1750","12","0.374286","0.221261","0.234341"
"all_eligible","length_type_site","6","edge_frame","1750","12","0.241143","0.105618","0.119005"
"all_eligible","length_type_site","6","token_nb","1750","12","0.257714","0.125678","0.146473"
"all_eligible","length_type_site","7","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","length_type_site","7","length","1750","12","0.399429","0.195489","0.23156"
"all_eligible","length_type_site","7","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","length_type_site","7","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","length_type_site","7","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","length_type_site","7","length_type_site","1750","12","0.374286","0.221261","0.234341"
"all_eligible","length_type_site","7","edge_frame","1750","12","0.257143","0.118751","0.129522"
"all_eligible","length_type_site","7","token_nb","1750","12","0.249714","0.122705","0.142323"
"all_eligible","length_type_site","8","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","length_type_site","8","length","1750","12","0.399429","0.195489","0.23156"
"all_eligible","length_type_site","8","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","length_type_site","8","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","length_type_site","8","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","length_type_site","8","length_type_site","1750","12","0.374286","0.221261","0.234341"
"all_eligible","length_type_site","8","edge_frame","1750","12","0.254286","0.1143","0.127995"
"all_eligible","length_type_site","8","token_nb","1750","12","0.269143","0.137472","0.154981"
"all_eligible","length_type_site","9","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","length_type_site","9","length","1750","12","0.399429","0.195489","0.23156"
"all_eligible","length_type_site","9","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","length_type_site","9","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","length_type_site","9","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","length_type_site","9","length_type_site","1750","12","0.374286","0.221261","0.234341"
"all_eligible","length_type_site","9","edge_frame","1750","12","0.254857","0.121692","0.131818"
"all_eligible","length_type_site","9","token_nb","1750","12","0.234286","0.114542","0.13235"
"all_eligible","length_type_site","10","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","length_type_site","10","length","1750","12","0.399429","0.195489","0.23156"
"all_eligible","length_type_site","10","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","length_type_site","10","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","length_type_site","10","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","length_type_site","10","length_type_site","1750","12","0.374286","0.221261","0.234341"
"all_eligible","length_type_site","10","edge_frame","1750","12","0.258286","0.131494","0.13816"
"all_eligible","length_type_site","10","token_nb","1750","12","0.264571","0.135458","0.151751"
"all_eligible","length_type_site","11","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","length_type_site","11","length","1750","12","0.399429","0.195489","0.23156"
"all_eligible","length_type_site","11","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","length_type_site","11","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","length_type_site","11","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","length_type_site","11","length_type_site","1750","12","0.374286","0.221261","0.234341"
"all_eligible","length_type_site","11","edge_frame","1750","12","0.26","0.134993","0.140466"
"all_eligible","length_type_site","11","token_nb","1750","12","0.241714","0.126085","0.140951"
"all_eligible","length_type_site","12","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","length_type_site","12","length","1750","12","0.399429","0.195489","0.23156"
"all_eligible","length_type_site","12","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","length_type_site","12","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","length_type_site","12","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","length_type_site","12","length_type_site","1750","12","0.374286","0.221261","0.234341"
"all_eligible","length_type_site","12","edge_frame","1750","12","0.260571","0.117779","0.129154"
"all_eligible","length_type_site","12","token_nb","1750","12","0.253714","0.128412","0.147509"
"all_eligible","length_type_site","13","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","length_type_site","13","length","1750","12","0.399429","0.195489","0.23156"
"all_eligible","length_type_site","13","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","length_type_site","13","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","length_type_site","13","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","length_type_site","13","length_type_site","1750","12","0.374286","0.221261","0.234341"
"all_eligible","length_type_site","13","edge_frame","1750","12","0.262857","0.123309","0.133906"
"all_eligible","length_type_site","13","token_nb","1750","12","0.254857","0.126933","0.145021"
"all_eligible","length_type_site","14","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","length_type_site","14","length","1750","12","0.399429","0.195489","0.23156"
"all_eligible","length_type_site","14","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","length_type_site","14","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","length_type_site","14","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","length_type_site","14","length_type_site","1750","12","0.374286","0.221261","0.234341"
"all_eligible","length_type_site","14","edge_frame","1750","12","0.261143","0.122788","0.132908"
"all_eligible","length_type_site","14","token_nb","1750","12","0.258286","0.1309","0.146644"
"all_eligible","length_type_site","15","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","length_type_site","15","length","1750","12","0.399429","0.195489","0.23156"
"all_eligible","length_type_site","15","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","length_type_site","15","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","length_type_site","15","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","length_type_site","15","length_type_site","1750","12","0.374286","0.221261","0.234341"
"all_eligible","length_type_site","15","edge_frame","1750","12","0.256","0.144237","0.146944"
"all_eligible","length_type_site","15","token_nb","1750","12","0.249143","0.124439","0.140774"
"all_eligible","length_type_site","16","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","length_type_site","16","length","1750","12","0.399429","0.195489","0.23156"
"all_eligible","length_type_site","16","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","length_type_site","16","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","length_type_site","16","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","length_type_site","16","length_type_site","1750","12","0.374286","0.221261","0.234341"
"all_eligible","length_type_site","16","edge_frame","1750","12","0.241714","0.107848","0.120343"
"all_eligible","length_type_site","16","token_nb","1750","12","0.275429","0.13332","0.15412"
"all_eligible","length_type_site","17","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","length_type_site","17","length","1750","12","0.399429","0.195489","0.23156"
"all_eligible","length_type_site","17","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","length_type_site","17","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","length_type_site","17","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","length_type_site","17","length_type_site","1750","12","0.374286","0.221261","0.234341"
"all_eligible","length_type_site","17","edge_frame","1750","12","0.242286","0.104693","0.119608"
"all_eligible","length_type_site","17","token_nb","1750","12","0.256571","0.131497","0.148498"
"all_eligible","length_type_site","18","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","length_type_site","18","length","1750","12","0.399429","0.195489","0.23156"
"all_eligible","length_type_site","18","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","length_type_site","18","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","length_type_site","18","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","length_type_site","18","length_type_site","1750","12","0.374286","0.221261","0.234341"
"all_eligible","length_type_site","18","edge_frame","1750","12","0.248","0.115083","0.126539"
"all_eligible","length_type_site","18","token_nb","1750","12","0.245714","0.121075","0.139972"
"all_eligible","length_type_site","19","majority","1750","12","0.212571","0.029218","0.083333"
"all_eligible","length_type_site","19","length","1750","12","0.399429","0.195489","0.23156"
"all_eligible","length_type_site","19","type","1750","12","0.220571","0.081902","0.115271"
"all_eligible","length_type_site","19","site","1750","12","0.207429","0.066772","0.11305"
"all_eligible","length_type_site","19","type_site","1750","12","0.222286","0.113611","0.131215"
"all_eligible","length_type_site","19","length_type_site","1750","12","0.374286","0.221261","0.234341"
"all_eligible","length_type_site","19","edge_frame","1750","12","0.250857","0.124809","0.132734"
"all_eligible","length_type_site","19","token_nb","1750","12","0.239429","0.116276","0.133988"
"source_proxy_ge_0_80_removed","global","0","majority","1729","11","0.215153","0.032192","0.090909"
"source_proxy_ge_0_80_removed","global","0","length","1729","11","0.182765","0.038805","0.079979"
"source_proxy_ge_0_80_removed","global","0","type","1729","11","0.213418","0.053936","0.093723"
"source_proxy_ge_0_80_removed","global","0","site","1729","11","0.213418","0.038149","0.09058"
