unit,id,cisi,site,type,symbol,direction,text,unit_index,prev1,prev2,next1,unit_terminal,after_861,after_002_861,source_visible_tailed_focus
000,1155.1,H-100,Harappa,SEAL:S,None,R/L,+520-031-000-002-000+,2,031,520 031,002,false,false,false,false
000,1155.1,H-100,Harappa,SEAL:S,None,R/L,+520-031-000-002-000+,4,002,000 002,<END>,true,false,false,false
000,1162.1,H-1010,Harappa,BNGL,None,-,+790-000+,1,790,790,<END>,true,false,false,false
000,1172.1,H-131,Harappa,SEAL:R,None,R/L,+740-032-840-233-240-033-706-055-002-595-575-794-000+,12,794,575 794,<END>,true,false,false,false
000,1225.1,H-192,Harappa,TAB:B,Phyt,R/L,+740-798-463-000+,3,463,798 463,<END>,true,false,false,false
000,1230.2,H-199,Harappa,TAB:B,None,R/L,+000-000-000-745+,0,<START>,<START>,000,false,false,false,false
000,1230.2,H-199,Harappa,TAB:B,None,R/L,+000-000-000-745+,1,000,000,000,false,false,false,false
000,1230.2,H-199,Harappa,TAB:B,None,R/L,+000-000-000-745+,2,000,000 000,745,false,false,false,false
000,1231.2,H-200,Harappa,TAB:B,None,R/L ,+000-000-000-745+,0,<START>,<START>,000,false,false,false,false
000,1231.2,H-200,Harappa,TAB:B,None,R/L ,+000-000-000-745+,1,000,000,000,false,false,false,false
000,1231.2,H-200,Harappa,TAB:B,None,R/L ,+000-000-000-745+,2,000,000 000,745,false,false,false,false
000,1232.2,H-201,Harappa,TAB:B,None,R/L,+000-000-000-745+,0,<START>,<START>,000,false,false,false,false
000,1232.2,H-201,Harappa,TAB:B,None,R/L,+000-000-000-745+,1,000,000,000,false,false,false,false
000,1232.2,H-201,Harappa,TAB:B,None,R/L,+000-000-000-745+,2,000,000 000,745,false,false,false,false
000,1261.1,H-234,Harappa,TAB:B,None,-,+000-000-861-000+,0,<START>,<START>,000,false,false,false,false
000,1261.1,H-234,Harappa,TAB:B,None,-,+000-000-861-000+,1,000,000,861,false,false,false,false
000,1261.1,H-234,Harappa,TAB:B,None,-,+000-000-861-000+,3,861,000 861,<END>,true,true,false,false
000,1267.1,H-242,Harappa,TAB:B,Scene,R/L,+400-740-392-000-000-000-000-255-000+,3,392,740 392,000,false,false,false,false
000,1267.1,H-242,Harappa,TAB:B,Scene,R/L,+400-740-392-000-000-000-000-255-000+,4,000,392 000,000,false,false,false,false
000,1267.1,H-242,Harappa,TAB:B,Scene,R/L,+400-740-392-000-000-000-000-255-000+,5,000,000 000,000,false,false,false,false
000,1267.1,H-242,Harappa,TAB:B,Scene,R/L,+400-740-392-000-000-000-000-255-000+,6,000,000 000,255,false,false,false,false
000,1267.1,H-242,Harappa,TAB:B,Scene,R/L,+400-740-392-000-000-000-000-255-000+,8,255,000 255,<END>,true,false,false,false
000,1271.1,H-246,Harappa,TAB:B,None,R/L,+400-804-000-233-240+,2,804,400 804,233,false,false,false,false
000,1272.1,H-247,Harappa,TAB:B,None,R/L,+400-740-335-000+,3,335,740 335,<END>,true,false,false,false
000,1313.1,H-291,Harappa,TAB:I,None,R/L,+400-740-927-000-235+,3,927,740 927,235,false,false,false,false
000,1316.1,-,Dholavira,SEAL:S,Bull1:W,R/L,+520-920-320-235-175-000-820+,5,175,235 175,820,false,false,false,false
000,1342.1,H-320,Harappa,TAB:I,None,R/L,+520-240-000+,2,240,520 240,<END>,true,false,false,false
000,1347.1,H-325,Harappa,TAB:I,None,R/L,+000-820+,0,<START>,<START>,820,false,false,false,false
000,1349.1,H-327,Harappa,TAB:I,None,R/L,+156-000-000+,1,156,156,000,false,false,false,false
000,1349.1,H-327,Harappa,TAB:I,None,R/L,+156-000-000+,2,000,156 000,<END>,true,false,false,false
000,1354.1,H-333,Harappa,TAB:I,None,R/L,+740-000+,1,740,740,<END>,true,false,false,false
000,1357.1,H-336,Harappa,TAB:I,None,R/L,+000-032+,0,<START>,<START>,032,false,false,false,false
000,1358.1,H-337,Harappa,TAB:I,Bult,R/L,+390-000+,1,390,390,<END>,true,false,false,false
000,1359.1,H-338,Harappa,TAB:I,Bult,R/L,+390-000+,1,390,390,<END>,true,false,false,false
000,1360.1,H-339,Harappa,MISC,None,-,+000-000+,0,<START>,<START>,000,false,false,false,false
000,1360.1,H-339,Harappa,MISC,None,-,+000-000+,1,000,000,<END>,true,false,false,false
000,1377.3,H-358,Harappa,TAB:I,None,R/L,+740-000+,1,740,740,<END>,true,false,false,false
000,1380.1,H-361,Harappa,TAB:I,Bult,R/L,+740-000-000-000+,1,740,740,000,false,false,false,false
000,1380.1,H-361,Harappa,TAB:I,Bult,R/L,+740-000-000-000+,2,000,740 000,000,false,false,false,false
000,1380.1,H-361,Harappa,TAB:I,Bult,R/L,+740-000-000-000+,3,000,000 000,<END>,true,false,false,false
000,1384.1,H-365,Harappa,TAB:I,Bult,R/L,+740-000-740-000-590-031+,1,740,740,740,false,false,false,false
000,1384.1,H-365,Harappa,TAB:I,Bult,R/L,+740-000-740-000-590-031+,3,740,000 740,590,false,false,false,false
000,1398.1,H-383,Harappa,SEAL:S,Bull1:Q,R/L,+740-585-017-033-705-002-000+,6,002,705 002,<END>,true,false,false,false
000,1399.1,H-385,Harappa,SEAL:S,Bull1:W,R/L,+000-220-002-595-632-354-850+,0,<START>,<START>,220,false,false,false,false
000,1433.1,H-443,Harappa,SEAL:S,Bull1:W,R/L,+368-000-223+,1,368,368,223,false,false,false,false
000,1438.1,H-448,Harappa,SEAL:S,Bull1:W,R/L,+000-000-061-031+,0,<START>,<START>,000,false,false,false,false
000,1438.1,H-448,Harappa,SEAL:S,Bull1:W,R/L,+000-000-061-031+,1,000,000,061,false,false,false,false
000,1450.1,H-461,Harappa,SEAL:S,Bull1:S,R/L,+090-740-384-002-452-000+,5,452,002 452,<END>,true,false,false,false
000,1452.1,H-464,Harappa,SEAL:S,Bull1:U,R/L,+000-176-002-798-590-032+,0,<START>,<START>,176,false,false,false,false
000,1454.1,H-466,Harappa,SEAL:S,Bull1:L,R/L,+740-390-590-233-231-741-000+,6,741,231 741,<END>,true,false,false,false
000,1547.1,H-606,Harappa,SEAL:S,Bull1,-,+740-000-000+,1,740,740,000,false,false,false,false
000,1547.1,H-606,Harappa,SEAL:S,Bull1,-,+740-000-000+,2,000,740 000,<END>,true,false,false,false
000,1550.1,H-610,Harappa,SEAL:S,Bull1:S,R/L,+000-240-741-142+,0,<START>,<START>,240,false,false,false,false
000,1554.1,H-639,Harappa,SEAL:R,None,R/L,+407-000-000-705-832-904-845-235-002-717-747+,1,407,407,000,false,false,false,false
000,1554.1,H-639,Harappa,SEAL:R,None,R/L,+407-000-000-705-832-904-845-235-002-717-747+,2,000,407 000,705,false,false,false,false
000,1558.1,H-643,Harappa,SEAL:R,None,R/L,+154-388-717-000+,3,717,388 717,<END>,true,false,false,false
000,1561.1,H-646,Harappa,SEAL:R,None,R/L,+000-033-033-060-692+,0,<START>,<START>,033,false,false,false,false
000,1568.1,H-653,Harappa,SEAL:R,None,R/L,+000-000-000-000-002-820+,0,<START>,<START>,000,false,false,false,false
000,1568.1,H-653,Harappa,SEAL:R,None,R/L,+000-000-000-000-002-820+,1,000,000,000,false,false,false,false
000,1568.1,H-653,Harappa,SEAL:R,None,R/L,+000-000-000-000-002-820+,2,000,000 000,000,false,false,false,false
000,1568.1,H-653,Harappa,SEAL:R,None,R/L,+000-000-000-000-002-820+,3,000,000 000,002,false,false,false,false
000,1609.1,H-704,Harappa,TAB:B,None,-,+000-700+,0,<START>,<START>,700,false,false,false,false
000,1616.1,H-711,Harappa,TAB:B,None,R/L,+400-740-000+,2,740,400 740,<END>,true,false,false,false
000,1627.1,H-725,Harappa,TAB:B,Phyt,R/L,+000-158-806-000+,0,<START>,<START>,158,false,false,false,false
000,1627.1,H-725,Harappa,TAB:B,Phyt,R/L,+000-158-806-000+,3,806,158 806,<END>,true,false,false,false
000,1629.1,H-727,Harappa,TAB:B,Phyt,R/L,+158-806-000+,2,806,158 806,<END>,true,false,false,false
000,1632.1,H-730,Harappa,TAB:B,Phyt,R/L,+740-798-460-000+,3,460,798 460,<END>,true,false,false,false
000,1634.1,H-735,Harappa,TAB:B,Phyt,-,+000-003-741-060-920+,0,<START>,<START>,003,false,false,false,false
000,1635.1,H-740,Harappa,TAB:B,None,R/L,+400-740-100-176-000+,4,176,100 176,<END>,true,false,false,false
000,1660.1,H-768,Harappa,TAB:B,None,R/L,+400-740-033-705-233-235-000+,6,235,233 235,<END>,true,false,false,false
000,1670.2,H-779,Harappa,TAB:B,None,R/L,+000-000-740-233-240+,0,<START>,<START>,000,false,false,false,false
000,1670.2,H-779,Harappa,TAB:B,None,R/L,+000-000-740-233-240+,1,000,000,740,false,false,false,false
000,1674.1,H-783,Harappa,TAB:B,None,R/L,+400-740-690-000+,3,690,740 690,<END>,true,false,false,false
000,1676.2,H-785,Harappa,TAB:B,None,R/L,+740-255-000+,2,255,740 255,<END>,true,false,false,false
000,1679.1,H-788,Harappa,TAB:B,None,R/L,+740-255-000+,2,255,740 255,<END>,true,false,false,false
000,1682.1,H-791,Harappa,TAB:B,None,R/L,+000-700+,0,<START>,<START>,700,false,false,false,false
000,1686.2,H-795,Harappa,TAB:B,None,R/L,+442-000-220-000+,1,442,442,220,false,false,false,false
000,1686.2,H-795,Harappa,TAB:B,None,R/L,+442-000-220-000+,3,220,000 220,<END>,true,false,false,false
000,1693.1,H-802,Harappa,TAB:B,None,R/L,+400-740-337-000+,3,337,740 337,<END>,true,false,false,false
000,1694.1,H-804,Harappa,TAB:B,None,R/L,+000-740-832-000+,0,<START>,<START>,740,false,false,false,false
000,1694.1,H-804,Harappa,TAB:B,None,R/L,+000-740-832-000+,3,832,740 832,<END>,true,false,false,false
000,1698.1,H-809,Harappa,TAB:B,None,R/L,+000-595-632+,0,<START>,<START>,595,false,false,false,false
000,1702.1,H-813,Harappa,TAB:B,None,R/L,+400-892-000+,2,892,400 892,<END>,true,false,false,false
000,1709.1,H-820,Harappa,TAB:B,None,-,+000-740-861-000+,0,<START>,<START>,740,false,false,false,false
000,1709.1,H-820,Harappa,TAB:B,None,-,+000-740-861-000+,3,861,740 861,<END>,true,true,false,false
000,1713.1,H-1741,Harappa,TAG,None,R/L,+000+,0,<START>,<START>,<END>,true,false,false,false
000,1716.2,H-827,Harappa,TAB:B,None,R/L,+000-000-000+,0,<START>,<START>,000,false,false,false,false
000,1716.2,H-827,Harappa,TAB:B,None,R/L,+000-000-000+,1,000,000,000,false,false,false,false
000,1716.2,H-827,Harappa,TAB:B,None,R/L,+000-000-000+,2,000,000 000,<END>,true,false,false,false
000,1721.1,H-835,Harappa,TAB:B,None,R/L,+700-000+,1,700,700,<END>,true,false,false,false
000,1722.1,H-836,Harappa,TAB:B,None,R/L,+400-000-740-000-000+,1,400,400,740,false,false,false,false
000,1722.1,H-836,Harappa,TAB:B,None,R/L,+400-000-740-000-000+,3,740,000 740,000,false,false,false,false
000,1722.1,H-836,Harappa,TAB:B,None,R/L,+400-000-740-000-000+,4,000,740 000,<END>,true,false,false,false
000,1723.1,H-837,Harappa,TAB:B,None,-,+000-480-176+,0,<START>,<START>,480,false,false,false,false
000,1726.1,H-840,Harappa,TAB:B,None,R/L,+426-000+,1,426,426,<END>,true,false,false,false
000,1731.1,H-845,Harappa,TAB:B,Mult,R/L,+400-740-840-000+,3,840,740 840,<END>,true,false,false,false
000,1733.1,H-847,Harappa,TAB:B,None,R/L,+000-690-000+,0,<START>,<START>,690,false,false,false,false
000,1733.1,H-847,Harappa,TAB:B,None,R/L,+000-690-000+,2,690,000 690,<END>,true,false,false,false
000,1734.1,H-848,Harappa,TAB:B,-,R/L,+740-100-000-000+,2,100,740 100,000,false,false,false,false
000,1734.1,H-848,Harappa,TAB:B,-,R/L,+740-100-000-000+,3,000,100 000,<END>,true,false,false,false
000,1737.2,H-851,Harappa,TAB:B,-,-,+000-000-000+,0,<START>,<START>,000,false,false,false,false
000,1737.2,H-851,Harappa,TAB:B,-,-,+000-000-000+,1,000,000,000,false,false,false,false
000,1737.2,H-851,Harappa,TAB:B,-,-,+000-000-000+,2,000,000 000,<END>,true,false,false,false
000,1760.1,H-877,Harappa,TAB:B,None,R/L,+000-000+,0,<START>,<START>,000,false,false,false,false
000,1760.1,H-877,Harappa,TAB:B,None,R/L,+000-000+,1,000,000,<END>,true,false,false,false
000,1760.3,H-877,Harappa,TAB:B,None,R/L,+740-000+,1,740,740,<END>,true,false,false,false
000,1767.2,H-884,Harappa,TAB:I,None,R/L,+585-000-032+,1,585,585,032,false,false,false,false
000,1772.2,H-890,Harappa,TAB:I,None,R/L,+000-711-335-575-413+,0,<START>,<START>,711,false,false,false,false
000,1773.2,H-891,Harappa,TAB:I,None,R/L,+400-740-590-017-000+,4,017,590 017,<END>,true,false,false,false
000,1794.1,H-914,Harappa,TAB:I,None,R/L,+415-033-000+,2,033,415 033,<END>,true,false,false,false
000,1795.1,H-915,Harappa,TAB:I,None,R/L,+700-000+,1,700,700,<END>,true,false,false,false
000,1795.2,H-915,Harappa,TAB:I,None,R/L,+000-000-000+,0,<START>,<START>,000,false,false,false,false
000,1795.2,H-915,Harappa,TAB:I,None,R/L,+000-000-000+,1,000,000,000,false,false,false,false
000,1795.2,H-915,Harappa,TAB:I,None,R/L,+000-000-000+,2,000,000 000,<END>,true,false,false,false
000,1798.2,H-918,Harappa,TAB:I,None,R/L,+400-740-032-000+,3,032,740 032,<END>,true,false,false,false
000,1806.1,H-926,Harappa,TAB:I,None,R/L,+400-740-840-000-220+,3,840,740 840,220,false,false,false,false
000,1811.1,H-931,Harappa,TAB:I,None,R/L,+000-000-000+,0,<START>,<START>,000,false,false,false,false
000,1811.1,H-931,Harappa,TAB:I,None,R/L,+000-000-000+,1,000,000,000,false,false,false,false
000,1811.1,H-931,Harappa,TAB:I,None,R/L,+000-000-000+,2,000,000 000,<END>,true,false,false,false
000,1812.2,H-932,Harappa,TAB:I,None,-,+000-000+,0,<START>,<START>,000,false,false,false,false
000,1812.2,H-932,Harappa,TAB:I,None,-,+000-000+,1,000,000,<END>,true,false,false,false
000,1817.2,H-937,Harappa,TAB:I,None,R/L,+000-033+,0,<START>,<START>,033,false,false,false,false
000,1833.2,H-953,Harappa,TAB:I,None,R/L,+000-550-556+,0,<START>,<START>,550,false,false,false,false
000,1835.1,H-955,Harappa,TAB:I,None,R/L,+700-000+,1,700,700,<END>,true,false,false,false
000,1838.1,H-961,Harappa,TAB:I,None,R/L,+000-740-176+,0,<START>,<START>,740,false,false,false,false
000,1846.2,H-969,Harappa,TAB:B,None,R/L,+740-000-000+,1,740,740,000,false,false,false,false
000,1846.2,H-969,Harappa,TAB:B,None,R/L,+740-000-000+,2,000,740 000,<END>,true,false,false,false
000,1849.1,H-972,Harappa,TAB:I,Bult,R/L,+000-220-415+,0,<START>,<START>,220,false,false,false,false
000,1850.2,H-973,Harappa,TAB:I,None,R/L,+400-740-760-000+,3,760,740 760,<END>,true,false,false,false
000,1851.1,H-974,Harappa,TAB:I,Bult,R/L,+740-000-892+,1,740,740,892,false,false,false,false
000,1860.2,H-984,Harappa,TAB:I,Bult,R/L,+700-000+,1,700,700,<END>,true,false,false,false
000,1862.1,H-986,Harappa,TAB:I,None,R/L,+000-000-000-000-000-000+,0,<START>,<START>,000,false,false,false,false
000,1862.1,H-986,Harappa,TAB:I,None,R/L,+000-000-000-000-000-000+,1,000,000,000,false,false,false,false
000,1862.1,H-986,Harappa,TAB:I,None,R/L,+000-000-000-000-000-000+,2,000,000 000,000,false,false,false,false
000,1862.1,H-986,Harappa,TAB:I,None,R/L,+000-000-000-000-000-000+,3,000,000 000,000,false,false,false,false
000,1862.1,H-986,Harappa,TAB:I,None,R/L,+000-000-000-000-000-000+,4,000,000 000,000,false,false,false,false
000,1862.1,H-986,Harappa,TAB:I,None,R/L,+000-000-000-000-000-000+,5,000,000 000,<END>,true,false,false,false
000,1862.3,H-986,Harappa,TAB:I,None,R/L,+000-000-000+,0,<START>,<START>,000,false,false,false,false
000,1862.3,H-986,Harappa,TAB:I,None,R/L,+000-000-000+,1,000,000,000,false,false,false,false
000,1862.3,H-986,Harappa,TAB:I,None,R/L,+000-000-000+,2,000,000 000,<END>,true,false,false,false
000,1878.1,K-2,Kalibangan,SEAL:S,Bull1:W,R/L,+740-585-017-002-000+,4,002,017 002,<END>,true,false,false,false
000,1883.1,K-8,Kalibangan,SEAL:S,Bull1:W,R/L,+000-000-220-003+,0,<START>,<START>,000,false,false,false,false
000,1883.1,K-8,Kalibangan,SEAL:S,Bull1:W,R/L,+000-000-220-003+,1,000,000,220,false,false,false,false
000,1887.1,K-12,Kalibangan,SEAL:S,Bull1:I,R/L,+000-003-002-820+,0,<START>,<START>,003,false,false,false,false
000,1905.1,K-31,Kalibangan,SEAL:S,-,R/L,+740-000-350+,1,740,740,350,false,false,false,false
000,1909.1,K-43,Kalibangan,SEAL:S,Comp,R/L,+740-760-000-742-000-742+,2,760,740 760,742,false,false,false,false
000,1909.1,K-43,Kalibangan,SEAL:S,Comp,R/L,+740-760-000-742-000-742+,4,742,000 742,742,false,false,false,false
000,1917.1,K-54,Kalibangan,SEAL:S,None,L/R,+000-002-870+,0,<START>,<START>,002,false,false,false,false
000,1936.1,K-80,Kalibangan,TAG:L,Bull1,R/L,+156-031-060-368-206-000+,5,206,368 206,<END>,true,false,false,false
000,1937.1,K-81,Kalibangan,TAG:L,-,R/L,+740-100-000-717-032-000+,2,100,740 100,717,false,false,false,false
000,1937.1,K-81,Kalibangan,TAG:L,-,R/L,+740-100-000-717-032-000+,5,032,717 032,<END>,true,false,false,false
000,1941.1,K-86,Kalibangan,TAG:L,Bull,R/L,+000-000-000-000-550+,0,<START>,<START>,000,false,false,false,false
000,1941.1,K-86,Kalibangan,TAG:L,Bull,R/L,+000-000-000-000-550+,1,000,000,000,false,false,false,false
000,1941.1,K-86,Kalibangan,TAG:L,Bull,R/L,+000-000-000-000-550+,2,000,000 000,000,false,false,false,false
000,1941.1,K-86,Kalibangan,TAG:L,Bull,R/L,+000-000-000-000-550+,3,000,000 000,550,false,false,false,false
000,1943.1,K-88,Kalibangan,TAG:L,Bull1,R/L,+740-000-460-002-861+,1,740,740,460,false,false,false,false
000,1944.2,K-89,Kalibangan,TAG:L,Bull1,R/L,+000-033-705-000-002-000+,0,<START>,<START>,033,false,false,false,false
000,1944.2,K-89,Kalibangan,TAG:L,Bull1,R/L,+000-033-705-000-002-000+,3,705,033 705,002,false,false,false,false
000,1944.2,K-89,Kalibangan,TAG:L,Bull1,R/L,+000-033-705-000-002-000+,5,002,000 002,<END>,true,false,false,false
000,1944.3,K-89,Kalibangan,TAG:L,Bull1,R/L,+001-350-002-595-390-000+,5,390,595 390,<END>,true,false,false,false
000,1944.4,K-89,Kalibangan,TAG:L,Bull1,R/L,+000-491-000-000-000+,0,<START>,<START>,491,false,false,false,false
000,1944.4,K-89,Kalibangan,TAG:L,Bull1,R/L,+000-491-000-000-000+,2,491,000 491,000,false,false,false,false
000,1944.4,K-89,Kalibangan,TAG:L,Bull1,R/L,+000-491-000-000-000+,3,000,491 000,000,false,false,false,false
000,1944.4,K-89,Kalibangan,TAG:L,Bull1,R/L,+000-491-000-000-000+,4,000,000 000,<END>,true,false,false,false
000,1965.1,K-121,Kalibangan,ROD,None,T/B,+090-740-240-032-000+,4,032,240 032,<END>,true,false,false,false
000,1965.2,K-121,Kalibangan,ROD,None,T/B,+913-000+,1,913,913,<END>,true,false,false,false
000,1970.1,-,Kish,SEAL:S,Bull1,-,+000-643-240+,0,<START>,<START>,643,false,false,false,false
000,1972.1,Kd-7,Kot-Diji,POT:T:g,None,R/L,+031-220-000-741-850-001-111-003+,2,220,031 220,741,false,false,false,false
000,1985.1,L-2,Lothal,SEAL:S,Bull1:W,R/L,+353-001-527-550-233-060-390-000+,7,390,060 390,<END>,true,false,false,false
000,1989.1,L-10,Lothal,SEAL:S,Bull1:L,R/L,+520-033-705-233-240-460-491-002-000+,8,002,491 002,<END>,true,false,false,false
000,1992.1,L-14,Lothal,SEAL:S,Bull1,R/L,+685-001-740-760-604-000+,5,604,760 604,<END>,true,false,false,false
000,2032.3,L-66,Lothal,SEAL:S,Bull1:W,-,+000+,0,<START>,<START>,<END>,true,false,false,false
000,2032.5,L-66,Lothal,SEAL:S,Bull1:W,R/L,+000-904-220-032-000-000-000+,0,<START>,<START>,904,false,false,false,false
000,2032.5,L-66,Lothal,SEAL:S,Bull1:W,R/L,+000-904-220-032-000-000-000+,4,032,220 032,000,false,false,false,false
000,2032.5,L-66,Lothal,SEAL:S,Bull1:W,R/L,+000-904-220-032-000-000-000+,5,000,032 000,000,false,false,false,false
000,2032.5,L-66,Lothal,SEAL:S,Bull1:W,R/L,+000-904-220-032-000-000-000+,6,000,000 000,<END>,true,false,false,false
000,2033.1,L-78 ,Lothal,SEAL:R,None,R/L,+090-740-000-503+,2,740,090 740,503,false,false,false,false
000,2034.1,L-79,Lothal,SEAL:R,None,R/L,+000-003-742-000-001+,0,<START>,<START>,003,false,false,false,false
000,2034.1,L-79,Lothal,SEAL:R,None,R/L,+000-003-742-000-001+,3,742,003 742,001,false,false,false,false
000,2040.1,L-86,Lothal,SEAL:R,None,R/L,+000-845-616+,0,<START>,<START>,845,false,false,false,false
000,2049.1,L-95,Lothal,SEAL:R,None,L/R,+740-000-175-002-880+,1,740,740,175,false,false,false,false
000,2050.1,L-96,Lothal,SEAL:R,None,R/L,+400-000-692+,1,400,400,692,false,false,false,false
000,2056.1,L-104,Lothal,SEAL:R,None,-,+544-000-000-000+,1,544,544,000,false,false,false,false
000,2056.1,L-104,Lothal,SEAL:R,None,-,+544-000-000-000+,2,000,544 000,000,false,false,false,false
000,2056.1,L-104,Lothal,SEAL:R,None,-,+544-000-000-000+,3,000,000 000,<END>,true,false,false,false
000,2059.1,L-110,Lothal,SEAL:R,None,-,+000-844-627-001+,0,<START>,<START>,844,false,false,false,false
000,2065.1,L-116,Lothal,MISC,None,-,+000-611-820+,0,<START>,<START>,611,false,false,false,false
000,2082.1,L-140,Lothal,TAG,Bull1,R/L,+151-740-000-000-000+,2,740,151 740,000,false,false,false,false
000,2082.1,L-140,Lothal,TAG,Bull1,R/L,+151-740-000-000-000+,3,000,740 000,000,false,false,false,false
000,2082.1,L-140,Lothal,TAG,Bull1,R/L,+151-740-000-000-000+,4,000,000 000,<END>,true,false,false,false
000,2083.1,L-141,Lothal,TAG,Bull1,R/L,+740-552-031-700-000-000+,4,700,031 700,000,false,false,false,false
000,2083.1,L-141,Lothal,TAG,Bull1,R/L,+740-552-031-700-000-000+,5,000,700 000,<END>,true,false,false,false
000,2089.1,L-147,Lothal,TAG,Bull1,R/L,+269-031-000-000+,2,031,269 031,000,false,false,false,false
000,2089.1,L-147,Lothal,TAG,Bull1,R/L,+269-031-000-000+,3,000,031 000,<END>,true,false,false,false
000,2114.1,L-192,Lothal,TAG,Bull1,R/L,+000-000-892-000+,0,<START>,<START>,000,false,false,false,false
000,2114.1,L-192,Lothal,TAG,Bull1,R/L,+000-000-892-000+,1,000,000,892,false,false,false,false
000,2114.1,L-192,Lothal,TAG,Bull1,R/L,+000-000-892-000+,3,892,000 892,<END>,true,false,false,false
000,2115.2,L-193,Lothal,TAG,Bull1,-,+000+,0,<START>,<START>,<END>,true,false,false,false
000,2130.1,L-212,Lothal,TAG,-,-,+000-798-000-000-269-520+,0,<START>,<START>,798,false,false,false,false
000,2130.1,L-212,Lothal,TAG,-,-,+000-798-000-000-269-520+,2,798,000 798,000,false,false,false,false
000,2130.1,L-212,Lothal,TAG,-,-,+000-798-000-000-269-520+,3,000,798 000,269,false,false,false,false
000,2157.1,M-2064,Mohenjo-daro,POT:T:g,None,R/L,+390-001-000-142-031+,2,001,390 001,142,false,false,false,false
000,2166.1,-,Mohenjo-daro,POT:T:g,None,R/L,+000-004-067-703-060-900+,0,<START>,<START>,004,false,false,false,false
000,2171.1,-,Mohenjo-daro,BNGL,None,-,+920-130-511-000-002+,3,511,130 511,002,false,false,false,false
000,2198.1,M-1895,Mohenjo-daro,SEAL:S,Zebu,R/L,+740-923-000-002-285+,2,923,740 923,002,false,false,false,false
000,2201.1,M-2004,Mohenjo-daro,POT:T:s,None,R/L,+000-035-705+,0,<START>,<START>,035,false,false,false,false
000,2202.1,M-2005,Mohenjo-daro,POT:T:g,None,R/L,+808-033-002-000-031+,3,002,033 002,031,false,false,false,false
000,2238.1,M-1808,Mohenjo-daro,SEAL:S,Bull1:L,R/L,+740-000-000-000-000+,1,740,740,000,false,false,false,false
000,2238.1,M-1808,Mohenjo-daro,SEAL:S,Bull1:L,R/L,+740-000-000-000-000+,2,000,740 000,000,false,false,false,false
000,2238.1,M-1808,Mohenjo-daro,SEAL:S,Bull1:L,R/L,+740-000-000-000-000+,3,000,000 000,000,false,false,false,false
000,2238.1,M-1808,Mohenjo-daro,SEAL:S,Bull1:L,R/L,+740-000-000-000-000+,4,000,000 000,<END>,true,false,false,false
000,2258.1,-,Mohenjo-daro,SEAL:L,None,R/L,+000-000-000-002-000+,0,<START>,<START>,000,false,false,false,false
000,2258.1,-,Mohenjo-daro,SEAL:L,None,R/L,+000-000-000-002-000+,1,000,000,000,false,false,false,false
000,2258.1,-,Mohenjo-daro,SEAL:L,None,R/L,+000-000-000-002-000+,2,000,000 000,002,false,false,false,false
000,2258.1,-,Mohenjo-daro,SEAL:L,None,R/L,+000-000-000-002-000+,4,002,000 002,<END>,true,false,false,false
000,2269.1,M-1963,Mohenjo-daro,SEAL:R,None,L/R,+000-034-104+,0,<START>,<START>,034,false,false,false,false
000,2295.1,B-33,Banawali,POT:T:g,-,R/L,+000+,0,<START>,<START>,<END>,true,false,false,false
000,2298.1,M-1758,Mohenjo-daro,SEAL:S,Bull1:S,R/L,+000-000-235-060-066-016+,0,<START>,<START>,000,false,false,false,false
000,2298.1,M-1758,Mohenjo-daro,SEAL:S,Bull1:S,R/L,+000-000-235-060-066-016+,1,000,000,235,false,false,false,false
000,2301.1,-,Mohenjo-daro,ROD,None,L/R,+000-000-122-003-002-000+,0,<START>,<START>,000,false,false,false,false
000,2301.1,-,Mohenjo-daro,ROD,None,L/R,+000-000-122-003-002-000+,1,000,000,122,false,false,false,false
000,2301.1,-,Mohenjo-daro,ROD,None,L/R,+000-000-122-003-002-000+,5,002,003 002,<END>,true,false,false,false
000,2311.1,M-1832,Mohenjo-daro,SEAL:S,Bull1,R/L,+527-554-031-002-000+,4,002,031 002,<END>,true,false,false,false
000,2330.1,M-2095,Mohenjo-daro,ROD,None,R/L,+000-004+,0,<START>,<START>,004,false,false,false,false
000,2333.1,-,Mohenjo-daro,TAB:B,None,-,+000-240-000+,0,<START>,<START>,240,false,false,false,false
000,2333.1,-,Mohenjo-daro,TAB:B,None,-,+000-240-000+,2,240,000 240,<END>,true,false,false,false
000,2357.3,M-1928,Mohenjo-daro,SEAL:S,Buff,L/R,+000-233-220-002-861+,0,<START>,<START>,233,false,false,false,false
000,2360.1,M-1971,Mohenjo-daro,SEAL:R,None,R/L,+000-550-033-706-220-415-798+,0,<START>,<START>,550,false,false,false,false
000,2376.1,M-1842,Mohenjo-daro,SEAL:S,Bull1,R/L,+520-000-235-002-861+,1,520,520,235,false,false,false,false
000,2379.1,M-1960,Mohenjo-daro,SEAL:R,None,R/L,+740-000-000-002-820+,1,740,740,000,false,false,false,false
000,2379.1,M-1960,Mohenjo-daro,SEAL:R,None,R/L,+740-000-000-002-820+,2,000,740 000,002,false,false,false,false
000,2395.1,M-1663,Mohenjo-daro,SEAL:S,Bull1,R/L,+740-760-840-416-175-742-000+,6,742,175 742,<END>,true,false,false,false
000,2399.1,M-1787,Mohenjo-daro,SEAL:S,Bull1:I,R/L,+740-061-002-703-000+,4,703,002 703,<END>,true,false,false,false
