"policy","pattern_kind","pattern","count","coverage_share","lengths","examples","recurrent","review_status"
"p385_merge_only","class_pattern","IMWMMW","1","0.007353","6","M-113","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMWMSS","1","0.007353","6","M-65","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IMWMT","1","0.007353","5","M-146","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISM","1","0.007353","3","M-97","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISMMMMMMSS","1","0.007353","10","M-52","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISMMMMMT","1","0.007353","8","M-118","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISMMMMTMS","1","0.007353","9","M-91","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISMMMS","1","0.007353","6","M-130","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISMMMSS","1","0.007353","7","M-140","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISMMMST","1","0.007353","7","M-109","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISMMMW","1","0.007353","6","M-84","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISMMMWSW","1","0.007353","8","M-56","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISMMS","1","0.007353","5","M-99","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISMMSS","1","0.007353","6","M-107","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISMMSSS","1","0.007353","7","M-34","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISMMSW","1","0.007353","6","M-143","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISMMWMMSM","1","0.007353","9","M-29","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISMS","1","0.007353","4","M-78","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISMSW","1","0.007353","5","M-173","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISMSWD","1","0.007353","6","M-82","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISMT","1","0.007353","4","M-152","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISMWSMT","1","0.007353","7","M-116","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISSMM","1","0.007353","5","M-89","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISSMMD","1","0.007353","6","M-31","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISSMMMMMMDSSM","1","0.007353","13","M-38","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISSMMMMSS","1","0.007353","9","M-36","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISSMMMW","1","0.007353","7","M-30","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISSMT","1","0.007353","5","M-164","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ISSS","1","0.007353","4","M-145","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","ITS","1","0.007353","3","M-148","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","IWSWMT","1","0.007353","6","M-90","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","MMS","1","0.007353","3","M-151","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","MMSMW","1","0.007353","5","M-59","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","MMTMS","1","0.007353","5","M-1","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","MSS","1","0.007353","3","M-13","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","MSSMS","1","0.007353","5","M-139","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","SDMMMWD","1","0.007353","7","M-108","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","SDMMT","1","0.007353","5","M-77","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","SIMMM","1","0.007353","5","M-127","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","SIS","1","0.007353","3","M-18","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","SMISTMMT","1","0.007353","8","M-21","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","SMMDT","1","0.007353","5","M-70","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","SMMMMMD","1","0.007353","7","M-54","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","SMMMMS","1","0.007353","6","M-57","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","SMMMSI","1","0.007353","6","M-147","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","SMMS","1","0.007353","4","M-102","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","SMS","1","0.007353","3","M-3","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","SMSSS","1","0.007353","5","M-40","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","SMT","1","0.007353","3","M-134","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","SSIMMWMT","1","0.007353","8","M-171","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","SSM","1","0.007353","3","M-88","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","SSMMSS","1","0.007353","6","M-172","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","SSMS","1","0.007353","4","M-123","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","SSMW","1","0.007353","4","M-63","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","SSSMDS","1","0.007353","6","M-71","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","SSSMDSSMMS","1","0.007353","10","M-119","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","SSST","1","0.007353","4","M-74","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","SSWMDM","1","0.007353","6","M-160","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","STMT","1","0.007353","4","M-142","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","STS","1","0.007353","3","M-8","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","SWMMMSSS","1","0.007353","8","M-133","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","SWMMT","1","0.007353","5","M-42","False","formula_pattern_only_not_semantic"
"p385_merge_only","class_pattern","WSS","1","0.007353","3","M-9","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","ISMS","10","0.073529","4;5;6;7;9;10","M-34;M-36;M-52;M-78;M-99;M-107;M-130;M-140;M-159;M-181","True","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","IMS","9","0.066176","3;4;5;6;8","M-43;M-46;M-85;M-93;M-104;M-129;M-132;M-138;M-183","True","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","ISMT","8","0.058824","4;5;6;8","M-5;M-14;M-26;M-58;M-118;M-144;M-152;M-164","True","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","IMSMS","6","0.044118","6;7;8","M-33;M-64;M-92;M-112;M-114;M-154","True","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","IS","6","0.044118","2;4","M-96;M-145;M-150;M-180;M-184;M-182","True","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","SMS","6","0.044118","3;4;5;6","M-3;M-40;M-57;M-102;M-123;M-172","True","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","IMT","5","0.036765","5;6","M-15;M-47;M-69;M-80;M-100","True","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","DM","3","0.022059","2;4","M-177;M-178;M-179","True","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","IM","3","0.022059","3;4","M-37;M-122;M-124","True","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","DMS","2","0.014706","5","M-17;M-95","True","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","DS","2","0.014706","3;4","M-16;M-83","True","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","IDSMS","2","0.014706","7;9","M-12;M-35","True","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","IMD","2","0.014706","5;6","M-163;M-174","True","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","IMSM","2","0.014706","5;6","M-121;M-128","True","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","IMSMD","2","0.014706","7;8","M-117;M-157","True","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","IMSMT","2","0.014706","5;8","M-75;M-170","True","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","IMW","2","0.014706","3;4","M-135;M-155","True","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","IMWS","2","0.014706","7;8","M-44;M-136","True","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","ISM","2","0.014706","3;5","M-89;M-97","True","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","ISMSW","2","0.014706","5;6","M-143;M-173","True","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","ISMW","2","0.014706","6;7","M-30;M-84","True","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","MS","2","0.014706","3","M-13;M-151","True","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","S","2","0.014706","3","M-87;M-153","True","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","DMISMT","1","0.007353","6","M-101","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","DMT","1","0.007353","4","M-32","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","DMW","1","0.007353","4","M-158","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","DSMD","1","0.007353","4","M-103","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","DSMS","1","0.007353","4","M-6","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","DSMW","1","0.007353","6","M-48","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","DSMWMT","1","0.007353","6","M-166","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","DSTMS","1","0.007353","8","M-115","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","IDSM","1","0.007353","5","M-94","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","IDSMDS","1","0.007353","6","M-131","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","IMDS","1","0.007353","7","M-86","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","IMSMDT","1","0.007353","8","M-51","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","IMSMW","1","0.007353","5","M-149","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","IMST","1","0.007353","7","M-24","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","IMSWT","1","0.007353","9","M-53","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","IMWMS","1","0.007353","6","M-65","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","IMWMT","1","0.007353","5","M-146","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","IMWMW","1","0.007353","6","M-113","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","ISMD","1","0.007353","6","M-31","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","ISMDSM","1","0.007353","13","M-38","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","ISMST","1","0.007353","7","M-109","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","ISMSWD","1","0.007353","6","M-82","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","ISMTMS","1","0.007353","9","M-91","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","ISMWMSM","1","0.007353","9","M-29","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","ISMWSMT","1","0.007353","7","M-116","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","ISMWSW","1","0.007353","8","M-56","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","ITS","1","0.007353","3","M-148","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","IWSWMT","1","0.007353","6","M-90","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","MSMS","1","0.007353","5","M-139","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","MSMW","1","0.007353","5","M-59","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","MTMS","1","0.007353","5","M-1","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","SDMT","1","0.007353","5","M-77","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","SDMWD","1","0.007353","7","M-108","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","SIM","1","0.007353","5","M-127","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","SIMWMT","1","0.007353","8","M-171","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","SIS","1","0.007353","3","M-18","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","SM","1","0.007353","3","M-88","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","SMD","1","0.007353","7","M-54","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","SMDS","1","0.007353","6","M-71","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","SMDSMS","1","0.007353","10","M-119","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","SMDT","1","0.007353","5","M-70","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","SMISTMT","1","0.007353","8","M-21","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","SMSI","1","0.007353","6","M-147","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","SMT","1","0.007353","3","M-134","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","SMW","1","0.007353","4","M-63","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","ST","1","0.007353","4","M-74","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","STMT","1","0.007353","4","M-142","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","STS","1","0.007353","3","M-8","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","SWMDM","1","0.007353","6","M-160","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","SWMS","1","0.007353","8","M-133","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","SWMT","1","0.007353","5","M-42","False","formula_pattern_only_not_semantic"
"p385_merge_only","collapsed_class_pattern","WS","1","0.007353","3","M-9","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IS","4","0.029412","2","M-96;M-150;M-180;M-182","True","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMMMT","3","0.022059","5","M-47;M-69;M-80","True","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","DM","2","0.014706","2","M-178;M-179","True","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","DMMSS","2","0.014706","5","M-17;M-95","True","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMM","2","0.014706","3","M-37;M-122","True","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMS","2","0.014706","3","M-132;M-138","True","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISMMMT","2","0.014706","6","M-5;M-144","True","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISMMT","2","0.014706","5","M-14;M-58","True","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISMSS","2","0.014706","5","M-159;M-181","True","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","SSS","2","0.014706","3","M-87;M-153","True","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","DDSMMW","1","0.007353","6","M-48","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","DMISMT","1","0.007353","6","M-101","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","DMMM","1","0.007353","4","M-177","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","DMMT","1","0.007353","4","M-32","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","DMMW","1","0.007353","4","M-158","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","DSMD","1","0.007353","4","M-103","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","DSMS","1","0.007353","4","M-6","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","DSMWMT","1","0.007353","6","M-166","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","DSS","1","0.007353","3","M-83","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","DSSS","1","0.007353","4","M-16","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","DSTMMMSS","1","0.007353","8","M-115","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IDSMDS","1","0.007353","6","M-131","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IDSMM","1","0.007353","5","M-94","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IDSMMMS","1","0.007353","7","M-35","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IDSMMMSSS","1","0.007353","9","M-12","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IIMMMSSWT","1","0.007353","9","M-53","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IIMMMST","1","0.007353","7","M-24","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IIMMMT","1","0.007353","6","M-100","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IIMMS","1","0.007353","5","M-104","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IIMMT","1","0.007353","5","M-15","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IIMMWSS","1","0.007353","7","M-136","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IISMT","1","0.007353","5","M-26","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IISS","1","0.007353","4","M-184","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMMM","1","0.007353","4","M-124","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMMMD","1","0.007353","5","M-163","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMMMMD","1","0.007353","6","M-174","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMMMMDS","1","0.007353","7","M-86","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMMMMMMS","1","0.007353","8","M-46","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMMMMMWS","1","0.007353","8","M-44","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMMMMS","1","0.007353","6","M-129","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMMMMSMD","1","0.007353","8","M-117","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMMMS","1","0.007353","5","M-93","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMMMSM","1","0.007353","6","M-128","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMMMSMSS","1","0.007353","8","M-112","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMMMSS","1","0.007353","6","M-43","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMMS","1","0.007353","4","M-183","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMMSMMS","1","0.007353","7","M-33","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMMSS","1","0.007353","5","M-85","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMMW","1","0.007353","4","M-135","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMSMM","1","0.007353","5","M-121","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMSMMMD","1","0.007353","7","M-157","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMSMMS","1","0.007353","6","M-64","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMSMMSS","1","0.007353","7","M-154","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMSMSS","1","0.007353","6","M-114","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMSMT","1","0.007353","5","M-75","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMSMW","1","0.007353","5","M-149","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMSSMMDT","1","0.007353","8","M-51","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMSSMSS","1","0.007353","7","M-92","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMSSSMMT","1","0.007353","8","M-170","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMW","1","0.007353","3","M-155","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMWMMW","1","0.007353","6","M-113","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMWMSS","1","0.007353","6","M-65","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IMWMT","1","0.007353","5","M-146","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISM","1","0.007353","3","M-97","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISMMMMMMSS","1","0.007353","10","M-52","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISMMMMMT","1","0.007353","8","M-118","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISMMMMTMS","1","0.007353","9","M-91","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISMMMS","1","0.007353","6","M-130","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISMMMSS","1","0.007353","7","M-140","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISMMMST","1","0.007353","7","M-109","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISMMMW","1","0.007353","6","M-84","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISMMMWSW","1","0.007353","8","M-56","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISMMS","1","0.007353","5","M-99","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISMMSS","1","0.007353","6","M-107","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISMMSSS","1","0.007353","7","M-34","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISMMSW","1","0.007353","6","M-143","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISMMWMMSM","1","0.007353","9","M-29","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISMS","1","0.007353","4","M-78","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISMSW","1","0.007353","5","M-173","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISMSWD","1","0.007353","6","M-82","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISMT","1","0.007353","4","M-152","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISMWSMT","1","0.007353","7","M-116","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISSMM","1","0.007353","5","M-89","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISSMMD","1","0.007353","6","M-31","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISSMMMMMMDSSM","1","0.007353","13","M-38","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISSMMMMSS","1","0.007353","9","M-36","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISSMMMW","1","0.007353","7","M-30","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISSMT","1","0.007353","5","M-164","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ISSS","1","0.007353","4","M-145","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","ITS","1","0.007353","3","M-148","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","IWSWMT","1","0.007353","6","M-90","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","MMS","1","0.007353","3","M-151","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","MMSMW","1","0.007353","5","M-59","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","MMTMS","1","0.007353","5","M-1","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","MSS","1","0.007353","3","M-13","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","MSSMS","1","0.007353","5","M-139","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","SDMMMWD","1","0.007353","7","M-108","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","SDMMT","1","0.007353","5","M-77","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","SIMMM","1","0.007353","5","M-127","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","SIS","1","0.007353","3","M-18","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","SMISTMMT","1","0.007353","8","M-21","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","SMMDT","1","0.007353","5","M-70","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","SMMMMMD","1","0.007353","7","M-54","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","SMMMMS","1","0.007353","6","M-57","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","SMMMSI","1","0.007353","6","M-147","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","SMMS","1","0.007353","4","M-102","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","SMS","1","0.007353","3","M-3","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","SMSSS","1","0.007353","5","M-40","False","formula_pattern_only_not_semantic"
"raw_lipi_numeric","class_pattern","SMT","1","0.007353","3","M-134","False","formula_pattern_only_not_semantic"
