checked_date,row_id,object,site,region,type,shape,material,symbol,cult,prev2,prev,sign,next,next2,terminal,in_002_390_frame,in_033_705_formula,source_status,source_bucket,exact_sequence,text
2026-05-31,3274.1,M-863,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:L,SAN,740,255,705,741,412,false,false,false,metadata_or_nonframe,metadata_or_nonframe,740 255 705 741 412,+740-255-705-741-412+
2026-05-31,3275.1,M-864,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1,SAN,<START>,000,705,632,<END>,false,false,false,metadata_or_nonframe,metadata_or_nonframe,000 705 632,]000-705-632+
2026-05-31,3278.1,M-868,Mohenjo-daro,Lower Indus,SEAL:S,square,NA,Bull1:W,SAN,520,033,705,231,220,false,false,true,metadata_or_nonframe,metadata_or_nonframe,520 033 705 231 220 002 817,+520-033-705-231-220-002-817+
2026-05-31,3282.1,M-873,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:X,SAN,520,033,705,231,060,false,false,true,metadata_or_nonframe,metadata_or_nonframe,520 033 705 231 060 550,+520-033-705-231-060-550+
2026-05-31,3288.1,M-880,Mohenjo-daro,Lower Indus,SEAL:S,square,NA,Bull1:S,RAF,877,741,705,319,<END>,false,false,false,metadata_or_nonframe,metadata_or_nonframe,740 861 877 741 705 319,+740-861-877-741-705-319+
2026-05-31,3324.1,M-928,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1,SAN,<START>,243,705,031,<END>,false,false,false,metadata_or_nonframe,metadata_or_nonframe,243 705 031,+243-705-031+
2026-05-31,3327.1,M-932,Mohenjo-daro,Lower Indus,SEAL:S,square,NA,Bull1:S,SAN,<START>,740,705,171,360,false,false,false,metadata_or_nonframe,metadata_or_nonframe,740 705 171 360 064,+740-705-171-360-064+
2026-05-31,3351.1,M-956,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1:J,RAN,520,033,705,233,<END>,false,false,true,metadata_or_nonframe,metadata_or_nonframe,400 520 033 705 233,+400-520-033-705-233+
2026-05-31,3352.1,M-957,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1,NA,740,760,705,002,577,false,false,false,metadata_or_nonframe,metadata_or_nonframe,740 760 705 002 577,+740-760-705-002-577+
2026-05-31,3354.1,M-959,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Bull1,NA,520,033,705,236,803,false,false,true,metadata_or_nonframe,metadata_or_nonframe,520 033 705 236 803,+520-033-705-236-803+
2026-05-31,3378.1,M-985,Mohenjo-daro,Lower Indus,SEAL:S,square,NA,Bull1,NA,070,033,705,233,235,false,false,true,metadata_or_nonframe,metadata_or_nonframe,520 070 033 705 233 235 803,+520-070-033-705-233-235-803+
2026-05-31,3389.1,M-997,Mohenjo-daro,Lower Indus,SEAL:S,square,NA,Bull1,RAN,<START>,590,705,575,920,false,false,false,metadata_or_nonframe,metadata_or_nonframe,590 705 575 920 140,+590-705-575-920-140+
2026-05-31,3399.1,M-1014,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,NA,NA,391,297,705,717,<END>,false,false,false,metadata_or_nonframe,metadata_or_nonframe,842 391 297 705 717,+842-391-297-705-717[
2026-05-31,3431.1,M-1057,Mohenjo-daro,Lower Indus,SEAL:S,square,Faience,NA,NA,440,220,705,000,<END>,false,false,false,metadata_or_nonframe,metadata_or_nonframe,353 090 350 001 440 220 705 000,+353-090-350-001-440-220-705-000[
2026-05-31,3516.1,M-1155,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Elep,NA,002,033,705,<END>,<END>,true,false,true,metadata_or_nonframe,metadata_or_nonframe,740 760 335 002 033 705,+740-760-335-002-033-705+
2026-05-31,3529.1,M-1169,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Comp,NA,520,033,705,220,032,false,false,true,metadata_or_nonframe,metadata_or_nonframe,520 033 705 220 032 231 072 002 270 633 032,+520-033-705-220-032/231-072-002-270-633-032+
2026-05-31,3542.1,M-1191,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,NA,NA,595,810,705,455,<END>,false,false,false,metadata_or_nonframe,metadata_or_nonframe,455 257 000 595 810 705 455,+455-257-000/595-810-705-455+
2026-05-31,3561.1,M-1226,Mohenjo-daro,Lower Indus,SEAL:S,square,Steatite,Gaur,Trough,520,033,705,235,233,false,false,true,metadata_or_nonframe,metadata_or_nonframe,520 033 705 235 233 002 817,+520-033-705-235-233-002-817+
2026-05-31,3604.1,M-1299,Mohenjo-daro,Lower Indus,SEAL:R,rectangular,Steatite,NA,NA,550,033,705,233,002,false,false,true,metadata_or_nonframe,metadata_or_nonframe,527 550 033 705 233 002 817,+527-550-033-705-233-002-817+
2026-05-31,3633.1,M-1328,Mohenjo-daro,Lower Indus,SEAL:R,cuboid-convex,Steatite,NA,NA,807,033,705,233,<END>,false,false,true,metadata_or_nonframe,metadata_or_nonframe,740 388 807 033 705 233,+740-388-807-033-705-233[
2026-05-31,3655.1,M-1355,Mohenjo-daro,Lower Indus,SEAL:R,cuboid,Faience,NA,NA,727,033,705,838,<END>,false,false,true,metadata_or_nonframe,metadata_or_nonframe,000 727 033 705 838,]000-727-033-705-838+
2026-05-31,3663.2,M-1364,Mohenjo-daro,Lower Indus,SEAL:R,rectangular,Steatite,NA,NA,923,033,705,000,<END>,false,false,true,metadata_or_nonframe,metadata_or_nonframe,740 923 033 705 000,+740-923-033-705-000[
2026-05-31,3673.1,M-1375,Mohenjo-daro,Lower Indus,POT:T:s,NA,Steatite,NA,NA,032,033,705,<END>,<END>,true,false,true,metadata_or_nonframe,metadata_or_nonframe,790 032 033 705,+790-032-033-705+
2026-05-31,3688.1,M-1396,Mohenjo-daro,Lower Indus,TAB:B,NA,Clay,Bull1,NA,520,033,705,803,853,false,false,true,metadata_or_nonframe,metadata_or_nonframe,520 033 705 803 853,+520-033-705-803-853+
2026-05-31,3689.2,M-1397,Mohenjo-daro,Lower Indus,TAB:B,rectangular,Clay,NA,NA,<START>,167,705,000,360,false,false,false,metadata_or_nonframe,metadata_or_nonframe,167 705 000 360,+167-705-000-360+
2026-05-31,3691.2,M-1400,Mohenjo-daro,Lower Indus,TAB:B,rectangular-rounded,Clay,Mult,NA,<START>,<START>,705,700,000,false,false,false,metadata_or_nonframe,metadata_or_nonframe,705 700 000,+705-700-000+
2026-05-31,3823.1,M-1629,Mohenjo-daro,Lower Indus,BNGL,NA,Stoneware,NA,NA,<START>,<START>,705,032,595,false,false,false,metadata_or_nonframe,metadata_or_nonframe,705 032 595 090 175,+705-032-595-090-175+
2026-05-31,3867.1,Rgr-2,Rakhigarhi,Eastern Headwaters,SEAL:R,rectangular,NA,NA,NA,060,892,705,<END>,<END>,true,false,false,metadata_or_nonframe,metadata_or_nonframe,527 554 000 000 060 892 705,+527-554-000-000-060-892-705+
2026-05-31,3884.1,-:3884.1,Tell Umma,Mesopotamia,TAG:L,NA,Clay,Bull1,SAN,004,002,705,127,<END>,false,false,false,metadata_or_nonframe,metadata_or_nonframe,390 004 002 705 127,+390-004-002-705-127+
2026-05-31,3909.1,M-1698,Mohenjo-daro,Lower Indus,SEAL:S,square,NA,Bull1:W,SAF,482,033,705,002,861,false,false,true,metadata_or_nonframe,metadata_or_nonframe,740 482 033 705 002 861 803,+740-482-033-705-002-861-803+
2026-05-31,3968.1,H-1120,Harappa,Inter-Riverine,TAB:B,rectangular,NA,NA,NA,000,000,705,<END>,<END>,true,false,false,metadata_or_nonframe,metadata_or_nonframe,740 000 000 705,+740-000-000-705+
2026-05-31,3985.1,M-1736,Mohenjo-daro,Lower Indus,SEAL:S,square,NA,Bull1:S,SAN,520,033,705,235,240,false,false,true,metadata_or_nonframe,metadata_or_nonframe,520 033 705 235 240 741 903 903,+520-033-705-235-240-741-903-903+
2026-05-31,3992.1,M-1825,Mohenjo-daro,Lower Indus,SEAL:S,square,NA,Bull1,S,002,390,705,<END>,<END>,true,true,false,route_pressure_secondary_icon_only_no_signband,route_pressure,157 031 002 390 705,+157-031-002-390-705+
2026-05-31,4032.1,M-2080,Mohenjo-daro,Lower Indus,BNGL,NA,Stoneware,NA,NA,<START>,840,705,<END>,<END>,true,false,false,metadata_or_nonframe,metadata_or_nonframe,840 705,+840-705+
2026-05-31,4047.1,M-2128,Mohenjo-daro,Lower Indus,IMPL,NA,Gold,NA,NA,<START>,041,705,002,905,false,false,false,metadata_or_nonframe,metadata_or_nonframe,041 705 002 905,+041-705-002-905+
2026-05-31,4078.1,H-1305,Harappa,Inter-Riverine,TAB:I,NA,Steatite,NA,NA,400,000,705,<END>,<END>,true,false,false,metadata_or_nonframe,metadata_or_nonframe,400 000 705,+400-000-705+
2026-05-31,4182.1,-:4182.1,Dholavira,Gujarat/Kutch,SEAL:S,NA,NA,Bull1,NA,231,002,705,530,904,false,false,false,metadata_or_nonframe,metadata_or_nonframe,740 390 590 231 002 705 530 904,+740-390-590-231-002-705-530-904+
2026-05-31,4210.1,-:4210.1,Dholavira,Gujarat/Kutch,SEAL:S,NA,Steatite,NA,NA,520,033,705,235,803,false,false,true,metadata_or_nonframe,metadata_or_nonframe,520 033 705 235 803,+520-033-705-235-803[
2026-05-31,4237.1,-:4237.1,Dholavira,Gujarat/Kutch,SEAL:S,square,NA,Bull1:I,RB,002,390,705,<END>,<END>,true,true,false,route_pressure_dholavira_cluster_unbound,route_pressure,151 032 388 002 390 705,+151-032-388-002-390-705+
2026-05-31,4244.1,-:4244.1,Dholavira,Gujarat/Kutch,MISC,NA,Steatite,NA,NA,<START>,033,705,233,235,false,false,true,metadata_or_nonframe,metadata_or_nonframe,033 705 233 235 002 457,+033-705-233-235-002-457+
2026-05-31,4249.1,-:4249.1,Dholavira,Gujarat/Kutch,SEAL:S,square,Steatite,Gaur,NA,<START>,<START>,705,000,000,false,false,false,metadata_or_nonframe,metadata_or_nonframe,705 000 000,+705-000-000+
2026-05-31,4276.1,-:4276.1,Dholavira,Gujarat/Kutch,SEAL:R,rectangular,NA,NA,NA,<START>,<START>,705,090,705,false,false,false,metadata_or_nonframe,metadata_or_nonframe,705 090 705,]705-090-705+
2026-05-31,4276.1,-:4276.1,Dholavira,Gujarat/Kutch,SEAL:R,rectangular,NA,NA,NA,705,090,705,<END>,<END>,true,false,false,metadata_or_nonframe,metadata_or_nonframe,705 090 705,]705-090-705+
2026-05-31,4312.1,-:4312.1,Dholavira,Gujarat/Kutch,TAG,NA,terracotta,Bull1,NA,000,229,705,906,<END>,false,false,false,metadata_or_nonframe,metadata_or_nonframe,000 229 705 906,]000-229-705-906+
2026-05-31,4330.1,-:4330.1,Dholavira,Gujarat/Kutch,TAG,NA,NA,NA,NA,<START>,000,705,906,550,false,false,false,metadata_or_nonframe,metadata_or_nonframe,000 705 906 550,]000-705-906-550+
2026-05-31,4345.1,-:4345.1,Dholavira,Gujarat/Kutch,TAG,square,Clay,Bull1,NA,<START>,000,705,002,861,false,false,false,metadata_or_nonframe,metadata_or_nonframe,000 705 002 861,+000-705-002-861+
2026-05-31,5243.1,-:5243.1,Lakhanjo-daro,Lower Indus,TAG,rectangular-round,Terracotta,NA,NA,<START>,740,705,000,000,false,false,false,metadata_or_nonframe,metadata_or_nonframe,740 705 000 000,+740-705-000-000+
2026-05-31,5406.1,M-2105,Mohenjo-daro,Lower Indus,ROD,NA,Ivory,NA,NA,<START>,000,705,000,<END>,false,false,false,metadata_or_nonframe,metadata_or_nonframe,000 705 000,]000-705-000-+
2026-05-31,5564.1,-:5564.1,Juna Khatiya,Gujarat/Kutch,POT:T:g,NA,NA,NA,NA,000,032,705,<END>,<END>,true,false,false,metadata_or_nonframe,metadata_or_nonframe,000 032 705,+000-032-705[
2026-05-31,5584.1,-:5584.1,Dholavira,Gujarat/Kutch,TAG,NA,terracotta,NA,NA,<START>,<START>,705,000,<END>,false,false,false,metadata_or_nonframe,metadata_or_nonframe,705 000,]705-000[
