"checked_date","cisi","role","query","query_kind","ia_volume","ia_leaf","ia_reader_page_url","ia_page_image_url","hit_count_on_page","page_context_class","route_question","ocr_context","source_use","accepted_source_mapping","accepted_decipherment_claim"
"2026-05-25","M-478","text_12_tablet_parallel","M-478","exact_object_id","CISI Collections in India","450","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n450/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n450_w2000.jpg","2","source_discussion","Can IA CISI supply the tablet parallel image and pot-count context?","in the hand of a kneeling or standing man-sign (cf. H-247 A). In the moulded tablets [[M-478]] and M-479, the sign combination of 4 + U stands next to an iconographic scene where a kneeling || not so obvious in other classes of Indus inscriptions, although cases like the above cited tablets [[M-478]] and M-479 may occasionally be found. 34 30 Cf. Asko Parpola. The relative size of the seals and","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-478","text_12_tablet_parallel","MOHENJO-DARO 478-481","plate_header_or_range","CISI Collections in India","150","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n150/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n150_w2000.jpg","1","plate_candidate","Can IA CISI supply the tablet parallel image and pot-count context?","cinthropomorph. snake TABLETS in bas-relief [[MOHENJO-DARO 478-481]] 115 M-4KI B M-WI B bii M-4H0 b M-WI E","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-478","text_12_tablet_parallel","MOHENJO-DARO 478-481","plate_header_or_range","CISI Collections in India","581","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n581/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n581_w2000.jpg","1","plate_candidate","Can IA CISI supply the tablet parallel image and pot-count context?","cinthropomorph. snake TABLETS in bas-relief [[MOHENJO-DARO 478-481]] 115 M-4KI B M-WI B bii M-4H0 b M-WI E","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-480","text_12_tablet_parallel","480","bare_number_variant","CISI Collections in India","402","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n402/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n402_w2000.jpg","1","data_register","Can IA CISI supply the second tablet parallel image?","KR1 KVR AH 63.10147 HU 340 ASI 63 10405 A SMI p75445 A bit. n: HU [[480]] ASI 63.1017 HU 103 AH 63.1035 HU 121 AH 63 1047 HU 133 AH 63.1058 HU 144;• 198)7","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-480","text_12_tablet_parallel","480","bare_number_variant","CISI Collections in India","404","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n404/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n404_w2000.jpg","1","data_register","Can IA CISI supply the second tablet parallel image?","M4T3 2758 M474 0133 M-475 0733 M .476 06*4 M477 2754 M-47* 2728 M-479 0728 M- [[480]] 0230 M-4SI 2736 M-482 1580 M-483 277* M-484 2772 M-485 0781 M-486 15*5 M-487 2762 M-488 2717 M-489","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-480","text_12_tablet_parallel","480","bare_number_variant","CISI Collections in India","833","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n833/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n833_w2000.jpg","1","data_register","Can IA CISI supply the second tablet parallel image?","KR1 KVR AH 63.10147 HU 340 ASI 63 10405 A SMI p75445 A bit. n: HU [[480]] ASI 63.1017 HU 103 AH 63.1035 HU 121 AH 63 1047 HU 133 AH 63.1058 HU 144;• 198)7","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-480","text_12_tablet_parallel","480","bare_number_variant","CISI Collections in India","835","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n835/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n835_w2000.jpg","1","data_register","Can IA CISI supply the second tablet parallel image?","M4T3 2758 M474 0133 M-475 0733 M .476 06*4 M477 2754 M-47* 2728 M-479 0728 M- [[480]] 0230 M-4SI 2736 M-482 1580 M-483 277* M-484 2772 M-485 0781 M-486 15*5 M-487 2762 M-488 2717 M-489","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-480","text_12_tablet_parallel","480","bare_number_variant","CISI Collections in Pakistan","316","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n316/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n316_w2000.jpg","1","plate_candidate","Can IA CISI supply the second tablet parallel image?","282 HARAPPA 478-485 SEALS [®j] ’unicorn’ IV H-481 A H-478 A H-478 a H- [[480]] a H-484 A H-484 (l) A H-484 a H485 A H-481 a H-483 a H-485 a","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-480","text_12_tablet_parallel","480","bare_number_variant","CISI Collections in Pakistan","470","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n470/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n470_w2000.jpg","2","data_register","Can IA CISI supply the second tablet parallel image?","(M DK VWO MD 1*5, X) HI DK 12654 MD 59 167. MM 4)8 0X8*83 MO [[480]] DKtfiOl MD JO 177, MM 444 OK 3831 UP 17*4 DK 7)3) L P17)l DK 7062 MD 231 || 393 IL 372; * P IT) AV 499. 4 S 1*5*2 P 1263. A hi* AV [[480]] IL 300.4. P 2*5 11.403.4 Pill ft. *99. a Si. 12515 IL 321. a P 329 IL 304;","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-480","text_12_tablet_parallel","M-480","exact_object_id","CISI Collections in India","404","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n404/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n404_w2000.jpg","1","data_register","Can IA CISI supply the second tablet parallel image?","1575 M4T3 2758 M474 0133 M-475 0733 M .476 06*4 M477 2754 M-47* 2728 M-479 0728 [[M-480]] 0230 M-4SI 2736 M-482 1580 M-483 277* M-484 2772 M-485 0781 M-486 15*5 M-487 2762 M-488 2717 M-489","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-480","text_12_tablet_parallel","M-480","exact_object_id","CISI Collections in India","835","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n835/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n835_w2000.jpg","1","data_register","Can IA CISI supply the second tablet parallel image?","1575 M4T3 2758 M474 0133 M-475 0733 M .476 06*4 M477 2754 M-47* 2728 M-479 0728 [[M-480]] 0230 M-4SI 2736 M-482 1580 M-483 277* M-484 2772 M-485 0781 M-486 15*5 M-487 2762 M-488 2717 M-489","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-480","text_12_tablet_parallel","MOHENJO-DARO 478-481","plate_header_or_range","CISI Collections in India","150","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n150/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n150_w2000.jpg","1","plate_candidate","Can IA CISI supply the second tablet parallel image?","cinthropomorph. snake TABLETS in bas-relief [[MOHENJO-DARO 478-481]] 115 M-4KI B M-WI B bii M-4H0 b M-WI E","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-480","text_12_tablet_parallel","MOHENJO-DARO 478-481","plate_header_or_range","CISI Collections in India","581","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n581/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n581_w2000.jpg","1","plate_candidate","Can IA CISI supply the second tablet parallel image?","cinthropomorph. snake TABLETS in bas-relief [[MOHENJO-DARO 478-481]] 115 M-4KI B M-WI B bii M-4H0 b M-WI E","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-715","named_context_conflict_or_unresolved","715","bare_number_variant","CISI Collections in India","404","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n404/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n404_w2000.jpg","1","data_register","Can IA CISI supply a source image for the Parpola conflict/control row?","HR 5549 M 564 0667 HR 721 M 565 0333 VS 6415* M 566 0123 DKi [[715]] M-567 0)65 DK 4225 M-568 0366 DK 7*74 M-589 0744 101 1401 M-570 0370 E1246 M-S71 2816 DK4408","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-715","named_context_conflict_or_unresolved","715","bare_number_variant","CISI Collections in India","406","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n406/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n406_w2000.jpg","1","data_register","Can IA CISI supply a source image for the Parpola conflict/control row?","B: ASI; A bit, B btt HU 537 HU 707 HU 6(2 A: ASX B: HU [[715]] HU 632 HU 559 HU 6*1 HU 221 IMA 8079 ASI IM 11091 ASI 6X11** HU 331 asi","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-715","named_context_conflict_or_unresolved","715","bare_number_variant","CISI Collections in India","835","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n835/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n835_w2000.jpg","1","data_register","Can IA CISI supply a source image for the Parpola conflict/control row?","HR 5549 M 564 0667 HR 721 M 565 0333 VS 6415* M 566 0123 DKi [[715]] M-567 0)65 DK 4225 M-568 0366 DK 7*74 M-589 0744 101 1401 M-570 0370 E1246 M-S71 2816 DK4408","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-715","named_context_conflict_or_unresolved","715","bare_number_variant","CISI Collections in India","837","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n837/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n837_w2000.jpg","1","data_register","Can IA CISI supply a source image for the Parpola conflict/control row?","B: ASI; A bit, B btt HU 537 HU 707 HU 6(2 A: ASX B: HU [[715]] HU 632 HU 559 HU 6*1 HU 221 IMA 8079 ASI IM 11091 ASI 6X11** HU 331 asi","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-715","named_context_conflict_or_unresolved","715","bare_number_variant","CISI Collections in Pakistan","80","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n80/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n80_w2000.jpg","1","plate_candidate","Can IA CISI supply a source image for the Parpola conflict/control row?","46 MOHENJO-DARO [[715]] -717 SEALS 'unicorn' Ill M-7J7 \ M.7I7 t","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-715","named_context_conflict_or_unresolved","715","bare_number_variant","CISI Collections in Pakistan","471","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n471/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n471_w2000.jpg","1","data_register","Can IA CISI supply a source image for the Parpola conflict/control row?","1 * MDlVl T 7 t MD RftS 0 ?n MD MAI ID 33 5 AID [[715]] f?T MD 135 DK 6345 MD 300.3117051 DK AS 4 M MD 547 C1K TOftfi NMP50JJ2 LTR 3","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-715","named_context_conflict_or_unresolved","715","bare_number_variant","CISI Collections in Pakistan","479","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n479/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n479_w2000.jpg","1","data_register","Can IA CISI supply a source image for the Parpola conflict/control row?","a ill* Rhd lit 7157 Rhd. rsw a 1296 Rhd-24 7761 Rhd. rsw a tor Rhd-119 [[715]] # RhdBIV/20'l) rsw a 1409 Rhd 23 77M Rhd« rsw JL 1190 Rhd 120 7159 Rhd R IV/14","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-715","named_context_conflict_or_unresolved","MOHENJO-DARO 715-717","plate_header_or_range","CISI Collections in Pakistan","80","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n80/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n80_w2000.jpg","1","plate_candidate","Can IA CISI supply a source image for the Parpola conflict/control row?","46 [[MOHENJO-DARO 715-717]] SEALS 'unicorn' Ill M-7J7 \ M.7I7 t","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-896","named_context_conflict_or_unresolved","896","bare_number_variant","CISI Collections in India","403","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n403/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n403_w2000.jpg","1","data_register","Can IA CISI supply a source image for the Parpola conflict/control row?","202 AS! 63.10194 HU 849 ASI 63.10.195 HU *50 ASI 6110207 HU 200 NMI 161 HU [[896]] ASI 6110.176 HU 369 ASI 63.10.17* HU *31. ai HU 63X7 ASI 61.10 199 HU 192 dcCot.I IT.","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-896","named_context_conflict_or_unresolved","896","bare_number_variant","CISI Collections in India","834","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n834/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n834_w2000.jpg","1","data_register","Can IA CISI supply a source image for the Parpola conflict/control row?","202 AS! 63.10194 HU 849 ASI 63.10.195 HU *50 ASI 6110207 HU 200 NMI 161 HU [[896]] ASI 6110.176 HU 369 ASI 63.10.17* HU *31. ai HU 63X7 ASI 61.10 199 HU 192 dcCot.I IT.","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-896","named_context_conflict_or_unresolved","896","bare_number_variant","CISI Collections in Pakistan","470","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n470/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n470_w2000.jpg","1","data_register","Can IA CISI supply a source image for the Parpola conflict/control row?","IOI89 MD538 8U9WHKJ71 DKC.119I 84D311 (21 MR 047 M 89) 2639 81-894 J39) MW 2263 84 [[896]] 21)4 84-897 134) 84-898 21*7 MHW 2242 M WO 2JS) M*)l 237a 84 902 (04) M 90) 1394","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-896","named_context_conflict_or_unresolved","MOHENJO-DARO 893-898","plate_header_or_range","CISI Collections in Pakistan","119","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n119/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n119_w2000.jpg","1","plate_candidate","Can IA CISI supply a source image for the Parpola conflict/control row?","unicorn /V (®J) SEALS [[MOHENJO-DARO 893-898]] 85 M-S96 a M-897 a M-898 a","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-915","sign_15_1_named_seal_control","915","bare_number_variant","CISI Collections in India","403","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n403/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n403_w2000.jpg","1","data_register","Can IA CISI supply a source image for a named signs 15/1 end-text control?","2240 M-384 2302 M 3*5 23*7 M386 1449 M-387 3041 MIS* 2200 M-389 NMI 159 HU [[915]] ASI 63.10226 A: Si. 11 p.» 32D. A tat HU 219; a Si 12 p-60529 A : ASI","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-915","sign_15_1_named_seal_control","915","bare_number_variant","CISI Collections in India","834","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n834/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n834_w2000.jpg","1","data_register","Can IA CISI supply a source image for a named signs 15/1 end-text control?","2240 M-384 2302 M 3*5 23*7 M386 1449 M-387 3041 MIS* 2200 M-389 NMI 159 HU [[915]] ASI 63.10226 A: Si. 11 p.» 32D. A tat HU 219; a Si 12 p-60529 A : ASI","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-915","sign_15_1_named_seal_control","915","bare_number_variant","CISI Collections in Pakistan","122","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n122/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n122_w2000.jpg","2","plate_candidate","Can IA CISI supply a source image for a named signs 15/1 end-text control?","V M-9M A bi* M-914 i bis M-916 A M-9I6 s M-914 A M-914 i M- [[915]] A M 915 t M-9I7 A M-918 a M 918 i M-920 ■ M-919 A M92I A M-922 || A bi* M-914 i bis M-916 A M-9I6 s M-914 A M-914 i M-915 A M [[915]] t M-9I7 A M-918 a M 918 i M-920 ■ M-919 A M92I A M-922 m M-919 *","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-915","sign_15_1_named_seal_control","915","bare_number_variant","CISI Collections in Pakistan","470","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n470/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n470_w2000.jpg","1","data_register","Can IA CISI supply a source image for a named signs 15/1 end-text control?","a P647 ft 301; a. P 2*7 ft 48). a P279 IL71I; 6 St 2L227. fl- [[915]] IL 385. a. Si 22*80. a btt; P »5* IL 484. 6 P 280 ft 717; a P","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-915","sign_15_1_named_seal_control","915","bare_number_variant","CISI Collections in Pakistan","478","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n478/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n478_w2000.jpg","1","data_register","Can IA CISI supply a source image for a named signs 15/1 end-text control?","N- J m 4666 EI380 IIP a 5504 (HU IW» *IH 1242 H«7 »JS )S53 h- [[915]] mu tnu HW MSI 1402T 11940 1453 .VX4 H-941 lw 27131 H'WJ 34«1 5152 H-943 2401 *96* FI-944","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-915","sign_15_1_named_seal_control","M-915","exact_object_id","CISI Collections in Pakistan","122","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n122/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n122_w2000.jpg","1","plate_candidate","Can IA CISI supply a source image for a named signs 15/1 end-text control?","'unicorn V M-9M A bi* M-914 i bis M-916 A M-9I6 s M-914 A M-914 i [[M-915]] A M 915 t M-9I7 A M-918 a M 918 i M-920 ■ M-919 A M92I A M-922","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
"2026-05-25","M-915","sign_15_1_named_seal_control","MOHENJO-DARO 914-922","plate_header_or_range","CISI Collections in Pakistan","122","https://archive.org/details/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n122/mode/1up","https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n122_w2000.jpg","1","plate_candidate","Can IA CISI supply a source image for a named signs 15/1 end-text control?","88 [[MOHENJO-DARO 914-922]] SEALS WJ 'unicorn V M-9M A bi* M-914 i bis M-916 A M-9I6 s M-914 A M-914 i","route_discovery_only_manual_visual_notes_decide_whether_this_is_a_plate_data_register_discussion_or_noise","0","0"
