"policy","first_code","last_code","first_sign","last_sign","count","examples","review_status"
"raw_lipi_numeric","I","S","L740","L317","1","M-44","anchor_pair_only_not_semantic"
"raw_lipi_numeric","I","S","L740","L260","1","M-107","anchor_pair_only_not_semantic"
"raw_lipi_numeric","I","S","L740","L215","1","M-46","anchor_pair_only_not_semantic"
"raw_lipi_numeric","I","S","L740","L144","1","M-130","anchor_pair_only_not_semantic"
"raw_lipi_numeric","I","S","L740","L119","1","M-99","anchor_pair_only_not_semantic"
"raw_lipi_numeric","I","S","L740","L112","1","M-33","anchor_pair_only_not_semantic"
"raw_lipi_numeric","I","S","L740","L107","1","M-35","anchor_pair_only_not_semantic"
"raw_lipi_numeric","I","S","L740","L084","1","M-92","anchor_pair_only_not_semantic"
"raw_lipi_numeric","I","S","L740","L005","1","M-138","anchor_pair_only_not_semantic"
"raw_lipi_numeric","I","S","L520","L898","1","M-154","anchor_pair_only_not_semantic"
"raw_lipi_numeric","I","S","L520","L700","1","M-86","anchor_pair_only_not_semantic"
"raw_lipi_numeric","I","S","L520","L575","1","M-65","anchor_pair_only_not_semantic"
"raw_lipi_numeric","I","S","L520","L502","1","M-181","anchor_pair_only_not_semantic"
"raw_lipi_numeric","I","S","L520","L360","1","M-129","anchor_pair_only_not_semantic"
"raw_lipi_numeric","I","S","L520","L297","1","M-183","anchor_pair_only_not_semantic"
"raw_lipi_numeric","I","S","L520","L004","1","M-64","anchor_pair_only_not_semantic"
"raw_lipi_numeric","W","S","L031","L745","1","M-9","anchor_pair_only_not_semantic"
