date,repair_id,cisi,role,crop_kind,crop_stage,control_subtype,denominator_group,denominator_inclusion,match_set_id,matched_target_cisi,match_basis,source_family_key,near_duplicate_group_id,route_rank,queue_rank,volume,page_index,source_url,match_text,source_grade_status,source_page,source_page_sha256,parent_crop_sha256,image_width,image_height,xml_width,xml_height,ocr_label_coords_xml,label_box_image_coords,label_box_width,label_box_height,label_match_compactness_status,method,candidate_rank,crop_box_xyxy,crop_width,crop_height,crop_aspect_ratio,dark_pixel_fraction,component_area_downsampled,component_bbox_image_coords,component_centroid_image_coords,component_score,ocr_word_overlap_count,label_box_overlap_fraction,label_exclusion_status,candidate_preflight_status,source_crop,enhanced_crop,source_crop_sha256,enhanced_crop_sha256,notes,accepted_claims_increment,visual_qc_selected_draft_version,manual_visual_qc_bucket,manual_visual_qc_note
2026-05-29,directionality_panel_crop_repair_v2_clean_component_clips,H-654,primary_target_route_candidate,object_panel_candidate,panel_crop_repair_v2_preflight_inventory,directionality_target_candidate,primary_target_not_denominator,excluded_from_real_negative_denominator,H-654|cisi_pakistan|n342|r1,H-654,public_cisi_ocr_label_route_then_label_excluded_component_or_relative_panel_crop,Harappa|SEAL:R|None|cisi_pakistan|n342,,1,9,cisi_pakistan,342,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n342_w2000.jpg,H-654,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/9_H_654_cisi_pakistan_n342_1.jpg,78be7db8dacec3dafdf430e8e63a4ef2acbaa9975d96c44200f5b548ff27b11a,d95f383fa62e16a2da8b257df2edd4c8c5996f96b930672124a4c3395c769de9,3252,4538,3252,4538,648|2230|776|2270,648|2230|776|2270,128,40,compact_label_match_candidate,above_label_wide_darkrow_above_cluster,20,132|1728|1368|2182,1236,454,2.722467,0.599764,307717,164|1750|1336|2160,750|1955,1039584.459459,0,0.0,label_box_excluded,candidate_requires_visual_label_leak_and_single_panel_preflight,tmp/effective_unicity_directionality_panel_crop_repair/candidates_v2/H_654_cisi_pakistan_n342_r1_20_above_label_wide_darkrow_above_cluster_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates_v2/H_654_cisi_pakistan_n342_r1_20_above_label_wide_darkrow_above_cluster_enhanced_x2.png,d1da6d3f333f14b727ea65cef4245708ca07d5e329786d5b725e888f171a2e3f,034f1ac7bbeb6fa8bc8f3a25707670dfc83aeaf237ebcf51b2f363771dfc4768,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0,v2d_clean_draft_2026_05_29,target,visual draft: label-free signband candidate
2026-05-29,directionality_panel_crop_repair_v2_clean_component_clips,M-1310,primary_target_route_candidate,object_panel_candidate,panel_crop_repair_v2_preflight_inventory,directionality_target_candidate,primary_target_not_denominator,excluded_from_real_negative_denominator,M-1310|cisi_pakistan|n202|r1,M-1310,public_cisi_ocr_label_route_then_label_excluded_component_or_relative_panel_crop,Mohenjo-daro|SEAL:R|None|cisi_pakistan|n202,,1,10,cisi_pakistan,202,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n202_w2000.jpg,M 1310,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/10_M_1310_cisi_pakistan_n202_1.jpg,03f2d9ecf9f7c063f861c2e11e71af60d1df70073a89db45362ef059347b1bf2,1e437592e34a0c1721b48a9ecb258c81e882ada8ccc20c968af850ec58bd4365,3236,4566,3236,4566,1495|2419|1657|2459,1495|2419|1657|2459,162,40,compact_label_match_candidate,above_label_wide_darkrow_above_cluster,20,903|1954|2249|2371,1346,417,3.227818,0.606399,316937,935|1976|2217|2349,1576|2162,1142115.315315,0,0.0,label_box_excluded,candidate_requires_visual_label_leak_and_single_panel_preflight,tmp/effective_unicity_directionality_panel_crop_repair/candidates_v2/M_1310_cisi_pakistan_n202_r1_20_above_label_wide_darkrow_above_cluster_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates_v2/M_1310_cisi_pakistan_n202_r1_20_above_label_wide_darkrow_above_cluster_enhanced_x2.png,b7e53c00a1b9c9bcf0bf93c28c298f4327dc0e6951a9ad7fc93301f34b32483a,d6ff9af7e242f146403457b1e8e2aba1ab24a02fbb3192d1c81606c475a4de99,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0,v2d_clean_draft_2026_05_29,target,visual draft: label-free signband candidate
2026-05-29,directionality_panel_crop_repair_v2_clean_component_clips,M-1320,primary_target_route_candidate,object_panel_candidate,panel_crop_repair_v2_preflight_inventory,directionality_target_candidate,primary_target_not_denominator,excluded_from_real_negative_denominator,M-1320|cisi_pakistan|n203|r1,M-1320,public_cisi_ocr_label_route_then_label_excluded_component_or_relative_panel_crop,Mohenjo-daro|SEAL:R|None|cisi_pakistan|n203,,1,11,cisi_pakistan,203,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n203_w2000.jpg,M-1320,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/11_M_1320_cisi_pakistan_n203_1.jpg,d6ba1b469bd752cac59953f9a4070a3c3f28069c50419ec4592bbdb949254e90,369f2841e5897057a30702593b21a9c6fa1e09ed0949279c35399dc3a11da408,3230,4566,3230,4566,2284|1645|2448|1685,2284|1645|2448|1685,164,40,compact_label_match_candidate,above_label_wide_darkrow_above_cluster,20,1801|1174|3027|1597,1226,423,2.898345,0.840385,412889,1833|1196|2995|1575,2414|1386,1471975.044563,0,0.0,label_box_excluded,candidate_requires_visual_label_leak_and_single_panel_preflight,tmp/effective_unicity_directionality_panel_crop_repair/candidates_v2/M_1320_cisi_pakistan_n203_r1_20_above_label_wide_darkrow_above_cluster_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates_v2/M_1320_cisi_pakistan_n203_r1_20_above_label_wide_darkrow_above_cluster_enhanced_x2.png,2821cc3becd75e2160a857317e69d4164721687d3ff5dfa90d74fc6c8a87f785,16ec5e34cf1eb1f372c02756479558c19cf982644efd0cef45e207839deb3243,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0,v2d_clean_draft_2026_05_29,target,visual draft: label-free signband candidate
2026-05-29,directionality_panel_crop_repair_v2_clean_component_clips,M-811,primary_target_route_candidate,object_panel_candidate,panel_crop_repair_v2_preflight_inventory,directionality_target_candidate,primary_target_not_denominator,excluded_from_real_negative_denominator,M-811|cisi_pakistan|n104|r1,M-811,public_cisi_ocr_label_route_then_label_excluded_component_or_relative_panel_crop,Mohenjo-daro|SEAL:S|Bull1:J|cisi_pakistan|n104,,1,15,cisi_pakistan,104,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n104_w2000.jpg,M 811,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/15_M_811_cisi_pakistan_n104_1.jpg,40e5db5ed31422400062b67d9731c73bd4c36c802fe8380c3cd5adb7a4ee473b,bf12fb126fb0dfc49ba3966edaa839dc99fc24d0fcee5416b566af8651288e1d,3210,4546,3210,4546,2557|1197|2689|1233,2557|1197|2689|1233,132,36,compact_label_match_candidate,above_label_wide_darkrow_above_cluster,20,1965|225|3196|1149,1231,924,1.332251,0.719674,775224,1997|217|3164|1127,2580|687,1465451.795841,0,0.0,label_box_excluded,candidate_requires_visual_label_leak_and_single_panel_preflight,tmp/effective_unicity_directionality_panel_crop_repair/candidates_v2/M_811_cisi_pakistan_n104_r1_20_above_label_wide_darkrow_above_cluster_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates_v2/M_811_cisi_pakistan_n104_r1_20_above_label_wide_darkrow_above_cluster_enhanced_x2.png,ad386078846dd1ef046fea685f5f5e0e762247d2560aadec4c08457ae72275ab,599ae0367953f7e32cfce35c9263b44f5a21d877aaa38df26a6463d1fbbacfe8,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0,v2d_clean_draft_2026_05_29,target,visual draft: label-free signband candidate
2026-05-29,directionality_panel_crop_repair_v2_clean_component_clips,H-158,real_route_negative_candidate,object_panel_candidate,panel_crop_repair_v2_preflight_inventory,fixed_real_object_panel_negative,fixed_real_route_negative_denominator,candidate_for_fixed_denominator_after_visual_preflight,H-158|cisi_india|n237|r1,,public_cisi_ocr_label_route_then_label_excluded_component_or_relative_panel_crop,Harappa|SEAL:R|None|cisi_india|n237,,1,30,cisi_india,237,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n237_w2000.jpg,H-158,public_cisi_plate_route_candidate_volume_mismatch_check_needed,tmp/effective_unicity_directionality_public_route_probe_v2/pages/30_H_158_cisi_india_n237_1.jpg,f4140ae624d063b47632587d4b78fbf7aef6d6604ffed197be41d08d1528b24f,dc66a9398ce3c947f8f789d9e31eeedd22e76adcb9bc5a4d42da88b5cd3ddbf7,2443,3460,2443,3460,1141|2950|1237|2980,1141|2950|1237|2980,96,30,compact_label_match_candidate,component_nearest_high_score,4,892|2640|1508|2940,616,300,2.053333,0.417219,8642,924|2662|1476|2930,1199|2796,50772.13723,0,0.0,label_box_excluded,candidate_requires_visual_label_leak_and_single_panel_preflight,tmp/effective_unicity_directionality_panel_crop_repair/candidates_v2/H_158_cisi_india_n237_r1_4_component_nearest_high_score_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates_v2/H_158_cisi_india_n237_r1_4_component_nearest_high_score_enhanced_x2.png,d4e8cee6a4fa14f6e55ff3ab62f87e2a831ab75c726954ed8c5eaf3e85336ac3,f6bbb31d6d67c8c2df2a309c060575ad56839af09c01eb2485828e1d94108b53,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0,v2d_clean_draft_2026_05_29,negative,replacement for page-context draft crop; tighter label-free component
2026-05-29,directionality_panel_crop_repair_v2_clean_component_clips,H-665,real_route_negative_candidate,object_panel_candidate,panel_crop_repair_v2_preflight_inventory,fixed_real_object_panel_negative,fixed_real_route_negative_denominator,candidate_for_fixed_denominator_after_visual_preflight,H-665|cisi_pakistan|n343|r1,,public_cisi_ocr_label_route_then_label_excluded_component_or_relative_panel_crop,Harappa|SEAL:R|None|cisi_pakistan|n343,,1,4,cisi_pakistan,343,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n343_w2000.jpg,H-665,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/4_H_665_cisi_pakistan_n343_1.jpg,05d50097bc8ba7f1f3547d50e36254248bbaa018da4e77f32ce2e9a8184d24b8,78b25f109d5ddf3325303e424da7c46043c4de2b06e0a6e7b17b00d35e17a6a5,3254,4538,3254,4538,2633|3607|2761|3647,2633|3607|2761|3647,128,40,compact_label_match_candidate,component_nearest_high_score,4,2375|3125|3023|3597,648,472,1.372881,0.555075,14233,2407|3147|2991|3575,2699|3364,53887.594886,0,0.0,label_box_excluded,candidate_requires_visual_label_leak_and_single_panel_preflight,tmp/effective_unicity_directionality_panel_crop_repair/candidates_v2/H_665_cisi_pakistan_n343_r1_4_component_nearest_high_score_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates_v2/H_665_cisi_pakistan_n343_r1_4_component_nearest_high_score_enhanced_x2.png,b4810a2b035ed10fd411ddbcf9ab0d9df7ae114df3034527dab7554757017751,3b9c8df88df02db232cfe9c63e277befbb8e8f82d8453f3879515fa0412bdb8b,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0,v2d_clean_draft_2026_05_29,negative,replacement for leaked H-662 page-context crop; tighter component
2026-05-29,directionality_panel_crop_repair_v2_clean_component_clips,M-1315,real_route_negative_candidate,object_panel_candidate,panel_crop_repair_v2_preflight_inventory,fixed_real_object_panel_negative,fixed_real_route_negative_denominator,candidate_for_fixed_denominator_after_visual_preflight,M-1315|cisi_pakistan|n202|r1,,public_cisi_ocr_label_route_then_label_excluded_component_or_relative_panel_crop,Mohenjo-daro|SEAL:R|None|cisi_pakistan|n202,,1,28,cisi_pakistan,202,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n202_w2000.jpg,M 1315,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/28_M_1315_cisi_pakistan_n202_1.jpg,03f2d9ecf9f7c063f861c2e11e71af60d1df70073a89db45362ef059347b1bf2,5b6b1c5d2f8849a616623d885f63ecfea05f23f806e4ca2dd25fe5c6d6e53476,3236,4566,3236,4566,404|4304|564|4342,404|4304|564|4342,160,38,compact_label_match_candidate,component_nearest_high_score,4,168|3910|896|4294,728,384,1.895833,0.577946,13865,200|3932|864|4300,525|4113,64417.778214,0,0.0,label_box_excluded,candidate_requires_visual_label_leak_and_single_panel_preflight,tmp/effective_unicity_directionality_panel_crop_repair/candidates_v2/M_1315_cisi_pakistan_n202_r1_4_component_nearest_high_score_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates_v2/M_1315_cisi_pakistan_n202_r1_4_component_nearest_high_score_enhanced_x2.png,567e8f6e8812a5cb16415a49d586473fa2b0ecba4e7a9239c7c8ac7f37440336,eff9ced4e140f9a44266ef48305c943841fb103fca31f18c93b93825daab77bf,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0,v2d_clean_draft_2026_05_29,negative,replacement/tighter component candidate
2026-05-29,directionality_panel_crop_repair_v2_clean_component_clips,M-1458,real_route_negative_candidate,object_panel_candidate,panel_crop_repair_v2_preflight_inventory,fixed_real_object_panel_negative,fixed_real_route_negative_denominator,candidate_for_fixed_denominator_after_visual_preflight,M-1458|cisi_pakistan|n234|r1,,public_cisi_ocr_label_route_then_label_excluded_component_or_relative_panel_crop,Mohenjo-daro|TAB:C|-|cisi_pakistan|n234,,1,5,cisi_pakistan,234,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n234_w2000.jpg,M 1458,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/5_M_1458_cisi_pakistan_n234_1.jpg,a111e2cca57964bbad170d536d17faa78e750ea768b6d9eb32196e770119c0bc,0f9ef699cad84978fd0c255ddebd78c604402ab035dd2b4b264d019843e94ff6,3227,4542,3227,4542,1549|4239|1705|4279,1549|4239|1705|4279,156,40,compact_label_match_candidate,component_nearest_high_score,4,1207|3349|2119|4229,912,880,1.036364,0.75382,44189,1239|3371|2087|4243,1665|3798,95245.867006,0,0.0,label_box_excluded,candidate_requires_visual_label_leak_and_single_panel_preflight,tmp/effective_unicity_directionality_panel_crop_repair/candidates_v2/M_1458_cisi_pakistan_n234_r1_4_component_nearest_high_score_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates_v2/M_1458_cisi_pakistan_n234_r1_4_component_nearest_high_score_enhanced_x2.png,94a27b750890258e3fcfcb5ff8b8d9de202306250cd6d45d52c069401216f68c,708d6b373f8ca45141dca7fd360ee9bc8e88379c298b4dc2d4186330c48d89eb,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0,v2d_clean_draft_2026_05_29,negative,replacement/tighter component candidate
2026-05-29,directionality_panel_crop_repair_v2_clean_component_clips,M-1523,real_route_negative_candidate,object_panel_candidate,panel_crop_repair_v2_preflight_inventory,fixed_real_object_panel_negative,fixed_real_route_negative_denominator,candidate_for_fixed_denominator_after_visual_preflight,M-1523|cisi_pakistan|n253|r1,,public_cisi_ocr_label_route_then_label_excluded_component_or_relative_panel_crop,Mohenjo-daro|TAB:C|Comp|cisi_pakistan|n253,,1,16,cisi_pakistan,253,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n253_w2000.jpg,M-1523,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/16_M_1523_cisi_pakistan_n253_1.jpg,033c6b182b1f46e63c3151ab4ed88c767e7f546b97f7f1eb4ca6a8f6a0823b3b,cbf4a61e838b44bf995f1a88b0270ba5be27dd36892d777c434895ce19d0fe2e,3240,4523,3240,4523,716|3151|876|3191,716|3151|876|3191,160,40,compact_label_match_candidate,component_nearest_high_score,4,184|2297|1444|3141,1260,844,1.492891,0.713082,55797,216|2319|1412|3135,805|2745,130587.814,0,0.0,label_box_excluded,candidate_requires_visual_label_leak_and_single_panel_preflight,tmp/effective_unicity_directionality_panel_crop_repair/candidates_v2/M_1523_cisi_pakistan_n253_r1_4_component_nearest_high_score_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates_v2/M_1523_cisi_pakistan_n253_r1_4_component_nearest_high_score_enhanced_x2.png,ae0d8c46ee9ebb6ec73d3e2d0cf54078de3fea8f88dd221d496ff71a30d4702c,6bc63fc019147180f4580422c9e2452d0e82360e8ca2aa7bd33cbe5c70b0d0e7,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0,v2d_clean_draft_2026_05_29,negative,replacement/tighter component candidate
2026-05-29,directionality_panel_crop_repair_v2_clean_component_clips,M-171,real_route_negative_candidate,object_panel_candidate,panel_crop_repair_v2_preflight_inventory,fixed_real_object_panel_negative,fixed_real_route_negative_denominator,candidate_for_fixed_denominator_after_visual_preflight,M-171|cisi_india|n85|r1,,public_cisi_ocr_label_route_then_label_excluded_component_or_relative_panel_crop,Mohenjo-daro|SEAL:S|Bull1:W|cisi_india|n85,,1,34,cisi_india,85,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n85_w2000.jpg,M-171,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/34_M_171_cisi_india_n85_1.jpg,e027ac1d40229b399029b7fd30f9ea0d2a65d3bd9d2a31873b7ae29c62cc08d9,e3f44b7eb86cf39c7c4ce5bb4c7036ebd08533aad6b43706d86411e3132103b0,2433,3448,2433,3448,1168|3207|1260|3237,1168|3207|1260|3237,92,30,compact_label_match_candidate,component_nearest_high_score,4,878|2880|1570|3197,692,317,2.182965,0.596219,11488,910|2887|1538|3195,1221|3036,61313.226048,0,0.0,label_box_excluded,candidate_requires_visual_label_leak_and_single_panel_preflight,tmp/effective_unicity_directionality_panel_crop_repair/candidates_v2/M_171_cisi_india_n85_r1_4_component_nearest_high_score_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates_v2/M_171_cisi_india_n85_r1_4_component_nearest_high_score_enhanced_x2.png,f3b4a301bbc227ecf3ee8cde455a4f9ee05ee3f5cef085ec6945c3d88798f816,80fb3f86ddbc1ad8f891917eb3875a3ae1b24f88a05a3eb25edbb64856ec8257,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0,v2d_clean_draft_2026_05_29,negative,replacement/tighter component candidate
