date,repair_id,cisi,role,route_rank,queue_rank,volume,page_index,source_url,match_text,source_grade_status,source_page,source_page_sha256,image_width,image_height,xml_width,xml_height,ocr_label_coords_xml,label_box_image_coords,label_box_width,label_box_height,label_match_compactness_status,method,candidate_rank,crop_box_xyxy,crop_width,crop_height,crop_aspect_ratio,dark_pixel_fraction,component_area_downsampled,component_bbox_image_coords,component_centroid_image_coords,component_score,ocr_word_overlap_count,label_box_overlap_fraction,label_exclusion_status,candidate_preflight_status,source_crop,enhanced_crop,source_crop_sha256,enhanced_crop_sha256,notes,accepted_claims_increment
2026-05-29,directionality_panel_crop_repair_v1_object_panel_candidates,H-654,primary_target_route_candidate,2,9,cisi_pakistan,342,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n342_w2000.jpg,H-654,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/9_H_654_cisi_pakistan_n342_2.jpg,78be7db8dacec3dafdf430e8e63a4ef2acbaa9975d96c44200f5b548ff27b11a,3252,4538,3252,4538,641|2894|772|2934,641|2894|772|2934,131,40,compact_label_match_candidate,around_label_without_center_label,3,81|2334|1331|3494,1250,1160,1.077586,0.353209,,,,,3,1.0,label_box_overlaps_crop_preflight_fail,label_box_overlap_preflight_fail,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_654_cisi_pakistan_n342_r2_3_around_label_without_center_label_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_654_cisi_pakistan_n342_r2_3_around_label_without_center_label_enhanced_x2.png,d9dcff00bdff86cb62989d4fbf3275b3f6f8a9f35926b2ea098633b7e0353d84,8a4afe2850f477dc396cfafb4f94f0991e9b7c632e49459d4ae5c71aed2b11c6,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0
2026-05-29,directionality_panel_crop_repair_v1_object_panel_candidates,H-654,primary_target_route_candidate,2,9,cisi_pakistan,342,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n342_w2000.jpg,H-654,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/9_H_654_cisi_pakistan_n342_2.jpg,78be7db8dacec3dafdf430e8e63a4ef2acbaa9975d96c44200f5b548ff27b11a,3252,4538,3252,4538,641|2894|772|2934,641|2894|772|2934,131,40,compact_label_match_candidate,component_nearest_high_score,4,199|2353|1173|2947,974,594,1.639731,0.513622,25026,244|2398|1128|2902,696|2654,95986.562819,2,1.0,label_box_overlaps_crop_preflight_fail,label_box_overlap_preflight_fail,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_654_cisi_pakistan_n342_r2_4_component_nearest_high_score_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_654_cisi_pakistan_n342_r2_4_component_nearest_high_score_enhanced_x2.png,189f8817f90217add17beb008b1341fe83427bf9b59d51454b699a5f13da99e1,c703d1f4a327d007382d6383c0a7bca3d5dbcf245763e56a769e940894d8cca4,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0
2026-05-29,directionality_panel_crop_repair_v1_object_panel_candidates,H-654,primary_target_route_candidate,2,9,cisi_pakistan,342,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n342_w2000.jpg,H-654,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/9_H_654_cisi_pakistan_n342_2.jpg,78be7db8dacec3dafdf430e8e63a4ef2acbaa9975d96c44200f5b548ff27b11a,3252,4538,3252,4538,641|2894|772|2934,641|2894|772|2934,131,40,compact_label_match_candidate,component_above_high_score,5,199|2353|1173|2947,974,594,1.639731,0.513622,25026,244|2398|1128|2902,696|2654,95986.562819,2,1.0,label_box_overlaps_crop_preflight_fail,label_box_overlap_preflight_fail,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_654_cisi_pakistan_n342_r2_5_component_above_high_score_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_654_cisi_pakistan_n342_r2_5_component_above_high_score_enhanced_x2.png,189f8817f90217add17beb008b1341fe83427bf9b59d51454b699a5f13da99e1,c703d1f4a327d007382d6383c0a7bca3d5dbcf245763e56a769e940894d8cca4,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0
2026-05-29,directionality_panel_crop_repair_v1_object_panel_candidates,H-654,primary_target_route_candidate,2,9,cisi_pakistan,342,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n342_w2000.jpg,H-654,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/9_H_654_cisi_pakistan_n342_2.jpg,78be7db8dacec3dafdf430e8e63a4ef2acbaa9975d96c44200f5b548ff27b11a,3252,4538,3252,4538,641|2894|772|2934,641|2894|772|2934,131,40,compact_label_match_candidate,component_below_high_score,6,199|3037|857|3627,658,590,1.115254,0.551708,16620,244|3082|812|3582,529|3324,37069.640282,2,0.0,label_box_excluded,candidate_requires_visual_label_leak_and_single_panel_preflight,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_654_cisi_pakistan_n342_r2_6_component_below_high_score_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_654_cisi_pakistan_n342_r2_6_component_below_high_score_enhanced_x2.png,fcdcc6779bdf48b2d47e3421c71e843c30b8dbad9ff16f2d2e8b1acb62982089,2217acdffcdc5357e74cb5ae16c17c81e08e1ed77433ab0c310c9c3c6946b5aa,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0
2026-05-29,directionality_panel_crop_repair_v1_object_panel_candidates,H-654,primary_target_route_candidate,2,9,cisi_pakistan,342,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n342_w2000.jpg,H-654,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/9_H_654_cisi_pakistan_n342_2.jpg,78be7db8dacec3dafdf430e8e63a4ef2acbaa9975d96c44200f5b548ff27b11a,3252,4538,3252,4538,641|2894|772|2934,641|2894|772|2934,131,40,compact_label_match_candidate,component_largest_in_search,7,203|1673|1229|2279,1026,606,1.693069,0.530718,27625,248|1718|1184|2234,717|1975,29377.014314,2,0.0,label_box_excluded,candidate_requires_visual_label_leak_and_single_panel_preflight,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_654_cisi_pakistan_n342_r2_7_component_largest_in_search_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_654_cisi_pakistan_n342_r2_7_component_largest_in_search_enhanced_x2.png,b811a7f1e3d659828385decdc2ae7fc4817ec21ee619a990a165cbc6186477b8,148ce95bf8d814a579277ce5ca4479b03b3fd5366220b617309c066fc4432184,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0
2026-05-29,directionality_panel_crop_repair_v1_object_panel_candidates,H-654,primary_target_route_candidate,3,9,cisi_pakistan,342,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n342_w2000.jpg,& H-654,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/9_H_654_cisi_pakistan_n342_3.jpg,78be7db8dacec3dafdf430e8e63a4ef2acbaa9975d96c44200f5b548ff27b11a,3252,4538,3252,4538,796|2904|1744|2942,796|2904|1744|2942,948,38,wide_label_match_check_before_blind_source,above_label_wide,1,370|1924|2170|2834,1800,910,1.978022,0.59952,,,,,2,0.0,label_box_excluded,candidate_requires_visual_label_leak_and_single_panel_preflight,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_654_cisi_pakistan_n342_r3_1_above_label_wide_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_654_cisi_pakistan_n342_r3_1_above_label_wide_enhanced_x2.png,67fdbf1d6918890e637e00fa0918a4f6dfc5ee39ce778b531861f8fd8bb9e5b8,752d499808a90a1f2931d3fbe16d379c7ba843367ce16c92bf327c4be13063f4,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0
2026-05-29,directionality_panel_crop_repair_v1_object_panel_candidates,H-654,primary_target_route_candidate,3,9,cisi_pakistan,342,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n342_w2000.jpg,& H-654,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/9_H_654_cisi_pakistan_n342_3.jpg,78be7db8dacec3dafdf430e8e63a4ef2acbaa9975d96c44200f5b548ff27b11a,3252,4538,3252,4538,796|2904|1744|2942,796|2904|1744|2942,948,38,wide_label_match_check_before_blind_source,below_label_wide,2,370|3012|2170|3922,1800,910,1.978022,0.229327,,,,,8,0.0,label_box_excluded,candidate_requires_visual_label_leak_and_single_panel_preflight,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_654_cisi_pakistan_n342_r3_2_below_label_wide_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_654_cisi_pakistan_n342_r3_2_below_label_wide_enhanced_x2.png,e7de9c20ca8e5a5cbaef8b14d2031a065e7b6f7681ec6f379e0ff5461f2d36cb,2d59ec9f6cf934281eb792769d6f5ac0a64ed39d74168f8cbe444e331aa03a86,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0
2026-05-29,directionality_panel_crop_repair_v1_object_panel_candidates,H-654,primary_target_route_candidate,3,9,cisi_pakistan,342,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n342_w2000.jpg,& H-654,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/9_H_654_cisi_pakistan_n342_3.jpg,78be7db8dacec3dafdf430e8e63a4ef2acbaa9975d96c44200f5b548ff27b11a,3252,4538,3252,4538,796|2904|1744|2942,796|2904|1744|2942,948,38,wide_label_match_check_before_blind_source,around_label_without_center_label,3,370|2344|2170|3502,1800,1158,1.554404,0.417141,,,,,6,1.0,label_box_overlaps_crop_preflight_fail,label_box_overlap_preflight_fail,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_654_cisi_pakistan_n342_r3_3_around_label_without_center_label_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_654_cisi_pakistan_n342_r3_3_around_label_without_center_label_enhanced_x2.png,fe13b9a83065ff08629bf915fbc6d2a4eb6cd365add58826738cd0e48cfa0a20,b9fbf56951a4b8d6f7411f9e93709df3aae4c5d02c74d2867a7c202a3b5b2393,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0
2026-05-29,directionality_panel_crop_repair_v1_object_panel_candidates,H-654,primary_target_route_candidate,3,9,cisi_pakistan,342,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n342_w2000.jpg,& H-654,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/9_H_654_cisi_pakistan_n342_3.jpg,78be7db8dacec3dafdf430e8e63a4ef2acbaa9975d96c44200f5b548ff27b11a,3252,4538,3252,4538,796|2904|1744|2942,796|2904|1744|2942,948,38,wide_label_match_check_before_blind_source,component_nearest_high_score,4,1255|2339|2217|2969,962,630,1.526984,0.56336,26654,1300|2384|2172|2924,1737|2644,48905.352046,3,0.515823,label_box_overlaps_crop_preflight_fail,label_box_overlap_preflight_fail,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_654_cisi_pakistan_n342_r3_4_component_nearest_high_score_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_654_cisi_pakistan_n342_r3_4_component_nearest_high_score_enhanced_x2.png,87d61b6cd14faada996852b0b74bd13d4870fa0490b8f79ba9ff1b3e53828e84,31cd6f824bff435b79cce48c7a603957f4e9f4348a683c4775e7b4da8ac8a944,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0
2026-05-29,directionality_panel_crop_repair_v1_object_panel_candidates,H-654,primary_target_route_candidate,3,9,cisi_pakistan,342,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n342_w2000.jpg,& H-654,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/9_H_654_cisi_pakistan_n342_3.jpg,78be7db8dacec3dafdf430e8e63a4ef2acbaa9975d96c44200f5b548ff27b11a,3252,4538,3252,4538,796|2904|1744|2942,796|2904|1744|2942,948,38,wide_label_match_check_before_blind_source,component_above_high_score,5,1255|2339|2217|2969,962,630,1.526984,0.56336,26654,1300|2384|2172|2924,1737|2644,48905.352046,3,0.515823,label_box_overlaps_crop_preflight_fail,label_box_overlap_preflight_fail,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_654_cisi_pakistan_n342_r3_5_component_above_high_score_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_654_cisi_pakistan_n342_r3_5_component_above_high_score_enhanced_x2.png,87d61b6cd14faada996852b0b74bd13d4870fa0490b8f79ba9ff1b3e53828e84,31cd6f824bff435b79cce48c7a603957f4e9f4348a683c4775e7b4da8ac8a944,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0
2026-05-29,directionality_panel_crop_repair_v1_object_panel_candidates,H-654,primary_target_route_candidate,3,9,cisi_pakistan,342,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n342_w2000.jpg,& H-654,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/9_H_654_cisi_pakistan_n342_3.jpg,78be7db8dacec3dafdf430e8e63a4ef2acbaa9975d96c44200f5b548ff27b11a,3252,4538,3252,4538,796|2904|1744|2942,796|2904|1744|2942,948,38,wide_label_match_check_before_blind_source,component_below_high_score,6,199|3035|857|3629,658,594,1.107744,0.547993,16699,244|3080|812|3584,528|3324,19788.011744,2,0.0,label_box_excluded,candidate_requires_visual_label_leak_and_single_panel_preflight,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_654_cisi_pakistan_n342_r3_6_component_below_high_score_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_654_cisi_pakistan_n342_r3_6_component_below_high_score_enhanced_x2.png,a407415b0de7425a08e5327729256e4d633d44c6249612e5ac4bf4aebdc43368,ff23f27d147a82fc2f39570ccd49783fd5c51b81f0b0d018cb760cd4cc1f856b,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0
2026-05-29,directionality_panel_crop_repair_v1_object_panel_candidates,H-654,primary_target_route_candidate,3,9,cisi_pakistan,342,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n342_w2000.jpg,& H-654,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/9_H_654_cisi_pakistan_n342_3.jpg,78be7db8dacec3dafdf430e8e63a4ef2acbaa9975d96c44200f5b548ff27b11a,3252,4538,3252,4538,796|2904|1744|2942,796|2904|1744|2942,948,38,wide_label_match_check_before_blind_source,component_largest_in_search,7,1251|1679|2233|2349,982,670,1.465672,0.547755,28563,1296|1724|2188|2304,1741|1990,27303.952931,0,0.0,label_box_excluded,candidate_requires_visual_label_leak_and_single_panel_preflight,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_654_cisi_pakistan_n342_r3_7_component_largest_in_search_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_654_cisi_pakistan_n342_r3_7_component_largest_in_search_enhanced_x2.png,18c7af0708323a4807ca8e4cdf33f976a70a9548fbd0d5ea224d0d6d70b23c23,64aad7a18ff63a4383bf52d09598b670a68a6cd7bd6355129b91e6ecd6634606,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0
2026-05-29,directionality_panel_crop_repair_v1_object_panel_candidates,H-659,reserve_route_negative_candidate,1,39,cisi_pakistan,343,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n343_w2000.jpg,H-659,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/39_H_659_cisi_pakistan_n343_1.jpg,05d50097bc8ba7f1f3547d50e36254248bbaa018da4e77f32ce2e9a8184d24b8,3254,4538,3254,4538,2385|1534|2514|1573,2385|1534|2514|1573,129,39,compact_label_match_candidate,above_label_wide,1,1825|554|3073|1464,1248,910,1.371429,0.762157,,,,,0,0.0,label_box_excluded,candidate_requires_visual_label_leak_and_single_panel_preflight,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_659_cisi_pakistan_n343_r1_1_above_label_wide_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_659_cisi_pakistan_n343_r1_1_above_label_wide_enhanced_x2.png,effff025e461de2cb3fb552408dbb239dc097d3b7ed977fc99fe3ac1d2b9c7a5,9b0adeaf9c0dc75f3395901788870e8b0edb724e6b6b030f54ee36d23e1f5325,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0
2026-05-29,directionality_panel_crop_repair_v1_object_panel_candidates,H-659,reserve_route_negative_candidate,1,39,cisi_pakistan,343,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n343_w2000.jpg,H-659,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/39_H_659_cisi_pakistan_n343_1.jpg,05d50097bc8ba7f1f3547d50e36254248bbaa018da4e77f32ce2e9a8184d24b8,3254,4538,3254,4538,2385|1534|2514|1573,2385|1534|2514|1573,129,39,compact_label_match_candidate,below_label_wide,2,1825|1643|3073|2553,1248,910,1.371429,0.340535,,,,,0,0.0,label_box_excluded,candidate_requires_visual_label_leak_and_single_panel_preflight,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_659_cisi_pakistan_n343_r1_2_below_label_wide_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_659_cisi_pakistan_n343_r1_2_below_label_wide_enhanced_x2.png,c411f74bfa14bc28910569b4fbe5f51e38ecd1be49b44feef03280b20132f044,0538422dc4d3f23a0418f92736fbaad0b70091b77f3ae121b94aa24a2520564d,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0
2026-05-29,directionality_panel_crop_repair_v1_object_panel_candidates,H-659,reserve_route_negative_candidate,1,39,cisi_pakistan,343,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n343_w2000.jpg,H-659,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/39_H_659_cisi_pakistan_n343_1.jpg,05d50097bc8ba7f1f3547d50e36254248bbaa018da4e77f32ce2e9a8184d24b8,3254,4538,3254,4538,2385|1534|2514|1573,2385|1534|2514|1573,129,39,compact_label_match_candidate,around_label_without_center_label,3,1825|974|3073|2133,1248,1159,1.07679,0.611107,,,,,2,1.0,label_box_overlaps_crop_preflight_fail,label_box_overlap_preflight_fail,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_659_cisi_pakistan_n343_r1_3_around_label_without_center_label_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_659_cisi_pakistan_n343_r1_3_around_label_without_center_label_enhanced_x2.png,bb9c3b605a061ecc310fd7d7d883639639b9b9bdb74fdd99bf2088c8ffe2001a,7af464799ac66a2bf5eebaf97a1d2bd0c7fdf2435172f5862de3da108868acb9,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0
2026-05-29,directionality_panel_crop_repair_v1_object_panel_candidates,H-659,reserve_route_negative_candidate,1,39,cisi_pakistan,343,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n343_w2000.jpg,H-659,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/39_H_659_cisi_pakistan_n343_1.jpg,05d50097bc8ba7f1f3547d50e36254248bbaa018da4e77f32ce2e9a8184d24b8,3254,4538,3254,4538,2385|1534|2514|1573,2385|1534|2514|1573,129,39,compact_label_match_candidate,component_nearest_high_score,4,1678|189|3254|2915,1576,2726,0.578136,0.485411,150108,1723|234|3251|2870,2577|1214,413458.041517,2,1.0,label_box_overlaps_crop_preflight_fail,label_box_overlap_preflight_fail,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_659_cisi_pakistan_n343_r1_4_component_nearest_high_score_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_659_cisi_pakistan_n343_r1_4_component_nearest_high_score_enhanced_x2.png,dd037279eb8ca999a14a68bb0d6befde9e053adff710c4dac11738ba1358cbeb,d0b8510b294e2a8fad7795f4a7054189c1b9a4b6f41c2cab8d2e72083b0a0b5c,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0
2026-05-29,directionality_panel_crop_repair_v1_object_panel_candidates,H-659,reserve_route_negative_candidate,1,39,cisi_pakistan,343,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n343_w2000.jpg,H-659,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/39_H_659_cisi_pakistan_n343_1.jpg,05d50097bc8ba7f1f3547d50e36254248bbaa018da4e77f32ce2e9a8184d24b8,3254,4538,3254,4538,2385|1534|2514|1573,2385|1534|2514|1573,129,39,compact_label_match_candidate,component_above_high_score,5,1678|189|3254|2915,1576,2726,0.578136,0.485411,150108,1723|234|3251|2870,2577|1214,413458.041517,2,1.0,label_box_overlaps_crop_preflight_fail,label_box_overlap_preflight_fail,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_659_cisi_pakistan_n343_r1_5_component_above_high_score_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_659_cisi_pakistan_n343_r1_5_component_above_high_score_enhanced_x2.png,dd037279eb8ca999a14a68bb0d6befde9e053adff710c4dac11738ba1358cbeb,d0b8510b294e2a8fad7795f4a7054189c1b9a4b6f41c2cab8d2e72083b0a0b5c,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0
2026-05-29,directionality_panel_crop_repair_v1_object_panel_candidates,H-659,reserve_route_negative_candidate,1,39,cisi_pakistan,343,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n343_w2000.jpg,H-659,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/39_H_659_cisi_pakistan_n343_1.jpg,05d50097bc8ba7f1f3547d50e36254248bbaa018da4e77f32ce2e9a8184d24b8,3254,4538,3254,4538,2385|1534|2514|1573,2385|1534|2514|1573,129,39,compact_label_match_candidate,component_below_high_score,6,1262|1645|2216|2347,954,702,1.358974,0.457773,25692,1307|1690|2171|2302,1701|1962,30083.105351,0,0.0,label_box_excluded,candidate_requires_visual_label_leak_and_single_panel_preflight,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_659_cisi_pakistan_n343_r1_6_component_below_high_score_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_659_cisi_pakistan_n343_r1_6_component_below_high_score_enhanced_x2.png,d1c052d589f1b923fe782eabd1f9419951bf11dc7e6e6931e50cb7f3aab235c1,bc3d4d128eee9783fc83fb890f489cf1204a14b7abdd73e9056491d7c6414b0d,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0
2026-05-29,directionality_panel_crop_repair_v1_object_panel_candidates,H-659,reserve_route_negative_candidate,1,39,cisi_pakistan,343,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n343_w2000.jpg,H-659,public_cisi_plate_route_candidate_needs_visual_review,tmp/effective_unicity_directionality_public_route_probe_v2/pages/39_H_659_cisi_pakistan_n343_1.jpg,05d50097bc8ba7f1f3547d50e36254248bbaa018da4e77f32ce2e9a8184d24b8,3254,4538,3254,4538,2385|1534|2514|1573,2385|1534|2514|1573,129,39,compact_label_match_candidate,component_largest_in_search,7,1678|189|3254|2915,1576,2726,0.578136,0.485411,150108,1723|234|3251|2870,2577|1214,413458.041517,2,1.0,label_box_overlaps_crop_preflight_fail,label_box_overlap_preflight_fail,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_659_cisi_pakistan_n343_r1_7_component_largest_in_search_source.png,tmp/effective_unicity_directionality_panel_crop_repair/candidates/H_659_cisi_pakistan_n343_r1_7_component_largest_in_search_enhanced_x2.png,dd037279eb8ca999a14a68bb0d6befde9e053adff710c4dac11738ba1358cbeb,d0b8510b294e2a8fad7795f4a7054189c1b9a4b6f41c2cab8d2e72083b0a0b5c,"Object-panel repair candidate only. It is not a blind packet row until visual preflight confirms no catalogue label, exactly one comparable object/signband, and no source-selection leakage.",0
