checked_date,object,row_id,site,type,symbol,cult,head_after_002,prev_before_002,preceded_by_032,next_after_head,tail_after_head,terminal_after_head,text
2026-05-31,M-101,2628.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,817,168,false,<END>,<END>,true,+390-503-740-168-002-817+
2026-05-31,M-103,2630.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,820,004,false,<END>,<END>,true,+390-004-002-820+
2026-05-31,M-116,2643.1,Mohenjo-daro,SEAL:S,Bull1:I,SAN,817,013,false,<END>,<END>,true,+740-100-176-840-013-002-817+
2026-05-31,M-117,2644.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,820,055,false,<END>,<END>,true,+520-033-705-220-803-055-002-820+
2026-05-31,M-118,2645.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,861,803,false,<END>,<END>,true,+740-772-033-705-233-803-002-861+
2026-05-31,M-119,2646.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,390,484,false,125,125 632 032 900 563,false,+151-337-484-002-390-125-632-032-900-563+
2026-05-31,M-142,2669.1,Mohenjo-daro,SEAL:S,Bull1:J,RAF,861,140,false,<END>,<END>,true,+136-140-002-861+
2026-05-31,M-144,2671.1,Mohenjo-daro,SEAL:S,Bull1:J,RBN,817,240,false,<END>,<END>,true,+740-100-415-240-002-817+
2026-05-31,M-152,2679.1,Mohenjo-daro,SEAL:S,Bull1:J,RAF,861,772,false,<END>,<END>,true,+740-772-002-861+
2026-05-31,M-160,2686.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,820,031,false,741,741,false,+151-243-031-002-820-741+
2026-05-31,M-164,2690.1,Mohenjo-daro,SEAL:S,Bull1:X,SAN,817,061,false,<END>,<END>,true,+740-142-061-002-817+
2026-05-31,M-166,2691.1,Mohenjo-daro,SEAL:S,Bull1:I,SAN,861,806,false,<END>,<END>,true,+390-844-240-806-002-861+
2026-05-31,M-174,2699.1,Mohenjo-daro,SEAL:S,Bull1:T,SAN,820,032,true,<END>,<END>,true,+740-923-220-032-002-820+
2026-05-31,M-198,2723.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,817,552,false,<END>,<END>,true,+740-760-840-552-002-817+
2026-05-31,M-199,2724.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,861,240,false,<END>,<END>,true,+090-740-100-415-240-002-861+
2026-05-31,M-200,2725.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,820,222,false,<END>,<END>,true,+740-222-002-820+
2026-05-31,M-823,3236.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,817,061,false,<END>,<END>,true,+740-061-002-817+
2026-05-31,M-213,2737.1,Mohenjo-daro,SEAL:S,Bull1:J,RAF,390,384,false,346,346,false,+740-384-002-390-346+
2026-05-31,M-221,2745.1,Mohenjo-daro,SEAL:S,Bull1:I,SAN,820,032,true,<END>,<END>,true,+740-760-335-220-032-002-820+
2026-05-31,M-232,2756.1,Mohenjo-daro,SEAL:S,Bull2,SAF,390,236,false,707,707,false,+236-002-390-707+
2026-05-31,M-240,2763.1,Mohenjo-daro,SEAL:S,Gaur,Trough,861,032,true,603,603,false,+520-240-220-032-002-861-603+
2026-05-31,M-245,2768.1,Mohenjo-daro,SEAL:S,Gaur,Trough,817,503,false,<END>,<END>,true,+740-760-070-921-460-503-002-817+
2026-05-31,M-246,2769.1,Mohenjo-daro,SEAL:S,Gaur,Trough,817,233,false,<END>,<END>,true,+740-503-235-233-002-817+
2026-05-31,M-258,2781.1,Mohenjo-daro,SEAL:S,Zebu,None,861,717,false,<END>,<END>,true,+384-575/892-706-717-002-861+
2026-05-31,M-259,2782.1,Mohenjo-daro,SEAL:S,Zebu,None,817,231,false,<END>,<END>,true,+520-231-002-817+
2026-05-31,M-260,2783.1,Mohenjo-daro,SEAL:S,Zebu,None,820,014,false,<END>,<END>,true,+090-740-220-014-002-820+
2026-05-31,M-278,2799.1,Mohenjo-daro,SEAL:S,Elep,None,817,004,false,<END>,<END>,true,+621-390-004-002-817+
2026-05-31,M-285,2806.1,Mohenjo-daro,SEAL:S,Elep,None,861,240,false,<END>,<END>,true,+504-350-240-002-861+
2026-05-31,M-289,2809.1,Mohenjo-daro,SEAL:S,Tigr,Trough,817,240,false,<END>,<END>,true,+740-176-240-002-817+
2026-05-31,M-295,2815.1,Mohenjo-daro,SEAL:S,Comp,None,861,740,false,<END>,<END>,true,+621/090-740/002-861+
2026-05-31,M-314,2832.1,Mohenjo-daro,SEAL:S,None,None,820,235,false,<END>,<END>,true,+953-817-390-125-308-809-033/740-760-706-466/520-231-240-235-002-820+
2026-05-31,M-316,2834.1,Mohenjo-daro,SEAL:S,None,None,861,710,false,<END>,<END>,true,+367-390-710-002-861+
2026-05-31,M-327,2845.1,Mohenjo-daro,SEAL:S,Bull1:J,RAN,861,519,false,<END>,<END>,true,+740-519-002-861+
2026-05-31,M-330,2848.1,Mohenjo-daro,SEAL:S,None,None,861,<START>,false,698,698,false,+002-861-698+
2026-05-31,M-355,2851.1,Mohenjo-daro,SEAL:R,None,None,861,235,false,360,360 520 919 140,false,+740-877-032-033-705-231-235-002-861-360-520-919-140+
2026-05-31,M-362,2858.1,Mohenjo-daro,SEAL:R,None,None,817,503,false,<END>,<END>,true,+740-007-503-002-817+
2026-05-31,M-364,2860.1,Mohenjo-daro,SEAL:R,None,None,817,354,false,<END>,<END>,true,+740-354-002-817+
2026-05-31,M-375,2871.1,Mohenjo-daro,SEAL:R,None,None,820,032,true,<END>,<END>,true,+740-100-233-220-032-002-820+
2026-05-31,M-376,2872.1,Mohenjo-daro,SEAL:R,None,None,861,176,false,533,533 717,false,+740-100-176-002-861-533-717+
2026-05-31,M-381,2877.1,Mohenjo-daro,SEAL:R,None,None,820,798,false,<END>,<END>,true,+740-055-220-032-798-002-820+
2026-05-31,M-384,2880.1,Mohenjo-daro,SEAL:R,None,None,820,803,false,<END>,<END>,true,+740-900-003-803-002-820+
2026-05-31,M-385,2881.1,Mohenjo-daro,SEAL:R,None,None,820,004,false,<END>,<END>,true,+407-004-002-820+
2026-05-31,M-391,2887.1,Mohenjo-daro,SEAL:R,None,None,861,805,false,533,533 717,false,+405-845-686-740-793-003-233-805-002-861-533-717+
2026-05-31,M-408,2904.1,Mohenjo-daro,SEAL:R,None,None,817,061,false,<END>,<END>,true,+407-061-002-817+
2026-05-31,M-437,2929.1,Mohenjo-daro,TAG:P,Zebu,None,820,590,false,<END>,<END>,true,+740-390-590-002-820+
2026-05-31,M-453,2938.1,Mohenjo-daro,TAB:B,Scene,None,861,220,false,<END>,<END>,true,+740-032-840-220-002-861+
2026-05-31,M-471,2956.1,Mohenjo-daro,TAB:B,None,None,817,191,false,<END>,<END>,true,+740-100-415-191-002-817+
2026-05-31,M-629,3080.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,861,798,false,<END>,<END>,true,+679-740-176-240-798-002-861+
2026-05-31,M-644,3089.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,817,240,false,090,090 370,false,+740-585-017-740-240-002-817-090-370+
2026-05-31,M-646,3090.1,Mohenjo-daro,SEAL:S,Bull1,RAN,817,000,false,<END>,<END>,true,+740-760-440-000-002-817+
2026-05-31,M-650,3094.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,817,519,false,<END>,<END>,true,+520-220-415-519-002-817+
2026-05-31,M-651,3095.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,820,240,false,<END>,<END>,true,+740-717-220-240-002-820+
2026-05-31,M-653,3096.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,861,235,false,<END>,<END>,true,+679-740-235-002-861+
2026-05-31,M-658,3099.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,817,002,false,<END>,<END>,true,]000-003-070-002-002-817+
2026-05-31,M-677,3115.1,Mohenjo-daro,SEAL:S,Bull1:L,SAN,861,242,false,901,901,false,+740-923-070-032-033-706-231-242-002-861-901+
2026-05-31,M-692,3123.1,Mohenjo-daro,SEAL:S,Bull1,-,817,004,false,000,000,false,+000-004-002-817-000[
2026-05-31,M-703,3130.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,817,235,false,<END>,<END>,true,+000-000-233-235-002-817+
2026-05-31,M-706,3133.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,861,240,false,031,031,false,+740-773-240-002-861-031+
2026-05-31,M-708,3134.1,Mohenjo-daro,SEAL:S,Bull1:W,S,390,061,false,140,140,false,+740-061-002-390-140+
2026-05-31,M-714,3139.1,Mohenjo-daro,SEAL:S,Bull1:W,-,861,803,false,603,603,false,+740-585-017-033-705-233-798-803-002-861-603+
2026-05-31,M-717,3142.1,Mohenjo-daro,SEAL:S,Bull1:J,RAF,861,061,false,<END>,<END>,true,+740-142-061-002-861+
2026-05-31,M-720,3144.1,Mohenjo-daro,SEAL:S,Bull1,-,817,032,true,<END>,<END>,true,+000-740-923-220-032-002-817+
2026-05-31,M-722,3146.1,Mohenjo-daro,SEAL:S,Bull1,-,817,032,true,<END>,<END>,true,+740-585-240-220-032-002-817+
2026-05-31,M-723,3147.1,Mohenjo-daro,SEAL:S,Bull1,-,861,032,true,<END>,<END>,true,+740-460-510-235-220-032-002-861+
2026-05-31,M-724,3148.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,861,790,false,<END>,<END>,true,+390-721-790-002-861+
2026-05-31,M-726,3150.1,Mohenjo-daro,SEAL:S,Bull1:T,SAN,820,803,false,<END>,<END>,true,+031-850-140-236-220-032-803-002-820+
2026-05-31,M-727,3151.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,820,415,false,<END>,<END>,true,+740-100-415-002-820+
2026-05-31,M-728,3152.1,Mohenjo-daro,SEAL:S,Bull1:V,HBN,820,017,false,<END>,<END>,true,+740-575-017-002-820+
2026-05-31,M-732,3156.1,Mohenjo-daro,SEAL:S,Bull1:V,RAF,817,350,false,<END>,<END>,true,+520-400-350-002-817+
2026-05-31,M-735,3159.1,Mohenjo-daro,SEAL:S,Bull1:U,HAF,390,235,false,125,125 195,false,+740-760-235-002-390-125-195+
2026-05-31,M-776,3190.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,817,017,false,<END>,<END>,true,+740-032-840-585-017-002-817+
2026-05-31,M-780,3194.1,Mohenjo-daro,SEAL:S,Bull1:W,SBN,820,156,false,<END>,<END>,true,+740-773-156-002-820+
2026-05-31,M-781,3195.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,861,706,false,<END>,<END>,true,+520-033-706-002-861+
2026-05-31,M-783,3197.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,861,061,false,<END>,<END>,true,+151-061-002-861+
2026-05-31,M-785,3199.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,861,705,false,<END>,<END>,true,+740-255-705-002-861+
2026-05-31,M-792,3206.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,817,017,false,<END>,<END>,true,+679-740-575-017-002-817+
2026-05-31,M-793,3207.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,861,798,false,<END>,<END>,true,+740-388-235-240-798-002-861+
2026-05-31,M-794,3208.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,861,231,false,<END>,<END>,true,+804-231-002-861+
2026-05-31,M-795,3209.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,817,260,false,<END>,<END>,true,+156-260-002-817+
2026-05-31,M-813,3226.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,861,590,false,<END>,<END>,true,+161-390-590-002-861+
2026-05-31,M-815,3228.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,861,798,false,<END>,<END>,true,+520-070-233-798-002-861+
2026-05-31,M-816,3229.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,817,255,false,<END>,<END>,true,+740-690-435-255-002-817+
2026-05-31,M-819,3232.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,817,803,false,<END>,<END>,true,+520-233-240-803-002-817+
2026-05-31,M-834,3246.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,861,900,false,<END>,<END>,true,+151-390-590-900-002-861+
2026-05-31,M-835,3247.1,Mohenjo-daro,SEAL:S,Bull1,SAN,817,000,false,<END>,<END>,true,+090-740-035-171-000-002-817+
2026-05-31,M-839,3251.1,Mohenjo-daro,SEAL:S,Bull1:L,SAN,817,415,false,<END>,<END>,true,+740-100-415-002-817+
2026-05-31,M-869,3279.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,861,415,false,<END>,<END>,true,+740-100-415-002-861+
2026-05-31,M-851,3263.1,Mohenjo-daro,SEAL:S,Bull1:W,RAN,817,590,false,<END>,<END>,true,+621-740-390-590-002-817+
2026-05-31,M-853,3265.1,Mohenjo-daro,SEAL:S,Bull1:S,RAN,817,792,false,<END>,<END>,true,+090-740-792-002-817+
2026-05-31,M-855,3267.1,Mohenjo-daro,SEAL:S,Bull1,-,817,590,false,690,690 544,false,+861-260-832-390-590-002-817-690-544+
2026-05-31,M-868,3278.1,Mohenjo-daro,SEAL:S,Bull1:W,SAN,817,220,false,<END>,<END>,true,+520-033-705-231-220-002-817+
2026-05-31,M-889,3295.1,Mohenjo-daro,SEAL:S,Bull1:I,RBF,820,803,false,<END>,<END>,true,+740-384-032-803-002-820+
2026-05-31,M-897,3302.1,Mohenjo-daro,SEAL:S,Bull1,-,817,235,false,<END>,<END>,true,+527-550-235-002-817+
2026-05-31,M-900,3305.1,Mohenjo-daro,SEAL:S,Bull1,-,820,838,false,<END>,<END>,true,+740-390-590-233-220-415-798-838-002-820+
2026-05-31,M-901,3306.1,Mohenjo-daro,SEAL:S,Bull1,-,861,125,false,<END>,<END>,true,+090-125-002-861+
2026-05-31,M-903,3308.1,Mohenjo-daro,SEAL:S,Bull1,-,817,772,false,<END>,<END>,true,+740-772-002-817+
2026-05-31,M-918,3315.1,Mohenjo-daro,SEAL:S,Bull1,SAN,861,869,false,<END>,<END>,true,+390-869-002-861+
2026-05-31,M-924,3320.1,Mohenjo-daro,SEAL:S,Bull1:J,SAN,817,772,false,<END>,<END>,true,+000-772-002-817+
2026-05-31,M-934,3329.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,861,235,false,<END>,<END>,true,+526-555-235-002-861+
2026-05-31,-:3335.1,3335.1,Unknown,SEAL:S,Bull1:J,RAF,390,032,true,590,590 032,false,+740-205-032-002-390-590-032+
2026-05-31,M-941,3336.1,Mohenjo-daro,SEAL:S,Bull1:S,SAN,861,031,false,<END>,<END>,true,+000-642-240-031-002-861+
2026-05-31,M-1044,3421.1,Mohenjo-daro,SEAL:S,Bull,-,861,032,true,<END>,<END>,true,+520-220-032-002-861+
2026-05-31,M-1045,3422.1,Mohenjo-daro,SEAL:S,-,-,820,032,true,000,000,false,+740-100-415-070-032-002-820-000+
2026-05-31,M-1085,3459.1,Mohenjo-daro,SEAL:S,Gaur,Trough,817,350,false,<END>,<END>,true,+740-100-415-798-460-350-002-817+
2026-05-31,M-1088,3462.1,Mohenjo-daro,SEAL:S,Gaur,Trough,820,540,false,<END>,<END>,true,+740-540-002-820+
2026-05-31,M-1109,3480.1,Mohenjo-daro,SEAL:S,Zebu,-,820,231,false,<END>,<END>,true,+520-231-002-820+
2026-05-31,M-1110,3481.1,Mohenjo-daro,SEAL:S,Zebu,None,817,104,false,<END>,<END>,true,+740-615-104-002-817+
2026-05-31,M-1115,3486.1,Mohenjo-daro,SEAL:S,Zebu,-,861,233,false,<END>,<END>,true,+740-335-233-002-861+
2026-05-31,M-1119,3490.1,Mohenjo-daro,SEAL:S,Zebu,None,820,803,false,741,741,false,+740-803-002-820-741+
2026-05-31,M-1126,3495.1,Mohenjo-daro,SEAL:S,Buff,Trough,817,031,false,<END>,<END>,true,+820/000-000-031-002-817+
2026-05-31,M-1136,3503.1,Mohenjo-daro,SEAL:S,Rhin,Trough,820,240,false,<END>,<END>,true,]740-717-240-002-820+
2026-05-31,M-1137,3504.1,Mohenjo-daro,SEAL:S,None,None,820,904,false,<END>,<END>,true,+740-904-002-820+
2026-05-31,M-1138,3505.1,Mohenjo-daro,SEAL:S,Rhin,Trough,820,017,false,<END>,<END>,true,+740-585-017-002-820+
2026-05-31,M-1139,3506.1,Mohenjo-daro,SEAL:S,Rhin,-,820,621,false,<END>,<END>,true,+740-416-621-002-820+
2026-05-31,M-1148,3509.1,Mohenjo-daro,SEAL:S,Elep,None,861,220,false,<END>,<END>,true,+520-220-002-861+
2026-05-31,M-1152,3513.1,Mohenjo-daro,SEAL:S,Elep,Trough,861,235,false,<END>,<END>,true,+740-032-840-235-002-861+
2026-05-31,M-1160,3520.1,Mohenjo-daro,SEAL:S,Elep,None,861,031,false,<END>,<END>,true,+000-136-031-002-861+
2026-05-31,M-1161,3521.1,Mohenjo-daro,SEAL:S,Elep,None,861,031,false,<END>,<END>,true,+520-233-031-002-861+
2026-05-31,M-1166,3526.1,Mohenjo-daro,SEAL:S,Tigr,Trough,817,240,false,<END>,<END>,true,+740-923-240-002-817+
2026-05-31,M-1177,3533.1,Mohenjo-daro,SEAL:S,CompBull,None,817,760,false,<END>,<END>,true,+740-760-002-817+
2026-05-31,M-1178,3534.1,Mohenjo-daro,SEAL:S,None,None,820,<START>,false,906,906 000,false,+002-820-906-000[
2026-05-31,M-1206,3556.2,Mohenjo-daro,SEAL:S,Gaur,None,861,255,false,<END>,<END>,true,+740-690-435-255-002-861+
2026-05-31,M-1226,3561.1,Mohenjo-daro,SEAL:S,Gaur,Trough,817,233,false,<END>,<END>,true,+520-033-705-235-233-002-817+
2026-05-31,M-1267,3574.1,Mohenjo-daro,SEAL:R,None,None,861,175,false,<END>,<END>,true,+416-001-740-720-175-002-861+
2026-05-31,M-1268,3575.1,Mohenjo-daro,SEAL:R,None,None,817,176,false,<END>,<END>,true,+740-455-176-002-817+
2026-05-31,M-1273,3580.1,Mohenjo-daro,SEAL:R,None,None,861,055,false,603,603,false,+740-055-002-861-603+
2026-05-31,M-1299,3604.1,Mohenjo-daro,SEAL:R,None,None,817,233,false,<END>,<END>,true,+527-550-033-705-233-002-817+
2026-05-31,M-1306,3611.1,Mohenjo-daro,SEAL:R,None,None,820,806,false,<END>,<END>,true,+740-405-590-806-002-820+
2026-05-31,M-1311,3616.1,Mohenjo-daro,SEAL:R,None,None,817,354,false,<END>,<END>,true,+520-400-354-002-817+
2026-05-31,M-1343,3648.1,Mohenjo-daro,SEAL,None,None,861,235,false,<END>,<END>,true,+740-390-590-235-002-861+
2026-05-31,M-1346,3650.1,Mohenjo-daro,SEAL:R,None,None,820,803,false,<END>,<END>,true,+740-861-032-233-803-002-820+
2026-05-31,M-1354,3654.1,Mohenjo-daro,SEAL:R,None,None,820,000,false,<END>,<END>,true,]000-002-820+
2026-05-31,M-1385,3681.3,Mohenjo-daro,TAG:P,Bull1,-,817,032,true,<END>,<END>,true,+740-760-032-002-817+
2026-05-31,M-1391,3685.1,Mohenjo-daro,TAG:O,Bull1,SAN,817,798,false,032,032 320,false,+000-000-000-798-002-817-032-320+
2026-05-31,M-1420,3707.1,Mohenjo-daro,TAB:B,None,None,817,838,false,<END>,<END>,true,]838-002-817+
2026-05-31,M-1426,3711.1,Mohenjo-daro,TAB:B,None,None,861,798,false,<END>,<END>,true,+740-760-036-220-415-798-002-861+
2026-05-31,M-1658,3844.2,Mohenjo-daro,MISC,None,None,861,016,false,<END>,<END>,true,+000-016-002-861+
2026-05-31,Ns-5,3853.1,Nausharo,SEAL:S,Bull1:J,HBF,820,016,false,<END>,<END>,true,+090-740-220-016-002-820+
2026-05-31,Sktd-1,3875.1,Surkotada,SEAL:S,Bull1,RAN,390,004,false,125,125 820,false,+390-004-002-390-125-820+
2026-05-31,?-5,3894.1,Unknown,TAB:B,None,None,820,233,false,<END>,<END>,true,+555-233-002-820+
2026-05-31,?-6,3895.1,Unknown,TAB:B,None,None,817,061,false,<END>,<END>,true,+740-702-061-002-817+
2026-05-31,-:3896.1,3896.1,Unknown,SEAL:S,Bull1:W,SAF,820,235,false,<END>,<END>,true,+740-222-235-002-820+
2026-05-31,M-1670,3908.1,Mohenjo-daro,SEAL:S,Bull1:II,SAN,861,233,false,<END>,<END>,true,+740-760-001-233-002-861+
2026-05-31,M-1698,3909.1,Mohenjo-daro,SEAL:S,Bull1:W,SAF,861,705,false,803,803,false,+740-482-033-705-002-861-803+
2026-05-31,H-1048,3925.1,Harappa,SEAL:S,Bull1:W,SAF,817,235,false,<END>,<END>,true,+740-032-840-235-002-817+
2026-05-31,H-1076,3930.1,Harappa,SEAL:R,None,None,820,706,false,<END>,<END>,true,+740-611-706-002-820+
2026-05-31,M-1788,3989.1,Mohenjo-daro,SEAL:S,Bull1:I,RAN,817,032,true,<END>,<END>,true,+000-220-032-002-817+
2026-05-31,M-1825,3992.1,Mohenjo-daro,SEAL:S,Bull1,S,390,031,false,705,705,false,+157-031-002-390-705+
2026-05-31,M-1959,4006.1,Mohenjo-daro,SEAL:R,None,None,820,000,false,<END>,<END>,true,+740-100-000-002-820+
2026-05-31,M-1973,4010.1,Mohenjo-daro,SEAL:R,None,None,861,550,false,<END>,<END>,true,+740-575-017-233-550-002-861+
2026-05-31,M-2087,4034.1,Mohenjo-daro,ROD,None,None,861,904,false,<END>,<END>,true,+820-000-032-740-904-002-861+
2026-05-31,-:4154.1,4154.1,Rakhigarhi,SEAL:S,Bull1,-,861,803,false,<END>,<END>,true,]240-803-002-861+
2026-05-31,-:4314.1,4314.1,Dholavira,TAG,Bull1,RAN,820,000,false,<END>,<END>,true,+520-000-002-820+
2026-05-31,-:4195.1,4195.1,Dholavira,SEAL:S,Bull1:V,HAN,861,590,false,<END>,<END>,true,+820-390-590-002-861+
2026-05-31,-:4197.1,4197.1,Dholavira,SEAL:R,None,None,817,904,false,<END>,<END>,true,+001-000-000-832-904-002-817+
2026-05-31,-:4211.1,4211.1,Dholavira,SEAL,-,-,817,235,false,<END>,<END>,true,+740-100-235-002-817+
2026-05-31,-:4237.1,4237.1,Dholavira,SEAL:S,Bull1:I,RB,390,388,false,705,705,false,+151-032-388-002-390-705+
2026-05-31,-:4272.1,4272.1,Dholavira,SEAL:R,None,None,861,016,false,<END>,<END>,true,+405-016-002-861+
2026-05-31,-:4345.1,4345.1,Dholavira,TAG,Bull1,-,861,705,false,<END>,<END>,true,+000-705-002-861+
2026-05-31,-:4348.1,4348.1,Dholavira,TAG,-,-,861,000,false,390,390,false,]740-142-000-002-861-390[
2026-05-31,K-145,5273.1,Kalibangan,SEAL:S,Bull1:J,SAF,820,032,true,<END>,<END>,true,+740-585-231-220-032-002-820+
2026-05-31,K-155,5282.1,Kalibangan,TAG,Bull1,-,817,<START>,false,000,000,false,]002-817-000+
2026-05-31,K-431,5344.1,Kalibangan,POT:T:g,-,-,820,406,false,<END>,<END>,true,]000-000-406-002-820+
2026-05-31,Ns-54,5356.1,Nausharo,SEAL:S,Bull1:J,RAF,817,222,false,<END>,<END>,true,+740-222-002-817+
2026-05-31,Ns-57,5358.1,Nausharo,SEAL:S,Bull1:I,HBF,820,606,false,<END>,<END>,true,+861-111-606-002-820+
2026-05-31,-:5420.1,5420.1,Kanmer,TAG,None,None,820,049,false,<END>,<END>,true,]000-049-002-820+
2026-05-31,-:5464.1,5464.1,Unknown,SEAL:S,Elep,None,817,140,false,<END>,<END>,true,+000-840-140-002-817+
2026-05-31,-:5541.1,5541.1,Shikarpur,POT:T:p,-,-,861,<START>,false,000,000,false,+002-861-000[
2026-05-31,-:5575.1,5575.1,Unknown,SEAL:S,Bull:i:J,HBF,861,136,false,<END>,<END>,true,+136-002-861+
