date,probe_id,route_rank,queue_rank,priority_band,source_validation_need,direction_outcome,representative_cisi,family_cisis,representative_lipi_id,site,type,symbol,direction,text,tokens,diff_per_transition,volume,page_index,page_file,source_url,route_status,source_grade_status,match_text,ocr_label_coords,local_page_path,local_context_crop,local_enhanced_crop,source_image_sha256,crop_sha256,enhanced_crop_sha256,image_width,image_height,crop_box_image_coords,notes,accepted_claims_increment
2026-05-29,directionality_public_route_probe_v1,1,11,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,M-1320,M-1320,3625.1,Mohenjo-daro,SEAL:R,None,R/L,+527-555-231-240-798+,527 555 231 240 798,2.876525,cisi_pakistan,203,Pakistan_0203.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n203_w2000.jpg,downloaded_and_cropped,public_cisi_plate_route_candidate_needs_visual_review,M-1320,2284|1645|2448|2448,tmp/effective_unicity_directionality_public_route_probe/pages/11_M_1320_cisi_pakistan_n203_1.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/11_M_1320_cisi_pakistan_n203_1_context.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/11_M_1320_cisi_pakistan_n203_1_context_enhanced_x2.jpg,d6ba1b469bd752cac59953f9a4070a3c3f28069c50419ec4592bbdb949254e90,d84867a8a8068e12f1993df6b75f41834749cb861ca1435fb24a4501034906a8,594762e56f13cbc65cceccc4ecde491f1cf081a7e1d1406d1ae133ec02138c33,3230,4566,1724|825|3168|2808,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v1,1,15,P1_acquire_high_positive_source,replace_non_source_grade_catalogue_hint,stored_higher,M-811,M-811,3224.1,Mohenjo-daro,SEAL:S,Bull1:J,R/L,+226-032-803+,226 032 803,2.71824,cisi_pakistan,104,Pakistan_0104.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n104_w2000.jpg,downloaded_and_cropped,public_cisi_plate_route_candidate_needs_visual_review,M 811,2557|1197|2689|2689,tmp/effective_unicity_directionality_public_route_probe/pages/15_M_811_cisi_pakistan_n104_1.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/15_M_811_cisi_pakistan_n104_1_context.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/15_M_811_cisi_pakistan_n104_1_context_enhanced_x2.jpg,40e5db5ed31422400062b67d9731c73bd4c36c802fe8380c3cd5adb7a4ee473b,db2e4cd6488337a07d97ca13f31ec8b98e83290afe3aa1f6bd5b92bd3274a6d2,27e53fbc022514b21c2ac1b9fcb90ffec65c72fccf5089e2a2af0d076fb17e4c,3210,4546,1997|377|3210|3049,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v1,2,15,P1_acquire_high_positive_source,replace_non_source_grade_catalogue_hint,stored_higher,M-811,M-811,3224.1,Mohenjo-daro,SEAL:S,Bull1:J,R/L,+226-032-803+,226 032 803,2.71824,cisi_pakistan,104,Pakistan_0104.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n104_w2000.jpg,downloaded_and_cropped,public_cisi_plate_route_candidate_needs_visual_review,M-811,2557|2252|2692|2692,tmp/effective_unicity_directionality_public_route_probe/pages/15_M_811_cisi_pakistan_n104_2.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/15_M_811_cisi_pakistan_n104_2_context.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/15_M_811_cisi_pakistan_n104_2_context_enhanced_x2.jpg,40e5db5ed31422400062b67d9731c73bd4c36c802fe8380c3cd5adb7a4ee473b,f47a98c61ef286b8ecddab2dcad828cc2dca88b10780dd246b63398b7bdda2df,ceee22321cdd6192054b5aaaba3579d37fccd53c09c4df6c07d1d1d426206e1e,3210,4546,1997|1432|3210|3052,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v1,1,16,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,M-1523,M-1523;M-1524,3776.1,Mohenjo-daro,TAB:C,Comp,R/L,+407-585-033-705-233-235-806+,407 585 033 705 233 235 806,2.698288,cisi_pakistan,253,Pakistan_0253.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n253_w2000.jpg,downloaded_and_cropped,public_cisi_plate_route_candidate_needs_visual_review,M-1523,716|876|876|3191,tmp/effective_unicity_directionality_public_route_probe/pages/16_M_1523_cisi_pakistan_n253_1.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/16_M_1523_cisi_pakistan_n253_1_context.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/16_M_1523_cisi_pakistan_n253_1_context_enhanced_x2.jpg,033c6b182b1f46e63c3151ab4ed88c767e7f546b97f7f1eb4ca6a8f6a0823b3b,ad95777b00b746f81895c9e0ffd3c5a267829c32d0d4a02026ba27cf0b540019,897c5afa3ae2b951f2ed8801072bbd7a96d0a85b916479226ae6b2a4a59c82f5,3240,4523,156|56|1596|3551,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v1,1,17,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,H-152,H-152;H-670;H-681;M-1962;M-1986,1193.1,Harappa,SEAL:R,None,R/L,+154-806-468+,154 806 468,2.681647,cisi_india,237,India_0237.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n237_w2000.jpg,downloaded_and_cropped,public_cisi_plate_route_candidate_volume_mismatch_check_needed,H-152,1202|1022|1297|1297,tmp/effective_unicity_directionality_public_route_probe/pages/17_H_152_cisi_india_n237_1.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/17_H_152_cisi_india_n237_1_context.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/17_H_152_cisi_india_n237_1_context_enhanced_x2.jpg,f4140ae624d063b47632587d4b78fbf7aef6d6604ffed197be41d08d1528b24f,b2464c69941c9520e43a7743137f995403427edacc72d37c9879328d3212d480,67c931578eeaeeae37f07fbfd76e378b013163b044d8fed5bf2a47e56fcbfeba,2443,3460,642|202|2017|1657,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v1,2,17,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,H-152,H-152;H-670;H-681;M-1962;M-1986,1193.1,Harappa,SEAL:R,None,R/L,+154-806-468+,154 806 468,2.681647,cisi_india,668,India_0668.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n668_w2000.jpg,downloaded_and_cropped,public_cisi_late_register_or_data_route_not_source_panel,H-152,1202|1022|1297|1297,tmp/effective_unicity_directionality_public_route_probe/pages/17_H_152_cisi_india_n668_2.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/17_H_152_cisi_india_n668_2_context.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/17_H_152_cisi_india_n668_2_context_enhanced_x2.jpg,f4140ae624d063b47632587d4b78fbf7aef6d6604ffed197be41d08d1528b24f,b2464c69941c9520e43a7743137f995403427edacc72d37c9879328d3212d480,67c931578eeaeeae37f07fbfd76e378b013163b044d8fed5bf2a47e56fcbfeba,2443,3460,642|202|2017|1657,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v1,1,21,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,M-365,M-365,2861.1,Mohenjo-daro,SEAL:R,None,R/L,+527-550-033-705-220-415-060-550+,527 550 033 705 220 415 060 550,2.581387,cisi_india,126,India_0126.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n126_w2000.jpg,downloaded_and_cropped,public_cisi_plate_route_candidate_needs_visual_review,M-365,1711|1812|1812|2173,tmp/effective_unicity_directionality_public_route_probe/pages/21_M_365_cisi_india_n126_1.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/21_M_365_cisi_india_n126_1_context.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/21_M_365_cisi_india_n126_1_context_enhanced_x2.jpg,ebbe070c2e0c496e98ad0f84065ffeaf1275dbd799d1980ad171e742fa7e0aa7,685e4b4d451179aa132856ef4ba192736448d13ddec05e1d40686d704f76c6d2,d8c663e9139f8f4da274d18f0a1337755f387658a1e12f4c1c30060741199215,2379,3461,1151|992|2379|2533,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v1,2,21,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,M-365,M-365,2861.1,Mohenjo-daro,SEAL:R,None,R/L,+527-550-033-705-220-415-060-550+,527 550 033 705 220 415 060 550,2.581387,cisi_india,557,India_0557.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n557_w2000.jpg,downloaded_and_cropped,public_cisi_late_register_or_data_route_not_source_panel,M-365,1711|1812|1812|2173,tmp/effective_unicity_directionality_public_route_probe/pages/21_M_365_cisi_india_n557_2.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/21_M_365_cisi_india_n557_2_context.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/21_M_365_cisi_india_n557_2_context_enhanced_x2.jpg,ebbe070c2e0c496e98ad0f84065ffeaf1275dbd799d1980ad171e742fa7e0aa7,685e4b4d451179aa132856ef4ba192736448d13ddec05e1d40686d704f76c6d2,d8c663e9139f8f4da274d18f0a1337755f387658a1e12f4c1c30060741199215,2379,3461,1151|992|2379|2533,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v1,1,22,P1_acquire_high_positive_source,replace_non_source_grade_catalogue_hint,stored_higher,M-253,M-253,2776.1,Mohenjo-daro,SEAL:S,Gaur,R/L,+527-550-803-002-368-518+,527 550 803 002 368 518,2.52834,cisi_india,402,India_0402.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n402_w2000.jpg,downloaded_and_cropped,public_cisi_late_register_or_data_route_not_source_panel,M-253,1352|1422|1422|2447,tmp/effective_unicity_directionality_public_route_probe/pages/22_M_253_cisi_india_n402_1.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/22_M_253_cisi_india_n402_1_context.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/22_M_253_cisi_india_n402_1_context_enhanced_x2.jpg,1dfe408ec0064a618656eba34041b1c9b09937240b74d9e3411db2015a17739e,ecb85440d7d9bbb051966681997214aa916571a9a4a597aa833893b6a0cbb2fa,446958328ef7ede2e36b2b3489ecc85deb2b11a9f260aee9f5c04391aef06315,2436,3441,792|602|2142|2807,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v1,2,22,P1_acquire_high_positive_source,replace_non_source_grade_catalogue_hint,stored_higher,M-253,M-253,2776.1,Mohenjo-daro,SEAL:S,Gaur,R/L,+527-550-803-002-368-518+,527 550 803 002 368 518,2.52834,cisi_india,833,India_0833.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n833_w2000.jpg,downloaded_and_cropped,public_cisi_late_register_or_data_route_not_source_panel,M-253,1352|1422|1422|2447,tmp/effective_unicity_directionality_public_route_probe/pages/22_M_253_cisi_india_n833_2.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/22_M_253_cisi_india_n833_2_context.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/22_M_253_cisi_india_n833_2_context_enhanced_x2.jpg,1dfe408ec0064a618656eba34041b1c9b09937240b74d9e3411db2015a17739e,ecb85440d7d9bbb051966681997214aa916571a9a4a597aa833893b6a0cbb2fa,446958328ef7ede2e36b2b3489ecc85deb2b11a9f260aee9f5c04391aef06315,2436,3441,792|602|2142|2807,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v1,1,23,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,M-527,M-527;M-528;M-529;M-530,3001.1,Mohenjo-daro,TAB:C,Elep,R/L,+001-740-923-033-706+,001 740 923 033 706,2.455724,cisi_india,167,India_0167.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20India/page/n167_w2000.jpg,downloaded_and_cropped,public_cisi_plate_route_candidate_needs_visual_review,M-527,1660|1763|1763|2413,tmp/effective_unicity_directionality_public_route_probe/pages/23_M_527_cisi_india_n167_1.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/23_M_527_cisi_india_n167_1_context.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/23_M_527_cisi_india_n167_1_context_enhanced_x2.jpg,82e6bcc48ce98b6e03ff77b7322c954fe236bc4cd009d5697184f07317dc03df,262faaaeffeb4fadaef11242f4d62375afc0ffa79de2608931326233134df031,52f496f68a9101c36a721e404f4ebb2fe6ecf2fe3ef6ffcf0d009942cad2e680,2436,3483,1100|943|2436|2773,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
