date,probe_id,route_rank,queue_rank,priority_band,source_validation_need,direction_outcome,representative_cisi,family_cisis,representative_lipi_id,site,type,symbol,direction,text,tokens,diff_per_transition,volume,page_index,page_file,source_url,route_status,source_grade_status,match_text,ocr_label_coords,local_page_path,local_context_crop,local_enhanced_crop,source_image_sha256,crop_sha256,enhanced_crop_sha256,image_width,image_height,crop_box_image_coords,notes,accepted_claims_increment
2026-05-29,directionality_public_route_probe_v1,1,4,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,H-665,H-665,1580.1,Harappa,SEAL:R,None,R/L,+407-004-060-692+,407 004 060 692,3.355998,cisi_pakistan,343,Pakistan_0343.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n343_w2000.jpg,downloaded_and_cropped,public_cisi_plate_route_candidate_needs_visual_review,H-665,2633|2761|2761|3647,tmp/effective_unicity_directionality_public_route_probe/pages/4_H_665_cisi_pakistan_n343_1.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/4_H_665_cisi_pakistan_n343_1_context.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/4_H_665_cisi_pakistan_n343_1_context_enhanced_x2.jpg,05d50097bc8ba7f1f3547d50e36254248bbaa018da4e77f32ce2e9a8184d24b8,f9c5ac4dbaa91ad2a7fb0cb135a3cb3fef1bdeae74d72878d3b2a21115641443,faf500d850840416135d8a45cd337d29ab91bc5f93f6a1ea5148bc17202dcab7,3254,4538,2073|1941|3254|4007,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v1,2,4,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,H-665,H-665,1580.1,Harappa,SEAL:R,None,R/L,+407-004-060-692+,407 004 060 692,3.355998,cisi_pakistan,343,Pakistan_0343.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n343_w2000.jpg,downloaded_and_cropped,public_cisi_plate_route_candidate_needs_visual_review,H -665,2595|2628|2724|4298,tmp/effective_unicity_directionality_public_route_probe/pages/4_H_665_cisi_pakistan_n343_2.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/4_H_665_cisi_pakistan_n343_2_context.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/4_H_665_cisi_pakistan_n343_2_context_enhanced_x2.jpg,05d50097bc8ba7f1f3547d50e36254248bbaa018da4e77f32ce2e9a8184d24b8,0bdd82d3be1d6c4d8d760897730506002b87b7376814b30a4b32c26514481d57,3c562fdc8690b61ee10a2896aee9094cc943930dea5f2440f81726551e9a702c,3254,4538,2035|1808|3254|4538,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v1,3,4,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,H-665,H-665,1580.1,Harappa,SEAL:R,None,R/L,+407-004-060-692+,407 004 060 692,3.355998,cisi_pakistan,476,Pakistan_0476.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n476_w2000.jpg,downloaded_and_cropped,public_cisi_late_register_or_data_route_not_source_panel,H-665,1079|124|1251|1251,tmp/effective_unicity_directionality_public_route_probe/pages/4_H_665_cisi_pakistan_n476_3.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/4_H_665_cisi_pakistan_n476_3_context.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/4_H_665_cisi_pakistan_n476_3_context_enhanced_x2.jpg,8a6ae089a897d2f0985b252b677e5a1bc328a8e054e91b0406262a05ae9388f5,0a7a215afe0b5ab96457d7b9c7144797e0599079d84f72ace032680e72f8f692,67e1d189f0930f60acc0522492a41393817322c0fcbc00ef3f73b93e192358b5,3239,4548,519|0|1971|1611,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v1,1,5,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,M-1458,M-1458,3735.1,Mohenjo-daro,TAB:C,-,R/L,+407-004-001-617-142+,407 004 001 617 142,3.268213,cisi_pakistan,234,Pakistan_0234.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n234_w2000.jpg,downloaded_and_cropped,public_cisi_plate_route_candidate_needs_visual_review,M 1458,1549|1584|1705|4279,tmp/effective_unicity_directionality_public_route_probe/pages/5_M_1458_cisi_pakistan_n234_1.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/5_M_1458_cisi_pakistan_n234_1_context.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/5_M_1458_cisi_pakistan_n234_1_context_enhanced_x2.jpg,a111e2cca57964bbad170d536d17faa78e750ea768b6d9eb32196e770119c0bc,9360cf6c6eefd86bb4c0011058c6b42ae511e9b2926bd6d9b997198939865582,3860aaf086f8995ca474d74ffe607fac7975d287bfe5fc4163c432b814734913,3227,4542,989|764|2425|4542,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v1,1,9,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,H-654,H-654,1569.1,Harappa,SEAL:R,None,R/L,+405-061-740-806+,405 061 740 806,2.979214,cisi_pakistan,342,Pakistan_0342.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n342_w2000.jpg,downloaded_and_cropped,public_cisi_plate_route_candidate_needs_visual_review,H-654,648|776|776|2270,tmp/effective_unicity_directionality_public_route_probe/pages/9_H_654_cisi_pakistan_n342_1.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/9_H_654_cisi_pakistan_n342_1_context.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/9_H_654_cisi_pakistan_n342_1_context_enhanced_x2.jpg,78be7db8dacec3dafdf430e8e63a4ef2acbaa9975d96c44200f5b548ff27b11a,d187e2322a5d426c2b7d92e934d4fbf0cca5da9109add0951e20ca63092f2b96,33bdb037ca8265c00dd9b716be9773e49e1dd16cd01d7cb24b6745b437c9a3ad,3252,4538,88|0|1496|2630,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v1,2,9,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,H-654,H-654,1569.1,Harappa,SEAL:R,None,R/L,+405-061-740-806+,405 061 740 806,2.979214,cisi_pakistan,342,Pakistan_0342.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n342_w2000.jpg,downloaded_and_cropped,public_cisi_plate_route_candidate_needs_visual_review,H-654,641|772|772|2934,tmp/effective_unicity_directionality_public_route_probe/pages/9_H_654_cisi_pakistan_n342_2.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/9_H_654_cisi_pakistan_n342_2_context.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/9_H_654_cisi_pakistan_n342_2_context_enhanced_x2.jpg,78be7db8dacec3dafdf430e8e63a4ef2acbaa9975d96c44200f5b548ff27b11a,dbf70de3be98e8cd17bb03aca9684b768c736226e156f9ef9263cdb259f4b02f,333dd23ddafeb14ac8f7fb7443c8c74330a3d814c1732a5b3099b02f747468c4,3252,4538,81|0|1492|3294,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v1,3,9,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,H-654,H-654,1569.1,Harappa,SEAL:R,None,R/L,+405-061-740-806+,405 061 740 806,2.979214,cisi_pakistan,342,Pakistan_0342.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n342_w2000.jpg,downloaded_and_cropped,public_cisi_plate_route_candidate_needs_visual_review,& H-654,796|816|1744|2942,tmp/effective_unicity_directionality_public_route_probe/pages/9_H_654_cisi_pakistan_n342_3.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/9_H_654_cisi_pakistan_n342_3_context.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/9_H_654_cisi_pakistan_n342_3_context_enhanced_x2.jpg,78be7db8dacec3dafdf430e8e63a4ef2acbaa9975d96c44200f5b548ff27b11a,e0732bddd0f5157ee67fc150de172c070264952ab0aebd15804e2901d1f74f15,407e2d140e7a85b45387162cf54bf5659bc11a4ec000805dedc38b347fe879fa,3252,4538,236|0|2464|3302,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v1,4,9,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,H-654,H-654,1569.1,Harappa,SEAL:R,None,R/L,+405-061-740-806+,405 061 740 806,2.979214,cisi_pakistan,342,Pakistan_0342.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n342_w2000.jpg,downloaded_and_cropped,public_cisi_plate_route_candidate_needs_visual_review,H-654,1619|1744|1744|2942,tmp/effective_unicity_directionality_public_route_probe/pages/9_H_654_cisi_pakistan_n342_4.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/9_H_654_cisi_pakistan_n342_4_context.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/9_H_654_cisi_pakistan_n342_4_context_enhanced_x2.jpg,78be7db8dacec3dafdf430e8e63a4ef2acbaa9975d96c44200f5b548ff27b11a,16f079fcbe411eff1b83bee2f1cd921742c6b4850aca06fd0f69edaa8024e3ed,31b6b98c48b94a026f1d155046fb4610774a2ad8a22485727a82d83409a773b8,3252,4538,1059|924|2464|3302,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v1,1,10,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,M-1310,M-1310,3615.1,Mohenjo-daro,SEAL:R,None,R/L,+407-004-001-740-407-590-235+,407 004 001 740 407 590 235,2.915356,cisi_pakistan,202,Pakistan_0202.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n202_w2000.jpg,downloaded_and_cropped,public_cisi_plate_route_candidate_needs_visual_review,M 1310,1495|1535|1657|2459,tmp/effective_unicity_directionality_public_route_probe/pages/10_M_1310_cisi_pakistan_n202_1.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/10_M_1310_cisi_pakistan_n202_1_context.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/10_M_1310_cisi_pakistan_n202_1_context_enhanced_x2.jpg,03f2d9ecf9f7c063f861c2e11e71af60d1df70073a89db45362ef059347b1bf2,f878a1a99cfca00fc088b5cfabb0924cc8cca40c847e8d868e04b33e3b38df39,72a074a607a079c5b76fd3a2b6e3404d5f74f61bce256d262c943f779f354327,3236,4566,935|715|2377|2819,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
2026-05-29,directionality_public_route_probe_v1,2,10,P1_acquire_high_positive_source,find_public_or_request_source_route,stored_higher,M-1310,M-1310,3615.1,Mohenjo-daro,SEAL:R,None,R/L,+407-004-001-740-407-590-235+,407 004 001 740 407 590 235,2.915356,cisi_pakistan,202,Pakistan_0202.djvu,https://archive.org/download/TheIndusScript.TextConcordanceAndTablesIravathanMahadevan/Corpus%20of%20Indus%20Seals%20and%20Inscriptions.%20Collections%20in%20Pakistan/page/n202_w2000.jpg,downloaded_and_cropped,public_cisi_plate_route_candidate_needs_visual_review,M-1310,1452|1608|1608|4362,tmp/effective_unicity_directionality_public_route_probe/pages/10_M_1310_cisi_pakistan_n202_2.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/10_M_1310_cisi_pakistan_n202_2_context.jpg,tmp/effective_unicity_directionality_public_route_probe/crops/10_M_1310_cisi_pakistan_n202_2_context_enhanced_x2.jpg,03f2d9ecf9f7c063f861c2e11e71af60d1df70073a89db45362ef059347b1bf2,22d86a34c5f66974f483640ce2725ef9d36213a3c28ae290a809ccb881b6ea93,5a7026dd5767dcd1c74dba1e0583f9c559b89ae198c2beb6e42d9a1fabc0e2ab,3236,4566,892|788|2328|4566,"OCR-exact route candidate only; red box marks label, not text. Needs visual source-panel review.",0
