"tokenization","scope","control","iteration","rows","tokens","unique_tokens","exact_sequence_groups","exact_duplicate_groups","exact_duplicate_rows","top_sequence_count","collapsed_rows","stored_higher_share","frequency_top1_accuracy","position_top1_accuracy","length_position_top1_accuracy","bidirectional_top1_accuracy","bidirectional_top5_accuracy"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","9","513","1928","428","501","7","19","7","501","0.483402","0.217982","0.217459","0.212755","0.211709","0.384213"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","10","513","1928","428","496","8","25","6","496","0.478992","0.215037","0.213985","0.211882","0.20347","0.373291"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","11","513","1928","428","499","7","21","6","499","0.446985","0.217277","0.216754","0.210471","0.212565","0.388482"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","12","513","1928","428","500","7","20","5","500","0.448852","0.217915","0.221582","0.214772","0.212153","0.383971"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","13","513","1928","428","499","5","19","5","499","0.444211","0.214511","0.215037","0.200315","0.212408","0.365405"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","14","513","1928","428","497","9","25","4","497","0.504202","0.216202","0.215676","0.210942","0.205155","0.388743"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","15","513","1928","428","500","9","22","3","500","0.419287","0.214924","0.215449","0.201261","0.203889","0.370993"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","16","513","1928","428","496","11","28","4","496","0.405462","0.214963","0.213909","0.206533","0.202318","0.360379"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","17","513","1928","428","493","7","27","9","493","0.472689","0.21327","0.21169","0.203265","0.208004","0.375461"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","18","513","1928","428","496","8","25","5","496","0.441176","0.214737","0.213684","0.207895","0.210526","0.362105"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","19","513","1928","428","490","10","33","9","490","0.44","0.214776","0.214776","0.202111","0.208971","0.377309"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","20","513","1928","428","498","8","23","5","498","0.48","0.21515","0.214098","0.205681","0.204103","0.366123"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","21","513","1928","428","493","6","26","10","493","0.456842","0.212856","0.211802","0.202318","0.20706","0.374078"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","22","513","1928","428","496","9","26","7","496","0.487448","0.216614","0.21714","0.206625","0.209253","0.367508"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","23","513","1928","428","496","7","24","8","496","0.514706","0.21515","0.214098","0.201999","0.208837","0.378748"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","24","513","1928","428","495","9","27","7","495","0.433684","0.213684","0.212105","0.192632","0.209474","0.367895"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","25","513","1928","428","494","11","30","7","494","0.433054","0.213909","0.213909","0.206533","0.20706","0.373551"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","26","513","1928","428","492","10","31","7","492","0.439076","0.214549","0.213495","0.199262","0.206115","0.386927"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","27","513","1928","428","490","7","30","8","490","0.470464","0.213305","0.211721","0.203273","0.209081","0.375924"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","28","513","1928","428","499","7","21","7","499","0.419087","0.218734","0.213501","0.207221","0.211931","0.373103"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","29","513","1928","428","502","6","17","5","502","0.476987","0.218963","0.216867","0.215296","0.209534","0.374018"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","30","513","1928","428","497","7","23","7","497","0.457983","0.213873","0.213347","0.207567","0.211771","0.373621"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","31","513","1928","428","501","10","22","3","501","0.48218","0.215975","0.211771","0.211771","0.209669","0.374146"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","32","513","1928","428","496","8","25","6","496","0.469474","0.213797","0.213797","0.206424","0.214323","0.363349"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","33","513","1928","428","492","10","31","7","492","0.389006","0.212057","0.211528","0.210999","0.200952","0.362771"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","34","513","1928","428","493","13","33","5","493","0.480932","0.214059","0.213531","0.20296","0.203488","0.378436"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","35","513","1928","428","493","8","28","9","493","0.451477","0.21097","0.209916","0.200422","0.204114","0.376055"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","36","513","1928","428","490","10","33","7","490","0.451477","0.214588","0.210359","0.202431","0.208245","0.374207"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","37","513","1928","428","494","11","30","5","494","0.488421","0.218536","0.217483","0.204845","0.212744","0.380727"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","38","513","1928","428","496","8","25","9","496","0.439331","0.215449","0.215449","0.203363","0.21072","0.373621"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","39","513","1928","428","494","13","32","4","494","0.472574","0.216473","0.215945","0.192714","0.208553","0.380676"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","40","513","1928","428","497","8","24","6","497","0.470711","0.214924","0.211245","0.196532","0.212822","0.374672"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","41","513","1928","428","492","8","29","9","492","0.456476","0.212057","0.210471","0.182443","0.20201","0.375463"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","42","513","1928","428","499","7","21","6","499","0.44375","0.218029","0.218029","0.204403","0.210168","0.385744"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","43","513","1928","428","496","8","25","8","496","0.466387","0.213684","0.213684","0.201579","0.208421","0.372632"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","44","513","1928","428","490","11","34","6","490","0.459916","0.213531","0.213531","0.205603","0.201903","0.36945"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","45","513","1928","428","495","11","29","5","495","0.434599","0.216956","0.21485","0.212217","0.212217","0.37862"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","46","513","1928","428","496","11","28","5","496","0.434874","0.216842","0.211053","0.200526","0.21","0.365263"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","47","513","1928","428","495","8","26","6","495","0.48954","0.217026","0.214924","0.211771","0.205465","0.379401"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","48","513","1928","428","498","7","22","7","498","0.440501","0.215223","0.216273","0.212073","0.207349","0.367454"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","49","513","1928","428","498","8","23","6","498","0.431866","0.216387","0.214286","0.193277","0.212185","0.372374"
"word_tokens","real_series_d_513_all_lengths","length_frequency_shuffle","50","513","1928","428","498","9","24","5","498","0.465409","0.216387","0.215336","0.209559","0.205882","0.375"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","1","513","1928","428","495","12","30","5","495","0.929638","0.216587","0.226096","0.241416","0.216059","0.423138"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","2","513","1928","428","495","12","30","5","495","0.936034","0.217116","0.213946","0.248811","0.212361","0.413629"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","3","513","1928","428","496","11","28","5","496","0.93617","0.2173","0.226793","0.243671","0.218354","0.430907"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","4","513","1928","428","495","12","30","5","495","0.933902","0.216587","0.186476","0.248283","0.21289","0.422081"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","5","513","1928","428","496","11","28","5","496","0.934043","0.2173","0.212553","0.227321","0.206224","0.408228"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","6","513","1928","428","496","11","28","5","496","0.929787","0.2173","0.224156","0.239979","0.209916","0.416667"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","7","513","1928","428","496","11","28","5","496","0.942553","0.2173","0.232595","0.241034","0.208861","0.415084"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","8","513","1928","428","494","13","32","5","494","0.931624","0.216402","0.210582","0.24127","0.213228","0.414815"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","9","513","1928","428","496","11","28","5","496","0.934043","0.2173","0.212553","0.244726","0.212025","0.415612"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","10","513","1928","428","496","11","28","5","496","0.93617","0.2173","0.211498","0.240506","0.213608","0.421414"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","11","513","1928","428","495","12","30","5","495","0.936034","0.216587","0.228737","0.243001","0.211833","0.425779"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","12","513","1928","428","495","12","30","5","495","0.938166","0.217874","0.212057","0.230566","0.209413","0.418826"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","13","513","1928","428","496","11","28","5","496","0.931915","0.2173","0.227321","0.239451","0.211498","0.414557"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","14","513","1928","428","496","11","28","5","496","0.929787","0.2173","0.168249","0.241561","0.209916","0.419831"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","15","513","1928","428","495","12","30","5","495","0.933902","0.216587","0.209192","0.242472","0.211305","0.425251"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","16","513","1928","428","496","11","28","5","496","0.942553","0.2173","0.186181","0.241034","0.21519","0.426688"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","17","513","1928","428","496","11","28","5","496","0.931915","0.2173","0.209916","0.240506","0.212553","0.422468"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","18","513","1928","428","494","13","32","5","494","0.931624","0.216931","0.22963","0.238624","0.211111","0.430688"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","19","513","1928","428","495","12","30","5","495","0.933902","0.216587","0.209192","0.242472","0.211305","0.424723"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","20","513","1928","428","495","12","30","5","495","0.93177","0.217116","0.229266","0.236661","0.20972","0.404649"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","21","513","1928","428","493","14","34","5","493","0.940043","0.215686","0.225225","0.241653","0.214096","0.423423"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","22","513","1928","428","494","13","32","5","494","0.931624","0.216931","0.224339","0.244974","0.215873","0.413228"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","23","513","1928","428","495","12","30","5","495","0.933902","0.217116","0.219757","0.244057","0.206022","0.414157"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","24","513","1928","428","496","11","28","5","496","0.938298","0.2173","0.22943","0.236814","0.212025","0.420359"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","25","513","1928","428","494","13","32","5","494","0.938034","0.216402","0.207407","0.240741","0.211111","0.420106"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","26","513","1928","428","495","12","30","5","495","0.933902","0.216587","0.226624","0.238246","0.211305","0.416799"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","27","513","1928","428","495","12","30","5","495","0.933902","0.217116","0.228209","0.243529","0.217116","0.423138"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","28","513","1928","428","496","11","28","5","496","0.934043","0.2173","0.23154","0.236814","0.212025","0.423523"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","29","513","1928","428","495","12","30","5","495","0.940299","0.217116","0.227681","0.240359","0.217644","0.41944"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","30","513","1928","428","496","11","28","5","496","0.93617","0.2173","0.226266","0.239451","0.209916","0.420886"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","31","513","1928","428","496","11","28","5","496","0.93617","0.2173","0.225738","0.241034","0.214135","0.416667"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","32","513","1928","428","494","13","32","5","494","0.931624","0.216931","0.211111","0.243386","0.216402","0.420106"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","33","513","1928","428","496","11","28","5","496","0.931915","0.2173","0.228903","0.243143","0.204641","0.417194"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","34","513","1928","428","494","13","32","5","494","0.935897","0.216402","0.210582","0.237566","0.219048","0.416931"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","35","513","1928","428","496","11","28","5","496","0.931915","0.2173","0.227848","0.239979","0.215717","0.42827"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","36","513","1928","428","495","12","30","5","495","0.929638","0.216702","0.226216","0.245243","0.209302","0.421247"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","37","513","1928","428","496","11","28","5","496","0.940426","0.2173","0.22943","0.245253","0.212553","0.409283"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","38","513","1928","428","496","11","28","5","496","0.931915","0.2173","0.214662","0.238397","0.21097","0.411392"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","39","513","1928","428","496","11","28","5","496","0.931915","0.2173","0.22943","0.244726","0.21519","0.40981"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","40","513","1928","428","496","11","28","5","496","0.93617","0.2173","0.23154","0.237869","0.209388","0.421414"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","41","513","1928","428","495","12","30","5","495","0.93177","0.217116","0.228737","0.240887","0.210248","0.41627"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","42","513","1928","428","496","11","28","5","496","0.931915","0.2173","0.186709","0.241561","0.21519","0.413502"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","43","513","1928","428","495","12","30","5","495","0.93177","0.217116","0.20972","0.245114","0.211833","0.424194"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","44","513","1928","428","496","11","28","5","496","0.938298","0.2173","0.167722","0.246835","0.21308","0.41403"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","45","513","1928","428","495","12","30","5","495","0.936034","0.217116","0.229794","0.241944","0.211305","0.421553"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","46","513","1928","428","496","11","28","5","496","0.934043","0.2173","0.227321","0.237342","0.209388","0.413502"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","47","513","1928","428","496","11","28","5","496","0.938298","0.2173","0.230485","0.235759","0.21519","0.418776"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","48","513","1928","428","495","12","30","5","495","0.933902","0.216587","0.226096","0.239303","0.211305","0.418384"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","49","513","1928","428","495","12","30","5","495","0.933902","0.217644","0.226096","0.241944","0.20972","0.418384"
"word_tokens","real_series_d_513_all_lengths","edge_frame_shuffle","50","513","1928","428","495","12","30","5","495","0.929638","0.217116","0.213418","0.247227","0.213946","0.419968"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","1","513","1928","428","501","10","22","3","501","0.957895","0.218898","0.245144","0.291864","0.230446","0.461942"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","2","513","1928","428","502","10","21","3","502","0.960084","0.219078","0.241614","0.291929","0.233229","0.44392"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","3","513","1928","428","499","11","25","3","499","0.957717","0.217895","0.244737","0.291579","0.235263","0.455263"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","4","513","1928","428","500","9","22","4","500","0.945148","0.218487","0.244748","0.291492","0.238445","0.459034"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","5","513","1928","428","501","9","21","3","501","0.96","0.218783","0.245016","0.29171","0.236621","0.446485"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","6","513","1928","428","499","11","25","4","499","0.947146","0.218191","0.244479","0.291272","0.229758","0.449001"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","7","513","1928","428","498","11","26","4","498","0.959746","0.218009","0.240653","0.291206","0.228541","0.453923"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","8","513","1928","428","499","10","24","4","499","0.957717","0.218191","0.244479","0.291272","0.229758","0.468454"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","9","513","1928","428","502","10","21","3","502","0.953782","0.219192","0.241741","0.292082","0.234924","0.451494"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","10","513","1928","428","504","8","17","3","504","0.953975","0.219665","0.242155","0.292364","0.232218","0.452406"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","11","513","1928","428","505","8","16","2","505","0.962422","0.219665","0.242678","0.292887","0.23431","0.454498"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","12","513","1928","428","502","9","20","3","502","0.951681","0.219078","0.241614","0.291929","0.237945","0.448637"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","13","513","1928","428","502","9","20","3","502","0.94958","0.219078","0.245283","0.294025","0.23218","0.450734"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","14","513","1928","428","504","9","18","2","504","0.951883","0.21978","0.242282","0.295133","0.239665","0.452119"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","15","513","1928","428","503","7","17","4","503","0.960168","0.219372","0.24555","0.292147","0.229843","0.458639"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","16","513","1928","428","504","6","15","5","504","0.953975","0.219665","0.242155","0.292364","0.239017","0.462866"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","17","513","1928","428","500","11","24","4","500","0.957806","0.218536","0.261717","0.293312","0.233281","0.453397"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","18","513","1928","428","502","10","21","3","502","0.953782","0.219078","0.241614","0.291929","0.233753","0.45021"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","19","513","1928","428","500","13","26","2","500","0.955696","0.218602","0.241198","0.291645","0.236469","0.45402"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","20","513","1928","428","498","12","27","4","498","0.95339","0.217895","0.244211","0.293158","0.232632","0.46"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","21","513","1928","428","505","7","15","3","505","0.958246","0.219958","0.242424","0.295193","0.234065","0.454023"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","22","513","1928","428","501","10","22","3","501","0.955789","0.218783","0.241343","0.293809","0.218783","0.452781"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","23","513","1928","428","502","9","20","3","502","0.957983","0.218668","0.241217","0.291557","0.232826","0.457263"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","24","513","1928","428","499","10","24","4","499","0.951374","0.217895","0.244737","0.289474","0.231579","0.451579"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","25","513","1928","428","500","10","23","3","500","0.953586","0.218487","0.241071","0.291492","0.239496","0.453256"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","26","513","1928","428","496","14","31","4","496","0.944681","0.218057","0.24076","0.291447","0.229673","0.455649"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","27","513","1928","428","502","9","20","3","502","0.964286","0.219078","0.241614","0.294549","0.237421","0.461216"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","28","513","1928","428","500","9","22","4","500","0.947257","0.218487","0.241071","0.291492","0.231092","0.448004"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","29","513","1928","428","500","10","23","4","500","0.964135","0.218487","0.244748","0.291492","0.227941","0.463235"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","30","513","1928","428","497","12","28","3","497","0.96603","0.218239","0.240907","0.291513","0.235635","0.454402"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","31","513","1928","428","502","8","19","4","502","0.960084","0.219078","0.241614","0.291929","0.235325","0.460168"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","32","513","1928","428","500","12","25","3","500","0.959916","0.218077","0.240673","0.293747","0.236469","0.448765"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","33","513","1928","428","502","10","21","3","502","0.953782","0.218668","0.241217","0.293655","0.227583","0.449397"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","34","513","1928","428","505","8","16","2","505","0.962422","0.220481","0.242947","0.295193","0.23093","0.460293"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","35","513","1928","428","503","7","17","4","503","0.953878","0.219372","0.24555","0.292147","0.231937","0.456545"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","36","513","1928","428","501","11","23","3","501","0.951579","0.218487","0.240546","0.283088","0.236345","0.452206"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","37","513","1928","428","500","10","23","4","500","0.951477","0.218717","0.240799","0.289169","0.241851","0.450578"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","38","513","1928","428","505","7","15","3","505","0.958246","0.220481","0.242947","0.295193","0.236677","0.453501"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","39","513","1928","428","500","11","24","3","500","0.955696","0.218487","0.241071","0.291492","0.23687","0.46166"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","40","513","1928","428","499","11","25","3","499","0.947146","0.218306","0.244608","0.291426","0.226723","0.45818"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","41","513","1928","428","503","10","20","2","503","0.951782","0.219078","0.242138","0.292453","0.234801","0.445493"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","42","513","1928","428","499","9","23","3","499","0.951374","0.217895","0.244737","0.291579","0.231579","0.454211"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","43","513","1928","428","501","10","22","3","501","0.955789","0.218898","0.245144","0.293963","0.245669","0.453543"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","44","513","1928","428","502","8","19","4","502","0.957983","0.219078","0.245283","0.291929","0.230084","0.454403"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","45","513","1928","428","503","8","18","4","503","0.962264","0.219372","0.24555","0.292147","0.233508","0.458639"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","46","513","1928","428","501","9","21","5","501","0.955789","0.219307","0.24554","0.294334","0.23085","0.458552"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","47","513","1928","428","502","7","18","5","502","0.951681","0.219078","0.245283","0.291929","0.240566","0.455975"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","48","513","1928","428","502","8","19","3","502","0.962185","0.218668","0.244887","0.291557","0.240168","0.456214"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","49","513","1928","428","499","11","25","5","499","0.945032","0.218832","0.241452","0.291952","0.228827","0.453972"
"word_tokens","real_series_d_513_all_lengths","position_slot_shuffle","50","513","1928","428","502","7","18","4","502","0.953782","0.219078","0.245283","0.291929","0.235325","0.457023"
"word_tokens","real_series_d_513_ivc_p95_length_cap","observed","observed","299","893","251","278","15","36","5","278","0.936508","0.249115","0.327037","0.319953","0.338843","0.485242"
"word_tokens","real_series_d_513_ivc_p95_length_cap","length_frequency_shuffle","1","299","893","251","286","7","20","6","286","0.486792","0.24225","0.24225","0.241102","0.234214","0.358209"
"word_tokens","real_series_d_513_ivc_p95_length_cap","length_frequency_shuffle","2","299","893","251","279","9","29","7","279","0.488462","0.240418","0.233449","0.228804","0.233449","0.37863"
"word_tokens","real_series_d_513_ivc_p95_length_cap","length_frequency_shuffle","3","299","893","251","276","10","33","8","276","0.378378","0.242424","0.242424","0.231935","0.230769","0.365967"
"word_tokens","real_series_d_513_ivc_p95_length_cap","length_frequency_shuffle","4","299","893","251","276","8","31","12","276","0.427481","0.238318","0.238318","0.23715","0.235981","0.363318"
"word_tokens","real_series_d_513_ivc_p95_length_cap","length_frequency_shuffle","5","299","893","251","273","11","37","6","273","0.450593","0.233412","0.233412","0.228673","0.222749","0.35545"
"word_tokens","real_series_d_513_ivc_p95_length_cap","length_frequency_shuffle","6","299","893","251","282","9","26","8","282","0.496212","0.241061","0.241061","0.232987","0.231834","0.381776"
"word_tokens","real_series_d_513_ivc_p95_length_cap","length_frequency_shuffle","7","299","893","251","280","8","27","5","280","0.366412","0.243056","0.243056","0.241898","0.236111","0.364583"
"word_tokens","real_series_d_513_ivc_p95_length_cap","length_frequency_shuffle","8","299","893","251","283","4","20","8","283","0.452471","0.239356","0.235903","0.224396","0.233602","0.385501"
"word_tokens","real_series_d_513_ivc_p95_length_cap","length_frequency_shuffle","9","299","893","251","275","11","35","9","275","0.356589","0.232394","0.232394","0.226526","0.2277","0.357981"
"word_tokens","real_series_d_513_ivc_p95_length_cap","length_frequency_shuffle","10","299","893","251","281","5","23","8","281","0.446154","0.236111","0.236111","0.230324","0.231481","0.378472"
"word_tokens","real_series_d_513_ivc_p95_length_cap","length_frequency_shuffle","11","299","893","251","273","8","34","10","273","0.456693","0.229044","0.229044","0.22314","0.220779","0.364817"
"word_tokens","real_series_d_513_ivc_p95_length_cap","length_frequency_shuffle","12","299","893","251","284","7","22","5","284","0.408397","0.243088","0.243088","0.243088","0.243088","0.373272"
"word_tokens","real_series_d_513_ivc_p95_length_cap","length_frequency_shuffle","13","299","893","251","281","11","29","5","281","0.386973","0.244213","0.236111","0.229167","0.234954","0.369213"
"word_tokens","real_series_d_513_ivc_p95_length_cap","length_frequency_shuffle","14","299","893","251","284","9","24","8","284","0.439394","0.243368","0.243368","0.242215","0.238754","0.376009"
"word_tokens","real_series_d_513_ivc_p95_length_cap","length_frequency_shuffle","15","299","893","251","281","7","25","8","281","0.431298","0.235226","0.235226","0.230591","0.228273","0.383546"
"word_tokens","real_series_d_513_ivc_p95_length_cap","length_frequency_shuffle","16","299","893","251","278","8","29","10","278","0.358779","0.24102","0.24102","0.239861","0.232908","0.382387"
"word_tokens","real_series_d_513_ivc_p95_length_cap","length_frequency_shuffle","17","299","893","251","273","10","36","8","273","0.48062","0.237984","0.237984","0.236811","0.233294","0.358734"
"word_tokens","real_series_d_513_ivc_p95_length_cap","length_frequency_shuffle","18","299","893","251","281","9","27","6","281","0.471264","0.240741","0.243056","0.238426","0.231481","0.368056"
"word_tokens","real_series_d_513_ivc_p95_length_cap","length_frequency_shuffle","19","299","893","251","277","7","29","9","277","0.3861","0.236321","0.236321","0.235157","0.229336","0.360885"
"word_tokens","real_series_d_513_ivc_p95_length_cap","length_frequency_shuffle","20","299","893","251","278","8","29","8","278","0.449612","0.22924","0.22924","0.223392","0.219883","0.347368"
"word_tokens","real_series_d_513_ivc_p95_length_cap","length_frequency_shuffle","21","299","893","251","279","10","30","8","279","0.356322","0.23865","0.23865","0.237485","0.236321","0.362049"
"word_tokens","real_series_d_513_ivc_p95_length_cap","length_frequency_shuffle","22","299","893","251","284","10","25","6","284","0.446565","0.244804","0.244804","0.23903","0.236721","0.375289"
"word_tokens","real_series_d_513_ivc_p95_length_cap","length_frequency_shuffle","23","299","893","251","284","5","20","6","284","0.494253","0.243088","0.243088","0.235023","0.233871","0.365207"
"word_tokens","real_series_d_513_ivc_p95_length_cap","length_frequency_shuffle","24","299","893","251","282","6","23","8","282","0.319392","0.239631","0.241935","0.237327","0.233871","0.358295"
"word_tokens","real_series_d_513_ivc_p95_length_cap","length_frequency_shuffle","25","299","893","251","282","8","25","6","282","0.372624","0.241339","0.235566","0.222864","0.241339","0.36836"
