"policy","stratum_kind","stratum_value","model","evaluated_rows","label_count","labels","majority_label","majority_share","accuracy","macro_f1","macro_recall"
"top10_edge_removed_exact_sequence_collapsed","type_site","SEAL:S@Mohenjo-daro","edge_frame","647","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","IT","0.208655","0.401855","0.264848","0.299779"
"top10_edge_removed_exact_sequence_collapsed","type_site","SEAL:S@Mohenjo-daro","token_nb","647","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","IT","0.208655","0.421947","0.293237","0.298146"
"top10_edge_removed_exact_sequence_collapsed","type_site","TAB:B@Harappa","majority","179","5","IT;MT;SC;SP;SS","SC","0.340782","0.340782","0.101667","0.2"
"top10_edge_removed_exact_sequence_collapsed","type_site","TAB:B@Harappa","length","179","5","IT;MT;SC;SP;SS","SC","0.340782","0.318436","0.219551","0.252934"
"top10_edge_removed_exact_sequence_collapsed","type_site","TAB:B@Harappa","edge_frame","179","5","IT;MT;SC;SP;SS","SC","0.340782","0.329609","0.2679","0.2796"
"top10_edge_removed_exact_sequence_collapsed","type_site","TAB:B@Harappa","token_nb","179","5","IT;MT;SC;SP;SS","SC","0.340782","0.502793","0.525257","0.528324"
"top10_edge_removed_exact_sequence_collapsed","type_site","TAB:I@Harappa","majority","98","3","MT;SC;SS","SC","0.438776","0.438776","0.20331","0.333333"
"top10_edge_removed_exact_sequence_collapsed","type_site","TAB:I@Harappa","length","98","3","MT;SC;SS","SC","0.438776","0.540816","0.387924","0.428193"
"top10_edge_removed_exact_sequence_collapsed","type_site","TAB:I@Harappa","edge_frame","98","3","MT;SC;SS","SC","0.438776","0.571429","0.493322","0.487016"
"top10_edge_removed_exact_sequence_collapsed","type_site","TAB:I@Harappa","token_nb","98","3","MT;SC;SS","SC","0.438776","0.673469","0.66906","0.670603"
"top10_edge_removed_edge_frame_collapsed","overall","all","majority","1515","11","IM;IT;LC;LP;LT;MS;MT;PN;SC;SP;SS","SC","0.227063","0.227063","0.033645","0.090909"
"top10_edge_removed_edge_frame_collapsed","overall","all","length","1515","11","IM;IT;LC;LP;LT;MS;MT;PN;SC;SP;SS","SC","0.227063","0.264026","0.127758","0.160765"
"top10_edge_removed_edge_frame_collapsed","overall","all","edge_frame","1515","11","IM;IT;LC;LP;LT;MS;MT;PN;SC;SP;SS","SC","0.227063","0.264026","0.127758","0.160765"
"top10_edge_removed_edge_frame_collapsed","overall","all","token_nb","1515","11","IM;IT;LC;LP;LT;MS;MT;PN;SC;SP;SS","SC","0.227063","0.476568","0.308648","0.313549"
"top10_edge_removed_edge_frame_collapsed","site","Harappa","majority","507","8","IM;IT;LC;LP;MT;SC;SP;SS","SC","0.307692","0.307692","0.058824","0.125"
"top10_edge_removed_edge_frame_collapsed","site","Harappa","length","507","8","IM;IT;LC;LP;MT;SC;SP;SS","SC","0.307692","0.406312","0.228415","0.268619"
"top10_edge_removed_edge_frame_collapsed","site","Harappa","edge_frame","507","8","IM;IT;LC;LP;MT;SC;SP;SS","SC","0.307692","0.406312","0.228415","0.268619"
"top10_edge_removed_edge_frame_collapsed","site","Harappa","token_nb","507","8","IM;IT;LC;LP;MT;SC;SP;SS","SC","0.307692","0.453649","0.334534","0.349849"
"top10_edge_removed_edge_frame_collapsed","site","Mohenjo-daro","majority","817","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","SC","0.187271","0.187271","0.035052","0.111111"
"top10_edge_removed_edge_frame_collapsed","site","Mohenjo-daro","length","817","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","SC","0.187271","0.350061","0.196589","0.247587"
"top10_edge_removed_edge_frame_collapsed","site","Mohenjo-daro","edge_frame","817","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","SC","0.187271","0.350061","0.196589","0.247587"
"top10_edge_removed_edge_frame_collapsed","site","Mohenjo-daro","token_nb","817","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","SC","0.187271","0.430845","0.353036","0.349909"
"top10_edge_removed_edge_frame_collapsed","type","SEAL:R","majority","161","7","IT;LC;LP;MS;MT;SC;SS","SC","0.204969","0.204969","0.048601","0.142857"
"top10_edge_removed_edge_frame_collapsed","type","SEAL:R","length","161","7","IT;LC;LP;MS;MT;SC;SS","SC","0.204969","0.354037","0.219373","0.279481"
"top10_edge_removed_edge_frame_collapsed","type","SEAL:R","edge_frame","161","7","IT;LC;LP;MS;MT;SC;SS","SC","0.204969","0.354037","0.219373","0.279481"
"top10_edge_removed_edge_frame_collapsed","type","SEAL:R","token_nb","161","7","IT;LC;LP;MS;MT;SC;SS","SC","0.204969","0.378882","0.333481","0.357321"
"top10_edge_removed_edge_frame_collapsed","type","SEAL:S","majority","847","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","SC","0.188902","0.188902","0.035308","0.111111"
"top10_edge_removed_edge_frame_collapsed","type","SEAL:S","length","847","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","SC","0.188902","0.377804","0.197745","0.259718"
"top10_edge_removed_edge_frame_collapsed","type","SEAL:S","edge_frame","847","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","SC","0.188902","0.377804","0.197745","0.259718"
"top10_edge_removed_edge_frame_collapsed","type","SEAL:S","token_nb","847","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","SC","0.188902","0.412043","0.276785","0.292744"
"top10_edge_removed_edge_frame_collapsed","type","TAB:B","majority","189","4","IT;MT;SC;SS","SC","0.359788","0.359788","0.132296","0.25"
"top10_edge_removed_edge_frame_collapsed","type","TAB:B","length","189","4","IT;MT;SC;SS","SC","0.359788","0.359788","0.352943","0.330141"
"top10_edge_removed_edge_frame_collapsed","type","TAB:B","edge_frame","189","4","IT;MT;SC;SS","SC","0.359788","0.359788","0.352943","0.330141"
"top10_edge_removed_edge_frame_collapsed","type","TAB:B","token_nb","189","4","IT;MT;SC;SS","SC","0.359788","0.486772","0.512598","0.513583"
"top10_edge_removed_edge_frame_collapsed","type","TAB:I","majority","95","3","MT;SC;SS","SC","0.463158","0.463158","0.211031","0.333333"
"top10_edge_removed_edge_frame_collapsed","type","TAB:I","length","95","3","MT;SC;SS","SC","0.463158","0.568421","0.397288","0.429426"
"top10_edge_removed_edge_frame_collapsed","type","TAB:I","edge_frame","95","3","MT;SC;SS","SC","0.463158","0.568421","0.397288","0.429426"
"top10_edge_removed_edge_frame_collapsed","type","TAB:I","token_nb","95","3","MT;SC;SS","SC","0.463158","0.736842","0.720214","0.71071"
"top10_edge_removed_edge_frame_collapsed","type_site","SEAL:R@Mohenjo-daro","majority","87","6","IT;LC;LP;MT;SC;SS","SC","0.195402","0","0","0"
"top10_edge_removed_edge_frame_collapsed","type_site","SEAL:R@Mohenjo-daro","length","87","6","IT;LC;LP;MT;SC;SS","SC","0.195402","0.367816","0.348717","0.378205"
"top10_edge_removed_edge_frame_collapsed","type_site","SEAL:R@Mohenjo-daro","edge_frame","87","6","IT;LC;LP;MT;SC;SS","SC","0.195402","0.367816","0.348717","0.378205"
"top10_edge_removed_edge_frame_collapsed","type_site","SEAL:R@Mohenjo-daro","token_nb","87","6","IT;LC;LP;MT;SC;SS","SC","0.195402","0.321839","0.303565","0.313508"
"top10_edge_removed_edge_frame_collapsed","type_site","SEAL:S@Harappa","majority","153","6","IT;LP;MT;SC;SP;SS","LP","0.215686","0","0","0"
"top10_edge_removed_edge_frame_collapsed","type_site","SEAL:S@Harappa","length","153","6","IT;LP;MT;SC;SP;SS","LP","0.215686","0.392157","0.295478","0.322549"
"top10_edge_removed_edge_frame_collapsed","type_site","SEAL:S@Harappa","edge_frame","153","6","IT;LP;MT;SC;SP;SS","LP","0.215686","0.392157","0.295478","0.322549"
"top10_edge_removed_edge_frame_collapsed","type_site","SEAL:S@Harappa","token_nb","153","6","IT;LP;MT;SC;SP;SS","LP","0.215686","0.366013","0.2655","0.294897"
"top10_edge_removed_edge_frame_collapsed","type_site","SEAL:S@Mohenjo-daro","majority","589","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","IT","0.208829","0.208829","0.03839","0.111111"
"top10_edge_removed_edge_frame_collapsed","type_site","SEAL:S@Mohenjo-daro","length","589","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","IT","0.208829","0.33107","0.184842","0.228181"
"top10_edge_removed_edge_frame_collapsed","type_site","SEAL:S@Mohenjo-daro","edge_frame","589","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","IT","0.208829","0.33107","0.184842","0.228181"
"top10_edge_removed_edge_frame_collapsed","type_site","SEAL:S@Mohenjo-daro","token_nb","589","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","IT","0.208829","0.438031","0.313945","0.315598"
"top10_edge_removed_edge_frame_collapsed","type_site","TAB:B@Harappa","majority","160","4","IT;MT;SC;SS","SC","0.375","0.375","0.136364","0.25"
"top10_edge_removed_edge_frame_collapsed","type_site","TAB:B@Harappa","length","160","4","IT;MT;SC;SS","SC","0.375","0.35625","0.302722","0.324913"
"top10_edge_removed_edge_frame_collapsed","type_site","TAB:B@Harappa","edge_frame","160","4","IT;MT;SC;SS","SC","0.375","0.35625","0.302722","0.324913"
"top10_edge_removed_edge_frame_collapsed","type_site","TAB:B@Harappa","token_nb","160","4","IT;MT;SC;SS","SC","0.375","0.49375","0.502376","0.488986"
"top10_edge_removed_edge_frame_collapsed","type_site","TAB:I@Harappa","majority","91","3","MT;SC;SS","SC","0.450549","0.450549","0.207071","0.333333"
"top10_edge_removed_edge_frame_collapsed","type_site","TAB:I@Harappa","length","91","3","MT;SC;SS","SC","0.450549","0.56044","0.395669","0.429576"
"top10_edge_removed_edge_frame_collapsed","type_site","TAB:I@Harappa","edge_frame","91","3","MT;SC;SS","SC","0.450549","0.56044","0.395669","0.429576"
"top10_edge_removed_edge_frame_collapsed","type_site","TAB:I@Harappa","token_nb","91","3","MT;SC;SS","SC","0.450549","0.703297","0.694959","0.686781"
"top10_edge_removed_one_edit_family_collapsed","overall","all","majority","814","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","LP","0.212531","0.212531","0.038951","0.111111"
"top10_edge_removed_one_edit_family_collapsed","overall","all","length","814","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","LP","0.212531","0.374693","0.155146","0.21006"
"top10_edge_removed_one_edit_family_collapsed","overall","all","edge_frame","814","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","LP","0.212531","0.382064","0.17295","0.218138"
"top10_edge_removed_one_edit_family_collapsed","overall","all","token_nb","814","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","LP","0.212531","0.372236","0.228813","0.243381"
"top10_edge_removed_one_edit_family_collapsed","site","Harappa","majority","191","6","IT;LC;LP;MT;SC;SP","SC","0.298429","0.298429","0.076613","0.166667"
"top10_edge_removed_one_edit_family_collapsed","site","Harappa","length","191","6","IT;LC;LP;MT;SC;SP","SC","0.298429","0.507853","0.310193","0.38362"
"top10_edge_removed_one_edit_family_collapsed","site","Harappa","edge_frame","191","6","IT;LC;LP;MT;SC;SP","SC","0.298429","0.507853","0.309973","0.38362"
"top10_edge_removed_one_edit_family_collapsed","site","Harappa","token_nb","191","6","IT;LC;LP;MT;SC;SP","SC","0.298429","0.413613","0.301883","0.321748"
"top10_edge_removed_one_edit_family_collapsed","site","Mohenjo-daro","majority","512","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","LP","0.230469","0.230469","0.041623","0.111111"
"top10_edge_removed_one_edit_family_collapsed","site","Mohenjo-daro","length","512","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","LP","0.230469","0.308594","0.132446","0.172012"
"top10_edge_removed_one_edit_family_collapsed","site","Mohenjo-daro","edge_frame","512","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","LP","0.230469","0.320313","0.144745","0.18022"
"top10_edge_removed_one_edit_family_collapsed","site","Mohenjo-daro","token_nb","512","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","LP","0.230469","0.398438","0.247401","0.260554"
"top10_edge_removed_one_edit_family_collapsed","type","SEAL:R","majority","100","5","IT;LC;LP;MS;SC","LP","0.3","0.3","0.092308","0.2"
"top10_edge_removed_one_edit_family_collapsed","type","SEAL:R","length","100","5","IT;LC;LP;MS;SC","LP","0.3","0.38","0.227025","0.295942"
"top10_edge_removed_one_edit_family_collapsed","type","SEAL:R","edge_frame","100","5","IT;LC;LP;MS;SC","LP","0.3","0.38","0.227025","0.295942"
"top10_edge_removed_one_edit_family_collapsed","type","SEAL:R","token_nb","100","5","IT;LC;LP;MS;SC","LP","0.3","0.49","0.42961","0.449919"
"top10_edge_removed_one_edit_family_collapsed","type","SEAL:S","majority","526","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","LP","0.262357","0.262357","0.046185","0.111111"
"top10_edge_removed_one_edit_family_collapsed","type","SEAL:S","length","526","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","LP","0.262357","0.410646","0.16318","0.209098"
"top10_edge_removed_one_edit_family_collapsed","type","SEAL:S","edge_frame","526","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","LP","0.262357","0.420152","0.187364","0.221791"
"top10_edge_removed_one_edit_family_collapsed","type","SEAL:S","token_nb","526","9","IM;IT;LC;LP;MS;MT;SC;SP;SS","LP","0.262357","0.38403","0.192108","0.207889"
"top10_edge_removed_one_edit_family_collapsed","type","TAB:B","majority","48","3","IT;MT;SC","SC","0.458333","0.458333","0.209524","0.333333"
"top10_edge_removed_one_edit_family_collapsed","type","TAB:B","length","48","3","IT;MT;SC","SC","0.458333","0.375","0.316306","0.316017"
"top10_edge_removed_one_edit_family_collapsed","type","TAB:B","edge_frame","48","3","IT;MT;SC","SC","0.458333","0.375","0.316306","0.316017"
"top10_edge_removed_one_edit_family_collapsed","type","TAB:B","token_nb","48","3","IT;MT;SC","SC","0.458333","0.541667","0.536696","0.552309"
"top10_edge_removed_one_edit_family_collapsed","type_site","SEAL:R@Mohenjo-daro","majority","28","2","LC;LP","LP","0.571429","0.571429","0.363636","0.5"
"top10_edge_removed_one_edit_family_collapsed","type_site","SEAL:R@Mohenjo-daro","length","28","2","LC;LP","LP","0.571429","0.428571","0.416667","0.416667"
"top10_edge_removed_one_edit_family_collapsed","type_site","SEAL:R@Mohenjo-daro","edge_frame","28","2","LC;LP","LP","0.571429","0.428571","0.416667","0.416667"
"top10_edge_removed_one_edit_family_collapsed","type_site","SEAL:R@Mohenjo-daro","token_nb","28","2","LC;LP","LP","0.571429","0.642857","0.590643","0.604167"
"top10_edge_removed_one_edit_family_collapsed","type_site","SEAL:S@Harappa","majority","64","3","LP;SC;SP","LP","0.46875","0.46875","0.212766","0.333333"
"top10_edge_removed_one_edit_family_collapsed","type_site","SEAL:S@Harappa","length","64","3","LP;SC;SP","LP","0.46875","0.671875","0.665969","0.648538"
"top10_edge_removed_one_edit_family_collapsed","type_site","SEAL:S@Harappa","edge_frame","64","3","LP;SC;SP","LP","0.46875","0.671875","0.665969","0.648538"
"top10_edge_removed_one_edit_family_collapsed","type_site","SEAL:S@Harappa","token_nb","64","3","LP;SC;SP","LP","0.46875","0.640625","0.603933","0.594152"
"top10_edge_removed_one_edit_family_collapsed","type_site","SEAL:S@Mohenjo-daro","majority","367","8","IM;IT;LC;LP;MS;MT;SC;SP","LP","0.269755","0.269755","0.053112","0.125"
"top10_edge_removed_one_edit_family_collapsed","type_site","SEAL:S@Mohenjo-daro","length","367","8","IM;IT;LC;LP;MS;MT;SC;SP","LP","0.269755","0.416894","0.184446","0.227191"
"top10_edge_removed_one_edit_family_collapsed","type_site","SEAL:S@Mohenjo-daro","edge_frame","367","8","IM;IT;LC;LP;MS;MT;SC;SP","LP","0.269755","0.419619","0.1879","0.229339"
"top10_edge_removed_one_edit_family_collapsed","type_site","SEAL:S@Mohenjo-daro","token_nb","367","8","IM;IT;LC;LP;MS;MT;SC;SP","LP","0.269755","0.405995","0.234466","0.244343"
