cisi,lipi_id,mayig_side_id,lipi_dir,lipi_length,position_0based,position_1based,position_class,lipi_sign,mayig_sign,lipi_left,lipi_right,mayig_left,mayig_right,evidence_status
M-59,2587.1,M-59A,R/L,5,4,5,terminal,920,P160,060,</s>,P120,</s>,provisional_position_alignment_only
M-63,2591.1,M-63A,R/L,4,0,1,initial,526,P301,<s>,555,<s>,P230,provisional_position_alignment_only
M-63,2591.1,M-63A,R/L,4,1,2,medial,555,P230,526,060,P301,P120,provisional_position_alignment_only
M-63,2591.1,M-63A,R/L,4,2,3,medial,060,P120,555,550,P230,P230,provisional_position_alignment_only
M-63,2591.1,M-63A,R/L,4,3,4,terminal,550,P230,060,</s>,P120,</s>,provisional_position_alignment_only
M-64,2592.1,M-64A,R/L,6,0,1,initial,520,P217,<s>,033,<s>,P147,provisional_position_alignment_only
M-64,2592.1,M-64A,R/L,6,1,2,medial,033,P147,520,706,P217,P316,provisional_position_alignment_only
M-64,2592.1,M-64A,R/L,6,2,3,medial,706,P316,033,060,P147,P120,provisional_position_alignment_only
M-64,2592.1,M-64A,R/L,6,3,4,medial,060,P120,706,220,P316,P050,provisional_position_alignment_only
M-64,2592.1,M-64A,R/L,6,4,5,medial,220,P050,060,004,P120,P124,provisional_position_alignment_only
M-64,2592.1,M-64A,R/L,6,5,6,terminal,004,P124,220,</s>,P050,</s>,provisional_position_alignment_only
M-65,2593.1,M-65A,R/L,6,0,1,initial,520,P217,<s>,220,<s>,P050,provisional_position_alignment_only
M-65,2593.1,M-65A,R/L,6,1,2,medial,220,P050,520,031,P217,P144,provisional_position_alignment_only
M-65,2593.1,M-65A,R/L,6,2,3,medial,031,P144,220,001,P050,P121,provisional_position_alignment_only
M-65,2593.1,M-65A,R/L,6,3,4,medial,001,P121,031,706,P144,P316,provisional_position_alignment_only
M-65,2593.1,M-65A,R/L,6,4,5,medial,706,P316,001,575,P121,P289,provisional_position_alignment_only
M-65,2593.1,M-65A,R/L,6,5,6,terminal,575,P289,706,</s>,P316,</s>,provisional_position_alignment_only
M-69,2597.1,M-69A,R/L,5,0,1,initial,740,P324,<s>,803,<s>,P364,provisional_position_alignment_only
M-69,2597.1,M-69A,R/L,5,1,2,medial,803,P364,740,231,P324,P056,provisional_position_alignment_only
M-69,2597.1,M-69A,R/L,5,2,3,medial,231,P056,803,060,P364,P120,provisional_position_alignment_only
M-69,2597.1,M-69A,R/L,5,3,4,medial,060,P120,231,692,P056,P256,provisional_position_alignment_only
M-69,2597.1,M-69A,R/L,5,4,5,terminal,692,P256,060,</s>,P120,</s>,provisional_position_alignment_only
M-70,2598.1,M-70A,R/L,5,0,1,initial,226,P051,<s>,032,<s>,P145,provisional_position_alignment_only
M-70,2598.1,M-70A,R/L,5,1,2,medial,032,P145,226,002,P051,P122,provisional_position_alignment_only
M-70,2598.1,M-70A,R/L,5,2,3,medial,002,P122,032,390,P145,P086,provisional_position_alignment_only
M-70,2598.1,M-70A,R/L,5,3,4,medial,390,P086,002,692,P122,P256,provisional_position_alignment_only
M-70,2598.1,M-70A,R/L,5,4,5,terminal,692,P256,390,</s>,P086,</s>,provisional_position_alignment_only
M-71,2599.1,M-71A,R/L,6,0,1,initial,151,P001,<s>,279,<s>,P108,provisional_position_alignment_only
M-71,2599.1,M-71A,R/L,6,1,2,medial,279,P108,151,142,P001,P031,provisional_position_alignment_only
M-71,2599.1,M-71A,R/L,6,2,3,medial,142,P031,279,002,P108,P122,provisional_position_alignment_only
M-71,2599.1,M-71A,R/L,6,3,4,medial,002,P122,142,390,P031,P086,provisional_position_alignment_only
M-71,2599.1,M-71A,R/L,6,4,5,medial,390,P086,002,095,P122,P023,provisional_position_alignment_only
M-71,2599.1,M-71A,R/L,6,5,6,terminal,095,P023,390,</s>,P086,</s>,provisional_position_alignment_only
M-74,2602.1,M-74A,R/L,4,0,1,initial,595,P280,<s>,575,<s>,P289,provisional_position_alignment_only
M-74,2602.1,M-74A,R/L,4,1,2,medial,575,P289,595,704,P280,P316,provisional_position_alignment_only
M-74,2602.1,M-74A,R/L,4,2,3,medial,704,P316,575,140,P289,P011,provisional_position_alignment_only
M-74,2602.1,M-74A,R/L,4,3,4,terminal,140,P011,704,</s>,P316,</s>,provisional_position_alignment_only
M-75,2603.1,M-75A,R/L,5,0,1,initial,520,P217,<s>,220,<s>,P050,provisional_position_alignment_only
M-75,2603.1,M-75A,R/L,5,1,2,medial,220,P050,520,004,P217,P124,provisional_position_alignment_only
M-75,2603.1,M-75A,R/L,5,2,3,medial,004,P124,220,002,P050,P122,provisional_position_alignment_only
M-75,2603.1,M-75A,R/L,5,3,4,medial,002,P122,004,817,P124,P385,provisional_position_alignment_only
M-75,2603.1,M-75A,R/L,5,4,5,terminal,817,P385,002,</s>,P122,</s>,provisional_position_alignment_only
M-77,2604.1,M-77A,R/L,5,0,1,initial,832,P366,<s>,390,<s>,P086,provisional_position_alignment_only
M-77,2604.1,M-77A,R/L,5,1,2,medial,390,P086,832,803,P366,P364,provisional_position_alignment_only
M-77,2604.1,M-77A,R/L,5,2,3,medial,803,P364,390,002,P086,P122,provisional_position_alignment_only
M-77,2604.1,M-77A,R/L,5,3,4,medial,002,P122,803,861,P364,P385,provisional_position_alignment_only
M-77,2604.1,M-77A,R/L,5,4,5,terminal,861,P385,002,</s>,P122,</s>,provisional_position_alignment_only
M-78,2605.1,M-78A,R/L,4,0,1,initial,740,P324,<s>,344,<s>,P043,provisional_position_alignment_only
M-78,2605.1,M-78A,R/L,4,1,2,medial,344,P043,740,032,P324,P145,provisional_position_alignment_only
M-78,2605.1,M-78A,R/L,4,2,3,medial,032,P145,344,545,P043,P226,provisional_position_alignment_only
M-78,2605.1,M-78A,R/L,4,3,4,terminal,545,P226,032,</s>,P145,</s>,provisional_position_alignment_only
M-80,2607.1,M-80A,R/L,5,0,1,initial,156,P004,<s>,003,<s>,P123,provisional_position_alignment_only
M-80,2607.1,M-80A,R/L,5,1,2,medial,003,P123,156,060,P004,P120,provisional_position_alignment_only
M-80,2607.1,M-80A,R/L,5,2,3,medial,060,P120,003,368,P123,P202,provisional_position_alignment_only
M-80,2607.1,M-80A,R/L,5,3,4,medial,368,P202,060,817,P120,P385,provisional_position_alignment_only
M-80,2607.1,M-80A,R/L,5,4,5,terminal,817,P385,368,</s>,P202,</s>,provisional_position_alignment_only
M-82,2609.1,M-82A,R/L,6,0,1,initial,740,P324,<s>,222,<s>,P053,provisional_position_alignment_only
M-82,2609.1,M-82A,R/L,6,1,2,medial,222,P053,740,002,P324,P122,provisional_position_alignment_only
M-82,2609.1,M-82A,R/L,6,2,3,medial,002,P122,222,207,P053,P082,provisional_position_alignment_only
M-82,2609.1,M-82A,R/L,6,3,4,medial,207,P082,002,550,P122,P230,provisional_position_alignment_only
M-82,2609.1,M-82A,R/L,6,4,5,medial,550,P230,207,390,P082,P086,provisional_position_alignment_only
M-82,2609.1,M-82A,R/L,6,5,6,terminal,390,P086,550,</s>,P230,</s>,provisional_position_alignment_only
M-83,2610.1,M-83A,R/L,3,0,1,initial,390,P086,<s>,018,<s>,P128,provisional_position_alignment_only
M-83,2610.1,M-83A,R/L,3,1,2,medial,018,P128,390,796,P086,P180,provisional_position_alignment_only
M-83,2610.1,M-83A,R/L,3,2,3,terminal,796,P180,018,</s>,P128,</s>,provisional_position_alignment_only
M-84,2611.1,M-84A,R/L,6,0,1,initial,740,P324,<s>,765,<s>,P335,provisional_position_alignment_only
M-84,2611.1,M-84A,R/L,6,1,2,medial,765,P335,740,240,P324,P062,provisional_position_alignment_only
M-84,2611.1,M-84A,R/L,6,2,3,medial,240,P062,765,001,P335,P121,provisional_position_alignment_only
M-84,2611.1,M-84A,R/L,6,3,4,medial,001,P121,240,368,P062,P202,provisional_position_alignment_only
M-84,2611.1,M-84A,R/L,6,4,5,medial,368,P202,001,920,P121,P154,provisional_position_alignment_only
M-84,2611.1,M-84A,R/L,6,5,6,terminal,920,P154,368,</s>,P202,</s>,provisional_position_alignment_only
M-85,2612.1,M-85A,R/L,5,0,1,initial,520,P217,<s>,233,<s>,P058,provisional_position_alignment_only
M-85,2612.1,M-85A,R/L,5,1,2,medial,233,P058,520,741,P217,P325,provisional_position_alignment_only
M-85,2612.1,M-85A,R/L,5,2,3,medial,741,P325,233,081,P058,P251,provisional_position_alignment_only
M-85,2612.1,M-85A,R/L,5,3,4,medial,081,P251,741,272,P325,P070,provisional_position_alignment_only
M-85,2612.1,M-85A,R/L,5,4,5,terminal,272,P070,081,</s>,P251,</s>,provisional_position_alignment_only
M-86,2613.1,M-86A,R/L,7,0,1,initial,520,P217,<s>,033,<s>,P147,provisional_position_alignment_only
M-86,2613.1,M-86A,R/L,7,1,2,medial,033,P147,520,705,P217,P316,provisional_position_alignment_only
M-86,2613.1,M-86A,R/L,7,2,3,medial,705,P316,033,231,P147,P056,provisional_position_alignment_only
M-86,2613.1,M-86A,R/L,7,3,4,medial,231,P056,705,002,P316,P122,provisional_position_alignment_only
M-86,2613.1,M-86A,R/L,7,4,5,medial,002,P122,231,820,P056,P378,provisional_position_alignment_only
M-86,2613.1,M-86A,R/L,7,5,6,medial,820,P378,002,700,P122,P310,provisional_position_alignment_only
M-86,2613.1,M-86A,R/L,7,6,7,terminal,700,P310,820,</s>,P378,</s>,provisional_position_alignment_only
M-87,2614.1,M-87A,R/L,3,0,1,initial,400,P098,<s>,890,<s>,P178,provisional_position_alignment_only
M-87,2614.1,M-87A,R/L,3,1,2,medial,890,P178,400,104,P098,P020,provisional_position_alignment_only
M-87,2614.1,M-87A,R/L,3,2,3,terminal,104,P020,890,</s>,P178,</s>,provisional_position_alignment_only
M-88,2615.1,M-88A,R/L,3,0,1,initial,527,P301,<s>,388,<s>,P110,provisional_position_alignment_only
M-88,2615.1,M-88A,R/L,3,1,2,medial,388,P110,527,233,P301,P058,provisional_position_alignment_only
M-88,2615.1,M-88A,R/L,3,2,3,terminal,233,P058,388,</s>,P110,</s>,provisional_position_alignment_only
M-89,2616.1,M-89A,R/L,5,0,1,initial,740,P324,<s>,794,<s>,P358,provisional_position_alignment_only
M-89,2616.1,M-89A,R/L,5,1,2,medial,794,P358,740,734,P324,P313,provisional_position_alignment_only
M-89,2616.1,M-89A,R/L,5,2,3,medial,734,P313,794,032,P358,P145,provisional_position_alignment_only
M-89,2616.1,M-89A,R/L,5,3,4,medial,032,P145,734,235,P313,P060,provisional_position_alignment_only
M-89,2616.1,M-89A,R/L,5,4,5,terminal,235,P060,032,</s>,P145,</s>,provisional_position_alignment_only
M-90,2617.1,M-90A,R/L,6,0,1,initial,740,P324,<s>,840,<s>,P349,provisional_position_alignment_only
M-90,2617.1,M-90A,R/L,6,1,2,medial,840,P349,740,013,P324,P139,provisional_position_alignment_only
M-90,2617.1,M-90A,R/L,6,2,3,medial,013,P139,840,031,P349,P144,provisional_position_alignment_only
M-90,2617.1,M-90A,R/L,6,3,4,medial,031,P144,013,002,P139,P122,provisional_position_alignment_only
M-90,2617.1,M-90A,R/L,6,4,5,medial,002,P122,031,817,P144,P385,provisional_position_alignment_only
M-90,2617.1,M-90A,R/L,6,5,6,terminal,817,P385,002,</s>,P122,</s>,provisional_position_alignment_only
M-91,2618.1,M-91A,R/L,9,0,1,initial,740,P324,<s>,100,<s>,P009,provisional_position_alignment_only
M-91,2618.1,M-91A,R/L,9,1,2,medial,100,P009,740,798,P324,P230,provisional_position_alignment_only
M-91,2618.1,M-91A,R/L,9,2,3,medial,798,P230,100,220,P009,P050,provisional_position_alignment_only
M-91,2618.1,M-91A,R/L,9,3,4,medial,220,P050,798,032,P230,P145,provisional_position_alignment_only
M-91,2618.1,M-91A,R/L,9,4,5,medial,032,P145,220,002,P050,P122,provisional_position_alignment_only
M-91,2618.1,M-91A,R/L,9,5,6,medial,002,P122,032,861,P145,P385,provisional_position_alignment_only
M-91,2618.1,M-91A,R/L,9,6,7,medial,861,P385,002,255,P122,P073,provisional_position_alignment_only
M-91,2618.1,M-91A,R/L,9,7,8,medial,255,P073,861,416,P385,P095,provisional_position_alignment_only
M-91,2618.1,M-91A,R/L,9,8,9,terminal,416,P095,255,</s>,P073,</s>,provisional_position_alignment_only
M-92,2619.1,M-92A,R/L,7,0,1,initial,740,P324,<s>,798,<s>,P075,provisional_position_alignment_only
M-92,2619.1,M-92A,R/L,7,1,2,medial,798,P075,740,460,P324,P215,provisional_position_alignment_only
M-92,2619.1,M-92A,R/L,7,2,3,medial,460,P215,798,350,P075,P091,provisional_position_alignment_only
M-92,2619.1,M-92A,R/L,7,3,4,medial,350,P091,460,002,P215,P122,provisional_position_alignment_only
M-92,2619.1,M-92A,R/L,7,4,5,medial,002,P122,350,814,P091,P369,provisional_position_alignment_only
M-92,2619.1,M-92A,R/L,7,5,6,medial,814,P369,002,084,P122,P253,provisional_position_alignment_only
M-92,2619.1,M-92A,R/L,7,6,7,terminal,084,P253,814,</s>,P369,</s>,provisional_position_alignment_only
M-93,2620.1,M-93A,R/L,5,0,1,initial,156,P004,<s>,003,<s>,P123,provisional_position_alignment_only
M-93,2620.1,M-93A,R/L,5,1,2,medial,003,P123,156,240,P004,P062,provisional_position_alignment_only
M-93,2620.1,M-93A,R/L,5,2,3,medial,240,P062,003,741,P123,P325,provisional_position_alignment_only
M-93,2620.1,M-93A,R/L,5,3,4,medial,741,P325,240,345,P062,P043,provisional_position_alignment_only
M-93,2620.1,M-93A,R/L,5,4,5,terminal,345,P043,741,</s>,P325,</s>,provisional_position_alignment_only
M-94,2621.1,M-94A,R/L,5,0,1,initial,740,P324,<s>,390,<s>,P086,provisional_position_alignment_only
M-94,2621.1,M-94A,R/L,5,1,2,medial,390,P086,740,590,P324,P276,provisional_position_alignment_only
M-94,2621.1,M-94A,R/L,5,2,3,medial,590,P276,390,220,P086,P050,provisional_position_alignment_only
M-94,2621.1,M-94A,R/L,5,3,4,medial,220,P050,590,003,P276,P123,provisional_position_alignment_only
M-94,2621.1,M-94A,R/L,5,4,5,terminal,003,P123,220,</s>,P050,</s>,provisional_position_alignment_only
M-95,2622.1,M-95A,R/L,5,0,1,initial,390,P086,<s>,003,<s>,P123,provisional_position_alignment_only
M-95,2622.1,M-95A,R/L,5,1,2,medial,003,P123,390,002,P086,P122,provisional_position_alignment_only
M-95,2622.1,M-95A,R/L,5,2,3,medial,002,P122,003,111,P123,P040,provisional_position_alignment_only
M-95,2622.1,M-95A,R/L,5,3,4,medial,111,P040,002,165,P122,P342,provisional_position_alignment_only
M-95,2622.1,M-95A,R/L,5,4,5,terminal,165,P342,111,</s>,P040,</s>,provisional_position_alignment_only
M-96,2623.1,M-96A,R/L,2,0,1,initial,156,P004,<s>,004,<s>,P124,provisional_position_alignment_only
M-96,2623.1,M-96A,R/L,2,1,2,terminal,004,P124,156,</s>,P004,</s>,provisional_position_alignment_only
M-97,2624.1,M-97A,R/L,3,0,1,initial,156,P004,<s>,435,<s>,P188,provisional_position_alignment_only
M-97,2624.1,M-97A,R/L,3,1,2,medial,435,P188,156,255,P004,P073,provisional_position_alignment_only
M-97,2624.1,M-97A,R/L,3,2,3,terminal,255,P073,435,</s>,P188,</s>,provisional_position_alignment_only
M-99,2626.1,M-99A,R/L,5,0,1,initial,740,P324,<s>,215,<s>,P353,provisional_position_alignment_only
M-99,2626.1,M-99A,R/L,5,1,2,medial,215,P353,740,002,P324,P122,provisional_position_alignment_only
M-99,2626.1,M-99A,R/L,5,2,3,medial,002,P122,215,368,P353,P202,provisional_position_alignment_only
M-99,2626.1,M-99A,R/L,5,3,4,medial,368,P202,002,119,P122,P038,provisional_position_alignment_only
M-99,2626.1,M-99A,R/L,5,4,5,terminal,119,P038,368,</s>,P202,</s>,provisional_position_alignment_only
M-100,2627.1,M-100A,R/L,6,0,1,initial,090,P013,<s>,740,<s>,P324,provisional_position_alignment_only
M-100,2627.1,M-100A,R/L,6,1,2,medial,740,P324,090,255,P013,P073,provisional_position_alignment_only
M-100,2627.1,M-100A,R/L,6,2,3,medial,255,P073,740,705,P324,P316,provisional_position_alignment_only
M-100,2627.1,M-100A,R/L,6,3,4,medial,705,P316,255,002,P073,P122,provisional_position_alignment_only
M-100,2627.1,M-100A,R/L,6,4,5,medial,002,P122,705,861,P316,P385,provisional_position_alignment_only
M-100,2627.1,M-100A,R/L,6,5,6,terminal,861,P385,002,</s>,P122,</s>,provisional_position_alignment_only
M-101,2628.1,M-101A,R/L,6,0,1,initial,390,P086,<s>,503,<s>,P210,provisional_position_alignment_only
M-101,2628.1,M-101A,R/L,6,1,2,medial,503,P210,390,740,P086,P324,provisional_position_alignment_only
M-101,2628.1,M-101A,R/L,6,2,3,medial,740,P324,503,168,P210,P003,provisional_position_alignment_only
M-101,2628.1,M-101A,R/L,6,3,4,medial,168,P003,740,002,P324,P122,provisional_position_alignment_only
M-101,2628.1,M-101A,R/L,6,4,5,medial,002,P122,168,817,P003,P385,provisional_position_alignment_only
M-101,2628.1,M-101A,R/L,6,5,6,terminal,817,P385,002,</s>,P122,</s>,provisional_position_alignment_only
M-102,2629.1,M-102A,R/L,4,0,1,initial,154,P004,<s>,003,<s>,P123,provisional_position_alignment_only
M-102,2629.1,M-102A,R/L,4,1,2,medial,003,P123,154,900,P004,P154,provisional_position_alignment_only
M-102,2629.1,M-102A,R/L,4,2,3,medial,900,P154,003,545,P123,P226,provisional_position_alignment_only
M-102,2629.1,M-102A,R/L,4,3,4,terminal,545,P226,900,</s>,P154,</s>,provisional_position_alignment_only
M-103,2630.1,M-103A,R/L,4,0,1,initial,390,P086,<s>,004,<s>,P124,provisional_position_alignment_only
M-103,2630.1,M-103A,R/L,4,1,2,medial,004,P124,390,002,P086,P122,provisional_position_alignment_only
M-103,2630.1,M-103A,R/L,4,2,3,medial,002,P122,004,820,P124,P378,provisional_position_alignment_only
M-103,2630.1,M-103A,R/L,4,3,4,terminal,820,P378,002,</s>,P122,</s>,provisional_position_alignment_only
M-104,2631.1,M-104A,R/L,5,0,1,initial,090,P013,<s>,740,<s>,P324,provisional_position_alignment_only
M-104,2631.1,M-104A,R/L,5,1,2,medial,740,P324,090,220,P013,P050,provisional_position_alignment_only
M-104,2631.1,M-104A,R/L,5,2,3,medial,220,P050,740,235,P324,P060,provisional_position_alignment_only
M-104,2631.1,M-104A,R/L,5,3,4,medial,235,P060,220,853,P050,P359,provisional_position_alignment_only
M-104,2631.1,M-104A,R/L,5,4,5,terminal,853,P359,235,</s>,P060,</s>,provisional_position_alignment_only
M-107,2634.1,M-107A,R/L,6,0,1,initial,740,P324,<s>,565,<s>,P238,provisional_position_alignment_only
M-107,2634.1,M-107A,R/L,6,1,2,medial,565,P238,740,233,P324,P058,provisional_position_alignment_only
M-107,2634.1,M-107A,R/L,6,2,3,medial,233,P058,565,002,P238,P122,provisional_position_alignment_only
M-107,2634.1,M-107A,R/L,6,3,4,medial,002,P122,233,940,P058,P054,provisional_position_alignment_only
M-107,2634.1,M-107A,R/L,6,4,5,medial,940,P054,002,260,P122,P071,provisional_position_alignment_only
M-107,2634.1,M-107A,R/L,6,5,6,terminal,260,P071,940,</s>,P054,</s>,provisional_position_alignment_only
M-108,2635.1,M-108A,R/L,7,0,1,initial,413,P099,<s>,820,<s>,P378,provisional_position_alignment_only
M-108,2635.1,M-108A,R/L,7,1,2,medial,820,P378,413,220,P099,P050,provisional_position_alignment_only
M-108,2635.1,M-108A,R/L,7,2,3,medial,220,P050,820,065,P378,P201,provisional_position_alignment_only
M-108,2635.1,M-108A,R/L,7,3,4,medial,065,P201,220,798,P050,P075,provisional_position_alignment_only
M-108,2635.1,M-108A,R/L,7,4,5,medial,798,P075,065,550,P201,P230,provisional_position_alignment_only
M-108,2635.1,M-108A,R/L,7,5,6,medial,550,P230,798,820,P075,P378,provisional_position_alignment_only
M-108,2635.1,M-108A,R/L,7,6,7,terminal,820,P378,550,</s>,P230,</s>,provisional_position_alignment_only
M-109,2636.1,M-109A,R/L,7,0,1,initial,740,P324,<s>,879,<s>,P381,provisional_position_alignment_only
M-109,2636.1,M-109A,R/L,7,1,2,medial,879,P381,740,220,P324,P050,provisional_position_alignment_only
M-109,2636.1,M-109A,R/L,7,2,3,medial,220,P050,879,415,P381,P092,provisional_position_alignment_only
M-109,2636.1,M-109A,R/L,7,3,4,medial,415,P092,220,002,P050,P122,provisional_position_alignment_only
M-109,2636.1,M-109A,R/L,7,4,5,medial,002,P122,415,287,P092,P084,provisional_position_alignment_only
M-109,2636.1,M-109A,R/L,7,5,6,medial,287,P084,002,140,P122,P011,provisional_position_alignment_only
M-109,2636.1,M-109A,R/L,7,6,7,terminal,140,P011,287,</s>,P084,</s>,provisional_position_alignment_only
M-112,2639.1,M-112A,R/L,8,0,1,initial,740,P324,<s>,760,<s>,P332,provisional_position_alignment_only
M-112,2639.1,M-112A,R/L,8,1,2,medial,760,P332,740,220,P324,P056,provisional_position_alignment_only
M-112,2639.1,M-112A,R/L,8,2,3,medial,220,P056,760,016,P332,P126,provisional_position_alignment_only
M-112,2639.1,M-112A,R/L,8,3,4,medial,016,P126,220,382,P056,P111,provisional_position_alignment_only
M-112,2639.1,M-112A,R/L,8,4,5,medial,382,P111,016,741,P126,P325,provisional_position_alignment_only
M-112,2639.1,M-112A,R/L,8,5,6,medial,741,P325,382,572,P111,P285,provisional_position_alignment_only
M-112,2639.1,M-112A,R/L,8,6,7,medial,572,P285,741,684,P325,P254,provisional_position_alignment_only
M-112,2639.1,M-112A,R/L,8,7,8,terminal,684,P254,572,</s>,P285,</s>,provisional_position_alignment_only
M-113,2640.1,M-113A,R/L,6,0,1,initial,740,P324,<s>,032,<s>,P145,provisional_position_alignment_only
M-113,2640.1,M-113A,R/L,6,1,2,medial,032,P145,740,840,P324,P349,provisional_position_alignment_only
M-113,2640.1,M-113A,R/L,6,2,3,medial,840,P349,032,741,P145,P325,provisional_position_alignment_only
M-113,2640.1,M-113A,R/L,6,3,4,medial,741,P325,840,060,P349,P120,provisional_position_alignment_only
M-113,2640.1,M-113A,R/L,6,4,5,medial,060,P120,741,920,P325,P156,provisional_position_alignment_only
M-113,2640.1,M-113A,R/L,6,5,6,terminal,920,P156,060,</s>,P120,</s>,provisional_position_alignment_only
M-114,2641.1,M-114A,R/L,6,0,1,initial,740,P324,<s>,760,<s>,P332,provisional_position_alignment_only
M-114,2641.1,M-114A,R/L,6,1,2,medial,760,P332,740,440,P324,P283,provisional_position_alignment_only
M-114,2641.1,M-114A,R/L,6,2,3,medial,440,P283,760,002,P332,P122,provisional_position_alignment_only
M-114,2641.1,M-114A,R/L,6,3,4,medial,002,P122,440,297,P283,P205,provisional_position_alignment_only
M-114,2641.1,M-114A,R/L,6,4,5,medial,297,P205,002,416,P122,P095,provisional_position_alignment_only
M-114,2641.1,M-114A,R/L,6,5,6,terminal,416,P095,297,</s>,P205,</s>,provisional_position_alignment_only
M-115,2642.1,M-115A,R/L,8,0,1,initial,390,P086,<s>,844,<s>,P352,provisional_position_alignment_only
M-115,2642.1,M-115A,R/L,8,1,2,medial,844,P352,390,140,P086,P011,provisional_position_alignment_only
M-115,2642.1,M-115A,R/L,8,2,3,medial,140,P011,844,176,P352,P194,provisional_position_alignment_only
M-115,2642.1,M-115A,R/L,8,3,4,medial,176,P194,140,803,P011,P364,provisional_position_alignment_only
M-115,2642.1,M-115A,R/L,8,4,5,medial,803,P364,176,002,P194,P122,provisional_position_alignment_only
M-115,2642.1,M-115A,R/L,8,5,6,medial,002,P122,803,301,P364,P205,provisional_position_alignment_only
M-115,2642.1,M-115A,R/L,8,6,7,medial,301,P205,002,190,P122,P076,provisional_position_alignment_only
M-115,2642.1,M-115A,R/L,8,7,8,terminal,190,P076,301,</s>,P205,</s>,provisional_position_alignment_only
M-116,2643.1,M-116A,R/L,7,0,1,initial,740,P324,<s>,100,<s>,P009,provisional_position_alignment_only
M-116,2643.1,M-116A,R/L,7,1,2,medial,100,P009,740,176,P324,P194,provisional_position_alignment_only
M-116,2643.1,M-116A,R/L,7,2,3,medial,176,P194,100,840,P009,P349,provisional_position_alignment_only
M-116,2643.1,M-116A,R/L,7,3,4,medial,840,P349,176,013,P194,P139,provisional_position_alignment_only
M-116,2643.1,M-116A,R/L,7,4,5,medial,013,P139,840,002,P349,P122,provisional_position_alignment_only
M-116,2643.1,M-116A,R/L,7,5,6,medial,002,P122,013,817,P139,P385,provisional_position_alignment_only
M-116,2643.1,M-116A,R/L,7,6,7,terminal,817,P385,002,</s>,P122,</s>,provisional_position_alignment_only
M-117,2644.1,M-117A,R/L,8,0,1,initial,520,P217,<s>,033,<s>,P147,provisional_position_alignment_only
M-117,2644.1,M-117A,R/L,8,1,2,medial,033,P147,520,705,P217,P316,provisional_position_alignment_only
M-117,2644.1,M-117A,R/L,8,2,3,medial,705,P316,033,220,P147,P050,provisional_position_alignment_only
M-117,2644.1,M-117A,R/L,8,3,4,medial,220,P050,705,803,P316,P364,provisional_position_alignment_only
M-117,2644.1,M-117A,R/L,8,4,5,medial,803,P364,220,055,P050,P142,provisional_position_alignment_only
M-117,2644.1,M-117A,R/L,8,5,6,medial,055,P142,803,002,P364,P122,provisional_position_alignment_only
M-117,2644.1,M-117A,R/L,8,6,7,medial,002,P122,055,820,P142,P378,provisional_position_alignment_only
M-117,2644.1,M-117A,R/L,8,7,8,terminal,820,P378,002,</s>,P122,</s>,provisional_position_alignment_only
M-118,2645.1,M-118A,R/L,8,0,1,initial,740,P324,<s>,772,<s>,P096,provisional_position_alignment_only
M-118,2645.1,M-118A,R/L,8,1,2,medial,772,P096,740,033,P324,P147,provisional_position_alignment_only
M-118,2645.1,M-118A,R/L,8,2,3,medial,033,P147,772,705,P096,P316,provisional_position_alignment_only
M-118,2645.1,M-118A,R/L,8,3,4,medial,705,P316,033,233,P147,P058,provisional_position_alignment_only
M-118,2645.1,M-118A,R/L,8,4,5,medial,233,P058,705,803,P316,P364,provisional_position_alignment_only
M-118,2645.1,M-118A,R/L,8,5,6,medial,803,P364,233,002,P058,P122,provisional_position_alignment_only
M-118,2645.1,M-118A,R/L,8,6,7,medial,002,P122,803,861,P364,P385,provisional_position_alignment_only
M-118,2645.1,M-118A,R/L,8,7,8,terminal,861,P385,002,</s>,P122,</s>,provisional_position_alignment_only
M-119,2646.1,M-119A,R/L,10,0,1,initial,151,P001,<s>,337,<s>,P309,provisional_position_alignment_only
M-119,2646.1,M-119A,R/L,10,1,2,medial,337,P309,151,484,P001,P195,provisional_position_alignment_only
M-119,2646.1,M-119A,R/L,10,2,3,medial,484,P195,337,002,P309,P122,provisional_position_alignment_only
M-119,2646.1,M-119A,R/L,10,3,4,medial,002,P122,484,390,P195,P086,provisional_position_alignment_only
M-119,2646.1,M-119A,R/L,10,4,5,medial,390,P086,002,125,P122,P035,provisional_position_alignment_only
M-119,2646.1,M-119A,R/L,10,5,6,medial,125,P035,390,632,P086,P270,provisional_position_alignment_only
M-119,2646.1,M-119A,R/L,10,6,7,medial,632,P270,125,032,P035,P145,provisional_position_alignment_only
M-119,2646.1,M-119A,R/L,10,7,8,medial,032,P145,632,900,P270,P154,provisional_position_alignment_only
M-119,2646.1,M-119A,R/L,10,8,9,medial,900,P154,032,563,P145,P230,provisional_position_alignment_only
M-119,2646.1,M-119A,R/L,10,9,10,terminal,563,P230,900,</s>,P154,</s>,provisional_position_alignment_only
M-121,2648.1,M-121A,R/L,5,0,1,initial,740,P324,<s>,900,<s>,P154,provisional_position_alignment_only
M-121,2648.1,M-121A,R/L,5,1,2,medial,900,P154,740,790,P324,P355,provisional_position_alignment_only
M-121,2648.1,M-121A,R/L,5,2,3,medial,790,P355,900,233,P154,P058,provisional_position_alignment_only
M-121,2648.1,M-121A,R/L,5,3,4,medial,233,P058,790,798,P355,P075,provisional_position_alignment_only
