id,cisi,site,type,symbol,shape,class,material,condition,text_length,text,prefix_last1,prefix_last2,tail_after_002_861,tail_len,tail_terminal,register_key,source_status
2228.1,M-1697,Mohenjo-daro,SEAL:S,Bull1:W,square,IM,Steatite,Good,4,+390-003-002-861+,003,390 003,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:W|square,source_pending_or_not_checked
2240.1,M-1674,Mohenjo-daro,SEAL:S,Bull1:J,square,LP,Steatite,Good,7,+090-740-222-231-002-861-683+,231,222 231,683,1,true,Mohenjo-daro|SEAL:S|Bull1:J|square,source_pending_or_not_checked
2251.1,M-1704,Mohenjo-daro,SEAL:S,Bull1:W,square,IT,Steatite,Good,5,+740-760-605-002-861+,605,760 605,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:W|square,source_pending_or_not_checked
2256.1,M-1753,Mohenjo-daro,SEAL:S,Bull1:L,square,SP,Steatite,Good,6,+740-760-519-240-002-861+,240,519 240,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:L|square,source_pending_or_not_checked
2276.1,M-1726,Mohenjo-daro,SEAL:S,Bull1:W,square,SP,Steatite,Good,6,+740-615-495-240-002-861+,240,495 240,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:W|square,source_pending_or_not_checked
2277.1,M-1990,Mohenjo-daro,SEAL,None,rectangular,LP,Steatite,Poor,7,+740-760-440-240-220-002-861+,220,240 220,<END>,0,true,Mohenjo-daro|SEAL|None|rectangular,source_pending_or_not_checked
2313.1,M-1763,Mohenjo-daro,SEAL:S,Bull1:W,square,LP,Faience,Fair,8,+416-001-565-740-220-032-002-861+,032,220 032,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:W|square,source_pending_or_not_checked
2318.1,M-2089,Mohenjo-daro,ROD,None,-,SC,Ivory,Poor,3,+002-861-096+,<START>,<START>,096,1,true,Mohenjo-daro|ROD|None|-,source_pending_or_not_checked
2323.1,M-1755,Mohenjo-daro,SEAL:S,Bull1:L,square,IT,Steatite,Fair,4,+740-176-002-861+,176,740 176,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:L|square,source_pending_or_not_checked
2342.1,M-1661,Mohenjo-daro,SEAL:S,Bull1:W,square,LP,Steatite,Good,9,+520-070-219-002-861-032-520-919-140+,219,070 219,032 520 919 140,4,true,Mohenjo-daro|SEAL:S|Bull1:W|square,source_pending_or_not_checked
2350.1,M-1899,Mohenjo-daro,SEAL:S,Zebu,square,IC,Steatite,Good,4,+924-132-002-861+,132,924 132,<END>,0,true,Mohenjo-daro|SEAL:S|Zebu|square,source_pending_or_not_checked
2357.3,M-1928,Mohenjo-daro,SEAL:S,Buff,square,??,Steatite,Fair,5,+000-233-220-002-861+,220,233 220,<END>,0,true,Mohenjo-daro|SEAL:S|Buff|square,source_pending_or_not_checked
2376.1,M-1842,Mohenjo-daro,SEAL:S,Bull1,square,??,Steatite,Poor,5,+520-000-235-002-861+,235,000 235,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1|square,source_pending_or_not_checked
2388.1,-,Mohenjo-daro,SEAL:S,Bull1:S,square,SP,Steatite,Fair,5,+740-637-240-002-861+,240,637 240,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:S|square,source_pending_or_not_checked
2389.1,M-1681,Mohenjo-daro,SEAL:S,Bull1:W,square,MS,Steatite,Good,8,+520-072-233-740-798-002-861-832+,798,740 798,832,1,true,Mohenjo-daro|SEAL:S|Bull1:W|square,source_pending_or_not_checked
2422.1,M-1954,Mohenjo-daro,SEAL:R,None,rectangular,LP,Steatite,Fair,12,+740-407-590-031-752-033-705-220-415-798-002-861+,798,415 798,<END>,0,true,Mohenjo-daro|SEAL:R|None|rectangular,source_pending_target
2450.1,M-1750,Mohenjo-daro,SEAL:S,Bull1:W,square,IM,Steatite,Fair,4,+390-004-002-861+,004,390 004,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:W|square,source_pending_or_not_checked
2509.1,M-1833,Mohenjo-daro,SEAL:S,Bull1:S,square,IM,Steatite,Fair,4,+390-015-002-861+,015,390 015,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:S|square,source_pending_or_not_checked
2536.1,M-7,Mohenjo-daro,SEAL:S,Bull1:W,square,LP,Steatite,Good,9,+407-845-140-740-101-923-240-002-861+,240,923 240,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:W|square,source_pending_or_not_checked
2543.1,M-15,Mohenjo-daro,SEAL:S,Bull1:W,square,IT,Steatite,Good,5,+090-740-176-002-861+,176,740 176,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:W|square,source_visible
2548.1,M-20,Mohenjo-daro,SEAL:S,Bull1:W,square,LC,Steatite,Good,7,+390-005-002-861-036-460-513+,005,390 005,036 460 513,3,true,Mohenjo-daro|SEAL:S|Bull1:W|square,source_pending_or_not_checked
2549.1,M-21,Mohenjo-daro,SEAL:S,Bull1:W,square,LP,Steatite,Good,8,+350-001-740-362-692-032-002-861+,032,692 032,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:W|square,source_pending_or_not_checked
2556.1,M-28,Mohenjo-daro,SEAL:S,Bull1:W,square,LP,Steatite,Good,8,+892-374-740-760-840-416-002-861+,416,840 416,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:W|square,source_pending_or_not_checked
2575.1,M-47,Mohenjo-daro,SEAL:S,Bull1:J,square,SP,Steatite,Poor,5,+740-760-235-002-861+,235,760 235,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:J|square,source_pending_or_not_checked
2600.1,M-72,Mohenjo-daro,SEAL:S,Bull1:V,square,LP,Steatite,Poor,7,+740-255-705-140-003-002-861+,003,140 003,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:V|square,source_pending_or_not_checked
2604.1,M-77,Mohenjo-daro,SEAL:S,Bull1:W,square,SC,Steatite,Good,5,+832-390-803-002-861+,803,390 803,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:W|square,source_visible
2618.1,M-91,Mohenjo-daro,SEAL:S,Bull1:S,square,LP,Steatite,Good,9,+740-100-798-220-032-002-861-255-416+,032,220 032,255 416,2,true,Mohenjo-daro|SEAL:S|Bull1:S|square,source_pending_or_not_checked
2627.1,M-100,Mohenjo-daro,SEAL:S,Bull1:S,square,IT,Steatite,Good,6,+090-740-255-705-002-861+,705,255 705,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:S|square,source_pending_or_not_checked
2645.1,M-118,Mohenjo-daro,SEAL:S,Bull1:W,square,LP,Steatite,Fair,8,+740-772-033-705-233-803-002-861+,803,233 803,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:W|square,source_visible
2669.1,M-142,Mohenjo-daro,SEAL:S,Bull1:J,square,SP,Steatite,Good,4,+136-140-002-861+,140,136 140,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:J|square,source_pending_or_not_checked
2679.1,M-152,Mohenjo-daro,SEAL:S,Bull1:J,square,IT,Steatite,Good,4,+740-772-002-861+,772,740 772,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:J|square,source_pending_or_not_checked
2691.1,M-166,Mohenjo-daro,SEAL:S,Bull1:I,square,SP,Steatite,Poor,6,+390-844-240-806-002-861+,806,240 806,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:I|square,source_pending_or_not_checked
2724.1,M-199,Mohenjo-daro,SEAL:S,Bull1:S,square,LP,Steatite,Fair,7,+090-740-100-415-240-002-861+,240,415 240,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:S|square,source_pending_or_not_checked
2763.1,M-240,Mohenjo-daro,SEAL:S,Gaur,square,LP,Steatite,Good,7,+520-240-220-032-002-861-603+,032,220 032,603,1,true,Mohenjo-daro|SEAL:S|Gaur|square,source_pending_or_not_checked
2806.1,M-285,Mohenjo-daro,SEAL:S,Elep,square,SP,Steatite,Fine,5,+504-350-240-002-861+,240,350 240,<END>,0,true,Mohenjo-daro|SEAL:S|Elep|square,source_pending_or_not_checked
2834.1,M-316,Mohenjo-daro,SEAL:S,None,square,SC,Steatite,Poor,5,+367-390-710-002-861+,710,390 710,<END>,0,true,Mohenjo-daro|SEAL:S|None|square,source_pending_or_not_checked
2845.1,M-327,Mohenjo-daro,SEAL:S,Bull1:J,square,IT,Steatite,Good,4,+740-519-002-861+,519,740 519,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:J|square,source_pending_or_not_checked
2847.1,M-329,Mohenjo-daro,SEAL:S,None,square,SS,Steatite,Fair,3,+002-861-698+,<START>,<START>,698,1,true,Mohenjo-daro|SEAL:S|None|square,source_pending_or_not_checked
2848.1,M-330,Mohenjo-daro,SEAL:S,None,square,SS,Steatite,Fair,3,+002-861-698+,<START>,<START>,698,1,true,Mohenjo-daro|SEAL:S|None|square,source_pending_or_not_checked
2851.1,M-355,Mohenjo-daro,SEAL:R,None,cuboid-convex,LP,Steatite,Good,13,+740-877-032-033-705-231-235-002-861-360-520-919-140+,235,231 235,360 520 919 140,4,true,Mohenjo-daro|SEAL:R|None|cuboid-convex,source_visible
2872.1,M-376,Mohenjo-daro,SEAL:R,None,cuboid-convex,IT,Steatite,Fair,7,+740-100-176-002-861-533-717+,176,100 176,533 717,2,true,Mohenjo-daro|SEAL:R|None|cuboid-convex,source_visible
2887.1,M-391,Mohenjo-daro,SEAL:R,None,cuboid-convex,LP,-,Good,12,+405-845-686-740-793-003-233-805-002-861-533-717+,805,233 805,533 717,2,true,Mohenjo-daro|SEAL:R|None|cuboid-convex,source_visible
2938.1,M-453,Mohenjo-daro,TAB:B,Scene,rectangular,SP,Faience,Fair,6,+740-032-840-220-002-861+,220,840 220,<END>,0,true,Mohenjo-daro|TAB:B|Scene|rectangular,source_pending_or_not_checked
3080.1,M-629,Mohenjo-daro,SEAL:S,Bull1:W,square,LP,-,Fine,7,+679-740-176-240-798-002-861+,798,240 798,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:W|square,source_pending_or_not_checked
3096.1,M-653,Mohenjo-daro,SEAL:S,Bull1:W,square,SP,Steatite,Poor,5,+679-740-235-002-861+,235,740 235,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:W|square,source_pending_or_not_checked
3115.1,M-677,Mohenjo-daro,SEAL:S,Bull1:L,square,LP,-,Fair,11,+740-923-070-032-033-706-231-242-002-861-901+,242,231 242,901,1,true,Mohenjo-daro|SEAL:S|Bull1:L|square,source_pending_or_not_checked
3133.1,M-706,Mohenjo-daro,SEAL:S,Bull1:W,square,SP,Steatite,Poor,6,+740-773-240-002-861-031+,240,773 240,031,1,true,Mohenjo-daro|SEAL:S|Bull1:W|square,source_pending_or_not_checked
3137.1,M-712,Mohenjo-daro,SEAL:S,Bull1:W,square,IM,Steatite,Poor,4,+390-003-002-861+,003,390 003,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:W|square,source_pending_or_not_checked
3139.1,M-714,Mohenjo-daro,SEAL:S,Bull1:W,square,LP,Steatite,Fair,11,+740-585-017-033-705-233-798-803-002-861-603+,803,798 803,603,1,true,Mohenjo-daro|SEAL:S|Bull1:W|square,source_pending_or_not_checked
3142.1,M-717,Mohenjo-daro,SEAL:S,Bull1:J,square,IT,Steatite,Good,5,+740-142-061-002-861+,061,142 061,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:J|square,source_pending_or_not_checked
3147.1,M-723,Mohenjo-daro,SEAL:S,Bull1,square,LP,Steatite,Fair,8,+740-460-510-235-220-032-002-861+,032,220 032,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1|square,source_visible
3148.1,M-724,Mohenjo-daro,SEAL:S,Bull1:J,square,IM,-,Good,5,+390-721-790-002-861+,790,721 790,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:J|square,source_pending_or_not_checked
3195.1,M-781,Mohenjo-daro,SEAL:S,Bull1:S,square,IT,Steatite,Fair,5,+520-033-706-002-861+,706,033 706,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:S|square,source_pending_or_not_checked
3197.1,M-783,Mohenjo-daro,SEAL:S,Bull1:S,square,IT,Steatite,Good,4,+151-061-002-861+,061,151 061,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:S|square,source_pending_or_not_checked
3199.1,M-785,Mohenjo-daro,SEAL:S,Bull1:S,square,IT,Steatite,Poor,5,+740-255-705-002-861+,705,255 705,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:S|square,source_pending_or_not_checked
3207.1,M-793,Mohenjo-daro,SEAL:S,Bull1:W,square,LP,-,Poor,7,+740-388-235-240-798-002-861+,798,240 798,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:W|square,source_pending_or_not_checked
3208.1,M-794,Mohenjo-daro,SEAL:S,Bull1:S,square,SP,Steatite,Good,4,+804-231-002-861+,231,804 231,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:S|square,source_pending_or_not_checked
3226.1,M-813,Mohenjo-daro,SEAL:S,Bull1:S,square,IT,-,Good,5,+161-390-590-002-861+,590,390 590,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:S|square,source_pending_or_not_checked
3228.1,M-815,Mohenjo-daro,SEAL:S,Bull1:W,square,SP,Faience,Good,6,+520-070-233-798-002-861+,798,233 798,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:W|square,source_pending_or_not_checked
3246.1,M-834,Mohenjo-daro,SEAL:S,Bull1:J,square,IT,Faience,Good,6,+151-390-590-900-002-861+,900,590 900,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:J|square,source_pending_or_not_checked
3262.1,M-850,Mohenjo-daro,SEAL:S,Bull1:L,square,IT,Steatite,Fair,5,+740-100-415-002-861+,415,100 415,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:L|square,source_pending_or_not_checked
3279.1,M-869,Mohenjo-daro,SEAL:S,Bull1:S,square,IT,-,Poor,5,+740-100-415-002-861+,415,100 415,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:S|square,source_pending_or_not_checked
3306.1,M-901,Mohenjo-daro,SEAL:S,Bull1,square,SP,Steatite,Poor,4,+090-125-002-861+,125,090 125,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1|square,source_pending_or_not_checked
3315.1,M-918,Mohenjo-daro,SEAL:S,Bull1,square,IM,-,Poor,4,+390-869-002-861+,869,390 869,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1|square,source_pending_or_not_checked
3329.1,M-934,Mohenjo-daro,SEAL:S,Bull1:W,square,SP,Steatite,Good,5,+526-555-235-002-861+,235,555 235,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:W|square,source_pending_or_not_checked
3336.1,M-941,Mohenjo-daro,SEAL:S,Bull1:S,square,??,Steatite,Good,6,+000-642-240-031-002-861+,031,240 031,<END>,0,true,Mohenjo-daro|SEAL:S|Bull1:S|square,source_pending_or_not_checked
3421.1,M-1044,Mohenjo-daro,SEAL:S,Bull,square,SP,Steatite,Poor,5,+520-220-032-002-861+,032,220 032,<END>,0,true,Mohenjo-daro|SEAL:S|Bull|square,source_visible
3437.1,M-1063,Mohenjo-daro,SEAL:S,-,square,IM,Steatite,Poor,4,+407-004-002-861+,004,407 004,<END>,0,true,Mohenjo-daro|SEAL:S|-|square,source_pending_or_not_checked
3486.1,M-1115,Mohenjo-daro,SEAL:S,Zebu,square,SP,Steatite,Poor,5,+740-335-233-002-861+,233,335 233,<END>,0,true,Mohenjo-daro|SEAL:S|Zebu|square,source_pending_or_not_checked
3509.1,M-1148,Mohenjo-daro,SEAL:S,Elep,square,SP,Steatite,Good,4,+520-220-002-861+,220,520 220,<END>,0,true,Mohenjo-daro|SEAL:S|Elep|square,source_pending_or_not_checked
3513.1,M-1152,Mohenjo-daro,SEAL:S,Elep,square,SP,Steatite,Good,6,+740-032-840-235-002-861+,235,840 235,<END>,0,true,Mohenjo-daro|SEAL:S|Elep|square,source_pending_or_not_checked
3520.1,M-1160,Mohenjo-daro,SEAL:S,Elep,square,??,Steatite,Fair,5,+000-136-031-002-861+,031,136 031,<END>,0,true,Mohenjo-daro|SEAL:S|Elep|square,source_pending_or_not_checked
3521.1,M-1161,Mohenjo-daro,SEAL:S,Elep,square,SP,Steatite,Good,5,+520-233-031-002-861+,031,233 031,<END>,0,true,Mohenjo-daro|SEAL:S|Elep|square,source_pending_or_not_checked
3556.2,M-1206,Mohenjo-daro,SEAL:S,Gaur,square,IT,Steatite,Good,6,+740-690-435-255-002-861+,255,435 255,<END>,0,true,Mohenjo-daro|SEAL:S|Gaur|square,source_pending_or_not_checked
3574.1,M-1267,Mohenjo-daro,SEAL:R,None,rectangular,IT,Steatite,Poor,7,+416-001-740-720-175-002-861+,175,720 175,<END>,0,true,Mohenjo-daro|SEAL:R|None|rectangular,source_visible
