checked_date,object,id,site,type,shape,material,symbol,cult,prev_before_002,head_after_002,x_after_head,x_is_125,x_continuing,x_terminal,tail_after_x,scope_cell,text
2026-05-31,H-55,1114.1,Harappa,SEAL:S,square,Steatite,Bull1:X,SAF,004,861,125,True,False,True,<END>,Harappa|SEAL:S|square|Steatite,+390-004-002-861-125+
2026-05-31,H-74,1132.1,Harappa,SEAL:S,square,Steatite,Bull1:J,RAN,,610,125,True,True,False,032,Harappa|SEAL:S|square|Steatite,+002-610-125-032+
2026-05-31,M-1692,2226.1,Mohenjo-daro,SEAL:S,square,Steatite,Bull1:L,SAN,617,190,125,True,True,False,632 032,Mohenjo-daro|SEAL:S|square|Steatite,+390-600-617-002-190-125-632-032+
2026-05-31,M-1665,2473.1,Mohenjo-daro,SEAL:S,square,Steatite,Bull1:W,SAN,240,610,125,True,True,False,032,Mohenjo-daro|SEAL:S|square|Steatite,+520-033-705-233-240-002-610-125-032+
2026-05-31,M-38,2566.1,Mohenjo-daro,SEAL:S,square,Steatite,Bull1:J,SAN,235,390,125,True,True,False,632 032,Mohenjo-daro|SEAL:S|square|Steatite,+740-690-435-255-220-032-240-235-002-390-125-632-032+
2026-05-31,M-41,2569.1,Mohenjo-daro,SEAL:S,square,Steatite,Bull1:W,SAN,235,405,125,True,True,False,820,Mohenjo-daro|SEAL:S|square|Steatite,+740-636-240-233-235-002-405-125-820+
2026-05-31,M-119,2646.1,Mohenjo-daro,SEAL:S,square,Steatite,Bull1:S,SAN,484,390,125,True,True,False,632 032 900 563,Mohenjo-daro|SEAL:S|square|Steatite,+151-337-484-002-390-125-632-032-900-563+
2026-05-31,M-354,2850.1,Mohenjo-daro,SEAL:R,cuboid-convex,Steatite,None,None,236,906,125,True,False,True,<END>,Mohenjo-daro|SEAL:R|cuboid-convex|Steatite,+740-729-407-845-236-002-906-125+
2026-05-31,M-735,3159.1,Mohenjo-daro,SEAL:S,square,Steatite,Bull1:U,HAF,235,390,125,True,True,False,195,Mohenjo-daro|SEAL:S|square|Steatite,+740-760-235-002-390-125-195+
2026-05-31,Sktd-1,3875.1,Surkotada,SEAL:S,square,-,Bull1,RAN,004,390,125,True,True,False,820,Surkotada|SEAL:S|square|-,+390-004-002-390-125-820+
2026-05-31,M-2055,4030.1,Mohenjo-daro,TAB:C,rectangular,Copper,None,None,,407,125,True,True,False,590 831,Mohenjo-daro|TAB:C|rectangular|Copper,+002-407-125-590-831+
