"id","cisi","type","site","side_index","sides","direction","token_count","text","token_string","orientation_class","companion","order","unordered_pair","interpretation_status"
"250.2","H-1166","TAB:I","Harappa","2","2","R/L","2","+167-705+","167;705","non_700_short_mark","","","167-705","orientation_audit_only_no_reading"
"218.2","H-1177","TAB:I","Harappa","2","2","R/L","2","+033-720+","033;720","non_700_short_mark","","","033-720","orientation_audit_only_no_reading"
"4031.2","H-1178","TAB:I","Harappa","2","2","R/L","2","+700-125+","700;125","two_token_700_companion","125","700_first","125-700","orientation_audit_only_no_reading"
"295.2","H-1187","TAB:I","Harappa","2","2","R/L","2","+740-924+","740;924","non_700_short_mark","","","740-924","orientation_audit_only_no_reading"
"268.1","H-1188","TAB:I","Harappa","1","2","R/L","2","+700-033+","700;033","two_token_700_companion","033","700_first","033-700","orientation_audit_only_no_reading"
"162.2","H-1189","TAB:I","Harappa","2","2","R/L","2","+033-255+","033;255","non_700_short_mark","","","033-255","orientation_audit_only_no_reading"
"4059.2","H-1198","TAB:I","Harappa","2","2","R/L","2","+700-033+","700;033","two_token_700_companion","033","700_first","033-700","orientation_audit_only_no_reading"
"4066.2","H-1270","TAB:I","Harappa","2","2","R/L","2","+700-033+","700;033","two_token_700_companion","033","700_first","033-700","orientation_audit_only_no_reading"
"265.2","H-1273","TAB:I","Harappa","2","2","R/L","2","+700-034+","700;034","two_token_700_companion","034","700_first","034-700","orientation_audit_only_no_reading"
"4068.1","H-1281","TAB:I","Harappa","1","2","R/L","2","+700-032+","700;032","two_token_700_companion","032","700_first","032-700","orientation_audit_only_no_reading"
"4069.2","H-1284","TAB:I","Harappa","2","2","L/R","2","+700-034+","700;034","two_token_700_companion","034","700_first","034-700","orientation_audit_only_no_reading"
"264.2","H-1287","TAB:I","Harappa","2","2","R/L","2","+700-033+","700;033","two_token_700_companion","033","700_first","033-700","orientation_audit_only_no_reading"
"1061.2","H-1294","TAB:I","Harappa","2","2","R/L","2","+700-032+","700;032","two_token_700_companion","032","700_first","032-700","orientation_audit_only_no_reading"
"4074.2","H-1295","TAB:I","Harappa","2","2","R/L","2","+700-033+","700;033","two_token_700_companion","033","700_first","033-700","orientation_audit_only_no_reading"
"4073.2","H-1302","TAB:I","Harappa","2","2","R/L","2","+700-033+","700;033","two_token_700_companion","033","700_first","033-700","orientation_audit_only_no_reading"
"4077.2","H-1303","TAB:I","Harappa","2","2","R/L","2","+700-033+","700;033","two_token_700_companion","033","700_first","033-700","orientation_audit_only_no_reading"
"5470.2","H-1304","TAB:I","Harappa","2","2","R/L","2","+700-033+","700;033","two_token_700_companion","033","700_first","033-700","orientation_audit_only_no_reading"
"1058.2","H-1308","TAB:I","Harappa","2","2","L/R","2","+700-033+","700;033","two_token_700_companion","033","700_first","033-700","orientation_audit_only_no_reading"
