id,cisi,site,type,symbol,shape,cross_section,material,condition,direction,class,area_section,block_house,room_grid,excavation_idno,period,phase,depth,horizontal_mm,vertical_mm,thickness_mm,text,text_length,prefix,prefix_len,prefix_last1,prefix_last2,prefix_last3,tail,tail_len,tail_bucket,register_key,broad_register_key,no_icon_sealr,mohenjo_seals_square,terminal_after_tail,template_key,source_kind,source_status,source_quality,source_route,source_note,source_limit,source_leaf,printed_page,route_status,display_image,same_last2_bare_count,same_last1_bare_count,same_register_bare_count,same_broad_register_bare_count,line_width_px,pre_tail_width_px,tail_width_px,tail_start_share_of_line,tail_width_share_of_line,layout_status,layout_observation
2240.1,M-1674,Mohenjo-daro,SEAL:S,Bull1:J,square,-,Steatite,Good,R/L,LP,DKG. (N),17III,23-,DK1171368,Late,II,-5.2 ft,52.6,52.6,12.7,+090-740-222-231-002-861-683+,7,090 740 222 231,4,231,222 231,740 222 231,683,1,other_post861_tail,Mohenjo-daro|SEAL:S|Bull1:J|square,Mohenjo-daro|SEAL:S|Bull1:J,False,True,True,+090-740-222-231-002-861-TAIL+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,0,1,7,7,,,,,,,
2251.1,M-1704,Mohenjo-daro,SEAL:S,Bull1:W,square,-,Steatite,Good,R/L,IT,DKG. (N),19-,7-,DK12418051,Late,I,-4.7 ft,33,33,9.1,+740-760-605-002-861+,5,740 760 605,3,605,760 605,740 760 605,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:W|square,Mohenjo-daro|SEAL:S|Bull1:W,False,True,True,+740-760-605-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,1,17,17,,,,,,,
2256.1,M-1753,Mohenjo-daro,SEAL:S,Bull1:L,square,-,Steatite,Good,R/L,SP,DKG. (S),8A-,41-,DK12967224,Late,III,-8.4 ft,25.9,25.1,7.4,+740-760-519-240-002-861+,6,740 760 519 240,4,240,519 240,760 519 240,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:L|square,Mohenjo-daro|SEAL:S|Bull1:L,False,True,True,+740-760-519-240-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,14,3,3,,,,,,,
2276.1,M-1726,Mohenjo-daro,SEAL:S,Bull1:W,square,-,Steatite,Good,R/L,SP,DKG. (S),7II,87-,DK347279,Late,II,-5.6 ft,26.7,26.7,8.6,+740-615-495-240-002-861+,6,740 615 495 240,4,240,495 240,615 495 240,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:W|square,Mohenjo-daro|SEAL:S|Bull1:W,False,True,True,+740-615-495-240-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,14,17,17,,,,,,,
2277.1,M-1990,Mohenjo-daro,SEAL,None,rectangular,-,Steatite,Poor,L/R,LP,DKG. (S),1VI,52-,DK3473327,Intermediate,I,-10.7 ft,19.8,11.7,5.1,+740-760-440-240-220-002-861+,7,740 760 440 240 220,5,220,240 220,440 240 220,<END>,0,bare_closure,Mohenjo-daro|SEAL|None|rectangular,Mohenjo-daro|SEAL|None,False,False,True,+740-760-440-240-220-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,4,1,2,,,,,,,
2313.1,M-1763,Mohenjo-daro,SEAL:S,Bull1:W,square,-,Faience,Fair,R/L,LP,DKG. (S),1I,74-,DK5636552,Intermediate,III,-16.5 ft,23.1,22.9,7.1,+416-001-565-740-220-032-002-861+,8,416 001 565 740 220 032,6,032,220 032,740 220 032,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:W|square,Mohenjo-daro|SEAL:S|Bull1:W,False,True,True,+416-001-565-740-220-032-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,5,8,17,17,,,,,,,
2318.1,M-2089,Mohenjo-daro,ROD,None,-,-,Ivory,Poor,L/R,SC,DKG. (S),1II,9-,DK5672437,Intermediate,II,-13.1 ft,99.1,0,0,+002-861-096+,3,,0,<START>,<START>,<START>,096,1,other_post861_tail,Mohenjo-daro|ROD|None|-,Mohenjo-daro|ROD|None,False,False,True,+002-861-TAIL+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,0,0,1,1,,,,,,,
2323.1,M-1755,Mohenjo-daro,SEAL:S,Bull1:L,square,-,Steatite,Fair,R/L,IT,DKG. (S),12V,92-,DK5891580,Intermediate,III,-17.4 ft,24.4,24.1,5.8,+740-176-002-861+,4,740 176,2,176,740 176,740 176,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:L|square,Mohenjo-daro|SEAL:S|Bull1:L,False,True,True,+740-176-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,3,4,3,3,,,,,,,
2342.1,M-1661,Mohenjo-daro,SEAL:S,Bull1:W,square,-,Steatite,Good,R/L,LP,DKG. (S),7I,15-,DK6791436,Intermediate,II,-13.1 ft,43.7,42.4,12.4,+520-070-219-002-861-032-520-919-140+,9,520 070 219,3,219,070 219,520 070 219,032 520 919 140,4,other_post861_tail,Mohenjo-daro|SEAL:S|Bull1:W|square,Mohenjo-daro|SEAL:S|Bull1:W,False,True,True,+520-070-219-002-861-TAIL+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,0,0,17,17,,,,,,,
2350.1,M-1899,Mohenjo-daro,SEAL:S,Zebu,square,-,Steatite,Good,R/L,IC,DKG. (S),Long Lane10/12,--,DK7040677,Early,I,-23.6 ft,28.7,27.9,6.4,+924-132-002-861+,4,924 132,2,132,924 132,924 132,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Zebu|square,Mohenjo-daro|SEAL:S|Zebu,False,True,True,+924-132-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,1,2,2,,,,,,,
2357.3,M-1928,Mohenjo-daro,SEAL:S,Buff,square,-,Steatite,Fair,L/R,??,DKG. (S),2IV,22-,DK7372587,Intermediate,III,-17.6 ft,33.5,33.5,9.9,+000-233-220-002-861+,5,000 233 220,3,220,233 220,000 233 220,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Buff|square,Mohenjo-daro|SEAL:S|Buff,False,True,True,+000-233-220-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,4,1,1,,,,,,,
2376.1,M-1842,Mohenjo-daro,SEAL:S,Bull1,square,-,Steatite,Poor,R/L,??,DKG. (S),7IX,31-,DK8023523,Intermediate,II,-15.5 ft,18,18,5.1,+520-000-235-002-861+,5,520 000 235,3,235,000 235,520 000 235,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1|square,Mohenjo-daro|SEAL:S|Bull1,False,True,True,+520-000-235-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,7,4,4,,,,,,,
2388.1,-,Mohenjo-daro,SEAL:S,Bull1:S,square,-,Steatite,Fair,R/L,SP,DKG,First Street-,7-,DK8236618,Intermediate,III,-18.6 ft,21.8,21.8,6.4,+740-637-240-002-861+,5,740 637 240,3,240,637 240,740 637 240,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:S|square,Mohenjo-daro|SEAL:S|Bull1:S,False,True,True,+740-637-240-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,14,11,11,,,,,,,
2389.1,M-1681,Mohenjo-daro,SEAL:S,Bull1:W,square,-,Steatite,Good,R/L,MS,DKG. (S),7III,43-,DK8242539,Intermediate,III,-16.1 ft,33.3,33.3,8.9,+520-072-233-740-798-002-861-832+,8,520 072 233 740 798,5,798,740 798,233 740 798,832,1,other_post861_tail,Mohenjo-daro|SEAL:S|Bull1:W|square,Mohenjo-daro|SEAL:S|Bull1:W,False,True,True,+520-072-233-740-798-002-861-TAIL+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,0,6,17,17,,,,,,,
2422.1,M-1954,Mohenjo-daro,SEAL:R,None,rectangular,-,Steatite,Fair,R/L,LP,DKE,Trench E-,-1090/1980,DK-E 2475429,-,-,-9.0 ft,41.9,15.2,0,+740-407-590-031-752-033-705-220-415-798-002-861+,12,740 407 590 031 752 033 705 220 415 798,10,798,415 798,220 415 798,<END>,0,bare_closure,Mohenjo-daro|SEAL:R|None|rectangular,Mohenjo-daro|SEAL:R|None,True,False,True,+740-407-590-031-752-033-705-220-415-798-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,source_pending_public_dark,,2,6,3,3,,,,,,,
2450.1,M-1750,Mohenjo-daro,SEAL:S,Bull1:W,square,-,Steatite,Fair,R/L,IM,HR-,Main street W.-,--,HR 3506246,-,-,-3.0 ft,25.4,25.4,0,+390-004-002-861+,4,390 004,2,004,390 004,390 004,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:W|square,Mohenjo-daro|SEAL:S|Bull1:W,False,True,True,+390-004-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,4,17,17,,,,,,,
2509.1,M-1833,Mohenjo-daro,SEAL:S,Bull1:S,square,-,Steatite,Fair,R/L,IM,VSA,7XXXIII,229 Z/10,VS 1666157,-,-,-3.5 ft,25.4,25.4,0,+390-015-002-861+,4,390 015,2,015,390 015,390 015,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:S|square,Mohenjo-daro|SEAL:S|Bull1:S,False,True,True,+390-015-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,1,11,11,,,,,,,
2536.1,M-7,Mohenjo-daro,SEAL:S,Bull1:W,square,-,Steatite,Good,R/L,LP,DKC,12-,141623/0467,DK-C 194011,-,-,-5.0 ft,57.2,57.2,0,+407-845-140-740-101-923-240-002-861+,9,407 845 140 740 101 923 240,7,240,923 240,101 923 240,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:W|square,Mohenjo-daro|SEAL:S|Bull1:W,False,True,True,+407-845-140-740-101-923-240-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,14,17,17,,,,,,,
2543.1,M-15,Mohenjo-daro,SEAL:S,Bull1:W,square,-,Steatite,Good,R/L,IT,DKG. (S),10III,56-,DK5371177,Late,III,-7.7 ft,33.5,35.1,10.2,+090-740-176-002-861+,5,090 740 176,3,176,740 176,090 740 176,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:W|square,Mohenjo-daro|SEAL:S|Bull1:W,False,True,True,+090-740-176-002-861+,bare_edge_control,bare_terminal_edge_visible,control,"A-side crop gives a same-line top signband; icon heading differs from local symbol, so it is used for line/edge behavior only.","A-side crop gives a same-line top signband; icon heading differs from local symbol, so it is used for line/edge behavior only.","bare-edge control, not same-line tail attachment evidence",,,,C:\Users\Acer\OneDrive\Documents\ivc\tmp\032_002_861_bare_edge_source_controls\M15_bare_edge_overlay.png,3,4,17,17,,,,,,,
2548.1,M-20,Mohenjo-daro,SEAL:S,Bull1:W,square,-,Steatite,Good,R/L,LC,VSA,1VI,50-,VS 3594054,-,-,-5.0 ft,35.6,35.6,0,+390-005-002-861-036-460-513+,7,390 005,2,005,390 005,390 005,036 460 513,3,other_post861_tail,Mohenjo-daro|SEAL:S|Bull1:W|square,Mohenjo-daro|SEAL:S|Bull1:W,False,True,True,+390-005-002-861-TAIL+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,0,0,17,17,,,,,,,
2549.1,M-21,Mohenjo-daro,SEAL:S,Bull1:W,square,-,Steatite,Good,R/L,LP,DKG. (S),9VIII,21-,DK7945103,Late,II,-6.1 ft,35.6,35.6,10.2,+350-001-740-362-692-032-002-861+,8,350 001 740 362 692 032,6,032,692 032,362 692 032,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:W|square,Mohenjo-daro|SEAL:S|Bull1:W,False,True,True,+350-001-740-362-692-032-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,8,17,17,,,,,,,
2556.1,M-28,Mohenjo-daro,SEAL:S,Bull1:W,square,-,Steatite,Good,R/L,LP,DKG. (S),9VIII,21-,DK8054178,Late,III,-7.5 ft,35.6,35.6,9.7,+892-374-740-760-840-416-002-861+,8,892 374 740 760 840 416,6,416,840 416,760 840 416,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:W|square,Mohenjo-daro|SEAL:S|Bull1:W,False,True,True,+892-374-740-760-840-416-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,2,17,17,,,,,,,
2575.1,M-47,Mohenjo-daro,SEAL:S,Bull1:J,square,-,Steatite,Poor,R/L,SP,DKE,Trench E-,-1010/1540,DK-E 829098,-,-,-3.0 ft,31.8,31.8,0,+740-760-235-002-861+,5,740 760 235,3,235,760 235,740 760 235,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:J|square,Mohenjo-daro|SEAL:S|Bull1:J,False,True,True,+740-760-235-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,7,7,7,,,,,,,
2600.1,M-72,Mohenjo-daro,SEAL:S,Bull1:V,square,-,Steatite,Poor,R/L,LP,DKG. (N),14II,8-,DK1103085,Late,II,-5.9 ft,31.8,31.8,6.5 - 14.7,+740-255-705-140-003-002-861+,7,740 255 705 140 003,5,003,140 003,705 140 003,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:V|square,Mohenjo-daro|SEAL:S|Bull1:V,False,True,True,+740-255-705-140-003-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,6,1,1,,,,,,,
2604.1,M-77,Mohenjo-daro,SEAL:S,Bull1:W,square,-,Steatite,Good,R/L,SC,DK-,--,--,DK-i 175,-,-,- -,26,26,0,+832-390-803-002-861+,5,832 390 803,3,803,390 803,832 390 803,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:W|square,Mohenjo-daro|SEAL:S|Bull1:W,False,True,True,+832-390-803-002-861+,bare_edge_control,bare_terminal_edge_visible,control,Existing M-77 packet gives a public CISI source signband for the 803-002-861 bare control.,Existing M-77 packet gives a public CISI source signband for the 803-002-861 bare control.,"bare-edge control, not same-line tail attachment evidence",,,,C:\Users\Acer\OneDrive\Documents\ivc\tmp\032_002_861_bare_edge_source_controls\M77_bare_edge_overlay.png,1,2,17,17,,,,,,,
2618.1,M-91,Mohenjo-daro,SEAL:S,Bull1:S,square,-,Steatite,Good,R/L,LP,DKG. (S),9VII,17-,DK6380429,Intermediate,I,-12.0 ft,24.9,23.9,7.6,+740-100-798-220-032-002-861-255-416+,9,740 100 798 220 032,5,032,220 032,798 220 032,255 416,2,singleton_255_416,Mohenjo-daro|SEAL:S|Bull1:S|square,Mohenjo-daro|SEAL:S|Bull1:S,False,True,True,+740-100-798-220-032-002-861-TAIL+,same_line_tail_attachment_candidate,same_line_singleton_candidate_present,low_medium,CISI India IA leaf n71 / printed p.36 / Mohenjo-daro 89-94 seals,One continuous signband is visible; the singleton terminal-side window remains attached to the same line under the previous order adjudication.,This is a singleton and the public crop is low resolution; it cannot carry a repeated-tail model by itself.,,,,C:\Users\Acer\OneDrive\Documents\ivc\tmp\032_002_861_source_token_attachment\M91_255_416_source_token_attachment_overlay.png,5,8,11,11,450,255,195,0.0,0.433,quantified_same_line_overlay,
2627.1,M-100,Mohenjo-daro,SEAL:S,Bull1:S,square,-,Steatite,Good,R/L,IT,DKE,Trench E-,-1003/0912,DK-E 470115,-,-,-3.0 ft,29.2,29.2,0,+090-740-255-705-002-861+,6,090 740 255 705,4,705,255 705,740 255 705,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:S|square,Mohenjo-daro|SEAL:S|Bull1:S,False,True,True,+090-740-255-705-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,2,3,11,11,,,,,,,
2645.1,M-118,Mohenjo-daro,SEAL:S,Bull1:W,square,-,Steatite,Fair,R/L,LP,VSA,Lane 2XXX,1330AA/09,VS 1779104,-,-,-5.0 ft,25.4,25.4,0,+740-772-033-705-233-803-002-861+,8,740 772 033 705 233 803,6,803,233 803,705 233 803,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:W|square,Mohenjo-daro|SEAL:S|Bull1:W,False,True,True,+740-772-033-705-233-803-002-861+,bare_edge_control,bare_terminal_edge_visible,control,Impression-side crop gives a source-visible 803-002-861 control in the same broad lane as M-714.,Impression-side crop gives a source-visible 803-002-861 control in the same broad lane as M-714.,"bare-edge control, not same-line tail attachment evidence",,,,C:\Users\Acer\OneDrive\Documents\ivc\tmp\032_002_861_bare_edge_source_controls\M118_bare_edge_overlay.png,1,2,17,17,,,,,,,
2669.1,M-142,Mohenjo-daro,SEAL:S,Bull1:J,square,-,Steatite,Good,R/L,SP,DKG. (S),12V,96-,DK8629630,Intermediate,III,-19.4 ft,24.1,24.1,7.6,+136-140-002-861+,4,136 140,2,140,136 140,136 140,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:J|square,Mohenjo-daro|SEAL:S|Bull1:J,False,True,True,+136-140-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,1,7,7,,,,,,,
2679.1,M-152,Mohenjo-daro,SEAL:S,Bull1:J,square,-,Steatite,Good,R/L,IT,DKG. (S),8III,47-,DK10948102,Late,II,-6.1 ft,28.7,28.7,8.4,+740-772-002-861+,4,740 772,2,772,740 772,740 772,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:J|square,Mohenjo-daro|SEAL:S|Bull1:J,False,True,True,+740-772-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,1,7,7,,,,,,,
2691.1,M-166,Mohenjo-daro,SEAL:S,Bull1:I,square,-,Steatite,Poor,R/L,SP,HR-,--,-37 V/05,HR 262080,-,-,-1.0 ft,27.9,27.9,0,+390-844-240-806-002-861+,6,390 844 240 806,4,806,240 806,844 240 806,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:I|square,Mohenjo-daro|SEAL:S|Bull1:I,False,True,True,+390-844-240-806-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,2,1,1,,,,,,,
2724.1,M-199,Mohenjo-daro,SEAL:S,Bull1:S,square,-,Steatite,Fair,R/L,LP,DKG,First Street-,1-,DK8494647,Intermediate,III,-20.3 ft,20.6,20.6,6.9,+090-740-100-415-240-002-861+,7,090 740 100 415 240,5,240,415 240,100 415 240,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:S|square,Mohenjo-daro|SEAL:S|Bull1:S,False,True,True,+090-740-100-415-240-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,14,11,11,,,,,,,
2763.1,M-240,Mohenjo-daro,SEAL:S,Gaur,square,-,Steatite,Good,R/L,LP,HRB,5XXIX,37-,HR 4098324,-,-,-6.0 ft,30.5,30.5,0,+520-240-220-032-002-861-603+,7,520 240 220 032,4,032,220 032,240 220 032,603,1,simple_603,Mohenjo-daro|SEAL:S|Gaur|square,Mohenjo-daro|SEAL:S|Gaur,False,True,True,+520-240-220-032-002-861-TAIL+,same_line_tail_attachment_candidate,same_line_candidate_present,medium,CISI India IA leaf n95 / printed p.60 / Mohenjo-daro 240-242 seals,The prior order window shows one seven-sign band; the terminal-side candidate is visually separated from the preceding window on the same row.,"The crop supports attachment/continuity, not exact sign identity or direction policy.",,,,C:\Users\Acer\OneDrive\Documents\ivc\tmp\032_002_861_source_token_attachment\M240_603_source_token_attachment_overlay.png,5,8,2,2,420,275,120,0.714,0.286,quantified_same_line_overlay,
2806.1,M-285,Mohenjo-daro,SEAL:S,Elep,square,-,Steatite,Fine,R/L,SP,VS-,--,--,VS 3450367,-,-,-3.5 ft,19.1,19.1,0,+504-350-240-002-861+,5,504 350 240,3,240,350 240,504 350 240,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Elep|square,Mohenjo-daro|SEAL:S|Elep,False,True,True,+504-350-240-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,14,5,5,,,,,,,
2834.1,M-316,Mohenjo-daro,SEAL:S,None,square,-,Steatite,Poor,L/R,SC,DKG. (S),1II,40-,DK8450408,Intermediate,I,-12.2 ft,20.3,20.3,7.1 - 16.1,+367-390-710-002-861+,5,367 390 710,3,710,390 710,367 390 710,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|None|square,Mohenjo-daro|SEAL:S|None,False,True,True,+367-390-710-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,1,1,1,,,,,,,
2845.1,M-327,Mohenjo-daro,SEAL:S,Bull1:J,square,-,Steatite,Good,R/L,IT,DKG. (S),3VI,47-,DK7374631,Intermediate,III,-19.4 ft,20.3,20.3,5.6 - 5.6,+740-519-002-861+,4,740 519,2,519,740 519,740 519,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:J|square,Mohenjo-daro|SEAL:S|Bull1:J,False,True,True,+740-519-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,1,7,7,,,,,,,
2847.1,M-329,Mohenjo-daro,SEAL:S,None,square,rectangular,Steatite,Fair,R/L,SS,DKC,--,--,DK-C 2631477,-,-,- -,15.2,15.2,3.5 - 3.5,+002-861-698+,3,,0,<START>,<START>,<START>,698,1,other_post861_tail,Mohenjo-daro|SEAL:S|None|square,Mohenjo-daro|SEAL:S|None,False,True,True,+002-861-TAIL+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,0,0,1,1,,,,,,,
2848.1,M-330,Mohenjo-daro,SEAL:S,None,square,rectangular,Steatite,Fair,R/L,SS,DKE,Trench E-,-1002/1430,DK-E 904475+476,-,-,-3.0 ft,17.8,17.8,3 - 3,+002-861-698+,3,,0,<START>,<START>,<START>,698,1,other_post861_tail,Mohenjo-daro|SEAL:S|None|square,Mohenjo-daro|SEAL:S|None,False,True,True,+002-861-TAIL+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,0,0,1,1,,,,,,,
2851.1,M-355,Mohenjo-daro,SEAL:R,None,cuboid-convex,plano-convex,Steatite,Good,R/L,LP,DKG. (S),1IV,61-,DK9134654,Early,I,-20.7 ft,55.1,15,10.2,+740-877-032-033-705-231-235-002-861-360-520-919-140+,13,740 877 032 033 705 231 235,7,235,231 235,705 231 235,360 520 919 140,4,long_360_520_919_140,Mohenjo-daro|SEAL:R|None|cuboid-convex,Mohenjo-daro|SEAL:R|None,True,False,True,+740-877-032-033-705-231-235-002-861-TAIL+,register_control_crop,source_visible_this_campaign,control_crop,CISI India IA leaf n123 / printed p.88 / Mohenjo-daro 353-355 seals no iconography I,cuboid_convex_other_tail_control,"register-control crop, not same-line attachment verdict",india_n123,88,public_source_visible,C:\Users\Acer\OneDrive\Documents\ivc\tmp\032_002_861_533717_register_controls\M355_obv_A_register_control.png,0,7,0,3,,,,,,same_line_long_tail_control,Source-visible no-icon cuboid-convex row has a continuous terminal-side long tail after 002-861; no unique 533-717-only layout feature is visible from the current crop.
2872.1,M-376,Mohenjo-daro,SEAL:R,None,cuboid-convex,plano-convex,Steatite,Fair,R/L,IT,HRA,--,-38 X/05,HR 1574426,-,-,-2.5 ft,39.4,11.4,0,+740-100-176-002-861-533-717+,7,740 100 176,3,176,100 176,740 100 176,533 717,2,fixed_533_717,Mohenjo-daro|SEAL:R|None|cuboid-convex,Mohenjo-daro|SEAL:R|None,True,False,True,+740-100-176-002-861-TAIL+,same_line_tail_attachment_candidate,same_line_candidate_present,medium,CISI India IA leaf n129 / printed p.94 / Mohenjo-daro 376-381 seals,"A/a witnesses show one continuous row; the terminal-side candidate cluster is visually separated from the preceding cluster, with no obvious fusion or side split.",Exact 861/533/717 boundaries remain catalog-mediated; this is not a source-normalized sign identification.,india_n129,94,public_source_visible,C:\Users\Acer\OneDrive\Documents\ivc\tmp\032_002_861_source_token_attachment\M376_533_717_source_token_attachment_overlay.png,0,4,0,3,730,210,265,0.637,0.363,quantified_same_line_overlay,tail window lies in the terminal-side part of the same source-visible line
2887.1,M-391,Mohenjo-daro,SEAL:R,None,cuboid-convex,plano-convex,-,Good,R/L,LP,DK-,--,--,DK-i 60,-,-,- -,42,10,0,+405-845-686-740-793-003-233-805-002-861-533-717+,12,405 845 686 740 793 003 233 805,8,805,233 805,003 233 805,533 717,2,fixed_533_717,Mohenjo-daro|SEAL:R|None|cuboid-convex,Mohenjo-daro|SEAL:R|None,True,False,True,+405-845-686-740-793-003-233-805-002-861-TAIL+,same_line_tail_attachment_candidate,same_line_candidate_present_long_row,medium_low,CISI India IA leaf n131 / printed p.96 / Mohenjo-daro 391-396 seals,The source row is long but continuous; terminal-side material remains on the same line and is graphically discrete from the preceding cluster.,Long-row crowding and scan blur block a stronger token-boundary claim.,india_n131,96,public_source_visible,C:\Users\Acer\OneDrive\Documents\ivc\tmp\032_002_861_source_token_attachment\M391_533_717_source_token_attachment_overlay.png,0,0,0,3,800,210,265,0.669,0.331,quantified_same_line_overlay,tail window lies in the terminal-side part of the same source-visible line
2938.1,M-453,Mohenjo-daro,TAB:B,Scene,rectangular,-,Faience,Fair,R/L,SP,DKG. (S),7V,66-,DK7991102.9,Intermediate,II,-14.0 ft,31.8,13.5,7.1,+740-032-840-220-002-861+,6,740 032 840 220,4,220,840 220,032 840 220,<END>,0,bare_closure,Mohenjo-daro|TAB:B|Scene|rectangular,Mohenjo-daro|TAB:B|Scene,False,False,True,+740-032-840-220-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,4,1,1,,,,,,,
3080.1,M-629,Mohenjo-daro,SEAL:S,Bull1:W,square,rectangular,-,Fine,R/L,LP,DK-,--,--,DK-i 998,-,-,- -,44,43,12 - 20.5,+679-740-176-240-798-002-861+,7,679 740 176 240 798,5,798,240 798,176 240 798,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:W|square,Mohenjo-daro|SEAL:S|Bull1:W,False,True,True,+679-740-176-240-798-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,2,6,17,17,,,,,,,
3096.1,M-653,Mohenjo-daro,SEAL:S,Bull1:W,square,-,Steatite,Poor,R/L,SP,SDStupa,-Lane,-23JJ/18,DM189057,Late,III,-9.0 ft,35.6,35.6,0,+679-740-235-002-861+,5,679 740 235,3,235,740 235,679 740 235,<END>,0,bare_closure,Mohenjo-daro|SEAL:S|Bull1:W|square,Mohenjo-daro|SEAL:S|Bull1:W,False,True,True,+679-740-235-002-861+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,1,7,17,17,,,,,,,
3115.1,M-677,Mohenjo-daro,SEAL:S,Bull1:L,square,rectangular,-,Fair,R/L,LP,DK-,--,--,DK-i 563,-,-,- -,35.5,35,10 - 16.5,+740-923-070-032-033-706-231-242-002-861-901+,11,740 923 070 032 033 706 231 242,8,242,231 242,706 231 242,901,1,other_post861_tail,Mohenjo-daro|SEAL:S|Bull1:L|square,Mohenjo-daro|SEAL:S|Bull1:L,False,True,True,+740-923-070-032-033-706-231-242-002-861-TAIL+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,0,0,3,3,,,,,,,
3133.1,M-706,Mohenjo-daro,SEAL:S,Bull1:W,square,-,Steatite,Poor,R/L,SP,HRB,5XXIII,10-,HR 4385097,-,-,-2.0 ft,30.5,30.5,0,+740-773-240-002-861-031+,6,740 773 240,3,240,773 240,740 773 240,031,1,other_post861_tail,Mohenjo-daro|SEAL:S|Bull1:W|square,Mohenjo-daro|SEAL:S|Bull1:W,False,True,True,+740-773-240-002-861-TAIL+,source_pending_or_not_checked,source_pending_or_not_checked,,,,,,,,,0,14,17,17,,,,,,,
