checked_date,object,row_id,site,type,text,token_index,prev2,prev1,next1,next2,zero_role,terminal_after_000,continuation_after_000
2026-05-31,H-779,1670.2,Harappa,TAB:B,+000-000-740-233-240+,0,<START>,<START>,000,740,no_002_context,false,000 740 233 240
2026-05-31,H-779,1670.2,Harappa,TAB:B,+000-000-740-233-240+,1,<START>,000,740,233,no_002_context,false,740 233 240
2026-05-31,H-783,1674.1,Harappa,TAB:B,+400-740-690-000+,3,740,690,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-788,1679.1,Harappa,TAB:B,+740-255-000+,2,740,255,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-795,1686.2,Harappa,TAB:B,+442-000-220-000+,1,<START>,442,220,000,no_002_context,false,220 000
2026-05-31,H-795,1686.2,Harappa,TAB:B,+442-000-220-000+,3,000,220,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-797,1688.2,Harappa,TAB:B,+832-000[,1,<START>,832,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-802,1693.1,Harappa,TAB:B,+400-740-337-000+,3,740,337,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-804,1694.1,Harappa,TAB:B,+000-740-832-000+,0,<START>,<START>,740,832,no_002_context,false,740 832 000
2026-05-31,H-804,1694.1,Harappa,TAB:B,+000-740-832-000+,3,740,832,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-809,1698.1,Harappa,TAB:B,+000-595-632+,0,<START>,<START>,595,632,no_002_context,false,595 632
2026-05-31,H-1134,3973.1,Harappa,TAB:B,+400-892-000+,2,400,892,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-820,1709.1,Harappa,TAB:B,+000-740-861-000+,0,<START>,<START>,740,861,no_002_context,false,740 861 000
2026-05-31,H-820,1709.1,Harappa,TAB:B,+000-740-861-000+,3,740,861,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-836,1722.1,Harappa,TAB:B,+400-000-740-000-000+,1,<START>,400,740,000,no_002_context,false,740 000 000
2026-05-31,H-836,1722.1,Harappa,TAB:B,+400-000-740-000-000+,3,000,740,000,<END>,no_002_context,false,000
2026-05-31,H-836,1722.1,Harappa,TAB:B,+400-000-740-000-000+,4,740,000,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-837,1723.1,Harappa,TAB:B,+000-480-176+,0,<START>,<START>,480,176,no_002_context,false,480 176
2026-05-31,-:4359.1,4359.1,Dholavira,TAG,+426-000[,1,<START>,426,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-1151,3981.1,Harappa,TAB:B,+400-740-840-000+,3,740,840,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-847,1733.1,Harappa,TAB:B,+000-690-000+,0,<START>,<START>,690,000,no_002_context,false,690 000
2026-05-31,H-847,1733.1,Harappa,TAB:B,+000-690-000+,2,000,690,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-848,1734.1,Harappa,TAB:B,+740-100-000-000+,2,740,100,000,<END>,no_002_context,false,000
2026-05-31,H-848,1734.1,Harappa,TAB:B,+740-100-000-000+,3,100,000,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-884,1767.2,Harappa,TAB:I,+585-000-032+,1,<START>,585,032,<END>,no_002_context,false,032
2026-05-31,H-891,1773.2,Harappa,TAB:I,+400-740-590-017-000+,4,590,017,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-895,1777.2,Harappa,TAB:I,+400-740-630-000[,3,740,630,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-907,1789.2,Harappa,TAB:I,+824-000[,1,<START>,824,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-909,1791.1,Harappa,TAB:I,+002-820-000[,2,002,820,<END>,<END>,x_slot_after_002_head,true,<END>
2026-05-31,H-909,1791.2,Harappa,TAB:I,+869-700-000[,2,869,700,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-914,1794.1,Harappa,TAB:I,+415-033-000+,2,415,033,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-977,1854.1,Harappa,TAB:I,+400-740-032-000[,3,740,032,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-926,1806.1,Harappa,TAB:I,+400-740-840-000-220+,3,740,840,220,<END>,no_002_context,false,220
2026-05-31,H-953,1833.2,Harappa,TAB:I,+000-550-556+,0,<START>,<START>,550,556,no_002_context,false,550 556
2026-05-31,H-972,1849.1,Harappa,TAB:I,+000-220-415+,0,<START>,<START>,220,415,no_002_context,false,220 415
2026-05-31,H-1160,5410.1,Harappa,TAB:I,+400-740-760-000[,3,740,760,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-986,1862.1,Harappa,TAB:I,+000-000-000-000-000-000+,0,<START>,<START>,000,000,no_002_context,false,000 000 000 000 000
2026-05-31,H-986,1862.1,Harappa,TAB:I,+000-000-000-000-000-000+,1,<START>,000,000,000,no_002_context,false,000 000 000 000
2026-05-31,H-986,1862.1,Harappa,TAB:I,+000-000-000-000-000-000+,2,000,000,000,000,no_002_context,false,000 000 000
2026-05-31,H-986,1862.1,Harappa,TAB:I,+000-000-000-000-000-000+,3,000,000,000,000,no_002_context,false,000 000
2026-05-31,H-986,1862.1,Harappa,TAB:I,+000-000-000-000-000-000+,4,000,000,000,<END>,no_002_context,false,000
2026-05-31,H-986,1862.1,Harappa,TAB:I,+000-000-000-000-000-000+,5,000,000,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-992,1866.1,Harappa,POT:T:g,+820-033-000[,2,820,033,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-997,1869.1,Harappa,POT:T:g,+420-999-000[,2,420,999,<END>,<END>,no_002_context,true,<END>
2026-05-31,H-999,1870.1,Harappa,POT:T:g,]000-000/388-031-515[,0,<START>,<START>,000,388,no_002_context,false,000 388 031 515
2026-05-31,H-999,1870.1,Harappa,POT:T:g,]000-000/388-031-515[,1,<START>,000,388,031,no_002_context,false,388 031 515
2026-05-31,K-2,1878.1,Kalibangan,SEAL:S,+740-585-017-002-000+,4,017,002,<END>,<END>,head_slot_after_002,true,<END>
2026-05-31,K-8,1883.1,Kalibangan,SEAL:S,+000-000-220-003+,0,<START>,<START>,000,220,no_002_context,false,000 220 003
2026-05-31,K-8,1883.1,Kalibangan,SEAL:S,+000-000-220-003+,1,<START>,000,220,003,no_002_context,false,220 003
2026-05-31,K-12,1887.1,Kalibangan,SEAL:S,+000-003-002-820+,0,<START>,<START>,003,002,prefix_before_002_frame,false,003 002 820
2026-05-31,K-14,1889.1,Kalibangan,SEAL:S,+000-031-003/000-220-741-703-632+,0,<START>,<START>,031,003,no_002_context,false,031 003 000 220 741 703 632
2026-05-31,K-14,1889.1,Kalibangan,SEAL:S,+000-031-003/000-220-741-703-632+,3,031,003,220,741,no_002_context,false,220 741 703 632
2026-05-31,K-29,1903.1,Kalibangan,SEAL:S,]000-044+,0,<START>,<START>,044,<END>,no_002_context,false,044
2026-05-31,K-31,1905.1,Kalibangan,SEAL:S,+740-000-350+,1,<START>,740,350,<END>,no_002_context,false,350
2026-05-31,K-43,1909.1,Kalibangan,SEAL:S,+740-760-000-742-000-742+,2,740,760,742,000,no_002_context,false,742 000 742
2026-05-31,K-43,1909.1,Kalibangan,SEAL:S,+740-760-000-742-000-742+,4,000,742,742,<END>,no_002_context,false,742
2026-05-31,K-44,1910.1,Kalibangan,SEAL:S,+740-337-176-002-000-000[,4,176,002,000,<END>,head_slot_after_002,false,000
2026-05-31,K-44,1910.1,Kalibangan,SEAL:S,+740-337-176-002-000-000[,5,002,000,<END>,<END>,x_slot_after_002_head,true,<END>
2026-05-31,K-52,1915.1,Kalibangan,SEAL:S,+000-828/016-000+,0,<START>,<START>,828,016,no_002_context,false,828 016 000
2026-05-31,K-52,1915.1,Kalibangan,SEAL:S,+000-828/016-000+,3,828,016,<END>,<END>,no_002_context,true,<END>
2026-05-31,K-54,1917.1,Kalibangan,SEAL:S,+000-002-870+,0,<START>,<START>,002,870,prefix_before_002_frame,false,002 870
2026-05-31,K-55,1918.1,Kalibangan,SEAL,+090-740-004-000[,3,740,004,<END>,<END>,no_002_context,true,<END>
2026-05-31,K-80,1936.1,Kalibangan,TAG:L,+156-031-060-368-206-000+,5,368,206,<END>,<END>,no_002_context,true,<END>
2026-05-31,K-81,1937.1,Kalibangan,TAG:L,+740-100-000-717-032-000+,2,740,100,717,032,no_002_context,false,717 032 000
2026-05-31,K-81,1937.1,Kalibangan,TAG:L,+740-100-000-717-032-000+,5,717,032,<END>,<END>,no_002_context,true,<END>
2026-05-31,K-84,1939.1,Kalibangan,TAG,+400-630-000[,2,400,630,<END>,<END>,no_002_context,true,<END>
2026-05-31,K-86,1941.1,Kalibangan,TAG:L,+000-000-000-000-550+,0,<START>,<START>,000,000,no_002_context,false,000 000 000 550
2026-05-31,K-86,1941.1,Kalibangan,TAG:L,+000-000-000-000-550+,1,<START>,000,000,000,no_002_context,false,000 000 550
2026-05-31,K-86,1941.1,Kalibangan,TAG:L,+000-000-000-000-550+,2,000,000,000,550,no_002_context,false,000 550
2026-05-31,K-86,1941.1,Kalibangan,TAG:L,+000-000-000-000-550+,3,000,000,550,<END>,no_002_context,false,550
2026-05-31,K-87,1942.2,Kalibangan,TAG:L,+740-000-000-002-861[,1,<START>,740,000,002,prefix_before_002_frame,false,000 002 861
2026-05-31,K-87,1942.2,Kalibangan,TAG:L,+740-000-000-002-861[,2,740,000,002,861,prefix_before_002_frame,false,002 861
2026-05-31,K-88,1943.1,Kalibangan,TAG:L,+740-000-460-002-861+,1,<START>,740,460,002,prefix_before_002_frame,false,460 002 861
2026-05-31,K-89,1944.2,Kalibangan,TAG:L,+000-033-705-000-002-000+,0,<START>,<START>,033,705,prefix_before_002_frame,false,033 705 000 002 000
2026-05-31,K-89,1944.2,Kalibangan,TAG:L,+000-033-705-000-002-000+,3,033,705,002,000,prefix_before_002_frame,false,002 000
2026-05-31,K-89,1944.2,Kalibangan,TAG:L,+000-033-705-000-002-000+,5,000,002,<END>,<END>,head_slot_after_002,true,<END>
2026-05-31,K-89,1944.3,Kalibangan,TAG:L,+001-350-002-595-390-000+,5,595,390,<END>,<END>,post_frame_non_x_payload,true,<END>
2026-05-31,K-89,1944.4,Kalibangan,TAG:L,+000-491-000-000-000+,0,<START>,<START>,491,000,no_002_context,false,491 000 000 000
2026-05-31,K-89,1944.4,Kalibangan,TAG:L,+000-491-000-000-000+,2,000,491,000,000,no_002_context,false,000 000
2026-05-31,K-89,1944.4,Kalibangan,TAG:L,+000-491-000-000-000+,3,491,000,000,<END>,no_002_context,false,000
2026-05-31,K-89,1944.4,Kalibangan,TAG:L,+000-491-000-000-000+,4,000,000,<END>,<END>,no_002_context,true,<END>
2026-05-31,K-95,1949.1,Kalibangan,POT:T:g,]000-227-033-000[,0,<START>,<START>,227,033,no_002_context,false,227 033 000
2026-05-31,K-95,1949.1,Kalibangan,POT:T:g,]000-227-033-000[,3,227,033,<END>,<END>,no_002_context,true,<END>
2026-05-31,K-96,1950.1,Kalibangan,POT:T:g,]033-220-520-032-000[,4,520,032,<END>,<END>,no_002_context,true,<END>
2026-05-31,K-102,1956.1,Kalibangan,POT:T:g,]000-175-000[,0,<START>,<START>,175,000,no_002_context,false,175 000
2026-05-31,K-102,1956.1,Kalibangan,POT:T:g,]000-175-000[,2,000,175,<END>,<END>,no_002_context,true,<END>
2026-05-31,K-108,1961.1,Kalibangan,POT:T:g,+740-354-000[,2,740,354,<END>,<END>,no_002_context,true,<END>
2026-05-31,K-109,1962.1,Kalibangan,POT:T:g,+877-000-000[,1,<START>,877,000,<END>,no_002_context,false,000
2026-05-31,K-109,1962.1,Kalibangan,POT:T:g,+877-000-000[,2,877,000,<END>,<END>,no_002_context,true,<END>
2026-05-31,K-115,1963.1,Kalibangan,POT:T:g,+070-000-000[,1,<START>,070,000,<END>,no_002_context,false,000
2026-05-31,K-115,1963.1,Kalibangan,POT:T:g,+070-000-000[,2,070,000,<END>,<END>,no_002_context,true,<END>
2026-05-31,K-121,1965.1,Kalibangan,ROD,+090-740-240-032-000+,4,240,032,<END>,<END>,no_002_context,true,<END>
2026-05-31,K-121,1965.2,Kalibangan,ROD,+913-000+,1,<START>,913,<END>,<END>,no_002_context,true,<END>
2026-05-31,-:1970.1,1970.1,Kish,SEAL:S,+000-643-240+,0,<START>,<START>,643,240,no_002_context,false,643 240
2026-05-31,Kd-7,1972.1,Kot-Diji,POT:T:g,+031-220-000-741-850-001-111-003+,2,031,220,741,850,no_002_context,false,741 850 001 111 003
2026-05-31,Kd-8,1973.1,Kot-Diji,POT:T:g,]000-552-920-000-632+,0,<START>,<START>,552,920,no_002_context,false,552 920 000 632
2026-05-31,Kd-8,1973.1,Kot-Diji,POT:T:g,]000-552-920-000-632+,3,552,920,632,<END>,no_002_context,false,632
2026-05-31,-:4255.1,4255.1,Dholavira,SEAL,+000-740-000[,0,<START>,<START>,740,000,no_002_context,false,740 000
2026-05-31,-:4255.1,4255.1,Dholavira,SEAL,+000-740-000[,2,000,740,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-2,1985.1,Lothal,SEAL:S,+353-001-527-550-233-060-390-000+,7,060,390,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-5,1987.1,Lothal,SEAL:S,+740-760-552/000-002-455-692-416+,3,760,552,002,455,prefix_before_002_frame,false,002 455 692 416
2026-05-31,L-10,1989.1,Lothal,SEAL:S,+520-033-705-233-240-460-491-002-000+,8,491,002,<END>,<END>,head_slot_after_002,true,<END>
2026-05-31,L-12,1991.1,Lothal,SEAL:S,+000-798-000-354-002-130-035[,0,<START>,<START>,798,000,prefix_before_002_frame,false,798 000 354 002 130 035
2026-05-31,L-12,1991.1,Lothal,SEAL:S,+000-798-000-354-002-130-035[,2,000,798,354,002,prefix_before_002_frame,false,354 002 130 035
2026-05-31,L-14,1992.1,Lothal,SEAL:S,+685-001-740-760-604-000+,5,760,604,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-15,1993.1,Lothal,SEAL:S,+000-000-000-000/032-832-032-002-415+,0,<START>,<START>,000,000,prefix_before_002_frame,false,000 000 000 032 832 032 002 415
2026-05-31,L-15,1993.1,Lothal,SEAL:S,+000-000-000-000/032-832-032-002-415+,1,<START>,000,000,000,prefix_before_002_frame,false,000 000 032 832 032 002 415
2026-05-31,L-15,1993.1,Lothal,SEAL:S,+000-000-000-000/032-832-032-002-415+,2,000,000,000,032,prefix_before_002_frame,false,000 032 832 032 002 415
2026-05-31,L-15,1993.1,Lothal,SEAL:S,+000-000-000-000/032-832-032-002-415+,3,000,000,032,832,prefix_before_002_frame,false,032 832 032 002 415
2026-05-31,L-17,1995.1,Lothal,SEAL:S,]803-000-861+,1,<START>,803,861,<END>,no_002_context,false,861
2026-05-31,L-19,1997.1,Lothal,SEAL:S,+000-000-000-798-806-000[,0,<START>,<START>,000,000,no_002_context,false,000 000 798 806 000
2026-05-31,L-19,1997.1,Lothal,SEAL:S,+000-000-000-798-806-000[,1,<START>,000,000,798,no_002_context,false,000 798 806 000
2026-05-31,L-19,1997.1,Lothal,SEAL:S,+000-000-000-798-806-000[,2,000,000,798,806,no_002_context,false,798 806 000
2026-05-31,L-19,1997.1,Lothal,SEAL:S,+000-000-000-798-806-000[,5,798,806,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-25,2002.1,Lothal,SEAL:S,+740-016-002-000[,3,016,002,<END>,<END>,head_slot_after_002,true,<END>
2026-05-31,L-27,2004.1,Lothal,SEAL:S,+390-016-140-000[,3,016,140,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-31,2007.1,Lothal,SEAL:S,+090-255-740-233-000[,4,740,233,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-66,2032.5,Lothal,SEAL:S,+000-904-220-032-000-000-000+,0,<START>,<START>,904,220,no_002_context,false,904 220 032 000 000 000
2026-05-31,L-66,2032.5,Lothal,SEAL:S,+000-904-220-032-000-000-000+,4,220,032,000,000,no_002_context,false,000 000
2026-05-31,L-66,2032.5,Lothal,SEAL:S,+000-904-220-032-000-000-000+,5,032,000,000,<END>,no_002_context,false,000
2026-05-31,L-66,2032.5,Lothal,SEAL:S,+000-904-220-032-000-000-000+,6,000,000,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-78 ,2033.1,Lothal,SEAL:R,+090-740-000-503+,2,090,740,503,<END>,no_002_context,false,503
2026-05-31,L-79,2034.1,Lothal,SEAL:R,+000-003-742-000-001+,0,<START>,<START>,003,742,no_002_context,false,003 742 000 001
2026-05-31,L-79,2034.1,Lothal,SEAL:R,+000-003-742-000-001+,3,003,742,001,<END>,no_002_context,false,001
2026-05-31,L-80,2035.1,Lothal,SEAL:S,+031-625-000[,2,031,625,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-86,2040.1,Lothal,SEAL:R,+000-845-616+,0,<START>,<START>,845,616,no_002_context,false,845 616
2026-05-31,L-94,2048.1,Lothal,SEAL:R,+111-000[,1,<START>,111,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-95,2049.1,Lothal,SEAL:R,+740-000-175-002-880+,1,<START>,740,175,002,prefix_before_002_frame,false,175 002 880
2026-05-31,L-96,2050.1,Lothal,SEAL:R,+400-000-692+,1,<START>,400,692,<END>,no_002_context,false,692
2026-05-31,L-103,2055.1,Lothal,SEAL:R,+740-575-000[,2,740,575,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-104,2056.1,Lothal,SEAL:R,+544-000-000-000+,1,<START>,544,000,000,no_002_context,false,000 000
2026-05-31,L-104,2056.1,Lothal,SEAL:R,+544-000-000-000+,2,544,000,000,<END>,no_002_context,false,000
2026-05-31,L-104,2056.1,Lothal,SEAL:R,+544-000-000-000+,3,000,000,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-110,2059.1,Lothal,SEAL:R,+000-844-627-001+,0,<START>,<START>,844,627,no_002_context,false,844 627 001
2026-05-31,M-1205,3555.1,Mohenjo-daro,SEAL:S,]000-550+,0,<START>,<START>,550,<END>,no_002_context,false,550
2026-05-31,L-116,2065.1,Lothal,MISC,+000-611-820+,0,<START>,<START>,611,820,no_002_context,false,611 820
2026-05-31,L-132,2075.1,Lothal,TAG,+226-000[,1,<START>,226,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-138,2080.1,Lothal,TAG:L,+520-070-002-000[,3,070,002,<END>,<END>,head_slot_after_002,true,<END>
2026-05-31,L-140,2082.1,Lothal,TAG,+151-740-000-000-000+,2,151,740,000,000,no_002_context,false,000 000
2026-05-31,L-140,2082.1,Lothal,TAG,+151-740-000-000-000+,3,740,000,000,<END>,no_002_context,false,000
2026-05-31,L-140,2082.1,Lothal,TAG,+151-740-000-000-000+,4,000,000,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-141,2083.1,Lothal,TAG,+740-552-031-700-000-000+,4,031,700,000,<END>,no_002_context,false,000
2026-05-31,L-141,2083.1,Lothal,TAG,+740-552-031-700-000-000+,5,700,000,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-144,2086.1,Lothal,TAG,+320-706-000-220[,2,320,706,220,<END>,no_002_context,false,220
2026-05-31,L-147,2089.1,Lothal,TAG,+269-031-000-000+,2,269,031,000,<END>,no_002_context,false,000
2026-05-31,L-147,2089.1,Lothal,TAG,+269-031-000-000+,3,031,000,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-148,2090.1,Lothal,TAG,]000-000-060-820+,0,<START>,<START>,000,060,no_002_context,false,000 060 820
2026-05-31,L-148,2090.1,Lothal,TAG,]000-000-060-820+,1,<START>,000,060,820,no_002_context,false,060 820
2026-05-31,L-149,2091.1,Lothal,TAG,]000-798-000+,0,<START>,<START>,798,000,no_002_context,false,798 000
2026-05-31,L-149,2091.1,Lothal,TAG,]000-798-000+,2,000,798,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-180,2104.1,Lothal,TAG,+740-100-140-000[,3,100,140,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-181,2105.1,Lothal,TAG,+226-415-000[,2,226,415,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-188,2110.2,Lothal,TAG,+520-000[,1,<START>,520,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-190,2112.2,Lothal,TAG,+000-000-000-002-920-317[,0,<START>,<START>,000,000,prefix_before_002_frame,false,000 000 002 920 317
2026-05-31,L-190,2112.2,Lothal,TAG,+000-000-000-002-920-317[,1,<START>,000,000,002,prefix_before_002_frame,false,000 002 920 317
2026-05-31,L-190,2112.2,Lothal,TAG,+000-000-000-002-920-317[,2,000,000,002,920,prefix_before_002_frame,false,002 920 317
2026-05-31,L-192,2114.1,Lothal,TAG,+000-000-892-000+,0,<START>,<START>,000,892,no_002_context,false,000 892 000
2026-05-31,L-192,2114.1,Lothal,TAG,+000-000-892-000+,1,<START>,000,892,000,no_002_context,false,892 000
2026-05-31,L-192,2114.1,Lothal,TAG,+000-000-892-000+,3,000,892,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-196,2116.1,Lothal,TAG,]390-590-032-002-000[,4,032,002,<END>,<END>,head_slot_after_002,true,<END>
2026-05-31,L-197,2117.2,Lothal,TAG,]000-000-032-000+,0,<START>,<START>,000,032,no_002_context,false,000 032 000
2026-05-31,L-197,2117.2,Lothal,TAG,]000-000-032-000+,1,<START>,000,032,000,no_002_context,false,032 000
2026-05-31,L-197,2117.2,Lothal,TAG,]000-000-032-000+,3,000,032,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-198,2118.1,Lothal,TAG,+055-000-000[,1,<START>,055,000,<END>,no_002_context,false,000
2026-05-31,L-198,2118.1,Lothal,TAG,+055-000-000[,2,055,000,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-198,2118.2,Lothal,TAG,+740-390-590-032-002-000[,5,032,002,<END>,<END>,head_slot_after_002,true,<END>
2026-05-31,L-199,2119.1,Lothal,TAG,]000-220-240-002-000[,0,<START>,<START>,220,240,prefix_before_002_frame,false,220 240 002 000
2026-05-31,L-199,2119.1,Lothal,TAG,]000-220-240-002-000[,4,240,002,<END>,<END>,head_slot_after_002,true,<END>
2026-05-31,L-200,2120.1,Lothal,TAG,]000-000-220-617[,0,<START>,<START>,000,220,no_002_context,false,000 220 617
2026-05-31,L-200,2120.1,Lothal,TAG,]000-000-220-617[,1,<START>,000,220,617,no_002_context,false,220 617
2026-05-31,L-201,2121.1,Lothal,TAG,]000-240-000-000+,0,<START>,<START>,240,000,no_002_context,false,240 000 000
2026-05-31,L-201,2121.1,Lothal,TAG,]000-240-000-000+,2,000,240,000,<END>,no_002_context,false,000
2026-05-31,L-201,2121.1,Lothal,TAG,]000-240-000-000+,3,240,000,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-202,2122.1,Lothal,TAG,]000-390-590-220[,0,<START>,<START>,390,590,no_002_context,false,390 590 220
2026-05-31,L-204,2123.1,Lothal,TAG,+000-575-000[,0,<START>,<START>,575,000,no_002_context,false,575 000
2026-05-31,L-204,2123.1,Lothal,TAG,+000-575-000[,2,000,575,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-205,2124.2,Lothal,TAG,+740-798-803-002-000[,4,803,002,<END>,<END>,head_slot_after_002,true,<END>
2026-05-31,L-208,2127.1,Lothal,TAG,]000-002-000[,0,<START>,<START>,002,000,prefix_before_002_frame,false,002 000
2026-05-31,L-208,2127.1,Lothal,TAG,]000-002-000[,2,000,002,<END>,<END>,head_slot_after_002,true,<END>
2026-05-31,L-210,2128.1,Lothal,TAG,+104-000-000-406[,1,<START>,104,000,406,no_002_context,false,000 406
2026-05-31,L-210,2128.1,Lothal,TAG,+104-000-000-406[,2,104,000,406,<END>,no_002_context,false,406
2026-05-31,L-210,2128.2,Lothal,TAG,+740-904-000-000[,2,740,904,000,<END>,no_002_context,false,000
2026-05-31,L-210,2128.2,Lothal,TAG,+740-904-000-000[,3,904,000,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-211,2129.1,Lothal,TAG,+740-100-231-000[,3,100,231,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-211,2129.2,Lothal,TAG,+740-388-233-220-002-000[,5,220,002,<END>,<END>,head_slot_after_002,true,<END>
2026-05-31,L-211,2129.3,Lothal,TAG,+740-760-335-240-000[,4,335,240,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-212,2130.1,Lothal,TAG,+000-798-000-000-269-520+,0,<START>,<START>,798,000,no_002_context,false,798 000 000 269 520
2026-05-31,L-212,2130.1,Lothal,TAG,+000-798-000-000-269-520+,2,000,798,000,269,no_002_context,false,000 269 520
2026-05-31,L-212,2130.1,Lothal,TAG,+000-798-000-000-269-520+,3,798,000,269,520,no_002_context,false,269 520
2026-05-31,L-216,2132.1,Lothal,TAG,]000-255-235-000[,0,<START>,<START>,255,235,no_002_context,false,255 235 000
2026-05-31,L-216,2132.1,Lothal,TAG,]000-255-235-000[,3,255,235,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-224,2140.1,Lothal,POT:T:g,]000-495+,0,<START>,<START>,495,<END>,no_002_context,false,495
2026-05-31,L-226,2142.1,Lothal,POT:T:g,]000-495-002-861+,0,<START>,<START>,495,002,prefix_before_002_frame,false,495 002 861
2026-05-31,L-228,2144.1,Lothal,POT:T:g,+472-000[,1,<START>,472,<END>,<END>,no_002_context,true,<END>
2026-05-31,L-273,2151.1,Lothal,POT:T:g,]000-000-000-390-000[,0,<START>,<START>,000,000,no_002_context,false,000 000 390 000
2026-05-31,L-273,2151.1,Lothal,POT:T:g,]000-000-000-390-000[,1,<START>,000,000,390,no_002_context,false,000 390 000
2026-05-31,L-273,2151.1,Lothal,POT:T:g,]000-000-000-390-000[,2,000,000,390,000,no_002_context,false,390 000
2026-05-31,L-273,2151.1,Lothal,POT:T:g,]000-000-000-390-000[,4,000,390,<END>,<END>,no_002_context,true,<END>
2026-05-31,M-2064,2157.1,Mohenjo-daro,POT:T:g,+390-001-000-142-031+,2,390,001,142,031,no_002_context,false,142 031
2026-05-31,-:2166.1,2166.1,Mohenjo-daro,POT:T:g,+000-004-067-703-060-900+,0,<START>,<START>,004,067,no_002_context,false,004 067 703 060 900
2026-05-31,-:2171.1,2171.1,Mohenjo-daro,BNGL,+920-130-511-000-002+,3,130,511,002,<END>,prefix_before_002_frame,false,002
2026-05-31,M-1895,2198.1,Mohenjo-daro,SEAL:S,+740-923-000-002-285+,2,740,923,002,285,prefix_before_002_frame,false,002 285
2026-05-31,M-2004,2201.1,Mohenjo-daro,POT:T:s,+000-035-705+,0,<START>,<START>,035,705,no_002_context,false,035 705
2026-05-31,M-2005,2202.1,Mohenjo-daro,POT:T:g,+808-033-002-000-031+,3,033,002,031,<END>,head_slot_after_002,false,031
2026-05-31,M-682,2214.1,Mohenjo-daro,SEAL:S,+000-000-000-000-000-000/740-803-060-692-740-690-435-255-060-692+,0,<START>,<START>,000,000,no_002_context,false,000 000 000 000 000 740 803 060 692 740 690 435 255 060 692
2026-05-31,M-682,2214.1,Mohenjo-daro,SEAL:S,+000-000-000-000-000-000/740-803-060-692-740-690-435-255-060-692+,1,<START>,000,000,000,no_002_context,false,000 000 000 000 740 803 060 692 740 690 435 255 060 692
2026-05-31,M-682,2214.1,Mohenjo-daro,SEAL:S,+000-000-000-000-000-000/740-803-060-692-740-690-435-255-060-692+,2,000,000,000,000,no_002_context,false,000 000 000 740 803 060 692 740 690 435 255 060 692
2026-05-31,M-682,2214.1,Mohenjo-daro,SEAL:S,+000-000-000-000-000-000/740-803-060-692-740-690-435-255-060-692+,3,000,000,000,000,no_002_context,false,000 000 740 803 060 692 740 690 435 255 060 692
2026-05-31,M-682,2214.1,Mohenjo-daro,SEAL:S,+000-000-000-000-000-000/740-803-060-692-740-690-435-255-060-692+,4,000,000,000,740,no_002_context,false,000 740 803 060 692 740 690 435 255 060 692
