x_sign,prefix,frame,after_240_len,after_240,after_240_first,after_240_first2,after_240_first3,cisi,site,type,symbol,shape,material,class,condition,dir,text_length,text,register_key,formula_key
100,000,000_X_240,4,220 032 002 861,220,220 032,220 032 002,C-65,Chanhu-daro,SEAL:S,Bull1:W,square,Steatite,??,Good,R/L,7,+000-100-240-220-032-002-861+,Chanhu-daro|SEAL:S|Bull1:W|square,+000-100-240-220-032-002-861+
100,740,740_X_240,0,<END>,<END>,<END>,<END>,C-51,Chanhu-daro,SEAL:S,Bull1:W,square,Steatite,MT,Fine,R/L,4,+151-740-100-240+,Chanhu-daro|SEAL:S|Bull1:W|square,+151-740-100-240+
835,000,000_X_240,4,235 031 900 066,235,235 031,235 031 900,C-40,Chanhu-daro,IMPL,None,-,Copper,??,Poor,R/L,8,+740-000-835-240-235-031-900-066+,Chanhu-daro|IMPL|None|-,+740-000-835-240-235-031-900-066+
603,740,740_X_240,2,060 692,060,060 692,060 692,H-1138,Harappa,TAB:B,None,rectangular,Faience,SP,Fair,R/L,5,+740-603-240-060-692+,Harappa|TAB:B|None|rectangular,+740-603-240-060-692+
904,740,740_X_240,2,002 817,002,002 817,002 817,-,Harappa,TAB:B,Bull2,rectangular,Clay,SP,Fair,R/L,5,+740-904-240-002-817+,Harappa|TAB:B|Bull2|rectangular,+740-904-240-002-817+
904,740,740_X_240,0,<END>,<END>,<END>,<END>,-,Harappa,TAB:B,None,rectangular,Faience,MT,Good,R/L,3,+740-904-240+,Harappa|TAB:B|None|rectangular,+740-904-240+
630,740,740_X_240,3,031 032 171,031,031 032,031 032 171,H-2192,Harappa,TAB:I,None,fish,Steatite,LP,Fair,R/L,6,+740-630-240-031-032-171+,Harappa|TAB:I|None|fish,+740-630-240-031-032-171+
100,740,740_X_240,0,<END>,<END>,<END>,<END>,H-1895,Harappa,TAB:B,None,oval,Faience,MT,Fair,L/R,4,+400-740-100-240+,Harappa|TAB:B|None|oval,+400-740-100-240+
904,740,740_X_240,0,<END>,<END>,<END>,<END>,H-1897,Harappa,TAB:B,None,isosceles trapezoid,Faience,MT,Good,R/L,4,+400-740-904-240+,Harappa|TAB:B|None|isosceles trapezoid,+400-740-904-240+
642,740,740_X_240,2,060 692,060,060 692,060 692,H-1845,Harappa,TAB:B,None,rectangular,Faience,SP,Good,R/L,5,+740-642-240-060-692+,Harappa|TAB:B|None|rectangular,+740-642-240-060-692+
760,740,740_X_240,0,<END>,<END>,<END>,<END>,H-2076,Harappa,TAB:I,None,rectangular,Steatite,MT,Poor,L/R,3,+740-760-240+,Harappa|TAB:I|None|rectangular,+740-760-240+
760,740,740_X_240,0,<END>,<END>,<END>,<END>,H-2077,Harappa,TAB:I,None,rectangular,Steatite,MT,Poor,L/R,3,+740-760-240+,Harappa|TAB:I|None|rectangular,+740-760-240+
603,740,740_X_240,2,060 692,060,060 692,060 692,H-1846,Harappa,TAB:B,None,rectangular,Faience,SP,Good,R/L,5,+740-603-240-060-692+,Harappa|TAB:B|None|rectangular,+740-603-240-060-692+
482,740,740_X_240,2,002 861,002,002 861,002 861,H-2010,Harappa,TAB:B,Bull1,oval,Faience,SP,Fair,R/L,5,+740-482-240-002-861+,Harappa|TAB:B|Bull1|oval,+740-482-240-002-861+
176,740,740_X_240,0,<END>,<END>,<END>,<END>,H-2200,Harappa,TAB:I,Fish,prism,Steatite,MT,Fair,R/L,4,+400-740-176-240+,Harappa|TAB:I|Fish|prism,+400-740-176-240+
176,740,740_X_240,0,<END>,<END>,<END>,<END>,H-2201,Harappa,TAB:I,Fish,prism,Steatite,MT,Poor,L/R,4,+400-740-176-240+,Harappa|TAB:I|Fish|prism,+400-740-176-240+
152,740,740_X_240,0,<END>,<END>,<END>,<END>,H-2189,Harappa,TAB:B,None,heart,Steatite,MT,Fair,R/L,4,+400-740-152-240+,Harappa|TAB:B|None|heart,+400-740-152-240+
482,740,740_X_240,2,002 861,002,002 861,002 861,H-2011,Harappa,TAB:B,Bull1,elliptical,Clay,SP,Poor,R/L,5,+740-482-240-002-861+,Harappa|TAB:B|Bull1|elliptical,+740-482-240-002-861+
636,690,690_X_240,0,<END>,<END>,<END>,<END>,H-1308,Harappa,TAB:I,None,rectangular,Steatite,MT,Poor,L/R,4,+740-690-636-240+,Harappa|TAB:I|None|rectangular,+740-690-636-240+
772,740,740_X_240,3,060 415 056,060,060 415,060 415 056,H-14,Harappa,SEAL:S,Bull1:W,square,Steatite,SP,Fine,R/L,6,+740-772-240-060-415-056+,Harappa|SEAL:S|Bull1:W|square,+740-772-240-060-415-056+
643,740,740_X_240,2,002 861,002,002 861,002 861,H-51,Harappa,SEAL:S,Bull1:W,square,Steatite,SP,Fair,R/L,5,+740-643-240-002-861+,Harappa|SEAL:S|Bull1:W|square,+740-643-240-002-861+
100,740,740_X_240,4,235 741 175 132,235,235 741,235 741 175,H-76,Harappa,SEAL:S,Gaur,square,Steatite,LP,Good,R/L,7,+740-100-240-235-741-175-132+,Harappa|SEAL:S|Gaur|square,+740-100-240-235-741-175-132+
630,740,740_X_240,2,741 861,741,741 861,741 861,H-102,Harappa,SEAL:S,Bull1:W,square,-,LP,Good,R/L,5,+740-630-240-741-861+,Harappa|SEAL:S|Bull1:W|square,+740-630-240-741-861+
