x_sign,prefix,frame,after_240_len,after_240,after_240_first,after_240_first2,after_240_first3,cisi,site,type,symbol,shape,material,class,condition,dir,text_length,text,register_key,formula_key
642,740,740_X_240,3,204 705 621,204,204 705,204 705 621,H-206,Harappa,TAB:B,None,rectangular,-,LC,Good,R/L,6,+740-642-240-204-705-621+,Harappa|TAB:B|None|rectangular,+740-642-240-204-705-621+
642,740,740_X_240,2,060 692,060,060 692,060 692,H-237,Harappa,TAB:B,None,fish,-,SP,Fair,L/R,5,+740-642-240-060-692+,Harappa|TAB:B|None|fish,+740-642-240-060-692+
233,000,000_X_240,0,<END>,<END>,<END>,<END>,H-246,Harappa,TAB:B,None,circular,-,??,Fair,R/L,5,+400-804-000-233-240+,Harappa|TAB:B|None|circular,+400-804-000-233-240+
100,740,740_X_240,0,<END>,<END>,<END>,<END>,H-251,Harappa,TAB:B,Gaur,prism,Faience,MT,Fair,R/L,4,+400-740-100-240+,Harappa|TAB:B|Gaur|prism,+400-740-100-240+
636,740,740_X_240,0,<END>,<END>,<END>,<END>,H-298,Harappa,TAB:I,None,rectangular,-,MT,Fair,R/L,4,+400-740-636-240+,Harappa|TAB:I|None|rectangular,+400-740-636-240+
636,740,740_X_240,3,031 032 171,031,031 032,031 032 171,H-301,Harappa,TAB:I,None,rectangular,Steatite,LP,Fair,R/L,7,+400-740-636-240-031-032-171+,Harappa|TAB:I|None|rectangular,+400-740-636-240-031-032-171+
630,690,690_X_240,0,<END>,<END>,<END>,<END>,H-321,Harappa,TAB:I,None,rectangular-round,Steatite,MT,Good,L/R,4,+740-690-630-240+,Harappa|TAB:I|None|rectangular-round,+740-690-630-240+
100,740,740_X_240,0,<END>,<END>,<END>,<END>,H-323,Harappa,TAB:I,None,rectangular-round,Steatite,MT,Good,R/L,3,+740-100-240+,Harappa|TAB:I|None|rectangular-round,+740-100-240+
642,690,690_X_240,0,<END>,<END>,<END>,<END>,H-350,Harappa,TAB:I,Fish,prism,Steatite,MT,Fair,R/L,4,+740-690-642-240+,Harappa|TAB:I|Fish|prism,+740-690-642-240+
636,740,740_X_240,2,060 692,060,060 692,060 692,H-360,Harappa,TAB:I,Bult,prism,Steatite,SP,Good,R/L,5,+740-636-240-060-692+,Harappa|TAB:I|Bult|prism,+740-636-240-060-692+
055,740,740_X_240,4,415 798 060 201,415,415 798,415 798 060,H-386,Harappa,SEAL:S,Bull1:W,square,Steatite,LP,Fair,R/L,9,+527-555-740-055-240-415-798-060-201+,Harappa|SEAL:S|Bull1:W|square,+527-555-740-055-240-415-798-060-201+
176,740,740_X_240,3,002 702 503,002,002 702,002 702 503,H-408,Harappa,SEAL:S,Bull1:W,square,Steatite,SP,Fair,R/L,6,+740-176-240-002-702-503+,Harappa|SEAL:S|Bull1:W|square,+740-176-240-002-702-503+
440,740,740_X_240,2,001 820,001,001 820,001 820,H-411,Harappa,SEAL:S,Bull1:J,square,Steatite,SP,Good,R/L,5,+740-440-240-001-820+,Harappa|SEAL:S|Bull1:J|square,+740-440-240-001-820+
100,740,740_X_240,4,741 702 900 003,741,741 702,741 702 900,H-450,Harappa,SEAL:S,Bull1:J,square,Steatite,LP,Fair,R/L,7,+740-100-240-741-702-900-003+,Harappa|SEAL:S|Bull1:J|square,+740-100-240-741-702-900-003+
639,740,740_X_240,4,002 435 255 777,002,002 435,002 435 255,H-598,Harappa,SEAL:S,Bull1:W,square,-,LP,Good,R/L,7,+740-639-240-002-435-255-777+,Harappa|SEAL:S|Bull1:W|square,+740-639-240-002-435-255-777+
233,740,740_X_240,3,798 365 263,798,798 365,798 365 263,H-659,Harappa,SEAL:R,None,cuboid-convex,-,LP,Fair,R/L,9,+407-845-140-740-233-240-798-365-263+,Harappa|SEAL:R|None|cuboid-convex,+407-845-140-740-233-240-798-365-263+
904,740,740_X_240,2,002 817,002,002 817,002 817,H-697,Harappa,TAB:B,Bull2,rectangular,Clay,SP,Fair,R/L,5,+740-904-240-002-817+,Harappa|TAB:B|Bull2|rectangular,+740-904-240-002-817+
233,740,740_X_240,0,<END>,<END>,<END>,<END>,H-779,Harappa,TAB:B,None,rectangular,-,??,Poor,R/L,5,+000-000-740-233-240+,Harappa|TAB:B|None|rectangular,+000-000-740-233-240+
904,740,740_X_240,0,<END>,<END>,<END>,<END>,H-781,Harappa,TAB:B,None,rectangular,-,MT,Good,R/L,3,+740-904-240+,Harappa|TAB:B|None|rectangular,+740-904-240+
482,740,740_X_240,2,002 861,002,002 861,002 861,H-806,Harappa,TAB:B,None,twisted rectangular-rounded,Clay,SP,Fair,R/L,5,+740-482-240-002-861+,Harappa|TAB:B|None|twisted rectangular-rounded,+740-482-240-002-861+
482,740,740_X_240,2,002 861,002,002 861,002 861,H-807,Harappa,TAB:B,None,twisted rectangular-rounded,-,SP,Poor,R/L,5,+740-482-240-002-861+,Harappa|TAB:B|None|twisted rectangular-rounded,+740-482-240-002-861+
482,740,740_X_240,2,002 861,002,002 861,002 861,H-808,Harappa,TAB:B,None,twisted rectangular-rounded,-,SP,Poor,R/L,5,+740-482-240-002-861+,Harappa|TAB:B|None|twisted rectangular-rounded,+740-482-240-002-861+
642,740,740_X_240,2,001 692,001,001 692,001 692,H-821,Harappa,TAB:B,None,fish,-,SP,Good,L/R,5,+740-642-240-001-692+,Harappa|TAB:B|None|fish,+740-642-240-001-692+
642,740,740_X_240,2,001 692,001,001 692,001 692,H-822,Harappa,TAB:B,None,fish,-,SP,Fair,L/R,5,+740-642-240-001-692+,Harappa|TAB:B|None|fish,+740-642-240-001-692+
636,740,740_X_240,2,060 692,060,060 692,060 692,H-823,Harappa,TAB:B,None,rectangular,-,SP,Fair,R/L,5,+740-636-240-060-692+,Harappa|TAB:B|None|rectangular,+740-636-240-060-692+
636,740,740_X_240,0,<END>,<END>,<END>,<END>,H-894,Harappa,TAB:I,None,rectangular,Steatite,MT,Fair,R/L,4,+400-740-636-240+,Harappa|TAB:I|None|rectangular,+400-740-636-240+
760,740,740_X_240,0,<END>,<END>,<END>,<END>,H-903,Harappa,TAB:I,None,rectangular,Steatite,MT,Poor,R/L,3,+740-760-240+,Harappa|TAB:I|None|rectangular,+740-760-240+
636,740,740_X_240,3,031 032 171,031,031 032,031 032 171,H-905,Harappa,TAB:I,None,rectangular,Steatite,LP,Poor,R/L,7,+400-740-636-240-031-032-171+,Harappa|TAB:I|None|rectangular,+400-740-636-240-031-032-171+
636,740,740_X_240,0,<END>,<END>,<END>,<END>,H-919,Harappa,TAB:I,None,rectangular,-,MT,Poor,R/L,3,+740-636-240+,Harappa|TAB:I|None|rectangular,+740-636-240+
235,740,740_X_240,0,<END>,<END>,<END>,<END>,H-954,Harappa,TAB:I,None,rectangular,Steatite,MT,Fair,R/L,4,+090-740-235-240+,Harappa|TAB:I|None|rectangular,+090-740-235-240+
636,690,690_X_240,0,<END>,<END>,<END>,<END>,H-965,Harappa,TAB:I,None,rectangular-round,Steatite,MT,Poor,L/R,4,+740-690-636-240+,Harappa|TAB:I|None|rectangular-round,+740-690-636-240+
636,690,690_X_240,0,<END>,<END>,<END>,<END>,H-966,Harappa,TAB:I,None,rectangular-rounded,-,MT,Fair,L/R,4,+740-690-636-240+,Harappa|TAB:I|None|rectangular-rounded,+740-690-636-240+
637,740,740_X_240,0,<END>,<END>,<END>,<END>,H-983,Harappa,TAB:I,Bult,prism,Steatite,MT,Fair,R/L,4,+400-740-637-240+,Harappa|TAB:I|Bult|prism,+400-740-637-240+
636,740,740_X_240,3,031 032 171,031,031 032,031 032 171,H-988,Harappa,TAB:I,Bult,cuboid,Steatite,LP,Poor,R/L,7,+400-740-636-240-031-032-171+,Harappa|TAB:I|Bult|cuboid,+400-740-636-240-031-032-171+
643,000,000_X_240,0,<END>,<END>,<END>,<END>,-,Kish,SEAL:S,Bull1,square,-,??,Poor,-,3,+000-643-240+,Kish|SEAL:S|Bull1|square,+000-643-240+
798,740,740_X_240,3,060 111 166,060,060 111,060 111 166,L-26,Lothal,SEAL:S,Bull1:W,square,Steatite,SP,Good,R/L,6,+740-798-240-060-111-166+,Lothal|SEAL:S|Bull1:W|square,+740-798-240-060-111-166+
806,740,740_X_240,2,002 820,002,002 820,002 820,L-83,Lothal,SEAL:L,None,oval,Agate,SP,Poor,R/L,5,+740-806-240-002-820+,Lothal|SEAL:L|None|oval,+740-806-240-002-820+
904,740,740_X_240,1,235,235,235,235,L-111,Lothal,SEAL:R,None,rectangular,Shell,MT,Good,R/L,4,+740-904-240-235+,Lothal|SEAL:R|None|rectangular,+740-904-240-235+
636,740,740_X_240,2,066 556,066,066 556,066 556,M-1879,Mohenjo-daro,SEAL:S,Gaur,square,Steatite,CT,Fair,R/L,5,+740-636-240-066-556+,Mohenjo-daro|SEAL:S|Gaur|square,+740-636-240-066-556+
923,740,740_X_240,3,235 060 820,235,235 060,235 060 820,M-1760,Mohenjo-daro,SEAL:S,Bull1:S,square,Steatite,SP,Fair,R/L,6,+740-923-240-235-060-820+,Mohenjo-daro|SEAL:S|Bull1:S|square,+740-923-240-235-060-820+
455,740,740_X_240,3,235 060 820,235,235 060,235 060 820,M-808,Mohenjo-daro,SEAL:S,Bull1:J,square,Steatite,SP,Good,R/L,6,+740-455-240-235-060-820+,Mohenjo-daro|SEAL:S|Bull1:J|square,+740-455-240-235-060-820+
772,740,740_X_240,0,<END>,<END>,<END>,<END>,M-1988,Mohenjo-daro,SEAL,None,cuboid,Steatite,MT,Good,R/L,3,+740-772-240+,Mohenjo-daro|SEAL|None|cuboid,+740-772-240+
100,740,740_X_240,1,031,031,031,031,M-1982,Mohenjo-daro,SEAL:R,None,rectangular,Steatite,MT,Good,R/L,4,+740-100-240-031+,Mohenjo-daro|SEAL:R|None|rectangular,+740-100-240-031+
637,740,740_X_240,2,002 861,002,002 861,002 861,-,Mohenjo-daro,SEAL:S,Bull1:S,square,Steatite,SP,Fair,R/L,5,+740-637-240-002-861+,Mohenjo-daro|SEAL:S|Bull1:S|square,+740-637-240-002-861+
643,740,740_X_240,0,<END>,<END>,<END>,<END>,M-1719,Mohenjo-daro,SEAL:S,Bull1:W,square,Steatite,MT,Good,R/L,3,+740-643-240+,Mohenjo-daro|SEAL:S|Bull1:W|square,+740-643-240+
233,740,740_X_240,0,<END>,<END>,<END>,<END>,M-1720,Mohenjo-daro,SEAL:S,Bull1:W,square,Steatite,MT,Good,R/L,4,+679-740-233-240+,Mohenjo-daro|SEAL:S|Bull1:W|square,+679-740-233-240+
773,740,740_X_240,3,235 060 692,235,235 060,235 060 692,M-5,Mohenjo-daro,SEAL:S,Bull1:W,square,Steatite,SP,Fair,R/L,6,+740-773-240-235-060-692+,Mohenjo-daro|SEAL:S|Bull1:W|square,+740-773-240-235-060-692+
055,740,740_X_240,6,235 806 002 220 455 503,235,235 806,235 806 002,M-29,Mohenjo-daro,SEAL:S,Bull1:W,square,Steatite,LP,Good,R/L,9,+740-055-240-235-806-002-220-455-503+,Mohenjo-daro|SEAL:S|Bull1:W|square,+740-055-240-235-806-002-220-455-503+
636,740,740_X_240,6,233 235 002 405 125 820,233,233 235,233 235 002,M-41,Mohenjo-daro,SEAL:S,Bull1:W,square,Steatite,LP,Good,R/L,9,+740-636-240-233-235-002-405-125-820+,Mohenjo-daro|SEAL:S|Bull1:W|square,+740-636-240-233-235-002-405-125-820+
798,740,740_X_240,5,235 002 220 065 215,235,235 002,235 002 220,M-46,Mohenjo-daro,SEAL:S,Bull1:W,square,Steatite,LP,Good,R/L,8,+740-798-240-235-002-220-065-215+,Mohenjo-daro|SEAL:S|Bull1:W|square,+740-798-240-235-002-220-065-215+
765,740,740_X_240,3,001 368 920,001,001 368,001 368 920,M-84,Mohenjo-daro,SEAL:S,Bull1:W,square,Steatite,SP,Poor,R/L,6,+740-765-240-001-368-920+,Mohenjo-daro|SEAL:S|Bull1:W|square,+740-765-240-001-368-920+
636,740,740_X_240,0,<END>,<END>,<END>,<END>,M-228,Mohenjo-daro,SEAL:S,Bull1:J,square,Steatite,MT,Fair,R/L,3,+740-636-240+,Mohenjo-daro|SEAL:S|Bull1:J|square,+740-636-240+
482,740,740_X_240,4,002 944 920 140,002,002 944,002 944 920,M-280,Mohenjo-daro,SEAL:S,Elep,square,Steatite,LP,Fair,R/L,7,+740-482-240-002-944-920-140+,Mohenjo-daro|SEAL:S|Elep|square,+740-482-240-002-944-920-140+
176,740,740_X_240,2,002 817,002,002 817,002 817,M-289,Mohenjo-daro,SEAL:S,Tigr,square,Steatite,SP,Fine,R/L,5,+740-176-240-002-817+,Mohenjo-daro|SEAL:S|Tigr|square,+740-176-240-002-817+
923,740,740_X_240,2,235 806,235,235 806,235 806,M-405,Mohenjo-daro,SEAL:R,None,cuboid-convex,Steatite,MT,Good,R/L,5,+740-923-240-235-806+,Mohenjo-daro|SEAL:R|None|cuboid-convex,+740-923-240-235-806+
000,000,000_X_240,0,<END>,<END>,<END>,<END>,M-477,Mohenjo-daro,TAB:B,Mult,twisted rectangular,Clay,??,Poor,R/L,4,+840-000-000-240+,Mohenjo-daro|TAB:B|Mult|twisted rectangular,+840-000-000-240+
176,740,740_X_240,3,798 002 861,798,798 002,798 002 861,M-629,Mohenjo-daro,SEAL:S,Bull1:W,square,-,LP,Fine,R/L,7,+679-740-176-240-798-002-861+,Mohenjo-daro|SEAL:S|Bull1:W|square,+679-740-176-240-798-002-861+
772,740,740_X_240,1,803,803,803,803,M-705,Mohenjo-daro,SEAL:S,Bull1:W,square,Steatite,MT,Fair,R/L,4,+740-772-240-803+,Mohenjo-daro|SEAL:S|Bull1:W|square,+740-772-240-803+
773,740,740_X_240,3,002 861 031,002,002 861,002 861 031,M-706,Mohenjo-daro,SEAL:S,Bull1:W,square,Steatite,SP,Poor,R/L,6,+740-773-240-002-861-031+,Mohenjo-daro|SEAL:S|Bull1:W|square,+740-773-240-002-861-031+
585,740,740_X_240,4,220 032 002 817,220,220 032,220 032 002,M-722,Mohenjo-daro,SEAL:S,Bull1,square,Steatite,LP,Poor,R/L,7,+740-585-240-220-032-002-817+,Mohenjo-daro|SEAL:S|Bull1|square,+740-585-240-220-032-002-817+
642,000,000_X_240,3,031 002 861,031,031 002,031 002 861,M-941,Mohenjo-daro,SEAL:S,Bull1:S,square,Steatite,??,Good,R/L,6,+000-642-240-031-002-861+,Mohenjo-daro|SEAL:S|Bull1:S|square,+000-642-240-031-002-861+
927,740,740_X_240,1,031,031,031,031,M-951,Mohenjo-daro,SEAL:S,Bull1:S,square,Steatite,MT,Poor,R/L,4,+740-927-240-031+,Mohenjo-daro|SEAL:S|Bull1:S|square,+740-927-240-031+
772,740,740_X_240,4,002 900 003 590,002,002 900,002 900 003,M-958,Mohenjo-daro,SEAL:S,Bull1:J,square,Steatite,IT,Good,R/L,7,+740-772-240-002-900-003-590+,Mohenjo-daro|SEAL:S|Bull1:J|square,+740-772-240-002-900-003-590+
455,740,740_X_240,1,235,235,235,235,M-1096,Mohenjo-daro,SEAL:S,Gaur,square,Steatite,MT,Good,R/L,4,+740-455-240-235+,Mohenjo-daro|SEAL:S|Gaur|square,+740-455-240-235+
923,740,740_X_240,2,002 817,002,002 817,002 817,M-1166,Mohenjo-daro,SEAL:S,Tigr,square,Steatite,SP,Good,R/L,5,+740-923-240-002-817+,Mohenjo-daro|SEAL:S|Tigr|square,+740-923-240-002-817+
000,740,740_X_240,0,<END>,<END>,<END>,<END>,M-1231,Mohenjo-daro,SEAL:S,None,square,Steatite,??,Poor,L/R,3,+740-000-240+,Mohenjo-daro|SEAL:S|None|square,+740-000-240+
055,740,740_X_240,3,220 032 806,220,220 032,220 032 806,M-1265,Mohenjo-daro,SEAL:R,None,rectangular,Steatite,MT,Good,R/L,6,+740-055-240-220-032-806+,Mohenjo-daro|SEAL:R|None|rectangular,+740-055-240-220-032-806+
904,740,740_X_240,2,002 817,002,002 817,002 817,H-1100,Harappa,TAB:B,Bull2,rectangular,-,SP,Fair,R/L,5,+740-904-240-002-817+,Harappa|TAB:B|Bull2|rectangular,+740-904-240-002-817+
482,740,740_X_240,2,002 861,002,002 861,002 861,H-1130,Harappa,TAB:B,None,rectangular-round,-,SP,Poor,R/L,5,+740-482-240-002-861+,Harappa|TAB:B|None|rectangular-round,+740-482-240-002-861+
482,740,740_X_240,2,002 861,002,002 861,002 861,H-1131,Harappa,TAB:B,None,twisted rectangular,-,SP,Poor,R/L,5,+740-482-240-002-861+,Harappa|TAB:B|None|twisted rectangular,+740-482-240-002-861+
603,740,740_X_240,2,060 692,060,060 692,060 692,H-1137,Harappa,TAB:B,None,rectangular,-,SP,Fair,R/L,5,+740-603-240-060-692+,Harappa|TAB:B|None|rectangular,+740-603-240-060-692+
636,740,740_X_240,0,<END>,<END>,<END>,<END>,H-1178,Harappa,TAB:I,None,rectangular,-,MT,Fair,R/L,4,+400-740-636-240+,Harappa|TAB:I|None|rectangular,+400-740-636-240+
