"control","planted_structure","iteration","scope","coverage_fraction","rows","tokens","unique_signs","label_symmetry_log2_bits","context_equiv_log2_bits","context_equiv_class_count","context_equiv_signs","largest_context_equiv_class","profile_singleton_share","masked_tokens","masked_sampled","masked_top1_accuracy","masked_top5_accuracy","masked_mean_rank","masked_mrr","masked_mean_true_probability","masked_mean_entropy_bits","masked_mean_effective_candidates","masked_mean_mass90_candidates","context_equiv_examples"
"global_token_shuffle","pure_noise_matched_unigram_and_length","4","forger_null","0.75","1349","6141","506","3821.208540556","7.584962501","6","13","3","0.9743083","1200","true","0.096666667","0.210833333","72.200833333","0.172738923","0.078050806","2.143912635","9.916108562","24.895833333","473 718 805; 131 930; 179 417; 223 534; 429 647; 474 759"
"global_token_shuffle","pure_noise_matched_unigram_and_length","5","forger_null","0.75","1349","6141","506","3821.208540556","7.584962501","6","13","3","0.9743083","1200","true","0.110833333","0.2425","70.153333333","0.190729981","0.085727701","2.278505698","11.885447708","31.073333333","041 596 930; 386 586; 443 678; 490 932; 778 891; 814 894"
"global_token_shuffle","pure_noise_matched_unigram_and_length","6","forger_null","0.75","1349","6141","506","3821.208540556","3","3","6","2","0.988142292","1200","true","0.115","0.226666667","69.7475","0.187247807","0.08972904","2.210655211","11.342293358","28.106666667","253 727; 393 864; 707 731"
"global_token_shuffle","pure_noise_matched_unigram_and_length","7","forger_null","0.75","1349","6141","506","3821.208540556","5.584962501","4","9","3","0.982213439","1200","true","0.120833333","0.24","71.339166667","0.192562541","0.092629676","2.113571278","10.352499193","24.42","253 277 897; 160 286; 516 956; 729 933"
"global_token_shuffle","pure_noise_matched_unigram_and_length","8","forger_null","0.75","1349","6141","506","3821.208540556","6.584962501","3","8","4","0.984189723","1200","true","0.111666667","0.219166667","65.055","0.184745531","0.083780803","2.228351358","10.931415781","27.988333333","291 311 693 764; 383 571; 601 744"
"global_token_shuffle","pure_noise_matched_unigram_and_length","9","forger_null","0.75","1349","6141","506","3821.208540556","3","3","6","2","0.988142292","1200","true","0.095","0.214166667","73.635833333","0.172016408","0.075529291","2.188084818","11.054653887","25.398333333","180 506; 501 516; 635 897"
"global_token_shuffle","pure_noise_matched_unigram_and_length","10","forger_null","0.75","1349","6141","506","3821.208540556","4","4","8","2","0.984189723","1200","true","0.104166667","0.241666667","70.293333333","0.184213259","0.084911902","2.164524038","10.641758763","25.1225","393 727; 490 778; 694 728; 764 786"
"global_token_shuffle","pure_noise_matched_unigram_and_length","11","forger_null","0.75","1349","6141","506","3821.208540556","7.584962501","6","13","3","0.9743083","1200","true","0.1","0.2275","68.426666667","0.177738895","0.078798745","2.159737656","10.118079509","24.8625","057 813 854; 041 586; 338 693; 376 481; 402 542; 810 866"
"global_token_shuffle","pure_noise_matched_unigram_and_length","12","forger_null","0.75","1349","6141","506","3821.208540556","7.584962501","6","13","3","0.9743083","1200","true","0.113333333","0.2275","70.433333333","0.18763903","0.084914218","2.165099838","10.897345389","26.7725","057 224 723; 179 786; 402 639; 410 560; 731 775; 783 933"
"global_token_shuffle","pure_noise_matched_unigram_and_length","13","forger_null","0.75","1349","6141","506","3821.208540556","2","2","4","2","0.992094862","1200","true","0.111666667","0.23","73.4775","0.184706138","0.085213535","2.119454591","10.008951485","23.560833333","192 474; 208 606"
"global_token_shuffle","pure_noise_matched_unigram_and_length","14","forger_null","0.75","1349","6141","506","3821.208540556","2","2","4","2","0.992094862","1200","true","0.111666667","0.233333333","71.673333333","0.186898596","0.086555209","2.196151902","11.799765406","27.248333333","301 493; 389 813"
"global_token_shuffle","pure_noise_matched_unigram_and_length","15","forger_null","0.75","1349","6141","506","3821.208540556","10.584962501","9","19","3","0.962450593","1200","true","0.105","0.219166667","70.094166667","0.180201749","0.080862795","2.209031534","10.662320022","26.940833333","170 287 759; 071 914; 082 319; 134 471; 195 627; 291 727"
"global_token_shuffle","pure_noise_matched_unigram_and_length","16","forger_null","0.75","1349","6141","506","3821.208540556","10.584962501","9","19","3","0.962450593","1200","true","0.108333333","0.2275","73.2025","0.183753846","0.08299885","2.202232351","10.481889201","24.794166667","424 428 689; 057 092; 082 528; 143 474; 208 230; 266 311"
"global_token_shuffle","pure_noise_matched_unigram_and_length","17","forger_null","0.75","1349","6141","506","3821.208540556","5","5","10","2","0.980237154","1200","true","0.105","0.2325","72.0025","0.180448418","0.083061487","2.172803881","10.760841244","25.589166667","045 729; 122 678; 127 424; 230 573; 479 852"
"global_token_shuffle","pure_noise_matched_unigram_and_length","18","forger_null","0.75","1349","6141","506","3821.208540556","7","7","14","2","0.972332016","1200","true","0.095833333","0.223333333","65.465833333","0.173043963","0.079089452","2.250057988","11.931875759","29.253333333","122 707; 152 637; 224 516; 343 444; 479 746; 490 688"
"global_token_shuffle","pure_noise_matched_unigram_and_length","19","forger_null","0.75","1349","6141","506","3821.208540556","8","8","16","2","0.968379447","1200","true","0.106666667","0.226666667","68.508333333","0.184351074","0.085741468","2.152371062","10.277518403","25.264166667","027 127; 180 876; 207 256; 311 930; 338 383; 361 417"
"global_token_shuffle","pure_noise_matched_unigram_and_length","20","forger_null","0.75","1349","6141","506","3821.208540556","2","2","4","2","0.992094862","1200","true","0.110833333","0.218333333","72.64","0.181937442","0.084466486","2.231637734","10.868493253","27.6975","042 203; 897 944"
"global_token_shuffle","pure_noise_matched_unigram_and_length","21","forger_null","0.75","1349","6141","506","3821.208540556","4","4","8","2","0.984189723","1200","true","0.116666667","0.239166667","76.561666667","0.187589994","0.093587881","2.129946771","10.144052211","24.318333333","045 813; 057 383; 295 363; 640 744"
"global_token_shuffle","pure_noise_matched_unigram_and_length","22","forger_null","0.75","1349","6141","506","3821.208540556","3","3","6","2","0.988142292","1200","true","0.090833333","0.216666667","70.680833333","0.168678012","0.074648775","2.128634283","9.912723312","23.470833333","042 386; 057 777; 729 875"
"global_token_shuffle","pure_noise_matched_unigram_and_length","23","forger_null","0.75","1349","6141","506","3821.208540556","5.584962501","4","9","3","0.982213439","1200","true","0.111666667","0.235","73.335833333","0.189391836","0.085335617","2.152592264","11.509933786","27.691666667","389 516 805; 057 363; 230 386; 375 854"
"global_token_shuffle","pure_noise_matched_unigram_and_length","24","forger_null","0.75","1349","6141","506","3821.208540556","7.584962501","4","10","4","0.980237154","1200","true","0.100833333","0.2175","77.4125","0.17771381","0.078779799","2.169064558","9.505371032","24.844166667","092 286 570 815; 170 744; 277 342; 412 786"
"global_token_shuffle","pure_noise_matched_unigram_and_length","25","forger_null","0.75","1349","6141","506","3821.208540556","4","4","8","2","0.984189723","1200","true","0.116666667","0.233333333","69.7525","0.191721503","0.087260351","2.198846265","11.00637069","27.795833333","160 866; 424 902; 481 712; 635 678"
"global_token_shuffle","pure_noise_matched_unigram_and_length","26","forger_null","0.75","1349","6141","506","3821.208540556","3","3","6","2","0.988142292","1200","true","0.121666667","0.254166667","67.294166667","0.198681996","0.096052246","2.180893838","10.220744876","25.045","071 119; 098 944; 689 732"
"global_token_shuffle","pure_noise_matched_unigram_and_length","27","forger_null","0.75","1349","6141","506","3821.208540556","7.584962501","6","13","3","0.9743083","1200","true","0.116666667","0.243333333","71.484166667","0.193957813","0.091037925","2.148075019","9.350838356","22.791666667","180 481 751; 027 933; 045 643; 098 898; 287 732; 327 746"
"global_token_shuffle","pure_noise_matched_unigram_and_length","28","forger_null","0.75","1349","6141","506","3821.208540556","3","3","6","2","0.988142292","1200","true","0.101666667","0.21","74.575833333","0.174567672","0.078460597","2.223712611","10.536858999","27.3525","172 620; 253 256; 627 908"
"global_token_shuffle","pure_noise_matched_unigram_and_length","29","forger_null","0.75","1349","6141","506","3821.208540556","7.169925001","4","10","3","0.980237154","1200","true","0.108333333","0.2275","71.770833333","0.184751935","0.082415793","2.157807726","9.016223238","23.965833333","127 647 761; 375 376 875; 287 571; 428 909"
"global_token_shuffle","pure_noise_matched_unigram_and_length","30","forger_null","0.75","1349","6141","506","3821.208540556","4.584962501","3","7","3","0.986166008","1200","true","0.113333333","0.236666667","72.664166667","0.190182967","0.08893645","2.083855879","9.260433606","24.199166667","134 325 375; 071 639; 352 694"
"global_token_shuffle","pure_noise_matched_unigram_and_length","31","forger_null","0.75","1349","6141","506","3821.208540556","1","1","2","2","0.996047431","1200","true","0.115833333","0.236666667","69.4825","0.191753548","0.088457729","2.125271602","9.130076246","22.2825","131 179"
"global_token_shuffle","pure_noise_matched_unigram_and_length","32","forger_null","0.75","1349","6141","506","3821.208540556","3","3","6","2","0.988142292","1200","true","0.106666667","0.23","71.633333333","0.181259675","0.080915386","2.164991897","10.298286204","25.060833333","045 896; 301 573; 386 891"
"global_token_shuffle","pure_noise_matched_unigram_and_length","33","forger_null","0.75","1349","6141","506","3821.208540556","2","2","4","2","0.992094862","1200","true","0.103333333","0.225","72.899166667","0.178132041","0.080983944","2.099428195","9.999761455","24.026666667","082 744; 325 443"
"global_token_shuffle","pure_noise_matched_unigram_and_length","34","forger_null","0.75","1349","6141","506","3821.208540556","8.584962501","7","15","3","0.970355731","1200","true","0.1","0.236666667","71.513333333","0.181941574","0.084122285","2.164715917","9.81493598","25.225833333","389 707 902; 098 810; 192 734; 344 901; 352 471; 749 805"
"global_token_shuffle","pure_noise_matched_unigram_and_length","35","forger_null","0.75","1349","6141","506","3821.208540556","6.584962501","5","11","3","0.97826087","1200","true","0.1225","0.244166667","66.719166667","0.201282793","0.092915592","2.168823586","10.439018282","25.484166667","319 490 513; 050 172; 069 767; 325 707; 729 814"
"global_token_shuffle","pure_noise_matched_unigram_and_length","36","forger_null","0.75","1349","6141","506","3821.208540556","7.584962501","4","10","4","0.980237154","1200","true","0.105833333","0.2375","70.88","0.185585903","0.083570011","2.157814279","9.466910277","25.475833333","224 596 822 930; 041 908; 179 471; 571 693"
"global_token_shuffle","pure_noise_matched_unigram_and_length","37","forger_null","0.75","1349","6141","506","3821.208540556","7.584962501","6","13","3","0.9743083","1200","true","0.114166667","0.24","70.666666667","0.190378062","0.089114697","2.193463348","10.601513226","26.365","253 688 707; 057 852; 208 544; 266 866; 295 902; 450 828"
"global_token_shuffle","pure_noise_matched_unigram_and_length","38","forger_null","0.75","1349","6141","506","3821.208540556","5","5","10","2","0.980237154","1200","true","0.100833333","0.223333333","73.279166667","0.175642821","0.075619951","2.1830366","10.985932149","26.433333333","134 908; 191 718; 410 443; 571 732; 688 764"
"global_token_shuffle","pure_noise_matched_unigram_and_length","39","forger_null","0.75","1349","6141","506","3821.208540556","5","5","10","2","0.980237154","1200","true","0.1","0.215","71.3075","0.170963661","0.073276933","2.266263748","12.106211331","30.9775","127 473; 542 897; 573 712; 606 627; 749 908"
"global_token_shuffle","pure_noise_matched_unigram_and_length","40","forger_null","0.75","1349","6141","506","3821.208540556","2","2","4","2","0.992094862","1200","true","0.105","0.226666667","75.686666667","0.175541255","0.08185911","2.174361985","10.835461348","25.966666667","266 956; 424 909"
"global_token_shuffle","pure_noise_matched_unigram_and_length","41","forger_null","0.75","1349","6141","506","3821.208540556","9","9","18","2","0.964426877","1200","true","0.103333333","0.2375","66.3975","0.183266708","0.081752187","2.175813591","10.103949777","25.206666667","071 813; 094 734; 144 160; 207 786; 229 285; 361 471"
"global_token_shuffle","pure_noise_matched_unigram_and_length","42","forger_null","0.75","1349","6141","506","3821.208540556","3","3","6","2","0.988142292","1200","true","0.1175","0.228333333","73.8075","0.188066663","0.091392717","2.169794984","11.623295513","26.355833333","402 421; 450 909; 516 914"
"global_token_shuffle","pure_noise_matched_unigram_and_length","43","forger_null","0.75","1349","6141","506","3821.208540556","10.169925001","7","16","3","0.968379447","1200","true","0.104166667","0.22","71.2175","0.179999868","0.07985712","2.214202093","11.561647326","27.3625","428 901 932; 444 471 684; 119 383; 443 826; 573 577; 640 866"
"global_token_shuffle","pure_noise_matched_unigram_and_length","44","forger_null","0.75","1349","6141","506","3821.208540556","3","3","6","2","0.988142292","1200","true","0.098333333","0.224166667","71.395","0.175177252","0.080143265","2.156794785","10.163877679","24.859166667","042 429; 050 775; 170 731"
"global_token_shuffle","pure_noise_matched_unigram_and_length","45","forger_null","0.75","1349","6141","506","3821.208540556","5","5","10","2","0.980237154","1200","true","0.106666667","0.2275","74.045","0.186432619","0.084084721","2.140782407","9.993302711","23.2725","170 571; 361 375; 493 727; 528 601; 718 836"
"global_token_shuffle","pure_noise_matched_unigram_and_length","46","forger_null","0.75","1349","6141","506","3821.208540556","4","4","8","2","0.984189723","1200","true","0.106666667","0.2325","75.365833333","0.181690017","0.084325699","2.116449751","9.601205019","23.4725","094 901; 116 744; 410 430; 506 718"
"global_token_shuffle","pure_noise_matched_unigram_and_length","47","forger_null","0.75","1349","6141","506","3821.208540556","6","6","12","2","0.976284585","1200","true","0.11","0.234166667","72.379166667","0.183953814","0.08912039","2.217937678","11.449879246","28.0075","069 342; 122 471; 134 361; 560 751; 694 863; 864 958"
"global_token_shuffle","pure_noise_matched_unigram_and_length","48","forger_null","0.75","1349","6141","506","3821.208540556","8.169925001","5","12","3","0.976284585","1200","true","0.090833333","0.196666667","74.604166667","0.163964984","0.072490983","2.172379717","8.874047589","23.215","134 143 778; 402 712 723; 256 727; 308 640; 338 897"
"global_token_shuffle","pure_noise_matched_unigram_and_length","49","forger_null","0.75","1349","6141","506","3821.208540556","9.169925001","6","14","3","0.972332016","1200","true","0.119166667","0.234166667","67.840833333","0.191120995","0.090739637","2.097300353","9.240585111","22.233333333","119 528 859; 266 826 901; 141 728; 319 775; 352 429; 571 576"
"global_token_shuffle","pure_noise_matched_unigram_and_length","50","forger_null","0.75","1349","6141","506","3821.208540556","5.584962501","4","9","3","0.982213439","1200","true","0.1025","0.218333333","72.629166667","0.174264454","0.079606606","2.203390386","10.760367321","25.406666667","200 428 501; 311 471; 386 796; 718 901"
"global_token_shuffle","pure_noise_matched_unigram_and_length","51","forger_null","0.75","1349","6141","506","3821.208540556","6","6","12","2","0.976284585","1200","true","0.11","0.23","74.183333333","0.182833311","0.083454942","2.172608053","10.838986235","27.140833333","084 876; 094 286; 132 224; 191 956; 195 815; 474 796"
"global_token_shuffle","pure_noise_matched_unigram_and_length","52","forger_null","0.75","1349","6141","506","3821.208540556","3","3","6","2","0.988142292","1200","true","0.1","0.225","71.160833333","0.175947618","0.079473212","2.143128797","9.162704771","22.496666667","027 528; 386 786; 871 876"
"global_token_shuffle","pure_noise_matched_unigram_and_length","53","forger_null","0.75","1349","6141","506","3821.208540556","8.584962501","7","15","3","0.970355731","1200","true","0.105","0.220833333","72.833333333","0.178889501","0.082899565","2.140123626","9.657849175","22.645833333","330 571 891; 082 560; 229 286; 230 958; 276 694; 342 786"
"global_token_shuffle","pure_noise_matched_unigram_and_length","54","forger_null","0.75","1349","6141","506","3821.208540556","3","3","6","2","0.988142292","1200","true","0.110833333","0.230833333","70.604166667","0.183812395","0.088036695","2.200592142","10.944917091","25.5575","071 576; 195 902; 429 751"
"global_token_shuffle","pure_noise_matched_unigram_and_length","55","forger_null","0.75","1349","6141","506","3821.208540556","10.584962501","9","19","3","0.962450593","1200","true","0.120833333","0.236666667","68.720833333","0.194092559","0.092472945","2.166202291","10.472319396","25.495","027 596 767; 042 471; 131 479; 144 744; 287 728; 386 639"
"global_token_shuffle","pure_noise_matched_unigram_and_length","56","forger_null","0.75","1349","6141","506","3821.208540556","5","5","10","2","0.980237154","1200","true","0.118333333","0.240833333","63.015833333","0.194869812","0.093515281","2.148147445","9.121967742","23.076666667","132 386; 144 761; 560 866; 635 894; 751 775"
"global_token_shuffle","pure_noise_matched_unigram_and_length","57","forger_null","0.75","1349","6141","506","3821.208540556","9.169925001","6","14","3","0.972332016","1200","true","0.111666667","0.235833333","73.305833333","0.19055039","0.091139397","2.199360724","11.446986461","28.894166667","084 195 308; 134 513 586; 092 319; 191 898; 723 751; 761 859"
"global_token_shuffle","pure_noise_matched_unigram_and_length","58","forger_null","0.75","1349","6141","506","3821.208540556","2","2","4","2","0.992094862","1200","true","0.101666667","0.224166667","72.994166667","0.178755687","0.082518987","2.190751635","10.735344347","27.055833333","344 796; 424 876"
"global_token_shuffle","pure_noise_matched_unigram_and_length","59","forger_null","0.75","1349","6141","506","3821.208540556","2","2","4","2","0.992094862","1200","true","0.113333333","0.235833333","70.224166667","0.190102667","0.088517721","2.161954074","10.240573419","24.958333333","428 759; 891 918"
"global_token_shuffle","pure_noise_matched_unigram_and_length","60","forger_null","0.75","1349","6141","506","3821.208540556","9.584962501","6","14","4","0.972332016","1200","true","0.109166667","0.228333333","69.125","0.182541631","0.082139224","2.188353115","10.245538444","25.869166667","172 295 389 828; 057 746; 170 343; 287 417; 308 471; 544 796"
"global_token_shuffle","pure_noise_matched_unigram_and_length","61","forger_null","0.75","1349","6141","506","3821.208540556","4.584962501","3","7","3","0.986166008","1200","true","0.098333333","0.209166667","69.615833333","0.171615146","0.077057477","2.198550576","11.208599791","27.273333333","542 640 958; 363 864; 586 627"
"global_token_shuffle","pure_noise_matched_unigram_and_length","62","forger_null","0.75","1349","6141","506","3821.208540556","10.169925001","7","16","3","0.968379447","1200","true","0.105833333","0.238333333","69.723333333","0.185176556","0.086632041","2.094742801","9.061751588","21.903333333","195 490 759; 330 474 940; 098 828; 141 389; 285 830; 327 909"
"global_token_shuffle","pure_noise_matched_unigram_and_length","63","forger_null","0.75","1349","6141","506","3821.208540556","4","4","8","2","0.984189723","1200","true","0.1025","0.24","67.7175","0.184940342","0.080162976","2.121805266","9.073948379","22.940833333","027 424; 253 783; 280 311; 444 571"
"global_token_shuffle","pure_noise_matched_unigram_and_length","64","forger_null","0.75","1349","6141","506","3821.208540556","5","5","10","2","0.980237154","1200","true","0.105","0.213333333","73.256666667","0.175536278","0.08405951","2.128595198","10.850341637","25.985833333","045 843; 160 383; 170 813; 223 291; 490 908"
"global_token_shuffle","pure_noise_matched_unigram_and_length","65","forger_null","0.75","1349","6141","506","3821.208540556","6","6","12","2","0.976284585","1200","true","0.100833333","0.23","70.428333333","0.178410887","0.080403732","2.132826174","9.438461351","24.559166667","127 207; 276 544; 286 513; 301 759; 338 541; 417 764"
"global_token_shuffle","pure_noise_matched_unigram_and_length","66","forger_null","0.75","1349","6141","506","3821.208540556","3.584962501","2","5","3","0.990118577","1200","true","0.110833333","0.244166667","69.395","0.1934866","0.089197173","2.167352637","11.948288412","27.355","172 376 864; 375 854"
"global_token_shuffle","pure_noise_matched_unigram_and_length","67","forger_null","0.75","1349","6141","506","3821.208540556","6.169925001","3","8","3","0.984189723","1200","true","0.113333333","0.245833333","70.833333333","0.194039724","0.090794289","2.161126468","9.849361803","26.0175","027 376 930; 195 203 744; 620 727"
"global_token_shuffle","pure_noise_matched_unigram_and_length","68","forger_null","0.75","1349","6141","506","3821.208540556","5","5","10","2","0.980237154","1200","true","0.096666667","0.225","73.078333333","0.170683648","0.080734131","2.153565259","10.461075953","24.984166667","082 287; 180 207; 417 833; 640 805; 815 897"
"global_token_shuffle","pure_noise_matched_unigram_and_length","69","forger_null","0.75","1349","6141","506","3821.208540556","4.584962501","3","7","3","0.986166008","1200","true","0.104166667","0.2175","68.3675","0.180212649","0.082145987","2.168915164","9.886808078","25.4125","127 501 542; 069 544; 620 712"
"global_token_shuffle","pure_noise_matched_unigram_and_length","70","forger_null","0.75","1349","6141","506","3821.208540556","4","4","8","2","0.984189723","1200","true","0.109166667","0.224166667","73.1925","0.183010484","0.088946621","2.148571053","10.288409814","25.53","143 761; 160 909; 417 908; 429 814"
"global_token_shuffle","pure_noise_matched_unigram_and_length","71","forger_null","0.75","1349","6141","506","3821.208540556","5","5","10","2","0.980237154","1200","true","0.111666667","0.2275","65.8725","0.186380336","0.089679445","2.179368834","10.574110317","24.519166667","116 506; 208 783; 319 501; 576 805; 606 746"
"global_token_shuffle","pure_noise_matched_unigram_and_length","72","forger_null","0.75","1349","6141","506","3821.208540556","9.584962501","8","17","3","0.966403162","1200","true","0.11","0.22","72.57","0.18160306","0.086680791","2.17138183","9.604384656","23.869166667","606 871 944; 050 627; 152 266; 160 363; 223 230; 493 956"
"global_token_shuffle","pure_noise_matched_unigram_and_length","73","forger_null","0.75","1349","6141","506","3821.208540556","5","5","10","2","0.980237154","1200","true","0.106666667","0.220833333","74.1275","0.180867991","0.078768446","2.22096741","11.126193343","26.85","050 327; 144 643; 172 606; 179 541; 573 723"
"global_token_shuffle","pure_noise_matched_unigram_and_length","74","forger_null","0.75","1349","6141","506","3821.208540556","4.584962501","3","7","3","0.986166008","1200","true","0.113333333","0.229166667","71.43","0.185288705","0.090604962","2.141531759","10.388806798","23.875","180 643 813; 170 256; 731 932"
"global_token_shuffle","pure_noise_matched_unigram_and_length","75","forger_null","0.75","1349","6141","506","3821.208540556","9.584962501","6","14","4","0.972332016","1200","true","0.113333333","0.234166667","68.878333333","0.187984531","0.087083934","2.145728301","9.784593223","23.638333333","295 836 854 909; 122 430; 127 542; 141 402; 325 541; 361 796"
"global_token_shuffle","pure_noise_matched_unigram_and_length","76","forger_null","0.75","1349","6141","506","3821.208540556","10.169925001","7","16","3","0.968379447","1200","true","0.119166667","0.2375","72.528333333","0.192642353","0.090335788","2.125400328","10.313474574","23.47","230 481 944; 596 723 864; 138 501; 172 180; 321 343; 639 814"
"global_token_shuffle","pure_noise_matched_unigram_and_length","77","forger_null","0.75","1349","6141","506","3821.208540556","7.584962501","6","13","3","0.9743083","1200","true","0.113333333","0.234166667","70.5975","0.188078909","0.086695683","2.125856056","8.652157646","21.9275","229 230 424; 041 402; 152 493; 192 570; 223 786; 224 718"
"global_token_shuffle","pure_noise_matched_unigram_and_length","78","forger_null","0.75","1349","6141","506","3821.208540556","3","3","6","2","0.988142292","1200","true","0.099166667","0.223333333","74.030833333","0.176460836","0.079101229","2.218664772","11.389900198","27.279166667","276 635; 402 513; 759 775"
"global_token_shuffle","pure_noise_matched_unigram_and_length","79","forger_null","0.75","1349","6141","506","3821.208540556","7.584962501","6","13","3","0.9743083","1200","true","0.106666667","0.231666667","72.401666667","0.183039777","0.081718047","2.260812103","12.844641694","29.825","127 421 689; 069 342; 152 870; 229 894; 280 734; 402 940"
"global_token_shuffle","pure_noise_matched_unigram_and_length","80","forger_null","0.75","1349","6141","506","3821.208540556","5.584962501","4","9","3","0.982213439","1200","true","0.100833333","0.214166667","70.194166667","0.173881829","0.078877215","2.180763645","10.248876316","26.595833333","444 727 805; 134 909; 291 647; 729 894"
"global_token_shuffle","pure_noise_matched_unigram_and_length","81","forger_null","0.75","1349","6141","506","3821.208540556","7.584962501","6","13","3","0.9743083","1200","true","0.100833333","0.198333333","69.605","0.169136501","0.080677426","2.226746677","11.970314315","28.183333333","678 843 918; 203 311; 287 712; 386 573; 513 805; 898 940"
"global_token_shuffle","pure_noise_matched_unigram_and_length","82","forger_null","0.75","1349","6141","506","3821.208540556","4.584962501","3","7","3","0.986166008","1200","true","0.129166667","0.254166667","71.28","0.203896621","0.1016045","2.161786147","9.628982751","23.874166667","678 746 777; 200 639; 637 689"
"global_token_shuffle","pure_noise_matched_unigram_and_length","83","forger_null","0.75","1349","6141","506","3821.208540556","5.584962501","4","9","3","0.982213439","1200","true","0.105","0.223333333","72.156666667","0.179988826","0.081010038","2.224347444","11.146013927","26.6025","277 516 786; 330 734; 412 864; 683 767"
"global_token_shuffle","pure_noise_matched_unigram_and_length","84","forger_null","0.75","1349","6141","506","3821.208540556","5","5","10","2","0.980237154","1200","true","0.1175","0.220833333","74.721666667","0.186479084","0.088989045","2.227272805","11.07592114","26.281666667","050 230; 195 744; 389 894; 474 775; 830 871"
"global_token_shuffle","pure_noise_matched_unigram_and_length","85","forger_null","0.75","1349","6141","506","3821.208540556","8","8","16","2","0.968379447","1200","true","0.1175","0.245","78.731666667","0.194578817","0.088677462","2.280142454","11.950533282","29.4575","041 570; 200 930; 256 635; 321 601; 393 417; 402 606"
"global_token_shuffle","pure_noise_matched_unigram_and_length","86","forger_null","0.75","1349","6141","506","3821.208540556","3.584962501","2","5","3","0.990118577","1200","true","0.108333333","0.235","72.0675","0.183725766","0.079919074","2.173447411","10.261918443","25.3775","119 767 783; 601 749"
"global_token_shuffle","pure_noise_matched_unigram_and_length","87","forger_null","0.75","1349","6141","506","3821.208540556","6","6","12","2","0.976284585","1200","true","0.106666667","0.235","67.389166667","0.185405909","0.084703819","2.169401742","9.465170214","23.381666667","119 639; 134 573; 143 601; 208 576; 376 813; 586 896"
"global_token_shuffle","pure_noise_matched_unigram_and_length","88","forger_null","0.75","1349","6141","506","3821.208540556","9.584962501","8","17","3","0.966403162","1200","true","0.095833333","0.22","73.615","0.17135412","0.074203382","2.138157407","8.820132272","23.8675","375 870 933; 144 908; 301 417; 319 836; 430 891; 606 930"
"global_token_shuffle","pure_noise_matched_unigram_and_length","89","forger_null","0.75","1349","6141","506","3821.208540556","4.584962501","3","7","3","0.986166008","1200","true","0.106666667","0.245","71.093333333","0.185925286","0.084111363","2.221985214","11.648695336","26.306666667","570 749 828; 132 203; 694 901"
"global_token_shuffle","pure_noise_matched_unigram_and_length","90","forger_null","0.75","1349","6141","506","3821.208540556","9.169925001","6","14","3","0.972332016","1200","true","0.116666667","0.238333333","68.944166667","0.193806504","0.090153734","2.177535358","9.435628029","23.625","041 606 864; 361 376 501; 092 693; 160 854; 386 859; 586 863"
"global_token_shuffle","pure_noise_matched_unigram_and_length","91","forger_null","0.75","1349","6141","506","3821.208540556","6.584962501","5","11","3","0.97826087","1200","true","0.101666667","0.230833333","68.54","0.179209326","0.078431202","2.134229448","9.583179398","24.078333333","092 224 814; 330 852; 490 918; 640 746; 761 767"
"global_token_shuffle","pure_noise_matched_unigram_and_length","92","forger_null","0.75","1349","6141","506","3821.208540556","6.584962501","5","11","3","0.97826087","1200","true","0.101666667","0.225","66.945","0.180020154","0.080653268","2.178092731","10.923116059","28.2075","172 601 637; 170 643; 195 200; 338 862; 493 718"
"global_token_shuffle","pure_noise_matched_unigram_and_length","93","forger_null","0.75","1349","6141","506","3821.208540556","10.584962501","7","16","4","0.968379447","1200","true","0.100833333","0.2225","75.251666667","0.177238136","0.079904226","2.226142394","11.360004734","27.984166667","119 208 647 734; 082 428; 094 864; 132 712; 253 506; 643 902"
"global_token_shuffle","pure_noise_matched_unigram_and_length","94","forger_null","0.75","1349","6141","506","3821.208540556","4","4","8","2","0.984189723","1200","true","0.105833333","0.214166667","67.410833333","0.178132833","0.083962621","2.148946994","11.250408133","26.166666667","057 902; 092 256; 143 759; 192 573"
"global_token_shuffle","pure_noise_matched_unigram_and_length","95","forger_null","0.75","1349","6141","506","3821.208540556","8.584962501","7","15","3","0.970355731","1200","true","0.1175","0.2325","74.409166667","0.193118997","0.090747216","2.169919329","9.950775633","24.555833333","383 647 731; 041 805; 295 940; 412 444; 424 891; 471 684"
"global_token_shuffle","pure_noise_matched_unigram_and_length","96","forger_null","0.75","1349","6141","506","3821.208540556","9.169925001","6","14","3","0.972332016","1200","true","0.108333333","0.235833333","67.9025","0.185645746","0.081799328","2.170810377","10.648019364","26.213333333","134 506 828; 412 805 863; 057 896; 223 786; 295 444; 363 813"
"global_token_shuffle","pure_noise_matched_unigram_and_length","97","forger_null","0.75","1349","6141","506","3821.208540556","5.584962501","4","9","3","0.982213439","1200","true","0.1175","0.234166667","65.081666667","0.193128622","0.091129465","2.182248068","8.935118824","23.615833333","084 280 828; 069 443; 429 918; 678 854"
"global_token_shuffle","pure_noise_matched_unigram_and_length","98","forger_null","0.75","1349","6141","506","3821.208540556","5","5","10","2","0.980237154","1200","true","0.0975","0.21","70.243333333","0.17420827","0.078914497","2.127872694","9.608693141","23.68","203 286; 342 637; 363 862; 471 875; 712 956"
