"target","shuffle_block","shuffle_fields","model","rows","labels","observed_accuracy","null_accuracy_mean","null_accuracy_p95","observed_minus_null_mean","null_iterations_ge_observed_accuracy","observed_macro_f1","null_macro_f1_mean","null_macro_f1_p95","observed_minus_null_macro_f1_mean","null_iterations_ge_observed_macro_f1","unchanged_label_share_mean"
"aspect_bin","global","none","edge_frame","1595","3","0.618809","0.587524","0.593166","0.031285","0","0.354972","0.282614","0.292853","0.072358","0","0.456364"
"aspect_bin","global","none","edge_class_frame","1595","3","0.605016","0.600251","0.604734","0.004765","1","0.318113","0.272845","0.288688","0.045268","0","0.456364"
"aspect_bin","global","none","hard_proxy","1595","3","0.786207","0.59373","0.599781","0.192476","0","0.665549","0.284054","0.295257","0.381495","0","0.456364"
"aspect_bin","global","none","hard_proxy_edge_class","1595","3","0.705956","0.579561","0.586207","0.126395","0","0.513468","0.284118","0.298309","0.229349","0","0.456364"
"aspect_bin","global","none","token_nb","1595","3","0.638871","0.573292","0.577273","0.06558","0","0.459526","0.289557","0.300157","0.169969","0","0.456364"
"aspect_bin","edge_frame","edge_frame","majority","1595","3","0.618182","0.618182","0.618182","0","10","0.254682","0.254682","0.254682","0","10","0.899624"
"aspect_bin","edge_frame","edge_frame","length_type_site","1595","3","0.828213","0.763009","0.774984","0.065204","0","0.740582","0.66036","0.678783","0.080223","0","0.899624"
"aspect_bin","edge_frame","edge_frame","material_shape","1595","3","0.838245","0.761191","0.772163","0.077053","0","0.721551","0.632925","0.648353","0.088626","0","0.899624"
"aspect_bin","edge_frame","edge_frame","edge_frame","1595","3","0.618809","0.618809","0.618809","0","10","0.354972","0.354972","0.354972","0","10","0.899624"
"aspect_bin","edge_frame","edge_frame","edge_class_frame","1595","3","0.605016","0.605016","0.605016","0","10","0.318113","0.318113","0.318113","0","10","0.899624"
"aspect_bin","edge_frame","edge_frame","hard_proxy","1595","3","0.786207","0.725455","0.740345","0.060752","0","0.665549","0.581973","0.604512","0.083576","0","0.899624"
"aspect_bin","edge_frame","edge_frame","hard_proxy_edge_class","1595","3","0.705956","0.665893","0.675047","0.040063","0","0.513468","0.442047","0.457936","0.071421","0","0.899624"
"aspect_bin","edge_frame","edge_frame","token_nb","1595","3","0.638871","0.633668","0.638589","0.005204","1","0.459526","0.448933","0.460914","0.010594","1","0.899624"
"aspect_bin","edge_class_frame","edge_class_frame","majority","1595","3","0.618182","0.618182","0.618182","0","10","0.254682","0.254682","0.254682","0","10","0.548213"
"aspect_bin","edge_class_frame","edge_class_frame","length_type_site","1595","3","0.828213","0.604013","0.612539","0.224201","0","0.740582","0.295184","0.326048","0.445399","0","0.548213"
"aspect_bin","edge_class_frame","edge_class_frame","material_shape","1595","3","0.838245","0.609279","0.615455","0.228966","0","0.721551","0.285288","0.312556","0.436263","0","0.548213"
"aspect_bin","edge_class_frame","edge_class_frame","edge_frame","1595","3","0.618809","0.597743","0.601379","0.021066","0","0.354972","0.305533","0.317579","0.049439","0","0.548213"
"aspect_bin","edge_class_frame","edge_class_frame","edge_class_frame","1595","3","0.605016","0.605016","0.605016","0","10","0.318113","0.318113","0.318113","0","10","0.548213"
"aspect_bin","edge_class_frame","edge_class_frame","hard_proxy","1595","3","0.786207","0.594295","0.608464","0.191912","0","0.665549","0.320226","0.351616","0.345322","0","0.548213"
"aspect_bin","edge_class_frame","edge_class_frame","hard_proxy_edge_class","1595","3","0.705956","0.5921","0.603605","0.113856","0","0.513468","0.329363","0.352499","0.184104","0","0.548213"
"aspect_bin","edge_class_frame","edge_class_frame","token_nb","1595","3","0.638871","0.58","0.590094","0.058871","0","0.459526","0.334734","0.356144","0.124793","0","0.548213"
"aspect_bin","hard_proxy","length;type;site;material;shape;direction","majority","1595","3","0.618182","0.618182","0.618182","0","10","0.254682","0.254682","0.254682","0","10","0.895862"
"aspect_bin","hard_proxy","length;type;site;material;shape;direction","length_type_site","1595","3","0.828213","0.828213","0.828213","0","10","0.740582","0.740582","0.740582","0","10","0.895862"
"aspect_bin","hard_proxy","length;type;site;material;shape;direction","material_shape","1595","3","0.838245","0.838245","0.838245","0","10","0.721551","0.721551","0.721551","0","10","0.895862"
"aspect_bin","hard_proxy","length;type;site;material;shape;direction","edge_frame","1595","3","0.618809","0.6121","0.618715","0.006708","1","0.354972","0.336452","0.353169","0.018519","1","0.895862"
"aspect_bin","hard_proxy","length;type;site;material;shape;direction","edge_class_frame","1595","3","0.605016","0.610408","0.617618","-0.005392","9","0.318113","0.331088","0.348178","-0.012976","8","0.895862"
"aspect_bin","hard_proxy","length;type;site;material;shape;direction","hard_proxy","1595","3","0.786207","0.786207","0.786207","0","10","0.665549","0.665549","0.665549","0","10","0.895862"
"aspect_bin","hard_proxy","length;type;site;material;shape;direction","hard_proxy_edge_class","1595","3","0.705956","0.69674","0.70232","0.009216","0","0.513468","0.490132","0.506211","0.023336","0","0.895862"
"aspect_bin","hard_proxy","length;type;site;material;shape;direction","token_nb","1595","3","0.638871","0.627837","0.635987","0.011034","0","0.459526","0.435147","0.451236","0.024379","0","0.895862"
"aspect_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","majority","1595","3","0.618182","0.618182","0.618182","0","10","0.254682","0.254682","0.254682","0","10","0.949216"
"aspect_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","length_type_site","1595","3","0.828213","0.828213","0.828213","0","10","0.740582","0.740582","0.740582","0","10","0.949216"
"aspect_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","material_shape","1595","3","0.838245","0.838245","0.838245","0","10","0.721551","0.721551","0.721551","0","10","0.949216"
"aspect_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","edge_frame","1595","3","0.618809","0.612539","0.618088","0.00627","1","0.354972","0.335708","0.351283","0.019264","0","0.949216"
"aspect_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","edge_class_frame","1595","3","0.605016","0.605016","0.605016","0","10","0.318113","0.318113","0.318113","0","10","0.949216"
"aspect_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","hard_proxy","1595","3","0.786207","0.786207","0.786207","0","10","0.665549","0.665549","0.665549","0","10","0.949216"
"aspect_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","hard_proxy_edge_class","1595","3","0.705956","0.705956","0.705956","0","10","0.513468","0.513468","0.513468","0","10","0.949216"
"aspect_bin","hard_proxy_edge_class","length;type;site;material;shape;direction;edge_class_frame","token_nb","1595","3","0.638871","0.628903","0.630721","0.009969","0","0.459526","0.434114","0.439768","0.025412","0","0.949216"
