"scope","leaveout_mode","block_policy","iteration","model","block_count","singleton_blocks","mutable_blocks","moved_labels","predictions","top1_accuracy","top2_accuracy","median_rank","subtype_032_top1","subtype_033_top1","subtype_034_top1","top1_gain_vs_frequency"
"excluding_h2218_h2239","sequence_family","global","132","object","1","0","1","211","331","0.232628","0.740181","2","0.039216","0.536765","0","-0.178248"
"excluding_h2218_h2239","sequence_family","global","132","dimensions","1","0","1","211","331","0.326284","0.637462","2","0.156863","0.647059","0.043011","-0.084592"
"excluding_h2218_h2239","sequence_family","global","132","side_context","1","0","1","211","331","0.383686","0.728097","2","0.068627","0.661765","0.322581","-0.02719"
"excluding_h2218_h2239","sequence_family","global","133","frequency","1","0","1","220","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","133","object","1","0","1","220","331","0.410876","0.70997","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","133","dimensions","1","0","1","220","331","0.347432","0.649547","2","0.166667","0.617647","0.150538","-0.063444"
"excluding_h2218_h2239","sequence_family","global","133","side_context","1","0","1","220","331","0.323263","0.716012","2","0.078431","0.713235","0.021505","-0.087613"
"excluding_h2218_h2239","sequence_family","global","134","frequency","1","0","1","216","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","134","object","1","0","1","216","331","0.410876","0.70997","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","134","dimensions","1","0","1","216","331","0.404834","0.719033","2","0.215686","0.566176","0.376344","-0.006042"
"excluding_h2218_h2239","sequence_family","global","134","side_context","1","0","1","216","331","0.416918","0.734139","2","0.343137","0.757353","0","0.006042"
"excluding_h2218_h2239","sequence_family","global","135","frequency","1","0","1","195","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","135","object","1","0","1","195","331","0.401813","0.731118","2","0.019608","0.963235","0","-0.009063"
"excluding_h2218_h2239","sequence_family","global","135","dimensions","1","0","1","195","331","0.36858","0.667674","2","0.196078","0.676471","0.107527","-0.042296"
"excluding_h2218_h2239","sequence_family","global","135","side_context","1","0","1","195","331","0.374622","0.722054","2","0.107843","0.772059","0.086022","-0.036254"
"excluding_h2218_h2239","sequence_family","global","136","frequency","1","0","1","196","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","136","object","1","0","1","196","331","0.410876","0.691843","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","136","dimensions","1","0","1","196","331","0.350453","0.625378","2","0.382353","0.463235","0.150538","-0.060423"
"excluding_h2218_h2239","sequence_family","global","136","side_context","1","0","1","196","331","0.386707","0.63142","2","0","0.75","0.27957","-0.024169"
"excluding_h2218_h2239","sequence_family","global","137","frequency","1","0","1","198","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","137","object","1","0","1","198","331","0.404834","0.73716","2","0","0.985294","0","-0.006042"
"excluding_h2218_h2239","sequence_family","global","137","dimensions","1","0","1","198","331","0.371601","0.628399","2","0.215686","0.669118","0.107527","-0.039275"
"excluding_h2218_h2239","sequence_family","global","137","side_context","1","0","1","198","331","0.283988","0.63142","2","0.107843","0.514706","0.139785","-0.126888"
"excluding_h2218_h2239","sequence_family","global","138","frequency","1","0","1","210","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","138","object","1","0","1","210","331","0.410876","0.728097","2","0.058824","0.955882","0","0"
"excluding_h2218_h2239","sequence_family","global","138","dimensions","1","0","1","210","331","0.362538","0.679758","2","0.196078","0.683824","0.075269","-0.048338"
"excluding_h2218_h2239","sequence_family","global","138","side_context","1","0","1","210","331","0.356495","0.676737","2","0.411765","0.558824","0","-0.054381"
"excluding_h2218_h2239","sequence_family","global","139","frequency","1","0","1","234","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","139","object","1","0","1","234","331","0.410876","0.70997","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","139","dimensions","1","0","1","234","331","0.323263","0.722054","2","0.411765","0.301471","0.258065","-0.087613"
"excluding_h2218_h2239","sequence_family","global","139","side_context","1","0","1","234","331","0.383686","0.667674","2","0.333333","0.683824","0","-0.02719"
"excluding_h2218_h2239","sequence_family","global","140","frequency","1","0","1","230","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","140","object","1","0","1","230","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","140","dimensions","1","0","1","230","331","0.23565","0.625378","2","0.019608","0.507353","0.075269","-0.175227"
"excluding_h2218_h2239","sequence_family","global","140","side_context","1","0","1","230","331","0.326284","0.700906","2","0.107843","0.713235","0","-0.084592"
"excluding_h2218_h2239","sequence_family","global","141","frequency","1","0","1","220","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","141","object","1","0","1","220","331","0.410876","0.725076","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","141","dimensions","1","0","1","220","331","0.335347","0.595166","2","0.127451","0.625","0.139785","-0.075529"
"excluding_h2218_h2239","sequence_family","global","141","side_context","1","0","1","220","331","0.365559","0.70997","2","0.235294","0.426471","0.419355","-0.045317"
"excluding_h2218_h2239","sequence_family","global","142","frequency","1","0","1","199","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","142","object","1","0","1","199","331","0.410876","0.731118","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","142","dimensions","1","0","1","199","331","0.338369","0.670695","2","0.333333","0.551471","0.032258","-0.072508"
"excluding_h2218_h2239","sequence_family","global","142","side_context","1","0","1","199","331","0.293051","0.767372","2","0.382353","0.073529","0.516129","-0.117825"
"excluding_h2218_h2239","sequence_family","global","143","frequency","1","0","1","195","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","143","object","1","0","1","195","331","0.441088","0.728097","2","0.5","0.698529","0","0.030211"
"excluding_h2218_h2239","sequence_family","global","143","dimensions","1","0","1","195","331","0.335347","0.691843","2","0.127451","0.617647","0.150538","-0.075529"
"excluding_h2218_h2239","sequence_family","global","143","side_context","1","0","1","195","331","0.429003","0.676737","2","0.539216","0.507353","0.193548","0.018127"
"excluding_h2218_h2239","sequence_family","global","144","frequency","1","0","1","226","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","144","object","1","0","1","226","331","0.410876","0.716012","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","144","dimensions","1","0","1","226","331","0.356495","0.673716","2","0.205882","0.558824","0.225806","-0.054381"
"excluding_h2218_h2239","sequence_family","global","144","side_context","1","0","1","226","331","0.353474","0.719033","2","0.313725","0.558824","0.096774","-0.057402"
"excluding_h2218_h2239","sequence_family","global","145","frequency","1","0","1","223","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","145","object","1","0","1","223","331","0.404834","0.610272","2","0","0.985294","0","-0.006042"
"excluding_h2218_h2239","sequence_family","global","145","dimensions","1","0","1","223","331","0.413897","0.697885","2","0.137255","0.882353","0.032258","0.003021"
"excluding_h2218_h2239","sequence_family","global","145","side_context","1","0","1","223","331","0.386707","0.586103","2","0.27451","0.735294","0","-0.024169"
"excluding_h2218_h2239","sequence_family","global","146","frequency","1","0","1","210","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","146","object","1","0","1","210","331","0.41994","0.616314","2","0","0.970588","0.075269","0.009063"
"excluding_h2218_h2239","sequence_family","global","146","dimensions","1","0","1","210","331","0.335347","0.655589","2","0.333333","0.514706","0.075269","-0.075529"
"excluding_h2218_h2239","sequence_family","global","146","side_context","1","0","1","210","331","0.386707","0.725076","2","0","0.735294","0.301075","-0.024169"
"excluding_h2218_h2239","sequence_family","global","147","frequency","1","0","1","211","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","147","object","1","0","1","211","331","0.392749","0.740181","2","0","0.955882","0","-0.018127"
"excluding_h2218_h2239","sequence_family","global","147","dimensions","1","0","1","211","331","0.371601","0.655589","2","0.137255","0.625","0.258065","-0.039275"
"excluding_h2218_h2239","sequence_family","global","147","side_context","1","0","1","211","331","0.374622","0.640483","2","0","0.911765","0","-0.036254"
"excluding_h2218_h2239","sequence_family","global","148","frequency","1","0","1","229","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","148","object","1","0","1","229","331","0.401813","0.731118","2","0.029412","0.955882","0","-0.009063"
"excluding_h2218_h2239","sequence_family","global","148","dimensions","1","0","1","229","331","0.344411","0.682779","2","0.235294","0.522059","0.204301","-0.066465"
"excluding_h2218_h2239","sequence_family","global","148","side_context","1","0","1","229","331","0.34139","0.622356","2","0.196078","0.683824","0","-0.069486"
"excluding_h2218_h2239","sequence_family","global","149","frequency","1","0","1","220","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","149","object","1","0","1","220","331","0.410876","0.734139","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","149","dimensions","1","0","1","220","331","0.380665","0.691843","2","0.284314","0.580882","0.193548","-0.030211"
"excluding_h2218_h2239","sequence_family","global","149","side_context","1","0","1","220","331","0.326284","0.700906","2","0","0.705882","0.129032","-0.084592"
"excluding_h2218_h2239","sequence_family","global","150","frequency","1","0","1","213","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","150","object","1","0","1","213","331","0.398792","0.703927","2","0","0.970588","0","-0.012085"
"excluding_h2218_h2239","sequence_family","global","150","dimensions","1","0","1","213","331","0.350453","0.628399","2","0.137255","0.595588","0.225806","-0.060423"
"excluding_h2218_h2239","sequence_family","global","150","side_context","1","0","1","213","331","0.344411","0.712991","2","0.088235","0.757353","0.021505","-0.066465"
"excluding_h2218_h2239","sequence_family","global","151","frequency","1","0","1","209","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","151","object","1","0","1","209","331","0.374622","0.734139","2","0","0.911765","0","-0.036254"
"excluding_h2218_h2239","sequence_family","global","151","dimensions","1","0","1","209","331","0.296073","0.703927","2","0.333333","0.470588","0","-0.114804"
"excluding_h2218_h2239","sequence_family","global","151","side_context","1","0","1","209","331","0.36858","0.734139","2","0.401961","0.595588","0","-0.042296"
"excluding_h2218_h2239","sequence_family","global","152","frequency","1","0","1","223","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","152","object","1","0","1","223","331","0.398792","0.734139","2","0","0.955882","0.021505","-0.012085"
"excluding_h2218_h2239","sequence_family","global","152","dimensions","1","0","1","223","331","0.36858","0.700906","2","0.323529","0.514706","0.204301","-0.042296"
"excluding_h2218_h2239","sequence_family","global","152","side_context","1","0","1","223","331","0.299094","0.685801","2","0.166667","0.360294","0.354839","-0.111782"
"excluding_h2218_h2239","sequence_family","global","153","frequency","1","0","1","231","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","153","object","1","0","1","231","331","0.422961","0.731118","2","0","0.977941","0.075269","0.012085"
"excluding_h2218_h2239","sequence_family","global","153","dimensions","1","0","1","231","331","0.311178","0.616314","2","0.147059","0.507353","0.204301","-0.099698"
"excluding_h2218_h2239","sequence_family","global","153","side_context","1","0","1","231","331","0.377644","0.688822","2","0.264706","0.713235","0.010753","-0.033233"
"excluding_h2218_h2239","sequence_family","global","154","frequency","1","0","1","218","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","154","object","1","0","1","218","331","0.416918","0.728097","2","0.588235","0.566176","0.010753","0.006042"
"excluding_h2218_h2239","sequence_family","global","154","dimensions","1","0","1","218","331","0.416918","0.712991","2","0.117647","0.735294","0.27957","0.006042"
"excluding_h2218_h2239","sequence_family","global","154","side_context","1","0","1","218","331","0.253776","0.673716","2","0.117647","0.529412","0","-0.1571"
"excluding_h2218_h2239","sequence_family","global","155","frequency","1","0","1","211","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","155","object","1","0","1","211","331","0.39577","0.743202","2","0","0.963235","0","-0.015106"
"excluding_h2218_h2239","sequence_family","global","155","dimensions","1","0","1","211","331","0.374622","0.694864","2","0.22549","0.742647","0","-0.036254"
"excluding_h2218_h2239","sequence_family","global","155","side_context","1","0","1","211","331","0.416918","0.676737","2","0","0.742647","0.397849","0.006042"
"excluding_h2218_h2239","sequence_family","global","156","frequency","1","0","1","204","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","156","object","1","0","1","204","331","0.398792","0.719033","2","0","0.970588","0","-0.012085"
"excluding_h2218_h2239","sequence_family","global","156","dimensions","1","0","1","204","331","0.293051","0.694864","2","0.186275","0.426471","0.215054","-0.117825"
"excluding_h2218_h2239","sequence_family","global","156","side_context","1","0","1","204","331","0.432024","0.73716","2","0.392157","0.727941","0.043011","0.021148"
"excluding_h2218_h2239","sequence_family","global","157","frequency","1","0","1","215","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","157","object","1","0","1","215","331","0.39577","0.740181","2","0","0.963235","0","-0.015106"
"excluding_h2218_h2239","sequence_family","global","157","dimensions","1","0","1","215","331","0.347432","0.694864","2","0.147059","0.536765","0.290323","-0.063444"
"excluding_h2218_h2239","sequence_family","global","157","side_context","1","0","1","215","331","0.398792","0.60423","2","0","0.727941","0.354839","-0.012085"
"excluding_h2218_h2239","sequence_family","global","158","frequency","1","0","1","215","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","158","object","1","0","1","215","331","0.410876","0.731118","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","158","dimensions","1","0","1","215","331","0.356495","0.679758","2","0.196078","0.617647","0.150538","-0.054381"
"excluding_h2218_h2239","sequence_family","global","158","side_context","1","0","1","215","331","0.413897","0.598187","2","0.470588","0.654412","0","0.003021"
"excluding_h2218_h2239","sequence_family","global","159","frequency","1","0","1","201","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","159","object","1","0","1","201","331","0.410876","0.712991","2","0","0.963235","0.053763","0"
"excluding_h2218_h2239","sequence_family","global","159","dimensions","1","0","1","201","331","0.392749","0.676737","2","0.441176","0.602941","0.032258","-0.018127"
"excluding_h2218_h2239","sequence_family","global","159","side_context","1","0","1","201","331","0.389728","0.676737","2","0","0.948529","0","-0.021148"
"excluding_h2218_h2239","sequence_family","global","160","frequency","1","0","1","214","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","160","object","1","0","1","214","331","0.410876","0.70997","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","160","dimensions","1","0","1","214","331","0.416918","0.691843","2","0.333333","0.573529","0.27957","0.006042"
"excluding_h2218_h2239","sequence_family","global","160","side_context","1","0","1","214","331","0.247734","0.607251","2","0.04902","0.558824","0.010753","-0.163142"
"excluding_h2218_h2239","sequence_family","global","161","frequency","1","0","1","220","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","161","object","1","0","1","220","331","0.425982","0.731118","2","0.078431","0.977941","0","0.015106"
"excluding_h2218_h2239","sequence_family","global","161","dimensions","1","0","1","220","331","0.371601","0.65861","2","0.166667","0.588235","0.27957","-0.039275"
"excluding_h2218_h2239","sequence_family","global","161","side_context","1","0","1","220","331","0.410876","0.73716","2","0.166667","0.595588","0.408602","0"
"excluding_h2218_h2239","sequence_family","global","162","frequency","1","0","1","216","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","162","object","1","0","1","216","331","0.41994","0.752266","2","0.078431","0.963235","0","0.009063"
"excluding_h2218_h2239","sequence_family","global","162","dimensions","1","0","1","216","331","0.383686","0.688822","2","0.254902","0.588235","0.225806","-0.02719"
"excluding_h2218_h2239","sequence_family","global","162","side_context","1","0","1","216","331","0.39577","0.628399","2","0.009804","0.727941","0.333333","-0.015106"
"excluding_h2218_h2239","sequence_family","global","163","frequency","1","0","1","232","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","163","object","1","0","1","232","331","0.398792","0.586103","2","0","0.963235","0.010753","-0.012085"
"excluding_h2218_h2239","sequence_family","global","163","dimensions","1","0","1","232","331","0.422961","0.716012","2","0.205882","0.617647","0.376344","0.012085"
"excluding_h2218_h2239","sequence_family","global","163","side_context","1","0","1","232","331","0.365559","0.652568","2","0.27451","0.632353","0.075269","-0.045317"
"excluding_h2218_h2239","sequence_family","global","164","frequency","1","0","1","240","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","164","object","1","0","1","240","331","0.410876","0.700906","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","164","dimensions","1","0","1","240","331","0.380665","0.694864","2","0.117647","0.595588","0.354839","-0.030211"
"excluding_h2218_h2239","sequence_family","global","164","side_context","1","0","1","240","331","0.380665","0.646526","2","0.411765","0.367647","0.365591","-0.030211"
"excluding_h2218_h2239","sequence_family","global","165","frequency","1","0","1","227","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","165","object","1","0","1","227","331","0.401813","0.722054","2","0","0.963235","0.021505","-0.009063"
"excluding_h2218_h2239","sequence_family","global","165","dimensions","1","0","1","227","331","0.380665","0.679758","2","0.058824","0.669118","0.311828","-0.030211"
"excluding_h2218_h2239","sequence_family","global","165","side_context","1","0","1","227","331","0.362538","0.740181","2","0.343137","0.529412","0.139785","-0.048338"
"excluding_h2218_h2239","sequence_family","global","166","frequency","1","0","1","215","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","166","object","1","0","1","215","331","0.404834","0.567976","2","0","0.985294","0","-0.006042"
"excluding_h2218_h2239","sequence_family","global","166","dimensions","1","0","1","215","331","0.422961","0.664653","2","0.245098","0.786765","0.086022","0.012085"
"excluding_h2218_h2239","sequence_family","global","166","side_context","1","0","1","215","331","0.259819","0.722054","2","0.088235","0.441176","0.182796","-0.151057"
"excluding_h2218_h2239","sequence_family","global","167","frequency","1","0","1","230","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","167","object","1","0","1","230","331","0.416918","0.722054","2","0.078431","0.955882","0","0.006042"
"excluding_h2218_h2239","sequence_family","global","167","dimensions","1","0","1","230","331","0.383686","0.706949","2","0.313725","0.566176","0.193548","-0.02719"
"excluding_h2218_h2239","sequence_family","global","167","side_context","1","0","1","230","331","0.305136","0.691843","2","0.029412","0.639706","0.11828","-0.10574"
"excluding_h2218_h2239","sequence_family","global","168","frequency","1","0","1","197","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","168","object","1","0","1","197","331","0.410876","0.728097","2","0","0.992647","0.010753","0"
"excluding_h2218_h2239","sequence_family","global","168","dimensions","1","0","1","197","331","0.389728","0.740181","2","0.294118","0.536765","0.27957","-0.021148"
"excluding_h2218_h2239","sequence_family","global","168","side_context","1","0","1","197","331","0.344411","0.679758","2","0.107843","0.522059","0.344086","-0.066465"
"excluding_h2218_h2239","sequence_family","global","169","frequency","1","0","1","206","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","169","object","1","0","1","206","331","0.392749","0.694864","2","0","0.955882","0","-0.018127"
"excluding_h2218_h2239","sequence_family","global","169","dimensions","1","0","1","206","331","0.34139","0.688822","2","0.245098","0.639706","0.010753","-0.069486"
"excluding_h2218_h2239","sequence_family","global","169","side_context","1","0","1","206","331","0.407855","0.60423","2","0","0.985294","0.010753","-0.003021"
"excluding_h2218_h2239","sequence_family","global","170","frequency","1","0","1","216","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","170","object","1","0","1","216","331","0.39577","0.728097","2","0.009804","0.955882","0","-0.015106"
"excluding_h2218_h2239","sequence_family","global","170","dimensions","1","0","1","216","331","0.283988","0.676737","2","0.058824","0.566176","0.11828","-0.126888"
"excluding_h2218_h2239","sequence_family","global","170","side_context","1","0","1","216","331","0.374622","0.722054","2","0.352941","0.470588","0.258065","-0.036254"
"excluding_h2218_h2239","sequence_family","global","171","frequency","1","0","1","226","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","171","object","1","0","1","226","331","0.41994","0.716012","2","0.068627","0.970588","0","0.009063"
"excluding_h2218_h2239","sequence_family","global","171","dimensions","1","0","1","226","331","0.350453","0.716012","2","0.137255","0.676471","0.107527","-0.060423"
"excluding_h2218_h2239","sequence_family","global","171","side_context","1","0","1","226","331","0.371601","0.700906","2","0","0.727941","0.258065","-0.039275"
"excluding_h2218_h2239","sequence_family","global","172","frequency","1","0","1","209","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","172","object","1","0","1","209","331","0.422961","0.700906","2","0.078431","0.970588","0","0.012085"
"excluding_h2218_h2239","sequence_family","global","172","dimensions","1","0","1","209","331","0.329305","0.619335","2","0.392157","0.433824","0.107527","-0.081571"
"excluding_h2218_h2239","sequence_family","global","172","side_context","1","0","1","209","331","0.380665","0.607251","2","0.245098","0.727941","0.021505","-0.030211"
"excluding_h2218_h2239","sequence_family","global","173","frequency","1","0","1","201","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","173","object","1","0","1","201","331","0.410876","0.712991","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","173","dimensions","1","0","1","201","331","0.338369","0.655589","2","0.196078","0.573529","0.150538","-0.072508"
"excluding_h2218_h2239","sequence_family","global","173","side_context","1","0","1","201","331","0.44713","0.70997","2","0.421569","0.772059","0","0.036254"
"excluding_h2218_h2239","sequence_family","global","174","frequency","1","0","1","220","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","174","object","1","0","1","220","331","0.425982","0.73716","2","0.088235","0.970588","0","0.015106"
"excluding_h2218_h2239","sequence_family","global","174","dimensions","1","0","1","220","331","0.380665","0.719033","2","0.323529","0.558824","0.182796","-0.030211"
"excluding_h2218_h2239","sequence_family","global","174","side_context","1","0","1","220","331","0.389728","0.634441","2","0.088235","0.882353","0","-0.021148"
"excluding_h2218_h2239","sequence_family","global","175","frequency","1","0","1","216","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","175","object","1","0","1","216","331","0.214502","0.70997","2","0","0.522059","0","-0.196375"
"excluding_h2218_h2239","sequence_family","global","175","dimensions","1","0","1","216","331","0.353474","0.731118","2","0.294118","0.544118","0.139785","-0.057402"
"excluding_h2218_h2239","sequence_family","global","175","side_context","1","0","1","216","331","0.332326","0.682779","2","0","0.713235","0.139785","-0.07855"
"excluding_h2218_h2239","sequence_family","global","176","frequency","1","0","1","233","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","176","object","1","0","1","233","331","0.39577","0.610272","2","0","0.963235","0","-0.015106"
"excluding_h2218_h2239","sequence_family","global","176","dimensions","1","0","1","233","331","0.347432","0.640483","2","0.078431","0.617647","0.247312","-0.063444"
"excluding_h2218_h2239","sequence_family","global","176","side_context","1","0","1","233","331","0.407855","0.646526","2","0.470588","0.345588","0.430108","-0.003021"
"excluding_h2218_h2239","sequence_family","global","177","frequency","1","0","1","207","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","177","object","1","0","1","207","331","0.398792","0.731118","2","0","0.970588","0","-0.012085"
"excluding_h2218_h2239","sequence_family","global","177","dimensions","1","0","1","207","331","0.305136","0.688822","2","0.176471","0.610294","0","-0.10574"
"excluding_h2218_h2239","sequence_family","global","177","side_context","1","0","1","207","331","0.422961","0.728097","2","0.313725","0.764706","0.043011","0.012085"
"excluding_h2218_h2239","sequence_family","global","178","frequency","1","0","1","209","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","178","object","1","0","1","209","331","0.410876","0.70997","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","178","dimensions","1","0","1","209","331","0.329305","0.655589","2","0.441176","0.411765","0.086022","-0.081571"
"excluding_h2218_h2239","sequence_family","global","178","side_context","1","0","1","209","331","0.332326","0.679758","2","0.098039","0.639706","0.139785","-0.07855"
"excluding_h2218_h2239","sequence_family","global","179","frequency","1","0","1","225","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","179","object","1","0","1","225","331","0.41994","0.749245","2","0.009804","0.977941","0.053763","0.009063"
"excluding_h2218_h2239","sequence_family","global","179","dimensions","1","0","1","225","331","0.317221","0.616314","2","0.196078","0.485294","0.204301","-0.093656"
"excluding_h2218_h2239","sequence_family","global","179","side_context","1","0","1","225","331","0.410876","0.73716","2","0.156863","0.882353","0","0"
"excluding_h2218_h2239","sequence_family","global","180","frequency","1","0","1","219","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","180","object","1","0","1","219","331","0.416918","0.543807","2","0.588235","0.573529","0","0.006042"
"excluding_h2218_h2239","sequence_family","global","180","dimensions","1","0","1","219","331","0.398792","0.728097","2","0.166667","0.676471","0.247312","-0.012085"
"excluding_h2218_h2239","sequence_family","global","180","side_context","1","0","1","219","331","0.398792","0.643505","2","0","0.919118","0.075269","-0.012085"
"excluding_h2218_h2239","sequence_family","global","181","frequency","1","0","1","213","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","181","object","1","0","1","213","331","0.410876","0.73716","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","181","dimensions","1","0","1","213","331","0.371601","0.673716","2","0.27451","0.610294","0.129032","-0.039275"
"excluding_h2218_h2239","sequence_family","global","181","side_context","1","0","1","213","331","0.398792","0.697885","2","0.098039","0.75","0.215054","-0.012085"
"excluding_h2218_h2239","sequence_family","global","182","frequency","1","0","1","212","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","182","object","1","0","1","212","331","0.401813","0.716012","2","0","0.963235","0.021505","-0.009063"
"excluding_h2218_h2239","sequence_family","global","182","dimensions","1","0","1","212","331","0.29003","0.694864","2","0.264706","0.411765","0.139785","-0.120846"
"excluding_h2218_h2239","sequence_family","global","182","side_context","1","0","1","212","331","0.338369","0.652568","2","0.098039","0.683824","0.096774","-0.072508"
"excluding_h2218_h2239","sequence_family","global","183","frequency","1","0","1","206","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","183","object","1","0","1","206","331","0.410876","0.740181","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","183","dimensions","1","0","1","206","331","0.398792","0.673716","2","0.264706","0.617647","0.225806","-0.012085"
"excluding_h2218_h2239","sequence_family","global","183","side_context","1","0","1","206","331","0.287009","0.73716","2","0.04902","0.558824","0.150538","-0.123867"
"excluding_h2218_h2239","sequence_family","global","184","frequency","1","0","1","220","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","184","object","1","0","1","220","331","0.410876","0.628399","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","184","dimensions","1","0","1","220","331","0.359517","0.676737","2","0.372549","0.485294","0.16129","-0.05136"
"excluding_h2218_h2239","sequence_family","global","184","side_context","1","0","1","220","331","0.380665","0.652568","2","0.019608","0.904412","0.010753","-0.030211"
"excluding_h2218_h2239","sequence_family","global","185","frequency","1","0","1","224","331","0.410876","0.719033","2","0","1","0","0"
"excluding_h2218_h2239","sequence_family","global","185","object","1","0","1","224","331","0.398792","0.706949","2","0","0.970588","0","-0.012085"
