query_id,query_text,lead_label,query_role,artifact_p,artifact_id,designation,museum_no,provenience,period,dates_referenced,query_line_count,meluhha_line_count,min_query_to_meluhha_distance,has_meluhha_anywhere,query_line_same_as_meluhha,query_line_adjacent_to_meluhha,inscription_hash,source_url,query_lines,meluhha_lines
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102521,102521,"ASJ 13, 234 76",BM 028006,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,,1,0,,false,false,false,36786f862a5606e1a3be2249b64ca756ce1918f62ffaa9f509c369bfe3ce4f00,https://cdli.earth/P102521,7. 3(bur3) nu-banda3 ab2,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102526,102526,"ASJ 14, 102 4",Berlin 058,"{""id"":160,""provenience"":""Puzriš-Dagan (mod. Drehem)"",""location_id"":126,""place_id"":47,""region_id"":8}",Ur III,Šulgi.46.09.06,1,0,,false,false,false,472373d2e7faf4ac8eecdf4ed08f5992a5795afa75007d0cd6596b6a28f215a0,https://cdli.earth/P102526,5. 1(disz) gu4 niga 1(u) udu ge6 sza-lim-be-li2 nu-banda3,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102529,102529,"ASJ 14, 228 79",BM 013926,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,--.00.00.00,1,0,,false,false,false,f1d07bde6e9122113025a06fbcf739a8313a11df0d701d08b778262bef1d84be,https://cdli.earth/P102529,4. nu-banda3 tu-da-ru-um,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102533,102533,"ASJ 14, 232 83",BM 028423,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,,2,0,,false,false,false,8ccd8d609deec550e7010152078dc0389902926d8afa7a356d72d187ff1fcbac,https://cdli.earth/P102533,15. 1(bur3) 1(esze3) GAN2 nu-banda3 | 18. szunigin 6(bur3) GAN2 nu-banda3,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102535,102535,"ASJ 14, 236 85",BM 087519,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,Šū-Suen.07.00.00 (us2 year),1,0,,false,false,false,bf50e2c4a581cdcd50b75b40cb31fb5eae4472f374b925cdaf9dfd0332005bce,https://cdli.earth/P102535,1. nu-banda3 ma-an-szum2,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102543,102543,"ASJ 14, 334 17",BM 017771,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,--.00.00.00,2,0,,false,false,false,8e2fabac4769dd5b29b5f95c580053c1cb28124dabe561b8db300a5c16c3c461,https://cdli.earth/P102543,3'. nu-banda3 lu2-{d}[utu] | 5'. nu-banda3 igi-zu-bar-ra#,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102556,102556,"ASJ 15, 078 4",Oswalt 1,"{""id"":154,""provenience"":""Umma (mod. Tell Jokha)"",""location_id"":238,""place_id"":71,""region_id"":8}",Ur III,Šū-Suen.07.00.00,8,0,,false,false,false,d31c188128fddb55e49e1cb3912c9e3619e405c1bbeeab07f8f17489aff03571,https://cdli.earth/P102556,6. nu-banda3-gu4 i7-pa-e3 | 9. nu-banda3-gu4# [...] | 13. nu-banda3-gu4 lugal-ku3-zu | 1. nu-banda3-gu4 szesz-kal-la dumu# tir-gu | 5. nu-banda3-gu4 ur-lugal | 7. nu-banda3-gu4 ab-ba#-saga#? | 11. nu-banda3-gu4# ur-mes | 16. nu-banda3-gu4 ur-am3-ma#,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102560,102560,"ASJ 15, 123 94",BM 014304,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,Amar-Suen.06.00.00,1,0,,false,false,false,750a4ae0bcb778730b46609d231568b9890da4b4e2d7092460afa7015ed8ac78,https://cdli.earth/P102560,14'. {d}utu-mu nu-banda3-gu4,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102590,102590,"ASJ 16, 108 11",M 26,"{""id"":154,""provenience"":""Umma (mod. Tell Jokha)"",""location_id"":238,""place_id"":71,""region_id"":8}",Ur III,Šulgi.47.00.00,1,0,,false,false,false,b70be5349da59c003fd1025fbd4d4a09d7aa16f346ef5490893ce4c0f30445ab,https://cdli.earth/P102590,8. 5(disz) tug2 a-kal#-la# nu-banda3,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102619,102619,"ASJ 17, 224 114",BM 093832,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,00.00.00.00,1,0,,false,false,false,990080707185f1f867b3ed5725b57510ed0fdc3d7441e0f9c52a323eb2a87110,https://cdli.earth/P102619,19. 3(u) kuruszda nu-banda3 ka5-a-mu,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102622,102622,"ASJ 17, 228 117",BM 094177,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,--.--.00.00,2,0,,false,false,false,6103099dbafdfd43e756e67059b32f88968d5fd8c64d1a96cafa2eaee2d5e1f6,https://cdli.earth/P102622,11. dumu nu-banda3-ta | 19. dumu nu-banda3?-ta,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102623,102623,"ASJ 17, 229 118",BM 109098,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,Šulgi.31.00.00,1,0,,false,false,false,526a5e7aa5683d34c3fed97d78ddc8019850b8cd744a0fe39887daeb0c3077ee,https://cdli.earth/P102623,2. 5(u) 2(disz)? GAN2 nu-banda3-gu4 1(bur3)-ta,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102646,102646,"ASJ 18, 082 17",HMA 9-00139,"{""id"":154,""provenience"":""Umma (mod. Tell Jokha)"",""location_id"":238,""place_id"":71,""region_id"":8}",Ur III,Šū-Suen.07.00.00,1,0,,false,false,false,4f0c383eded4327ff06cea0da3ed443df688b337af35759a797257f720829ba4,https://cdli.earth/P102646,2. nu-banda3-gu4 szesz-kal-la# dumu tir#-gu#,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102666,102666,"ASJ 18, 217 n. 3 no. 1",BM 020014,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,00.00.03.21,3,0,,false,false,false,076785906680e53d1e02d8a94b64ab0c1deba96cc3e52c55b5a3a8748d7f2ba0,https://cdli.earth/P102666,1. 1(gesz2) gurusz nu-banda3 en-u2-szim-ma | 20. la2-ia3 1(u) 6(disz) gurusz nu-banda3 en-u2-szim-ma | 21. la2-ia3 9(disz) gurusz nu-banda3 lu2-{d}nin-gir2-su,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102667,102667,"ASJ 18, 217 n. 3 no. 2",BM 020020,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,00.00.03.00,7,0,,false,false,false,a7feebeabcef1ffcc69b0497f9febe931efa9195276125f31aa9cb134ecf04b3,https://cdli.earth/P102667,1. [x] 5(disz) gurusz nu-banda3 ur-{gesz}gigir | 2. [x] gurusz nu-banda3 igi-zu-bar-ra | 3. 6(disz) nu-banda3 ur-nigar{gar} | 4. 4(u) 6(disz) nu-banda3 lu2-{d}ba-ba6 | 14. la2-ia3 2(disz) nu-banda3 ur-{gesz}gigir | 15. la2-ia3 1(u) 3(disz) nu-banda3 lu2-{d}ba-ba6 | 17. nu-banda3 igi-zu-bar-ra,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102668,102668,"ASJ 18, 217 n. 3 no. 3",BM 020030,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,00.00.03.06,4,0,,false,false,false,d5606f408b942fc4599d8146474d0b28c1927ac4c5d44d7225455f69509689f8,https://cdli.earth/P102668,1. 1(gesz2) gurusz nu-banda3-gu4 | 2. 1(gesz2) gurusz nu-banda3 igi-zu-bar-ra | 8. la2-ia3 1(u) 6(disz) nu-banda3 lu2-{d}utu | 9. la2-ia3 9(disz) nu-banda3 igi-zu-bar-ra,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102669,102669,"ASJ 18, 217 n. 3 no. 4",BM 020036,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,00.00.03.09,4,0,,false,false,false,ccfe94ad134b5394089bbbb4177508820be55742a2c8298d94e26f0d8bc61319,https://cdli.earth/P102669,2. nu-banda3 en-u2-szim-ma | 3. 1(gesz2) gurusz nu-banda3 lu2-{d}nin-gir2-su | 13. la2-ia3 2(u) gurusz nu-banda3 en-u2-szim-ma | 14. la2-ia3 1(u) 9(disz) gurusz nu-banda3 lu2-{d}nin-gir2-su,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102670,102670,"ASJ 18, 217 n. 3 no. 5",BM 020064,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,00.00.04.22,4,0,,false,false,false,b2b0d8a567ee9ba9729427e2be35146ff362aa34f23f363e73368b439e2d359a,https://cdli.earth/P102670,1. 1(gesz2) gurusz nu-banda3 lu2-{d}utu | 2. 1(gesz2) gurusz nu-banda3 igi-zu-bar-ra | 4. la2-ia3 1(u) 9(disz) gurusz nu-banda3 lu2-{d}utu | 5. la2-ia3 1(u) 1(disz) gurusz nu-banda3 igi-zu-bar-ra,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102672,102672,"ASJ 18, 224 HSM 6434",SM 1909.05.270,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,Amar-Suen.01.02.30,3,0,,false,false,false,425b610026d11d479d0c5cc5e638c6fb44676880bbeb3e38f68eb1f4d188db8f,https://cdli.earth/P102672,2. nu-banda3 ur-{d}[nin-gir2-su] | 5. nu-banda3 lu2-{d}utu# | 6. 3(u) 4(disz) nu-banda3 ur-sa6-ga,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102673,102673,"ASJ 18, 225 HSM 6435",SM 1909.05.271,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,00.00.03.14,7,0,,false,false,false,41e5e81c4d3dd91b3e1973968e6f793736c96ff966bd9d3d32ef0a3cff114706,https://cdli.earth/P102673,2. nu-banda3 ur-{gesz}[gigir] | 3. 1(gesz2) la2 2(disz) gurusz nu-banda3 igi-zu-bar-[ra] | 4. 3(u) 6(disz) gurusz nu-banda3 ur-nigar{gar} | 5. 4(u) 6(disz) gurusz nu-banda3 lu2-{d}ba-ba6 | 20. la2-ia3 4(u) 6(disz) nu-banda3 lu2-{d}ba-ba6 | 21. la2-ia3 7(disz) nu-banda3 ur-{gesz}gigir | 23. nu-banda3 igi-zu-bar-ra,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102674,102674,"ASJ 18, 226 HSM 6453",SM —,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,Amar-Suen.09.05.08,1,0,,false,false,false,e6038a8ef22dd3f84ec3661cd823e507db3baffc57bcc477be40ba4d41de73e3,https://cdli.earth/P102674,8'. nu-banda3 ur-{d}nansze,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102679,102679,"ASJ 19, 138 122",BM 109149,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,00.00.00.00,14,0,,false,false,false,49518535772e6b957ae75b009ee2699fc5fb8d9af7acba292087796c6b794cb9,https://cdli.earth/P102679,18. nu-banda3 nig2-{d}ba-ba6 | 1. nu-banda3 lu2-dingir-igi-iri-zu# | 3. nu-banda3 ur-{d}ba-ba6 dumu a-tu | 4. nu-banda3 lu2-kal-la dumu ku5-da | 5. nu-banda3 ur-saga dumu un-da | 6. u3 nu-banda3 amar-szuba3 | 12. nu#-banda3 erin2-na | 1. nu-banda3 usz-bar | 7. erin2 ugula nu-banda3-me | 8. nu-banda3 ur-{d}gilgamesx(|BIL3.GA.MES|) | 9. nu-banda3 lu2-{d}ba-ba6 dumu nam-ha-ni | 10. nu-banda3 ur-{d}ig-alim szesz sa12-du5 | 11. nu-banda3 du10-ga | 8. nu-banda3 lu2-du10-ga sukkal,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102680,102680,"ASJ 19, 139 123",BM 019654,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,Šulgi.45.00.00,1,0,,false,false,false,b4b27295c0467e61366b292f189a2e6649fc6c30dfcf72a33d00ae23e5d48770,https://cdli.earth/P102680,3. ugula ur-{d}nin-gesz-zi-da nu-banda3-gu4,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102684,102684,"ASJ 19, 142 127",BM 093831,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,Šulgi.36.00.00,1,0,,false,false,false,9525abf9ecdd7d1eda656be91b300bcc6817e6bbeb0e8599cb4fafbe9504d939,https://cdli.earth/P102684,11. nu-banda3 erin2-na {d}nin-dar-a-me,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102685,102685,"ASJ 19, 144 128",BM 018345,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,Amar-Suen.07.00.00,9,0,,false,false,false,54f86d5989a653bae67c160a8a852825290b71001c75c4c991e9c4eb52685875,https://cdli.earth/P102685,3. nu-banda3 a-hu-a# | 11. nu-banda3 igi-AN-[...] | 19. nu-banda3 ur-{d}nun-gal | 22. nu-banda3 gu3-de2-a | 29. nu-banda3 ur-{d}nansze | 33. nu-banda3 ur-ki-siki-ka | 3. nu-banda3 lu2-nigin6{ki} | 13. nu-banda3 ba-ad-da-ri2-<<me>> | 23. nu-banda3 lugal-gu2-gal,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102697,102697,"ASJ 19, 201 06",NHMU 1755,"{""id"":160,""provenience"":""Puzriš-Dagan (mod. Drehem)"",""location_id"":126,""place_id"":47,""region_id"":8}",Ur III,Amar-Suen.06.09.15,1,0,,false,false,false,22a587fee56c9d9ea5a86f79ef04737936f4e76ef317a7b6df887727b1665bc4,https://cdli.earth/P102697,3. 1(disz) masz2 ur-{d}a-szar2 nu-banda3,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102765,102765,"ASJ 19, 288 13",BM 109111,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,"Amar-Suen.04.01.00, Amar-Suen.04.03.00, Amar-Suen.04.04.00, Amar-Suen.04.05.00, Amar-Suen.04.08.00",1,0,,false,false,false,fcf643c3ea40f70c743ccf36c5ab7e560dfb8b6268d7a1d0d9e56e57d81f8793,https://cdli.earth/P102765,20. nu-banda3 lugal-iri-sag#,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102771,102771,"Atiqot 4, pl. 05-06 08",IMJ 90.024.0057b,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,"Amar-Suen.02.08.00, Amar-Suen.02.10.00",1,0,,false,false,false,11833ec6e045f154b5603088bcc149a3ce2bc93a1202787e595159894efa5238,https://cdli.earth/P102771,13. ki nu-banda3-ne-ta,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102772,102772,"Atiqot 4, pl. 07-08 09",IMJ 90.024.0061,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,"Amar-Suen.05.01.00, Amar-Suen.05.04.00",1,0,,false,false,false,0f8e862461c2d39a7194aa6d987d3bca7f4d9d773e6c3982ca8ae4c400f39005,https://cdli.earth/P102772,3. nu-banda3 a-hu-um-dingir,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102835,102835,"Atiqot 4, pl. 30 72",MH 123/24,"{""id"":306,""provenience"":""uncertain (mod. uncertain)""}",Ur III,--.--.00.00,1,0,,false,false,false,130963ae50fdcbcfb6d7fe668b0ade2c4f81ea2fe5251035807559526293235f,https://cdli.earth/P102835,5. da-ni nu-banda3-gu4,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102842,102842,"Atiqot 4, pl. 35 79",Israeli 001,"{""id"":154,""provenience"":""Umma (mod. Tell Jokha)"",""location_id"":238,""place_id"":71,""region_id"":8}",Ur III,--.--.00.00,1,0,,false,false,false,4ac3e52c1a2ed6450c97304f6ca609293d5d145cd6030d406f61e5cb117ba7ad,https://cdli.earth/P102842,5. 1(disz) geme2 ki a-kal-la nu-banda3,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102870,102870,"AUCT 1, 024",AUAM 73.0503,"{""id"":160,""provenience"":""Puzriš-Dagan (mod. Drehem)"",""location_id"":126,""place_id"":47,""region_id"":8}",Ur III,Amar-Suen.04.12.23,1,0,,false,false,false,a3c3880e5765f326fb41a0bde7b3591e3ea875561941aa3f87c7d67eed221a33,https://cdli.earth/P102870,3. mu-kux(DU) ur-e2-an-na nu-banda3,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P102954,102954,"AUCT 1, 108",AUAM 73.0643,"{""id"":160,""provenience"":""Puzriš-Dagan (mod. Drehem)"",""location_id"":126,""place_id"":47,""region_id"":8}",Ur III,Šū-Suen.09.06.26,1,0,,false,false,false,9c8cd57a8dc37e9fb53391a71d6337de0708c3cae5c88559f31a722fc97b7027,https://cdli.earth/P102954,1. 1(disz) sila4 HI-da-an nu-banda3,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P103012,103012,"AUCT 1, 166",AUAM 73.0823,"{""id"":154,""provenience"":""Umma (mod. Tell Jokha)"",""location_id"":238,""place_id"":71,""region_id"":8}",Ur III,Šū-Suen.02.12.00 (us2 year),1,0,,false,false,false,594de95c07465a09bd87418d8d14fa8e847d62e9cc61ab2b9c1bb1e73124d474,https://cdli.earth/P103012,4. lu2-gu-la dumu nu-banda3-ke4,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P103035,103035,"AUCT 1, 189",AUAM 73.0871,"{""id"":154,""provenience"":""Umma (mod. Tell Jokha)"",""location_id"":238,""place_id"":71,""region_id"":8}",Ur III,Amar-Suen.08.00.00,1,0,,false,false,false,350341f619df83c2225bbe8a70a57ea1ea81097c03edf25606f110781bc35e47,https://cdli.earth/P103035,5. nu-banda3,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P103112,103112,"AUCT 1, 267",AUAM 73.0986,"{""id"":160,""provenience"":""Puzriš-Dagan (mod. Drehem)"",""location_id"":126,""place_id"":47,""region_id"":8}",Ur III,Amar-Suen.05.05.10,1,0,,false,false,false,0bb4260c0609edec6385154af28e7e4309f5e3579a02a1262d47461e7dee7944,https://cdli.earth/P103112,5. i-za-nu-um nu-banda3,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P103135,103135,"AUCT 1, 290",AUAM 73.0662,"{""id"":306,""provenience"":""uncertain (mod. uncertain)""}",Ur III,Šū-Suen.03.00.00 (us2 year),3,0,,false,false,false,f90f8fd7990d8019c42ee84a1753ae8f5379be103ab5e454b083cf822a7b5ba9,https://cdli.earth/P103135,3. i-bi2-{d}iszkur nu-banda3 | 6. ur-{d}nisaba nu-banda3 | 9. puzur4-ma-ma nu-banda3,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P103136,103136,"AUCT 1, 291",AUAM 73.1012,"{""id"":160,""provenience"":""Puzriš-Dagan (mod. Drehem)"",""location_id"":126,""place_id"":47,""region_id"":8}",Ur III,Šulgi.48.12.18,5,0,,false,false,false,fb2b4f3878e34ed412a06178bc635af16581bb876eb8f7d741190597cbb7c358,https://cdli.earth/P103136,5. 1(disz) masz2 mu-kux(DU) ma-nu-a nu-banda3 | 6. 1(disz) sila4 mu-kux(DU) SI-A-a nu-banda3 | 8. 1(disz) sila4 mu-kux(DU) ku-ru-ub-er3-ra nu-banda3 | 9. 1(disz) masz2 mu-kux(DU) am-ma-ti nu-banda3 | 12. mu-kux(DU) zu-ga-a nu-banda3,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P103178,103178,"AUCT 1, 333",AUAM 73.1070,"{""id"":22,""provenience"":""Nippur (mod. Nuffar)"",""location_id"":369,""place_id"":102,""region_id"":8}",Ur III,Ibbi-Suen.02.08.23,1,0,,false,false,false,473830f75bb143eed5b65755cc96ee45fa8156aeebe6d02b59a92fc8f848e142,https://cdli.earth/P103178,4. nu-banda3 lugal-he2-gal2#,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P103215,103215,"AUCT 1, 370",AUAM 73.1104,"{""id"":22,""provenience"":""Nippur (mod. Nuffar)"",""location_id"":369,""place_id"":102,""region_id"":8}",Ur III,--.--.00.00,4,0,,false,false,false,429f5eb8aa6bb559cb15bad43c82353af9b7a29a4b087f6bb4fa760c932fb32a,https://cdli.earth/P103215,4'. ki ur-sukkal nu-banda3 | 6'. ki i-zu nu-banda3 | 3. ki i-zu nu-banda3 | 7. ki ur-sukkal nu-banda3,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P103216,103216,"AUCT 1, 371",AUAM 73.1096,"{""id"":22,""provenience"":""Nippur (mod. Nuffar)"",""location_id"":369,""place_id"":102,""region_id"":8}",Ur III,--.--.00.00,0,0,,false,false,false,ccab6ca10bd6b4fe6f7c9ee3b9d3f2649385855ea8f419cf7d1d41d44326bcd0,https://cdli.earth/P103216,,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P103299,103299,"AUCT 1, 454",AUAM 73.1287,"{""id"":22,""provenience"":""Nippur (mod. Nuffar)"",""location_id"":369,""place_id"":102,""region_id"":8}",Ur III,Ibbi-Suen.01.06.00,1,0,,false,false,false,0d8f0009b063db663da321a1a108145dc6a6819335c128e8106efe955e6d2bae,https://cdli.earth/P103299,4. nu-banda3 lugal-he2-gal2,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P103566,103566,"AUCT 1, 721",AUAM 73.1645,"{""id"":154,""provenience"":""Umma (mod. Tell Jokha)"",""location_id"":238,""place_id"":71,""region_id"":8}",Ur III,Šulgi.48.11.01,1,0,,false,false,false,088ae053b429c967af3b0afc5aac999f9e08db13fd19f862551bb86306fe59fa,https://cdli.earth/P103566,2. ugula ur-{gesz}gigir nu-banda3-gu4,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P103642,103642,"AUCT 1, 797",AUAM 73.1731,"{""id"":154,""provenience"":""Umma (mod. Tell Jokha)"",""location_id"":238,""place_id"":71,""region_id"":8}",Ur III,Amar-Suen.01.06.00,1,0,,false,false,false,8dbf763efceb6d3ffa565eb02f4f556014c01acd2644e382f81b2be9ba1a14f4,https://cdli.earth/P103642,1. 4(disz) tug2 lugal-gu4-e nu-banda3-gu4,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P103815,103815,"AUCT 1, 970",AUAM 73.1904,"{""id"":160,""provenience"":""Puzriš-Dagan (mod. Drehem)"",""location_id"":126,""place_id"":47,""region_id"":8}",Ur III,Šū-Suen.06.09.00,1,0,,false,false,false,4a9ef0bde492dafae53664bb919f92a1aff184ff9843ed57894ef2377302c8f1,https://cdli.earth/P103815,2. giri3 la-la-a nu-banda3,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P103821,103821,"AUCT 2, 002",AUAM 73.1991,"{""id"":306,""provenience"":""uncertain (mod. uncertain)""}",Ur III,00.00.00.00,1,0,,false,false,false,5a91e8f36b46b560f8f6252798887e4aba8df87828717f6c8210b4de0cd7c514,https://cdli.earth/P103821,2. 2(barig) a2 NE-x-KU? szesz#? nu-banda3,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P103826,103826,"AUCT 2, 007",AUAM 73.1266,"{""id"":160,""provenience"":""Puzriš-Dagan (mod. Drehem)"",""location_id"":126,""place_id"":47,""region_id"":8}",Ur III,--.--.--.--,0,0,,false,false,false,7518fa50f284254e5df4c88118ff498176ff1ac171d6eea8550853c321248860,https://cdli.earth/P103826,,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P103841,103841,"AUCT 2, 022",AUAM 73.0471,"{""id"":88,""provenience"":""Girsu (mod. Tello)"",""location_id"":160,""place_id"":56,""region_id"":8}",Ur III,Amar-Suen.02.00.04,3,0,,false,false,false,67d4d2906cf263bfcf4064d3cd0d62884551ddefd50c757d41fd2afa1771cd9b,https://cdli.earth/P103841,3. nu-banda3 a-hu-um-dingir | 5. nu-banda3 lugal-iri-da | 7. nu-banda3 lu2-{d}ba-ba6,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P103844,103844,"AUCT 2, 025",AUAM 73.1992,"{""id"":160,""provenience"":""Puzriš-Dagan (mod. Drehem)"",""location_id"":126,""place_id"":47,""region_id"":8}",Ur III,Amar-Suen.06.07.00,1,0,,false,false,false,ff4c4a1f3f7550f2854617ad09a84bb3275d9933f9fa61c39f2aefa180f389fe,https://cdli.earth/P103844,3. a-mur-dingir-lum nu-banda3,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P103857,103857,"AUCT 2, 038",AUAM 73.3245,"{""id"":154,""provenience"":""Umma (mod. Tell Jokha)"",""location_id"":238,""place_id"":71,""region_id"":8}",Ur III,Šulgi.48.11.01,1,0,,false,false,false,45c79345ed65e426fbdf8cfee4ce9c842c3fa213c66d71f7e2d7c328ac045476,https://cdli.earth/P103857,5. ugula ur-{gesz}gigir nu-banda3,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P103915,103915,"AUCT 2, 097",AUAM 73.2240,"{""id"":160,""provenience"":""Puzriš-Dagan (mod. Drehem)"",""location_id"":126,""place_id"":47,""region_id"":8}",Ur III,--.--.--.--,1,0,,false,false,false,fe6b5c4c1451217c169d633c21e9dea0148951ddd5ccd99269e66327f481a085,https://cdli.earth/P103915,9. sza3 nu-banda3,
mn_3b39a411d18165b7,nu-banda3,Meluhha ship/work context,anchor,P103949,103949,"AUCT 2, 131",AUAM 73.3181,"{""id"":21,""provenience"":""Ur (mod. Tell Muqayyar)"",""location_id"":568,""place_id"":143,""region_id"":8}",Ur III,Amar-Suen.08.08.00,1,0,,false,false,false,6c887f52af69a50b6035719a36547cafaa693404d6eed18c425e7880db40653d,https://cdli.earth/P103949,3. a-a-kal-la nu-banda3,
