manuscript_id,name,date,place,language,dynasty,details_url,table_url,vocalization,letter_image_id,transliteration,variant_role,table_block_index,image_url,local_image_path,sha256,bbox_w,bbox_h,aspect,ink_density
211,Aśoka MRE Jatiṅga-Rameśvaram,-256,Jatinga-Ramesvara,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/211,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/211,a,105229,a,primary,0,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/105229.png,data\brahmi\indoskript_letter_images\105229.png,a920c54ab4912437681cb37f20303fcf27f037278f257180b3da81c60aed105a,41,84,0.488095,0.169811
211,Aśoka MRE Jatiṅga-Rameśvaram,-256,Jatinga-Ramesvara,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/211,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/211,a,137729,i,primary,2,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/137729.png,data\brahmi\indoskript_letter_images\137729.png,4b65c2da07637c0f3b504cdabf50afe6be09e4aaf1f61e3af7b85336dcac399f,62,62,1.000000,0.153980
211,Aśoka MRE Jatiṅga-Rameśvaram,-256,Jatinga-Ramesvara,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/211,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/211,a,67887,e,primary,10,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/67887.png,data\brahmi\indoskript_letter_images\67887.png,3664bffaefa29da94b651b0c2df737a44ae9b7f584c810d810c6f735a54adeb5,53,58,0.913793,0.341682
211,Aśoka MRE Jatiṅga-Rameśvaram,-256,Jatinga-Ramesvara,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/211,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/211,a,163092,ca,primary,23,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/163092.png,data\brahmi\indoskript_letter_images\163092.png,18ab200239a7e7948a0097b7efe60e393ef4ec2ae87da2c59ef6ff3dbc7d6377,48,91,0.527473,0.154724
211,Aśoka MRE Jatiṅga-Rameśvaram,-256,Jatinga-Ramesvara,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/211,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/211,a,143448,caṃ,variant_1,23,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/143448.png,data\brahmi\indoskript_letter_images\143448.png,d2df402572c5ffb6adde07158eca27045831edb69b78ef2aa8563a2a9dd70d52,70,97,0.721649,0.168054
211,Aśoka MRE Jatiṅga-Rameśvaram,-256,Jatinga-Ramesvara,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/211,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/211,a,100163,ṭa,primary,28,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/100163.png,data\brahmi\indoskript_letter_images\100163.png,4a1f294104b1a4b97a1b7521d8d3f02c62d74bee2c35328dd79af6a78bc4865f,48,72,0.666667,0.191084
211,Aśoka MRE Jatiṅga-Rameśvaram,-256,Jatinga-Ramesvara,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/211,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/211,a,77674,ṇa,primary,32,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/77674.png,data\brahmi\indoskript_letter_images\77674.png,0bfbdc62cc00363c408d5ce9bfdb6ee25a0545b2b9368f115021eca3fed5c2d1,60,64,0.937500,0.290696
211,Aśoka MRE Jatiṅga-Rameśvaram,-256,Jatinga-Ramesvara,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/211,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/211,a,155694,ta,primary,33,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/155694.png,data\brahmi\indoskript_letter_images\155694.png,859a7461aeee8db7ddb0a56236fc5b199e909e09024f8e7c09886428607b3762,45,85,0.529412,0.164673
211,Aśoka MRE Jatiṅga-Rameśvaram,-256,Jatinga-Ramesvara,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/211,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/211,a,98308,ta,variant_1,33,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/98308.png,data\brahmi\indoskript_letter_images\98308.png,fa0a85bca6da4945177fa0d1ad214975ae17fd38b5aa16ce61dd03a68daedb41,44,91,0.483516,0.120315
211,Aśoka MRE Jatiṅga-Rameśvaram,-256,Jatinga-Ramesvara,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/211,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/211,a,128789,na,primary,37,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/128789.png,data\brahmi\indoskript_letter_images\128789.png,49c183d194193cf8539c24d6485916ae6b5507e630bf89c40997bac9b73f39c1,57,70,0.814286,0.216754
211,Aśoka MRE Jatiṅga-Rameśvaram,-256,Jatinga-Ramesvara,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/211,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/211,a,26218,pa,primary,38,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/26218.png,data\brahmi\indoskript_letter_images\26218.png,82feb7bd0423db152ded58929a0e42c319ed0b18d604271453cd21a51127d99f,35,89,0.393258,0.118748
211,Aśoka MRE Jatiṅga-Rameśvaram,-256,Jatinga-Ramesvara,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/211,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/211,a,17347,ya,primary,43,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/17347.png,data\brahmi\indoskript_letter_images\17347.png,0a74b35bb829079fbacd5bf0ff11475b5b8632f493c44448fa7a419c693c2da3,54,94,0.574468,0.199188
211,Aśoka MRE Jatiṅga-Rameśvaram,-256,Jatinga-Ramesvara,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/211,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/211,a,8271,va,primary,46,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/8271.png,data\brahmi\indoskript_letter_images\8271.png,19935d557869d3d9b8f8a78dfb35474cdf4ea6e14e351e4416ff1671f12adfee,46,107,0.429907,0.150407
211,Aśoka MRE Jatiṅga-Rameśvaram,-256,Jatinga-Ramesvara,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/211,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/211,a,57394,śa,primary,47,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/57394.png,data\brahmi\indoskript_letter_images\57394.png,cc09ed02bfd9267b020824ed785beba4b59abf42c8d12cf808e40de91639c8bd,98,79,1.240506,0.176537
211,Aśoka MRE Jatiṅga-Rameśvaram,-256,Jatinga-Ramesvara,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/211,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/211,a,91109,sa,primary,49,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/91109.png,data\brahmi\indoskript_letter_images\91109.png,69249898546891a8fb1d936ccf9f29925dfcaff91fe2f51b2dc8751e01f99687,57,78,0.730769,0.195200
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,108359,a,primary,0,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/108359.png,data\brahmi\indoskript_letter_images\108359.png,86232bcbb54c0bd785583ad1a2851cfd898b8597c23c7aa6504db2863474082d,30,52,0.576923,0.261479
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,23621,a,variant_1,0,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/23621.png,data\brahmi\indoskript_letter_images\23621.png,737da23250567abb5f2247a95069ce65bedd867d3dcbd11673fe45740d309fc3,38,97,0.391753,0.154217
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,309,aṃ,variant_2,0,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/309.png,data\brahmi\indoskript_letter_images\309.png,2c74b9a2c864a21142d83d352095f1867e2bc71a604a165a71470b787272b51b,56,100,0.560000,0.187198
