manuscript_id,name,date,place,language,dynasty,details_url,table_url,vocalization,letter_image_id,transliteration,variant_role,table_block_index,image_url,local_image_path,sha256,bbox_w,bbox_h,aspect,ink_density
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,52100,aṃ,variant_3,0,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/52100.png,data\brahmi\indoskript_letter_images\52100.png,d7e3e130134201057742a8b95da4c8ea0187d49c7bd593ff9ec110607cca2432,53,79,0.670886,0.252110
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,113248,ā,primary,1,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/113248.png,data\brahmi\indoskript_letter_images\113248.png,2c7fd0c4d760b2c218ff2b00ae55f9c09b006edba07a1d2d7e187be069e0691b,71,88,0.806818,0.185190
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,170739,ā,variant_1,1,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/170739.png,data\brahmi\indoskript_letter_images\170739.png,48f187c72dae8d87c8a7b51fb2877df19ec6f35ba85d5528c6ba629fa9d3a824,54,74,0.729730,0.207654
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,48677,i,primary,2,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/48677.png,data\brahmi\indoskript_letter_images\48677.png,66d45c0eeb01412ab65100647e6d29e1ea7eb2f4a742733164cb398942906f5a,38,54,0.703704,0.126446
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,25518,i,variant_1,2,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/25518.png,data\brahmi\indoskript_letter_images\25518.png,51cea1a3db6d65dfd587e3d9e085f61c5fc8caf8b54cc70d21d914a48ee33c31,46,53,0.867925,0.169931
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,155490,u,primary,4,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/155490.png,data\brahmi\indoskript_letter_images\155490.png,6b2463c73b74447bfb34953dea74e46f25df9918a2588e04985c57a94dc2c5ec,41,77,0.532468,0.127574
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,15575,e,primary,10,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/15575.png,data\brahmi\indoskript_letter_images\15575.png,5b0d028024133b1d5202ea1b6be636e705591929e5dda2672c067d8aaffb743e,70,62,1.129032,0.261007
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,98077,e,variant_1,10,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/98077.png,data\brahmi\indoskript_letter_images\98077.png,f0311aabeb501f7d32af46323f38da8673944368b655dc6a7607a6f95bf461ac,59,50,1.180000,0.297996
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,61723,ka,primary,18,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/61723.png,data\brahmi\indoskript_letter_images\61723.png,f33977337003eb117ca39c4a7630e527bda471e52fe04af1ce5283aec968e7f5,47,85,0.552941,0.120918
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,34342,kaṃ,variant_1,18,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/34342.png,data\brahmi\indoskript_letter_images\34342.png,c4de99a899025fed13319607db134a881b1fdd9be9e1e28f45e9d049643ae4c0,61,85,0.717647,0.169555
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,94929,kaṃ,variant_2,18,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/94929.png,data\brahmi\indoskript_letter_images\94929.png,330de26c4d9b2945e9a3c25a3b7f1a750e3aaf8842ee3530584f2ff203a90246,77,121,0.636364,0.147888
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,42917,ga,primary,20,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/42917.png,data\brahmi\indoskript_letter_images\42917.png,d093129f9d88ee3fdde4eb6401a0369ac12356e555da4c8f97fcefad1dfa06ba,62,87,0.712644,0.152593
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,163423,ca,primary,23,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/163423.png,data\brahmi\indoskript_letter_images\163423.png,1bf0f2fc0a2833a6f9987e23cb87ccc12657e4f042d92ef6406a15513b2b104e,30,56,0.535714,0.219971
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,144403,ca,variant_1,23,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/144403.png,data\brahmi\indoskript_letter_images\144403.png,4c3de53be7fd4d33f5925919254ca0df18799e5de8f63f3935756f537593f85b,37,104,0.355769,0.114048
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,17030,ca,variant_2,23,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/17030.png,data\brahmi\indoskript_letter_images\17030.png,fd031c2658a0f683a0f084f2f72574af4b9916f543480886e33ffa31f1bb88b6,34,76,0.447368,0.161541
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,18628,caṃ,variant_3,23,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/18628.png,data\brahmi\indoskript_letter_images\18628.png,e4cbb35fbdd6f9ebb6e81ba6650c3c354a25998e9893e34245ef94090ab470e3,66,91,0.725275,0.169201
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,80497,cha,primary,24,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/80497.png,data\brahmi\indoskript_letter_images\80497.png,c05a01780e35e63c4d3cf65af1eaa56faa57037b65fbc049a7dab4dc29e3c74d,39,79,0.493671,0.192186
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,175302,jaṃ,variant_1,25,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/175302.png,data\brahmi\indoskript_letter_images\175302.png,5b9bacce04bad973153574c462c1ba5fff9faf10a5dcf0404cd6e100dfc7d349,62,62,1.000000,0.338541
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,106358,ḍhaṃ,variant_1,31,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/106358.png,data\brahmi\indoskript_letter_images\106358.png,7841ed313c38c2a7f3a4904df379ecdb17dee4e30efdb31a6a76ffa7987cde53,61,107,0.570093,0.143040
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,156035,ṇa,primary,32,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/156035.png,data\brahmi\indoskript_letter_images\156035.png,3540fde16f572592417eaf2655c5505e5b8d5ef9bfcb64a99366b92c3a08a240,57,66,0.863636,0.252758
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,178769,ṇa,variant_1,32,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/178769.png,data\brahmi\indoskript_letter_images\178769.png,5c6299802d621a480ef03acb7bc16a7522754cd9df14cfcd683323a4c4027e80,47,46,1.021739,0.345039
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,54803,ṇaṃ,variant_2,32,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/54803.png,data\brahmi\indoskript_letter_images\54803.png,166122c1cc4f457de91b88ae6b48b56da91614fcd23df7571f57d5321fb5e2bc,48,44,1.090909,0.408381
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,156004,ṇaṃ,variant_3,32,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/156004.png,data\brahmi\indoskript_letter_images\156004.png,03969add67be3bc9fe65cf63e0b96756ea24660a3cd16a8e7a165253e4d1c5a8,83,93,0.892473,0.298085
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,127295,ta,primary,33,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/127295.png,data\brahmi\indoskript_letter_images\127295.png,2a21626724f08bad176885c20af3f927183540edac8ad3a26e8fc77e7c1e5539,58,94,0.617021,0.119485
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,100672,ta,variant_1,33,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/100672.png,data\brahmi\indoskript_letter_images\100672.png,d88aae318bcd7d31bee9888ca4fe034e8cd309966a08abe139ba044b3189f3fe,32,55,0.581818,0.141935
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,60529,dra,variant_1,35,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/60529.png,data\brahmi\indoskript_letter_images\60529.png,bf30943e1d8a985f01bc33731d7abebba75eb3d34510d53131b8cddfc96b9f6e,44,121,0.363636,0.090677
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,106599,dha,primary,36,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/106599.png,data\brahmi\indoskript_letter_images\106599.png,c4c85639c31b23d8bb437661398c866ff401bd54bb8316447c3ee302a5729262,40,82,0.487805,0.181567
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,55185,na,primary,37,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/55185.png,data\brahmi\indoskript_letter_images\55185.png,5816928591693b9ba5a935d38986953d24400a24f0bbcbbede2d0693d3e6dd43,54,47,1.148936,0.209347
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,21442,na,variant_1,37,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/21442.png,data\brahmi\indoskript_letter_images\21442.png,46eaf00accd27707d4c790c227c33569750438d5cbe47f950da9c6f23c1562de,61,81,0.753086,0.135325
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,18992,pa,primary,38,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/18992.png,data\brahmi\indoskript_letter_images\18992.png,29ca4a59c65505c034fe00275db5c9e17d0a4b40e5bf2ba55eb9f9c984026152,32,62,0.516129,0.184608
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,152578,pa,variant_1,38,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/152578.png,data\brahmi\indoskript_letter_images\152578.png,331acc35953556453977a3589655cc94c37261b47a5941fd008e81712a8dbd8a,47,76,0.618421,0.148590
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,652,pa,variant_2,38,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/652.png,data\brahmi\indoskript_letter_images\652.png,263b79911429641d8b82f1cab14c73bb24ed9bba58874ab31110fa169f2e55d4,32,72,0.444444,0.157649
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,137975,pha,primary,39,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/137975.png,data\brahmi\indoskript_letter_images\137975.png,252228600afa8a3284725346e2e2edc9db68aa15eb5d10672277a9d9a445492b,50,80,0.625000,0.190088
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,14706,ma,primary,42,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/14706.png,data\brahmi\indoskript_letter_images\14706.png,9484e0ba89d43eb6251a00118007daf5a0690c46c333bdcfc6ffe20f2eca092d,42,52,0.807692,0.300814
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,44079,ma,variant_1,42,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/44079.png,data\brahmi\indoskript_letter_images\44079.png,87ce93b43c0f2290bde2968099da33adad865880fcf90d23a9681c2886592959,36,66,0.545455,0.257391
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,20658,ma,variant_2,42,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/20658.png,data\brahmi\indoskript_letter_images\20658.png,6c7c806a5abb82415fe8427d9643c49bda5a000ed3d0bc67ac5ef9bde613f1ef,55,85,0.647059,0.187806
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,158766,maṃ,variant_3,42,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/158766.png,data\brahmi\indoskript_letter_images\158766.png,aaf66d61243479a7de44a0ac895e07bec883f2555d4cc79c07916168c4f2baa8,70,78,0.897436,0.270818
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,27902,ya,primary,43,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/27902.png,data\brahmi\indoskript_letter_images\27902.png,38a1686e3043e68942181be22388fffa05883dee36c70334dd5b3a572564077d,39,63,0.619048,0.229012
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,86774,ya,variant_1,43,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/86774.png,data\brahmi\indoskript_letter_images\86774.png,4bc4bfe7fdbd8411f65d50a41ddd275e244c29cf20886366ee202b2717a45566,39,61,0.639344,0.214921
370,Aśoka MRE Brahmagiri,-256,Brahmagiri,Prakrit,Maurya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/370,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,a,77478,yaṃ,variant_2,43,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/77478.png,data\brahmi\indoskript_letter_images\77478.png,76ded6ab41e1ac1e39e0e561743c2b2f5810bd52b5bd9e39ead13cf4ed9ea62d,63,90,0.700000,0.177904
