manuscript_id,name,date,place,language,dynasty,details_url,table_url
774,"Vunna Guravayapalem Plates of Parameśvaravarman I, Year 19",687,Vunna Guravayapalem,Sanskrit,Pallava,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/774,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/774
225,Jhālrāpāṭhan Inscription 1,690,Jhalrapathan,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/225,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/225
87,"Sāṅgalud Plates of Nannarāja, Śaka 615",693,Sanglud,Sanskrit,Rāṣṭrakūṭa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/87,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/87
36,Mehuṇabare Plates of Sendraka Vairadeva,702,Mehunabare,Sanskrit,Sendraka,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/36,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/36
546,Navsāri plates of Jayabhaṭa III,706,Navsari,Sanskrit,Gurjara,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/546,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/546
456,Gilgit Bronze of Samkarasena,714,Gilgit,Sanskrit,Palola Shahi,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/456,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/456
433,Mangraon Inscription of Viṣṇugupta's time,719,Baksar,Sanskrit,Gupta,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/433,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/433
100,"Prince of Wales Museum Plates of Vijayāditya, Śaka 653",731,Dharvar,Sanskrit,Cālukya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/100,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/100
500,Kanaswa stone inscription of Sivagana,738,Kanaswa,Sanskrit,Maurya (late),https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/500,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/500
581,Agali Grant of Ganga Śrīpuruṣa,748,Kunigal,Sanskrit,Gaṅga,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/581,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/581
314,Kendūr Plates of Kīrttivarman II,750,Kendur,Sanskrit,Cālukya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/314,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/314
583,Haldipur Plates of Gopāladeva,750,Haldipur,Sanskrit,Pallava,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/583,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/583
641,Alas Plates of the yuvaraja Govinda II.; Saka-Samvat 692,769,Alas,Sanskrit,Rāṣṭrakūṭa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/641,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/641
568,Jethwai Plates of the Rashtrakuta Queen Silamahadevi,786,Jethwai,Sanskrit,Rāṣṭrakūṭa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/568,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/568
77,Paiṭhāṇ Plates of Govindarāja III,794,Paithan,Sanskrit,Rāṣṭrakūṭa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/77,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/77
755,Rādhanpur Plates of Govinda III,808,Radhanpur,Sanskrit,Rāṣṭrakūṭa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/755,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/755
548,Brahmanapalli Grant of Karkka Suvarnnavarsha,824,Kaddibhara,Sanskrit,Rāṣṭrakūṭa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/548,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/548
530,Grant of the time of Agguka II,832,Ghumli,Sanskrit,Saindhava,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/530,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/530
769,Kāritalāi Stone Inscription of Lakshmaṇarāja I,841,Karitalai,Sanskrit,Kalacuri,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/769,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/769
535,Nalanda Copper-plate of Devapaladeva,850,Nalanda,Sanskrit,Pāla,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/535,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/535
47,Vizagapatam Copper-Plate Grant of Devendravarman the year 254,852,Vizagapatam,Sanskrit,Gaṅga,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/47,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/47
904,Tochi Valley Inscription A,856,"Tochi Valley, North Waziristan",Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/904,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/904
179,Mantravāḍi Inscription of Amoghavarsha I - A.D. 865,865,Mantravadi,Alt-Kannada,Rāṣṭrakūṭa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/179,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/179
254,"Sirūr inscription of Amoghavarṣa I, Śaka 788",866,Sirur,Sanskrit/Kannada,Rāṣṭrakūṭa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/254,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/254
155,"Plates of Dantivarman of Gujarat, Śaka 789",867,Ahmadabad,Sanskrit,Rāṣṭrakūṭa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/155,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/155
549,Vakratentalī grant of Mahābhavagupta I,888,Suvarnnapura,Sanskrit,Somavaṃśi,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/549,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/549
564,Mudhol inscription of Akalavarsha Subhatunga,897,Mudhol,Kannaḍa,Rāṣṭrakūṭa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/564,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/564
906,Śrī Priyaṃvada Inscription,926,Swat,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/906,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/906
899,Dewal Inscription,930,Rawalpindi District,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/899,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/899
905,Ghaṭṭibhoṭṭika Inscription,937,Swat,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/905,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/905
550,Katak-plates of Mahā-Bhavagupta II,958,Yayatinagara,Sanskrit,Somavaṃśi,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/550,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/550
895,Veka Inscription,960,Mazari Sharif,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/895,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/895
285,"Kadalur Grant of Gaṅga Mārasiṃha II, Śaka 884, ornamentale Zeichen.",962,Mandya,Sanskrit/Kannada,Gaṅga,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/285,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/285
526,"Kadalur Grant of Gaṅga Mārasiṃha II, Śaka 884",962,Mandya,Sanskrit/Kannada,Gaṅga,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/526,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/526
594,Incomplete Puṇe-Grant of Sinda Ādityavarman,965,Pune,Sanskrit,Sinda,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/594,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/594
409,Dharampurī Grant of Vākpatirājadeva,974,Dharampuri,Sanskrit,Paramāra,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/409,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/409
162,Mulgund Inscription of the time of Panchaladeva; A.D. 975,975,Mulgund,Kannaḍa,Gaṅga,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/162,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/162
901,Kāmeśvarīdevī Inscription,980,Hund,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/901,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/901
295,Belwa Plate of Mahīpāla I,982,Belwa,Sanskrit,Pāla,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/295,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/295
366,Paṭṭanakuḍi Plates of Śilāhāra Avasara (II),988,Pattanakudi,Sanskrit,Śilāhāra,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/366,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/366
718,"Ghūmlī Plates of Bāṣkala, V.S. 1045",989,Banvad,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/718,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/718
419,"Inscription of the Reign of Queen Diddā, (Laukika) Year 68",992,Srinagar,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/419,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/419
554,Bālerā plates of Mūlarāja I,995,Patan,Sanskrit,Cālukya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/554,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/554
139,Jodhpur Fragmentary Grant of Siṃharāja,997,Bhinmal,Sanskrit,Cāhamāna,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/139,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/139
223,Bhādāna grant of Aparājita,997,Thana,Sanskrit,Śilāhāra,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/223,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/223
556,Larger Leiden Plates of Rājarāja I (Sanskrit),1005,Tanjavur,Sanskrit/Tamil,Coḽa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/556,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/556
735,Larger Leiden Plates of Rājarāja I (Tamil),1005,Tanjavur,Sanskrit/Tamil,Coḽa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/735,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/735
893,Dal Mahat Inscription,1006,Hazara,Sanskrit,Hindu Shahi,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/893,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/893
557,Khārepāṭan Plates of Raṭṭarāja,1008,Kharepatan,Sanskrit,Śilāhāra,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/557,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/557
282,Daṇḍīmahādevī's grant of the year 180,1011,Ganjam,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/282,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/282
802,Moḍāsā Plate of Vatsarāja,1011,Modasa,Sanskrit,Paramāra,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/802,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/802
478,Jodhpur Plates of the Time of Durlabharāja,1013,Bhinmal,Sanskrit,Cāhamāna,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/478,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/478
40,Daulatabad Plates of Jagadekamalla,1017,Daulatabad,"Sanskrit, Kanaresisch",Cālukya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/40,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/40
711,Ranastipundi grant of Vimalāditya,1018,Amalāpuram,Sanskrit,Cālukya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/711,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/711
326,"Vañapalli Grant of Sauryāditya, Saṃvat 1077",1020,Bagaha,Sanskrit,Malayaketukula,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/326,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/326
508,Pañcarātramahājñāna,1027,Kathmandu,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/508,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/508
900,Śrī Haṃmīra Inscription,1033,Swat,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/900,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/900
730,Kaṟa Inscription of Yaśaḥpāla,1035,Kara,Sanskrit,Pratīhāra,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/730,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/730
402,Śivadharmaśāstra,1036,Kathmandu,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/402,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/402
42,Banaras Plate of Karṇa,1042,Varanasi,Sanskrit/Prakrit,Kalacuri,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/42,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/42
523,Viṣṇudharmaśāstra,1046,Kathmandu,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/523,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/523
582,Māndhātā plates of Jayasiṃha of Dhārā,1055,Dhar,Sanskrit,Paramāra,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/582,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/582
653,Belaturu Inscription of the time of Rajendradeva,1057,Belaturu,Kannaḍa,Coḽa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/653,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/653
771,Naḍagām Plates of Vajrahasta,1058,Nadagam,Sanskrit,Gaṅga,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/771,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/771
760,Dive Agar Marathi Copper Charter,1060,Dive Agar,Marathi,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/760,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/760
896,Vāṇhaḍaka Inscription,1062,Hazara,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/896,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/896
21,Palanpur Plates of Chaulukya Bhimadeva (V.S. 1120),1063,Palanpur,Sanskrit,Cālukya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/21,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/21
413,Jatiṅga-Rameśvara hill inscription of Viṣṇuvardhana-Vijayāditya,1064,Jatinga-Ramesvara,Sanskrit,Cālukya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/413,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/413
579,Māḍagrāma Grant of Kadamba Bhīmakheḍi II,1066,Srikakulam,Sanskrit,Kadamba,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/579,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/579
190,Śivadharmaśāstra,1069,Kathmandu,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/190,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/190
300,Śivadharmaśāstra,1072,Kathmandu,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/300,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/300
55,"Khairha Plates of Yashahkarnadeva, (Kalachuri) Samvat 823",1076,Khairha,Sanskrit,Kalacuri,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/55,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/55
658,Śaddharmapuṇḍarikasūtra,1082,Kathmandu,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/658,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/658
174,"Indore Copper Plate Charter of Yādava Airamadeva, Śaka Year 1009",1087,Chandvad,Sanskrit,Yādava,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/174,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/174
78,Indore Copper Plate Charter of Yādava Airamadēva,1087,Indore,Sanskrit,Yādava,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/78,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/78
392,Viṣṇudharmaśāstra,1090,Kathmandu,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/392,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/392
575,Sīlāra copper plate grant,1094,Kharepatan,Sanskrit,Śilāhāra,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/575,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/575
412,Āśvī Plates of Yādava Āiramadeva,1098,Asvi,Sanskrit,Yādava,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/412,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/412
619,Copper-plate Inscription of N.S. 221,1100,Kathmandu,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/619,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/619
740,"Copper-Plate of Śivadeva, Nevari Samvat 221",1100,Kathmandu,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/740,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/740
726,Arthūṇā Stone Inscription of the time of Chāmuṇḍarāja,1101,Arthuna,Sanskrit,Paramāra,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/726,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/726
195,"Plates of Vijayaraja, V. S. 1160",1103,Jalor,Sanskrit,Paramāra,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/195,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/195
147,Copper-Plate Grant of Kadamba Tribhuvanamalla; Śaka 1028,1107,Margaon,Sanskrit,Kadamba,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/147,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/147
247,Tāḷale Plates of Gaṇḍarāditya,1110,Kolhapur,Sanskrit,Śilāhāra,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/247,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/247
276,Jodhpur Museum Inscription of Paramāra Vīsala,1118,Jalor,Sanskrit,Paramāra,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/276,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/276
540,Aihole Narayana temple inscription,1118,Aihole,Old Canarese,Cālukya,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/540,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/540
435,Amarakoṣaṭīka,1119,Kathmandu,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/435,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/435
463,Amarakoṣaṭīka,1119,Kathmandu,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/463,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/463
585,Amarakoṣaṭīka,1119,Kathmandu,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/585,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/585
625,Amarakoṣaṭīka,1119,Kathmandu,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/625,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/625
626,Amarakoṣaṭīka,1119,Kathmandu,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/626,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/626
744,Amarakoṣaṭīka,1119,Kathmandu,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/744,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/744
597,Tarpandighi grant of Lakshmana Sena,1122,Dinajpur,Sanskrit,Sena,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/597,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/597
558,Sarkho Plates of Ratnadeva II of the Year 880,1128,Sarkho,Sanskrit,Kalacuri,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/558,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/558
45,Banda Plates of Paracakrasalla,1130,Banda,Sanskrit,Rāṣṭrakūṭa,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/45,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/45
738,Asoge Plates of Kadamba Jayakeśin II,1134,Asoge,Sanskrit,Kadamba,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/738,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/738
66,Fragmentarische Proto-Śāradā-Inschrift,1145,Srinagar,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/66,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/66
610,Mangrol inscription of Soḍhaḍi Vāo,1146,Mangrol,Sanskrit,Gohila,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/610,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/610
135,Srinagar Stone Slab Inscription of the Reign of Jayasimha (Laukika) year 25,1149,Srinagar,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/135,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/135
724,Amoda Plates (Second Set) of Prithvideva II: (Kalachuri) Year 905,1154,Janjgir,Sanskrit,Kalacuri,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/724,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/724
320,Tapar Stone Inscription,1157,Tapar,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/320,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/320
633,Tapar Stone Inscription of the Reign of Paramāṇḍadeva (Laukika) year 33,1157,Tapar,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/633,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/633
65,Naihati Grant of Vallala-Sena; the 11th year,1159,Naihati,Sanskrit,Sena,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/65,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/65
628,Copper Plate Inscription of N.S. 282,1161,Kathmandu,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/628,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/628
645,"Copper-Plate of the time of Ānandadeva, Nevari Samvat 282",1161,Kathmandu,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/645,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/645
511,Delhi Siwalik pillar inscription of Visaladeva,1164,Delhi,Sanskrit,Cāhamāna,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/511,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/511
307,Sanokhār tāmra-kholi inscription of Valalaśeṇa,1166,Kahalgaon,Sanskrit,Sena,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/307,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/307
165,Śivadharmaśāstra,1170,Kathmandu,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/165,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/165
89,"Inschrift aus der Zeit von Aśokacalladeva, Lakṣmaṇasena-Jahr 51",1171,Bodhgaya,Sanskrit,Sena,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/89,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/89
615,Mahoba Plates of Paramardideva: (Vikrama-) Samvat 1230,1173,Mahoba,Sanskrit,Candella,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/615,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/615
639,Vejibror Stone Inscription of the Reign of Yaskaradeva year 53,1178,Bijbihara,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/639,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/639
287,Sadāśivagaḍ Plates of Kadamba Vijayāditya,1179,Sadasivagad,Sanskrit,Kadamba,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/287,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/287
53,Nadol Plate of Jayantasiṃha,1180,Nadol,Sanskrit,Cāhamāna,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/53,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/53
353,Lucknow Museum Plate of Jayachchandradeva,1181,Lucknow,Sanskrit,Gāhaḍavāla,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/353,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/353
688,Iṭagi Inscription,1183,Itagi,Sanskrit/Kannada,Kalacuri,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/688,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/688
777,Tezpur Plates of Vallabhadeva,1185,Tezpur,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/777,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/777
398,Meohaṟ Siddheśvar-Tempelinschrift,1187,Meohar,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/398,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/398
699,Muṅgthalā Stone inscription of Dhārāvarṣa,1188,Sirohi,Sanskrit,Paramāra,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/699,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/699
69,"Inschrift aus der Zeit von Aśokacalladeva, Lakṣmaṇasena-Jahr 74",1194,Bodhgaya,Sanskrit,Sena,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/69,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/69
350,Viṣṇurahasya,1195,Kathmandu,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/350,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/350
168,Rākṣaskhāli Island Plate of Maḍommaṇapāla,1196,Kākdvīp,Sanskrit,Pāla,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/168,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/168
321,Arigom Steininschrift,1197,Arigom,Sanskrit,,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/321,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/321
336,Kundeswar copper plate grant of Chandella Paramardideva,1198,Tikamgarh,Sanskrit,Candella,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/336,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/336
385,Pañcākāra,1199,Nalanda,Sanskrit,Pāla,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/385,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/385
235,Tehri Plates of Trailokyavarman,1208,Sagar,Sanskrit,Candella,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/235,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/235
593,Reva Plates of the Time of Trailokyamalladeva,1212,Reva,Sanskrit,Candella,https://www.indoskript.phil.uni-wuerzburg.de/manuscripts/details/593,https://www.indoskript.phil.uni-wuerzburg.de/letters/table/593
