url,status,byte_length,sha256,kind
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/211,200,32060,63196213627d884b5d62b8364cd48a5772dc1e1c11e5c6a4a2fbd4ff46900969,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/370,200,41313,dea719374529e9199c812c3b415b75bf7dd93a31ca411b98338b335a2abe5c6d,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/388,200,33964,71461d08510829fde8e90fc4998a7fe9f90ec224e0f2425597d22b5ea5e6c02a,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/621,200,34900,f373d3d037c7e70ebc43f44a2d9fe4ecfa9cdcfaf6618620f370fc63df37a2a4,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/622,200,35844,4b2f0b90c7acc5e7e7e610e98706fb275cf1d9a34829028282a26d9c651e32bb,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/630,200,34611,0d9dfc1b66e339eb9ffedd879f0f2f36f12fd06229c4aa5e599c1e058ab4f4f6,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/798,200,32322,06c011a6aa0ea45f2e7fc1bff2b03836dddd7bcc47b435ef1ea71fb6cec5385d,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/156,200,31480,12aadeb875a9fc084c26262a1a66878cbd8dc5a9d06eef6e64e335ec33459c7f,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/450,200,30277,6160fc7ca914215e4d5766f49313c6536e32978e40526e498fb8eb5b4c22b9a0,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/187,200,33974,3570b7fd1e23b68ea5a0360c2ccdbdc163c18a4d1fc186ace94c25bb4da3721d,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/292,200,37416,3af336c71e43721db15b1a08fd5ffde47ee6a4725480ea05c3ecc0a6703596d5,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/411,200,57891,eba32e484132c0207ecdea14ce8d97823176d2c95e978576b92e84a4be2922c1,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/423,200,37053,97cd32e1d41be1ef90255552049834c0a7eb4afb37b657946d2a021656ec71dc,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/623,200,37324,860f89503d0d801c17bc635de1fa5204007f64073f0575e06676bff7f3afd63d,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/780,200,37491,e234fb5cc005731be4e5fddb9079cdd308261e83371afbe1b3fd42a3255225ea,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/237,200,33926,6698c5a3afdcbf9b8cd0434825fc43b495c0590f89139ab57dabb102ffc3229a,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/264,200,34856,79911ab1e9ff92c8aed1afc6d7326e4c863153b4c173fcfa989efa931d53c1d7,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/391,200,32467,8b555e3d1f75e5fcd814587405d8d385e73abfa849eefaf7a8a5c520d85a0b77,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/562,200,31356,0781d5d1c8db6203631319dd353fcfcdb9c1d826d25a0fbad19fa33e53707658,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/603,200,37184,333ddb4cef1ef9fc68afc64d549137487deaf83c5f3dbcc6ee0c8307021d7289,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/613,200,35771,899604bb62ed5684339e1313fd8bc95840a63aebe195335f52705bbaeca78d38,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/742,200,34282,be8758296542396addfa90c177b0a60810a57458a6a6fc0cc7ec69fcffc0150c,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/90,200,35553,835f610f1c23c5f03b11674bdc7108c3e4f617c9c6e3c1603852caf137577304,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/15,200,30886,82ec97799aeb28df5ed8d3d4f4ba19f4cf4dea39b205ecd2c979557d729f07fe,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/153,200,47611,17ad9b431dad1ce137aa26f33d2e0a4dd809b06d2755ee2b87d89be090662c96,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/403,200,35307,571c716b7ff057a17a5748d4f2f79677d3fc44629aa0244ac9026f4d837195d6,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/418,200,38665,4aac826e75f7062cad96a110050b4f6ef13632e22deea13bcce1ba0dd0efd2c1,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/5,200,44068,dcba5020ccd06135bf1958757d40db96d8d69227e9524e5af8b534ddcb6f0c9d,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/616,200,38213,b23f1e4c6d9478021717fdda8dc1974a69acf28a7ae0aa2ce7badb2f3a697f50,html
https://www.indoskript.phil.uni-wuerzburg.de/letters/table/632,200,31747,7cc0638c898ed33bb5f0d31355904a46f6c057c0e8fdc9d392e7c531d4139223,html
