sign_id,orientation_policy,iteration,impostor_modal_label,impostor_modal_count,impostor_mean_modal_distance,impostor_ge_observed,sample_token_ids
740,visual_ltr_catalog_order,10,dha,4,0.258194,false,tok_bae6736d0dc36940|tok_5890e22e4c13646c|tok_14466b2e7cf2daf9|tok_fdb86aa4d7d44d95|tok_2a34dad78181bd15|tok_6a696035417ed81e|tok_2cbe657cd7b258cf|tok_404e91c1a3cf18d6|tok_6b0e37fb2b0021f4|tok_740b33754305c815|tok_68c15d0e7958e4cb|tok_c1858e3f23d1a914|tok_bc7caff9ec3cf7c3|tok_1916a8b225232dc5|tok_71f7a3d109fe4387|tok_6a264ada97f1af9c|tok_e12db96eaaf6f4ec|tok_f8c77237760a8c90|tok_990fb5383d425b81|tok_c3231ea0d4fee217|tok_ffc8ba250fb4f22e|tok_d9819ce577422986|tok_317f91e465a76357|tok_270dcf3bb0b32241|tok_8556d2cd0b4ce26c|tok_2bfefeec77b619fc
740,visual_ltr_catalog_order,11,ta,4,0.391903,false,tok_bae6736d0dc36940|tok_740b33754305c815|tok_c1955e93f4423bf8|tok_990fb5383d425b81|tok_68c15d0e7958e4cb|tok_1916a8b225232dc5|tok_2bfefeec77b619fc|tok_f5226003cd1cb153|tok_d9819ce577422986|tok_6a264ada97f1af9c|tok_e12db96eaaf6f4ec|tok_c16db552e4955c84|tok_2cbe657cd7b258cf|tok_c3231ea0d4fee217|tok_33268e80607fed6e|tok_270dcf3bb0b32241|tok_2a34dad78181bd15|tok_3bbdf9f6032549ed|tok_e09d13a3f22e5dab|tok_404e91c1a3cf18d6|tok_b8d29be98281b379|tok_14466b2e7cf2daf9|tok_3f819cd5a1d1bb2e|tok_6a696035417ed81e|tok_54e8f65818042846|tok_f8c77237760a8c90
740,visual_ltr_catalog_order,12,ra,7,0.195053,false,tok_5890e22e4c13646c|tok_bc7caff9ec3cf7c3|tok_317f91e465a76357|tok_f5226003cd1cb153|tok_ffc8ba250fb4f22e|tok_404e91c1a3cf18d6|tok_2a34dad78181bd15|tok_8556d2cd0b4ce26c|tok_bae6736d0dc36940|tok_dc07d5ed76abb711|tok_3f819cd5a1d1bb2e|tok_fdb86aa4d7d44d95|tok_71f7a3d109fe4387|tok_2bfefeec77b619fc|tok_3c2fc092ce7482f4|tok_2cbe657cd7b258cf|tok_6a264ada97f1af9c|tok_3bbdf9f6032549ed|tok_740b33754305c815|tok_9f3194df275374db|tok_265c9e52cfb53b4d|tok_c16db552e4955c84|tok_990fb5383d425b81|tok_6b0e37fb2b0021f4|tok_e09d13a3f22e5dab|tok_c3231ea0d4fee217
740,visual_ltr_catalog_order,13,ra,5,0.197960,false,tok_265c9e52cfb53b4d|tok_14466b2e7cf2daf9|tok_e09d13a3f22e5dab|tok_c1955e93f4423bf8|tok_f8c77237760a8c90|tok_3c2fc092ce7482f4|tok_f5226003cd1cb153|tok_2a34dad78181bd15|tok_404e91c1a3cf18d6|tok_c3231ea0d4fee217|tok_33268e80607fed6e|tok_1916a8b225232dc5|tok_5890e22e4c13646c|tok_d9819ce577422986|tok_6b0e37fb2b0021f4|tok_c1858e3f23d1a914|tok_68c15d0e7958e4cb|tok_8556d2cd0b4ce26c|tok_3f819cd5a1d1bb2e|tok_bc7caff9ec3cf7c3|tok_bae6736d0dc36940|tok_270dcf3bb0b32241|tok_c16db552e4955c84|tok_2cbe657cd7b258cf|tok_54e8f65818042846|tok_dc07d5ed76abb711
740,visual_ltr_catalog_order,14,ra,4,0.229228,false,tok_6a696035417ed81e|tok_6b0e37fb2b0021f4|tok_54e8f65818042846|tok_2bfefeec77b619fc|tok_740b33754305c815|tok_2cbe657cd7b258cf|tok_990fb5383d425b81|tok_fdb86aa4d7d44d95|tok_c1955e93f4423bf8|tok_f9e363882655387e|tok_6a264ada97f1af9c|tok_270dcf3bb0b32241|tok_8556d2cd0b4ce26c|tok_265c9e52cfb53b4d|tok_1916a8b225232dc5|tok_2a34dad78181bd15|tok_b8d29be98281b379|tok_71f7a3d109fe4387|tok_f5226003cd1cb153|tok_c1858e3f23d1a914|tok_d9819ce577422986|tok_3bbdf9f6032549ed|tok_f8c77237760a8c90|tok_9f3194df275374db|tok_bae6736d0dc36940|tok_5890e22e4c13646c
740,visual_ltr_catalog_order,15,ra,9,0.204581,false,tok_3bbdf9f6032549ed|tok_3c2fc092ce7482f4|tok_fdb86aa4d7d44d95|tok_f5226003cd1cb153|tok_f9e363882655387e|tok_d0b65846e90e30f4|tok_6a264ada97f1af9c|tok_990fb5383d425b81|tok_265c9e52cfb53b4d|tok_2bfefeec77b619fc|tok_dc07d5ed76abb711|tok_542d9d9dca7b10bf|tok_5890e22e4c13646c|tok_317f91e465a76357|tok_8556d2cd0b4ce26c|tok_54e8f65818042846|tok_2a34dad78181bd15|tok_f8c77237760a8c90|tok_2cbe657cd7b258cf|tok_33268e80607fed6e|tok_d9819ce577422986|tok_e12db96eaaf6f4ec|tok_c16db552e4955c84|tok_6a696035417ed81e|tok_bc7caff9ec3cf7c3|tok_6b0e37fb2b0021f4
740,visual_ltr_catalog_order,16,ra,7,0.192861,false,tok_f8c77237760a8c90|tok_3f819cd5a1d1bb2e|tok_33268e80607fed6e|tok_68c15d0e7958e4cb|tok_d0b65846e90e30f4|tok_f5226003cd1cb153|tok_b8d29be98281b379|tok_3bbdf9f6032549ed|tok_c16db552e4955c84|tok_6b0e37fb2b0021f4|tok_317f91e465a76357|tok_c1858e3f23d1a914|tok_3c2fc092ce7482f4|tok_404e91c1a3cf18d6|tok_54e8f65818042846|tok_9f3194df275374db|tok_fdb86aa4d7d44d95|tok_2a34dad78181bd15|tok_2cbe657cd7b258cf|tok_740b33754305c815|tok_2bfefeec77b619fc|tok_270dcf3bb0b32241|tok_e12db96eaaf6f4ec|tok_d9819ce577422986|tok_bae6736d0dc36940|tok_e09d13a3f22e5dab
740,visual_ltr_catalog_order,17,ra,5,0.186039,false,tok_c3231ea0d4fee217|tok_b8d29be98281b379|tok_2bfefeec77b619fc|tok_e12db96eaaf6f4ec|tok_542d9d9dca7b10bf|tok_68c15d0e7958e4cb|tok_f9e363882655387e|tok_6a696035417ed81e|tok_d9819ce577422986|tok_e09d13a3f22e5dab|tok_6a264ada97f1af9c|tok_ffc8ba250fb4f22e|tok_3f819cd5a1d1bb2e|tok_740b33754305c815|tok_54e8f65818042846|tok_270dcf3bb0b32241|tok_fdb86aa4d7d44d95|tok_71f7a3d109fe4387|tok_dc07d5ed76abb711|tok_9f3194df275374db|tok_1916a8b225232dc5|tok_c16db552e4955c84|tok_14466b2e7cf2daf9|tok_265c9e52cfb53b4d|tok_bc7caff9ec3cf7c3|tok_404e91c1a3cf18d6
740,visual_ltr_catalog_order,18,ra,5,0.206125,false,tok_fdb86aa4d7d44d95|tok_c3231ea0d4fee217|tok_b8d29be98281b379|tok_f5226003cd1cb153|tok_9f3194df275374db|tok_2a34dad78181bd15|tok_317f91e465a76357|tok_d9819ce577422986|tok_14466b2e7cf2daf9|tok_f8c77237760a8c90|tok_bae6736d0dc36940|tok_68c15d0e7958e4cb|tok_3bbdf9f6032549ed|tok_8556d2cd0b4ce26c|tok_270dcf3bb0b32241|tok_c1955e93f4423bf8|tok_740b33754305c815|tok_542d9d9dca7b10bf|tok_990fb5383d425b81|tok_dc07d5ed76abb711|tok_1916a8b225232dc5|tok_2cbe657cd7b258cf|tok_3c2fc092ce7482f4|tok_5890e22e4c13646c|tok_e12db96eaaf6f4ec|tok_3f819cd5a1d1bb2e
740,visual_ltr_catalog_order,19,ra,7,0.207374,false,tok_2bfefeec77b619fc|tok_3bbdf9f6032549ed|tok_740b33754305c815|tok_f9e363882655387e|tok_404e91c1a3cf18d6|tok_542d9d9dca7b10bf|tok_270dcf3bb0b32241|tok_1916a8b225232dc5|tok_ffc8ba250fb4f22e|tok_990fb5383d425b81|tok_d9819ce577422986|tok_c1955e93f4423bf8|tok_71f7a3d109fe4387|tok_5890e22e4c13646c|tok_6b0e37fb2b0021f4|tok_3c2fc092ce7482f4|tok_6a696035417ed81e|tok_b8d29be98281b379|tok_14466b2e7cf2daf9|tok_3f819cd5a1d1bb2e|tok_9f3194df275374db|tok_bae6736d0dc36940|tok_c1858e3f23d1a914|tok_c16db552e4955c84|tok_8556d2cd0b4ce26c|tok_dc07d5ed76abb711
740,visual_ltr_catalog_order,20,ra,5,0.191915,false,tok_2cbe657cd7b258cf|tok_bc7caff9ec3cf7c3|tok_1916a8b225232dc5|tok_542d9d9dca7b10bf|tok_6a264ada97f1af9c|tok_404e91c1a3cf18d6|tok_fdb86aa4d7d44d95|tok_f5226003cd1cb153|tok_c16db552e4955c84|tok_3bbdf9f6032549ed|tok_d9819ce577422986|tok_c1858e3f23d1a914|tok_265c9e52cfb53b4d|tok_3f819cd5a1d1bb2e|tok_54e8f65818042846|tok_990fb5383d425b81|tok_f9e363882655387e|tok_5890e22e4c13646c|tok_e09d13a3f22e5dab|tok_bae6736d0dc36940|tok_8556d2cd0b4ce26c|tok_71f7a3d109fe4387|tok_33268e80607fed6e|tok_dc07d5ed76abb711|tok_14466b2e7cf2daf9|tok_c3231ea0d4fee217
740,visual_ltr_catalog_order,21,ra,9,0.194998,false,tok_8556d2cd0b4ce26c|tok_33268e80607fed6e|tok_542d9d9dca7b10bf|tok_f5226003cd1cb153|tok_b8d29be98281b379|tok_1916a8b225232dc5|tok_2cbe657cd7b258cf|tok_265c9e52cfb53b4d|tok_3bbdf9f6032549ed|tok_f9e363882655387e|tok_d0b65846e90e30f4|tok_3f819cd5a1d1bb2e|tok_c16db552e4955c84|tok_ffc8ba250fb4f22e|tok_317f91e465a76357|tok_bae6736d0dc36940|tok_6b0e37fb2b0021f4|tok_6a264ada97f1af9c|tok_404e91c1a3cf18d6|tok_3c2fc092ce7482f4|tok_dc07d5ed76abb711|tok_c3231ea0d4fee217|tok_d9819ce577422986|tok_2a34dad78181bd15|tok_9f3194df275374db|tok_54e8f65818042846
740,visual_ltr_catalog_order,22,ra,5,0.210277,false,tok_317f91e465a76357|tok_990fb5383d425b81|tok_5890e22e4c13646c|tok_54e8f65818042846|tok_ffc8ba250fb4f22e|tok_3bbdf9f6032549ed|tok_f8c77237760a8c90|tok_e09d13a3f22e5dab|tok_2a34dad78181bd15|tok_68c15d0e7958e4cb|tok_bae6736d0dc36940|tok_6a264ada97f1af9c|tok_9f3194df275374db|tok_d0b65846e90e30f4|tok_542d9d9dca7b10bf|tok_3c2fc092ce7482f4|tok_f9e363882655387e|tok_bc7caff9ec3cf7c3|tok_6b0e37fb2b0021f4|tok_c3231ea0d4fee217|tok_c1955e93f4423bf8|tok_404e91c1a3cf18d6|tok_270dcf3bb0b32241|tok_d9819ce577422986|tok_fdb86aa4d7d44d95|tok_14466b2e7cf2daf9
740,visual_ltr_catalog_order,23,ra,8,0.220307,false,tok_8556d2cd0b4ce26c|tok_f9e363882655387e|tok_1916a8b225232dc5|tok_6a264ada97f1af9c|tok_e09d13a3f22e5dab|tok_68c15d0e7958e4cb|tok_3c2fc092ce7482f4|tok_6a696035417ed81e|tok_d0b65846e90e30f4|tok_404e91c1a3cf18d6|tok_dc07d5ed76abb711|tok_265c9e52cfb53b4d|tok_bc7caff9ec3cf7c3|tok_fdb86aa4d7d44d95|tok_bae6736d0dc36940|tok_270dcf3bb0b32241|tok_33268e80607fed6e|tok_2bfefeec77b619fc|tok_b8d29be98281b379|tok_54e8f65818042846|tok_c3231ea0d4fee217|tok_c1955e93f4423bf8|tok_71f7a3d109fe4387|tok_14466b2e7cf2daf9|tok_9f3194df275374db|tok_ffc8ba250fb4f22e
740,visual_ltr_catalog_order,24,dha,5,0.293687,false,tok_6a696035417ed81e|tok_542d9d9dca7b10bf|tok_990fb5383d425b81|tok_6a264ada97f1af9c|tok_740b33754305c815|tok_5890e22e4c13646c|tok_33268e80607fed6e|tok_b8d29be98281b379|tok_404e91c1a3cf18d6|tok_f8c77237760a8c90|tok_265c9e52cfb53b4d|tok_54e8f65818042846|tok_fdb86aa4d7d44d95|tok_317f91e465a76357|tok_f5226003cd1cb153|tok_d9819ce577422986|tok_6b0e37fb2b0021f4|tok_14466b2e7cf2daf9|tok_c1955e93f4423bf8|tok_3f819cd5a1d1bb2e|tok_ffc8ba250fb4f22e|tok_bc7caff9ec3cf7c3|tok_3c2fc092ce7482f4|tok_2cbe657cd7b258cf|tok_1916a8b225232dc5|tok_68c15d0e7958e4cb
798,visual_ltr_catalog_reverse,0,ra,10,0.358172,false,tok_bc78c52971c21611|tok_8555b8744f02509a|tok_6e5f213c035d6f83|tok_d2fb94b57ab167aa|tok_7bca84f76060f88a|tok_1d7734710d7eae4f|tok_7c05953cbb40a7af|tok_aafb646e193a00a7|tok_b96e2efb0f26fe8f|tok_8fcec550924ae271|tok_e589cf2d6a5036be|tok_96bb683aae78deae
798,visual_ltr_catalog_reverse,1,ra,8,0.393599,false,tok_32ff5014cdcfd4f4|tok_9bb50e906212c345|tok_0f021e5183573792|tok_e00b4b14af44f790|tok_d5d0fb5407a222a7|tok_b96e2efb0f26fe8f|tok_9118296159b04964|tok_edeef2e8d05e7a79|tok_0fc8309aa9de05fe|tok_52780204bca57b48|tok_6dda7b02defb4ac2|tok_7bca84f76060f88a
798,visual_ltr_catalog_reverse,2,ra,9,0.425591,false,tok_eb29edb16f3728c6|tok_198a4552a3b5b3e5|tok_1d7734710d7eae4f|tok_2e073b06a23ce049|tok_03f1adea0e67daa6|tok_303e6aab50e21870|tok_b5c70db830ecdfee|tok_d5d0fb5407a222a7|tok_0f021e5183573792|tok_e1dd5c8b6e3d8483|tok_ce95a08a06c8b1ed|tok_ff887a1db157f68e
798,visual_ltr_catalog_reverse,3,ra,8,0.376991,false,tok_f2b3c27fe524c022|tok_9fe57a915d0861a7|tok_edeef2e8d05e7a79|tok_d2fb94b57ab167aa|tok_79de0745a0383574|tok_e93453f1b2ef64bb|tok_52780204bca57b48|tok_775f183f81226dc3|tok_ce95a08a06c8b1ed|tok_9d3e8cf4c2889de1|tok_1ef8fd9ffb47bb22|tok_6b5fab727a332bef
798,visual_ltr_catalog_reverse,4,ra,11,0.340160,false,tok_d4f711c85e486f00|tok_d2fb94b57ab167aa|tok_64c941848c4be25e|tok_1bdddc47ebe30423|tok_fb5945d5f76ea338|tok_e1dd5c8b6e3d8483|tok_f9b8030445f10006|tok_303e6aab50e21870|tok_2e2cce53d189364c|tok_24dc5d46f9a8c7d4|tok_6e5f213c035d6f83|tok_3fae498e046beb74
798,visual_ltr_catalog_reverse,5,ra,9,0.317863,false,tok_a742994921627fe8|tok_b3b6ea9005477f74|tok_d6c91f2a95dba221|tok_c75c735aacb12923|tok_e93453f1b2ef64bb|tok_e3a4a9c250e6c3d8|tok_f114a4957af4a6eb|tok_a6eaacd2131dba6e|tok_5f690fa13950780b|tok_49834c9d497a2556|tok_9d3e8cf4c2889de1|tok_4f78f50756274802
798,visual_ltr_catalog_reverse,6,ra,9,0.471597,false,tok_936f45233a5a6a5b|tok_7ccca26462f93e25|tok_c75c735aacb12923|tok_32d4489414d9389e|tok_5186e787f800451a|tok_7c05953cbb40a7af|tok_ac72cc733f621dcf|tok_aa61437ba09a3f94|tok_f61715aa410c5343|tok_4ee558592895263f|tok_198a4552a3b5b3e5|tok_caa6c8c0814fe64a
798,visual_ltr_catalog_reverse,7,ra,10,0.308318,false,tok_32023d4da3c5bdc2|tok_7d1217043115c01b|tok_7bca84f76060f88a|tok_d55096841f5f9e9b|tok_0023e118ebc2467e|tok_16158e19f7fdad79|tok_b96e2efb0f26fe8f|tok_52780204bca57b48|tok_8fcec550924ae271|tok_6995ede8e01629d6|tok_611e705e3b0cf406|tok_b3b6ea9005477f74
798,visual_ltr_catalog_reverse,8,ra,11,0.343525,false,tok_83924dedb3602ca3|tok_89e013025cc8f050|tok_d2fb94b57ab167aa|tok_a6301f20261b324d|tok_e93453f1b2ef64bb|tok_afbfcf875fb900e7|tok_a088ccb1ff93f17a|tok_d55096841f5f9e9b|tok_b96e2efb0f26fe8f|tok_775f183f81226dc3|tok_43ac1e42e5ec585f|tok_1d7734710d7eae4f
798,visual_ltr_catalog_reverse,9,ra,8,0.368816,false,tok_64c941848c4be25e|tok_32ff5014cdcfd4f4|tok_49834c9d497a2556|tok_f9b8030445f10006|tok_b3b6ea9005477f74|tok_1e6d9a5db5271670|tok_83924dedb3602ca3|tok_ac72cc733f621dcf|tok_cd73616b1ea6aea2|tok_a1133808ff7fc3f8|tok_32d4489414d9389e|tok_a088ccb1ff93f17a
798,visual_ltr_catalog_reverse,10,ra,10,0.426834,false,tok_e8799a6cb5794e64|tok_e1dd5c8b6e3d8483|tok_f300050a452f1eb1|tok_19b6f57f2ac659ea|tok_b8b68ba7536f587d|tok_014f9ccc7f8fa3dc|tok_a6eaacd2131dba6e|tok_8e86d306bcc0875a|tok_2e073b06a23ce049|tok_afbfcf875fb900e7|tok_e3a4a9c250e6c3d8|tok_43ac1e42e5ec585f
798,visual_ltr_catalog_reverse,11,ra,8,0.387842,false,tok_edeef2e8d05e7a79|tok_61d6de543dd6770f|tok_be4f499bd2f18260|tok_d2c2ae4ef1c257ff|tok_e8799a6cb5794e64|tok_f9b8030445f10006|tok_caaad3ad566d8f3f|tok_26ba60d5ad4f9e01|tok_f61715aa410c5343|tok_0023e118ebc2467e|tok_fbc053b2ebbbf1a9|tok_0fc8309aa9de05fe
798,visual_ltr_catalog_reverse,12,ra,8,0.412006,false,tok_611e705e3b0cf406|tok_24dc5d46f9a8c7d4|tok_4fb371865d6fea9e|tok_936f45233a5a6a5b|tok_9fe57a915d0861a7|tok_198a4552a3b5b3e5|tok_e589cf2d6a5036be|tok_a088ccb1ff93f17a|tok_c26e3237ca0ba14d|tok_4ee558592895263f|tok_e93453f1b2ef64bb|tok_f114a4957af4a6eb
798,visual_ltr_catalog_reverse,13,ra,6,0.502832,false,tok_f300050a452f1eb1|tok_014f9ccc7f8fa3dc|tok_0fc8309aa9de05fe|tok_7ccca26462f93e25|tok_a1133808ff7fc3f8|tok_1d7734710d7eae4f|tok_775f183f81226dc3|tok_c3bf2cae7d9e4595|tok_16d197ad44b0903c|tok_61d6de543dd6770f|tok_8555b8744f02509a|tok_d24a0bf40fd3a547
798,visual_ltr_catalog_reverse,14,ra,8,0.383397,false,tok_2e2cce53d189364c|tok_16158e19f7fdad79|tok_eb29edb16f3728c6|tok_0aa6c8e6f965dbb7|tok_32ff5014cdcfd4f4|tok_303e6aab50e21870|tok_f2b3c27fe524c022|tok_f61715aa410c5343|tok_a7cc4727f7da4d7d|tok_014f9ccc7f8fa3dc|tok_fbc053b2ebbbf1a9|tok_26ba60d5ad4f9e01
798,visual_ltr_catalog_reverse,15,ra,9,0.324068,false,tok_eb29edb16f3728c6|tok_25f4d326f1eef2f9|tok_f76c745c5f111f6a|tok_aa4f69d2de4a91c5|tok_7a4fc6bb0daba702|tok_32d4489414d9389e|tok_3532aa4d0408e7be|tok_e3a4a9c250e6c3d8|tok_f49bcb933de5cc5f|tok_8fcec550924ae271|tok_936f45233a5a6a5b|tok_e1dd5c8b6e3d8483
798,visual_ltr_catalog_reverse,16,ra,11,0.385477,false,tok_adccced8033f1104|tok_a6eaacd2131dba6e|tok_a742994921627fe8|tok_13bc7d008e8bbba3|tok_2e073b06a23ce049|tok_f300050a452f1eb1|tok_bc78c52971c21611|tok_303e6aab50e21870|tok_aafb646e193a00a7|tok_aafd311c54d78d9c|tok_5186e787f800451a|tok_7c05953cbb40a7af
