family_id,sign_id,orientation_policy,token_id,iteration,modal_brahmi_label,nearest_label,nearest_distance,modal_distance,observed_family_mean_modal_distance,modal_distance_le_observed_mean
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_7bca84f76060f88a,14,ra,taṃ,0.390824,0.666413,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_7bca84f76060f88a,15,ra,ra,0.428474,0.428474,0.429934,True
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_7bca84f76060f88a,16,ra,kha,0.461296,0.849024,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_7bca84f76060f88a,17,ra,ga,0.372167,0.914570,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_7bca84f76060f88a,18,ra,ra,0.465555,0.465555,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_7bca84f76060f88a,19,ra,kha,0.372921,0.666707,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_a5623b6759a07c4d,0,ra,da,0.634459,0.709147,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_a5623b6759a07c4d,1,ra,ḍa,0.505735,0.709327,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_a5623b6759a07c4d,2,ra,a,0.550951,0.729235,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_a5623b6759a07c4d,3,ra,da,0.534224,0.727059,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_a5623b6759a07c4d,4,ra,ra,0.454846,0.454846,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_a5623b6759a07c4d,5,ra,ta,0.781619,0.885577,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_a5623b6759a07c4d,6,ra,sa,0.530333,0.600762,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_a5623b6759a07c4d,7,ra,ra,0.208709,0.208709,0.429934,True
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_a5623b6759a07c4d,8,ra,la,0.606528,0.747971,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_a5623b6759a07c4d,9,ra,sa,0.596456,0.804122,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_a5623b6759a07c4d,10,ra,i,0.804360,0.874098,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_a5623b6759a07c4d,11,ra,dra,0.715780,0.739684,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_a5623b6759a07c4d,12,ra,ra,0.520940,0.520940,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_a5623b6759a07c4d,13,ra,ka,0.414004,0.460390,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_a5623b6759a07c4d,14,ra,vya,0.825666,0.861210,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_a5623b6759a07c4d,15,ra,daṃ,0.839396,0.863449,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_a5623b6759a07c4d,16,ra,a,0.804213,0.861458,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_a5623b6759a07c4d,17,ra,ṭa,0.522006,0.704473,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_a5623b6759a07c4d,18,ra,sva,0.792208,0.870945,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_a5623b6759a07c4d,19,ra,a,0.547915,0.926040,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_f33d3c484879e6e5,0,ra,sa,0.566113,0.678582,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_f33d3c484879e6e5,1,ra,ga,0.627427,0.815302,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_f33d3c484879e6e5,2,ra,a,0.418314,0.632143,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_f33d3c484879e6e5,3,ra,ca,0.514323,0.723498,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_f33d3c484879e6e5,4,ra,ta,0.732653,0.807048,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_f33d3c484879e6e5,5,ra,bha,0.656940,0.753562,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_f33d3c484879e6e5,6,ra,ḍaṃ,0.795258,0.905035,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_f33d3c484879e6e5,7,ra,ka,0.548734,0.578103,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_f33d3c484879e6e5,8,ra,ta,0.480137,0.713191,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_f33d3c484879e6e5,9,ra,ta,0.661793,0.812138,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_f33d3c484879e6e5,10,ra,rta,0.337909,0.621600,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_f33d3c484879e6e5,11,ra,ā,0.596290,0.645212,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_f33d3c484879e6e5,12,ra,kha,0.501529,0.640992,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_f33d3c484879e6e5,13,ra,ta,0.599437,0.750250,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_f33d3c484879e6e5,14,ra,da,0.741482,0.767378,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_f33d3c484879e6e5,15,ra,ra,0.840026,0.840026,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_f33d3c484879e6e5,16,ra,ta,0.685285,0.768348,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_f33d3c484879e6e5,17,ra,ka,0.315975,0.382157,0.429934,True
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_f33d3c484879e6e5,18,ra,na,0.385429,0.393227,0.429934,True
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_f33d3c484879e6e5,19,ra,kha,0.414118,0.888995,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_e99e433a3bd3be55,0,ra,ta,0.527557,0.690362,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_e99e433a3bd3be55,1,ra,ta,0.565876,0.715979,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_e99e433a3bd3be55,2,ra,ta,0.579199,0.610068,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_e99e433a3bd3be55,3,ra,ka,0.521811,0.554544,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_e99e433a3bd3be55,4,ra,dhva,0.495034,0.509077,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_e99e433a3bd3be55,5,ra,na,0.554950,0.559263,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_e99e433a3bd3be55,6,ra,tra,0.506299,0.614770,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_e99e433a3bd3be55,7,ra,ka,0.526367,0.573833,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_e99e433a3bd3be55,8,ra,sa,0.536014,0.575635,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_e99e433a3bd3be55,9,ra,i,0.741801,0.886031,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_e99e433a3bd3be55,10,ra,da,0.859785,0.877381,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_e99e433a3bd3be55,11,ra,ra,0.386053,0.386053,0.429934,True
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_e99e433a3bd3be55,12,ra,ra,0.698627,0.698627,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_e99e433a3bd3be55,13,ra,ta,0.614060,0.766916,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_e99e433a3bd3be55,14,ra,ra,0.341685,0.341685,0.429934,True
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_e99e433a3bd3be55,15,ra,ṣa,0.566804,0.616677,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_e99e433a3bd3be55,16,ra,ca,0.659602,0.792907,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_e99e433a3bd3be55,17,ra,sa,0.414878,0.469458,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_e99e433a3bd3be55,18,ra,ca,0.590708,0.653397,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_e99e433a3bd3be55,19,ra,ā,0.494898,0.728159,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_dd337d53c089715d,0,ra,ja,0.584955,0.677633,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_dd337d53c089715d,1,ra,i,0.818778,0.854616,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_dd337d53c089715d,2,ra,ca,0.787457,0.823104,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_dd337d53c089715d,3,ra,bha,0.556982,0.782942,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_dd337d53c089715d,4,ra,ya,0.742017,0.782947,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_dd337d53c089715d,5,ra,dra,0.527550,0.657270,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_dd337d53c089715d,6,ra,i,0.781094,0.870376,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_dd337d53c089715d,7,ra,ra,0.505663,0.505663,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_dd337d53c089715d,8,ra,dra,0.895073,0.896740,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_dd337d53c089715d,9,ra,u,0.741009,0.893975,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_dd337d53c089715d,10,ra,ka,0.430671,0.440374,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_dd337d53c089715d,11,ra,a,0.629313,0.784679,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_dd337d53c089715d,12,ra,na,0.275964,0.320987,0.429934,True
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_dd337d53c089715d,13,ra,ra,0.481481,0.481481,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_dd337d53c089715d,14,ra,ka,0.444654,0.544117,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_dd337d53c089715d,15,ra,ra,0.437700,0.437700,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_dd337d53c089715d,16,ra,ra,0.401349,0.401349,0.429934,True
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_dd337d53c089715d,17,ra,i,0.800123,0.865291,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_dd337d53c089715d,18,ra,ra,0.656038,0.656038,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_dd337d53c089715d,19,ra,sa,0.593414,0.709626,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_c56726f315efb4eb,0,ra,ca,0.505468,0.695438,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_c56726f315efb4eb,1,ra,dra,0.533895,0.653378,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_c56726f315efb4eb,2,ra,pa,0.477538,0.641570,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_c56726f315efb4eb,3,ra,da,0.517012,0.637878,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_c56726f315efb4eb,4,ra,na,0.485946,0.486732,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_c56726f315efb4eb,5,ra,ca,0.493517,0.782013,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_c56726f315efb4eb,6,ra,u,0.766705,0.884136,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_c56726f315efb4eb,7,ra,sva,0.489702,0.550204,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_c56726f315efb4eb,8,ra,ra,0.426299,0.426299,0.429934,True
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_c56726f315efb4eb,9,ra,ra,0.592342,0.592342,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_c56726f315efb4eb,10,ra,a,0.620400,0.816996,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_c56726f315efb4eb,11,ra,ka,0.700449,0.728199,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_c56726f315efb4eb,12,ra,ka,0.501672,0.568210,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_c56726f315efb4eb,13,ra,ta,0.646019,0.772850,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_c56726f315efb4eb,14,ra,ra,0.586261,0.586261,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_c56726f315efb4eb,15,ra,e,0.519832,0.748486,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_c56726f315efb4eb,16,ra,ṭa,0.474308,0.600569,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_c56726f315efb4eb,17,ra,ta,0.484394,0.600503,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_c56726f315efb4eb,18,ra,raṃ,0.563049,0.938470,0.429934,False
family_0ec695b29dc2ff24,220,visual_ltr_catalog_reverse,tok_c56726f315efb4eb,19,ra,ta,0.740753,0.860189,0.429934,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_75d39ecc2bc5c263,0,ra,da,0.596516,0.796395,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_75d39ecc2bc5c263,1,ra,ta,0.582251,0.649986,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_75d39ecc2bc5c263,2,ra,ra,0.331425,0.331425,0.443929,True
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_75d39ecc2bc5c263,3,ra,ra,0.757791,0.757791,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_75d39ecc2bc5c263,4,ra,ra,0.476413,0.476413,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_75d39ecc2bc5c263,5,ra,jha,0.487935,0.773614,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_75d39ecc2bc5c263,6,ra,ra,0.341891,0.341891,0.443929,True
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_75d39ecc2bc5c263,7,ra,u,0.620792,0.764687,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_75d39ecc2bc5c263,8,ra,ra,0.560427,0.560427,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_75d39ecc2bc5c263,9,ra,ta,0.553195,0.659820,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_75d39ecc2bc5c263,10,ra,pa,0.838823,0.857417,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_75d39ecc2bc5c263,11,ra,ā,0.625023,0.670769,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_75d39ecc2bc5c263,12,ra,ṣa,0.528010,0.625113,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_75d39ecc2bc5c263,13,ra,ga,0.468980,0.710969,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_75d39ecc2bc5c263,14,ra,na,0.501716,0.522581,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_75d39ecc2bc5c263,15,ra,a,0.525427,0.549728,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_75d39ecc2bc5c263,16,ra,kha,0.758065,0.870707,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_75d39ecc2bc5c263,17,ra,ca,0.530256,0.606310,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_75d39ecc2bc5c263,18,ra,ra,0.270705,0.270705,0.443929,True
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_75d39ecc2bc5c263,19,ra,ra,0.743319,0.743319,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_db1048ae2ad0a678,0,ra,cha,0.401769,0.467491,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_db1048ae2ad0a678,1,ra,ra,0.543765,0.543765,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_db1048ae2ad0a678,2,ra,na,0.493198,0.525427,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_db1048ae2ad0a678,3,ra,dra,0.501931,0.625629,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_db1048ae2ad0a678,4,ra,tva,0.419041,0.640323,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_db1048ae2ad0a678,5,ra,ca,0.515911,0.517965,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_db1048ae2ad0a678,6,ra,ta,0.497198,0.749645,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_db1048ae2ad0a678,7,ra,pa,0.554938,0.708695,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_db1048ae2ad0a678,8,ra,ḍaṃ,0.532861,0.788996,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_db1048ae2ad0a678,9,ra,gha,0.451160,0.499632,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_db1048ae2ad0a678,10,ra,ca,0.504540,0.619240,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_db1048ae2ad0a678,11,ra,ra,0.620106,0.620106,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_db1048ae2ad0a678,12,ra,sa,0.505237,0.548793,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_db1048ae2ad0a678,13,ra,caṃ,0.494605,0.528615,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_db1048ae2ad0a678,14,ra,o,0.499955,0.675332,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_db1048ae2ad0a678,15,ra,ra,0.595087,0.595087,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_db1048ae2ad0a678,16,ra,va,0.434119,0.502239,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_db1048ae2ad0a678,17,ra,o,0.478369,0.663444,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_db1048ae2ad0a678,18,ra,gha,0.358461,0.538024,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_db1048ae2ad0a678,19,ra,da,0.461916,0.494840,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_ac8ff09e68a493c0,0,ra,sa,0.815013,0.867030,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_ac8ff09e68a493c0,1,ra,daṃ,0.815763,0.891453,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_ac8ff09e68a493c0,2,ra,pa,0.521963,0.606159,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_ac8ff09e68a493c0,3,ra,na,0.552036,0.554879,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_ac8ff09e68a493c0,4,ra,ta,0.497395,0.571712,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_ac8ff09e68a493c0,5,ra,dra,0.866697,0.869668,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_ac8ff09e68a493c0,6,ra,daṃ,0.598507,0.611149,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_ac8ff09e68a493c0,7,ra,ca,0.398227,0.734395,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_ac8ff09e68a493c0,8,ra,ga,0.636714,0.783576,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_ac8ff09e68a493c0,9,ra,saṃ,0.833279,0.865876,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_ac8ff09e68a493c0,10,ra,ta,0.736177,0.818855,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_ac8ff09e68a493c0,11,ra,kha,0.578000,0.618335,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_ac8ff09e68a493c0,12,ra,ga,0.590590,0.796106,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_ac8ff09e68a493c0,13,ra,ca,0.793034,0.847654,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_ac8ff09e68a493c0,14,ra,ra,0.834010,0.834010,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_ac8ff09e68a493c0,15,ra,ra,0.281229,0.281229,0.443929,True
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_ac8ff09e68a493c0,16,ra,sa,0.345786,0.412917,0.443929,True
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_ac8ff09e68a493c0,17,ra,ḍa,0.364238,0.754467,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_ac8ff09e68a493c0,18,ra,ra,0.778392,0.778392,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_ac8ff09e68a493c0,19,ra,ra,0.298100,0.298100,0.443929,True
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_02d5402d568e1e06,0,ra,laṃ,0.621388,0.787042,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_02d5402d568e1e06,1,ra,ta,0.542188,0.596578,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_02d5402d568e1e06,2,ra,laṃ,0.534534,0.771609,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_02d5402d568e1e06,3,ra,ta,0.481238,0.644319,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_02d5402d568e1e06,4,ra,ta,0.610812,0.815649,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_02d5402d568e1e06,5,ra,ta,0.599812,0.769717,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_02d5402d568e1e06,6,ra,ra,0.379189,0.379189,0.443929,True
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_02d5402d568e1e06,7,ra,ta,0.616146,0.735536,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_02d5402d568e1e06,8,ra,la,0.586219,0.747148,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_02d5402d568e1e06,9,ra,ga,0.430228,0.689866,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_02d5402d568e1e06,10,ra,ca,0.460524,0.528276,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_02d5402d568e1e06,11,ra,ra,0.815136,0.815136,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_02d5402d568e1e06,12,ra,daṃ,0.552219,0.789839,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_02d5402d568e1e06,13,ra,o,0.568329,0.651531,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_02d5402d568e1e06,14,ra,ḍa,0.508395,0.744668,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_02d5402d568e1e06,15,ra,ra,0.483448,0.483448,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_02d5402d568e1e06,16,ra,ra,0.500498,0.500498,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_02d5402d568e1e06,17,ra,ta,0.733399,0.772915,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_02d5402d568e1e06,18,ra,ā,0.579807,0.771746,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_02d5402d568e1e06,19,ra,ra,0.694519,0.694519,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_48ebc36d9e1924c8,0,ra,saṃ,0.517329,0.658762,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_48ebc36d9e1924c8,1,ra,ja,0.596818,0.737053,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_48ebc36d9e1924c8,2,ra,khya,0.621547,0.671533,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_48ebc36d9e1924c8,3,ra,o,0.565566,0.745533,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_48ebc36d9e1924c8,4,ra,kha,0.506853,0.741930,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_48ebc36d9e1924c8,5,ra,i,0.799048,0.894257,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_48ebc36d9e1924c8,6,ra,ra,0.494993,0.494993,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_48ebc36d9e1924c8,7,ra,ta,0.403131,0.561755,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_48ebc36d9e1924c8,8,ra,da,0.572701,0.692275,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_48ebc36d9e1924c8,9,ra,ra,0.664497,0.664497,0.443929,False
family_ce09e71fd89712dc,220,visual_ltr_catalog_order,tok_48ebc36d9e1924c8,10,ra,ra,0.352290,0.352290,0.443929,True
