token_id,sign_id,orientation_policy,cisi,token_crop,rank,distance,brahmi_label,brahmi_record_id,brahmi_letter_image_id,brahmi_manuscript_id,brahmi_manuscript_name,brahmi_date,brahmi_place,brahmi_image_url,brahmi_local_image_path
tok_c1858e3f23d1a914,390,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_1_686d7744423305d2.png,1,0.310056,ja,brahmi_v2_603_13609_9e27e5fde0cebc98,13609,603,"Aśoka, SepE-1 Dhauli",-250,Dhauli,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/13609.png,data/brahmi/indoskript_letter_images_v2/13609.png
tok_c1858e3f23d1a914,390,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_1_686d7744423305d2.png,2,0.313261,pha,brahmi_v2_780_91833_3ec57acc5803a183,91833,780,"Aśoka, RE Dhaulī",-252,Dhauli,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/91833.png,data/brahmi/indoskript_letter_images_v2/91833.png
tok_c1858e3f23d1a914,390,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_1_686d7744423305d2.png,3,0.323564,gha,brahmi_v2_616_757_4463c371f906ca30,757,616,"Aśoka, PE Rāmpūrvā",-239,Rampurva,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/757.png,data/brahmi/indoskript_letter_images_v2/757.png
tok_c1858e3f23d1a914,390,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_1_686d7744423305d2.png,4,0.334813,dha,brahmi_v2_153_50824_2bc58b6ebbe920f1,50824,153,"Aśoka, PE Lauriyā Nandangaṟh",-239,Lauriya Nandangarh,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/50824.png,data/brahmi/indoskript_letter_images_v2/50824.png
tok_c1858e3f23d1a914,390,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_1_686d7744423305d2.png,5,0.335138,ha,brahmi_v2_418_894_aa3dbcd1f40e8c90,894,418,"Aśoka, PE Lauriya-Araraj",-239,Lauriya Araraj,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/894.png,data/brahmi/indoskript_letter_images_v2/894.png
tok_c1858e3f23d1a914,390,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_1_686d7744423305d2.png,6,0.336195,gha,brahmi_v2_153_154748_4463c371f906ca30,154748,153,"Aśoka, PE Lauriyā Nandangaṟh",-239,Lauriya Nandangarh,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/154748.png,data/brahmi/indoskript_letter_images_v2/154748.png
tok_c1858e3f23d1a914,390,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_1_686d7744423305d2.png,7,0.340437,ha,brahmi_v2_370_64402_5a29bc624c5cd634,64402,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/64402.png,data/brahmi/indoskript_letter_images_v2/64402.png
tok_c1858e3f23d1a914,390,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_1_686d7744423305d2.png,8,0.342073,dha,brahmi_v2_780_131134_656f0d5e8cfa554a,131134,780,"Aśoka, RE Dhaulī",-252,Dhauli,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/131134.png,data/brahmi/indoskript_letter_images_v2/131134.png
tok_c1858e3f23d1a914,390,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_1_686d7744423305d2.png,9,0.344122,paṃ,brahmi_v2_365_101494_48ad2471c9d0e9e4,101494,365,Besnagar Garuḍa-Pillar Inscription,-105,Besnagar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/101494.png,data/brahmi/indoskript_letter_images_v2/101494.png
tok_c1858e3f23d1a914,390,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_1_686d7744423305d2.png,10,0.347531,pa,brahmi_v2_153_13729_878d5fe7fa6d7bb8,13729,153,"Aśoka, PE Lauriyā Nandangaṟh",-239,Lauriya Nandangarh,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/13729.png,data/brahmi/indoskript_letter_images_v2/13729.png
tok_4051e3f9af4b353c,575,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_1_686d7744423305d2.png,1,0.310056,ja,brahmi_v2_603_13609_9e27e5fde0cebc98,13609,603,"Aśoka, SepE-1 Dhauli",-250,Dhauli,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/13609.png,data/brahmi/indoskript_letter_images_v2/13609.png
tok_4051e3f9af4b353c,575,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_1_686d7744423305d2.png,2,0.313261,pha,brahmi_v2_780_91833_3ec57acc5803a183,91833,780,"Aśoka, RE Dhaulī",-252,Dhauli,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/91833.png,data/brahmi/indoskript_letter_images_v2/91833.png
tok_4051e3f9af4b353c,575,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_1_686d7744423305d2.png,3,0.323564,gha,brahmi_v2_616_757_4463c371f906ca30,757,616,"Aśoka, PE Rāmpūrvā",-239,Rampurva,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/757.png,data/brahmi/indoskript_letter_images_v2/757.png
tok_4051e3f9af4b353c,575,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_1_686d7744423305d2.png,4,0.334813,dha,brahmi_v2_153_50824_2bc58b6ebbe920f1,50824,153,"Aśoka, PE Lauriyā Nandangaṟh",-239,Lauriya Nandangarh,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/50824.png,data/brahmi/indoskript_letter_images_v2/50824.png
tok_4051e3f9af4b353c,575,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_1_686d7744423305d2.png,5,0.335138,ha,brahmi_v2_418_894_aa3dbcd1f40e8c90,894,418,"Aśoka, PE Lauriya-Araraj",-239,Lauriya Araraj,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/894.png,data/brahmi/indoskript_letter_images_v2/894.png
tok_4051e3f9af4b353c,575,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_1_686d7744423305d2.png,6,0.336195,gha,brahmi_v2_153_154748_4463c371f906ca30,154748,153,"Aśoka, PE Lauriyā Nandangaṟh",-239,Lauriya Nandangarh,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/154748.png,data/brahmi/indoskript_letter_images_v2/154748.png
tok_4051e3f9af4b353c,575,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_1_686d7744423305d2.png,7,0.340437,ha,brahmi_v2_370_64402_5a29bc624c5cd634,64402,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/64402.png,data/brahmi/indoskript_letter_images_v2/64402.png
tok_4051e3f9af4b353c,575,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_1_686d7744423305d2.png,8,0.342073,dha,brahmi_v2_780_131134_656f0d5e8cfa554a,131134,780,"Aśoka, RE Dhaulī",-252,Dhauli,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/131134.png,data/brahmi/indoskript_letter_images_v2/131134.png
tok_4051e3f9af4b353c,575,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_1_686d7744423305d2.png,9,0.344122,paṃ,brahmi_v2_365_101494_48ad2471c9d0e9e4,101494,365,Besnagar Garuḍa-Pillar Inscription,-105,Besnagar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/101494.png,data/brahmi/indoskript_letter_images_v2/101494.png
tok_4051e3f9af4b353c,575,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_1_686d7744423305d2.png,10,0.347531,pa,brahmi_v2_153_13729_878d5fe7fa6d7bb8,13729,153,"Aśoka, PE Lauriyā Nandangaṟh",-239,Lauriya Nandangarh,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/13729.png,data/brahmi/indoskript_letter_images_v2/13729.png
tok_09541477e399c721,003,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_2_175ea39d36dc1350.png,1,0.435107,ra,brahmi_v2_192_29106_f6ce60d83cbc17ee,29106,192,Deorkothar,-100,Deorkothar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/29106.png,data/brahmi/indoskript_letter_images_v2/29106.png
tok_09541477e399c721,003,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_2_175ea39d36dc1350.png,2,0.489564,ra,brahmi_v2_742_54146_f6ce60d83cbc17ee,54146,742,"Aśoka, Sannati, Sep. Edikte I und II",-250,Sannati,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/54146.png,data/brahmi/indoskript_letter_images_v2/54146.png
tok_09541477e399c721,003,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_2_175ea39d36dc1350.png,3,0.492186,ka,brahmi_v2_370_61723_8f4ed3e9db3eaa7e,61723,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/61723.png,data/brahmi/indoskript_letter_images_v2/61723.png
tok_09541477e399c721,003,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_2_175ea39d36dc1350.png,4,0.499402,ra,brahmi_v2_370_84301_0ee785c15b265ca7,84301,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/84301.png,data/brahmi/indoskript_letter_images_v2/84301.png
tok_09541477e399c721,003,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_2_175ea39d36dc1350.png,5,0.511993,ra,brahmi_v2_411_112102_bd74411f476e4563,112102,411,"Aśoka, RE Girnār",-252,Girnar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/112102.png,data/brahmi/indoskript_letter_images_v2/112102.png
tok_09541477e399c721,003,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_2_175ea39d36dc1350.png,6,0.514225,na,brahmi_v2_365_38268_e04b84ac34c943c5,38268,365,Besnagar Garuḍa-Pillar Inscription,-105,Besnagar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/38268.png,data/brahmi/indoskript_letter_images_v2/38268.png
tok_09541477e399c721,003,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_2_175ea39d36dc1350.png,7,0.514608,ka,brahmi_v2_621_153797_8f4ed3e9db3eaa7e,153797,621,"Aśoka, Calcutta-Bairāṭ Rock Inscription",-256,Bairat,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/153797.png,data/brahmi/indoskript_letter_images_v2/153797.png
tok_09541477e399c721,003,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_2_175ea39d36dc1350.png,8,0.522286,dhya,brahmi_v2_153_143134_5dcef28cab2c91c7,143134,153,"Aśoka, PE Lauriyā Nandangaṟh",-239,Lauriya Nandangarh,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/143134.png,data/brahmi/indoskript_letter_images_v2/143134.png
tok_09541477e399c721,003,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_2_175ea39d36dc1350.png,9,0.523213,ka,brahmi_v2_742_20508_8f4ed3e9db3eaa7e,20508,742,"Aśoka, Sannati, Sep. Edikte I und II",-250,Sannati,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/20508.png,data/brahmi/indoskript_letter_images_v2/20508.png
tok_09541477e399c721,003,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_2_175ea39d36dc1350.png,10,0.526966,ka,brahmi_v2_391_89543_8f4ed3e9db3eaa7e,89543,391,"Aśoka, Lumbini pillar",-250,Lumbini,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/89543.png,data/brahmi/indoskript_letter_images_v2/89543.png
tok_aa4f69d2de4a91c5,031,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_2_175ea39d36dc1350.png,1,0.435107,ra,brahmi_v2_192_29106_f6ce60d83cbc17ee,29106,192,Deorkothar,-100,Deorkothar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/29106.png,data/brahmi/indoskript_letter_images_v2/29106.png
tok_aa4f69d2de4a91c5,031,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_2_175ea39d36dc1350.png,2,0.489564,ra,brahmi_v2_742_54146_f6ce60d83cbc17ee,54146,742,"Aśoka, Sannati, Sep. Edikte I und II",-250,Sannati,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/54146.png,data/brahmi/indoskript_letter_images_v2/54146.png
tok_aa4f69d2de4a91c5,031,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_2_175ea39d36dc1350.png,3,0.492186,ka,brahmi_v2_370_61723_8f4ed3e9db3eaa7e,61723,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/61723.png,data/brahmi/indoskript_letter_images_v2/61723.png
tok_aa4f69d2de4a91c5,031,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_2_175ea39d36dc1350.png,4,0.499402,ra,brahmi_v2_370_84301_0ee785c15b265ca7,84301,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/84301.png,data/brahmi/indoskript_letter_images_v2/84301.png
tok_aa4f69d2de4a91c5,031,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_2_175ea39d36dc1350.png,5,0.511993,ra,brahmi_v2_411_112102_bd74411f476e4563,112102,411,"Aśoka, RE Girnār",-252,Girnar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/112102.png,data/brahmi/indoskript_letter_images_v2/112102.png
tok_aa4f69d2de4a91c5,031,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_2_175ea39d36dc1350.png,6,0.514225,na,brahmi_v2_365_38268_e04b84ac34c943c5,38268,365,Besnagar Garuḍa-Pillar Inscription,-105,Besnagar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/38268.png,data/brahmi/indoskript_letter_images_v2/38268.png
tok_aa4f69d2de4a91c5,031,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_2_175ea39d36dc1350.png,7,0.514608,ka,brahmi_v2_621_153797_8f4ed3e9db3eaa7e,153797,621,"Aśoka, Calcutta-Bairāṭ Rock Inscription",-256,Bairat,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/153797.png,data/brahmi/indoskript_letter_images_v2/153797.png
tok_aa4f69d2de4a91c5,031,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_2_175ea39d36dc1350.png,8,0.522286,dhya,brahmi_v2_153_143134_5dcef28cab2c91c7,143134,153,"Aśoka, PE Lauriyā Nandangaṟh",-239,Lauriya Nandangarh,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/143134.png,data/brahmi/indoskript_letter_images_v2/143134.png
tok_aa4f69d2de4a91c5,031,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_2_175ea39d36dc1350.png,9,0.523213,ka,brahmi_v2_742_20508_8f4ed3e9db3eaa7e,20508,742,"Aśoka, Sannati, Sep. Edikte I und II",-250,Sannati,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/20508.png,data/brahmi/indoskript_letter_images_v2/20508.png
tok_aa4f69d2de4a91c5,031,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_2_175ea39d36dc1350.png,10,0.526966,ka,brahmi_v2_391_89543_8f4ed3e9db3eaa7e,89543,391,"Aśoka, Lumbini pillar",-250,Lumbini,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/89543.png,data/brahmi/indoskript_letter_images_v2/89543.png
tok_0e9bc3008aae96c2,002,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_3_4a4ce2d8fff96434.png,1,0.486594,ra,brahmi_v2_192_29106_f6ce60d83cbc17ee,29106,192,Deorkothar,-100,Deorkothar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/29106.png,data/brahmi/indoskript_letter_images_v2/29106.png
tok_0e9bc3008aae96c2,002,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_3_4a4ce2d8fff96434.png,2,0.513699,ka,brahmi_v2_370_61723_8f4ed3e9db3eaa7e,61723,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/61723.png,data/brahmi/indoskript_letter_images_v2/61723.png
tok_0e9bc3008aae96c2,002,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_3_4a4ce2d8fff96434.png,3,0.524027,ra,brahmi_v2_370_84301_0ee785c15b265ca7,84301,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/84301.png,data/brahmi/indoskript_letter_images_v2/84301.png
tok_0e9bc3008aae96c2,002,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_3_4a4ce2d8fff96434.png,4,0.525489,ra,brahmi_v2_742_54146_f6ce60d83cbc17ee,54146,742,"Aśoka, Sannati, Sep. Edikte I und II",-250,Sannati,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/54146.png,data/brahmi/indoskript_letter_images_v2/54146.png
tok_0e9bc3008aae96c2,002,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_3_4a4ce2d8fff96434.png,5,0.527849,ra,brahmi_v2_411_112102_bd74411f476e4563,112102,411,"Aśoka, RE Girnār",-252,Girnar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/112102.png,data/brahmi/indoskript_letter_images_v2/112102.png
tok_0e9bc3008aae96c2,002,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_3_4a4ce2d8fff96434.png,6,0.539842,vya,brahmi_v2_622_123545_a7f5469cefde8789,123545,622,Aśoka MRE Siddapur,-256,Siddapura,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/123545.png,data/brahmi/indoskript_letter_images_v2/123545.png
tok_0e9bc3008aae96c2,002,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_3_4a4ce2d8fff96434.png,7,0.540551,na,brahmi_v2_365_38268_e04b84ac34c943c5,38268,365,Besnagar Garuḍa-Pillar Inscription,-105,Besnagar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/38268.png,data/brahmi/indoskript_letter_images_v2/38268.png
tok_0e9bc3008aae96c2,002,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_3_4a4ce2d8fff96434.png,8,0.547555,ka,brahmi_v2_742_20508_8f4ed3e9db3eaa7e,20508,742,"Aśoka, Sannati, Sep. Edikte I und II",-250,Sannati,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/20508.png,data/brahmi/indoskript_letter_images_v2/20508.png
tok_0e9bc3008aae96c2,002,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_3_4a4ce2d8fff96434.png,9,0.547579,na,brahmi_v2_391_144630_a64607e89b4b8601,144630,391,"Aśoka, Lumbini pillar",-250,Lumbini,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/144630.png,data/brahmi/indoskript_letter_images_v2/144630.png
tok_0e9bc3008aae96c2,002,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_3_4a4ce2d8fff96434.png,10,0.554098,dhya,brahmi_v2_153_143134_5dcef28cab2c91c7,143134,153,"Aśoka, PE Lauriyā Nandangaṟh",-239,Lauriya Nandangarh,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/143134.png,data/brahmi/indoskript_letter_images_v2/143134.png
tok_a7337bebdea74e37,002,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_3_4a4ce2d8fff96434.png,1,0.486594,ra,brahmi_v2_192_29106_f6ce60d83cbc17ee,29106,192,Deorkothar,-100,Deorkothar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/29106.png,data/brahmi/indoskript_letter_images_v2/29106.png
tok_a7337bebdea74e37,002,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_3_4a4ce2d8fff96434.png,2,0.513699,ka,brahmi_v2_370_61723_8f4ed3e9db3eaa7e,61723,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/61723.png,data/brahmi/indoskript_letter_images_v2/61723.png
tok_a7337bebdea74e37,002,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_3_4a4ce2d8fff96434.png,3,0.524027,ra,brahmi_v2_370_84301_0ee785c15b265ca7,84301,370,Aśoka MRE Brahmagiri,-256,Brahmagiri,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/84301.png,data/brahmi/indoskript_letter_images_v2/84301.png
tok_a7337bebdea74e37,002,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_3_4a4ce2d8fff96434.png,4,0.525489,ra,brahmi_v2_742_54146_f6ce60d83cbc17ee,54146,742,"Aśoka, Sannati, Sep. Edikte I und II",-250,Sannati,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/54146.png,data/brahmi/indoskript_letter_images_v2/54146.png
tok_a7337bebdea74e37,002,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_3_4a4ce2d8fff96434.png,5,0.527849,ra,brahmi_v2_411_112102_bd74411f476e4563,112102,411,"Aśoka, RE Girnār",-252,Girnar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/112102.png,data/brahmi/indoskript_letter_images_v2/112102.png
tok_a7337bebdea74e37,002,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_3_4a4ce2d8fff96434.png,6,0.539842,vya,brahmi_v2_622_123545_a7f5469cefde8789,123545,622,Aśoka MRE Siddapur,-256,Siddapura,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/123545.png,data/brahmi/indoskript_letter_images_v2/123545.png
tok_a7337bebdea74e37,002,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_3_4a4ce2d8fff96434.png,7,0.540551,na,brahmi_v2_365_38268_e04b84ac34c943c5,38268,365,Besnagar Garuḍa-Pillar Inscription,-105,Besnagar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/38268.png,data/brahmi/indoskript_letter_images_v2/38268.png
tok_a7337bebdea74e37,002,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_3_4a4ce2d8fff96434.png,8,0.547555,ka,brahmi_v2_742_20508_8f4ed3e9db3eaa7e,20508,742,"Aśoka, Sannati, Sep. Edikte I und II",-250,Sannati,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/20508.png,data/brahmi/indoskript_letter_images_v2/20508.png
tok_a7337bebdea74e37,002,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_3_4a4ce2d8fff96434.png,9,0.547579,na,brahmi_v2_391_144630_a64607e89b4b8601,144630,391,"Aśoka, Lumbini pillar",-250,Lumbini,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/144630.png,data/brahmi/indoskript_letter_images_v2/144630.png
tok_a7337bebdea74e37,002,visual_ltr_catalog_reverse,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_3_4a4ce2d8fff96434.png,10,0.554098,dhya,brahmi_v2_153_143134_5dcef28cab2c91c7,143134,153,"Aśoka, PE Lauriyā Nandangaṟh",-239,Lauriya Nandangarh,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/143134.png,data/brahmi/indoskript_letter_images_v2/143134.png
tok_92512055f2730bfc,031,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_4_586d2e20bffd5425.png,1,0.312539,ra,brahmi_v2_192_29106_f6ce60d83cbc17ee,29106,192,Deorkothar,-100,Deorkothar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/29106.png,data/brahmi/indoskript_letter_images_v2/29106.png
tok_92512055f2730bfc,031,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_4_586d2e20bffd5425.png,2,0.313486,ra,brahmi_v2_742_54146_f6ce60d83cbc17ee,54146,742,"Aśoka, Sannati, Sep. Edikte I und II",-250,Sannati,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/54146.png,data/brahmi/indoskript_letter_images_v2/54146.png
tok_92512055f2730bfc,031,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_4_586d2e20bffd5425.png,3,0.354603,ra,brahmi_v2_411_112102_bd74411f476e4563,112102,411,"Aśoka, RE Girnār",-252,Girnar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/112102.png,data/brahmi/indoskript_letter_images_v2/112102.png
tok_92512055f2730bfc,031,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_4_586d2e20bffd5425.png,4,0.388044,ra,brahmi_v2_622_172720_f6ce60d83cbc17ee,172720,622,Aśoka MRE Siddapur,-256,Siddapura,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/172720.png,data/brahmi/indoskript_letter_images_v2/172720.png
tok_92512055f2730bfc,031,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_4_586d2e20bffd5425.png,5,0.389700,ra,brahmi_v2_365_93692_f6ce60d83cbc17ee,93692,365,Besnagar Garuḍa-Pillar Inscription,-105,Besnagar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/93692.png,data/brahmi/indoskript_letter_images_v2/93692.png
tok_92512055f2730bfc,031,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_4_586d2e20bffd5425.png,6,0.397858,na,brahmi_v2_365_38268_e04b84ac34c943c5,38268,365,Besnagar Garuḍa-Pillar Inscription,-105,Besnagar,https://www.indoskript.phil.uni-wuerzburg.de/img/letters/38268.png,data/brahmi/indoskript_letter_images_v2/38268.png
tok_92512055f2730bfc,031,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_4_586d2e20bffd5425.png,7,0.400240,na,brahmi_v2_5_172254_e04b84ac34c943c5,172254,5,"Aśoka, PE 7 Delhi Topra",-239,Delhi (Topra),https://www.indoskript.phil.uni-wuerzburg.de/img/letters/172254.png,data/brahmi/indoskript_letter_images_v2/172254.png
tok_92512055f2730bfc,031,visual_ltr_catalog_order,M-318,data/brahmi/source_token_crops_v2/M_318_BG002_4_586d2e20bffd5425.png,8,0.405842,o,brahmi_v2_85_136301_7b7ab9f864719c89,136301,85,"Aśoka, PE 1-6 Delhi-Topra",-239,Delhi (Topra),https://www.indoskript.phil.uni-wuerzburg.de/img/letters/136301.png,data/brahmi/indoskript_letter_images_v2/136301.png
