edge_id,from_sign_uid,to_sign_uid,mapping_state,evidence_types,support_count,counterexample_count,aligned_positions,top_share,example_witnesses,counterexample_witnesses,confidence,review_status,accepted_for_analysis
edge_00122,lipi_numeric:279,mayig_p:P108,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-71,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00123,lipi_numeric:287,mayig_p:P084,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-109,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00124,lipi_numeric:295,mayig_p:P205,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-181,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00125,lipi_numeric:301,mayig_p:P205,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-115,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00126,lipi_numeric:304,mayig_p:P205,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-13,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00127,lipi_numeric:311,mayig_p:P205,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-9,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00128,lipi_numeric:317,mayig_p:P296,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-44,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00129,lipi_numeric:320,mayig_p:P303,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-173,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00130,lipi_numeric:329,mayig_p:P307,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-36,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00131,lipi_numeric:337,mayig_p:P309,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-119,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00132,lipi_numeric:344,mayig_p:P043,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-78,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00133,lipi_numeric:345,mayig_p:P043,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-93,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00134,lipi_numeric:360,mayig_p:P293,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-129,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00135,lipi_numeric:361,mayig_p:P294,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-139,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00136,lipi_numeric:362,mayig_p:P272,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-21,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00137,lipi_numeric:372,mayig_p:P108,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-34,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00138,lipi_numeric:373,mayig_p:P360,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-43,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00139,lipi_numeric:374,mayig_p:P103,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-34,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00140,lipi_numeric:391,mayig_p:P089,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-40,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00141,lipi_numeric:406,mayig_p:P086,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-170,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00142,lipi_numeric:407,mayig_p:P086,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-171,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00143,lipi_numeric:413,mayig_p:P099,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-108,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00144,lipi_numeric:463,mayig_p:P215,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-48,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00145,lipi_numeric:475,mayig_p:P186,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-40,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00146,lipi_numeric:484,mayig_p:P195,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-119,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00147,lipi_numeric:500,mayig_p:P208,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-128,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00148,lipi_numeric:502,mayig_p:P207,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-181,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00149,lipi_numeric:504,mayig_p:P211,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-52,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00150,lipi_numeric:511,mayig_p:P275,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-31,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00151,lipi_numeric:521,mayig_p:P094,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-3,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00152,lipi_numeric:526,mayig_p:P301,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-63,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00153,lipi_numeric:531,mayig_p:P228,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-26,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00154,lipi_numeric:555,mayig_p:P230,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-63,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00155,lipi_numeric:556,mayig_p:P231,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-148,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00156,lipi_numeric:560,mayig_p:P232,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-17,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00157,lipi_numeric:563,mayig_p:P230,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-119,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00158,lipi_numeric:572,mayig_p:P285,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-112,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00159,lipi_numeric:579,mayig_p:P290,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-159,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00160,lipi_numeric:595,mayig_p:P280,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-74,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00161,lipi_numeric:611,mayig_p:P281,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-56,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00162,lipi_numeric:630,mayig_p:P270,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-36,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00163,lipi_numeric:684,mayig_p:P254,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-112,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00164,lipi_numeric:690,mayig_p:P256,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-38,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00165,lipi_numeric:693,mayig_p:P258,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-57,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00166,lipi_numeric:700,mayig_p:P310,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-86,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00167,lipi_numeric:704,mayig_p:P316,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-74,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00168,lipi_numeric:734,mayig_p:P313,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-89,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00169,lipi_numeric:742,mayig_p:P326,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-59,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00170,lipi_numeric:745,mayig_p:P327,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-9,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00171,lipi_numeric:752,mayig_p:P332,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-30,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00172,lipi_numeric:765,mayig_p:P335,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-84,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00173,lipi_numeric:773,mayig_p:P096,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-5,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00174,lipi_numeric:776,mayig_p:P117,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-14,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00175,lipi_numeric:786,mayig_p:P117,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-172,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00176,lipi_numeric:796,mayig_p:P180,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-83,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00177,lipi_numeric:812,mayig_p:P369,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-133,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00178,lipi_numeric:850,mayig_p:P355,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-172,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00179,lipi_numeric:864,mayig_p:P393,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-151,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00180,lipi_numeric:872,mayig_p:P390,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-134,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00181,lipi_numeric:877,mayig_p:P382,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-56,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00182,lipi_numeric:879,mayig_p:P381,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-109,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00183,lipi_numeric:890,mayig_p:P178,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-87,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00184,lipi_numeric:892,mayig_p:P182,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-12,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00185,lipi_numeric:898,mayig_p:P265,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-154,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00186,lipi_numeric:904,mayig_p:P172,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-52,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00187,lipi_numeric:908,mayig_p:P177,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-136,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00188,lipi_numeric:932,mayig_p:P341,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-18,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00189,lipi_numeric:940,mayig_p:P054,uncertain,same_artifact;count_matched;position_aligned;direction_R_L,1,0,1,1.000000,M-107,,very_low,needs_image_or_authoritative_sign_list_validation,false
edge_00190,mayig_p:P000,mayig_parpola_v:V599,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00191,mayig_p:P001,mayig_parpola_v:V144,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00192,mayig_p:P001,mayig_parpola_v:V143,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00193,mayig_p:P001,mayig_parpola_v:V385,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00194,mayig_p:P001,mayig_parpola_v:V539,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00195,mayig_p:P001,mayig_wells_w:W151,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00196,mayig_p:P001,mayig_mahadevan_m:M012,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00197,mayig_p:P003,mayig_parpola_v:V244,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00198,mayig_p:P003,mayig_parpola_v:V320,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00199,mayig_p:P003,mayig_parpola_v:V341,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00200,mayig_p:P003,mayig_parpola_v:V465,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00201,mayig_p:P003,mayig_wells_w:W159,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00202,mayig_p:P003,mayig_wells_w:W160,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00203,mayig_p:P003,mayig_wells_w:W161,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00204,mayig_p:P003,mayig_mahadevan_m:M011,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00205,mayig_p:P003,mayig_mahadevan_m:M014,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00206,mayig_p:P004,mayig_parpola_v:V145,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00207,mayig_p:P004,mayig_parpola_v:V538,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00208,mayig_p:P004,mayig_wells_w:W153,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00209,mayig_p:P004,mayig_wells_w:W154,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00210,mayig_p:P004,mayig_wells_w:W155,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00211,mayig_p:P004,mayig_wells_w:W156,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00212,mayig_p:P004,mayig_wells_w:W158,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00213,mayig_p:P004,mayig_mahadevan_m:M015,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00214,mayig_p:P007,mayig_parpola_v:V146,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00215,mayig_p:P007,mayig_parpola_v:V374,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00216,mayig_p:P007,mayig_wells_w:W105,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00217,mayig_p:P007,mayig_wells_w:W107,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00218,mayig_p:P007,mayig_mahadevan_m:M004,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00219,mayig_p:P009,mayig_parpola_v:V134,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00220,mayig_p:P009,mayig_parpola_v:V559,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00221,mayig_p:P009,mayig_wells_w:W100,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00222,mayig_p:P009,mayig_mahadevan_m:M008,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00223,mayig_p:P010,mayig_parpola_v:V505,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00224,mayig_p:P010,mayig_parpola_v:V071,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00225,mayig_p:P010,mayig_parpola_v:V252,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00226,mayig_p:P010,mayig_parpola_v:V685,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00227,mayig_p:P010,mayig_wells_w:W101,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00228,mayig_p:P010,mayig_wells_w:W103,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00229,mayig_p:P010,mayig_mahadevan_m:M009,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00230,mayig_p:P011,mayig_parpola_v:V097,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00231,mayig_p:P011,mayig_parpola_v:V534,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00232,mayig_p:P011,mayig_wells_w:W140,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00233,mayig_p:P011,mayig_mahadevan_m:M017,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00234,mayig_p:P012,mayig_parpola_v:V268,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00235,mayig_p:P012,mayig_parpola_v:V743,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00236,mayig_p:P012,mayig_wells_w:W098,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00237,mayig_p:P012,mayig_mahadevan_m:M007,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00238,mayig_p:P013,mayig_parpola_v:V133,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00239,mayig_p:P013,mayig_parpola_v:V535,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00240,mayig_p:P013,mayig_wells_w:W090,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00241,mayig_p:P013,mayig_mahadevan_m:M001,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00242,mayig_p:P014,mayig_parpola_v:V394,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00243,mayig_p:P014,mayig_wells_w:W093,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00244,mayig_p:P014,mayig_mahadevan_m:M003,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00245,mayig_p:P020,mayig_parpola_v:V149,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00246,mayig_p:P020,mayig_parpola_v:V772,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00247,mayig_p:P020,mayig_wells_w:W104,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00248,mayig_p:P020,mayig_mahadevan_m:M041,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00249,mayig_p:P022,mayig_parpola_v:V307,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00250,mayig_p:P022,mayig_wells_w:W094,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00251,mayig_p:P022,mayig_mahadevan_m:M038,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00252,mayig_p:P023,mayig_parpola_v:V135,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00253,mayig_p:P023,mayig_parpola_v:V427,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00254,mayig_p:P023,mayig_wells_w:W095,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00255,mayig_p:P023,mayig_mahadevan_m:M018,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00256,mayig_p:P026,mayig_parpola_v:V138,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00257,mayig_p:P026,mayig_parpola_v:V763,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00258,mayig_p:P026,mayig_wells_w:W130,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00259,mayig_p:P026,mayig_mahadevan_m:M019,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00260,mayig_p:P031,mayig_parpola_v:V136,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00261,mayig_p:P031,mayig_parpola_v:V450,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00262,mayig_p:P031,mayig_wells_w:W142,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00263,mayig_p:P031,mayig_mahadevan_m:M025,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00264,mayig_p:P032,mayig_parpola_v:V570,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00265,mayig_p:P032,mayig_wells_w:W144,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00266,mayig_p:P032,mayig_mahadevan_m:M026,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00267,mayig_p:P035,mayig_parpola_v:V139,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00268,mayig_p:P035,mayig_parpola_v:V390,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00269,mayig_p:P035,mayig_wells_w:W125,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00270,mayig_p:P035,mayig_wells_w:W126,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00271,mayig_p:P035,mayig_mahadevan_m:M028,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00272,mayig_p:P037,mayig_parpola_v:V316,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00273,mayig_p:P037,mayig_parpola_v:V718,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00274,mayig_p:P037,mayig_wells_w:W122,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00275,mayig_p:P037,mayig_mahadevan_m:M036,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00276,mayig_p:P038,mayig_parpola_v:V366,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00277,mayig_p:P038,mayig_wells_w:W119,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00278,mayig_p:P038,mayig_mahadevan_m:M030,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00279,mayig_p:P040,mayig_parpola_v:V140,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00280,mayig_p:P040,mayig_parpola_v:V096,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00281,mayig_p:P040,mayig_wells_w:W110,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00282,mayig_p:P040,mayig_wells_w:W111,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00283,mayig_p:P040,mayig_mahadevan_m:M032,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00284,mayig_p:P041,mayig_parpola_v:V141,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00285,mayig_p:P041,mayig_wells_w:W112,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
