edge_id,from_sign_uid,to_sign_uid,mapping_state,evidence_types,support_count,counterexample_count,aligned_positions,top_share,example_witnesses,counterexample_witnesses,confidence,review_status,accepted_for_analysis
edge_00286,mayig_p:P041,mayig_mahadevan_m:M034,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00287,mayig_p:P043,mayig_parpola_v:V288,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00288,mayig_p:P043,mayig_wells_w:W340,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00289,mayig_p:P043,mayig_wells_w:W341,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00290,mayig_p:P043,mayig_wells_w:W342,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00291,mayig_p:P043,mayig_wells_w:W343,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00292,mayig_p:P043,mayig_wells_w:W344,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00293,mayig_p:P043,mayig_wells_w:W345,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00294,mayig_p:P043,mayig_wells_w:W347,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00295,mayig_p:P043,mayig_wells_w:W348,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00296,mayig_p:P043,mayig_mahadevan_m:M050,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00297,mayig_p:P044,mayig_parpola_v:V077,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00298,mayig_p:P044,mayig_wells_w:W346,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00299,mayig_p:P044,mayig_mahadevan_m:M050,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00300,mayig_p:P047,mayig_parpola_v:V323,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00301,mayig_p:P047,mayig_parpola_v:V264,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00302,mayig_p:P047,mayig_wells_w:W517,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00303,mayig_p:P047,mayig_wells_w:W518,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00304,mayig_p:P047,mayig_mahadevan_m:M398,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00305,mayig_p:P048,mayig_parpola_v:V087,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00306,mayig_p:P048,mayig_wells_w:W243,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00307,mayig_p:P048,mayig_mahadevan_m:M075,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00308,mayig_p:P050,mayig_parpola_v:V177,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00309,mayig_p:P050,mayig_parpola_v:V517,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00310,mayig_p:P050,mayig_wells_w:W220,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00311,mayig_p:P050,mayig_mahadevan_m:M059,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00312,mayig_p:P051,mayig_parpola_v:V513,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00313,mayig_p:P051,mayig_parpola_v:V321,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00314,mayig_p:P051,mayig_wells_w:W226,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00315,mayig_p:P051,mayig_mahadevan_m:M060,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00316,mayig_p:P053,mayig_parpola_v:V521,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00317,mayig_p:P053,mayig_wells_w:W222,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00318,mayig_p:P053,mayig_mahadevan_m:M062,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00319,mayig_p:P054,mayig_parpola_v:V588,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00320,mayig_p:P054,mayig_parpola_v:V325,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00321,mayig_p:P054,mayig_wells_w:W940,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00322,mayig_p:P054,mayig_mahadevan_m:M064,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00323,mayig_p:P056,mayig_parpola_v:V178,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00324,mayig_p:P056,mayig_parpola_v:V461,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00325,mayig_p:P056,mayig_wells_w:W231,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00326,mayig_p:P056,mayig_mahadevan_m:M070,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00327,mayig_p:P058,mayig_parpola_v:V179,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00328,mayig_p:P058,mayig_parpola_v:V463,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00329,mayig_p:P058,mayig_wells_w:W233,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00330,mayig_p:P058,mayig_mahadevan_m:M072,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00331,mayig_p:P060,mayig_parpola_v:V086,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00332,mayig_p:P060,mayig_parpola_v:V568,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00333,mayig_p:P060,mayig_wells_w:W235,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00334,mayig_p:P060,mayig_mahadevan_m:M065,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00335,mayig_p:P061,mayig_parpola_v:V520,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00336,mayig_p:P061,mayig_wells_w:W236,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00337,mayig_p:P061,mayig_mahadevan_m:M066,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00338,mayig_p:P062,mayig_parpola_v:V180,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00339,mayig_p:P062,mayig_parpola_v:V236,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00340,mayig_p:P062,mayig_parpola_v:V541,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00341,mayig_p:P062,mayig_wells_w:W240,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00342,mayig_p:P062,mayig_wells_w:W242,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00343,mayig_p:P062,mayig_mahadevan_m:M067,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00344,mayig_p:P065,mayig_parpola_v:V183,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00345,mayig_p:P065,mayig_wells_w:W244,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00346,mayig_p:P065,mayig_mahadevan_m:M083,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00347,mayig_p:P067,mayig_parpola_v:V503,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00348,mayig_p:P067,mayig_parpola_v:V263,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00349,mayig_p:P067,mayig_wells_w:W265,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00350,mayig_p:P067,mayig_wells_w:W267,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00351,mayig_p:P067,mayig_wells_w:W269,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00352,mayig_p:P067,mayig_wells_w:W270,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00353,mayig_p:P067,mayig_wells_w:W271,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00354,mayig_p:P067,mayig_mahadevan_m:M081,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00355,mayig_p:P070,mayig_parpola_v:V747,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00356,mayig_p:P070,mayig_wells_w:W272,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00357,mayig_p:P070,mayig_mahadevan_m:M080,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00358,mayig_p:P071,mayig_parpola_v:V189,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00359,mayig_p:P071,mayig_parpola_v:V489,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00360,mayig_p:P071,mayig_wells_w:W260,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00361,mayig_p:P071,mayig_mahadevan_m:M076,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00362,mayig_p:P073,mayig_parpola_v:V184,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00363,mayig_p:P073,mayig_parpola_v:V460,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00364,mayig_p:P073,mayig_wells_w:W255,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00365,mayig_p:P073,mayig_mahadevan_m:M051,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00366,mayig_p:P075,mayig_parpola_v:V168,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00367,mayig_p:P075,mayig_parpola_v:V579,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00368,mayig_p:P075,mayig_wells_w:W193,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00369,mayig_p:P075,mayig_wells_w:W797,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00370,mayig_p:P075,mayig_wells_w:W798,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00371,mayig_p:P075,mayig_mahadevan_m:M053,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00372,mayig_p:P076,mayig_parpola_v:V190,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00373,mayig_p:P076,mayig_parpola_v:V544,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00374,mayig_p:P076,mayig_wells_w:W190,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00375,mayig_p:P076,mayig_wells_w:W192,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00376,mayig_p:P076,mayig_wells_w:W194,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00377,mayig_p:P076,mayig_mahadevan_m:M054,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00378,mayig_p:P076,mayig_mahadevan_m:M055,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00379,mayig_p:P082,mayig_parpola_v:V195,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00380,mayig_p:P082,mayig_wells_w:W205,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00381,mayig_p:P082,mayig_wells_w:W206,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00382,mayig_p:P082,mayig_wells_w:W207,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00383,mayig_p:P082,mayig_wells_w:W208,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00384,mayig_p:P082,mayig_wells_w:W209,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00385,mayig_p:P082,mayig_mahadevan_m:M057,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00386,mayig_p:P083,mayig_parpola_v:V194,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00387,mayig_p:P083,mayig_wells_w:W204,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00388,mayig_p:P083,mayig_mahadevan_m:M056,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00389,mayig_p:P084,mayig_parpola_v:V191,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00390,mayig_p:P084,mayig_parpola_v:V557,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00391,mayig_p:P084,mayig_wells_w:W285,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00392,mayig_p:P084,mayig_wells_w:W286,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00393,mayig_p:P084,mayig_wells_w:W287,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00394,mayig_p:P084,mayig_mahadevan_m:M395,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00395,mayig_p:P086,mayig_parpola_v:V126,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00396,mayig_p:P086,mayig_parpola_v:V127,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00397,mayig_p:P086,mayig_parpola_v:V151,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00398,mayig_p:P086,mayig_parpola_v:V508,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00399,mayig_p:P086,mayig_wells_w:W390,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00400,mayig_p:P086,mayig_wells_w:W392,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00401,mayig_p:P086,mayig_wells_w:W405,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00402,mayig_p:P086,mayig_wells_w:W406,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00403,mayig_p:P086,mayig_wells_w:W407,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00404,mayig_p:P086,mayig_wells_w:W408,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00405,mayig_p:P086,mayig_mahadevan_m:M161,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00406,mayig_p:P086,mayig_mahadevan_m:M162,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00407,mayig_p:P086,mayig_mahadevan_m:M167,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00408,mayig_p:P086,mayig_mahadevan_m:M168,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00409,mayig_p:P086,mayig_mahadevan_m:M169,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00410,mayig_p:P089,mayig_parpola_v:V084,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00411,mayig_p:P089,mayig_parpola_v:V801,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00412,mayig_p:P089,mayig_wells_w:W391,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00413,mayig_p:P089,mayig_mahadevan_m:M163,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00414,mayig_p:P091,mayig_parpola_v:V045,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00415,mayig_p:P091,mayig_parpola_v:V044,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00416,mayig_p:P091,mayig_parpola_v:V523,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00417,mayig_p:P091,mayig_wells_w:W350,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00418,mayig_p:P091,mayig_wells_w:W352,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00419,mayig_p:P091,mayig_wells_w:W353,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00420,mayig_p:P091,mayig_wells_w:W354,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00421,mayig_p:P091,mayig_mahadevan_m:M174,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00422,mayig_p:P091,mayig_mahadevan_m:M175,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00423,mayig_p:P092,mayig_parpola_v:V042,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00424,mayig_p:P092,mayig_parpola_v:V182,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00425,mayig_p:P092,mayig_wells_w:W415,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00426,mayig_p:P092,mayig_mahadevan_m:M171,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00427,mayig_p:P094,mayig_parpola_v:V247,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00428,mayig_p:P094,mayig_parpola_v:V464,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00429,mayig_p:P094,mayig_wells_w:W521,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00430,mayig_p:P095,mayig_parpola_v:V043,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00431,mayig_p:P095,mayig_parpola_v:V404,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00432,mayig_p:P095,mayig_wells_w:W416,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00433,mayig_p:P095,mayig_mahadevan_m:M173,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00434,mayig_p:P096,mayig_parpola_v:V212,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00435,mayig_p:P096,mayig_wells_w:W770,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00436,mayig_p:P096,mayig_wells_w:W772,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00437,mayig_p:P096,mayig_wells_w:W773,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00438,mayig_p:P096,mayig_mahadevan_m:M348,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00439,mayig_p:P098,mayig_parpola_v:V051,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00440,mayig_p:P098,mayig_parpola_v:V486,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00441,mayig_p:P098,mayig_wells_w:W400,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00442,mayig_p:P098,mayig_wells_w:W402,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00443,mayig_p:P098,mayig_mahadevan_m:M176,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00444,mayig_p:P099,mayig_parpola_v:V026,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00445,mayig_p:P099,mayig_wells_w:W413,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00446,mayig_p:P099,mayig_mahadevan_m:M177,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00447,mayig_p:P103,mayig_parpola_v:V187,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00448,mayig_p:P103,mayig_parpola_v:V295,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00449,mayig_p:P103,mayig_wells_w:W374,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00450,mayig_p:P103,mayig_mahadevan_m:M400,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00451,mayig_p:P108,mayig_parpola_v:V174,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00452,mayig_p:P108,mayig_parpola_v:V573,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00453,mayig_p:P108,mayig_wells_w:W370,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00454,mayig_p:P108,mayig_wells_w:W371,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00455,mayig_p:P108,mayig_wells_w:W372,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00456,mayig_p:P108,mayig_mahadevan_m:M397,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00457,mayig_p:P110,mayig_parpola_v:V094,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00458,mayig_p:P110,mayig_parpola_v:V739,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00459,mayig_p:P110,mayig_wells_w:W388,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00460,mayig_p:P110,mayig_mahadevan_m:M327,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00461,mayig_p:P111,mayig_parpola_v:V167,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00462,mayig_p:P111,mayig_parpola_v:V483,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00463,mayig_p:P111,mayig_wells_w:W382,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_icit_wells_validation,false
edge_00464,mayig_p:P111,mayig_mahadevan_m:M325,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_m77_validation,false
edge_00465,mayig_p:P114,mayig_parpola_v:V173,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00466,mayig_p:P114,mayig_parpola_v:V091,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
edge_00467,mayig_p:P114,mayig_parpola_v:V373,uncertain,mayig_feature_metadata,1,unknown,,,,,source_metadata_only,needs_primary_sign_list_validation,false
